C,H,N,O,S,P,NOSC,mass,,PreSW4.csv,PreSW5.csv,PreSW6.csv,Initial,AvgInitial,,PosSW10.csv,PosSW11.csv,PosSW12.csv,Post,AvgPost,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
20,18,0,7,0,0,-0.2,369.0979758,,4091695,3749585,3937596,Yes,3926292,,0,0,0,No,0,,0.9,0.35,,369.09798,12,0.6,0.666666667,1.714285714,CRAM,,,0.515151515,,----,Aromatic,----,----,----,----,,369.18332,369.00000,0.18332
21,14,0,8,0,0,0.095238095,393.0615904,,2766893,2459994,2468118,Yes,2565001.667,,0,0,0,No,0,,0.666666667,0.380952381,,393.06159,15,0.714285714,1.071428571,1.875,O,,,0.647058824,,----,Aromatic,----,----,----,----,,393.15248,393.00000,0.15248
21,14,0,9,0,0,0.19047619,409.056505,,2963430,3048780,3460763,Yes,3157657.667,,0,0,0,No,0,,0.666666667,0.428571429,,409.05650,15,0.714285714,1.071428571,1.666666667,O,,,0.636363636,,----,Aromatic,----,----,----,----,,409.15109,409.00000,0.15109
21,14,0,10,0,0,0.285714286,425.0514196,,4098713,3904087,3710469,Yes,3904423,,0,0,0,No,0,,0.666666667,0.476190476,,425.05142,15,0.714285714,1.071428571,1.5,O,,,0.625,,----,Aromatic,----,----,----,----,,425.14971,425.00000,0.14971
21,14,0,11,0,0,0.380952381,441.0463342,,3748688,3521388,3334342,Yes,3534806,,0,0,0,No,0,,0.666666667,0.523809524,,441.04633,15,0.714285714,1.071428571,1.363636364,O,,,0.612903226,,----,Aromatic,----,----,----,----,,441.14832,441.00000,0.14832
21,14,0,12,0,0,0.476190476,457.0412488,,3595153,3738565,3634852,Yes,3656190,,0,0,0,No,0,,0.666666667,0.571428571,,457.04125,15,0.714285714,1.071428571,1.25,O,,,0.6,,----,Aromatic,----,----,----,----,,457.14693,457.00000,0.14693
21,14,0,13,0,0,0.571428571,473.0361634,,3345459,2832950,2507002,Yes,2895137,,0,0,0,No,0,,0.666666667,0.619047619,,473.03616,15,0.714285714,1.071428571,1.153846154,O,,,0.586206897,,----,Aromatic,----,----,----,----,,473.14555,473.00000,0.14555
21,14,0,14,0,0,0.666666667,489.031078,,2538799,2189005,2441750,Yes,2389851.333,,0,0,0,No,0,,0.666666667,0.666666667,,489.03108,15,0.714285714,1.071428571,1.071428571,O,,,0.571428571,,----,Aromatic,----,----,----,----,,489.14416,489.00000,0.14416
21,16,0,7,0,0,-0.095238095,379.0823258,,2489732,2217269,1821279,Yes,2176093.333,,0,0,0,No,0,,0.761904762,0.333333333,,379.08233,14,0.666666667,0.875,2,O,,,0.6,,----,Aromatic,----,----,----,----,,379.16998,379.00000,0.16998
21,16,0,8,0,0,0,395.0772404,,3379213,2935491,3112579,Yes,3142427.667,,0,0,0,No,0,,0.761904762,0.380952381,,395.07724,14,0.666666667,0.875,1.75,CRAM,,,0.588235294,,----,Aromatic,----,----,----,----,,395.16860,395.00000,0.16860
21,16,0,9,0,0,0.095238095,411.072155,,4720705,4405698,4175595,Yes,4433999.333,,0,0,0,No,0,,0.761904762,0.428571429,,411.07215,14,0.666666667,0.875,1.555555556,CRAM,,,0.575757576,,----,Aromatic,----,----,----,----,,411.16721,411.00000,0.16721
21,16,0,10,0,0,0.19047619,427.0670696,,5061093,4744735,5107081,Yes,4970969.667,,0,0,0,No,0,,0.761904762,0.476190476,,427.06707,14,0.666666667,0.875,1.4,CRAM,,,0.5625,,----,Aromatic,----,----,----,----,,427.16582,427.00000,0.16582
21,16,0,11,0,0,0.285714286,443.0619842,,4901439,4587247,4999160,Yes,4829282,,0,0,0,No,0,,0.761904762,0.523809524,,443.06198,14,0.666666667,0.875,1.272727273,CRAM,,,0.548387097,,----,Aromatic,----,----,----,----,,443.16444,443.00000,0.16444
21,16,0,12,0,0,0.380952381,459.0568988,,5742294,5139307,5227007,Yes,5369536,,0,0,0,No,0,,0.761904762,0.571428571,,459.05690,14,0.666666667,0.875,1.166666667,CRAM,,,0.533333333,,----,Aromatic,----,----,----,----,,459.16305,459.00000,0.16305
21,16,0,13,0,0,0.476190476,475.0518134,,5146656,4551217,4803259,Yes,4833710.667,,0,0,0,No,0,,0.761904762,0.619047619,,475.05181,14,0.666666667,0.875,1.076923077,CRAM,,,0.517241379,,----,Aromatic,----,----,----,----,,475.16166,475.00000,0.16166
21,18,0,7,0,0,-0.19047619,381.0979758,,2673211,2335020,2906741,Yes,2638324,,0,0,0,No,0,,0.857142857,0.333333333,,381.09798,13,0.619047619,0.722222222,1.857142857,O,,,0.542857143,,----,Aromatic,----,----,----,----,,381.18610,381.00000,0.18610
21,18,0,8,0,0,-0.095238095,397.0928904,,4522434,4881424,4566480,Yes,4656779.333,,0,0,0,No,0,,0.857142857,0.380952381,,397.09289,13,0.619047619,0.722222222,1.625,CRAM,,,0.529411765,,----,Aromatic,----,----,----,----,,397.18471,397.00000,0.18471
21,18,0,9,0,0,0,413.087805,,5833840,5846556,5295899,Yes,5658765,,0,0,0,No,0,,0.857142857,0.428571429,,413.08780,13,0.619047619,0.722222222,1.444444444,CRAM,,,0.515151515,,----,Aromatic,----,----,----,----,,413.18333,413.00000,0.18333
22,14,0,9,0,0,0.181818182,421.056505,,2226611,1957523,2315968,Yes,2166700.667,,0,0,0,No,0,,0.636363636,0.409090909,,421.05650,16,0.727272727,1.142857143,1.777777778,O,,,0.657142857,,----,Aromatic,----,----,----,----,,421.15387,421.00000,0.15387
22,14,0,10,0,0,0.272727273,437.0514196,,2657636,2025048,2034256,Yes,2238980,,0,0,0,No,0,,0.636363636,0.454545455,,437.05142,16,0.727272727,1.142857143,1.6,O,,,0.647058824,,----,Aromatic,----,----,----,----,,437.15248,437.00000,0.15248
22,14,0,11,0,0,0.363636364,453.0463342,,2685758,2804371,1870349,Yes,2453492.667,,0,0,0,No,0,,0.636363636,0.5,,453.04633,16,0.727272727,1.142857143,1.454545455,O,,,0.636363636,,----,Aromatic,----,----,----,----,,453.15109,453.00000,0.15109
22,14,0,12,0,0,0.454545455,469.0412488,,2541709,2332763,2382744,Yes,2419072,,0,0,0,No,0,,0.636363636,0.545454545,,469.04125,16,0.727272727,1.142857143,1.333333333,O,,,0.625,,----,Aromatic,----,----,----,----,,469.14971,469.00000,0.14971
22,14,0,13,0,0,0.545454545,485.0361634,,2345126,2157700,2169370,Yes,2224065.333,,0,0,0,No,0,,0.636363636,0.590909091,,485.03616,16,0.727272727,1.142857143,1.230769231,O,,,0.612903226,,----,Aromatic,----,----,----,----,,485.14832,485.00000,0.14832
22,14,0,14,0,0,0.636363636,501.031078,,1703297,1896949,1803940,Yes,1801395.333,,0,0,0,No,0,,0.636363636,0.636363636,,501.03108,16,0.727272727,1.142857143,1.142857143,O,,,0.6,,----,Aromatic,----,----,----,----,,501.14693,501.00000,0.14693
22,16,0,8,0,0,0,407.0772404,,2748255,3218620,2715179,Yes,2894018,,0,0,0,No,0,,0.727272727,0.363636364,,407.07724,15,0.681818182,0.9375,1.875,O,,,0.611111111,,----,Aromatic,----,----,----,----,,407.17137,407.00000,0.17137
22,16,0,9,0,0,0.090909091,423.072155,,3425074,2778749,2941548,Yes,3048457,,0,0,0,No,0,,0.727272727,0.409090909,,423.07215,15,0.681818182,0.9375,1.666666667,O,,,0.6,,----,Aromatic,----,----,----,----,,423.16998,423.00000,0.16998
22,16,0,10,0,0,0.181818182,439.0670696,,3910746,2941923,3658124,Yes,3503597.667,,0,0,0,No,0,,0.727272727,0.454545455,,439.06707,15,0.681818182,0.9375,1.5,O,,,0.588235294,,----,Aromatic,----,----,----,----,,439.16860,439.00000,0.16860
22,16,0,11,0,0,0.272727273,455.0619842,,3430493,3341351,3723090,Yes,3498311.333,,0,0,0,No,0,,0.727272727,0.5,,455.06198,15,0.681818182,0.9375,1.363636364,O,,,0.575757576,,----,Aromatic,----,----,----,----,,455.16721,455.00000,0.16721
22,16,0,12,0,0,0.363636364,471.0568988,,4138070,3674692,3433282,Yes,3748681.333,,0,0,0,No,0,,0.727272727,0.545454545,,471.05690,15,0.681818182,0.9375,1.25,O,,,0.5625,,----,Aromatic,----,----,----,----,,471.16582,471.00000,0.16582
22,16,0,13,0,0,0.454545455,487.0518134,,3694822,2996391,3411476,Yes,3367563,,0,0,0,No,0,,0.727272727,0.590909091,,487.05181,15,0.681818182,0.9375,1.153846154,O,,,0.548387097,,----,Aromatic,----,----,----,----,,487.16444,487.00000,0.16444
22,16,0,14,0,0,0.545454545,503.046728,,2913267,2633260,2667213,Yes,2737913.333,,0,0,0,No,0,,0.727272727,0.636363636,,503.04673,15,0.681818182,0.9375,1.071428571,O,,,0.533333333,,----,Aromatic,----,----,----,----,,503.16305,503.00000,0.16305
22,16,0,15,0,0,0.636363636,519.0416426,,2031962,1767339,1802859,Yes,1867386.667,,0,0,0,No,0,,0.727272727,0.681818182,,519.04164,15,0.681818182,0.9375,1,O,,,0.517241379,,----,Aromatic,----,----,----,----,,519.16166,519.00000,0.16166
22,18,0,7,0,0,-0.181818182,393.0979758,,2196022,2182497,1934621,Yes,2104380,,0,0,0,No,0,,0.818181818,0.318181818,,393.09798,14,0.636363636,0.777777778,2,O,,,0.567567568,,----,Aromatic,----,----,----,----,,393.18887,393.00000,0.18887
22,18,0,8,0,0,-0.090909091,409.0928904,,2843624,2270543,2774173,Yes,2629446.667,,0,0,0,No,0,,0.818181818,0.363636364,,409.09289,14,0.636363636,0.777777778,1.75,CRAM,,,0.555555556,,----,Aromatic,----,----,----,----,,409.18749,409.00000,0.18749
22,18,0,9,0,0,0,425.087805,,3483286,3426902,3729923,Yes,3546703.667,,0,0,0,No,0,,0.818181818,0.409090909,,425.08780,14,0.636363636,0.777777778,1.555555556,CRAM,,,0.542857143,,----,Aromatic,----,----,----,----,,425.18610,425.00000,0.18610
22,18,0,10,0,0,0.090909091,441.0827196,,4038475,3591018,4591810,Yes,4073767.667,,0,0,0,No,0,,0.818181818,0.454545455,,441.08272,14,0.636363636,0.777777778,1.4,CRAM,,,0.529411765,,----,Aromatic,----,----,----,----,,441.18471,441.00000,0.18471
22,18,0,11,0,0,0.181818182,457.0776342,,5298061,4742083,5246625,Yes,5095589.667,,0,0,0,No,0,,0.818181818,0.5,,457.07763,14,0.636363636,0.777777778,1.272727273,CRAM,,,0.515151515,,----,Aromatic,----,----,----,----,,457.18333,457.00000,0.18333
22,20,0,7,0,0,-0.272727273,395.1136258,,2331157,2028745,2575497,Yes,2311799.667,,0,0,0,No,0,,0.909090909,0.318181818,,395.11363,13,0.590909091,0.65,1.857142857,O,,,0.513513514,,----,Aromatic,----,----,----,----,,395.20499,395.00000,0.20499
23,16,0,9,0,0,0.086956522,435.072155,,1773666,1818309,1829642,Yes,1807205.667,,0,0,0,No,0,,0.695652174,0.391304348,,435.07215,16,0.695652174,1,1.777777778,O,,,0.621621622,,----,Aromatic,----,----,----,----,,435.17276,435.00000,0.17276
23,16,0,10,0,0,0.173913043,451.0670696,,2396202,2040580,2277068,Yes,2237950,,0,0,0,No,0,,0.695652174,0.434782609,,451.06707,16,0.695652174,1,1.6,O,,,0.611111111,,----,Aromatic,----,----,----,----,,451.17137,451.00000,0.17137
23,16,0,11,0,0,0.260869565,467.0619842,,2787030,2380411,2746360,Yes,2637933.667,,0,0,0,No,0,,0.695652174,0.47826087,,467.06198,16,0.695652174,1,1.454545455,O,,,0.6,,----,Aromatic,----,----,----,----,,467.16999,467.00000,0.16999
23,16,0,12,0,0,0.347826087,483.0568988,,3071089,2831975,2542120,Yes,2815061.333,,0,0,0,No,0,,0.695652174,0.52173913,,483.05690,16,0.695652174,1,1.333333333,O,,,0.588235294,,----,Aromatic,----,----,----,----,,483.16860,483.00000,0.16860
23,16,0,13,0,0,0.434782609,499.0518134,,3002642,2255296,2900095,Yes,2719344.333,,0,0,0,No,0,,0.695652174,0.565217391,,499.05181,16,0.695652174,1,1.230769231,O,,,0.575757576,,----,Aromatic,----,----,----,----,,499.16721,499.00000,0.16721
23,16,0,14,0,0,0.52173913,515.046728,,2469014,2115420,2412028,Yes,2332154,,0,0,0,No,0,,0.695652174,0.608695652,,515.04673,16,0.695652174,1,1.142857143,O,,,0.5625,,----,Aromatic,----,----,----,----,,515.16582,515.00000,0.16582
23,16,0,15,0,0,0.608695652,531.0416426,,1715985,1666866,1761189,Yes,1714680,,0,0,0,No,0,,0.695652174,0.652173913,,531.04164,16,0.695652174,1,1.066666667,O,,,0.548387097,,----,Aromatic,----,----,----,----,,531.16444,531.00000,0.16444
23,18,0,9,0,0,0,437.087805,,2507615,1920086,2132045,Yes,2186582,,0,0,0,No,0,,0.782608696,0.391304348,,437.08780,15,0.652173913,0.833333333,1.666666667,CRAM,,,0.567567568,,----,Aromatic,----,----,----,----,,437.18888,437.00000,0.18888
23,18,0,10,0,0,0.086956522,453.0827196,,3039034,2662545,2271753,Yes,2657777.333,,0,0,0,No,0,,0.782608696,0.434782609,,453.08272,15,0.652173913,0.833333333,1.5,CRAM,,,0.555555556,,----,Aromatic,----,----,----,----,,453.18749,453.00000,0.18749
23,18,0,11,0,0,0.173913043,469.0776342,,3594379,3482203,3466134,Yes,3514238.667,,0,0,0,No,0,,0.782608696,0.47826087,,469.07763,15,0.652173913,0.833333333,1.363636364,CRAM,,,0.542857143,,----,Aromatic,----,----,----,----,,469.18610,469.00000,0.18610
23,18,0,12,0,0,0.260869565,485.0725488,,3777703,2968197,3230234,Yes,3325378,,0,0,0,No,0,,0.782608696,0.52173913,,485.07255,15,0.652173913,0.833333333,1.25,CRAM,,,0.529411765,,----,Aromatic,----,----,----,----,,485.18471,485.00000,0.18471
23,18,0,13,0,0,0.347826087,501.0674634,,3629955,3078134,3024549,Yes,3244212.667,,0,0,0,No,0,,0.782608696,0.565217391,,501.06746,15,0.652173913,0.833333333,1.153846154,CRAM,,,0.515151515,,----,Aromatic,----,----,----,----,,501.18333,501.00000,0.18333
23,20,0,8,0,0,-0.173913043,423.1085404,,2299696,2097277,2105450,Yes,2167474.333,,0,0,0,No,0,,0.869565217,0.347826087,,423.10854,14,0.608695652,0.7,1.75,CRAM,,,0.526315789,,----,Aromatic,----,----,----,----,,423.20638,423.00000,0.20638
23,20,0,9,0,0,-0.086956522,439.103455,,2907221,2721761,2840968,Yes,2823316.667,,0,0,0,No,0,,0.869565217,0.391304348,,439.10345,14,0.608695652,0.7,1.555555556,CRAM,,,0.513513514,,----,Aromatic,----,----,----,----,,439.20499,439.00000,0.20499
24,16,0,13,0,0,0.416666667,511.0518134,,1687998,1977599,1837456,Yes,1834351,,0,0,0,No,0,,0.666666667,0.541666667,,511.05181,17,0.708333333,1.0625,1.307692308,O,,,0.6,,----,Aromatic,----,----,----,----,,511.16999,511.00000,0.16999
24,18,0,9,0,0,0,449.087805,,1806113,1577850,1880977,Yes,1754980,,0,0,0,No,0,,0.75,0.375,,449.08780,16,0.666666667,0.888888889,1.777777778,O,,,0.58974359,,----,Aromatic,----,----,----,----,,449.19165,449.00000,0.19165
24,18,0,10,0,0,0.083333333,465.0827196,,2213683,1938598,1659492,Yes,1937257.667,,0,0,0,No,0,,0.75,0.416666667,,465.08272,16,0.666666667,0.888888889,1.6,CRAM,,,0.578947368,,----,Aromatic,----,----,----,----,,465.19026,465.00000,0.19026
24,18,0,11,0,0,0.166666667,481.0776342,,2437705,2064464,1925694,Yes,2142621,,0,0,0,No,0,,0.75,0.458333333,,481.07763,16,0.666666667,0.888888889,1.454545455,CRAM,,,0.567567568,,----,Aromatic,----,----,----,----,,481.18888,481.00000,0.18888
24,18,0,12,0,0,0.25,497.0725488,,2240680,1959820,2074719,Yes,2091739.667,,0,0,0,No,0,,0.75,0.5,,497.07255,16,0.666666667,0.888888889,1.333333333,CRAM,,,0.555555556,,----,Aromatic,----,----,----,----,,497.18749,497.00000,0.18749
24,18,0,13,0,0,0.333333333,513.0674634,,2747949,2449711,2435526,Yes,2544395.333,,0,0,0,No,0,,0.75,0.541666667,,513.06746,16,0.666666667,0.888888889,1.230769231,CRAM,,,0.542857143,,----,Aromatic,----,----,----,----,,513.18610,513.00000,0.18610
24,18,0,14,0,0,0.416666667,529.062378,,2514649,2134054,2451317,Yes,2366673.333,,0,0,0,No,0,,0.75,0.583333333,,529.06238,16,0.666666667,0.888888889,1.142857143,CRAM,,,0.529411765,,----,Aromatic,----,----,----,----,,529.18472,529.00000,0.18472
24,18,0,15,0,0,0.5,545.0572926,,2086368,2339326,1714332,Yes,2046675.333,,0,0,0,No,0,,0.75,0.625,,545.05729,16,0.666666667,0.888888889,1.066666667,CRAM,,,0.515151515,,----,Aromatic,----,----,----,----,,545.18333,545.00000,0.18333
24,20,0,9,0,0,-0.083333333,451.103455,,2195493,1908482,1597384,Yes,1900453,,0,0,0,No,0,,0.833333333,0.375,,451.10345,15,0.625,0.75,1.666666667,CRAM,,,0.538461538,,----,Aromatic,----,----,----,----,,451.20777,451.00000,0.20777
24,20,0,10,0,0,0,467.0983696,,2857684,2395771,2742262,Yes,2665239,,0,0,0,No,0,,0.833333333,0.416666667,,467.09837,15,0.625,0.75,1.5,CRAM,,,0.526315789,,----,Aromatic,----,----,----,----,,467.20638,467.00000,0.20638
24,20,0,11,0,0,0.083333333,483.0932842,,3032178,2658408,2490408,Yes,2726998,,0,0,0,No,0,,0.833333333,0.458333333,,483.09328,15,0.625,0.75,1.363636364,CRAM,,,0.513513514,,----,Aromatic,----,----,----,----,,483.20499,483.00000,0.20499
25,18,0,13,0,0,0.32,525.0674634,,2116179,1669634,1608463,Yes,1798092,,0,0,0,No,0,,0.72,0.52,,525.06746,17,0.68,0.944444444,1.307692308,CRAM,,,0.567567568,,----,Aromatic,----,----,----,----,,525.18888,525.00000,0.18888
25,18,0,14,0,0,0.4,541.062378,,2375625,1600549,1687145,Yes,1887773,,0,0,0,No,0,,0.72,0.56,,541.06238,17,0.68,0.944444444,1.214285714,CRAM,,,0.555555556,,----,Aromatic,----,----,----,----,,541.18749,541.00000,0.18749
25,20,0,12,0,0,0.16,511.0881988,,2087360,1990912,2537361,Yes,2205211,,0,0,0,No,0,,0.8,0.48,,511.08820,16,0.64,0.8,1.333333333,CRAM,,,0.526315789,,----,Aromatic,----,----,----,----,,511.20638,511.00000,0.20638
25,20,0,13,0,0,0.24,527.0831134,,2314394,2280983,2043715,Yes,2213030.667,,0,0,0,No,0,,0.8,0.52,,527.08311,16,0.64,0.8,1.230769231,CRAM,,,0.513513514,,----,Aromatic,----,----,----,----,,527.20499,527.00000,0.20499
26,20,0,14,0,0,0.307692308,555.078028,,1708953,1841220,1618619,Yes,1722930.667,,0,0,0,No,0,,0.769230769,0.538461538,,555.07803,17,0.653846154,0.85,1.214285714,CRAM,,,0.526315789,,----,Aromatic,----,----,----,----,,555.20638,555.00000,0.20638
30,28,0,6,0,2,-0.533333333,545.1288342,,5068256,4457982,4181661,Yes,4569299.667,,0,0,0,No,0,,0.933333333,0.2,,545.12883,18,0.6,0.642857143,3,O,,,0.56,,----,Aromatic,----,----,----,----,,545.25489,545.00000,0.25489
13,10,0,10,0,0,0.769230769,325.0201196,,1783353,1671958,1596416,Yes,1683909,,0,0,0,No,0,,0.769230769,0.769230769,,325.02012,9,0.692307692,0.9,0.9,O,,,0.5,,----,----,HUnSatLig,----,----,----,,325.09528,325.00000,0.09528
14,12,0,8,0,0,0.285714286,307.0459404,,1733641,1736272,1545368,Yes,1671760.333,,0,0,0,No,0,,0.857142857,0.571428571,,307.04594,9,0.642857143,0.75,1.125,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,307.11694,307.00000,0.11694
14,14,0,8,0,0,0.142857143,309.0615904,,2608888,2772861,2614736,Yes,2665495,,0,0,0,No,0,,1,0.571428571,,309.06159,8,0.571428571,0.571428571,1,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,309.13306,309.00000,0.13306
14,17,5,8,0,0,1,382.1004354,,2109325,1710112,2343288,Yes,2054241.667,,0,0,0,No,0,,1.214285714,0.571428571,,382.10044,9,0.642857143,0.529411765,1.125,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,382.18879,382.00000,0.18879
15,16,0,7,0,0,-0.133333333,307.0823258,,1769742,1727061,1563294,Yes,1686699,,0,0,0,No,0,,1.066666667,0.466666667,,307.08233,8,0.533333333,0.5,1.142857143,CRAM,,,0.391304348,,----,----,HUnSatLig,----,----,----,,307.15333,307.00000,0.15333
15,20,0,6,0,0,-0.533333333,295.1187112,,1897789,1643775,1523511,Yes,1688358.333,,0,0,0,No,0,,1.333333333,0.4,,295.11871,6,0.4,0.3,1,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,295.18695,295.00000,0.18695
15,22,0,6,0,0,-0.666666667,297.1343612,,1369468,1348606,1885235,Yes,1534436.333,,0,0,0,No,0,,1.466666667,0.4,,297.13436,5,0.333333333,0.227272727,0.833333333,CRAM,,,0.166666667,,----,----,HUnSatLig,----,----,----,,297.20307,297.00000,0.20307
15,22,0,10,1,0,0,393.0860903,,3369523,3148639,2740506,Yes,3086222.667,,0,0,0,No,0,,1.466666667,0.666666667,,393.08609,5,0.333333333,0.227272727,0.5,O,,,-0.111111111,,----,----,HUnSatLig,----,----,----,,393.17699,393.00000,0.17699
16,15,1,9,0,0,0.375,364.067404,,1757623,1689045,2080592,Yes,1842420,,0,0,0,No,0,,0.9375,0.5625,,364.06740,10,0.625,0.666666667,1.111111111,CRAM,,,0.476190476,,----,----,HUnSatLig,----,----,----,,364.15159,364.00000,0.15159
16,15,1,10,0,0,0.5,380.0623186,,1749720,1577259,1840741,Yes,1722573.333,,0,0,0,No,0,,0.9375,0.625,,380.06232,10,0.625,0.666666667,1,CRAM,,,0.45,,----,----,HUnSatLig,----,----,----,,380.15020,380.00000,0.15020
16,17,1,9,0,0,0.25,366.083054,,1678005,2276234,2036147,Yes,1996795.333,,0,0,0,No,0,,1.0625,0.5625,,366.08305,9,0.5625,0.529411765,1,CRAM,,,0.380952381,,----,----,HUnSatLig,----,----,----,,366.16771,366.00000,0.16771
16,17,1,10,0,0,0.375,382.0779686,,1705093,1894938,1774194,Yes,1791408.333,,0,0,0,No,0,,1.0625,0.625,,382.07797,9,0.5625,0.529411765,0.9,CRAM,,,0.35,,----,----,HUnSatLig,----,----,----,,382.16632,382.00000,0.16632
16,19,1,9,0,0,0.125,368.098704,,1606836,1833660,1738258,Yes,1726251.333,,0,0,0,No,0,,1.1875,0.5625,,368.09870,8,0.5,0.421052632,0.888888889,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,368.18382,368.00000,0.18382
16,21,3,7,0,0,0.125,366.1306728,,2014151,1664151,1800129,Yes,1826143.667,,0,0,0,No,0,,1.3125,0.4375,,366.13067,8,0.5,0.380952381,1.142857143,CRAM,,,0.315789474,,----,----,HUnSatLig,----,----,----,,366.21534,366.00000,0.21534
17,15,1,10,0,0,0.470588235,392.0623186,,2052400,2069662,2014037,Yes,2045366.333,,0,0,0,No,0,,0.882352941,0.588235294,,392.06232,11,0.647058824,0.733333333,1.1,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,392.15298,392.00000,0.15298
17,16,0,6,0,0,-0.235294118,315.0874112,,1995272,1508278,2007731,Yes,1837093.667,,0,0,0,No,0,,0.941176471,0.352941176,,315.08741,10,0.588235294,0.625,1.666666667,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,315.16027,315.00000,0.16027
17,16,0,7,0,0,-0.117647059,331.0823258,,4435422,4480199,4971017,Yes,4628879.333,,0,0,0,No,0,,0.941176471,0.411764706,,331.08233,10,0.588235294,0.625,1.428571429,CRAM,,,0.481481481,,----,----,HUnSatLig,----,----,----,,331.15888,331.00000,0.15888
17,17,1,9,0,0,0.235294118,378.083054,,2271780,2498103,2177360,Yes,2315747.667,,0,0,0,No,0,,1,0.529411765,,378.08305,10,0.588235294,0.588235294,1.111111111,CRAM,,,0.434782609,,----,----,HUnSatLig,----,----,----,,378.17048,378.00000,0.17048
17,17,1,10,0,0,0.352941176,394.0779686,,2468132,1887251,1770706,Yes,2042029.667,,0,0,0,No,0,,1,0.588235294,,394.07797,10,0.588235294,0.588235294,1,CRAM,,,0.409090909,,----,----,HUnSatLig,----,----,----,,394.16909,394.00000,0.16909
17,18,0,6,0,0,-0.352941176,317.1030612,,2102314,2146695,1692951,Yes,1980653.333,,0,0,0,No,0,,1.058823529,0.352941176,,317.10306,9,0.529411765,0.5,1.5,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,317.17639,317.00000,0.17639
17,19,1,8,0,0,0,364.1037894,,1648069,1688416,1672795,Yes,1669760,,0,0,0,No,0,,1.117647059,0.470588235,,364.10379,9,0.529411765,0.473684211,1.125,CRAM,,,0.375,,----,----,HUnSatLig,----,----,----,,364.18798,364.00000,0.18798
17,19,1,9,0,0,0.117647059,380.098704,,2595557,2111540,1904495,Yes,2203864,,0,0,0,No,0,,1.117647059,0.529411765,,380.09870,9,0.529411765,0.473684211,1,CRAM,,,0.347826087,,----,----,HUnSatLig,----,----,----,,380.18660,380.00000,0.18660
17,19,1,10,0,0,0.235294118,396.0936186,,1887983,2498414,1765167,Yes,2050521.333,,0,0,0,No,0,,1.117647059,0.588235294,,396.09362,9,0.529411765,0.473684211,0.9,CRAM,,,0.318181818,,----,----,HUnSatLig,----,----,----,,396.18521,396.00000,0.18521
17,21,1,9,0,0,0,382.114354,,1658257,2010147,1681019,Yes,1783141,,0,0,0,No,0,,1.235294118,0.529411765,,382.11435,8,0.470588235,0.380952381,0.888888889,CRAM,,,0.260869565,,----,----,HUnSatLig,----,----,----,,382.20271,382.00000,0.20271
17,21,3,6,0,0,0,362.1357582,,2021084,1536311,1654533,Yes,1737309.333,,0,0,0,No,0,,1.235294118,0.352941176,,362.13576,9,0.529411765,0.428571429,1.5,CRAM,,,0.409090909,,----,----,HUnSatLig,----,----,----,,362.21950,362.00000,0.21950
17,23,3,7,0,0,0,380.1463228,,1594869,2099264,2031739,Yes,1908624,,0,0,0,No,0,,1.352941176,0.411764706,,380.14632,8,0.470588235,0.347826087,1.142857143,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,380.23423,380.00000,0.23423
17,24,0,5,0,0,-0.823529412,307.1550966,,1742614,1373792,1837481,Yes,1651295.667,,0,0,0,No,0,,1.411764706,0.294117647,,307.15510,6,0.352941176,0.25,1.2,CRAM,,,0.24137931,,----,----,HUnSatLig,----,----,----,,307.22612,307.00000,0.22612
17,25,1,7,0,0,-0.470588235,354.1558248,,4606310,4679306,3747740,Yes,4344452,,0,0,0,No,0,,1.470588235,0.411764706,,354.15582,6,0.352941176,0.24,0.857142857,CRAM,,,0.16,,----,----,HUnSatLig,----,----,----,,354.23772,354.00000,0.23772
17,25,3,5,0,0,-0.352941176,350.1721436,,1930763,1824600,1781006,Yes,1845456.333,,0,0,0,No,0,,1.470588235,0.294117647,,350.17214,7,0.411764706,0.28,1.4,CRAM,,,0.260869565,,----,----,HUnSatLig,----,----,----,,350.25312,350.00000,0.25312
17,25,3,6,0,0,-0.235294118,366.1670582,,2236117,2126242,1676492,Yes,2012950.333,,0,0,0,No,0,,1.470588235,0.352941176,,366.16706,7,0.411764706,0.28,1.166666667,CRAM,,,0.227272727,,----,----,HUnSatLig,----,----,----,,366.25173,366.00000,0.25173
17,25,3,7,0,0,-0.117647059,382.1619728,,2294177,1903151,1812871,Yes,2003399.667,,0,0,0,No,0,,1.470588235,0.411764706,,382.16197,7,0.411764706,0.28,1,CRAM,,,0.19047619,,----,----,HUnSatLig,----,----,----,,382.25034,382.00000,0.25034
