C,H,N,O,S,P,,mass,,PreHW1.csv,PreHW2.csv,PreHW3.csv,Initial,AvgInitial,PreHWGt13.csv,PreHWGt14.csv,PreHWGt15.csv,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
15,24,0,9,0,0,,347.134755,,2259644,1929872,1478270,Yes,,1805296,1878937,2359335,,1.6,0.6,,347.13475,4,0.266666667,0.166666667,0.444444444,O,,,-0.047619048,,----,----,----,----,SatFACarb,----,,347.21502,347.00000,0.21502
15,24,0,11,0,0,,379.1245842,,2709419,2466588,1742443,Yes,,2449378,2674234,2990960,,1.6,0.733333333,,379.12458,4,0.266666667,0.166666667,0.363636364,O,,,-0.157894737,,----,----,----,----,SatFACarb,----,,379.21225,379.00000,0.21225
15,24,0,12,0,0,,395.1194988,,34484472,29274752,22067934,Yes,,43437390,45665550,48369394,,1.6,0.8,,395.11950,4,0.266666667,0.166666667,0.333333333,O,,,-0.222222222,,----,----,----,----,SatFACarb,----,,395.21086,395.00000,0.21086
15,24,0,13,0,0,,411.1144134,,6025874,6098226,4895234,Yes,,4607686,5037062,4467955,,1.6,0.866666667,,411.11441,4,0.266666667,0.166666667,0.307692308,O,,,-0.294117647,,----,----,----,----,SatFACarb,----,,411.20948,411.00000,0.20948
15,24,0,14,0,0,,427.109328,,4022861,3069181,2938811,Yes,,2469939,3152697,2895245,,1.6,0.933333333,,427.10933,4,0.266666667,0.166666667,0.285714286,O,,,-0.375,,----,----,----,----,SatFACarb,----,,427.20809,427.00000,0.20809
15,24,2,7,0,0,,343.1510738,,2389434,2308982,1691773,Yes,,2131443,2178991,2650386,,1.6,0.466666667,,343.15107,5,0.333333333,0.208333333,0.714285714,O,,,0.052631579,,----,----,----,----,----,Alipat+N,,343.23042,343.00000,0.23042
15,24,2,8,0,0,,359.1459884,,1739463,1946777,1565104,Yes,,1801482,1822191,1723229,,1.6,0.533333333,,359.14599,5,0.333333333,0.208333333,0.625,O,,,0,,----,----,----,----,----,Alipat+N,,359.22904,359.00000,0.22904
15,24,4,6,0,0,,355.1623072,,3849698,3659710,3035061,Yes,,3966744,5290068,5685099,,1.6,0.4,,355.16231,6,0.4,0.25,1,CRAM,,,0.125,,----,----,----,----,----,Alipat+N,,355.24443,355.00000,0.24443
15,24,4,7,0,0,,371.1572218,,4132869,4233115,3299416,Yes,,4493229,4193069,4469687,,1.6,0.466666667,,371.15722,6,0.4,0.25,0.857142857,CRAM,,,0.066666667,,----,----,----,----,----,Alipat+N,,371.24305,371.00000,0.24305
15,24,4,8,0,0,,387.1521364,,2693698,2541992,1777031,Yes,,2558297,2483306,2129950,,1.6,0.533333333,,387.15214,6,0.4,0.25,0.75,O,,,0,,----,----,----,----,----,Alipat+N,,387.24166,387.00000,0.24166
15,25,3,5,0,0,,326.1721436,,2335327,2061624,1802881,Yes,,2990037,2924280,3164501,,1.666666667,0.333333333,,326.17214,5,0.333333333,0.2,1,CRAM,,,0.105263158,,----,----,----,----,----,Alipat+N,,326.24757,326.00000,0.24757
15,25,3,6,0,0,,342.1670582,,6809740,6675008,5248399,Yes,,7636423,7949188,8005087,,1.666666667,0.4,,342.16706,5,0.333333333,0.2,0.833333333,CRAM,,,0.055555556,,----,----,----,----,----,Alipat+N,,342.24618,342.00000,0.24618
15,25,3,7,0,0,,358.1619728,,3717710,3432484,2490225,Yes,,4138893,4079754,4909025,,1.666666667,0.466666667,,358.16197,5,0.333333333,0.2,0.714285714,O,,,0,,----,----,----,----,----,Alipat+N,,358.24479,358.00000,0.24479
15,25,3,8,0,0,,374.1568874,,3701887,2969606,2598967,Yes,,2145364,2809706,2554424,,1.666666667,0.533333333,,374.15689,5,0.333333333,0.2,0.625,O,,,-0.0625,,----,----,----,----,----,Alipat+N,,374.24341,374.00000,0.24341
15,26,0,10,0,0,,365.1453196,,2415841,1793433,1584504,Yes,,2941512,3053708,3463814,,1.733333333,0.666666667,,365.14532,3,0.2,0.115384615,0.3,O,,,-0.2,,----,----,----,----,SatFACarb,----,,365.22975,365.00000,0.22975
15,26,0,11,0,0,,381.1402342,,2862710,2313698,2322644,Yes,,3212509,3796197,3820096,,1.733333333,0.733333333,,381.14023,3,0.2,0.115384615,0.272727273,O,,,-0.263157895,,----,----,----,----,SatFACarb,----,,381.22837,381.00000,0.22837
15,26,0,12,0,0,,397.1351488,,3609807,3462761,2561120,Yes,,3383174,3985138,3741906,,1.733333333,0.8,,397.13515,3,0.2,0.115384615,0.25,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,397.22698,397.00000,0.22698
15,26,0,13,0,0,,413.1300634,,9257725,6500821,7449125,Yes,,7283664,9490630,10355057,,1.733333333,0.866666667,,413.13006,3,0.2,0.115384615,0.230769231,O,,,-0.411764706,,----,----,----,----,SatFACarb,----,,413.22559,413.00000,0.22559
15,26,0,14,0,0,,429.124978,,8581583,4822730,4743942,Yes,,NA,NA,NA,,1.733333333,0.933333333,,429.12498,3,0.2,0.115384615,0.214285714,O,,,-0.5,,----,----,----,----,SatFACarb,----,,429.22421,429.00000,0.22421
15,26,4,5,0,0,,341.1830426,,2897253,1929488,1644456,Yes,,3317921,3815007,3587762,,1.733333333,0.333333333,,341.18304,5,0.333333333,0.192307692,1,O,,,0.058823529,,----,----,----,----,----,Alipat+N,,341.26194,341.00000,0.26194
15,26,4,6,0,0,,357.1779572,,2397400,1809584,1770036,Yes,,3231251,2695974,2914920,,1.733333333,0.4,,357.17796,5,0.333333333,0.192307692,0.833333333,O,,,0,,----,----,----,----,----,Alipat+N,,357.26055,357.00000,0.26055
15,26,4,7,0,0,,373.1728718,,5906697,5247637,4230900,Yes,,4191951,3910152,4339392,,1.733333333,0.466666667,,373.17287,5,0.333333333,0.192307692,0.714285714,O,,,-0.066666667,,----,----,----,----,----,Alipat+N,,373.25916,373.00000,0.25916
15,27,1,10,0,0,,380.1562186,,4394780,2194570,2218921,Yes,,5743978,3371929,3424483,,1.8,0.666666667,,380.15622,3,0.2,0.111111111,0.3,O,,,-0.277777778,,----,----,----,----,SatFACarb,----,,380.24412,380.00000,0.24412
15,27,1,12,1,0,,444.1181185,,6532261,8338378,5059739,Yes,,13636152,14551802,12430795,,1.8,0.8,,444.11812,3,0.2,0.111111111,0.25,O,,,-0.642857143,,----,----,----,----,SatFACarb,----,,444.22081,444.00000,0.22081
15,27,2,11,0,1,,441.1279687,,4733384,2508163,2887152,Yes,,7598567,7744271,5848703,,1.8,0.733333333,,441.12797,4,0.266666667,0.148148148,0.363636364,O,,,-0.461538462,,----,----,----,----,SatFACarb,----,,441.22997,441.00000,0.22997
15,27,3,5,0,0,,328.1877936,,2683424,2934556,2027199,Yes,,4295563,4182225,4130594,,1.8,0.333333333,,328.18779,4,0.266666667,0.148148148,0.8,O,,,0,,----,----,----,----,----,Alipat+N,,328.26368,328.00000,0.26368
15,27,3,6,0,0,,344.1827082,,10179324,10413248,7402364,Yes,,8035380,9400813,9896025,,1.8,0.4,,344.18271,4,0.266666667,0.148148148,0.666666667,O,,,-0.055555556,,----,----,----,----,----,Alipat+N,,344.26230,344.00000,0.26230
15,27,3,7,0,0,,360.1776228,,4148564,4349731,3278850,Yes,,3137179,4127592,4053741,,1.8,0.466666667,,360.17762,4,0.266666667,0.148148148,0.571428571,O,,,-0.117647059,,----,----,----,----,----,Alipat+N,,360.26091,360.00000,0.26091
15,27,5,6,0,0,,372.1888562,,1846161,1859362,1504943,Yes,,1885768,1887908,2775366,,1.8,0.4,,372.18886,5,0.333333333,0.185185185,0.833333333,O,,,-0.071428571,,----,----,----,----,----,Alipat+N,,372.27492,372.00000,0.27492
15,28,0,8,0,0,,335.1711404,,2927824,2766902,1942947,Yes,,3199517,2757053,3085819,,1.866666667,0.533333333,,335.17114,2,0.133333333,0.071428571,0.25,O,,,-0.181818182,,----,----,----,AlipatNoN,----,----,,335.24864,335.00000,0.24864
15,28,0,10,1,0,,399.1330403,,4130936,2571816,1945526,Yes,,9353623,7803056,11805317,,1.866666667,0.666666667,,399.13304,2,0.133333333,0.071428571,0.2,O,,,-0.444444444,,----,----,----,----,SatFACarb,----,,399.22533,399.00000,0.22533
15,28,0,12,1,0,,431.1228695,,2859840,3017350,1655875,Yes,,4537555,4448079,4079830,,1.866666667,0.8,,431.12287,2,0.133333333,0.071428571,0.166666667,O,,,-0.625,,----,----,----,----,SatFACarb,----,,431.22256,431.00000,0.22256
15,28,4,5,0,0,,343.1986926,,4002249,4160389,3591816,Yes,,5940994,6719678,6403873,,1.866666667,0.333333333,,343.19869,4,0.266666667,0.142857143,0.8,O,,,-0.058823529,,----,----,----,----,----,Alipat+N,,343.27805,343.00000,0.27805
15,28,4,6,0,0,,359.1936072,,4069337,3955115,3113664,Yes,,4900124,5557761,6134127,,1.866666667,0.4,,359.19361,4,0.266666667,0.142857143,0.666666667,O,,,-0.125,,----,----,----,----,----,Alipat+N,,359.27667,359.00000,0.27667
15,28,4,7,0,0,,375.1885218,,2407427,2508165,1901959,Yes,,1804778,2246874,2721726,,1.866666667,0.466666667,,375.18852,4,0.266666667,0.142857143,0.571428571,O,,,-0.2,,----,----,----,----,----,Alipat+N,,375.27528,375.00000,0.27528
15,29,3,4,0,0,,314.208529,,2208353,2161493,1677142,Yes,,4500273,4228412,4493344,,1.933333333,0.266666667,,314.20853,3,0.2,0.103448276,0.75,O,,,-0.05,,----,----,----,----,----,Alipat+N,,314.28119,314.00000,0.28119
15,29,3,5,0,0,,330.2034436,,7197685,6686994,5437456,Yes,,11883862,11526843,12132610,,1.933333333,0.333333333,,330.20344,3,0.2,0.103448276,0.6,O,,,-0.105263158,,----,----,----,----,----,Alipat+N,,330.27980,330.00000,0.27980
16,8,0,9,0,0,,343.009555,,2594190,2753865,2248282,Yes,,NA,NA,NA,,0.5,0.5625,,343.00955,13,0.8125,1.625,1.444444444,O,,,0.739130435,,CondAr,----,----,----,----,----,,343.08887,343.00000,0.08887
16,8,0,10,0,0,,359.0044696,,3565969,3154787,2396802,Yes,,NA,NA,NA,,0.5,0.625,,359.00447,13,0.8125,1.625,1.3,O,,,0.727272727,,CondAr,----,----,----,----,----,,359.08748,359.00000,0.08748
16,8,0,11,0,0,,374.9993842,,2524092,2204479,1626954,Yes,,NA,NA,NA,,0.5,0.6875,,374.99938,13,0.8125,1.625,1.181818182,O,,,0.714285714,,CondAr,----,----,----,----,----,,375.08610,375.00000,0.08610
16,10,0,8,0,0,,329.0302904,,2542818,2454507,1973578,Yes,,NA,NA,NA,,0.625,0.5,,329.03029,12,0.75,1.2,1.5,O,,,0.666666667,,CondAr,----,----,----,----,----,,329.10637,329.00000,0.10637
16,10,0,9,0,0,,345.025205,,4267017,4781521,3742290,Yes,,NA,NA,NA,,0.625,0.5625,,345.02520,12,0.75,1.2,1.333333333,O,,,0.652173913,,----,Aromatic,----,----,----,----,,345.10499,345.00000,0.10499
16,10,0,10,0,0,,361.0201196,,7912090,7750757,5305112,Yes,,1838309,1893020,3023925,,0.625,0.625,,361.02012,12,0.75,1.2,1.2,O,,,0.636363636,,----,Aromatic,----,----,----,----,,361.10360,361.00000,0.10360
16,10,0,11,0,0,,377.0150342,,5558955,5757988,5014483,Yes,,NA,NA,NA,,0.625,0.6875,,377.01503,12,0.75,1.2,1.090909091,O,,,0.619047619,,----,Aromatic,----,----,----,----,,377.10221,377.00000,0.10221
16,10,0,12,0,0,,393.0099488,,3893984,3980377,2822432,Yes,,NA,NA,NA,,0.625,0.75,,393.00995,12,0.75,1.2,1,O,,,0.6,,----,Aromatic,----,----,----,----,,393.10083,393.00000,0.10083
16,12,0,8,0,0,,331.0459404,,4312255,4216809,2890915,Yes,,1403036,1746317,1947601,,0.75,0.5,,331.04594,11,0.6875,0.916666667,1.375,O,,,0.583333333,,----,Aromatic,----,----,----,----,,331.12249,331.00000,0.12249
16,12,0,9,0,0,,347.040855,,7250589,6669424,4683365,Yes,,2087377,2546554,2529287,,0.75,0.5625,,347.04085,11,0.6875,0.916666667,1.222222222,O,,,0.565217391,,----,Aromatic,----,----,----,----,,347.12110,347.00000,0.12110
16,12,0,10,0,0,,363.0357696,,9405866,10366828,6971830,Yes,,2393345,3136386,3293513,,0.75,0.625,,363.03577,11,0.6875,0.916666667,1.1,O,,,0.545454545,,----,Aromatic,----,----,----,----,,363.11972,363.00000,0.11972
16,12,0,11,0,0,,379.0306842,,9203081,10448635,7912014,Yes,,2324926,2211353,2949453,,0.75,0.6875,,379.03068,11,0.6875,0.916666667,1,O,,,0.523809524,,----,Aromatic,----,----,----,----,,379.11833,379.00000,0.11833
16,12,0,12,0,0,,395.0255988,,6754529,6838888,4401867,Yes,,NA,NA,NA,,0.75,0.75,,395.02560,11,0.6875,0.916666667,0.916666667,O,,,0.5,,----,----,HUnSatLig,----,----,----,,395.11694,395.00000,0.11694
16,12,0,13,0,0,,411.0205134,,3355276,2674474,2069504,Yes,,NA,NA,NA,,0.75,0.8125,,411.02051,11,0.6875,0.916666667,0.846153846,O,,,0.473684211,,----,----,HUnSatLig,----,----,----,,411.11556,411.00000,0.11556
16,13,1,9,0,0,,362.051754,,2273835,2127857,1572718,Yes,,NA,NA,NA,,0.8125,0.5625,,362.05175,11,0.6875,0.846153846,1.222222222,O,,,0.571428571,,----,Aromatic,----,----,----,----,,362.13547,362.00000,0.13547
16,14,0,7,0,0,,317.0666758,,2571090,2243199,1537189,Yes,,1396489,1744736,1595164,,0.875,0.4375,,317.06668,10,0.625,0.714285714,1.428571429,CRAM,,,0.52,,----,Aromatic,----,----,----,----,,317.13999,317.00000,0.13999
16,14,0,8,0,0,,333.0615904,,5708464,6439929,4816399,Yes,,2753029,3105167,3797455,,0.875,0.5,,333.06159,10,0.625,0.714285714,1.25,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,333.13861,333.00000,0.13861
16,14,0,9,0,0,,349.056505,,8925514,9575204,6923410,Yes,,2081148,2979859,3349693,,0.875,0.5625,,349.05650,10,0.625,0.714285714,1.111111111,CRAM,,,0.47826087,,----,----,HUnSatLig,----,----,----,,349.13722,349.00000,0.13722
16,14,0,10,0,0,,365.0514196,,13189309,13308532,8935513,Yes,,3164707,3838569,4380257,,0.875,0.625,,365.05142,10,0.625,0.714285714,1,CRAM,,,0.454545455,,----,----,HUnSatLig,----,----,----,,365.13583,365.00000,0.13583
16,14,0,11,0,0,,381.0463342,,12111957,13369793,9465016,Yes,,2233530,2881221,3320863,,0.875,0.6875,,381.04633,10,0.625,0.714285714,0.909090909,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,381.13445,381.00000,0.13445
16,14,0,12,0,0,,397.0412488,,8686266,9143379,5680207,Yes,,NA,NA,NA,,0.875,0.75,,397.04125,10,0.625,0.714285714,0.833333333,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,397.13306,397.00000,0.13306
16,14,0,13,0,0,,413.0361634,,3959545,4431311,2909220,Yes,,NA,NA,NA,,0.875,0.8125,,413.03616,10,0.625,0.714285714,0.769230769,O,,,0.368421053,,----,----,HUnSatLig,----,----,----,,413.13167,413.00000,0.13167
16,15,1,8,0,0,,348.0724894,,1879032,1874383,1665919,Yes,,NA,NA,NA,,0.9375,0.5,,348.07249,10,0.625,0.666666667,1.25,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,348.15298,348.00000,0.15298
16,15,1,9,0,0,,364.067404,,2969916,2577145,2216719,Yes,,NA,NA,NA,,0.9375,0.5625,,364.06740,10,0.625,0.666666667,1.111111111,CRAM,,,0.476190476,,----,----,HUnSatLig,----,----,----,,364.15159,364.00000,0.15159
16,15,1,10,0,0,,380.0623186,,2823930,2563689,1636493,Yes,,NA,NA,NA,,0.9375,0.625,,380.06232,10,0.625,0.666666667,1,CRAM,,,0.45,,----,----,HUnSatLig,----,----,----,,380.15020,380.00000,0.15020
16,16,0,7,0,0,,319.0823258,,3231940,3139352,1979296,Yes,,1491562,1715700,1703830,,1,0.4375,,319.08233,9,0.5625,0.5625,1.285714286,CRAM,,,0.44,,----,----,HUnSatLig,----,----,----,,319.15611,319.00000,0.15611
16,16,0,8,0,0,,335.0772404,,6945975,6643228,4303760,Yes,,2528261,3402659,2802146,,1,0.5,,335.07724,9,0.5625,0.5625,1.125,CRAM,,,0.416666667,,----,----,HUnSatLig,----,----,----,,335.15472,335.00000,0.15472
16,16,0,9,0,0,,351.072155,,10695693,10624491,7976664,Yes,,3462464,3566270,4624776,,1,0.5625,,351.07215,9,0.5625,0.5625,1,CRAM,,,0.391304348,,----,----,HUnSatLig,----,----,----,,351.15334,351.00000,0.15334
16,16,0,10,0,0,,367.0670696,,14851024,14054781,10746622,Yes,,3629384,3813201,4454777,,1,0.625,,367.06707,9,0.5625,0.5625,0.9,CRAM,,,0.363636364,,----,----,HUnSatLig,----,----,----,,367.15195,367.00000,0.15195
16,16,0,11,0,0,,383.0619842,,13148940,13952116,9525007,Yes,,2473382,3194720,4081883,,1,0.6875,,383.06198,9,0.5625,0.5625,0.818181818,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,383.15056,383.00000,0.15056
16,16,0,12,0,0,,399.0568988,,8580200,9442840,6089130,Yes,,NA,NA,NA,,1,0.75,,399.05690,9,0.5625,0.5625,0.75,O,,,0.3,,----,----,HUnSatLig,----,----,----,,399.14917,399.00000,0.14917
16,16,0,13,0,0,,415.0518134,,4380479,4339281,3287588,Yes,,NA,NA,NA,,1,0.8125,,415.05181,9,0.5625,0.5625,0.692307692,O,,,0.263157895,,----,----,HUnSatLig,----,----,----,,415.14779,415.00000,0.14779
16,17,1,8,0,0,,350.0881394,,2349233,2212749,1974201,Yes,,NA,NA,NA,,1.0625,0.5,,350.08814,9,0.5625,0.529411765,1.125,CRAM,,,0.409090909,,----,----,HUnSatLig,----,----,----,,350.16909,350.00000,0.16909
16,17,1,9,0,0,,366.083054,,3360336,2802690,1885107,Yes,,NA,NA,NA,,1.0625,0.5625,,366.08305,9,0.5625,0.529411765,1,CRAM,,,0.380952381,,----,----,HUnSatLig,----,----,----,,366.16771,366.00000,0.16771
16,17,1,10,0,0,,382.0779686,,2766780,2896165,1985517,Yes,,NA,NA,NA,,1.0625,0.625,,382.07797,9,0.5625,0.529411765,0.9,CRAM,,,0.35,,----,----,HUnSatLig,----,----,----,,382.16632,382.00000,0.16632
16,18,0,7,0,0,,321.0979758,,3627078,2995905,2195623,Yes,,2179293,2353815,2730786,,1.125,0.4375,,321.09798,8,0.5,0.444444444,1.142857143,CRAM,,,0.36,,----,----,HUnSatLig,----,----,----,,321.17222,321.00000,0.17222
16,18,0,8,0,0,,337.0928904,,7378644,7328851,5310759,Yes,,3607067,4043721,4355082,,1.125,0.5,,337.09289,8,0.5,0.444444444,1,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,337.17084,337.00000,0.17084
16,18,0,9,0,0,,353.087805,,10993380,11018434,7930164,Yes,,4942872,4809080,5735526,,1.125,0.5625,,353.08780,8,0.5,0.444444444,0.888888889,CRAM,,,0.304347826,,----,----,HUnSatLig,----,----,----,,353.16945,353.00000,0.16945
16,18,0,10,0,0,,369.0827196,,13711073,12710020,9520547,Yes,,4857967,4609079,5939343,,1.125,0.625,,369.08272,8,0.5,0.444444444,0.8,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,369.16806,369.00000,0.16806
16,18,0,11,0,0,,385.0776342,,11255212,11869969,7891280,Yes,,2390656,3251175,3267968,,1.125,0.6875,,385.07763,8,0.5,0.444444444,0.727272727,O,,,0.238095238,,----,----,HUnSatLig,----,----,----,,385.16668,385.00000,0.16668
16,18,0,12,0,0,,401.0725488,,7460329,7591859,5252824,Yes,,NA,NA,NA,,1.125,0.75,,401.07255,8,0.5,0.444444444,0.666666667,O,,,0.2,,----,----,HUnSatLig,----,----,----,,401.16529,401.00000,0.16529
16,18,0,13,0,0,,417.0674634,,3559265,2959538,2353154,Yes,,NA,NA,NA,,1.125,0.8125,,417.06746,8,0.5,0.444444444,0.615384615,O,,,0.157894737,,----,----,HUnSatLig,----,----,----,,417.16390,417.00000,0.16390
16,18,2,8,0,0,,365.0990384,,2097359,1684103,1557096,Yes,,NA,NA,NA,,1.125,0.5,,365.09904,9,0.5625,0.5,1.125,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,365.18346,365.00000,0.18346
16,19,1,8,0,0,,352.1037894,,2389375,1842013,1474827,Yes,,NA,NA,NA,,1.1875,0.5,,352.10379,8,0.5,0.421052632,1,CRAM,,,0.318181818,,----,----,HUnSatLig,----,----,----,,352.18521,352.00000,0.18521
16,19,1,9,0,0,,368.098704,,3165026,3194634,2648664,Yes,,1832677,1886413,2502414,,1.1875,0.5625,,368.09870,8,0.5,0.421052632,0.888888889,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,368.18382,368.00000,0.18382
16,19,1,10,0,0,,384.0936186,,2972775,2414541,2099257,Yes,,NA,NA,NA,,1.1875,0.625,,384.09362,8,0.5,0.421052632,0.8,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,384.18243,384.00000,0.18243
16,20,0,7,0,0,,323.1136258,,4641241,3782267,3347389,Yes,,3721058,3521608,4441279,,1.25,0.4375,,323.11363,7,0.4375,0.35,1,CRAM,,,0.28,,----,----,HUnSatLig,----,----,----,,323.18834,323.00000,0.18834
16,20,0,8,0,0,,339.1085404,,6791432,6641310,4889813,Yes,,5240394,4952066,5267018,,1.25,0.5,,339.10854,7,0.4375,0.35,0.875,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,339.18695,339.00000,0.18695
16,20,0,9,0,0,,355.103455,,10045900,8612776,7078818,Yes,,4856578,4907071,5709653,,1.25,0.5625,,355.10345,7,0.4375,0.35,0.777777778,CRAM,,,0.217391304,,----,----,HUnSatLig,----,----,----,,355.18557,355.00000,0.18557
16,20,0,10,0,0,,371.0983696,,12906990,10955653,8796229,Yes,,6734741,4990744,6232992,,1.25,0.625,,371.09837,7,0.4375,0.35,0.7,O,,,0.181818182,,----,----,HUnSatLig,----,----,----,,371.18418,371.00000,0.18418
16,20,0,11,0,0,,387.0932842,,7821360,7561622,5422967,Yes,,3850053,2852952,3088395,,1.25,0.6875,,387.09328,7,0.4375,0.35,0.636363636,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,387.18279,387.00000,0.18279
16,20,0,12,0,0,,403.0881988,,4228921,4842788,2946008,Yes,,NA,NA,NA,,1.25,0.75,,403.08820,7,0.4375,0.35,0.583333333,O,,,0.1,,----,----,HUnSatLig,----,----,----,,403.18141,403.00000,0.18141
16,22,0,7,0,0,,325.1292758,,4407166,4113476,3183843,Yes,,4781306,4502537,4973679,,1.375,0.4375,,325.12928,6,0.375,0.272727273,0.857142857,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,325.20446,325.00000,0.20446
16,22,0,8,0,0,,341.1241904,,8359763,6556926,5370011,Yes,,8030352,7611981,8881312,,1.375,0.5,,341.12419,6,0.375,0.272727273,0.75,O,,,0.166666667,,----,----,HUnSatLig,----,----,----,,341.20307,341.00000,0.20307
16,22,0,9,0,0,,357.119105,,8742081,6581914,5515809,Yes,,5123581,5476112,5993041,,1.375,0.5625,,357.11910,6,0.375,0.272727273,0.666666667,O,,,0.130434783,,----,----,HUnSatLig,----,----,----,,357.20168,357.00000,0.20168
16,22,0,10,0,0,,373.1140196,,7312627,6322815,5242593,Yes,,4224695,3078643,3890857,,1.375,0.625,,373.11402,6,0.375,0.272727273,0.6,O,,,0.090909091,,----,----,HUnSatLig,----,----,----,,373.20030,373.00000,0.20030
16,22,0,11,0,0,,389.1089342,,5252759,4892672,3373443,Yes,,2473971,2399921,3212409,,1.375,0.6875,,389.10893,6,0.375,0.272727273,0.545454545,O,,,0.047619048,,----,----,HUnSatLig,----,----,----,,389.19891,389.00000,0.19891
16,22,0,12,0,0,,405.1038488,,3672150,2948200,2359463,Yes,,2671835,2511618,2243720,,1.375,0.75,,405.10385,6,0.375,0.272727273,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,405.19752,405.00000,0.19752
16,23,3,6,0,0,,352.1514082,,2407056,2385262,1486361,Yes,,2831043,2264114,3041551,,1.4375,0.375,,352.15141,7,0.4375,0.304347826,1.166666667,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,352.23284,352.00000,0.23284
16,23,3,7,0,0,,368.1463228,,2740085,2428700,1800808,Yes,,2095864,2071775,2977569,,1.4375,0.4375,,368.14632,7,0.4375,0.304347826,1,CRAM,,,0.210526316,,----,----,HUnSatLig,----,----,----,,368.23145,368.00000,0.23145
16,23,3,8,0,0,,384.1412374,,2352247,2756061,1669703,Yes,,2400047,2353341,2746441,,1.4375,0.5,,384.14124,7,0.4375,0.304347826,0.875,CRAM,,,0.166666667,,----,----,HUnSatLig,----,----,----,,384.23006,384.00000,0.23006
16,23,3,9,0,0,,400.136152,,2385724,2250489,1945169,Yes,,NA,NA,NA,,1.4375,0.5625,,400.13615,7,0.4375,0.304347826,0.777777778,CRAM,,,0.117647059,,----,----,HUnSatLig,----,----,----,,400.22868,400.00000,0.22868
16,24,0,6,0,0,,311.1500112,,2153837,1415972,1558279,Yes,,2954075,2789647,2781731,,1.5,0.375,,311.15001,5,0.3125,0.208333333,0.833333333,CRAM,,,0.153846154,,----,----,----,AlipatNoN,----,----,,311.22196,311.00000,0.22196
16,24,0,7,0,0,,327.1449258,,4896053,3974687,2946584,Yes,,5725862,5685210,6173233,,1.5,0.4375,,327.14493,5,0.3125,0.208333333,0.714285714,O,,,0.12,,----,----,----,AlipatNoN,----,----,,327.22057,327.00000,0.22057
16,24,0,8,0,0,,343.1398404,,6294966,5826418,6002298,Yes,,6084336,6332588,9770766,,1.5,0.5,,343.13984,5,0.3125,0.208333333,0.625,O,,,0.083333333,,----,----,----,AlipatNoN,----,----,,343.21919,343.00000,0.21919
16,24,0,9,0,0,,359.134755,,6364099,5632405,3768493,Yes,,4552965,5310955,5352792,,1.5,0.5625,,359.13475,5,0.3125,0.208333333,0.555555556,O,,,0.043478261,,----,----,----,AlipatNoN,----,----,,359.21780,359.00000,0.21780
