C,H,N,O,S,P,,mass,,PosFHW1.csv,PosFHW2.csv,PosFHW3.csv,Initial,AvgInitial,PosFHW-Gt1.csv,PosFHW-Gt2.csv,PosFHW-Gt3.csv,AvgFinal,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
20,16,0,13,0,0,,463.0518134,,3444183,2770861,3524193,Yes,3246412.333,0,0,0,0,0.8,0.65,,463.05181,13,0.65,0.8125,1,CRAM,,,0.481481481,,----,----,HUnSatLig,----,----,----,,463.15889,463,0.15889
20,16,0,14,0,0,,479.046728,,3561548,3049102,3490829,Yes,3367159.667,0,0,0,0,0.8,0.7,,479.04673,13,0.65,0.8125,0.928571429,CRAM,,,0.461538462,,----,----,HUnSatLig,----,----,----,,479.1575,479,0.1575
20,18,0,9,0,0,,401.087805,,3267943,3205740,3571840,Yes,3348507.667,1856926,1836474,2644906,2112768.667,0.9,0.45,,401.0878,12,0.6,0.666666667,1.333333333,CRAM,,,0.483870968,,----,----,HUnSatLig,----,----,----,,401.18055,401,0.18055
20,18,0,10,0,0,,417.0827196,,3275529,3511984,4414125,Yes,3733879.333,0,0,0,0,0.9,0.5,,417.08272,12,0.6,0.666666667,1.2,CRAM,,,0.466666667,,----,----,HUnSatLig,----,----,----,,417.17916,417,0.17916
20,18,0,11,0,0,,433.0776342,,3849185,3954821,4241783,Yes,4015263,0,0,0,0,0.9,0.55,,433.07763,12,0.6,0.666666667,1.090909091,CRAM,,,0.448275862,,----,----,HUnSatLig,----,----,----,,433.17778,433,0.17778
20,18,0,12,0,0,,449.0725488,,4779033,4093979,4419272,Yes,4430761.333,0,0,0,0,0.9,0.6,,449.07255,12,0.6,0.666666667,1,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,449.17639,449,0.17639
20,18,0,13,0,0,,465.0674634,,4949977,4390294,4598913,Yes,4646394.667,0,0,0,0,0.9,0.65,,465.06746,12,0.6,0.666666667,0.923076923,CRAM,,,0.407407407,,----,----,HUnSatLig,----,----,----,,465.175,465,0.175
20,18,0,14,0,0,,481.062378,,4611176,4320992,4330712,Yes,4420960,0,0,0,0,0.9,0.7,,481.06238,12,0.6,0.666666667,0.857142857,CRAM,,,0.384615385,,----,----,HUnSatLig,----,----,----,,481.17362,481,0.17362
20,18,0,15,0,0,,497.0572926,,3868058,3222076,3114000,Yes,3401378,0,0,0,0,0.9,0.75,,497.05729,12,0.6,0.666666667,0.8,CRAM,,,0.36,,----,----,HUnSatLig,----,----,----,,497.17223,497,0.17223
20,20,0,8,0,0,,387.1085404,,3894773,3870607,4028877,Yes,3931419,3359883,2796332,3710939,3289051.333,1,0.4,,387.10854,11,0.55,0.55,1.375,CRAM,,,0.4375,,----,----,HUnSatLig,----,----,----,,387.19805,387,0.19805
20,20,0,9,0,0,,403.103455,,5609139,5007221,5359969,Yes,5325443,3439807,3032223,4314319,3595449.667,1,0.45,,403.10345,11,0.55,0.55,1.222222222,CRAM,,,0.419354839,,----,----,HUnSatLig,----,----,----,,403.19667,403,0.19667
20,20,0,10,0,0,,419.0983696,,5099933,5696174,5909069,Yes,5568392,2630475,2840066,3023014,2831185,1,0.5,,419.09837,11,0.55,0.55,1.1,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,419.19528,419,0.19528
20,20,0,11,0,0,,435.0932842,,5382146,5667841,5821588,Yes,5623858.333,2101228,2508532,3238393,2616051,1,0.55,,435.09328,11,0.55,0.55,1,CRAM,,,0.379310345,,----,----,HUnSatLig,----,----,----,,435.19389,435,0.19389
20,20,0,12,0,0,,451.0881988,,5705740,5417882,5927459,Yes,5683693.667,0,0,0,0,1,0.6,,451.0882,11,0.55,0.55,0.916666667,CRAM,,,0.357142857,,----,----,HUnSatLig,----,----,----,,451.19251,451,0.19251
20,20,0,13,0,0,,467.0831134,,6056928,5612945,5027007,Yes,5565626.667,0,0,0,0,1,0.65,,467.08311,11,0.55,0.55,0.846153846,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,467.19112,467,0.19112
20,20,0,14,0,0,,483.078028,,5593223,4827962,4851119,Yes,5090768,0,0,0,0,1,0.7,,483.07803,11,0.55,0.55,0.785714286,CRAM,,,0.307692308,,----,----,HUnSatLig,----,----,----,,483.18973,483,0.18973
20,20,0,15,0,0,,499.0729426,,3585480,3719859,3343606,Yes,3549648.333,0,0,0,0,1,0.75,,499.07294,11,0.55,0.55,0.733333333,O,,,0.28,,----,----,HUnSatLig,----,----,----,,499.18835,499,0.18835
20,20,0,16,0,0,,515.0678572,,3511124,2574311,2400329,Yes,2828588,0,0,0,0,1,0.8,,515.06786,11,0.55,0.55,0.6875,O,,,0.25,,----,----,HUnSatLig,----,----,----,,515.18696,515,0.18696
20,22,0,7,0,0,,373.1292758,,4576164,4416555,4563361,Yes,4518693.333,4744540,5544269,5731170,5339993,1.1,0.35,,373.12928,10,0.5,0.454545455,1.428571429,CRAM,,,0.393939394,,----,----,HUnSatLig,----,----,----,,373.21556,373,0.21556
20,22,0,8,0,0,,389.1241904,,7023572,6541688,6136772,Yes,6567344,7229042,6774553,7855595,7286396.667,1.1,0.4,,389.12419,10,0.5,0.454545455,1.25,CRAM,,,0.375,,----,----,HUnSatLig,----,----,----,,389.21417,389,0.21417
20,22,0,9,0,0,,405.119105,,9719781,10017877,8958481,Yes,9565379.667,7827902,8426838,8159691,8138143.667,1.1,0.45,,405.1191,10,0.5,0.454545455,1.111111111,CRAM,,,0.35483871,,----,----,HUnSatLig,----,----,----,,405.21278,405,0.21278
20,22,0,10,0,0,,421.1140196,,9041438,9668245,8808915,Yes,9172866,5540195,5950878,6494358,5995143.667,1.1,0.5,,421.11402,10,0.5,0.454545455,1,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,421.2114,421,0.2114
20,22,0,11,0,0,,437.1089342,,9447449,8305525,7746479,Yes,8499817.667,3878775,4579360,5023073,4493736,1.1,0.55,,437.10893,10,0.5,0.454545455,0.909090909,CRAM,,,0.310344828,,----,----,HUnSatLig,----,----,----,,437.21001,437,0.21001
20,22,0,12,0,0,,453.1038488,,8415231,7837474,6671762,Yes,7641489,2430657,2326578,2966577,2574604,1.1,0.6,,453.10385,10,0.5,0.454545455,0.833333333,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,453.20862,453,0.20862
20,22,0,13,0,0,,469.0987634,,6504426,6614426,6046999,Yes,6388617,0,0,0,0,1.1,0.65,,469.09876,10,0.5,0.454545455,0.769230769,O,,,0.259259259,,----,----,HUnSatLig,----,----,----,,469.20724,469,0.20724
20,22,0,14,0,0,,485.093678,,5738665,5330844,3892880,Yes,4987463,0,0,0,0,1.1,0.7,,485.09368,10,0.5,0.454545455,0.714285714,O,,,0.230769231,,----,----,HUnSatLig,----,----,----,,485.20585,485,0.20585
20,22,0,15,0,0,,501.0885926,,3686903,3714857,3012052,Yes,3471270.667,0,0,0,0,1.1,0.75,,501.08859,10,0.5,0.454545455,0.666666667,O,,,0.2,,----,----,HUnSatLig,----,----,----,,501.20446,501,0.20446
20,24,0,6,0,0,,359.1500112,,3898466,3106049,4047242,Yes,3683919,5623873,5519177,6374698,5839249.333,1.2,0.3,,359.15001,9,0.45,0.375,1.5,CRAM,,,0.352941176,,----,----,HUnSatLig,----,----,----,,359.23306,359,0.23306
20,24,0,7,0,0,,375.1449258,,6861263,7383696,7886890,Yes,7377283,11659192,10646476,11124207,11143291.67,1.2,0.35,,375.14493,9,0.45,0.375,1.285714286,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,375.23167,375,0.23167
20,24,0,8,0,0,,391.1398404,,11494819,11887430,10811803,Yes,11398017.33,16015425,15949031,15867871,15944109,1.2,0.4,,391.13984,9,0.45,0.375,1.125,CRAM,,,0.3125,,----,----,HUnSatLig,----,----,----,,391.23029,391,0.23029
20,24,0,9,0,0,,407.134755,,15364349,15299854,12784272,Yes,14482825,15420058,16041439,15858333,15773276.67,1.2,0.45,,407.13475,9,0.45,0.375,1,CRAM,,,0.290322581,,----,----,HUnSatLig,----,----,----,,407.2289,407,0.2289
20,24,0,10,0,0,,423.1296696,,13723279,14091878,11807041,Yes,13207399.33,10571109,11236642,10724462,10844071,1.2,0.5,,423.12967,9,0.45,0.375,0.9,CRAM,,,0.266666667,,----,----,HUnSatLig,----,----,----,,423.22751,423,0.22751
20,24,0,11,0,0,,439.1245842,,12533799,12038884,9923274,Yes,11498652.33,6087416,5964619,6098112,6050049,1.2,0.55,,439.12458,9,0.45,0.375,0.818181818,CRAM,,,0.24137931,,----,----,HUnSatLig,----,----,----,,439.22613,439,0.22613
20,24,0,12,0,0,,455.1194988,,9041906,8779447,7744793,Yes,8522048.667,2982426,3606960,3165594,3251660,1.2,0.6,,455.1195,9,0.45,0.375,0.75,O,,,0.214285714,,----,----,HUnSatLig,----,----,----,,455.22474,455,0.22474
20,24,0,13,0,0,,471.1144134,,6856695,6581683,5552521,Yes,6330299.667,0,0,0,0,1.2,0.65,,471.11441,9,0.45,0.375,0.692307692,O,,,0.185185185,,----,----,HUnSatLig,----,----,----,,471.22335,471,0.22335
20,24,0,14,0,0,,487.109328,,4628685,4963332,3561335,Yes,4384450.667,0,0,0,0,1.2,0.7,,487.10933,9,0.45,0.375,0.642857143,O,,,0.153846154,,----,----,HUnSatLig,----,----,----,,487.22196,487,0.22196
20,26,0,6,0,0,,361.1656612,,4450961,3942780,5098018,Yes,4497253,10233538,9472485,9706441,9804154.667,1.3,0.3,,361.16566,8,0.4,0.307692308,1.333333333,CRAM,,,0.294117647,,----,----,HUnSatLig,----,----,----,,361.24918,361,0.24918
20,26,0,7,0,0,,377.1605758,,9211891,9207017,10836646,Yes,9751851.333,17875464,19488317,17338481,18234087.33,1.3,0.35,,377.16058,8,0.4,0.307692308,1.142857143,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,377.24779,377,0.24779
20,26,0,8,0,0,,393.1554904,,14808927,15174905,13859663,Yes,14614498.33,24588791,23793299,24478133,24286741,1.3,0.4,,393.15549,8,0.4,0.307692308,1,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,393.2464,393,0.2464
20,26,0,9,0,0,,409.150405,,18080252,17520034,15606499,Yes,17068928.33,21261142,22308414,21760841,21776799,1.3,0.45,,409.1504,8,0.4,0.307692308,0.888888889,CRAM,,,0.225806452,,----,----,HUnSatLig,----,----,----,,409.24501,409,0.24501
20,26,0,10,0,0,,425.1453196,,16168687,16512547,13074586,Yes,15251940,13688146,13771921,13642800,13700955.67,1.3,0.5,,425.14532,8,0.4,0.307692308,0.8,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,425.24363,425,0.24363
20,26,0,11,0,0,,441.1402342,,12486702,12397137,10336745,Yes,11740194.67,7039599,7194231,6576153,6936661,1.3,0.55,,441.14023,8,0.4,0.307692308,0.727272727,O,,,0.172413793,,----,----,HUnSatLig,----,----,----,,441.24224,441,0.24224
20,26,0,12,0,0,,457.1351488,,9129958,9287258,7138492,Yes,8518569.333,2826612,3232068,3645197,3234625.667,1.3,0.6,,457.13515,8,0.4,0.307692308,0.666666667,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,457.24085,457,0.24085
20,26,0,13,0,0,,473.1300634,,6021128,5667289,4722193,Yes,5470203.333,0,0,0,0,1.3,0.65,,473.13006,8,0.4,0.307692308,0.615384615,O,,,0.111111111,,----,----,HUnSatLig,----,----,----,,473.23947,473,0.23947
20,26,0,14,0,0,,489.124978,,3634419,3753072,2945124,Yes,3444205,0,0,0,0,1.3,0.7,,489.12498,8,0.4,0.307692308,0.571428571,O,,,0.076923077,,----,----,HUnSatLig,----,----,----,,489.23808,489,0.23808
20,28,0,6,0,0,,363.1813112,,4672708,4192250,5006527,Yes,4623828.333,11923778,10849412,12119661,11630950.33,1.4,0.3,,363.18131,7,0.35,0.25,1.166666667,CRAM,,,0.235294118,,----,----,HUnSatLig,----,----,----,,363.26529,363,0.26529
20,28,0,7,0,0,,379.1762258,,7993872,8335156,9248018,Yes,8525682,20513866,19107998,20959973,20193945.67,1.4,0.35,,379.17623,7,0.35,0.25,1,CRAM,,,0.212121212,,----,----,HUnSatLig,----,----,----,,379.2639,379,0.2639
20,28,0,8,0,0,,395.1711404,,13592840,14225037,12481758,Yes,13433211.67,27730834,27328540,27902829,27654067.67,1.4,0.4,,395.17114,7,0.35,0.25,0.875,CRAM,,,0.1875,,----,----,HUnSatLig,----,----,----,,395.26252,395,0.26252
20,28,0,9,0,0,,411.166055,,15864547,16516628,14205707,Yes,15528960.67,21875699,23443061,22891471,22736743.67,1.4,0.45,,411.16605,7,0.35,0.25,0.777777778,CRAM,,,0.161290323,,----,----,HUnSatLig,----,----,----,,411.26113,411,0.26113
20,28,0,10,0,0,,427.1609696,,14198592,14525902,10967008,Yes,13230500.67,13471018,13779950,12461021,13237329.67,1.4,0.5,,427.16097,7,0.35,0.25,0.7,O,,,0.133333333,,----,----,HUnSatLig,----,----,----,,427.25974,427,0.25974
20,28,0,11,0,0,,443.1558842,,10895407,10056125,7991565,Yes,9647699,6740445,6419878,6774638,6644987,1.4,0.55,,443.15588,7,0.35,0.25,0.636363636,O,,,0.103448276,,----,----,HUnSatLig,----,----,----,,443.25836,443,0.25836
20,28,0,12,0,0,,459.1507988,,7253981,6598157,5441660,Yes,6431266,2905297,3603697,3123852,3210948.667,1.4,0.6,,459.1508,7,0.35,0.25,0.583333333,O,,,0.071428571,,----,----,HUnSatLig,----,----,----,,459.25697,459,0.25697
20,28,0,13,0,0,,475.1457134,,4918300,4434444,2940589,Yes,4097777.667,1646711,1774572,1927288,1782857,1.4,0.65,,475.14571,7,0.35,0.25,0.538461538,O,,,0.037037037,,----,----,HUnSatLig,----,----,----,,475.25558,475,0.25558
20,28,0,15,0,0,,507.1355426,,4421259,2769530,2096680,Yes,3095823,2057948,1585292,2207746,1950328.667,1.4,0.75,,507.13554,7,0.35,0.25,0.466666667,O,,,-0.04,,----,----,HUnSatLig,----,----,----,,507.25281,507,0.25281
20,28,0,16,0,0,,523.1304572,,5579808,4738763,2824945,Yes,4381172,2230371,2281851,1793709,2101977,1.4,0.8,,523.13046,7,0.35,0.25,0.4375,O,,,-0.083333333,,----,----,HUnSatLig,----,----,----,,523.25142,523,0.25142
20,28,0,17,0,0,,539.1253718,,7466402,6100740,3977302,Yes,5848148,3317145,3679875,3331613,3442877.667,1.4,0.85,,539.12537,7,0.35,0.25,0.411764706,O,,,-0.130434783,,----,----,HUnSatLig,----,----,----,,539.25004,539,0.25004
20,28,0,18,0,0,,555.1202864,,7849715,6168058,4251346,Yes,6089706.333,4414574,5207875,6228149,5283532.667,1.4,0.9,,555.12029,7,0.35,0.25,0.388888889,O,,,-0.181818182,,----,----,HUnSatLig,----,----,----,,555.24865,555,0.24865
20,28,0,19,0,0,,571.115201,,4394999,4168864,1927971,Yes,3497278,0,0,0,0,1.4,0.95,,571.1152,7,0.35,0.25,0.368421053,O,,,-0.238095238,,----,----,HUnSatLig,----,----,----,,571.24726,571,0.24726
20,30,0,6,0,0,,365.1969612,,3573497,3729016,3621728,Yes,3641413.667,11858880,9088804,11694354,10880679.33,1.5,0.3,,365.19696,6,0.3,0.2,1,CRAM,,,0.176470588,,----,----,----,AlipatNoN,----,----,,365.28141,365,0.28141
20,30,0,7,0,0,,381.1918758,,6277155,6602096,6474604,Yes,6451285,19134078,16941804,18507081,18194321,1.5,0.35,,381.19188,6,0.3,0.2,0.857142857,CRAM,,,0.151515152,,----,----,----,AlipatNoN,----,----,,381.28002,381,0.28002
20,30,0,8,0,0,,397.1867904,,10021532,10549249,10202693,Yes,10257824.67,24220945,23429504,23930114,23860187.67,1.5,0.4,,397.18679,6,0.3,0.2,0.75,O,,,0.125,,----,----,----,AlipatNoN,----,----,,397.27863,397,0.27863
20,30,0,9,0,0,,413.181705,,11776947,12076646,10167053,Yes,11340215.33,19651699,18843272,18795572,19096847.67,1.5,0.45,,413.1817,6,0.3,0.2,0.666666667,O,,,0.096774194,,----,----,----,AlipatNoN,----,----,,413.27725,413,0.27725
20,30,0,10,0,0,,429.1766196,,10209155,10153323,8122137,Yes,9494871.667,12279025,11909948,11506552,11898508.33,1.5,0.5,,429.17662,6,0.3,0.2,0.6,O,,,0.066666667,,----,----,----,AlipatNoN,----,----,,429.27586,429,0.27586
20,30,0,11,0,0,,445.1715342,,7700523,8163626,6657082,Yes,7507077,6990148,6150364,7204546,6781686,1.5,0.55,,445.17153,6,0.3,0.2,0.545454545,O,,,0.034482759,,----,----,----,AlipatNoN,----,----,,445.27447,445,0.27447
20,30,0,12,0,0,,461.1664488,,5550040,4761043,4017246,Yes,4776109.667,3827762,3420346,3810842,3686316.667,1.5,0.6,,461.16645,6,0.3,0.2,0.5,O,,,0,,----,----,----,----,SatFACarb,----,,461.27309,461,0.27309
20,30,0,13,0,0,,477.1613634,,3939379,3182155,2243931,Yes,3121821.667,2539525,2103910,1950824,2198086.333,1.5,0.65,,477.16136,6,0.3,0.2,0.461538462,O,,,-0.037037037,,----,----,----,----,SatFACarb,----,,477.2717,477,0.2717
20,30,0,14,0,0,,493.156278,,3648836,3000662,2215493,Yes,2954997,2221942,2025385,1706731,1984686,1.5,0.7,,493.15628,6,0.3,0.2,0.428571429,O,,,-0.076923077,,----,----,----,----,SatFACarb,----,,493.27031,493,0.27031
20,30,0,15,0,0,,509.1511926,,5499582,5328097,3437777,Yes,4755152,4194539,3933473,4034087,4054033,1.5,0.75,,509.15119,6,0.3,0.2,0.4,O,,,-0.12,,----,----,----,----,SatFACarb,----,,509.26893,509,0.26893
20,30,0,16,0,0,,525.1461072,,11885651,9885420,7319262,Yes,9696777.667,5744317,5010316,4669099,5141244,1.5,0.8,,525.14611,6,0.3,0.2,0.375,O,,,-0.166666667,,----,----,----,----,SatFACarb,----,,525.26754,525,0.26754
20,30,0,17,0,0,,541.1410218,,13712848,11896559,8938430,Yes,11515945.67,7868933,7296561,7961081,7708858.333,1.5,0.85,,541.14102,6,0.3,0.2,0.352941176,O,,,-0.217391304,,----,----,----,----,SatFACarb,----,,541.26615,541,0.26615
20,30,0,18,0,0,,557.1359364,,17243928,15676878,10087950,Yes,14336252,5079207,4827848,5052543,4986532.667,1.5,0.9,,557.13594,6,0.3,0.2,0.333333333,O,,,-0.272727273,,----,----,----,----,SatFACarb,----,,557.26477,557,0.26477
20,30,0,19,0,0,,573.130851,,9496593,8440955,4974732,Yes,7637426.667,3644543,4479777,4736690,4287003.333,1.5,0.95,,573.13085,6,0.3,0.2,0.315789474,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,573.26338,573,0.26338
20,31,1,16,0,0,,540.1570062,,3385786,3943162,2178570,Yes,3169172.667,0,0,0,0,1.55,0.8,,540.15701,6,0.3,0.193548387,0.375,O,,,-0.227272727,,----,----,----,----,SatFACarb,----,,540.28191,540,0.28191
20,31,1,17,0,0,,556.1519208,,4012806,3053028,2251886,Yes,3105906.667,0,0,0,0,1.55,0.85,,556.15192,6,0.3,0.193548387,0.352941176,O,,,-0.285714286,,----,----,----,----,SatFACarb,----,,556.28052,556,0.28052
20,32,0,7,0,0,,383.2075258,,3463723,4382618,4162992,Yes,4003111,13842592,11334948,14047131,13074890.33,1.6,0.35,,383.20753,5,0.25,0.15625,0.714285714,O,,,0.090909091,,----,----,----,AlipatNoN,----,----,,383.29614,383,0.29614
20,32,0,8,0,0,,399.2024404,,6089752,7407954,6291329,Yes,6596345,19498609,16868026,17847923,18071519.33,1.6,0.4,,399.20244,5,0.25,0.15625,0.625,O,,,0.0625,,----,----,----,AlipatNoN,----,----,,399.29475,399,0.29475
20,32,0,9,0,0,,415.197355,,6635629,7176857,6583019,Yes,6798501.667,15592662,14866040,14408824,14955842,1.6,0.45,,415.19735,5,0.25,0.15625,0.555555556,O,,,0.032258065,,----,----,----,AlipatNoN,----,----,,415.29336,415,0.29336
20,32,0,10,0,0,,431.1922696,,6078393,6001913,5546565,Yes,5875623.667,10390694,9022078,9474818,9629196.667,1.6,0.5,,431.19227,5,0.25,0.15625,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,431.29198,431,0.29198
20,32,0,11,0,0,,447.1871842,,4746275,4892828,3718004,Yes,4452369,7641254,5487643,6587926,6572274.333,1.6,0.55,,447.18718,5,0.25,0.15625,0.454545455,O,,,-0.034482759,,----,----,----,AlipatNoN,----,----,,447.29059,447,0.29059
20,32,0,12,0,0,,463.1820988,,4050903,3425707,3279458,Yes,3585356,5690264,3832992,4636087,4719781,1.6,0.6,,463.1821,5,0.25,0.15625,0.416666667,O,,,-0.071428571,,----,----,----,----,SatFACarb,----,,463.2892,463,0.2892
20,32,0,13,0,0,,479.1770134,,3657805,2989716,2079770,Yes,2909097,3220378,2811631,2148449,2726819.333,1.6,0.65,,479.17701,5,0.25,0.15625,0.384615385,O,,,-0.111111111,,----,----,----,----,SatFACarb,----,,479.28782,479,0.28782
20,32,0,14,0,0,,495.171928,,4391280,4187596,3810100,Yes,4129658.667,5803334,4785256,5552401,5380330.333,1.6,0.7,,495.17193,5,0.25,0.15625,0.357142857,O,,,-0.153846154,,----,----,----,----,SatFACarb,----,,495.28643,495,0.28643
20,32,0,15,0,0,,511.1668426,,6861553,6739266,4098406,Yes,5899741.667,5414147,6100394,4646473,5387004.667,1.6,0.75,,511.16684,5,0.25,0.15625,0.333333333,O,,,-0.2,,----,----,----,----,SatFACarb,----,,511.28504,511,0.28504
20,32,0,16,0,0,,527.1617572,,14515333,12384005,10206902,Yes,12368746.67,18059037,14849933,16556708,16488559.33,1.6,0.8,,527.16176,5,0.25,0.15625,0.3125,O,,,-0.25,,----,----,----,----,SatFACarb,----,,527.28366,527,0.28366
20,32,0,17,0,0,,543.1566718,,19729917,17700566,14009116,Yes,17146533,9814638,9422295,10617298,9951410.333,1.6,0.85,,543.15667,5,0.25,0.15625,0.294117647,O,,,-0.304347826,,----,----,----,----,SatFACarb,----,,543.28227,543,0.28227
20,32,0,18,0,0,,559.1515864,,22187837,20710817,17096011,Yes,19998221.67,10630357,10396236,11948103,10991565.33,1.6,0.9,,559.15159,5,0.25,0.15625,0.277777778,O,,,-0.363636364,,----,----,----,----,SatFACarb,----,,559.28088,559,0.28088
20,32,0,19,0,0,,575.146501,,7641130,7570521,4203521,Yes,6471724,0,0,0,0,1.6,0.95,,575.1465,5,0.25,0.15625,0.263157895,O,,,-0.428571429,,----,----,----,----,SatFACarb,----,,575.2795,575,0.2795
20,33,1,16,0,0,,542.1726562,,3969511,3977955,3321709,Yes,3756391.667,0,0,0,0,1.65,0.8,,542.17266,5,0.25,0.151515152,0.3125,O,,,-0.318181818,,----,----,----,----,SatFACarb,----,,542.29803,542,0.29803
20,33,1,17,0,0,,558.1675708,,3913515,4063671,3130794,Yes,3702660,0,0,0,0,1.65,0.85,,558.16757,5,0.25,0.151515152,0.294117647,O,,,-0.380952381,,----,----,----,----,SatFACarb,----,,558.29664,558,0.29664
20,34,0,8,0,0,,401.2180904,,3271037,4428415,4128912,Yes,3942788,15136690,12118986,13268926,13508200.67,1.7,0.4,,401.21809,4,0.2,0.117647059,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,401.31087,401,0.31087
20,34,0,9,0,0,,417.213005,,4239635,5084848,4356775,Yes,4560419.333,12721438,9725513,10448029,10964993.33,1.7,0.45,,417.213,4,0.2,0.117647059,0.444444444,O,,,-0.032258065,,----,----,----,AlipatNoN,----,----,,417.30948,417,0.30948
20,34,0,10,0,0,,433.2079196,,3136483,2762877,2606440,Yes,2835266.667,6728780,4952502,5427839,5703040.333,1.7,0.5,,433.20792,4,0.2,0.117647059,0.4,O,,,-0.066666667,,----,----,----,AlipatNoN,----,----,,433.30809,433,0.30809
20,34,0,14,0,0,,497.187578,,4589981,4896323,3860511,Yes,4448938.333,7380254,7225639,6691128,7099007,1.7,0.7,,497.18758,4,0.2,0.117647059,0.285714286,O,,,-0.230769231,,----,----,----,----,SatFACarb,----,,497.30255,497,0.30255
20,34,0,15,0,0,,513.1824926,,6226724,6407579,5268966,Yes,5967756.333,9487654,9072164,8649319,9069712.333,1.7,0.75,,513.18249,4,0.2,0.117647059,0.266666667,O,,,-0.28,,----,----,----,----,SatFACarb,----,,513.30116,513,0.30116
20,34,0,16,0,0,,529.1774072,,7228598,7280406,5537401,Yes,6682135,6817666,7118720,7193239,7043208.333,1.7,0.8,,529.17741,4,0.2,0.117647059,0.25,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,529.29977,529,0.29977
20,34,0,17,0,0,,545.1723218,,10993193,10806968,9286258,Yes,10362139.67,5546708,5342581,6248872,5712720.333,1.7,0.85,,545.17232,4,0.2,0.117647059,0.235294118,O,,,-0.391304348,,----,----,----,----,SatFACarb,----,,545.29838,545,0.29838
20,34,0,18,0,0,,561.1672364,,11919200,13104500,12795019,Yes,12606239.67,4574454,4039120,4967438,4527004,1.7,0.9,,561.16724,4,0.2,0.117647059,0.222222222,O,,,-0.454545455,,----,----,----,----,SatFACarb,----,,561.297,561,0.297
20,38,0,7,1,0,,421.2265465,,4284965,5154451,5038539,Yes,4825985,397667684,14235031,9122965,140341893.3,1.9,0.35,,421.22655,2,0.1,0.052631579,0.285714286,O,,,-0.161290323,,----,----,----,AlipatNoN,----,----,,421.32395,421,0.32395
20,42,0,7,1,0,,425.2578465,,6934260,4771359,5152912,Yes,5619510.333,16117072,7255176,6028331,9800193,2.1,0.35,,425.25785,0,0,0,0,O,,,-0.290322581,,----,----,----,AlipatNoN,----,----,,425.35618,425,0.35618
20,42,0,8,1,0,,441.2527611,,8507439,4478537,5874140,Yes,6286705.333,17017447,5200491,5167120,9128352.667,2.1,0.4,,441.25276,0,0,0,0,O,,,-0.333333333,,----,----,----,AlipatNoN,----,----,,441.35479,441,0.35479
21,18,0,12,0,0,,461.0725488,,3005400,2948565,3185759,Yes,3046574.667,0,0,0,0,0.857142857,0.571428571,,461.07255,13,0.619047619,0.722222222,1.083333333,CRAM,,,0.466666667,,----,----,HUnSatLig,----,----,----,,461.17917,461,0.17917
21,18,0,13,0,0,,477.0674634,,3519538,3108423,3128147,Yes,3252036,0,0,0,0,0.857142857,0.619047619,,477.06746,13,0.619047619,0.722222222,1,CRAM,,,0.448275862,,----,----,HUnSatLig,----,----,----,,477.17778,477,0.17778
21,18,0,14,0,0,,493.062378,,3764546,3130192,2994745,Yes,3296494.333,0,0,0,0,0.857142857,0.666666667,,493.06238,13,0.619047619,0.722222222,0.928571429,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,493.17639,493,0.17639
21,18,0,15,0,0,,509.0572926,,3097275,3016925,3145929,Yes,3086709.667,0,0,0,0,0.857142857,0.714285714,,509.05729,13,0.619047619,0.722222222,0.866666667,CRAM,,,0.407407407,,----,----,HUnSatLig,----,----,----,,509.175,509,0.175
21,20,0,9,0,0,,415.103455,,2816101,2754711,2877165,Yes,2815992.333,1590226,1790073,2041461,1807253.333,0.952380952,0.428571429,,415.10345,12,0.571428571,0.6,1.333333333,CRAM,,,0.454545455,,----,----,HUnSatLig,----,----,----,,415.19944,415,0.19944
21,20,0,10,0,0,,431.0983696,,3465143,3247359,3562063,Yes,3424855,0,0,0,0,0.952380952,0.476190476,,431.09837,12,0.571428571,0.6,1.2,CRAM,,,0.4375,,----,----,HUnSatLig,----,----,----,,431.19805,431,0.19805
21,20,0,11,0,0,,447.0932842,,3619876,3802274,3650429,Yes,3690859.667,0,0,0,0,0.952380952,0.523809524,,447.09328,12,0.571428571,0.6,1.090909091,CRAM,,,0.419354839,,----,----,HUnSatLig,----,----,----,,447.19667,447,0.19667
