C,H,N,O,S,P,,mass,,PosFHW1.csv,PosFHW2.csv,PosFHW3.csv,Initial,AvgInitial,PosFHW-Gt1.csv,PosFHW-Gt2.csv,PosFHW-Gt3.csv,AvgFinal,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
22,30,0,5,0,0,,373.2020466,,0,0,0,No,0,3748210,2952037,3391866,3364037.667,1.363636364,0.227272727,,373.20205,8,0.363636364,0.266666667,1.6,CRAM,,,0.282051282,,----,----,HUnSatLig,----,----,----,,373.28834,373,0.28834
22,32,0,5,0,0,,375.2176966,,0,0,0,No,0,3744717,2338787,2664455,2915986.333,1.454545455,0.227272727,,375.2177,7,0.318181818,0.21875,1.4,CRAM,,,0.230769231,,----,----,HUnSatLig,----,----,----,,375.30446,375,0.30446
22,34,0,6,0,0,,393.2282612,,0,0,0,No,0,5279238,3747490,4689350,4572026,1.545454545,0.272727273,,393.22826,6,0.272727273,0.176470588,1,O,,,0.157894737,,----,----,----,AlipatNoN,----,----,,393.31919,393,0.31919
22,36,0,5,0,0,,379.2489966,,0,0,0,No,0,3347551,1724339,1566459,2212783,1.636363636,0.227272727,,379.249,5,0.227272727,0.138888889,1,O,,,0.128205128,,----,----,----,AlipatNoN,----,----,,379.33669,379,0.33669
22,36,0,6,0,0,,395.2439112,,0,0,0,No,0,4438945,2410538,2613116,3154199.667,1.636363636,0.272727273,,395.24391,5,0.227272727,0.138888889,0.833333333,O,,,0.105263158,,----,----,----,AlipatNoN,----,----,,395.33531,395,0.33531
22,36,0,7,0,0,,411.2388258,,0,0,0,No,0,5598200,3649143,4722644,4656662.333,1.636363636,0.318181818,,411.23883,5,0.227272727,0.138888889,0.714285714,O,,,0.081081081,,----,----,----,AlipatNoN,----,----,,411.33392,411,0.33392
22,36,0,14,0,0,,523.203228,,0,0,0,No,0,2889318,1876348,2044077,2269914.333,1.636363636,0.636363636,,523.20323,5,0.227272727,0.138888889,0.357142857,O,,,-0.133333333,,----,----,----,----,SatFACarb,----,,523.32421,523,0.32421
22,36,4,8,0,0,,483.2460364,,0,0,0,No,0,2624725,1778217,2004588,2135843.333,1.636363636,0.363636364,,483.24604,7,0.318181818,0.194444444,0.875,O,,,0.071428571,,----,----,----,----,----,Alipat+N,,483.35778,483,0.35778
22,37,1,16,0,0,,570.2039562,,0,0,0,No,0,1909973,2265020,1873671,2016221.333,1.681818182,0.727272727,,570.20396,5,0.227272727,0.135135135,0.3125,O,,,-0.269230769,,----,----,----,----,SatFACarb,----,,570.33581,570,0.33581
22,37,5,8,0,0,,498.2569354,,0,0,0,No,0,2403596,2355083,2908494,2555724.333,1.681818182,0.363636364,,498.25694,7,0.318181818,0.189189189,0.875,O,,,0.038461538,,----,----,----,----,----,Alipat+N,,498.37215,498,0.37215
22,38,0,7,0,0,,413.2544758,,0,0,0,No,0,3962999,2341512,2525751,2943420.667,1.727272727,0.318181818,,413.25448,4,0.181818182,0.105263158,0.571428571,O,,,0.027027027,,----,----,----,AlipatNoN,----,----,,413.35003,413,0.35003
22,38,0,8,0,0,,429.2493904,,0,0,0,No,0,5679343,3153718,3787636,4206899,1.727272727,0.363636364,,429.24939,4,0.181818182,0.105263158,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,429.34865,429,0.34865
22,38,0,9,0,0,,445.244305,,0,0,0,No,0,5792063,3792085,4541116,4708421.333,1.727272727,0.409090909,,445.2443,4,0.181818182,0.105263158,0.444444444,O,,,-0.028571429,,----,----,----,AlipatNoN,----,----,,445.34726,445,0.34726
22,38,0,10,0,0,,461.2392196,,0,0,0,No,0,5282861,3295417,5017110,4531796,1.727272727,0.454545455,,461.23922,4,0.181818182,0.105263158,0.4,O,,,-0.058823529,,----,----,----,AlipatNoN,----,----,,461.34587,461,0.34587
22,38,0,11,0,0,,477.2341342,,0,0,0,No,0,4955137,2728043,6064232,4582470.667,1.727272727,0.5,,477.23413,4,0.181818182,0.105263158,0.363636364,O,,,-0.090909091,,----,----,----,AlipatNoN,----,----,,477.34449,477,0.34449
22,38,0,12,0,0,,493.2290488,,0,0,0,No,0,2961780,2278832,3503340,2914650.667,1.727272727,0.545454545,,493.22905,4,0.181818182,0.105263158,0.333333333,O,,,-0.125,,----,----,----,AlipatNoN,----,----,,493.3431,493,0.3431
22,38,0,13,0,0,,509.2239634,,0,0,0,No,0,2472172,1688870,2415145,2192062.333,1.727272727,0.590909091,,509.22396,4,0.181818182,0.105263158,0.307692308,O,,,-0.161290323,,----,----,----,AlipatNoN,----,----,,509.34171,509,0.34171
22,38,0,14,0,0,,525.218878,,0,0,0,No,0,2978496,2634636,2940587,2851239.667,1.727272727,0.636363636,,525.21888,4,0.181818182,0.105263158,0.285714286,O,,,-0.2,,----,----,----,----,SatFACarb,----,,525.34033,525,0.34033
22,38,0,15,0,0,,541.2137926,,0,0,0,No,0,3713545,2988590,3036664,3246266.333,1.727272727,0.681818182,,541.21379,4,0.181818182,0.105263158,0.266666667,O,,,-0.24137931,,----,----,----,----,SatFACarb,----,,541.33894,541,0.33894
22,38,0,16,0,0,,557.2087072,,0,0,0,No,0,3843241,3545796,4049021,3812686,1.727272727,0.727272727,,557.20871,4,0.181818182,0.105263158,0.25,O,,,-0.285714286,,----,----,----,----,SatFACarb,----,,557.33755,557,0.33755
22,39,5,7,0,0,,484.2776708,,0,0,0,No,0,2076328,1604736,2079347,1920137,1.772727273,0.318181818,,484.27767,6,0.272727273,0.153846154,0.857142857,O,,,0,,----,----,----,----,----,Alipat+N,,484.38965,484,0.38965
22,39,5,8,0,0,,500.2725854,,0,0,0,No,0,2302194,1581637,2494840,2126223.667,1.772727273,0.363636364,,500.27259,6,0.272727273,0.153846154,0.75,O,,,-0.038461538,,----,----,----,----,----,Alipat+N,,500.38827,500,0.38827
22,40,0,6,0,0,,399.2752112,,0,0,0,No,0,5538429,1967301,1623680,3043136.667,1.818181818,0.272727273,,399.27521,3,0.136363636,0.075,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,399.36754,399,0.36754
22,40,0,7,0,0,,415.2701258,,0,0,0,No,0,3134681,1603191,1734009,2157293.667,1.818181818,0.318181818,,415.27013,3,0.136363636,0.075,0.428571429,O,,,-0.027027027,,----,----,----,AlipatNoN,----,----,,415.36615,415,0.36615
22,40,0,8,0,0,,431.2650404,,0,0,0,No,0,2773667,1692279,2074366,2180104,1.818181818,0.363636364,,431.26504,3,0.136363636,0.075,0.375,O,,,-0.055555556,,----,----,----,AlipatNoN,----,----,,431.36476,431,0.36476
22,40,0,9,0,0,,447.259955,,0,0,0,No,0,2620064,1622036,1951759,2064619.667,1.818181818,0.409090909,,447.25995,3,0.136363636,0.075,0.333333333,O,,,-0.085714286,,----,----,----,AlipatNoN,----,----,,447.36338,447,0.36338
22,40,0,14,0,0,,527.234528,,0,0,0,No,0,1804065,1666957,1791139,1754053.667,1.818181818,0.636363636,,527.23453,3,0.136363636,0.075,0.214285714,O,,,-0.266666667,,----,----,----,----,SatFACarb,----,,527.35644,527,0.35644
23,26,0,6,0,0,,397.1656612,,0,0,0,No,0,2343693,2364796,1763326,2157271.667,1.130434783,0.260869565,,397.16566,11,0.47826087,0.423076923,1.833333333,O,,,0.4,,----,----,HUnSatLig,----,----,----,,397.2575,397,0.2575
23,28,0,5,0,0,,383.1863966,,0,0,0,No,0,1614234,1702175,1906068,1740825.667,1.217391304,0.217391304,,383.1864,10,0.434782609,0.357142857,2,O,,,0.365853659,,----,----,HUnSatLig,----,----,----,,383.275,383,0.275
23,30,0,5,0,0,,385.2020466,,0,0,0,No,0,2942634,2509632,2515410,2655892,1.304347826,0.217391304,,385.20205,9,0.391304348,0.3,1.8,O,,,0.317073171,,----,----,HUnSatLig,----,----,----,,385.29112,385,0.29112
23,32,0,4,1,0,,403.1948527,,0,0,0,No,0,7453900,10075304,8741084,8756762.667,1.391304348,0.173913043,,403.19485,8,0.347826087,0.25,2,O,,,0.25,,----,----,HUnSatLig,----,----,----,,403.28809,403,0.28809
23,32,0,5,0,0,,387.2176966,,0,0,0,No,0,3058854,2031944,2216441,2435746.333,1.391304348,0.217391304,,387.2177,8,0.347826087,0.25,1.6,CRAM,,,0.268292683,,----,----,HUnSatLig,----,----,----,,387.30723,387,0.30723
23,34,0,6,0,0,,405.2282612,,0,0,0,No,0,4601290,3902814,4736471,4413525,1.47826087,0.260869565,,405.22826,7,0.304347826,0.205882353,1.166666667,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,405.32196,405,0.32196
23,34,0,17,0,0,,581.1723218,,0,0,0,No,0,2344645,2443195,1708495,2165445,1.47826087,0.739130435,,581.17232,7,0.304347826,0.205882353,0.411764706,O,,,-0.103448276,,----,----,HUnSatLig,----,----,----,,581.30671,581,0.30671
23,36,0,6,0,0,,407.2439112,,0,0,0,No,0,3409061,2144997,2756263,2770107,1.565217391,0.260869565,,407.24391,6,0.260869565,0.166666667,1,O,,,0.15,,----,----,----,AlipatNoN,----,----,,407.33808,407,0.33808
23,36,0,7,0,0,,423.2388258,,0,0,0,No,0,4786532,3505434,4771947,4354637.667,1.565217391,0.304347826,,423.23883,6,0.260869565,0.166666667,0.857142857,O,,,0.128205128,,----,----,----,AlipatNoN,----,----,,423.33669,423,0.33669
23,36,0,16,0,0,,567.1930572,,0,0,0,No,0,2726148,3295334,3254111,3091864.333,1.565217391,0.695652174,,567.19306,6,0.260869565,0.166666667,0.375,O,,,-0.133333333,,----,----,----,----,SatFACarb,----,,567.32421,567,0.32421
23,38,0,8,0,0,,441.2493904,,0,0,0,No,0,4035175,2988651,3732496,3585440.667,1.652173913,0.347826087,,441.24939,5,0.217391304,0.131578947,0.625,O,,,0.052631579,,----,----,----,AlipatNoN,----,----,,441.35142,441,0.35142
23,38,0,9,0,0,,457.244305,,0,0,0,No,0,5930347,4084031,4797189,4937189,1.652173913,0.391304348,,457.2443,5,0.217391304,0.131578947,0.555555556,O,,,0.027027027,,----,----,----,AlipatNoN,----,----,,457.35004,457,0.35004
23,38,0,10,0,0,,473.2392196,,0,0,0,No,0,4862185,3589511,4008079,4153258.333,1.652173913,0.434782609,,473.23922,5,0.217391304,0.131578947,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,473.34865,473,0.34865
23,38,0,11,0,0,,489.2341342,,0,0,0,No,0,3590635,2808377,2756779,3051930.333,1.652173913,0.47826087,,489.23413,5,0.217391304,0.131578947,0.454545455,O,,,-0.028571429,,----,----,----,AlipatNoN,----,----,,489.34726,489,0.34726
23,38,0,12,0,0,,505.2290488,,0,0,0,No,0,2215639,1976820,1972189,2054882.667,1.652173913,0.52173913,,505.22905,5,0.217391304,0.131578947,0.416666667,O,,,-0.058823529,,----,----,----,AlipatNoN,----,----,,505.34588,505,0.34588
23,40,0,9,0,0,,459.259955,,0,0,0,No,0,4061384,1939693,2414214,2805097,1.739130435,0.391304348,,459.25995,4,0.173913043,0.1,0.444444444,O,,,-0.027027027,,----,----,----,AlipatNoN,----,----,,459.36615,459,0.36615
23,40,0,10,0,0,,475.2548696,,0,0,0,No,0,2993777,2077682,2320503,2463987.333,1.739130435,0.434782609,,475.25487,4,0.173913043,0.1,0.4,O,,,-0.055555556,,----,----,----,AlipatNoN,----,----,,475.36477,475,0.36477
23,40,0,15,0,0,,555.2294426,,0,0,0,No,0,1863282,2106173,1620658,1863371,1.739130435,0.652173913,,555.22944,4,0.173913043,0.1,0.266666667,O,,,-0.225806452,,----,----,----,----,SatFACarb,----,,555.35783,555,0.35783
23,40,0,16,0,0,,571.2243572,,0,0,0,No,0,2507964,2090885,2139882,2246243.667,1.739130435,0.695652174,,571.22436,4,0.173913043,0.1,0.25,O,,,-0.266666667,,----,----,----,----,SatFACarb,----,,571.35644,571,0.35644
24,26,0,8,0,0,,441.1554904,,0,0,0,No,0,1692526,2274933,2078744,2015401,1.083333333,0.333333333,,441.15549,12,0.5,0.461538462,1.5,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,441.2575,441,0.2575
24,28,0,6,0,0,,411.1813112,,0,0,0,No,0,2488820,1672566,1895888,2019091.333,1.166666667,0.25,,411.18131,11,0.458333333,0.392857143,1.833333333,O,,,0.380952381,,----,----,HUnSatLig,----,----,----,,411.27639,411,0.27639
24,30,0,5,0,0,,397.2020466,,0,0,0,No,0,2333460,1787522,2406149,2175710.333,1.25,0.208333333,,397.20205,10,0.416666667,0.333333333,2,O,,,0.348837209,,----,----,HUnSatLig,----,----,----,,397.29389,397,0.29389
24,32,0,5,0,0,,399.2176966,,0,0,0,No,0,2639988,2331324,2221174,2397495.333,1.333333333,0.208333333,,399.2177,9,0.375,0.28125,1.8,O,,,0.302325581,,----,----,HUnSatLig,----,----,----,,399.31001,399,0.31001
24,34,0,4,1,0,,417.2105027,,0,0,0,No,0,17734942,24327753,19938461,20667052,1.416666667,0.166666667,,417.2105,8,0.333333333,0.235294118,2,O,,,0.238095238,,----,----,HUnSatLig,----,----,----,,417.30698,417,0.30698
24,34,0,5,0,0,,401.2333466,,0,0,0,No,0,2551732,1600972,2401217,2184640.333,1.416666667,0.208333333,,401.23335,8,0.333333333,0.235294118,1.6,CRAM,,,0.255813953,,----,----,HUnSatLig,----,----,----,,401.32613,401,0.32613
24,34,0,6,0,0,,417.2282612,,0,0,0,No,0,5038366,3710024,4723869,4490753,1.416666667,0.25,,417.22826,8,0.333333333,0.235294118,1.333333333,CRAM,,,0.238095238,,----,----,HUnSatLig,----,----,----,,417.32474,417,0.32474
24,34,0,19,0,0,,625.162151,,0,0,0,No,0,1901237,2131437,2129324,2053999.333,1.416666667,0.791666667,,625.16215,8,0.333333333,0.235294118,0.421052632,O,,,-0.103448276,,----,----,HUnSatLig,----,----,----,,625.30671,625,0.30671
24,36,0,6,0,0,,419.2439112,,0,0,0,No,0,4125005,2449404,2741926,3105445,1.5,0.25,,419.24391,7,0.291666667,0.194444444,1.166666667,O,,,0.19047619,,----,----,----,AlipatNoN,----,----,,419.34086,419,0.34086
24,37,3,16,0,0,,622.2101042,,0,0,0,No,0,3028846,2704930,1918954,2550910,1.541666667,0.666666667,,622.2101,8,0.333333333,0.216216216,0.5,O,,,-0.115384615,,----,----,----,----,SatFACarb,----,,622.35398,622,0.35398
24,38,0,7,0,0,,437.2544758,,0,0,0,No,0,3481455,2553873,2702677,2912668.333,1.583333333,0.291666667,,437.25448,6,0.25,0.157894737,0.857142857,O,,,0.12195122,,----,----,----,AlipatNoN,----,----,,437.35558,437,0.35558
24,38,0,8,0,0,,453.2493904,,0,0,0,No,0,4530869,3562024,4216870,4103254.333,1.583333333,0.333333333,,453.24939,6,0.25,0.157894737,0.75,O,,,0.1,,----,----,----,AlipatNoN,----,----,,453.3542,453,0.3542
24,38,0,9,0,0,,469.244305,,0,0,0,No,0,5914089,4679914,5701856,5431953,1.583333333,0.375,,469.2443,6,0.25,0.157894737,0.666666667,O,,,0.076923077,,----,----,----,AlipatNoN,----,----,,469.35281,469,0.35281
24,38,0,12,0,0,,517.2290488,,0,0,0,No,0,3005834,1882854,2148500,2345729.333,1.583333333,0.5,,517.22905,6,0.25,0.157894737,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,517.34865,517,0.34865
24,38,0,16,0,0,,581.2087072,,0,0,0,No,0,2014915,1842618,2110414,1989315.667,1.583333333,0.666666667,,581.20871,6,0.25,0.157894737,0.375,O,,,-0.125,,----,----,----,----,SatFACarb,----,,581.3431,581,0.3431
24,39,3,15,0,0,,608.2308396,,0,0,0,No,0,10102862,5962506,8293151,8119506.333,1.625,0.625,,608.23084,7,0.291666667,0.179487179,0.466666667,O,,,-0.148148148,,----,----,----,----,SatFACarb,----,,608.37148,608,0.37148
24,40,0,8,0,0,,455.2650404,,0,0,0,No,0,3662350,2243495,2386319,2764054.667,1.666666667,0.333333333,,455.26504,5,0.208333333,0.125,0.625,O,,,0.05,,----,----,----,AlipatNoN,----,----,,455.37031,455,0.37031
24,40,0,9,0,0,,471.259955,,0,0,0,No,0,3896677,2794800,3386546,3359341,1.666666667,0.375,,471.25995,5,0.208333333,0.125,0.555555556,O,,,0.025641026,,----,----,----,AlipatNoN,----,----,,471.36893,471,0.36893
24,40,0,10,0,0,,487.2548696,,0,0,0,No,0,3728945,2871684,3350673,3317100.667,1.666666667,0.416666667,,487.25487,5,0.208333333,0.125,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,487.36754,487,0.36754
24,40,0,11,0,0,,503.2497842,,0,0,0,No,0,2655451,2327373,2252213,2411679,1.666666667,0.458333333,,503.24978,5,0.208333333,0.125,0.454545455,O,,,-0.027027027,,----,----,----,AlipatNoN,----,----,,503.36615,503,0.36615
24,40,0,16,0,0,,583.2243572,,0,0,0,No,0,2179627,1676143,2102679,1986149.667,1.666666667,0.666666667,,583.22436,5,0.208333333,0.125,0.3125,O,,,-0.1875,,----,----,----,----,SatFACarb,----,,583.35922,583,0.35922
24,42,0,9,0,0,,473.275605,,0,0,0,No,0,2601703,1605513,1898127,2035114.333,1.75,0.375,,473.2756,4,0.166666667,0.095238095,0.444444444,O,,,-0.025641026,,----,----,----,AlipatNoN,----,----,,473.38504,473,0.38504
25,28,0,8,0,0,,455.1711404,,0,0,0,No,0,2176022,3744685,1729430,2550045.667,1.12,0.32,,455.17114,12,0.48,0.428571429,1.5,CRAM,,,0.380952381,,----,----,HUnSatLig,----,----,----,,455.27639,455,0.27639
25,30,0,6,0,0,,425.1969612,,0,0,0,No,0,2016081,1694605,1976878,1895854.667,1.2,0.24,,425.19696,11,0.44,0.366666667,1.833333333,O,,,0.363636364,,----,----,HUnSatLig,----,----,----,,425.29528,425,0.29528
25,30,0,7,0,0,,441.1918758,,0,0,0,No,0,3687019,2936945,3102229,3242064.333,1.2,0.28,,441.19188,11,0.44,0.366666667,1.571428571,CRAM,,,0.348837209,,----,----,HUnSatLig,----,----,----,,441.29389,441,0.29389
25,32,0,6,0,0,,427.2126112,,0,0,0,No,0,3829033,2867690,2896858,3197860.333,1.28,0.24,,427.21261,10,0.4,0.3125,1.666666667,CRAM,,,0.318181818,,----,----,HUnSatLig,----,----,----,,427.3114,427,0.3114
25,34,0,6,0,0,,429.2282612,,0,0,0,No,0,4103407,3331896,3754869,3730057.333,1.36,0.24,,429.22826,9,0.36,0.264705882,1.5,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,429.32751,429,0.32751
25,36,0,6,0,0,,431.2439112,,0,0,0,No,0,3846308,2925689,3609343,3460446.667,1.44,0.24,,431.24391,8,0.32,0.222222222,1.333333333,CRAM,,,0.227272727,,----,----,HUnSatLig,----,----,----,,431.34363,431,0.34363
25,36,0,7,0,0,,447.2388258,,0,0,0,No,0,5827745,5158934,5477905,5488194.667,1.44,0.28,,447.23883,8,0.32,0.222222222,1.142857143,CRAM,,,0.209302326,,----,----,HUnSatLig,----,----,----,,447.34224,447,0.34224
25,38,0,6,0,0,,433.2595612,,0,0,0,No,0,3012682,2096560,1911420,2340220.667,1.52,0.24,,433.25956,7,0.28,0.184210526,1.166666667,O,,,0.181818182,,----,----,----,AlipatNoN,----,----,,433.35975,433,0.35975
25,38,0,7,0,0,,449.2544758,,0,0,0,No,0,4994047,3684193,3802471,4160237,1.52,0.28,,449.25448,7,0.28,0.184210526,1,O,,,0.162790698,,----,----,----,AlipatNoN,----,----,,449.35836,449,0.35836
25,38,0,8,0,0,,465.2493904,,0,0,0,No,0,5849856,4575393,5231969,5219072.667,1.52,0.32,,465.24939,7,0.28,0.184210526,0.875,O,,,0.142857143,,----,----,----,AlipatNoN,----,----,,465.35697,465,0.35697
25,38,0,19,0,0,,641.193451,,0,0,0,No,0,2072979,1771648,1480312,1774979.667,1.52,0.76,,641.19345,7,0.28,0.184210526,0.368421053,O,,,-0.161290323,,----,----,----,----,SatFACarb,----,,641.34172,641,0.34172
25,40,0,8,0,0,,467.2650404,,0,0,0,No,0,3564144,2510010,2853146,2975766.667,1.6,0.32,,467.26504,6,0.24,0.15,0.75,O,,,0.095238095,,----,----,----,AlipatNoN,----,----,,467.37309,467,0.37309
25,40,0,9,0,0,,483.259955,,0,0,0,No,0,4107989,3455018,3820652,3794553,1.6,0.36,,483.25995,6,0.24,0.15,0.666666667,O,,,0.073170732,,----,----,----,AlipatNoN,----,----,,483.3717,483,0.3717
25,40,0,10,0,0,,499.2548696,,0,0,0,No,0,4460798,3037672,3862883,3787117.667,1.6,0.4,,499.25487,6,0.24,0.15,0.6,O,,,0.05,,----,----,----,AlipatNoN,----,----,,499.37031,499,0.37031
25,40,0,11,0,0,,515.2497842,,0,0,0,No,0,3401044,3351184,3181185,3311137.667,1.6,0.44,,515.24978,6,0.24,0.15,0.545454545,O,,,0.025641026,,----,----,----,AlipatNoN,----,----,,515.36893,515,0.36893
25,40,0,12,0,0,,531.2446988,,0,0,0,No,0,2948078,2133859,2173574,2418503.667,1.6,0.48,,531.2447,6,0.24,0.15,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,531.36754,531,0.36754
25,40,0,17,0,0,,611.2192718,,0,0,0,No,0,2253086,1928408,1608410,1929968,1.6,0.68,,611.21927,6,0.24,0.15,0.352941176,O,,,-0.151515152,,----,----,----,----,SatFACarb,----,,611.36061,611,0.36061
25,42,0,10,0,0,,501.2705196,,0,0,0,No,0,2293480,2098335,2163596,2185137,1.68,0.4,,501.27052,5,0.2,0.119047619,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,501.38643,501,0.38643
25,42,0,11,0,0,,517.2654342,,0,0,0,No,0,2110859,2148071,1848981,2035970.333,1.68,0.44,,517.26543,5,0.2,0.119047619,0.454545455,O,,,-0.025641026,,----,----,----,AlipatNoN,----,----,,517.38504,517,0.38504
25,42,0,17,0,0,,613.2349218,,0,0,0,No,0,3022425,2748087,2244269,2671593.667,1.68,0.68,,613.23492,5,0.2,0.119047619,0.294117647,O,,,-0.212121212,,----,----,----,----,SatFACarb,----,,613.37672,613,0.37672
25,44,0,17,0,0,,615.2505718,,0,0,0,No,0,2327453,1882774,2312320,2174182.333,1.76,0.68,,615.25057,4,0.16,0.090909091,0.235294118,O,,,-0.272727273,,----,----,----,----,SatFACarb,----,,615.39284,615,0.39284
26,26,1,3,0,1,,430.1577529,,0,0,0,No,0,1782991,1628385,1615168,1675514.667,1,0.115384615,,430.15775,15,0.576923077,0.576923077,5,O,,,0.555555556,,----,Aromatic,----,----,----,----,,430.25722,430,0.25722
26,30,0,8,0,0,,469.1867904,,0,0,0,No,0,2517485,2228456,1881058,2208999.667,1.153846154,0.307692308,,469.18679,12,0.461538462,0.4,1.5,CRAM,,,0.363636364,,----,----,HUnSatLig,----,----,----,,469.29528,469,0.29528
26,30,0,9,0,0,,485.181705,,0,0,0,No,0,3063426,2708685,3380347,3050819.333,1.153846154,0.346153846,,485.1817,12,0.461538462,0.4,1.333333333,CRAM,,,0.348837209,,----,----,HUnSatLig,----,----,----,,485.2939,485,0.2939
26,30,0,10,0,0,,501.1766196,,0,0,0,No,0,3611881,2995863,3423626,3343790,1.153846154,0.384615385,,501.17662,12,0.461538462,0.4,1.2,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,501.29251,501,0.29251
26,32,0,7,0,0,,455.2075258,,0,0,0,No,0,3065363,2334635,2851219,2750405.667,1.230769231,0.269230769,,455.20753,11,0.423076923,0.34375,1.571428571,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,455.31279,455,0.31279
26,34,0,6,0,0,,441.2282612,,0,0,0,No,0,2628201,2262637,2385938,2425592,1.307692308,0.230769231,,441.22826,10,0.384615385,0.294117647,1.666666667,CRAM,,,0.304347826,,----,----,HUnSatLig,----,----,----,,441.33029,441,0.33029
26,36,0,6,0,0,,443.2439112,,0,0,0,No,0,4044247,2847645,3312487,3401459.667,1.384615385,0.230769231,,443.24391,9,0.346153846,0.25,1.5,CRAM,,,0.260869565,,----,----,HUnSatLig,----,----,----,,443.3464,443,0.3464
26,38,0,6,0,0,,445.2595612,,0,0,0,No,0,3023677,2499795,2865338,2796270,1.461538462,0.230769231,,445.25956,8,0.307692308,0.210526316,1.333333333,CRAM,,,0.217391304,,----,----,HUnSatLig,----,----,----,,445.36252,445,0.36252
26,38,0,7,0,0,,461.2544758,,0,0,0,No,0,5319723,4225209,4706838,4750590,1.461538462,0.269230769,,461.25448,8,0.307692308,0.210526316,1.142857143,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,461.36113,461,0.36113
26,40,0,7,0,0,,463.2701258,,0,0,0,No,0,3500946,2012319,2548147,2687137.333,1.538461538,0.269230769,,463.27013,7,0.269230769,0.175,1,O,,,0.155555556,,----,----,----,AlipatNoN,----,----,,463.37725,463,0.37725
26,40,0,8,0,0,,479.2650404,,0,0,0,No,0,4705173,3817206,4403297,4308558.667,1.538461538,0.307692308,,479.26504,7,0.269230769,0.175,0.875,O,,,0.136363636,,----,----,----,AlipatNoN,----,----,,479.37586,479,0.37586
26,42,0,8,0,0,,481.2806904,,0,0,0,No,0,2603313,2125196,1728099,2152202.667,1.615384615,0.307692308,,481.28069,6,0.230769231,0.142857143,0.75,O,,,0.090909091,,----,----,----,AlipatNoN,----,----,,481.39198,481,0.39198
26,42,0,9,0,0,,497.275605,,0,0,0,No,0,3289372,2845999,2537274,2890881.667,1.615384615,0.346153846,,497.2756,6,0.230769231,0.142857143,0.666666667,O,,,0.069767442,,----,----,----,AlipatNoN,----,----,,497.39059,497,0.39059
26,42,0,10,0,0,,513.2705196,,0,0,0,No,0,3796263,3129897,3092584,3339581.333,1.615384615,0.384615385,,513.27052,6,0.230769231,0.142857143,0.6,O,,,0.047619048,,----,----,----,AlipatNoN,----,----,,513.38921,513,0.38921
26,42,0,11,0,0,,529.2654342,,0,0,0,No,0,3050375,2754431,2738327,2847711,1.615384615,0.423076923,,529.26543,6,0.230769231,0.142857143,0.545454545,O,,,0.024390244,,----,----,----,AlipatNoN,----,----,,529.38782,529,0.38782
26,42,0,12,0,0,,545.2603488,,0,0,0,No,0,2291416,2258800,2044326,2198180.667,1.615384615,0.461538462,,545.26035,6,0.230769231,0.142857143,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,545.38643,545,0.38643
26,42,0,18,0,0,,641.2298364,,0,0,0,No,0,2270612,2457727,1928823,2219054,1.615384615,0.692307692,,641.22984,6,0.230769231,0.142857143,0.333333333,O,,,-0.176470588,,----,----,----,----,SatFACarb,----,,641.37811,641,0.37811
26,44,0,10,0,0,,515.2861696,,0,0,0,No,0,2269013,2092690,1600641,1987448,1.692307692,0.384615385,,515.28617,5,0.192307692,0.113636364,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,515.40532,515,0.40532
26,44,0,17,0,0,,627.2505718,,0,0,0,No,0,1515593,1860550,1776002,1717381.667,1.692307692,0.653846154,,627.25057,5,0.192307692,0.113636364,0.294117647,O,,,-0.2,,----,----,----,----,SatFACarb,----,,627.39561,627,0.39561
26,44,0,18,0,0,,643.2454864,,0,0,0,No,0,3261886,3681352,2887764,3277000.667,1.692307692,0.692307692,,643.24549,5,0.192307692,0.113636364,0.277777778,O,,,-0.235294118,,----,----,----,----,SatFACarb,----,,643.39423,643,0.39423
26,46,0,18,0,0,,645.2611364,,0,0,0,No,0,2464246,2288656,2162225,2305042.333,1.769230769,0.692307692,,645.26114,4,0.153846154,0.086956522,0.222222222,O,,,-0.294117647,,----,----,----,----,SatFACarb,----,,645.41034,645,0.41034
27,28,1,3,0,1,,444.1734029,,0,0,0,No,0,2278289,2530623,2046231,2285047.667,1.037037037,0.111111111,,444.1734,15,0.555555556,0.535714286,5,O,,,0.531914894,,----,Aromatic,----,----,----,----,,444.27611,444,0.27611
