mass,m/z,C,H,N,O,S,P,H/C,O/C,DBE,DBE/C,DBE/H,DBE/O,CRAM,AI-mod,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,KM,NKM,KMD,PreHW1.csv,PreHW2.csv,PreHW3.csv,PreHWGt13.csv,PreHWGt14.csv,PreHWGt15.csv
445.1867904,445.18679,24,30,0,8,0,0,1.25,0.333333333,10,0.416666667,0.333333333,1.25,CRAM,0.3,----,----,HUnSatLig,----,----,----,445.28973,445,0.28973,8027198,9419656,5016610,12061272,11330294,10937741
461.181705,461.1817,24,30,0,9,0,0,1.25,0.375,10,0.416666667,0.333333333,1.111111111,CRAM,0.282051282,----,----,HUnSatLig,----,----,----,461.28835,461,0.28835,8376180,10336372,5831373,12543478,11537498,10595329
477.1766196,477.17662,24,30,0,10,0,0,1.25,0.416666667,10,0.416666667,0.333333333,1,CRAM,0.263157895,----,----,HUnSatLig,----,----,----,477.28696,477,0.28696,7988958,9230513,4525715,10698392,8995453,8466480
493.1715342,493.17153,24,30,0,11,0,0,1.25,0.458333333,10,0.416666667,0.333333333,0.909090909,CRAM,0.243243243,----,----,HUnSatLig,----,----,----,493.28557,493,0.28557,5952659,8231792,3677599,8370805,6611826,6496159
509.1664488,509.16645,24,30,0,12,0,0,1.25,0.5,10,0.416666667,0.333333333,0.833333333,CRAM,0.222222222,----,----,HUnSatLig,----,----,----,509.28419,509,0.28419,4721050,5855002,2867460,6950597,6009935,5398169
525.1613634,525.16136,24,30,0,13,0,0,1.25,0.541666667,10,0.416666667,0.333333333,0.769230769,O,0.2,----,----,HUnSatLig,----,----,----,525.2828,525,0.2828,3852056,4300316,2249200,4231378,3417667,3062155
399.2176966,399.2177,24,32,0,5,0,0,1.333333333,0.208333333,9,0.375,0.28125,1.8,O,0.302325581,----,----,HUnSatLig,----,----,----,399.31001,399,0.31001,3027081,3086906,1989572,3747245,3707074,3032214
415.2126112,415.21261,24,32,0,6,0,0,1.333333333,0.25,9,0.375,0.28125,1.5,CRAM,0.285714286,----,----,HUnSatLig,----,----,----,415.30862,415,0.30862,5363523,5500505,3714595,7441603,7385452,7135693
431.2075258,431.20753,24,32,0,7,0,0,1.333333333,0.291666667,9,0.375,0.28125,1.285714286,CRAM,0.268292683,----,----,HUnSatLig,----,----,----,431.30724,431,0.30724,8857913,9211523,5230139,13656278,12528463,12187858
447.2024404,447.20244,24,32,0,8,0,0,1.333333333,0.333333333,9,0.375,0.28125,1.125,CRAM,0.25,----,----,HUnSatLig,----,----,----,447.30585,447,0.30585,10017662,11045643,6684485,16355994,14142194,13100320
463.197355,463.19735,24,32,0,9,0,0,1.333333333,0.375,9,0.375,0.28125,1,CRAM,0.230769231,----,----,HUnSatLig,----,----,----,463.30446,463,0.30446,9072422,10664011,5890686,14415558,13462751,12870713
479.1922696,479.19227,24,32,0,10,0,0,1.333333333,0.416666667,9,0.375,0.28125,0.9,CRAM,0.210526316,----,----,HUnSatLig,----,----,----,479.30308,479,0.30308,7405316,9531631,4610774,11202552,9577350,9408774
495.1871842,495.18718,24,32,0,11,0,0,1.333333333,0.458333333,9,0.375,0.28125,0.818181818,CRAM,0.189189189,----,----,HUnSatLig,----,----,----,495.30169,495,0.30169,5326030,6798306,3423767,7326731,6941857,6604954
511.1820988,511.1821,24,32,0,12,0,0,1.333333333,0.5,9,0.375,0.28125,0.75,O,0.166666667,----,----,HUnSatLig,----,----,----,511.3003,511,0.3003,3317129,4518796,2456914,5917751,4512070,4520770
401.2333466,401.23335,24,34,0,5,0,0,1.416666667,0.208333333,8,0.333333333,0.235294118,1.6,CRAM,0.255813953,----,----,HUnSatLig,----,----,----,401.32613,401,0.32613,3758597,3676114,1664239,3609498,3893853,3786270
417.2282612,417.22826,24,34,0,6,0,0,1.416666667,0.25,8,0.333333333,0.235294118,1.333333333,CRAM,0.238095238,----,----,HUnSatLig,----,----,----,417.32474,417,0.32474,5762914,5108408,3816958,8336785,8468976,6961668
433.2231758,433.22318,24,34,0,7,0,0,1.416666667,0.291666667,8,0.333333333,0.235294118,1.142857143,CRAM,0.219512195,----,----,HUnSatLig,----,----,----,433.32335,433,0.32335,8018074,8154671,4712810,12923158,11342667,10782820
449.2180904,449.21809,24,34,0,8,0,0,1.416666667,0.333333333,8,0.333333333,0.235294118,1,CRAM,0.2,----,----,HUnSatLig,----,----,----,449.32197,449,0.32197,9069251,10324625,5506673,14869222,14719736,12825791
465.213005,465.213,24,34,0,9,0,0,1.416666667,0.375,8,0.333333333,0.235294118,0.888888889,CRAM,0.179487179,----,----,HUnSatLig,----,----,----,465.32058,465,0.32058,8476397,9762865,4901446,14018478,12275065,11846796
481.2079196,481.20792,24,34,0,10,0,0,1.416666667,0.416666667,8,0.333333333,0.235294118,0.8,CRAM,0.157894737,----,----,HUnSatLig,----,----,----,481.31919,481,0.31919,6393650,7207222,3017510,10269027,8631448,8620519
497.2028342,497.20283,24,34,0,11,0,0,1.416666667,0.458333333,8,0.333333333,0.235294118,0.727272727,O,0.135135135,----,----,HUnSatLig,----,----,----,497.31781,497,0.31781,4039940,5342295,3015311,6714785,5802446,5453202
513.1977488,513.19775,24,34,0,12,0,0,1.416666667,0.5,8,0.333333333,0.235294118,0.666666667,O,0.111111111,----,----,HUnSatLig,----,----,----,513.31642,513,0.31642,2367847,2767866,1820053,3343773,3013167,2857944
403.2489966,403.249,24,36,0,5,0,0,1.5,0.208333333,7,0.291666667,0.194444444,1.4,O,0.209302326,----,----,----,AlipatNoN,----,----,403.34224,403,0.34224,2682193,2480959,2045930,2447199,3518417,2569078
419.2439112,419.24391,24,36,0,6,0,0,1.5,0.25,7,0.291666667,0.194444444,1.166666667,O,0.19047619,----,----,----,AlipatNoN,----,----,419.34086,419,0.34086,4105056,3933945,2257850,5745220,5473884,5008925
435.2388258,435.23883,24,36,0,7,0,0,1.5,0.291666667,7,0.291666667,0.194444444,1,O,0.170731707,----,----,----,AlipatNoN,----,----,435.33947,435,0.33947,5611501,6475215,3921039,8989008,8878912,8112109
451.2337404,451.23374,24,36,0,8,0,0,1.5,0.333333333,7,0.291666667,0.194444444,0.875,O,0.15,----,----,----,AlipatNoN,----,----,451.33808,451,0.33808,5948945,6904349,3826088,10722110,9968394,9548908
467.228655,467.22865,24,36,0,9,0,0,1.5,0.375,7,0.291666667,0.194444444,0.777777778,O,0.128205128,----,----,----,AlipatNoN,----,----,467.33669,467,0.33669,4934342,6408230,3663397,10547371,9485864,9008376
483.2235696,483.22357,24,36,0,10,0,0,1.5,0.416666667,7,0.291666667,0.194444444,0.7,O,0.105263158,----,----,----,AlipatNoN,----,----,483.33531,483,0.33531,4379495,5235077,2964351,8080089,6604211,6826705
499.2184842,499.21848,24,36,0,11,0,0,1.5,0.458333333,7,0.291666667,0.194444444,0.636363636,O,0.081081081,----,----,----,AlipatNoN,----,----,499.33392,499,0.33392,2434357,3854541,1741573,6254390,4421367,4211331
515.2133988,515.2134,24,36,0,12,0,0,1.5,0.5,7,0.291666667,0.194444444,0.583333333,O,0.055555556,----,----,----,AlipatNoN,----,----,515.33253,515,0.33253,1956147,2156645,1553866,3603191,2599689,2021977
643.1727156,643.17272,24,36,0,20,0,0,1.5,0.833333333,7,0.291666667,0.194444444,0.35,O,-0.214285714,----,----,----,----,SatFACarb,----,643.32144,643,0.32144,2824386,6281104,1762498,13228280,14490808,9370250
421.2595612,421.25956,24,38,0,6,0,0,1.583333333,0.25,6,0.25,0.157894737,1,O,0.142857143,----,----,----,AlipatNoN,----,----,421.35697,421,0.35697,2611520,2063133,1559130,3245280,3392688,2815001
437.2544758,437.25448,24,38,0,7,0,0,1.583333333,0.291666667,6,0.25,0.157894737,0.857142857,O,0.12195122,----,----,----,AlipatNoN,----,----,437.35558,437,0.35558,2679607,3153764,1941421,5623173,5834545,4878194
453.2493904,453.24939,24,38,0,8,0,0,1.583333333,0.333333333,6,0.25,0.157894737,0.75,O,0.1,----,----,----,AlipatNoN,----,----,453.3542,453,0.3542,4021610,4184495,2568941,7494564,6918954,6280234
469.244305,469.2443,24,38,0,9,0,0,1.583333333,0.375,6,0.25,0.157894737,0.666666667,O,0.076923077,----,----,----,AlipatNoN,----,----,469.35281,469,0.35281,3637935,4829225,2440216,7872956,7442153,6960506
485.2392196,485.23922,24,38,0,10,0,0,1.583333333,0.416666667,6,0.25,0.157894737,0.6,O,0.052631579,----,----,----,AlipatNoN,----,----,485.35142,485,0.35142,3092385,3730909,1914338,7119960,5574358,5368771
645.1883656,645.18837,24,38,0,20,0,0,1.583333333,0.833333333,6,0.25,0.157894737,0.3,O,-0.285714286,----,----,----,----,SatFACarb,----,645.33756,645,0.33756,8208550,13705086,4388040,28989753,20774031,15366650
661.1832802,661.18328,24,38,0,21,0,0,1.583333333,0.875,6,0.25,0.157894737,0.285714286,O,-0.333333333,----,----,----,----,SatFACarb,----,661.33617,661,0.33617,4910939,6412106,2296200,13687702,11877061,7908553
608.2308396,608.23084,24,39,3,15,0,0,1.625,0.625,7,0.291666667,0.179487179,0.466666667,O,-0.148148148,----,----,----,----,SatFACarb,----,608.37148,608,0.37148,8712248,10098222,3465011,50837795,32455984,22298323
471.259955,471.25995,24,40,0,9,0,0,1.666666667,0.375,5,0.208333333,0.125,0.555555556,O,0.025641026,----,----,----,AlipatNoN,----,----,471.36893,471,0.36893,2797224,2629178,1648159,5375712,4973500,3933712
631.209101,631.2091,24,40,0,19,0,0,1.666666667,0.791666667,5,0.208333333,0.125,0.263157895,O,-0.310344828,----,----,----,----,SatFACarb,----,631.35506,631,0.35506,10201355,15577235,5147897,30095358,24542549,16252212
647.2040156,647.20402,24,40,0,20,0,0,1.666666667,0.833333333,5,0.208333333,0.125,0.25,O,-0.357142857,----,----,----,----,SatFACarb,----,647.35367,647,0.35367,9869447,13188977,4744403,25786750,19733603,15997284
367.3581528,367.35815,24,48,0,2,0,0,2,0.083333333,1,0.041666667,0.020833333,0.5,O,0,----,----,----,AlipatNoN,----,----,367.4431,367,0.4431,3792962,2178541,2326368,3712445,3497404,2888171
511.0881988,511.0882,25,20,0,12,0,0,0.8,0.48,16,0.64,0.8,1.333333333,CRAM,0.526315789,----,Aromatic,----,----,----,----,511.20638,511,0.20638,2480522,3229575,1890127,2224166,2241339,2139962
527.0831134,527.08311,25,20,0,13,0,0,0.8,0.52,16,0.64,0.8,1.230769231,CRAM,0.513513514,----,Aromatic,----,----,----,----,527.20499,527,0.20499,2560128,3539551,1988560,2532299,2091191,1962380
543.078028,543.07803,25,20,0,14,0,0,0.8,0.56,16,0.64,0.8,1.142857143,CRAM,0.5,----,----,HUnSatLig,----,----,----,543.20361,543,0.20361,2935815,3708833,1717566,2001424,2060485,1964935
559.0729426,559.07294,25,20,0,15,0,0,0.8,0.6,16,0.64,0.8,1.066666667,CRAM,0.485714286,----,----,HUnSatLig,----,----,----,559.20222,559,0.20222,2311327,3720973,1566959,2154337,1926875,1919895
513.1038488,513.10385,25,22,0,12,0,0,0.88,0.48,15,0.6,0.681818182,1.25,CRAM,0.473684211,----,----,HUnSatLig,----,----,----,513.2225,513,0.2225,2641769,4006901,2049426,2150797,2560548,1802193
529.0987634,529.09876,25,22,0,13,0,0,0.88,0.52,15,0.6,0.681818182,1.153846154,CRAM,0.459459459,----,----,HUnSatLig,----,----,----,529.22111,529,0.22111,2902483,4710048,2064802,2531011,2831138,2522492
545.093678,545.09368,25,22,0,14,0,0,0.88,0.56,15,0.6,0.681818182,1.071428571,CRAM,0.444444444,----,----,HUnSatLig,----,----,----,545.21972,545,0.21972,2973464,4394921,1746116,2171043,2299100,2480918
499.1245842,499.12458,25,24,0,11,0,0,0.96,0.44,14,0.56,0.583333333,1.272727273,CRAM,0.435897436,----,----,HUnSatLig,----,----,----,499.24,499,0.24,2975026,4155592,1562880,3019555,2639593,2662008
515.1194988,515.1195,25,24,0,12,0,0,0.96,0.48,14,0.56,0.583333333,1.166666667,CRAM,0.421052632,----,----,HUnSatLig,----,----,----,515.23861,515,0.23861,3086645,4286560,2141640,3074792,2643711,2025556
531.1144134,531.11441,25,24,0,13,0,0,0.96,0.52,14,0.56,0.583333333,1.076923077,CRAM,0.405405405,----,----,HUnSatLig,----,----,----,531.23723,531,0.23723,3122457,5108441,2078055,2716589,2809728,2231131
547.109328,547.10933,25,24,0,14,0,0,0.96,0.56,14,0.56,0.583333333,1,CRAM,0.388888889,----,----,HUnSatLig,----,----,----,547.23584,547,0.23584,2999846,4675498,1457220,2608425,2008811,2051231
563.1042426,563.10424,25,24,0,15,0,0,0.96,0.6,14,0.56,0.583333333,0.933333333,CRAM,0.371428571,----,----,HUnSatLig,----,----,----,563.23445,563,0.23445,2394857,4234902,1572285,NA,NA,NA
485.1453196,485.14532,25,26,0,10,0,0,1.04,0.4,13,0.52,0.5,1.3,CRAM,0.4,----,----,HUnSatLig,----,----,----,485.2575,485,0.2575,3001758,4395481,1888221,3604550,3309256,2558903
501.1402342,501.14023,25,26,0,11,0,0,1.04,0.44,13,0.52,0.5,1.181818182,CRAM,0.384615385,----,----,HUnSatLig,----,----,----,501.25612,501,0.25612,3281244,4634944,2255219,3719350,3307534,3307363
517.1351488,517.13515,25,26,0,12,0,0,1.04,0.48,13,0.52,0.5,1.083333333,CRAM,0.368421053,----,----,HUnSatLig,----,----,----,517.25473,517,0.25473,3698927,4935877,2274798,3845173,3294153,3102911
533.1300634,533.13006,25,26,0,13,0,0,1.04,0.52,13,0.52,0.5,1,CRAM,0.351351351,----,----,HUnSatLig,----,----,----,533.25334,533,0.25334,3587155,5259020,2224930,3542154,2938833,3148075
549.124978,549.12498,25,26,0,14,0,0,1.04,0.56,13,0.52,0.5,0.928571429,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,549.25196,549,0.25196,3117363,4716451,2202046,2316708,2722036,2792994
565.1198926,565.11989,25,26,0,15,0,0,1.04,0.6,13,0.52,0.5,0.866666667,CRAM,0.314285714,----,----,HUnSatLig,----,----,----,565.25057,565,0.25057,2280987,3124814,1745187,NA,NA,NA
439.1762258,439.17623,25,28,0,7,0,0,1.12,0.28,12,0.48,0.428571429,1.714285714,CRAM,0.395348837,----,----,HUnSatLig,----,----,----,439.27778,439,0.27778,2411651,2334455,1602257,3093941,2892576,2125049
455.1711404,455.17114,25,28,0,8,0,0,1.12,0.32,12,0.48,0.428571429,1.5,CRAM,0.380952381,----,----,HUnSatLig,----,----,----,455.27639,455,0.27639,3414231,3795280,2464331,4704278,4193111,3734525
471.166055,471.16605,25,28,0,9,0,0,1.12,0.36,12,0.48,0.428571429,1.333333333,CRAM,0.365853659,----,----,HUnSatLig,----,----,----,471.27501,471,0.27501,3570344,4649017,3063326,5790418,4344754,4401673
487.1609696,487.16097,25,28,0,10,0,0,1.12,0.4,12,0.48,0.428571429,1.2,CRAM,0.35,----,----,HUnSatLig,----,----,----,487.27362,487,0.27362,4856794,5868087,1816135,5576140,5117935,4671663
503.1558842,503.15588,25,28,0,11,0,0,1.12,0.44,12,0.48,0.428571429,1.090909091,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,503.27223,503,0.27223,4155772,5806520,2405858,5126725,4470061,4228164
519.1507988,519.1508,25,28,0,12,0,0,1.12,0.48,12,0.48,0.428571429,1,CRAM,0.315789474,----,----,HUnSatLig,----,----,----,519.27084,519,0.27084,4123796,5784868,3079685,4948339,3542145,3741971
535.1457134,535.14571,25,28,0,13,0,0,1.12,0.52,12,0.48,0.428571429,0.923076923,CRAM,0.297297297,----,----,HUnSatLig,----,----,----,535.26946,535,0.26946,3563395,5372729,1968850,3191130,3017751,2813165
551.140628,551.14063,25,28,0,14,0,0,1.12,0.56,12,0.48,0.428571429,0.857142857,CRAM,0.277777778,----,----,HUnSatLig,----,----,----,551.26807,551,0.26807,2478656,4250517,1979188,2138644,2216695,1993633
441.1918758,441.19188,25,30,0,7,0,0,1.2,0.28,11,0.44,0.366666667,1.571428571,CRAM,0.348837209,----,----,HUnSatLig,----,----,----,441.29389,441,0.29389,4085185,3974271,2437097,6065640,5533455,5002875
457.1867904,457.18679,25,30,0,8,0,0,1.2,0.32,11,0.44,0.366666667,1.375,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,457.29251,457,0.29251,5177421,6576376,3343284,8311969,7320473,6513636
473.181705,473.1817,25,30,0,9,0,0,1.2,0.36,11,0.44,0.366666667,1.222222222,CRAM,0.317073171,----,----,HUnSatLig,----,----,----,473.29112,473,0.29112,5994158,7970902,3724854,9647111,8259732,7345841
489.1766196,489.17662,25,30,0,10,0,0,1.2,0.4,11,0.44,0.366666667,1.1,CRAM,0.3,----,----,HUnSatLig,----,----,----,489.28973,489,0.28973,5808153,7869083,3422390,8228696,7901467,7329194
505.1715342,505.17153,25,30,0,11,0,0,1.2,0.44,11,0.44,0.366666667,1,CRAM,0.282051282,----,----,HUnSatLig,----,----,----,505.28835,505,0.28835,5239187,7331376,3110987,7322574,6435396,5547290
521.1664488,521.16645,25,30,0,12,0,0,1.2,0.48,11,0.44,0.366666667,0.916666667,CRAM,0.263157895,----,----,HUnSatLig,----,----,----,521.28696,521,0.28696,4509734,5797245,2788876,5748387,4659496,4079952
537.1613634,537.16136,25,30,0,13,0,0,1.2,0.52,11,0.44,0.366666667,0.846153846,CRAM,0.243243243,----,----,HUnSatLig,----,----,----,537.28557,537,0.28557,3172010,4698974,1994872,3608093,3408978,3441825
427.2126112,427.21261,25,32,0,6,0,0,1.28,0.24,10,0.4,0.3125,1.666666667,CRAM,0.318181818,----,----,HUnSatLig,----,----,----,427.3114,427,0.3114,3792455,3826427,2338226,5902392,5130042,4689289
443.2075258,443.20753,25,32,0,7,0,0,1.28,0.28,10,0.4,0.3125,1.428571429,CRAM,0.302325581,----,----,HUnSatLig,----,----,----,443.31001,443,0.31001,5933310,6818819,4084994,9863710,8999680,8037888
459.2024404,459.20244,25,32,0,8,0,0,1.28,0.32,10,0.4,0.3125,1.25,CRAM,0.285714286,----,----,HUnSatLig,----,----,----,459.30862,459,0.30862,7276501,8902830,5281587,13063489,11348975,10644453
475.197355,475.19735,25,32,0,9,0,0,1.28,0.36,10,0.4,0.3125,1.111111111,CRAM,0.268292683,----,----,HUnSatLig,----,----,----,475.30724,475,0.30724,8400577,9705598,5132893,13794635,12226948,10305387
491.1922696,491.19227,25,32,0,10,0,0,1.28,0.4,10,0.4,0.3125,1,CRAM,0.25,----,----,HUnSatLig,----,----,----,491.30585,491,0.30585,6891607,9155332,4454698,11831529,9648713,9019047
507.1871842,507.18718,25,32,0,11,0,0,1.28,0.44,10,0.4,0.3125,0.909090909,CRAM,0.230769231,----,----,HUnSatLig,----,----,----,507.30446,507,0.30446,6220189,6712999,3555501,8533329,7373649,6516194
523.1820988,523.1821,25,32,0,12,0,0,1.28,0.48,10,0.4,0.3125,0.833333333,CRAM,0.210526316,----,----,HUnSatLig,----,----,----,523.30308,523,0.30308,3973030,5521873,2489861,5900228,4974015,4975992
429.2282612,429.22826,25,34,0,6,0,0,1.36,0.24,9,0.36,0.264705882,1.5,CRAM,0.272727273,----,----,HUnSatLig,----,----,----,429.32751,429,0.32751,4288968,4543175,2877692,7315597,6216522,6132019
445.2231758,445.22318,25,34,0,7,0,0,1.36,0.28,9,0.36,0.264705882,1.285714286,CRAM,0.255813953,----,----,HUnSatLig,----,----,----,445.32613,445,0.32613,7134267,7492485,4170782,12300889,10455798,10005899
461.2180904,461.21809,25,34,0,8,0,0,1.36,0.32,9,0.36,0.264705882,1.125,CRAM,0.238095238,----,----,HUnSatLig,----,----,----,461.32474,461,0.32474,8456051,9904243,5756619,15562234,13327453,13128706
477.213005,477.213,25,34,0,9,0,0,1.36,0.36,9,0.36,0.264705882,1,CRAM,0.219512195,----,----,HUnSatLig,----,----,----,477.32335,477,0.32335,9234142,10530994,6097556,15867550,13730434,13719604
493.2079196,493.20792,25,34,0,10,0,0,1.36,0.4,9,0.36,0.264705882,0.9,CRAM,0.2,----,----,HUnSatLig,----,----,----,493.32197,493,0.32197,6224020,8512370,4479393,12491389,10656632,8984484
509.2028342,509.20283,25,34,0,11,0,0,1.36,0.44,9,0.36,0.264705882,0.818181818,CRAM,0.179487179,----,----,HUnSatLig,----,----,----,509.32058,509,0.32058,5357978,5990172,2633990,7669452,7373908,6475420
525.1977488,525.19775,25,34,0,12,0,0,1.36,0.48,9,0.36,0.264705882,0.75,O,0.157894737,----,----,HUnSatLig,----,----,----,525.31919,525,0.31919,3610389,4582941,2222064,5421271,3996230,3457419
541.1926634,541.19266,25,34,0,13,0,0,1.36,0.52,9,0.36,0.264705882,0.692307692,O,0.135135135,----,----,HUnSatLig,----,----,----,541.31781,541,0.31781,2516195,2668434,1454505,4129661,3347625,2605034
415.2489966,415.249,25,36,0,5,0,0,1.44,0.2,8,0.32,0.222222222,1.6,CRAM,0.244444444,----,----,HUnSatLig,----,----,----,415.34502,415,0.34502,2386756,2003035,1592866,2832583,3319150,2942414
431.2439112,431.24391,25,36,0,6,0,0,1.44,0.24,8,0.32,0.222222222,1.333333333,CRAM,0.227272727,----,----,HUnSatLig,----,----,----,431.34363,431,0.34363,4378935,4034177,2368055,6360279,6163279,5714128
447.2388258,447.23883,25,36,0,7,0,0,1.44,0.28,8,0.32,0.222222222,1.142857143,CRAM,0.209302326,----,----,HUnSatLig,----,----,----,447.34224,447,0.34224,6043514,6506249,3621697,11270811,9964274,10202399
463.2337404,463.23374,25,36,0,8,0,0,1.44,0.32,8,0.32,0.222222222,1,CRAM,0.19047619,----,----,HUnSatLig,----,----,----,463.34086,463,0.34086,7223077,8245322,4743805,12850890,12266722,10861627
479.228655,479.22865,25,36,0,9,0,0,1.44,0.36,8,0.32,0.222222222,0.888888889,CRAM,0.170731707,----,----,HUnSatLig,----,----,----,479.33947,479,0.33947,7018245,7475440,4159192,13320190,11301771,10172682
495.2235696,495.22357,25,36,0,10,0,0,1.44,0.4,8,0.32,0.222222222,0.8,CRAM,0.15,----,----,HUnSatLig,----,----,----,495.33808,495,0.33808,5219535,6366180,3005977,9835538,8651942,7874719
511.2184842,511.21848,25,36,0,11,0,0,1.44,0.44,8,0.32,0.222222222,0.727272727,O,0.128205128,----,----,HUnSatLig,----,----,----,511.3367,511,0.3367,3725704,4421518,1975124,6985789,6192458,5324613
449.2544758,449.25448,25,38,0,7,0,0,1.52,0.28,7,0.28,0.184210526,1,O,0.162790698,----,----,----,AlipatNoN,----,----,449.35836,449,0.35836,3954368,4527759,2397805,7518951,6990585,6297789
465.2493904,465.24939,25,38,0,8,0,0,1.52,0.32,7,0.28,0.184210526,0.875,O,0.142857143,----,----,----,AlipatNoN,----,----,465.35697,465,0.35697,4746988,5139504,3058757,9148338,9092476,7603342
481.244305,481.2443,25,38,0,9,0,0,1.52,0.36,7,0.28,0.184210526,0.777777778,O,0.12195122,----,----,----,AlipatNoN,----,----,481.35559,481,0.35559,4466483,6000951,2907943,9214314,8395933,7584235
497.2392196,497.23922,25,38,0,10,0,0,1.52,0.4,7,0.28,0.184210526,0.7,O,0.1,----,----,----,AlipatNoN,----,----,497.3542,497,0.3542,3903749,4384857,2923665,7947688,7075283,6099350
451.2701258,451.27013,25,40,0,7,0,0,1.6,0.28,6,0.24,0.15,0.857142857,O,0.11627907,----,----,----,AlipatNoN,----,----,451.37448,451,0.37448,1787918,1883162,1603492,4392767,4090634,3644523
467.2650404,467.26504,25,40,0,8,0,0,1.6,0.32,6,0.24,0.15,0.75,O,0.095238095,----,----,----,AlipatNoN,----,----,467.37309,467,0.37309,3432133,3882022,2127396,6424752,5910059,4761850
499.2548696,499.25487,25,40,0,10,0,0,1.6,0.4,6,0.24,0.15,0.6,O,0.05,----,----,----,AlipatNoN,----,----,499.37031,499,0.37031,2456885,2797776,1784583,6352701,5316349,4799112
659.2040156,659.20402,25,40,0,20,0,0,1.6,0.8,6,0.24,0.15,0.3,O,-0.266666667,----,----,----,----,SatFACarb,----,659.35645,659,0.35645,4046733,7059280,2344291,11946825,8162059,5279098
677.2145802,677.21458,25,42,0,21,0,0,1.68,0.84,5,0.2,0.119047619,0.238095238,O,-0.379310345,----,----,----,----,SatFACarb,----,677.37118,677,0.37118,3967390,6610515,2050853,6505870,6707210,4175662
523.0881988,523.0882,26,20,0,12,0,0,0.769230769,0.461538462,17,0.653846154,0.85,1.416666667,CRAM,0.55,----,Aromatic,----,----,----,----,523.20916,523,0.20916,1705388,2305485,1505286,NA,NA,NA
555.078028,555.07803,26,20,0,14,0,0,0.769230769,0.538461538,17,0.653846154,0.85,1.214285714,CRAM,0.526315789,----,Aromatic,----,----,----,----,555.20638,555,0.20638,1733227,2364769,1565209,2480846,2077424,1746591
541.0987634,541.09876,26,22,0,13,0,0,0.846153846,0.5,16,0.615384615,0.727272727,1.230769231,CRAM,0.487179487,----,----,HUnSatLig,----,----,----,541.22388,541,0.22388,2175214,3027857,1752495,NA,NA,NA
511.1245842,511.12458,26,24,0,11,0,0,0.923076923,0.423076923,15,0.576923077,0.625,1.363636364,CRAM,0.463414634,----,----,HUnSatLig,----,----,----,511.24277,511,0.24277,2356617,3161993,1885520,2260012,2674495,2390845
543.1144134,543.11441,26,24,0,13,0,0,0.923076923,0.5,15,0.576923077,0.625,1.153846154,CRAM,0.435897436,----,----,HUnSatLig,----,----,----,543.24,543,0.24,2887683,3611553,1837884,2746387,3030214,2177414
559.109328,559.10933,26,24,0,14,0,0,0.923076923,0.538461538,15,0.576923077,0.625,1.071428571,CRAM,0.421052632,----,----,HUnSatLig,----,----,----,559.23861,559,0.23861,2557595,4034316,1439981,2995042,2583770,1967509
497.1453196,497.14532,26,26,0,10,0,0,1,0.384615385,14,0.538461538,0.538461538,1.4,CRAM,0.428571429,----,----,HUnSatLig,----,----,----,497.26028,497,0.26028,2471683,2947667,1552523,2193301,2489797,2165131
513.1402342,513.14023,26,26,0,11,0,0,1,0.423076923,14,0.538461538,0.538461538,1.272727273,CRAM,0.414634146,----,----,HUnSatLig,----,----,----,513.25889,513,0.25889,2688360,3363319,1794707,2743699,3136040,2480084
529.1351488,529.13515,26,26,0,12,0,0,1,0.461538462,14,0.538461538,0.538461538,1.166666667,CRAM,0.4,----,----,HUnSatLig,----,----,----,529.2575,529,0.2575,2621903,5034657,1847201,3728071,3024676,3172219
561.124978,561.12498,26,26,0,14,0,0,1,0.538461538,14,0.538461538,0.538461538,1,CRAM,0.368421053,----,----,HUnSatLig,----,----,----,561.25473,561,0.25473,2222524,3682005,2145876,2667421,2545868,2109203
577.1198926,577.11989,26,26,0,15,0,0,1,0.576923077,14,0.538461538,0.538461538,0.933333333,CRAM,0.351351351,----,----,HUnSatLig,----,----,----,577.25334,577,0.25334,2574420,3727336,1553333,1938975,2085491,1734126
467.1711404,467.17114,26,28,0,8,0,0,1.076923077,0.307692308,13,0.5,0.464285714,1.625,CRAM,0.409090909,----,----,HUnSatLig,----,----,----,467.27917,467,0.27917,2130118,2347046,1918502,1943203,2653219,2390772
483.166055,483.16605,26,28,0,9,0,0,1.076923077,0.346153846,13,0.5,0.464285714,1.444444444,CRAM,0.395348837,----,----,HUnSatLig,----,----,----,483.27778,483,0.27778,3479398,3556739,1828477,3349199,2922923,3053258
499.1609696,499.16097,26,28,0,10,0,0,1.076923077,0.384615385,13,0.5,0.464285714,1.3,CRAM,0.380952381,----,----,HUnSatLig,----,----,----,499.27639,499,0.27639,2428723,3375306,2327298,3351338,3543791,3330685
515.1558842,515.15588,26,28,0,11,0,0,1.076923077,0.423076923,13,0.5,0.464285714,1.181818182,CRAM,0.365853659,----,----,HUnSatLig,----,----,----,515.27501,515,0.27501,3590452,3976290,1888712,4395758,3755779,2740310
