mass,m/z,C,H,N,O,S,P,H/C,O/C,DBE,DBE/C,DBE/H,DBE/O,CRAM,AI-mod,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,KM,NKM,KMD,PosSW10.csv,PosSW11.csv,PosSW12.csv,PosSWGt22.csv,PosSWGt23.csv,PosSWGt24.csv
599.146501,599.1465,22,32,0,19,0,0,1.454545455,0.863636364,7,0.318181818,0.21875,0.368421053,O,-0.2,----,----,HUnSatLig,----,----,----,599.28504,599,0.28504,6219354,4100255,6376701,2525823,2917209,2820293
437.093678,437.09368,16,22,0,14,0,0,1.375,0.875,6,0.375,0.272727273,0.428571429,O,-0.111111111,----,----,HUnSatLig,----,----,----,437.19475,437,0.19475,11197738,5086426,7736776,2539515,2599938,2605863
443.1194988,443.1195,19,24,0,12,0,0,1.263157895,0.631578947,8,0.421052632,0.333333333,0.666666667,O,0.153846154,----,----,HUnSatLig,----,----,----,443.22196,443,0.22196,8315527,6764058,8176529,2588697,3396224,3225958
419.1194988,419.1195,17,24,0,12,0,0,1.411764706,0.705882353,6,0.352941176,0.25,0.5,O,0,----,----,HUnSatLig,----,----,----,419.21641,419,0.21641,8168315,5357216,5982860,2595157,2175255,2462855
449.1300634,449.13006,18,26,0,13,0,0,1.444444444,0.722222222,6,0.333333333,0.230769231,0.461538462,O,-0.043478261,----,----,HUnSatLig,----,----,----,449.23392,449,0.23392,5459983,3467607,5133676,2595887,2131238,2360238
481.1351488,481.13515,22,26,0,12,0,0,1.181818182,0.545454545,10,0.454545455,0.384615385,0.833333333,CRAM,0.25,----,----,HUnSatLig,----,----,----,481.2464,481,0.2464,4647211,4854738,4931111,2608586,3280774,3249005
403.103455,403.10345,20,20,0,9,0,0,1,0.45,11,0.55,0.55,1.222222222,CRAM,0.419354839,----,----,HUnSatLig,----,----,----,403.19667,403,0.19667,3589873,6456515,5805225,2629119,4311062,3761594
385.0776342,385.07763,16,18,0,11,0,0,1.125,0.6875,8,0.5,0.444444444,0.727272727,O,0.238095238,----,----,HUnSatLig,----,----,----,385.16668,385,0.16668,12582755,11179822,12233750,2654221,3303034,3216066
375.0932842,375.09328,15,20,0,11,0,0,1.333333333,0.733333333,6,0.4,0.3,0.545454545,O,0.052631579,----,----,HUnSatLig,----,----,----,375.18002,375,0.18002,12191074,8328180,9976241,2744106,2439570,2954817
433.1140196,433.11402,21,22,0,10,0,0,1.047619048,0.476190476,11,0.523809524,0.5,1.1,CRAM,0.375,----,----,HUnSatLig,----,----,----,433.21417,433,0.21417,3211998,5691020,5182252,2748186,4290810,3660346
429.1038488,429.10385,18,22,0,12,0,0,1.222222222,0.666666667,8,0.444444444,0.363636364,0.666666667,O,0.166666667,----,----,HUnSatLig,----,----,----,429.20307,429,0.20307,8370297,7830546,8448112,2789905,2995160,3035949
463.1245842,463.12458,22,24,0,11,0,0,1.090909091,0.5,11,0.5,0.458333333,1,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,463.23167,463,0.23167,3593817,4923946,4936184,2835647,3558380,2827513
583.1515864,583.15159,22,32,0,18,0,0,1.454545455,0.818181818,7,0.318181818,0.21875,0.388888889,O,-0.153846154,----,----,HUnSatLig,----,----,----,583.28643,583,0.28643,4201248,3887667,5529051,2836532,3381677,3156899
441.1038488,441.10385,19,22,0,12,0,0,1.157894737,0.631578947,9,0.473684211,0.409090909,0.75,O,0.230769231,----,----,HUnSatLig,----,----,----,441.20585,441,0.20585,7758695,7300873,8270927,2849470,3213056,2808318
479.140628,479.14063,19,28,0,14,0,0,1.473684211,0.736842105,6,0.315789474,0.214285714,0.428571429,O,-0.083333333,----,----,HUnSatLig,----,----,----,479.25142,479,0.25142,3713241,2791392,3332590,2862527,2854636,2512694
313.0928904,313.09289,14,18,0,8,0,0,1.285714286,0.571428571,6,0.428571429,0.333333333,0.75,O,0.2,----,----,HUnSatLig,----,----,----,313.16529,313,0.16529,3591693,2978112,2664631,2887971,2645104,3054818
433.1351488,433.13515,18,26,0,12,0,0,1.444444444,0.666666667,6,0.333333333,0.230769231,0.5,O,0,----,----,HUnSatLig,----,----,----,433.2353,433,0.2353,7831260,4424329,5988138,2906905,2565881,2536505
423.0932842,423.09328,19,20,0,11,0,0,1.052631579,0.578947368,10,0.526315789,0.5,0.909090909,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,423.19112,423,0.19112,6429312,8453597,8163821,2923279,3712716,3639347
405.1038488,405.10385,16,22,0,12,0,0,1.375,0.75,6,0.375,0.272727273,0.5,O,0,----,----,HUnSatLig,----,----,----,405.19752,405,0.19752,11584384,7431557,9412959,2924258,3158252,3036293
455.1194988,455.1195,20,24,0,12,0,0,1.2,0.6,9,0.45,0.375,0.75,O,0.214285714,----,----,HUnSatLig,----,----,----,455.22474,455,0.22474,6776324,6511823,7053206,2950259,3295794,2553398
331.103455,331.10345,14,20,0,9,0,0,1.428571429,0.642857143,5,0.357142857,0.25,0.555555556,O,0.052631579,----,----,HUnSatLig,----,----,----,331.18002,331,0.18002,5645252,4010989,4948579,3010996,2796565,2941461
469.1351488,469.13515,21,26,0,12,0,0,1.238095238,0.571428571,9,0.428571429,0.346153846,0.75,O,0.2,----,----,HUnSatLig,----,----,----,469.24363,469,0.24363,6245381,5614816,6927747,3060236,3308693,3077298
477.1402342,477.14023,23,26,0,11,0,0,1.130434783,0.47826087,11,0.47826087,0.423076923,1,CRAM,0.314285714,----,----,HUnSatLig,----,----,----,477.25057,477,0.25057,3022994,3615737,4170175,3103164,3864155,3474183
491.1558842,491.15588,24,28,0,11,0,0,1.166666667,0.458333333,11,0.458333333,0.392857143,1,CRAM,0.297297297,----,----,HUnSatLig,----,----,----,491.26946,491,0.26946,2454856,3015713,3818439,3145298,4123373,3822813
407.0831134,407.08311,15,20,0,13,0,0,1.333333333,0.866666667,6,0.4,0.3,0.461538462,O,-0.058823529,----,----,HUnSatLig,----,----,----,407.17725,407,0.17725,10126310,5968410,8075756,3173788,3569050,3306794
393.0827196,393.08272,18,18,0,10,0,0,1,0.555555556,10,0.555555556,0.555555556,1,CRAM,0.384615385,----,----,HUnSatLig,----,----,----,393.17361,393,0.17361,6538702,9438859,9478885,3178344,4390329,4143021
555.1202864,555.12029,20,28,0,18,0,0,1.4,0.9,7,0.35,0.25,0.388888889,O,-0.181818182,----,----,HUnSatLig,----,----,----,555.24865,555,0.24865,5603980,3684017,4823798,3293293,6057890,4662895
397.0776342,397.07763,17,18,0,11,0,0,1.058823529,0.647058824,9,0.529411765,0.5,0.818181818,CRAM,0.304347826,----,----,HUnSatLig,----,----,----,397.16945,397,0.16945,10166346,11825530,13544860,3335279,4256939,3797627
509.1664488,509.16645,24,30,0,12,0,0,1.25,0.5,10,0.416666667,0.333333333,0.833333333,CRAM,0.222222222,----,----,HUnSatLig,----,----,----,509.28419,509,0.28419,3587956,3838518,4360088,3353494,3872988,4150207
379.0881988,379.0882,14,20,0,12,0,0,1.428571429,0.857142857,5,0.357142857,0.25,0.416666667,O,-0.125,----,----,HUnSatLig,----,----,----,379.17586,379,0.17586,14457240,7633064,10757644,3371953,4163617,3673768
511.1304572,511.13046,19,28,0,16,0,0,1.473684211,0.842105263,6,0.315789474,0.214285714,0.375,O,-0.181818182,----,----,HUnSatLig,----,----,----,511.24865,511,0.24865,7994318,5787261,7308284,3385259,4009307,3392510
347.0983696,347.09837,14,20,0,10,0,0,1.428571429,0.714285714,5,0.357142857,0.25,0.5,O,0,----,----,HUnSatLig,----,----,----,347.17863,347,0.17863,6446595,4684653,4713822,3392292,5128674,3708628
495.1507988,495.1508,23,28,0,12,0,0,1.217391304,0.52173913,10,0.434782609,0.357142857,0.833333333,CRAM,0.235294118,----,----,HUnSatLig,----,----,----,495.2653,495,0.2653,3880001,4657271,5349527,3397278,4624474,3609992
447.1507988,447.1508,19,28,0,12,0,0,1.473684211,0.631578947,6,0.315789474,0.214285714,0.5,O,0,----,----,HUnSatLig,----,----,----,447.2542,447,0.2542,5787863,3810877,5150235,3403470,2796432,3457595
447.1296696,447.12967,22,24,0,10,0,0,1.090909091,0.454545455,11,0.5,0.458333333,1.1,CRAM,0.352941176,----,----,HUnSatLig,----,----,----,447.23306,447,0.23306,3124953,4048959,3931677,3417808,4753809,3802684
387.0932842,387.09328,16,20,0,11,0,0,1.25,0.6875,7,0.4375,0.35,0.636363636,O,0.142857143,----,----,HUnSatLig,----,----,----,387.18279,387,0.18279,12732714,9378099,11652596,3428875,3817587,3426981
467.1042426,467.10424,17,24,0,15,0,0,1.411764706,0.882352941,6,0.352941176,0.25,0.4,O,-0.157894737,----,----,HUnSatLig,----,----,----,467.21225,467,0.21225,12692493,6761792,9426330,3433019,3198025,3025083
415.1398404,415.13984,22,24,0,8,0,0,1.090909091,0.363636364,11,0.5,0.458333333,1.375,CRAM,0.388888889,----,----,HUnSatLig,----,----,----,415.23584,415,0.23584,2638872,3655416,3386061,3439418,4513547,4327555
483.1507988,483.1508,22,28,0,12,0,0,1.272727273,0.545454545,9,0.409090909,0.321428571,0.75,O,0.1875,----,----,HUnSatLig,----,----,----,483.26252,483,0.26252,5371273,5499855,5617259,3461595,3975210,3518380
457.1351488,457.13515,20,26,0,12,0,0,1.3,0.6,8,0.4,0.307692308,0.666666667,O,0.142857143,----,----,HUnSatLig,----,----,----,457.24085,457,0.24085,8088950,6705164,8095506,3494385,4062208,4169679
417.119105,417.1191,21,22,0,9,0,0,1.047619048,0.428571429,11,0.523809524,0.5,1.222222222,CRAM,0.393939394,----,----,HUnSatLig,----,----,----,417.21556,417,0.21556,3144663,5518043,4782778,3515732,5132061,4381841
461.1453196,461.14532,23,26,0,10,0,0,1.130434783,0.434782609,11,0.47826087,0.423076923,1.1,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,461.25195,461,0.25195,2862752,3215544,4243010,3567382,4316125,4623151
471.1507988,471.1508,21,28,0,12,0,0,1.333333333,0.571428571,8,0.380952381,0.285714286,0.666666667,O,0.133333333,----,----,HUnSatLig,----,----,----,471.25975,471,0.25975,6595600,5597329,6315389,3626472,3820786,3863222
487.1820988,487.1821,22,32,0,12,0,0,1.454545455,0.545454545,7,0.318181818,0.21875,0.583333333,O,0.0625,----,----,HUnSatLig,----,----,----,487.29475,487,0.29475,4572766,4125671,4521741,3627535,4271494,4922429
437.1089342,437.10893,20,22,0,11,0,0,1.1,0.55,10,0.5,0.454545455,0.909090909,CRAM,0.310344828,----,----,HUnSatLig,----,----,----,437.21001,437,0.21001,6331688,7606488,7960007,3629562,5237761,4212006
357.0827196,357.08272,15,18,0,10,0,0,1.2,0.666666667,7,0.466666667,0.388888889,0.7,O,0.2,----,----,HUnSatLig,----,----,----,357.16529,357,0.16529,11729122,8373586,10728601,3644397,3813787,4105905
523.1820988,523.1821,25,32,0,12,0,0,1.28,0.48,10,0.4,0.3125,0.833333333,CRAM,0.210526316,----,----,HUnSatLig,----,----,----,523.30308,523,0.30308,3094774,3276827,3821026,3682198,3653421,4284623
485.1664488,485.16645,22,30,0,12,0,0,1.363636364,0.545454545,8,0.363636364,0.266666667,0.666666667,O,0.125,----,----,HUnSatLig,----,----,----,485.27864,485,0.27864,5005808,4342742,5146296,3721714,4065493,4431858
411.0932842,411.09328,18,20,0,11,0,0,1.111111111,0.611111111,9,0.5,0.45,0.818181818,CRAM,0.28,----,----,HUnSatLig,----,----,----,411.18834,411,0.18834,10730563,10497746,12292766,3754155,4598417,4337683
505.1715342,505.17153,25,30,0,11,0,0,1.2,0.44,11,0.44,0.366666667,1,CRAM,0.282051282,----,----,HUnSatLig,----,----,----,505.28835,505,0.28835,2705059,3632552,3350209,3793757,4263864,4085550
359.1136258,359.11363,19,20,0,7,0,0,1.052631579,0.368421053,10,0.526315789,0.5,1.428571429,CRAM,0.419354839,----,----,HUnSatLig,----,----,----,359.19667,359,0.19667,2908469,4067294,4244221,3800647,4922391,4613932
445.150405,445.1504,23,26,0,9,0,0,1.130434783,0.391304348,11,0.47826087,0.423076923,1.222222222,CRAM,0.351351351,----,----,HUnSatLig,----,----,----,445.25334,445,0.25334,2363306,3932457,3304146,3801970,4798980,4796110
497.1664488,497.16645,23,30,0,12,0,0,1.304347826,0.52173913,9,0.391304348,0.3,0.75,O,0.176470588,----,----,HUnSatLig,----,----,----,497.28141,497,0.28141,4378816,4250796,5219588,3806919,4339984,4803039
363.0932842,363.09328,14,20,0,11,0,0,1.428571429,0.785714286,5,0.357142857,0.25,0.454545455,O,-0.058823529,----,----,HUnSatLig,----,----,----,363.17724,363,0.17724,8878028,6260971,7539638,3827447,3390721,3858440
459.1507988,459.1508,20,28,0,12,0,0,1.4,0.6,7,0.35,0.25,0.583333333,O,0.071428571,----,----,HUnSatLig,----,----,----,459.25697,459,0.25697,7152895,5800792,7380640,3827579,3676131,3849078
401.1241904,401.12419,21,22,0,8,0,0,1.047619048,0.380952381,11,0.523809524,0.5,1.375,CRAM,0.411764706,----,----,HUnSatLig,----,----,----,401.21694,401,0.21694,2730554,4584408,4167631,3828985,4298524,4017357
511.1820988,511.1821,24,32,0,12,0,0,1.333333333,0.5,9,0.375,0.28125,0.75,O,0.166666667,----,----,HUnSatLig,----,----,----,511.3003,511,0.3003,4198352,3976831,4126719,3908523,4675934,5158912
377.1089342,377.10893,15,22,0,11,0,0,1.466666667,0.733333333,5,0.333333333,0.227272727,0.454545455,O,-0.052631579,----,----,HUnSatLig,----,----,----,377.19614,377,0.19614,11628425,6067803,8522731,3928953,3366886,3618945
361.0928904,361.09289,18,18,0,8,0,0,1,0.444444444,10,0.555555556,0.555555556,1.25,CRAM,0.428571429,----,----,HUnSatLig,----,----,----,361.17639,361,0.17639,4131196,6603360,6099285,3942553,5576328,4850071
315.1085404,315.10854,14,20,0,8,0,0,1.428571429,0.571428571,5,0.357142857,0.25,0.625,O,0.1,----,----,HUnSatLig,----,----,----,315.1814,315,0.1814,3756332,2783862,3120113,3943462,3352007,4195941
537.1977488,537.19775,26,34,0,12,0,0,1.307692308,0.461538462,10,0.384615385,0.294117647,0.833333333,CRAM,0.2,----,----,HUnSatLig,----,----,----,537.32197,537,0.32197,3056738,2848663,3325676,3954278,4748988,4309075
329.087805,329.0878,14,18,0,9,0,0,1.285714286,0.642857143,6,0.428571429,0.333333333,0.666666667,O,0.157894737,----,----,HUnSatLig,----,----,----,329.1639,329,0.1639,6242880,5514311,5898435,3967057,4710490,4737585
401.1089342,401.10893,17,22,0,11,0,0,1.294117647,0.647058824,7,0.411764706,0.318181818,0.636363636,O,0.130434783,----,----,HUnSatLig,----,----,----,401.20168,401,0.20168,14000697,11596758,13017037,4026614,4741914,5011659
365.0725488,365.07255,13,18,0,12,0,0,1.384615385,0.923076923,5,0.384615385,0.277777778,0.416666667,O,-0.142857143,----,----,HUnSatLig,----,----,----,365.15697,365,0.15697,11788822,7219056,9393680,4063570,8665972,7709297
431.134755,431.13475,22,24,0,9,0,0,1.090909091,0.409090909,11,0.5,0.458333333,1.222222222,CRAM,0.371428571,----,----,HUnSatLig,----,----,----,431.23445,431,0.23445,2958254,4791123,3723217,4068250,4825452,4778679
403.1245842,403.12458,17,24,0,11,0,0,1.411764706,0.647058824,6,0.352941176,0.25,0.545454545,O,0.043478261,----,----,HUnSatLig,----,----,----,403.2178,403,0.2178,12204787,8420549,10694828,4085250,4363288,4972989
377.087805,377.0878,18,18,0,9,0,0,1,0.5,10,0.555555556,0.555555556,1.111111111,CRAM,0.407407407,----,----,HUnSatLig,----,----,----,377.175,377,0.175,6144900,9762388,8233957,4100978,6063584,5657723
337.0928904,337.09289,16,18,0,8,0,0,1.125,0.5,8,0.5,0.444444444,1,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,337.17084,337,0.17084,5276832,5095220,5000074,4179505,4302221,4149757
499.1820988,499.1821,23,32,0,12,0,0,1.391304348,0.52173913,8,0.347826087,0.25,0.666666667,O,0.117647059,----,----,HUnSatLig,----,----,----,499.29753,499,0.29753,4237630,3751142,4686196,4196079,4404676,4543031
349.0928904,349.09289,17,18,0,8,0,0,1.058823529,0.470588235,9,0.529411765,0.5,1.125,CRAM,0.384615385,----,----,HUnSatLig,----,----,----,349.17361,349,0.17361,4513813,5574576,5974916,4264747,3888674,3852578
513.1977488,513.19775,24,34,0,12,0,0,1.416666667,0.5,8,0.333333333,0.235294118,0.666666667,O,0.111111111,----,----,HUnSatLig,----,----,----,513.31642,513,0.31642,3639330,3588808,3920993,4299707,4405715,4666425
475.1609696,475.16097,24,28,0,10,0,0,1.166666667,0.416666667,11,0.458333333,0.392857143,1.1,CRAM,0.315789474,----,----,HUnSatLig,----,----,----,475.27084,475,0.27084,2739288,3954719,3852700,4310465,4539863,4204258
451.1245842,451.12458,21,24,0,11,0,0,1.142857143,0.523809524,10,0.476190476,0.416666667,0.909090909,CRAM,0.290322581,----,----,HUnSatLig,----,----,----,451.2289,451,0.2289,6112082,6931062,7258308,4326804,5571783,5034280
473.1664488,473.16645,21,30,0,12,0,0,1.428571429,0.571428571,7,0.333333333,0.233333333,0.583333333,O,0.066666667,----,----,HUnSatLig,----,----,----,473.27586,473,0.27586,5901356,5663825,6071686,4368848,5112158,5516998
359.0983696,359.09837,15,20,0,10,0,0,1.333333333,0.666666667,6,0.4,0.3,0.6,O,0.1,----,----,HUnSatLig,----,----,----,359.18141,359,0.18141,12041008,8431577,10731256,4430402,4113427,4648743
425.093678,425.09368,15,22,0,14,0,0,1.466666667,0.933333333,5,0.333333333,0.227272727,0.357142857,O,-0.25,----,----,HUnSatLig,----,----,----,425.19197,425,0.19197,25745891,11851096,18207103,4460748,3875466,3541996
465.1402342,465.14023,22,26,0,11,0,0,1.181818182,0.5,10,0.454545455,0.384615385,0.909090909,CRAM,0.272727273,----,----,HUnSatLig,----,----,----,465.24779,465,0.24779,5280808,6022571,6833600,4492918,4891666,5167826
399.0932842,399.09328,17,20,0,11,0,0,1.176470588,0.647058824,8,0.470588235,0.4,0.727272727,O,0.217391304,----,----,HUnSatLig,----,----,----,399.18557,399,0.18557,13070677,13042364,14724807,4507589,5047796,5087156
501.1977488,501.19775,23,34,0,12,0,0,1.47826087,0.52173913,7,0.304347826,0.205882353,0.583333333,O,0.058823529,----,----,HUnSatLig,----,----,----,501.31364,501,0.31364,3333562,3360036,3561956,4517654,4435570,4596364
459.166055,459.16605,24,28,0,9,0,0,1.166666667,0.375,11,0.458333333,0.392857143,1.222222222,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,459.27223,459,0.27223,2607358,3425111,3268255,4533114,4221923,4875126
389.1089342,389.10893,16,22,0,11,0,0,1.375,0.6875,6,0.375,0.272727273,0.545454545,O,0.047619048,----,----,HUnSatLig,----,----,----,389.19891,389,0.19891,13800150,8495901,11141048,4541427,3658324,4316273
451.109328,451.10933,17,24,0,14,0,0,1.411764706,0.823529412,6,0.352941176,0.25,0.428571429,O,-0.1,----,----,HUnSatLig,----,----,----,451.21364,451,0.21364,11941716,8301176,10756294,4570517,4726983,4432169
381.0827196,381.08272,17,18,0,10,0,0,1.058823529,0.588235294,9,0.529411765,0.5,0.9,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,381.17084,381,0.17084,10118042,11363048,12113954,4673504,5113425,4878531
407.0983696,407.09837,19,20,0,10,0,0,1.052631579,0.526315789,10,0.526315789,0.5,1,CRAM,0.357142857,----,----,HUnSatLig,----,----,----,407.19251,407,0.19251,7506919,9825819,10150381,4677533,5766555,5479211
527.2133988,527.2134,25,36,0,12,0,0,1.44,0.48,8,0.32,0.222222222,0.666666667,O,0.105263158,----,----,HUnSatLig,----,----,----,527.33531,527,0.33531,3713270,3246229,3822156,4683605,4938572,4312270
341.087805,341.0878,15,18,0,9,0,0,1.2,0.6,7,0.466666667,0.388888889,0.777777778,CRAM,0.238095238,----,----,HUnSatLig,----,----,----,341.16668,341,0.16668,8753197,7106320,7867206,4704136,4388733,5029420
369.0827196,369.08272,16,18,0,10,0,0,1.125,0.625,8,0.5,0.444444444,0.8,CRAM,0.272727273,----,----,HUnSatLig,----,----,----,369.16806,369,0.16806,13031089,12059782,13236940,4761114,4389985,4940612
521.2028342,521.20283,26,34,0,11,0,0,1.307692308,0.423076923,10,0.384615385,0.294117647,0.909090909,CRAM,0.219512195,----,----,HUnSatLig,----,----,----,521.32335,521,0.32335,3632358,4145116,3713444,4784044,5735176,5933252
493.1715342,493.17153,24,30,0,11,0,0,1.25,0.458333333,10,0.416666667,0.333333333,0.909090909,CRAM,0.243243243,----,----,HUnSatLig,----,----,----,493.28557,493,0.28557,4278213,4394057,5213230,4814456,6152101,5845298
525.1977488,525.19775,25,34,0,12,0,0,1.36,0.48,9,0.36,0.264705882,0.75,O,0.157894737,----,----,HUnSatLig,----,----,----,525.31919,525,0.31919,3612923,4229209,4727322,4815737,4818755,4412627
347.1136258,347.11363,18,20,0,7,0,0,1.111111111,0.388888889,9,0.5,0.45,1.285714286,CRAM,0.379310345,----,----,HUnSatLig,----,----,----,347.19389,347,0.19389,3335687,4226417,4444514,4860200,4997607,4729049
375.1085404,375.10854,19,20,0,8,0,0,1.052631579,0.421052632,10,0.526315789,0.5,1.25,CRAM,0.4,----,----,HUnSatLig,----,----,----,375.19528,375,0.19528,5409126,7209976,7044533,4864303,5474199,5679685
481.1198926,481.11989,18,26,0,15,0,0,1.444444444,0.833333333,6,0.333333333,0.230769231,0.4,O,-0.142857143,----,----,HUnSatLig,----,----,----,481.23114,481,0.23114,12266795,7717842,10767911,4920778,4176773,4333420
465.124978,465.12498,18,26,0,14,0,0,1.444444444,0.777777778,6,0.333333333,0.230769231,0.428571429,O,-0.090909091,----,----,HUnSatLig,----,----,----,465.23253,465,0.23253,9045032,7730604,8779200,4933238,7255057,6342355
507.1871842,507.18718,25,32,0,11,0,0,1.28,0.44,10,0.4,0.3125,0.909090909,CRAM,0.230769231,----,----,HUnSatLig,----,----,----,507.30446,507,0.30446,3439376,4103663,4585263,4936572,6129744,5694330
321.1343612,321.13436,17,22,0,6,0,0,1.294117647,0.352941176,7,0.411764706,0.318181818,1.166666667,CRAM,0.285714286,----,----,HUnSatLig,----,----,----,321.20862,321,0.20862,2943178,3378271,2986210,4999525,5798412,5700403
365.087805,365.0878,17,18,0,9,0,0,1.058823529,0.529411765,9,0.529411765,0.5,1,CRAM,0.36,----,----,HUnSatLig,----,----,----,365.17223,365,0.17223,7483931,9398133,9934356,5010775,5840761,5060213
345.1343612,345.13436,19,22,0,6,0,0,1.157894737,0.315789474,9,0.473684211,0.409090909,1.5,CRAM,0.375,----,----,HUnSatLig,----,----,----,345.21417,345,0.21417,2841097,4434757,3470672,5026618,5806011,6360731
413.1089342,413.10893,18,22,0,11,0,0,1.222222222,0.611111111,8,0.444444444,0.363636364,0.727272727,O,0.2,----,----,HUnSatLig,----,----,----,413.20446,413,0.20446,13456446,11843318,13228741,5065986,5373660,5281881
421.1140196,421.11402,20,22,0,10,0,0,1.1,0.5,10,0.5,0.454545455,1,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,421.2114,421,0.2114,7213832,7599691,8272455,5088573,5981947,6161511
333.1343612,333.13436,18,22,0,6,0,0,1.222222222,0.333333333,8,0.444444444,0.363636364,1.333333333,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,333.21139,333,0.21139,3156315,3903398,3476499,5129513,5413857,6286857
373.1292758,373.12928,20,22,0,7,0,0,1.1,0.35,10,0.5,0.454545455,1.428571429,CRAM,0.393939394,----,----,HUnSatLig,----,----,----,373.21556,373,0.21556,4028220,5741968,4899705,5194466,5779778,5786627
393.1038488,393.10385,15,22,0,12,0,0,1.466666667,0.8,5,0.333333333,0.227272727,0.416666667,O,-0.111111111,----,----,HUnSatLig,----,----,----,393.19475,393,0.19475,13630930,10901135,12458729,5247853,4655549,5426098
325.0928904,325.09289,15,18,0,8,0,0,1.2,0.533333333,7,0.466666667,0.388888889,0.875,CRAM,0.272727273,----,----,HUnSatLig,----,----,----,325.16806,325,0.16806,5767016,5380403,5582262,5271486,4501782,5396118
353.087805,353.0878,16,18,0,9,0,0,1.125,0.5625,8,0.5,0.444444444,0.888888889,CRAM,0.304347826,----,----,HUnSatLig,----,----,----,353.16945,353,0.16945,9444454,8876136,9699322,5275503,5357770,5383133
391.103455,391.10345,19,20,0,9,0,0,1.052631579,0.473684211,10,0.526315789,0.5,1.111111111,CRAM,0.379310345,----,----,HUnSatLig,----,----,----,391.19389,391,0.19389,6487138,8862949,8366430,5304764,6930454,7157278
497.1148072,497.11481,18,26,0,16,0,0,1.444444444,0.888888889,6,0.333333333,0.230769231,0.375,O,-0.2,----,----,HUnSatLig,----,----,----,497.22976,497,0.22976,18686141,11818154,16267521,5489350,8226060,6916573
415.1245842,415.12458,18,24,0,11,0,0,1.333333333,0.611111111,7,0.388888889,0.291666667,0.636363636,O,0.12,----,----,HUnSatLig,----,----,----,415.22058,415,0.22058,12819481,10546936,12012237,5570873,5481226,5938307
479.1558842,479.15588,23,28,0,11,0,0,1.217391304,0.47826087,10,0.434782609,0.357142857,0.909090909,CRAM,0.257142857,----,----,HUnSatLig,----,----,----,479.26668,479,0.26668,4308185,5405664,5439982,5601727,6336237,6182710
425.1089342,425.10893,19,22,0,11,0,0,1.157894737,0.578947368,9,0.473684211,0.409090909,0.818181818,CRAM,0.259259259,----,----,HUnSatLig,----,----,----,425.20723,425,0.20723,10009058,9739607,10549630,5653708,5311113,5075947
335.1136258,335.11363,17,20,0,7,0,0,1.176470588,0.411764706,8,0.470588235,0.4,1.142857143,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,335.19112,335,0.19112,4470518,4570468,4509128,5665445,5458352,5404669
387.1449258,387.14493,21,24,0,7,0,0,1.142857143,0.333333333,10,0.476190476,0.416666667,1.428571429,CRAM,0.371428571,----,----,HUnSatLig,----,----,----,387.23445,387,0.23445,3308853,5165376,4168192,5755416,7414912,7379633
385.1364864,385.13649,15,22,4,8,0,0,1.466666667,0.533333333,7,0.466666667,0.318181818,0.875,CRAM,0.142857143,----,----,HUnSatLig,----,----,----,385.22554,385,0.22554,3631985,4131646,4412452,5812253,7516809,6410448
323.1136258,323.11363,16,20,0,7,0,0,1.25,0.4375,7,0.4375,0.35,1,CRAM,0.28,----,----,HUnSatLig,----,----,----,323.18834,323,0.18834,4206099,4010946,4180550,5845644,5680011,5993694
439.1245842,439.12458,20,24,0,11,0,0,1.2,0.55,9,0.45,0.375,0.818181818,CRAM,0.24137931,----,----,HUnSatLig,----,----,----,439.22613,439,0.22613,9503814,8310769,9895178,5908829,6807423,6159506
537.2341342,537.23413,27,38,0,11,0,0,1.407407407,0.407407407,9,0.333333333,0.236842105,0.818181818,CRAM,0.162790698,----,----,HUnSatLig,----,----,----,537.35836,537,0.35836,2690145,3291544,3400428,6004325,7623355,7078995
453.1402342,453.14023,21,26,0,11,0,0,1.238095238,0.523809524,9,0.428571429,0.346153846,0.818181818,CRAM,0.225806452,----,----,HUnSatLig,----,----,----,453.24502,453,0.24502,8103585,7819676,8552485,6017278,6258804,6765737
523.2184842,523.21848,26,36,0,11,0,0,1.384615385,0.423076923,9,0.346153846,0.25,0.818181818,CRAM,0.170731707,----,----,HUnSatLig,----,----,----,523.33947,523,0.33947,3431670,3936285,3761635,6051733,6941485,7324879
387.1813112,387.18131,22,28,0,6,0,0,1.272727273,0.272727273,9,0.409090909,0.321428571,1.5,CRAM,0.315789474,----,----,HUnSatLig,----,----,----,387.27084,387,0.27084,2647869,3759433,3776008,6099489,8068233,7561914
509.2392196,509.23922,26,38,0,10,0,0,1.461538462,0.384615385,8,0.307692308,0.210526316,0.8,CRAM,0.142857143,----,----,HUnSatLig,----,----,----,509.35697,509,0.35697,2852727,3835449,3268508,6202263,8675552,8119234
