mass,m/z,C,H,N,O,S,P,H/C,O/C,DBE,DBE/C,DBE/H,DBE/O,CRAM,AI-mod,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,KM,NKM,KMD,PreSW4.csv,PreSW5.csv,PreSW6.csv,PreSWGt16.csv,PreSWGt17.csv,PreSWGt18.csv
427.197355,427.19735,21,32,0,9,0,0,1.523809524,0.428571429,6,0.285714286,0.1875,0.666666667,O,0.090909091,----,----,----,AlipatNoN,----,----,427.29614,427,0.29614,9575897,9849371,9430401,14644214,14345220,12424320
443.1922696,443.19227,21,32,0,10,0,0,1.523809524,0.476190476,6,0.285714286,0.1875,0.6,O,0.0625,----,----,----,AlipatNoN,----,----,443.29475,443,0.29475,6860334,7304935,6707179,9926508,9167051,8173058
459.1871842,459.18718,21,32,0,11,0,0,1.523809524,0.523809524,6,0.285714286,0.1875,0.545454545,O,0.032258065,----,----,----,AlipatNoN,----,----,459.29336,459,0.29336,8597194,8549222,8874485,13351755,12791203,11026633
475.1820988,475.1821,21,32,0,12,0,0,1.523809524,0.571428571,6,0.285714286,0.1875,0.5,O,0,----,----,----,AlipatNoN,----,----,475.29198,475,0.29198,2180640,2048561,2107064,NA,NA,NA
507.171928,507.17193,21,32,0,14,0,0,1.523809524,0.666666667,6,0.285714286,0.1875,0.428571429,O,-0.071428571,----,----,----,----,SatFACarb,----,507.2892,507,0.2892,2327265,2123931,1536300,2485697,2674166,2111844
523.1668426,523.16684,21,32,0,15,0,0,1.523809524,0.714285714,6,0.285714286,0.1875,0.4,O,-0.111111111,----,----,----,----,SatFACarb,----,523.28782,523,0.28782,NA,NA,NA,1733983,2229072,1601381
374.2449144,374.24491,21,33,3,3,0,0,1.571428571,0.142857143,7,0.333333333,0.212121212,2.333333333,O,0.242424242,----,----,----,----,----,Alipat+N,374.33145,374,0.33145,15826614,16222282,17378590,18533127,13357209,14944604
390.239829,390.23983,21,33,3,4,0,0,1.571428571,0.19047619,7,0.333333333,0.212121212,1.75,CRAM,0.21875,----,----,----,----,----,Alipat+N,390.33007,390,0.33007,NA,NA,NA,2083016,2695292,2164198
365.2333466,365.23335,21,34,0,5,0,0,1.619047619,0.238095238,5,0.238095238,0.147058824,1,O,0.135135135,----,----,----,AlipatNoN,----,----,365.3178,365,0.3178,2692978,2780316,2878130,5464205,5872209,5458792
381.2282612,381.22826,21,34,0,6,0,0,1.619047619,0.285714286,5,0.238095238,0.147058824,0.833333333,O,0.111111111,----,----,----,AlipatNoN,----,----,381.31641,381,0.31641,5539943,6669132,6132887,12540543,12611598,10557530
397.2231758,397.22318,21,34,0,7,0,0,1.619047619,0.333333333,5,0.238095238,0.147058824,0.714285714,O,0.085714286,----,----,----,AlipatNoN,----,----,397.31503,397,0.31503,11039197,11072549,10473956,19898311,21413305,19151927
413.2180904,413.21809,21,34,0,8,0,0,1.619047619,0.380952381,5,0.238095238,0.147058824,0.625,O,0.058823529,----,----,----,AlipatNoN,----,----,413.31364,413,0.31364,11243634,11874849,11124509,19354916,19854349,17637278
429.213005,429.213,21,34,0,9,0,0,1.619047619,0.428571429,5,0.238095238,0.147058824,0.555555556,O,0.03030303,----,----,----,AlipatNoN,----,----,429.31225,429,0.31225,8826126,8643029,8039667,13955969,15102907,13024197
445.2079196,445.20792,21,34,0,10,0,0,1.619047619,0.476190476,5,0.238095238,0.147058824,0.5,O,0,----,----,----,AlipatNoN,----,----,445.31087,445,0.31087,20276510,21401193,20143900,30891723,34086993,27931951
461.2028342,461.20283,21,34,0,11,0,0,1.619047619,0.523809524,5,0.238095238,0.147058824,0.454545455,O,-0.032258065,----,----,----,AlipatNoN,----,----,461.30948,461,0.30948,10223144,9829145,9916766,14428929,14724461,12886130
477.1977488,477.19775,21,34,0,12,0,0,1.619047619,0.571428571,5,0.238095238,0.147058824,0.416666667,O,-0.066666667,----,----,----,AlipatNoN,----,----,477.30809,477,0.30809,2309151,2129973,1539716,2804452,2618771,2098850
541.1774072,541.17741,21,34,0,16,0,0,1.619047619,0.761904762,5,0.238095238,0.147058824,0.3125,O,-0.230769231,----,----,----,----,SatFACarb,----,541.30255,541,0.30255,3644874,3113508,3252843,4525298,4529781,3443750
557.1723218,557.17232,21,34,0,17,0,0,1.619047619,0.80952381,5,0.238095238,0.147058824,0.294117647,O,-0.28,----,----,----,----,SatFACarb,----,557.30116,557,0.30116,2413938,2189581,2063022,NA,NA,NA
573.1672364,573.16724,21,34,0,18,0,0,1.619047619,0.857142857,5,0.238095238,0.147058824,0.277777778,O,-0.333333333,----,----,----,----,SatFACarb,----,573.29977,573,0.29977,2478880,2405021,2218270,NA,NA,NA
589.162151,589.16215,21,34,0,19,0,0,1.619047619,0.904761905,5,0.238095238,0.147058824,0.263157895,O,-0.391304348,----,----,----,----,SatFACarb,----,589.29839,589,0.29839,2644703,2175201,2367834,NA,NA,NA
437.2405572,437.24056,21,34,4,6,0,0,1.619047619,0.285714286,7,0.333333333,0.205882353,1.166666667,CRAM,0.142857143,----,----,----,----,----,Alipat+N,437.34166,437,0.34166,NA,NA,NA,2192710,1927213,2105989
453.2354718,453.23547,21,34,4,7,0,0,1.619047619,0.333333333,7,0.333333333,0.205882353,1,CRAM,0.111111111,----,----,----,----,----,Alipat+N,453.34028,453,0.34028,NA,NA,NA,1906311,2471059,2288714
469.2303864,469.23039,21,34,4,8,0,0,1.619047619,0.380952381,7,0.333333333,0.205882353,0.875,CRAM,0.076923077,----,----,----,----,----,Alipat+N,469.33889,469,0.33889,NA,NA,NA,3005059,2788131,2692089
484.2412854,484.24129,21,35,5,8,0,0,1.666666667,0.380952381,7,0.333333333,0.2,0.875,CRAM,0.041666667,----,----,----,----,----,Alipat+N,484.35326,484,0.35326,1811599,1997944,1930271,2523582,2821731,2165218
367.2489966,367.249,21,36,0,5,0,0,1.714285714,0.238095238,4,0.19047619,0.111111111,0.8,O,0.081081081,----,----,----,AlipatNoN,----,----,367.33392,367,0.33392,NA,NA,NA,3056371,3258535,2810290
383.2439112,383.24391,21,36,0,6,0,0,1.714285714,0.285714286,4,0.19047619,0.111111111,0.666666667,O,0.055555556,----,----,----,AlipatNoN,----,----,383.33253,383,0.33253,3489543,3932466,3452569,7027840,7006739,5943860
399.2388258,399.23883,21,36,0,7,0,0,1.714285714,0.333333333,4,0.19047619,0.111111111,0.571428571,O,0.028571429,----,----,----,AlipatNoN,----,----,399.33114,399,0.33114,8254305,8795475,8612621,15720689,16240378,14282026
415.2337404,415.23374,21,36,0,8,0,0,1.714285714,0.380952381,4,0.19047619,0.111111111,0.5,O,0,----,----,----,AlipatNoN,----,----,415.32976,415,0.32976,9209973,9865824,10043180,16852286,17462350,15572849
431.228655,431.22865,21,36,0,9,0,0,1.714285714,0.428571429,4,0.19047619,0.111111111,0.444444444,O,-0.03030303,----,----,----,AlipatNoN,----,----,431.32837,431,0.32837,8981553,8329601,8299606,18047743,19600229,15612671
447.2235696,447.22357,21,36,0,10,0,0,1.714285714,0.476190476,4,0.19047619,0.111111111,0.4,O,-0.0625,----,----,----,AlipatNoN,----,----,447.32698,447,0.32698,31786003,35339756,34086478,49946159,55943129,45347940
463.2184842,463.21848,21,36,0,11,0,0,1.714285714,0.523809524,4,0.19047619,0.111111111,0.363636364,O,-0.096774194,----,----,----,AlipatNoN,----,----,463.3256,463,0.3256,13184414,12315352,14350550,19360457,18152774,17342515
479.2133988,479.2134,21,36,0,12,0,0,1.714285714,0.571428571,4,0.19047619,0.111111111,0.333333333,O,-0.133333333,----,----,----,AlipatNoN,----,----,479.32421,479,0.32421,2004014,1998912,2206300,2726168,3081670,2301168
495.2083134,495.20831,21,36,0,13,0,0,1.714285714,0.619047619,4,0.19047619,0.111111111,0.307692308,O,-0.172413793,----,----,----,----,SatFACarb,----,495.32282,495,0.32282,NA,NA,NA,2335134,2533909,1844353
511.203228,511.20323,21,36,0,14,0,0,1.714285714,0.666666667,4,0.19047619,0.111111111,0.285714286,O,-0.214285714,----,----,----,----,SatFACarb,----,511.32144,511,0.32144,NA,NA,NA,2117211,2479738,1667117
559.1879718,559.18797,21,36,0,17,0,0,1.714285714,0.80952381,4,0.19047619,0.111111111,0.235294118,O,-0.36,----,----,----,----,SatFACarb,----,559.31728,559,0.31728,1857348,1885906,1628313,2594720,2125209,1990319
455.2511218,455.25112,21,36,4,7,0,0,1.714285714,0.333333333,6,0.285714286,0.166666667,0.857142857,O,0.037037037,----,----,----,----,----,Alipat+N,455.35639,455,0.35639,2958408,2719261,2612033,4754446,5982774,4535732
471.2460364,471.24604,21,36,4,8,0,0,1.714285714,0.380952381,6,0.285714286,0.166666667,0.75,O,0,----,----,----,----,----,Alipat+N,471.35501,471,0.35501,NA,NA,NA,2973321,2528049,2340876
454.2671062,454.26711,21,37,5,6,0,0,1.761904762,0.285714286,6,0.285714286,0.162162162,1,O,0.038461538,----,----,----,----,----,Alipat+N,454.37215,454,0.37215,NA,NA,NA,1725511,2949730,2124283
486.2569354,486.25694,21,37,5,8,0,0,1.761904762,0.380952381,6,0.285714286,0.162162162,0.75,O,-0.041666667,----,----,----,----,----,Alipat+N,486.36938,486,0.36938,NA,NA,NA,1820173,2578091,1867346
385.2595612,385.25956,21,38,0,6,0,0,1.80952381,0.285714286,3,0.142857143,0.078947368,0.5,O,0,----,----,----,AlipatNoN,----,----,385.34865,385,0.34865,NA,NA,NA,3466860,3533830,3152376
401.2544758,401.25448,21,38,0,7,0,0,1.80952381,0.333333333,3,0.142857143,0.078947368,0.428571429,O,-0.028571429,----,----,----,AlipatNoN,----,----,401.34726,401,0.34726,2746548,3818083,2543122,6127096,6799387,6368759
417.2493904,417.24939,21,38,0,8,0,0,1.80952381,0.380952381,3,0.142857143,0.078947368,0.375,O,-0.058823529,----,----,----,AlipatNoN,----,----,417.34587,417,0.34587,4193363,4912774,4622111,7910717,8594549,7501608
433.244305,433.2443,21,38,0,9,0,0,1.80952381,0.428571429,3,0.142857143,0.078947368,0.333333333,O,-0.090909091,----,----,----,AlipatNoN,----,----,433.34449,433,0.34449,7056196,7323939,6219693,12243571,14934789,11186736
449.2392196,449.23922,21,38,0,10,0,0,1.80952381,0.476190476,3,0.142857143,0.078947368,0.3,O,-0.125,----,----,----,AlipatNoN,----,----,449.3431,449,0.3431,2767630,2290033,2948481,4668824,5194597,3602339
465.2341342,465.23413,21,38,0,11,0,0,1.80952381,0.523809524,3,0.142857143,0.078947368,0.272727273,O,-0.161290323,----,----,----,AlipatNoN,----,----,465.34171,465,0.34171,2413355,2693794,2347099,4011682,4334893,3387403
481.2290488,481.22905,21,38,0,12,0,0,1.80952381,0.571428571,3,0.142857143,0.078947368,0.25,O,-0.2,----,----,----,AlipatNoN,----,----,481.34033,481,0.34033,NA,NA,NA,1745749,2532352,2080074
497.2239634,497.22396,21,38,0,13,0,0,1.80952381,0.619047619,3,0.142857143,0.078947368,0.230769231,O,-0.24137931,----,----,----,----,SatFACarb,----,497.33894,497,0.33894,NA,NA,NA,2658302,2134634,1772805
513.218878,513.21888,21,38,0,14,0,0,1.80952381,0.666666667,3,0.142857143,0.078947368,0.214285714,O,-0.285714286,----,----,----,----,SatFACarb,----,513.33755,513,0.33755,NA,NA,NA,2270365,1855155,1759874
425.2769426,425.27694,21,38,4,5,0,0,1.80952381,0.238095238,5,0.238095238,0.131578947,1,O,0.034482759,----,----,----,----,----,Alipat+N,425.37528,425,0.37528,NA,NA,NA,1757784,2072636,1634598
441.2718572,441.27186,21,38,4,6,0,0,1.80952381,0.285714286,5,0.238095238,0.131578947,0.833333333,O,0,----,----,----,----,----,Alipat+N,441.37389,441,0.37389,NA,NA,NA,2777094,2843455,2030800
457.2667718,457.26677,21,38,4,7,0,0,1.80952381,0.333333333,5,0.238095238,0.131578947,0.714285714,O,-0.037037037,----,----,----,----,----,Alipat+N,457.37251,457,0.37251,NA,NA,NA,2543011,3673572,2042673
387.2752112,387.27521,21,40,0,6,0,0,1.904761905,0.285714286,2,0.095238095,0.05,0.333333333,O,-0.055555556,----,----,----,AlipatNoN,----,----,387.36476,387,0.36476,NA,NA,NA,1841730,1896420,2169763
403.2701258,403.27013,21,40,0,7,0,0,1.904761905,0.333333333,2,0.095238095,0.05,0.285714286,O,-0.085714286,----,----,----,AlipatNoN,----,----,403.36338,403,0.36338,1979347,1914194,1712881,3456729,3589400,3599004
419.2650404,419.26504,21,40,0,8,0,0,1.904761905,0.380952381,2,0.095238095,0.05,0.25,O,-0.117647059,----,----,----,AlipatNoN,----,----,419.36199,419,0.36199,3645453,4069015,4246263,6523171,8774790,6083271
435.259955,435.25995,21,40,0,9,0,0,1.904761905,0.428571429,2,0.095238095,0.05,0.222222222,O,-0.151515152,----,----,----,AlipatNoN,----,----,435.3606,435,0.3606,2290250,2369211,2445560,4381150,5575323,3686747
451.2548696,451.25487,21,40,0,10,0,0,1.904761905,0.476190476,2,0.095238095,0.05,0.2,O,-0.1875,----,----,----,AlipatNoN,----,----,451.35922,451,0.35922,NA,NA,NA,3647754,4283127,2179310
389.2908612,389.29086,21,42,0,6,0,0,2,0.285714286,1,0.047619048,0.023809524,0.166666667,O,-0.111111111,----,----,----,AlipatNoN,----,----,389.38088,389,0.38088,NA,NA,NA,1610751,2211245,2106163
405.2857758,405.28578,21,42,0,7,0,0,2,0.333333333,1,0.047619048,0.023809524,0.142857143,O,-0.142857143,----,----,----,AlipatNoN,----,----,405.37949,405,0.37949,1607356,1626400,1740712,2999700,3371506,2438424
405.0615904,405.06159,22,14,0,8,0,0,0.636363636,0.363636364,16,0.727272727,1.142857143,2,O,0.666666667,CondAr,----,----,----,----,----,405.15525,405,0.15525,2064037,1963019,1767830,NA,NA,NA
421.056505,421.0565,22,14,0,9,0,0,0.636363636,0.409090909,16,0.727272727,1.142857143,1.777777778,O,0.657142857,----,Aromatic,----,----,----,----,421.15387,421,0.15387,2226611,1957523,2315968,NA,NA,NA
437.0514196,437.05142,22,14,0,10,0,0,0.636363636,0.454545455,16,0.727272727,1.142857143,1.6,O,0.647058824,----,Aromatic,----,----,----,----,437.15248,437,0.15248,2657636,2025048,2034256,NA,NA,NA
453.0463342,453.04633,22,14,0,11,0,0,0.636363636,0.5,16,0.727272727,1.142857143,1.454545455,O,0.636363636,----,Aromatic,----,----,----,----,453.15109,453,0.15109,2685758,2804371,1870349,NA,NA,NA
469.0412488,469.04125,22,14,0,12,0,0,0.636363636,0.545454545,16,0.727272727,1.142857143,1.333333333,O,0.625,----,Aromatic,----,----,----,----,469.14971,469,0.14971,2541709,2332763,2382744,NA,NA,NA
485.0361634,485.03616,22,14,0,13,0,0,0.636363636,0.590909091,16,0.727272727,1.142857143,1.230769231,O,0.612903226,----,Aromatic,----,----,----,----,485.14832,485,0.14832,2345126,2157700,2169370,NA,NA,NA
501.031078,501.03108,22,14,0,14,0,0,0.636363636,0.636363636,16,0.727272727,1.142857143,1.142857143,O,0.6,----,Aromatic,----,----,----,----,501.14693,501,0.14693,1703297,1896949,1803940,NA,NA,NA
407.0772404,407.07724,22,16,0,8,0,0,0.727272727,0.363636364,15,0.681818182,0.9375,1.875,O,0.611111111,----,Aromatic,----,----,----,----,407.17137,407,0.17137,2748255,3218620,2715179,NA,NA,NA
423.072155,423.07215,22,16,0,9,0,0,0.727272727,0.409090909,15,0.681818182,0.9375,1.666666667,O,0.6,----,Aromatic,----,----,----,----,423.16998,423,0.16998,3425074,2778749,2941548,NA,NA,NA
439.0670696,439.06707,22,16,0,10,0,0,0.727272727,0.454545455,15,0.681818182,0.9375,1.5,O,0.588235294,----,Aromatic,----,----,----,----,439.1686,439,0.1686,3910746,2941923,3658124,NA,NA,NA
455.0619842,455.06198,22,16,0,11,0,0,0.727272727,0.5,15,0.681818182,0.9375,1.363636364,O,0.575757576,----,Aromatic,----,----,----,----,455.16721,455,0.16721,3430493,3341351,3723090,NA,NA,NA
471.0568988,471.0569,22,16,0,12,0,0,0.727272727,0.545454545,15,0.681818182,0.9375,1.25,O,0.5625,----,Aromatic,----,----,----,----,471.16582,471,0.16582,4138070,3674692,3433282,NA,NA,NA
487.0518134,487.05181,22,16,0,13,0,0,0.727272727,0.590909091,15,0.681818182,0.9375,1.153846154,O,0.548387097,----,Aromatic,----,----,----,----,487.16444,487,0.16444,3694822,2996391,3411476,NA,NA,NA
503.046728,503.04673,22,16,0,14,0,0,0.727272727,0.636363636,15,0.681818182,0.9375,1.071428571,O,0.533333333,----,Aromatic,----,----,----,----,503.16305,503,0.16305,2913267,2633260,2667213,NA,NA,NA
519.0416426,519.04164,22,16,0,15,0,0,0.727272727,0.681818182,15,0.681818182,0.9375,1,O,0.517241379,----,Aromatic,----,----,----,----,519.16166,519,0.16166,2031962,1767339,1802859,NA,NA,NA
393.0979758,393.09798,22,18,0,7,0,0,0.818181818,0.318181818,14,0.636363636,0.777777778,2,O,0.567567568,----,Aromatic,----,----,----,----,393.18887,393,0.18887,2196022,2182497,1934621,NA,NA,NA
409.0928904,409.09289,22,18,0,8,0,0,0.818181818,0.363636364,14,0.636363636,0.777777778,1.75,CRAM,0.555555556,----,Aromatic,----,----,----,----,409.18749,409,0.18749,2843624,2270543,2774173,NA,NA,NA
425.087805,425.0878,22,18,0,9,0,0,0.818181818,0.409090909,14,0.636363636,0.777777778,1.555555556,CRAM,0.542857143,----,Aromatic,----,----,----,----,425.1861,425,0.1861,3483286,3426902,3729923,NA,NA,NA
441.0827196,441.08272,22,18,0,10,0,0,0.818181818,0.454545455,14,0.636363636,0.777777778,1.4,CRAM,0.529411765,----,Aromatic,----,----,----,----,441.18471,441,0.18471,4038475,3591018,4591810,NA,NA,NA
457.0776342,457.07763,22,18,0,11,0,0,0.818181818,0.5,14,0.636363636,0.777777778,1.272727273,CRAM,0.515151515,----,Aromatic,----,----,----,----,457.18333,457,0.18333,5298061,4742083,5246625,NA,NA,NA
473.0725488,473.07255,22,18,0,12,0,0,0.818181818,0.545454545,14,0.636363636,0.777777778,1.166666667,CRAM,0.5,----,----,HUnSatLig,----,----,----,473.18194,473,0.18194,5070898,5194294,4717305,NA,NA,NA
489.0674634,489.06746,22,18,0,13,0,0,0.818181818,0.590909091,14,0.636363636,0.777777778,1.076923077,CRAM,0.483870968,----,----,HUnSatLig,----,----,----,489.18055,489,0.18055,4717873,4680398,4266518,NA,NA,NA
505.062378,505.06238,22,18,0,14,0,0,0.818181818,0.636363636,14,0.636363636,0.777777778,1,CRAM,0.466666667,----,----,HUnSatLig,----,----,----,505.17917,505,0.17917,4004967,2920547,3291898,NA,NA,NA
521.0572926,521.05729,22,18,0,15,0,0,0.818181818,0.681818182,14,0.636363636,0.777777778,0.933333333,CRAM,0.448275862,----,----,HUnSatLig,----,----,----,521.17778,521,0.17778,2870707,2548173,2274978,NA,NA,NA
395.1136258,395.11363,22,20,0,7,0,0,0.909090909,0.318181818,13,0.590909091,0.65,1.857142857,O,0.513513514,----,Aromatic,----,----,----,----,395.20499,395,0.20499,2331157,2028745,2575497,NA,NA,NA
411.1085404,411.10854,22,20,0,8,0,0,0.909090909,0.363636364,13,0.590909091,0.65,1.625,CRAM,0.5,----,----,HUnSatLig,----,----,----,411.2036,411,0.2036,3802179,3306436,2936044,2183914,1693611,1952429
427.103455,427.10345,22,20,0,9,0,0,0.909090909,0.409090909,13,0.590909091,0.65,1.444444444,CRAM,0.485714286,----,----,HUnSatLig,----,----,----,427.20222,427,0.20222,4321762,4222494,4667783,2569723,2104839,1941129
443.0983696,443.09837,22,20,0,10,0,0,0.909090909,0.454545455,13,0.590909091,0.65,1.3,CRAM,0.470588235,----,----,HUnSatLig,----,----,----,443.20083,443,0.20083,5801530,4691693,4836341,2814835,2137296,2281996
459.0932842,459.09328,22,20,0,11,0,0,0.909090909,0.5,13,0.590909091,0.65,1.181818182,CRAM,0.454545455,----,----,HUnSatLig,----,----,----,459.19944,459,0.19944,6162131,6073194,6146556,2590543,1880486,2170573
475.0881988,475.0882,22,20,0,12,0,0,0.909090909,0.545454545,13,0.590909091,0.65,1.083333333,CRAM,0.4375,----,----,HUnSatLig,----,----,----,475.19806,475,0.19806,6530080,5966385,5461690,NA,NA,NA
491.0831134,491.08311,22,20,0,13,0,0,0.909090909,0.590909091,13,0.590909091,0.65,1,CRAM,0.419354839,----,----,HUnSatLig,----,----,----,491.19667,491,0.19667,5057925,4937465,4216351,NA,NA,NA
507.078028,507.07803,22,20,0,14,0,0,0.909090909,0.636363636,13,0.590909091,0.65,0.928571429,CRAM,0.4,----,----,HUnSatLig,----,----,----,507.19528,507,0.19528,4186332,4282521,3526442,NA,NA,NA
523.0729426,523.07294,22,20,0,15,0,0,0.909090909,0.681818182,13,0.590909091,0.65,0.866666667,CRAM,0.379310345,----,----,HUnSatLig,----,----,----,523.1939,523,0.1939,2828295,2648042,2207449,NA,NA,NA
397.1292758,397.12928,22,22,0,7,0,0,1,0.318181818,12,0.545454545,0.545454545,1.714285714,CRAM,0.459459459,----,----,HUnSatLig,----,----,----,397.22111,397,0.22111,3261898,3137558,3431382,2225593,2303913,2685483
413.1241904,413.12419,22,22,0,8,0,0,1,0.363636364,12,0.545454545,0.545454545,1.5,CRAM,0.444444444,----,----,HUnSatLig,----,----,----,413.21972,413,0.21972,4857969,4604446,4497179,3534114,3142665,3115936
429.119105,429.1191,22,22,0,9,0,0,1,0.409090909,12,0.545454545,0.545454545,1.333333333,CRAM,0.428571429,----,----,HUnSatLig,----,----,----,429.21833,429,0.21833,6055192,6347224,5943546,4192135,3305406,3118542
445.1140196,445.11402,22,22,0,10,0,0,1,0.454545455,12,0.545454545,0.545454545,1.2,CRAM,0.411764706,----,----,HUnSatLig,----,----,----,445.21695,445,0.21695,7253291,6532719,6590246,3874515,3733590,3587385
461.1089342,461.10893,22,22,0,11,0,0,1,0.5,12,0.545454545,0.545454545,1.090909091,CRAM,0.393939394,----,----,HUnSatLig,----,----,----,461.21556,461,0.21556,7407151,7041820,7024997,2463492,2793839,2721909
477.1038488,477.10385,22,22,0,12,0,0,1,0.545454545,12,0.545454545,0.545454545,1,CRAM,0.375,----,----,HUnSatLig,----,----,----,477.21417,477,0.21417,6882335,6238772,6022791,NA,NA,NA
493.0987634,493.09876,22,22,0,13,0,0,1,0.590909091,12,0.545454545,0.545454545,0.923076923,CRAM,0.35483871,----,----,HUnSatLig,----,----,----,493.21279,493,0.21279,5033440,4716328,4969007,NA,NA,NA
509.093678,509.09368,22,22,0,14,0,0,1,0.636363636,12,0.545454545,0.545454545,0.857142857,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,509.2114,509,0.2114,3874127,3198158,3321692,NA,NA,NA
525.0885926,525.08859,22,22,0,15,0,0,1,0.681818182,12,0.545454545,0.545454545,0.8,CRAM,0.310344828,----,----,HUnSatLig,----,----,----,525.21001,525,0.21001,2166868,1978883,2201871,NA,NA,NA
383.1500112,383.15001,22,24,0,6,0,0,1.090909091,0.272727273,11,0.5,0.458333333,1.833333333,O,0.421052632,----,----,HUnSatLig,----,----,----,383.23861,383,0.23861,2131432,2671899,2325633,2070633,2644475,2477599
399.1449258,399.14493,22,24,0,7,0,0,1.090909091,0.318181818,11,0.5,0.458333333,1.571428571,CRAM,0.405405405,----,----,HUnSatLig,----,----,----,399.23722,399,0.23722,5011280,4959558,4677376,4384996,4705004,4609311
415.1398404,415.13984,22,24,0,8,0,0,1.090909091,0.363636364,11,0.5,0.458333333,1.375,CRAM,0.388888889,----,----,HUnSatLig,----,----,----,415.23584,415,0.23584,6690934,7285341,6219564,5409085,5882955,5271412
431.134755,431.13475,22,24,0,9,0,0,1.090909091,0.409090909,11,0.5,0.458333333,1.222222222,CRAM,0.371428571,----,----,HUnSatLig,----,----,----,431.23445,431,0.23445,8102972,7491973,6825054,6570758,6311785,5587721
447.1296696,447.12967,22,24,0,10,0,0,1.090909091,0.454545455,11,0.5,0.458333333,1.1,CRAM,0.352941176,----,----,HUnSatLig,----,----,----,447.23306,447,0.23306,8420383,8515058,7765591,4681270,5245918,4400237
463.1245842,463.12458,22,24,0,11,0,0,1.090909091,0.5,11,0.5,0.458333333,1,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,463.23167,463,0.23167,8682916,7793370,7153884,4244171,3583303,3427382
479.1194988,479.1195,22,24,0,12,0,0,1.090909091,0.545454545,11,0.5,0.458333333,0.916666667,CRAM,0.3125,----,----,HUnSatLig,----,----,----,479.23029,479,0.23029,6237229,6406719,6039133,2837781,2043843,2167020
495.1144134,495.11441,22,24,0,13,0,0,1.090909091,0.590909091,11,0.5,0.458333333,0.846153846,CRAM,0.290322581,----,----,HUnSatLig,----,----,----,495.2289,495,0.2289,5087811,4386649,4362821,NA,NA,NA
511.109328,511.10933,22,24,0,14,0,0,1.090909091,0.636363636,11,0.5,0.458333333,0.785714286,CRAM,0.266666667,----,----,HUnSatLig,----,----,----,511.22751,511,0.22751,3273153,2920192,2285457,NA,NA,NA
527.1042426,527.10424,22,24,0,15,0,0,1.090909091,0.681818182,11,0.5,0.458333333,0.733333333,O,0.24137931,----,----,HUnSatLig,----,----,----,527.22613,527,0.22613,2386586,2526743,1744196,NA,NA,NA
369.1707466,369.17075,22,26,0,5,0,0,1.181818182,0.227272727,10,0.454545455,0.384615385,2,O,0.384615385,----,----,HUnSatLig,----,----,----,369.25611,369,0.25611,1928522,1618661,2244946,2546997,2643678,2339801
385.1656612,385.16566,22,26,0,6,0,0,1.181818182,0.272727273,10,0.454545455,0.384615385,1.666666667,CRAM,0.368421053,----,----,HUnSatLig,----,----,----,385.25473,385,0.25473,4004208,3960561,3725424,5390934,5815279,5106659
401.1605758,401.16058,22,26,0,7,0,0,1.181818182,0.318181818,10,0.454545455,0.384615385,1.428571429,CRAM,0.351351351,----,----,HUnSatLig,----,----,----,401.25334,401,0.25334,7789734,7669335,7566343,9056748,10457102,8623598
417.1554904,417.15549,22,26,0,8,0,0,1.181818182,0.363636364,10,0.454545455,0.384615385,1.25,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,417.25195,417,0.25195,9599061,9222789,9514784,10485053,10800244,8722220
433.150405,433.1504,22,26,0,9,0,0,1.181818182,0.409090909,10,0.454545455,0.384615385,1.111111111,CRAM,0.314285714,----,----,HUnSatLig,----,----,----,433.25056,433,0.25056,9997135,9261351,8758197,9337466,8932105,8702522
449.1453196,449.14532,22,26,0,10,0,0,1.181818182,0.454545455,10,0.454545455,0.384615385,1,CRAM,0.294117647,----,----,HUnSatLig,----,----,----,449.24918,449,0.24918,8612634,8127862,8220043,6999455,6342506,6591404
465.1402342,465.14023,22,26,0,11,0,0,1.181818182,0.5,10,0.454545455,0.384615385,0.909090909,CRAM,0.272727273,----,----,HUnSatLig,----,----,----,465.24779,465,0.24779,8822064,8207013,8271969,5349027,4897070,4708365
481.1351488,481.13515,22,26,0,12,0,0,1.181818182,0.545454545,10,0.454545455,0.384615385,0.833333333,CRAM,0.25,----,----,HUnSatLig,----,----,----,481.2464,481,0.2464,6173770,5332561,5679678,3483474,2227197,2504005
497.1300634,497.13006,22,26,0,13,0,0,1.181818182,0.590909091,10,0.454545455,0.384615385,0.769230769,O,0.225806452,----,----,HUnSatLig,----,----,----,497.24502,497,0.24502,4108971,3889037,3442272,NA,NA,NA
513.124978,513.12498,22,26,0,14,0,0,1.181818182,0.636363636,10,0.454545455,0.384615385,0.714285714,O,0.2,----,----,HUnSatLig,----,----,----,513.24363,513,0.24363,2345520,2135857,2195911,NA,NA,NA
371.1863966,371.1864,22,28,0,5,0,0,1.272727273,0.227272727,9,0.409090909,0.321428571,1.8,O,0.333333333,----,----,HUnSatLig,----,----,----,371.27223,371,0.27223,3219011,2338063,2893735,3853197,4447531,4078098
