mass,m/z,C,H,N,O,S,P,H/C,O/C,DBE,DBE/C,DBE/H,DBE/O,CRAM,AI-mod,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,KM,NKM,KMD,PosFHW1.csv,PosFHW2.csv,PosFHW3.csv,PosFHW-Gt1.csv,PosFHW-Gt2.csv,PosFHW-Gt3.csv
354.083054,354.08305,15,17,1,9,0,0,1.133333333,0.6,8,0.533333333,0.470588235,0.888888889,CRAM,0.315789474,----,----,HUnSatLig,----,----,----,354.16493,354,0.16493,1616383,1549280,1562932,0,0,0
370.0779686,370.07797,15,17,1,10,0,0,1.133333333,0.666666667,8,0.533333333,0.470588235,0.8,CRAM,0.277777778,----,----,HUnSatLig,----,----,----,370.16354,370,0.16354,2282578,2094202,1898937,0,0,0
386.0728832,386.07288,15,17,1,11,0,0,1.133333333,0.733333333,8,0.533333333,0.470588235,0.727272727,O,0.235294118,----,----,HUnSatLig,----,----,----,386.16216,386,0.16216,1562361,1781898,1793728,0,0,0
309.0979758,309.09798,15,18,0,7,0,0,1.2,0.466666667,7,0.466666667,0.388888889,1,CRAM,0.304347826,----,----,HUnSatLig,----,----,----,309.16945,309,0.16945,1971210,1470838,1656620,2112740,2366572,2245311
369.093953,369.09395,15,18,2,9,0,0,1.2,0.6,8,0.533333333,0.444444444,0.888888889,CRAM,0.294117647,----,----,HUnSatLig,----,----,----,369.1793,369,0.1793,1666367,2072902,1609843,0,0,0
356.098704,356.0987,15,19,1,9,0,0,1.266666667,0.6,7,0.466666667,0.368421053,0.777777778,CRAM,0.210526316,----,----,HUnSatLig,----,----,----,356.18105,356,0.18105,1510686,1850698,1603760,0,0,0
372.0936186,372.09362,15,19,1,10,0,0,1.266666667,0.666666667,7,0.466666667,0.368421053,0.7,O,0.166666667,----,----,HUnSatLig,----,----,----,372.17966,372,0.17966,1906564,2327277,2301520,0,0,0
388.0885332,388.08853,15,19,1,11,0,0,1.266666667,0.733333333,7,0.466666667,0.368421053,0.636363636,O,0.117647059,----,----,HUnSatLig,----,----,----,388.17827,388,0.17827,2175200,1927807,1677766,0,0,0
311.1136258,311.11363,15,20,0,7,0,0,1.333333333,0.466666667,6,0.4,0.3,0.857142857,CRAM,0.217391304,----,----,HUnSatLig,----,----,----,311.18557,311,0.18557,2282022,2541465,2637589,3906906,3967118,4265966
439.0729426,439.07294,15,20,0,15,0,0,1.333333333,1,6,0.4,0.3,0.4,O,-0.2,----,----,HUnSatLig,----,----,----,439.17447,439,0.17447,3135527,3361512,1636048,0,0,0
371.109603,371.1096,15,20,2,9,0,0,1.333333333,0.6,7,0.466666667,0.35,0.777777778,CRAM,0.176470588,----,----,HUnSatLig,----,----,----,371.19542,371,0.19542,2145651,2198460,2060557,0,0,0
374.1092686,374.10927,15,21,1,10,0,0,1.4,0.666666667,6,0.4,0.285714286,0.6,O,0.055555556,----,----,HUnSatLig,----,----,----,374.19578,374,0.19578,2368690,2085206,2057438,0,0,0
390.1041832,390.10418,15,21,1,11,0,0,1.4,0.733333333,6,0.4,0.285714286,0.545454545,O,0,----,----,HUnSatLig,----,----,----,390.19439,390,0.19439,2795704,1996892,2108589,0,0,0
406.0990978,406.0991,15,21,1,12,0,0,1.4,0.8,6,0.4,0.285714286,0.5,O,-0.0625,----,----,HUnSatLig,----,----,----,406.193,406,0.193,2830960,3254451,2252373,0,0,0
354.1306728,354.13067,15,21,3,7,0,0,1.4,0.466666667,7,0.466666667,0.333333333,1,CRAM,0.235294118,----,----,HUnSatLig,----,----,----,354.21256,354,0.21256,2360076,2222318,2386243,0,0,0
402.1154166,402.11542,15,21,3,10,0,0,1.4,0.666666667,7,0.466666667,0.333333333,0.7,O,0.071428571,----,----,HUnSatLig,----,----,----,402.2084,402,0.2084,2588691,2450168,1951481,0,0,0
313.1292758,313.12928,15,22,0,7,0,0,1.466666667,0.466666667,5,0.333333333,0.227272727,0.714285714,O,0.130434783,----,----,HUnSatLig,----,----,----,313.20168,313,0.20168,2905163,2808520,2573321,5305564,5721019,5046568
357.1303384,357.13034,15,22,2,8,0,0,1.466666667,0.533333333,6,0.4,0.272727273,0.75,O,0.111111111,----,----,HUnSatLig,----,----,----,357.21292,357,0.21292,1773111,1644170,1896187,1960897,2002098,1901199
373.125253,373.12525,15,22,2,9,0,0,1.466666667,0.6,6,0.4,0.272727273,0.666666667,O,0.058823529,----,----,HUnSatLig,----,----,----,373.21153,373,0.21153,2346915,2675242,2347936,2152795,3590988,1783393
369.1415718,369.14157,15,22,4,7,0,0,1.466666667,0.466666667,7,0.466666667,0.318181818,1,CRAM,0.2,----,----,HUnSatLig,----,----,----,369.22693,369,0.22693,2396492,2510165,2016899,3392661,3767358,3635260
401.131401,401.1314,15,22,4,9,0,0,1.466666667,0.6,7,0.466666667,0.318181818,0.777777778,CRAM,0.076923077,----,----,HUnSatLig,----,----,----,401.22416,401,0.22416,2287470,2648179,1865861,0,0,0
376.1249186,376.12492,15,23,1,10,0,0,1.533333333,0.666666667,5,0.333333333,0.217391304,0.5,O,-0.055555556,----,----,----,----,SatFACarb,----,376.21189,376,0.21189,2292442,2476982,2075489,1657561,2345726,2105641
340.1514082,340.15141,15,23,3,6,0,0,1.533333333,0.4,6,0.4,0.260869565,1,CRAM,0.166666667,----,----,----,----,----,Alipat+N,340.23006,340,0.23006,1595028,1614259,1405489,3523027,3762944,3942093
404.1310666,404.13107,15,23,3,10,0,0,1.533333333,0.666666667,6,0.4,0.260869565,0.6,O,-0.071428571,----,----,----,----,SatFACarb,----,404.22452,404,0.22452,2492754,2302956,2074561,0,0,0
315.1449258,315.14493,15,24,0,7,0,0,1.6,0.466666667,4,0.266666667,0.166666667,0.571428571,O,0.043478261,----,----,----,AlipatNoN,----,----,315.2178,315,0.2178,2282105,2091010,1800710,5484138,5320949,5210734
359.1459884,359.14599,15,24,2,8,0,0,1.6,0.533333333,5,0.333333333,0.208333333,0.625,O,0,----,----,----,----,----,Alipat+N,359.22904,359,0.22904,1756769,1594879,1701257,2281024,3086152,2833705
391.1358176,391.13582,15,24,2,10,0,0,1.6,0.666666667,5,0.333333333,0.208333333,0.5,O,-0.125,----,----,----,----,SatFACarb,----,391.22626,391,0.22626,2469794,2755398,1960346,2031936,6616294,1741790
423.1256468,423.12565,15,24,2,12,0,0,1.6,0.8,5,0.333333333,0.208333333,0.416666667,O,-0.285714286,----,----,----,----,SatFACarb,----,423.22349,423,0.22349,2072462,2778214,2008129,0,0,0
355.1623072,355.16231,15,24,4,6,0,0,1.6,0.4,6,0.4,0.25,1,CRAM,0.125,----,----,----,----,----,Alipat+N,355.24443,355,0.24443,2388001,1797162,2986631,5422933,5408306,6376462
403.147051,403.14705,15,24,4,9,0,0,1.6,0.6,6,0.4,0.25,0.666666667,O,-0.076923077,----,----,----,----,SatFACarb,----,403.24027,403,0.24027,1943738,2916730,2189670,0,0,0
342.1670582,342.16706,15,25,3,6,0,0,1.666666667,0.4,5,0.333333333,0.2,0.833333333,CRAM,0.055555556,----,----,----,----,----,Alipat+N,342.24618,342,0.24618,2154333,2185650,3023895,6745097,6814481,7466210
390.151802,390.1518,15,25,3,9,0,0,1.666666667,0.6,5,0.333333333,0.2,0.555555556,O,-0.133333333,----,----,----,----,SatFACarb,----,390.24202,390,0.24202,2810050,3009639,2403000,1758049,1902088,1781997
333.1554904,333.15549,15,26,0,8,0,0,1.733333333,0.533333333,3,0.2,0.115384615,0.375,O,-0.090909091,----,----,----,AlipatNoN,----,----,333.23253,333,0.23253,2109388,2159943,2132555,4349062,3746915,3801123
349.150405,349.1504,15,26,0,9,0,0,1.733333333,0.6,3,0.2,0.115384615,0.333333333,O,-0.142857143,----,----,----,----,SatFACarb,----,349.23114,349,0.23114,1981944,2597672,2453862,3556367,3356376,3914927
389.1677864,389.16779,15,26,4,8,0,0,1.733333333,0.533333333,5,0.333333333,0.192307692,0.625,O,-0.142857143,----,----,----,----,----,Alipat+N,389.25778,389,0.25778,2050527,2172802,2328527,2235516,2546979,2437110
380.1562186,380.15622,15,27,1,10,0,0,1.8,0.666666667,3,0.2,0.111111111,0.3,O,-0.277777778,----,----,----,----,SatFACarb,----,380.24412,380,0.24412,1612563,1865036,2290233,4429150,2743743,3616785
396.1511332,396.15113,15,27,1,11,0,0,1.8,0.733333333,3,0.2,0.111111111,0.272727273,O,-0.352941176,----,----,----,----,SatFACarb,----,396.24274,396,0.24274,2334671,2145094,2481042,0,0,0
367.1609696,367.16097,15,28,0,10,0,0,1.866666667,0.666666667,2,0.133333333,0.071428571,0.2,O,-0.3,----,----,----,----,SatFACarb,----,367.24587,367,0.24587,1707297,2199782,2388975,3761706,3681712,4328358
375.1885218,375.18852,15,28,4,7,0,0,1.866666667,0.466666667,4,0.266666667,0.142857143,0.571428571,O,-0.2,----,----,----,----,----,Alipat+N,375.27528,375,0.27528,1601499,1676701,1864248,1909189,1639898,2511869
362.1932728,362.19327,15,29,3,7,0,0,1.933333333,0.466666667,3,0.2,0.103448276,0.428571429,O,-0.235294118,----,----,----,----,----,Alipat+N,362.27702,362,0.27702,2655664,1777857,1746806,0,0,0
345.025205,345.0252,16,10,0,9,0,0,0.625,0.5625,12,0.75,1.2,1.333333333,O,0.652173913,----,Aromatic,----,----,----,----,345.10499,345,0.10499,1547004,1743014,1550576,0,0,0
361.0201196,361.02012,16,10,0,10,0,0,0.625,0.625,12,0.75,1.2,1.2,O,0.636363636,----,Aromatic,----,----,----,----,361.1036,361,0.1036,2282089,2142030,3031026,0,0,0
393.0099488,393.00995,16,10,0,12,0,0,0.625,0.75,12,0.75,1.2,1,O,0.6,----,Aromatic,----,----,----,----,393.10083,393,0.10083,2676544,2692315,2683697,0,0,0
331.0459404,331.04594,16,12,0,8,0,0,0.75,0.5,11,0.6875,0.916666667,1.375,O,0.583333333,----,Aromatic,----,----,----,----,331.12249,331,0.12249,1834539,1642877,1750452,0,0,0
347.040855,347.04085,16,12,0,9,0,0,0.75,0.5625,11,0.6875,0.916666667,1.222222222,O,0.565217391,----,Aromatic,----,----,----,----,347.1211,347,0.1211,2523111,2438864,3254033,0,0,0
427.015428,427.01543,16,12,0,14,0,0,0.75,0.875,11,0.6875,0.916666667,0.785714286,O,0.444444444,----,----,HUnSatLig,----,----,----,427.11417,427,0.11417,1987898,1637845,2445806,0,0,0
333.0615904,333.06159,16,14,0,8,0,0,0.875,0.5,10,0.625,0.714285714,1.25,CRAM,0.5,----,----,HUnSatLig,----,----,----,333.13861,333,0.13861,2411449,2588978,2645048,0,0,0
380.0623186,380.06232,16,15,1,10,0,0,0.9375,0.625,10,0.625,0.666666667,1,CRAM,0.45,----,----,HUnSatLig,----,----,----,380.1502,380,0.1502,2129146,1526322,1948701,0,0,0
396.0572332,396.05723,16,15,1,11,0,0,0.9375,0.6875,10,0.625,0.666666667,0.909090909,CRAM,0.421052632,----,----,HUnSatLig,----,----,----,396.14882,396,0.14882,1979836,1577013,1729409,0,0,0
382.0779686,382.07797,16,17,1,10,0,0,1.0625,0.625,9,0.5625,0.529411765,0.9,CRAM,0.35,----,----,HUnSatLig,----,----,----,382.16632,382,0.16632,2086153,2090086,2146413,0,0,0
398.0728832,398.07288,16,17,1,11,0,0,1.0625,0.6875,9,0.5625,0.529411765,0.818181818,CRAM,0.315789474,----,----,HUnSatLig,----,----,----,398.16493,398,0.16493,2110278,2268826,2161877,0,0,0
414.0677978,414.0678,16,17,1,12,0,0,1.0625,0.75,9,0.5625,0.529411765,0.75,O,0.277777778,----,----,HUnSatLig,----,----,----,414.16354,414,0.16354,1850375,1590400,1752834,0,0,0
321.0979758,321.09798,16,18,0,7,0,0,1.125,0.4375,8,0.5,0.444444444,1.142857143,CRAM,0.36,----,----,HUnSatLig,----,----,----,321.17222,321,0.17222,2700077,2964971,2318906,2480462,2328289,2296184
368.098704,368.0987,16,19,1,9,0,0,1.1875,0.5625,8,0.5,0.421052632,0.888888889,CRAM,0.285714286,----,----,HUnSatLig,----,----,----,368.18382,368,0.18382,1919016,2356750,1795368,0,0,0
384.0936186,384.09362,16,19,1,10,0,0,1.1875,0.625,8,0.5,0.421052632,0.8,CRAM,0.25,----,----,HUnSatLig,----,----,----,384.18243,384,0.18243,2138380,2380935,2168488,0,0,0
400.0885332,400.08853,16,19,1,11,0,0,1.1875,0.6875,8,0.5,0.421052632,0.727272727,O,0.210526316,----,----,HUnSatLig,----,----,----,400.18105,400,0.18105,2252472,2022363,1850878,0,0,0
451.0729426,451.07294,16,20,0,15,0,0,1.25,0.9375,7,0.4375,0.35,0.466666667,O,-0.058823529,----,----,HUnSatLig,----,----,----,451.17725,451,0.17725,2329100,2624411,1708324,0,0,0
370.114354,370.11435,16,21,1,9,0,0,1.3125,0.5625,7,0.4375,0.333333333,0.777777778,CRAM,0.19047619,----,----,HUnSatLig,----,----,----,370.19994,370,0.19994,1666653,1920902,1697477,0,0,0
386.1092686,386.10927,16,21,1,10,0,0,1.3125,0.625,7,0.4375,0.333333333,0.7,O,0.15,----,----,HUnSatLig,----,----,----,386.19855,386,0.19855,1717761,1848979,1598153,0,0,0
402.1041832,402.10418,16,21,1,11,0,0,1.3125,0.6875,7,0.4375,0.333333333,0.636363636,O,0.105263158,----,----,HUnSatLig,----,----,----,402.19716,402,0.19716,2572818,1785079,1594104,0,0,0
382.1255874,382.12559,16,21,3,8,0,0,1.3125,0.5,8,0.5,0.380952381,1,CRAM,0.277777778,----,----,HUnSatLig,----,----,----,382.21395,382,0.21395,1705749,2264691,1612411,0,0,0
398.120502,398.1205,16,21,3,9,0,0,1.3125,0.5625,8,0.5,0.380952381,0.888888889,CRAM,0.235294118,----,----,HUnSatLig,----,----,----,398.21256,398,0.21256,1859407,1989794,2123997,0,0,0
385.125253,385.12525,16,22,2,9,0,0,1.375,0.5625,7,0.4375,0.318181818,0.777777778,CRAM,0.157894737,----,----,HUnSatLig,----,----,----,385.21431,385,0.21431,1896974,2087318,1604290,0,0,0
401.1201676,401.12017,16,22,2,10,0,0,1.375,0.625,7,0.4375,0.318181818,0.7,O,0.111111111,----,----,HUnSatLig,----,----,----,401.21292,401,0.21292,2771308,2392689,1810052,2208163,2046398,1941423
417.1150822,417.11508,16,22,2,11,0,0,1.375,0.6875,7,0.4375,0.318181818,0.636363636,O,0.058823529,----,----,HUnSatLig,----,----,----,417.21153,417,0.21153,2521868,2570928,2339499,0,0,0
433.1099968,433.11,16,22,2,12,0,0,1.375,0.75,7,0.4375,0.318181818,0.583333333,O,0,----,----,HUnSatLig,----,----,----,433.21015,433,0.21015,1971170,1757315,1663859,0,0,0
404.1198332,404.11983,16,23,1,11,0,0,1.4375,0.6875,6,0.375,0.260869565,0.545454545,O,0,----,----,HUnSatLig,----,----,----,404.21328,404,0.21328,2211153,2191851,1863360,1669956,1789441,1810771
420.1147478,420.11475,16,23,1,12,0,0,1.4375,0.75,6,0.375,0.260869565,0.5,O,-0.055555556,----,----,HUnSatLig,----,----,----,420.21189,420,0.21189,2837473,2927780,1618195,0,0,0
436.1096624,436.10966,16,23,1,13,0,0,1.4375,0.8125,6,0.375,0.260869565,0.461538462,O,-0.117647059,----,----,HUnSatLig,----,----,----,436.21051,436,0.21051,2381838,2484155,1753121,0,0,0
368.1463228,368.14632,16,23,3,7,0,0,1.4375,0.4375,7,0.4375,0.304347826,1,CRAM,0.210526316,----,----,HUnSatLig,----,----,----,368.23145,368,0.23145,2467381,2557469,2002232,4264799,4209398,4227312
416.1310666,416.13107,16,23,3,10,0,0,1.4375,0.625,7,0.4375,0.304347826,0.7,O,0.0625,----,----,HUnSatLig,----,----,----,416.22729,416,0.22729,3138749,2973863,1925327,0,0,0
311.1500112,311.15001,16,24,0,6,0,0,1.5,0.375,5,0.3125,0.208333333,0.833333333,CRAM,0.153846154,----,----,----,AlipatNoN,----,----,311.22196,311,0.22196,2058028,1364895,1508122,3737952,3266195,3715060
387.140903,387.1409,16,24,2,9,0,0,1.5,0.5625,6,0.375,0.25,0.666666667,O,0.052631579,----,----,----,----,----,Alipat+N,387.23042,387,0.23042,1822717,2461079,1643990,2167955,2003252,2184164
383.1572218,383.15722,16,24,4,7,0,0,1.5,0.4375,7,0.4375,0.291666667,1,CRAM,0.176470588,----,----,----,----,----,Alipat+N,383.24582,383,0.24582,2990110,2617228,2394530,5265554,5688599,5411724
406.1354832,406.13548,16,25,1,11,0,0,1.5625,0.6875,5,0.3125,0.2,0.454545455,O,-0.105263158,----,----,----,----,SatFACarb,----,406.2294,406,0.2294,2275445,2591927,2142295,2505265,3239328,2720314
454.120227,454.12023,16,25,1,14,0,0,1.5625,0.875,5,0.3125,0.2,0.357142857,O,-0.3125,----,----,----,----,SatFACarb,----,454.22524,454,0.22524,2792440,2834154,1905490,0,0,0
354.1670582,354.16706,16,25,3,6,0,0,1.5625,0.375,6,0.375,0.24,1,CRAM,0.15,----,----,----,----,----,Alipat+N,354.24895,354,0.24895,1704726,1767929,1928014,6128156,5974259,6351566
297.1529881,297.15299,16,26,0,3,1,0,1.625,0.1875,4,0.25,0.153846154,1.333333333,O,0.111111111,----,----,----,AlipatNoN,----,----,297.2217,297,0.2217,1334296,2624653,2223699,4789835,4738449,3019390
421.1463822,421.14638,16,26,2,11,0,0,1.625,0.6875,5,0.3125,0.192307692,0.454545455,O,-0.176470588,----,----,----,----,SatFACarb,----,421.24377,421,0.24377,2602016,2537620,2329553,2919267,6967708,2405782
369.1779572,369.17796,16,26,4,6,0,0,1.625,0.375,6,0.375,0.230769231,1,CRAM,0.111111111,----,----,----,----,----,Alipat+N,369.26332,369,0.26332,2455895,2549089,3150991,7195808,6914122,7961160
408.1511332,408.15113,16,27,1,11,0,0,1.6875,0.6875,4,0.25,0.148148148,0.363636364,O,-0.210526316,----,----,----,----,SatFACarb,----,408.24551,408,0.24551,2424704,2647389,2531519,3398397,3162644,3353336
440.1409624,440.14096,16,27,1,13,0,0,1.6875,0.8125,4,0.25,0.148148148,0.307692308,O,-0.352941176,----,----,----,----,SatFACarb,----,440.24274,440,0.24274,2349612,2699418,2332760,0,0,0
356.1827082,356.18271,16,27,3,6,0,0,1.6875,0.375,5,0.3125,0.185185185,0.833333333,O,0.05,----,----,----,----,----,Alipat+N,356.26507,356,0.26507,2511157,2232676,2953675,8378518,8948605,9864537
420.1623666,420.16237,16,27,3,10,0,0,1.6875,0.625,5,0.3125,0.185185185,0.5,O,-0.1875,----,----,----,----,SatFACarb,----,420.25952,420,0.25952,2035172,1924516,1827856,0,0,0
331.1762258,331.17623,16,28,0,7,0,0,1.75,0.4375,3,0.1875,0.107142857,0.428571429,O,-0.04,----,----,----,AlipatNoN,----,----,331.25281,331,0.25281,2390085,2602905,2789580,10103952,7590060,10455655
407.1671176,407.16712,16,28,2,10,0,0,1.75,0.625,4,0.25,0.142857143,0.4,O,-0.222222222,----,----,----,----,SatFACarb,----,407.26127,407,0.26127,2702593,2679057,2411666,2412189,3016673,2563744
371.1936072,371.19361,16,28,4,6,0,0,1.75,0.375,5,0.3125,0.178571429,0.833333333,O,0,----,----,----,----,----,Alipat+N,371.27944,371,0.27944,2795402,2574294,2904361,8399630,8963805,9386214
374.1932728,374.19327,16,29,3,7,0,0,1.8125,0.4375,4,0.25,0.137931034,0.571428571,O,-0.105263158,----,----,----,----,----,Alipat+N,374.2798,374,0.2798,2448585,2557296,2015481,5969564,6239904,5482684
357.2143426,357.21434,16,30,4,5,0,0,1.875,0.3125,4,0.25,0.133333333,0.8,O,-0.052631579,----,----,----,----,----,Alipat+N,357.29694,357,0.29694,1811790,1578404,2405654,9075164,7974093,11603627
373.2092572,373.20926,16,30,4,6,0,0,1.875,0.375,4,0.25,0.133333333,0.666666667,O,-0.111111111,----,----,----,----,----,Alipat+N,373.29556,373,0.29556,1675450,1625156,2235835,7406964,7162215,8153980
389.2041718,389.20417,16,30,4,7,0,0,1.875,0.4375,4,0.25,0.133333333,0.571428571,O,-0.176470588,----,----,----,----,----,Alipat+N,389.29417,389,0.29417,3191271,1552522,2791895,3971716,3492140,4088319
373.0201196,373.02012,17,10,0,10,0,0,0.588235294,0.588235294,13,0.764705882,1.3,1.3,O,0.666666667,CondAr,----,----,----,----,----,373.10637,373,0.10637,1857413,1917450,2321278,0,0,0
389.0150342,389.01503,17,10,0,11,0,0,0.588235294,0.647058824,13,0.764705882,1.3,1.181818182,O,0.652173913,----,Aromatic,----,----,----,----,389.10499,389,0.10499,1960379,1613150,2175914,0,0,0
359.040855,359.04085,17,12,0,9,0,0,0.705882353,0.529411765,12,0.705882353,1,1.333333333,O,0.6,----,Aromatic,----,----,----,----,359.12388,359,0.12388,2599492,2631902,2646887,0,0,0
439.015428,439.01543,17,12,0,14,0,0,0.705882353,0.823529412,12,0.705882353,1,0.857142857,O,0.5,----,----,HUnSatLig,----,----,----,439.11694,439,0.11694,2198566,1753324,2275543,0,0,0
345.0615904,345.06159,17,14,0,8,0,0,0.823529412,0.470588235,11,0.647058824,0.785714286,1.375,CRAM,0.538461538,----,Aromatic,----,----,----,----,345.14138,345,0.14138,2409989,2336431,2370810,0,0,0
331.0823258,331.08233,17,16,0,7,0,0,0.941176471,0.411764706,10,0.588235294,0.625,1.428571429,CRAM,0.481481481,----,----,HUnSatLig,----,----,----,331.15888,331,0.15888,1403698,1579397,2039227,0,0,0
459.0416426,459.04164,17,16,0,15,0,0,0.941176471,0.882352941,10,0.588235294,0.625,0.666666667,O,0.263157895,----,----,HUnSatLig,----,----,----,459.14779,459,0.14779,2654686,2816017,2325119,0,0,0
378.083054,378.08305,17,17,1,9,0,0,1,0.529411765,10,0.588235294,0.588235294,1.111111111,CRAM,0.434782609,----,----,HUnSatLig,----,----,----,378.17048,378,0.17048,1583596,1714680,1752260,0,0,0
394.0779686,394.07797,17,17,1,10,0,0,1,0.588235294,10,0.588235294,0.588235294,1,CRAM,0.409090909,----,----,HUnSatLig,----,----,----,394.16909,394,0.16909,1956388,1658550,2355211,0,0,0
410.0728832,410.07288,17,17,1,11,0,0,1,0.647058824,10,0.588235294,0.588235294,0.909090909,CRAM,0.380952381,----,----,HUnSatLig,----,----,----,410.16771,410,0.16771,2094696,1941467,2148602,0,0,0
333.0979758,333.09798,17,18,0,7,0,0,1.058823529,0.411764706,9,0.529411765,0.5,1.285714286,CRAM,0.407407407,----,----,HUnSatLig,----,----,----,333.175,333,0.175,2726848,2683706,2556991,2184823,2494550,2423318
396.0936186,396.09362,17,19,1,10,0,0,1.117647059,0.588235294,9,0.529411765,0.473684211,0.9,CRAM,0.318181818,----,----,HUnSatLig,----,----,----,396.18521,396,0.18521,1955012,1647676,1778056,0,0,0
412.0885332,412.08853,17,19,1,11,0,0,1.117647059,0.647058824,9,0.529411765,0.473684211,0.818181818,CRAM,0.285714286,----,----,HUnSatLig,----,----,----,412.18382,412,0.18382,1985861,2019390,1894161,0,0,0
319.1187112,319.11871,17,20,0,6,0,0,1.176470588,0.352941176,8,0.470588235,0.4,1.333333333,CRAM,0.357142857,----,----,HUnSatLig,----,----,----,319.1925,319,0.1925,1473000,1783442,1797661,2236066,4342662,2252564
463.0729426,463.07294,17,20,0,15,0,0,1.176470588,0.882352941,8,0.470588235,0.4,0.533333333,O,0.052631579,----,----,HUnSatLig,----,----,----,463.18002,463,0.18002,2494423,2241965,2495073,0,0,0
398.1092686,398.10927,17,21,1,10,0,0,1.235294118,0.588235294,8,0.470588235,0.380952381,0.8,CRAM,0.227272727,----,----,HUnSatLig,----,----,----,398.20133,398,0.20133,1837901,2244256,2189531,0,0,0
321.1343612,321.13436,17,22,0,6,0,0,1.294117647,0.352941176,7,0.411764706,0.318181818,1.166666667,CRAM,0.285714286,----,----,HUnSatLig,----,----,----,321.20862,321,0.20862,2605875,2167281,2450495,4340566,3612904,3710591
412.136152,412.13615,17,23,3,9,0,0,1.352941176,0.529411765,8,0.470588235,0.347826087,0.888888889,CRAM,0.210526316,----,----,HUnSatLig,----,----,----,412.23145,412,0.23145,2016586,1987135,1616145,0,0,0
323.1500112,323.15001,17,24,0,6,0,0,1.411764706,0.352941176,6,0.352941176,0.25,1,CRAM,0.214285714,----,----,HUnSatLig,----,----,----,323.22473,323,0.22473,2721672,2202206,2402160,4857112,4744792,5123064
450.1253124,450.12531,17,25,1,13,0,0,1.470588235,0.764705882,6,0.352941176,0.24,0.461538462,O,-0.105263158,----,----,HUnSatLig,----,----,----,450.2294,450,0.2294,2493970,2316247,2054255,0,0,0
466.120227,466.12023,17,25,1,14,0,0,1.470588235,0.823529412,6,0.352941176,0.24,0.428571429,O,-0.166666667,----,----,HUnSatLig,----,----,----,466.22801,466,0.22801,2108380,2787729,1775774,0,0,0
398.1568874,398.15689,17,25,3,8,0,0,1.470588235,0.470588235,7,0.411764706,0.28,0.875,CRAM,0.15,----,----,HUnSatLig,----,----,----,398.24896,398,0.24896,2826582,2738856,2751715,4392382,4584988,4128184
430.1467166,430.14672,17,25,3,10,0,0,1.470588235,0.588235294,7,0.411764706,0.28,0.7,O,0.055555556,----,----,HUnSatLig,----,----,----,430.24618,430,0.24618,2850206,2991926,2477748,0,0,0
309.1707466,309.17075,17,26,0,5,0,0,1.529411765,0.294117647,5,0.294117647,0.192307692,1,O,0.172413793,----,----,----,AlipatNoN,----,----,309.24224,309,0.24224,2713108,1453185,2039092,7020018,5906807,5555914
325.1656612,325.16566,17,26,0,6,0,0,1.529411765,0.352941176,5,0.294117647,0.192307692,0.833333333,O,0.142857143,----,----,----,AlipatNoN,----,----,325.24085,325,0.24085,2659816,1443545,1927088,6057701,5690327,5955967
433.1463822,433.14638,17,26,2,11,0,0,1.529411765,0.647058824,6,0.352941176,0.230769231,0.545454545,O,-0.052631579,----,----,----,----,SatFACarb,----,433.24654,433,0.24654,1971170,2189441,2126703,0,0,0
397.1728718,397.17287,17,26,4,7,0,0,1.529411765,0.411764706,7,0.411764706,0.269230769,1,CRAM,0.157894737,----,----,----,----,----,Alipat+N,397.26471,397,0.26471,2018457,2865663,2362947,5642510,5827965,5185791
445.1576156,445.15762,17,26,4,10,0,0,1.529411765,0.588235294,7,0.411764706,0.269230769,0.7,O,0,----,----,----,----,----,Alipat+N,445.26055,445,0.26055,2903595,2453803,2279484,0,0,0
484.1307916,484.13079,17,27,1,15,0,0,1.588235294,0.882352941,5,0.294117647,0.185185185,0.333333333,O,-0.352941176,----,----,----,----,SatFACarb,----,484.24274,484,0.24274,2118297,2716012,1736739,0,0,0
384.1776228,384.17762,17,27,3,7,0,0,1.588235294,0.411764706,6,0.352941176,0.222222222,0.857142857,CRAM,0.095238095,----,----,----,----,----,Alipat+N,384.26646,384,0.26646,2296609,2542237,2294975,7635360,8279598,8437937
428.1786854,428.17869,17,27,5,8,0,0,1.588235294,0.470588235,7,0.411764706,0.259259259,0.875,CRAM,0.0625,----,----,----,----,----,Alipat+N,428.2777,428,0.2777,1825635,1882014,1783677,3154192,3581846,3444652
451.1569468,451.15695,17,28,2,12,0,0,1.647058824,0.705882353,5,0.294117647,0.178571429,0.416666667,O,-0.222222222,----,----,----,----,SatFACarb,----,451.26127,451,0.26127,2300940,2313622,2079261,0,0,0
383.1936072,383.19361,17,28,4,6,0,0,1.647058824,0.352941176,6,0.352941176,0.214285714,1,CRAM,0.1,----,----,----,----,----,Alipat+N,383.28222,383,0.28222,2160167,1571734,1947052,5384348,5558561,5497751
438.1616978,438.1617,17,29,1,12,0,0,1.705882353,0.705882353,4,0.235294118,0.137931034,0.333333333,O,-0.25,----,----,----,----,SatFACarb,----,438.26302,438,0.26302,1681185,1598250,1646392,2549046,2431921,2725133
454.1566124,454.15661,17,29,1,13,0,0,1.705882353,0.764705882,4,0.235294118,0.137931034,0.307692308,O,-0.315789474,----,----,----,----,SatFACarb,----,454.26163,454,0.26163,1744632,2195689,2073936,0,0,0
