mass,m/z,C,H,N,O,S,P,H/C,O/C,DBE,DBE/C,DBE/H,DBE/O,CRAM,AI-mod,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,KM,NKM,KMD,PosFHW1.csv,PosFHW2.csv,PosFHW3.csv,PosFHW-Gt1.csv,PosFHW-Gt2.csv,PosFHW-Gt3.csv
355.1762258,355.17623,18,28,0,7,0,0,1.555555556,0.388888889,5,0.277777778,0.178571429,0.714285714,O,0.103448276,----,----,----,AlipatNoN,----,----,355.25836,355,0.25836,5804069,6140462,5895819,18519897,16015927,17769491
371.1711404,371.17114,18,28,0,8,0,0,1.555555556,0.444444444,5,0.277777778,0.178571429,0.625,O,0.071428571,----,----,----,AlipatNoN,----,----,371.25697,371,0.25697,9875844,12004815,10504994,26565383,24495830,24770782
387.166055,387.16605,18,28,0,9,0,0,1.555555556,0.5,5,0.277777778,0.178571429,0.555555556,O,0.037037037,----,----,----,AlipatNoN,----,----,387.25558,387,0.25558,10904067,11659165,10589660,19553433,18196795,17611755
403.1609696,403.16097,18,28,0,10,0,0,1.555555556,0.555555556,5,0.277777778,0.178571429,0.5,O,0,----,----,----,AlipatNoN,----,----,403.25419,403,0.25419,9471676,10541948,8431975,9523399,9608357,9103575
419.1558842,419.15588,18,28,0,11,0,0,1.555555556,0.611111111,5,0.277777778,0.178571429,0.454545455,O,-0.04,----,----,----,----,SatFACarb,----,419.25281,419,0.25281,5954977,6919854,5601866,4042060,4376064,4303014
435.1507988,435.1508,18,28,0,12,0,0,1.555555556,0.666666667,5,0.277777778,0.178571429,0.416666667,O,-0.083333333,----,----,----,----,SatFACarb,----,435.25142,435,0.25142,6026242,5302269,4717710,4798440,4955374,3986933
451.1457134,451.14571,18,28,0,13,0,0,1.555555556,0.722222222,5,0.277777778,0.178571429,0.384615385,O,-0.130434783,----,----,----,----,SatFACarb,----,451.25003,451,0.25003,6803468,6864790,4871710,5011299,5266116,4820172
467.140628,467.14063,18,28,0,14,0,0,1.555555556,0.777777778,5,0.277777778,0.178571429,0.357142857,O,-0.181818182,----,----,----,----,SatFACarb,----,467.24865,467,0.24865,15124448,15035793,11056321,9558649,10930360,9482526
483.1355426,483.13554,18,28,0,15,0,0,1.555555556,0.833333333,5,0.277777778,0.178571429,0.333333333,O,-0.238095238,----,----,----,----,SatFACarb,----,483.24726,483,0.24726,26994824,26042173,20023733,13160154,13999136,15126635
499.1304572,499.13046,18,28,0,16,0,0,1.555555556,0.888888889,5,0.277777778,0.178571429,0.3125,O,-0.3,----,----,----,----,SatFACarb,----,499.24587,499,0.24587,31869385,31679158,24076540,9485568,10789340,11510112
515.1253718,515.12537,18,28,0,17,0,0,1.555555556,0.944444444,5,0.277777778,0.178571429,0.294117647,O,-0.368421053,----,----,----,----,SatFACarb,----,515.24449,515,0.24449,31222614,31417833,23750220,7206225,8236682,10179199
531.1202864,531.12029,18,28,0,18,0,0,1.555555556,1,5,0.277777778,0.178571429,0.277777778,O,-0.444444444,----,----,----,----,SatFACarb,----,531.2431,531,0.2431,9106662,8998687,6731309,1664487,2064741,2338439
427.1834364,427.18344,18,28,4,8,0,0,1.555555556,0.444444444,7,0.388888889,0.25,0.875,CRAM,0.1,----,----,----,----,----,Alipat+N,427.28222,427,0.28222,3412288,2866637,2381278,5501226,5388269,5440476
443.178351,443.17835,18,28,4,9,0,0,1.555555556,0.5,7,0.388888889,0.25,0.777777778,CRAM,0.052631579,----,----,----,----,----,Alipat+N,443.28083,443,0.28083,3511855,2963387,3254538,0,0,0
482.151527,482.15153,18,29,1,14,0,0,1.611111111,0.777777778,5,0.277777778,0.172413793,0.357142857,O,-0.25,----,----,----,----,SatFACarb,----,482.26302,482,0.26302,3174521,3361552,2074955,2236679,2000337,2499174
498.1464416,498.14644,18,29,1,15,0,0,1.611111111,0.833333333,5,0.277777778,0.172413793,0.333333333,O,-0.315789474,----,----,----,----,SatFACarb,----,498.26163,498,0.26163,3512755,3638908,2952333,0,0,0
325.1842881,325.18429,18,30,0,3,1,0,1.666666667,0.166666667,4,0.222222222,0.133333333,1.333333333,O,0.096774194,----,----,----,AlipatNoN,----,----,325.25948,325,0.25948,16821739,30737629,22667955,65271530,73528283,38524291
357.1918758,357.19188,18,30,0,7,0,0,1.666666667,0.388888889,4,0.222222222,0.133333333,0.571428571,O,0.034482759,----,----,----,AlipatNoN,----,----,357.27447,357,0.27447,4074056,4469917,4347150,18569685,14111942,17266340
373.1867904,373.18679,18,30,0,8,0,0,1.666666667,0.444444444,4,0.222222222,0.133333333,0.5,O,0,----,----,----,AlipatNoN,----,----,373.27308,373,0.27308,7259060,7058493,7728564,22445421,19597664,20384629
389.181705,389.1817,18,30,0,9,0,0,1.666666667,0.5,4,0.222222222,0.133333333,0.444444444,O,-0.037037037,----,----,----,AlipatNoN,----,----,389.2717,389,0.2717,7367650,7313797,6594514,15625855,13333286,14540281
405.1766196,405.17662,18,30,0,10,0,0,1.666666667,0.555555556,4,0.222222222,0.133333333,0.4,O,-0.076923077,----,----,----,AlipatNoN,----,----,405.27031,405,0.27031,6381549,6323290,5555733,8532420,8127834,7924177
421.1715342,421.17153,18,30,0,11,0,0,1.666666667,0.611111111,4,0.222222222,0.133333333,0.363636364,O,-0.12,----,----,----,----,SatFACarb,----,421.26892,421,0.26892,4743714,4608660,4237775,4976995,5223835,5152917
437.1664488,437.16645,18,30,0,12,0,0,1.666666667,0.666666667,4,0.222222222,0.133333333,0.333333333,O,-0.166666667,----,----,----,----,SatFACarb,----,437.26754,437,0.26754,4344857,4154225,3303337,5209972,4868122,4654428
453.1613634,453.16136,18,30,0,13,0,0,1.666666667,0.722222222,4,0.222222222,0.133333333,0.307692308,O,-0.217391304,----,----,----,----,SatFACarb,----,453.26615,453,0.26615,6492158,5933855,5248398,9090748,8471086,7883821
469.156278,469.15628,18,30,0,14,0,0,1.666666667,0.777777778,4,0.222222222,0.133333333,0.285714286,O,-0.272727273,----,----,----,----,SatFACarb,----,469.26476,469,0.26476,12593130,14294427,10845466,12386799,12769511,11817187
485.1511926,485.15119,18,30,0,15,0,0,1.666666667,0.833333333,4,0.222222222,0.133333333,0.266666667,O,-0.333333333,----,----,----,----,SatFACarb,----,485.26338,485,0.26338,21420202,21766047,19581590,17292932,16256202,18030715
501.1461072,501.14611,18,30,0,16,0,0,1.666666667,0.888888889,4,0.222222222,0.133333333,0.25,O,-0.4,----,----,----,----,SatFACarb,----,501.26199,501,0.26199,29534713,30966572,25960922,11410665,12329620,14590346
517.1410218,517.14102,18,30,0,17,0,0,1.666666667,0.944444444,4,0.222222222,0.133333333,0.235294118,O,-0.473684211,----,----,----,----,SatFACarb,----,517.2606,517,0.2606,33098633,37643825,32835228,4925831,6350562,8856212
533.1359364,533.13594,18,30,0,18,0,0,1.666666667,1,4,0.222222222,0.133333333,0.222222222,O,-0.555555556,----,----,----,----,SatFACarb,----,533.25922,533,0.25922,6771990,7350049,5359053,0,0,0
413.2041718,413.20417,18,30,4,7,0,0,1.666666667,0.388888889,6,0.333333333,0.2,0.857142857,CRAM,0.047619048,----,----,----,----,----,Alipat+N,413.29972,413,0.29972,3043765,2562663,3151629,8889460,8674952,8961077
429.1990864,429.19909,18,30,4,8,0,0,1.666666667,0.444444444,6,0.333333333,0.2,0.75,O,0,----,----,----,----,----,Alipat+N,429.29833,429,0.29833,3336067,3295593,3391254,7615728,7361338,7614326
445.194001,445.194,18,30,4,9,0,0,1.666666667,0.5,6,0.333333333,0.2,0.666666667,O,-0.052631579,----,----,----,----,----,Alipat+N,445.29695,445,0.29695,3429419,3352361,2906168,3877186,4217049,4196032
375.2024404,375.20244,18,32,0,8,0,0,1.777777778,0.444444444,3,0.166666667,0.09375,0.375,O,-0.071428571,----,----,----,AlipatNoN,----,----,375.2892,375,0.2892,3086302,3110561,4174908,14442441,11457502,13295106
391.197355,391.19735,18,32,0,9,0,0,1.777777778,0.5,3,0.166666667,0.09375,0.333333333,O,-0.111111111,----,----,----,AlipatNoN,----,----,391.28781,391,0.28781,3127728,2499411,3843496,8814670,7349491,7989229
407.1922696,407.19227,18,32,0,10,0,0,1.777777778,0.555555556,3,0.166666667,0.09375,0.3,O,-0.153846154,----,----,----,AlipatNoN,----,----,407.28643,407,0.28643,3217668,4204819,3846803,7783072,8046050,9212578
423.1871842,423.18718,18,32,0,11,0,0,1.777777778,0.611111111,3,0.166666667,0.09375,0.272727273,O,-0.2,----,----,----,----,SatFACarb,----,423.28504,423,0.28504,2712722,3014244,3198780,5115237,4098334,4854893
455.1770134,455.17701,18,32,0,13,0,0,1.777777778,0.722222222,3,0.166666667,0.09375,0.230769231,O,-0.304347826,----,----,----,----,SatFACarb,----,455.28227,455,0.28227,2751985,3410612,2941206,6172181,5165484,6155157
471.171928,471.17193,18,32,0,14,0,0,1.777777778,0.777777778,3,0.166666667,0.09375,0.214285714,O,-0.363636364,----,----,----,----,SatFACarb,----,471.28088,471,0.28088,6434808,8852916,7574924,5756267,6365484,7233716
487.1668426,487.16684,18,32,0,15,0,0,1.777777778,0.833333333,3,0.166666667,0.09375,0.2,O,-0.428571429,----,----,----,----,SatFACarb,----,487.27949,487,0.27949,5365966,6412295,5864318,2292788,2305404,2792592
503.1617572,503.16176,18,32,0,16,0,0,1.777777778,0.888888889,3,0.166666667,0.09375,0.1875,O,-0.5,----,----,----,----,SatFACarb,----,503.27811,503,0.27811,6853161,8887200,8370862,0,0,0
519.1566718,519.15667,18,32,0,17,0,0,1.777777778,0.944444444,3,0.166666667,0.09375,0.176470588,O,-0.578947368,----,----,----,----,SatFACarb,----,519.27672,519,0.27672,18168764,22062702,24921810,0,0,0
415.2198218,415.21982,18,32,4,7,0,0,1.777777778,0.388888889,5,0.277777778,0.15625,0.714285714,O,-0.047619048,----,----,----,----,----,Alipat+N,415.31584,415,0.31584,3629167,2586777,4225770,9606359,8709752,9462904
431.2147364,431.21474,18,32,4,8,0,0,1.777777778,0.444444444,5,0.277777778,0.15625,0.625,O,-0.1,----,----,----,----,----,Alipat+N,431.31445,431,0.31445,3153337,2872056,3278402,5403814,5118588,4810497
283.2642528,283.26425,18,36,0,2,0,0,2,0.111111111,1,0.055555556,0.027777778,0.5,O,0,----,----,----,AlipatNoN,----,----,283.32975,283,0.32975,4230211,5302562,3803694,6326198,4867626,4247663
381.2316319,381.23163,18,38,0,6,1,0,2.111111111,0.333333333,0,0,0,0,O,-0.285714286,----,----,----,AlipatNoN,----,----,381.31979,381,0.31979,10771501,7571835,7991159,24204936,10785527,9999701
397.2265465,397.22655,18,38,0,7,1,0,2.111111111,0.388888889,0,0,0,0,O,-0.333333333,----,----,----,AlipatNoN,----,----,397.3184,397,0.3184,16755363,9687048,12949068,33441048,10367366,12023050
401.0514196,401.05142,19,14,0,10,0,0,0.736842105,0.526315789,13,0.684210526,0.928571429,1.3,O,0.571428571,----,Aromatic,----,----,----,----,401.14416,401,0.14416,2682208,2899559,3134075,0,0,0
417.0463342,417.04633,19,14,0,11,0,0,0.736842105,0.578947368,13,0.684210526,0.928571429,1.181818182,O,0.555555556,----,Aromatic,----,----,----,----,417.14277,417,0.14277,3044102,3038895,3507886,0,0,0
433.0412488,433.04125,19,14,0,12,0,0,0.736842105,0.631578947,13,0.684210526,0.928571429,1.083333333,O,0.538461538,----,Aromatic,----,----,----,----,433.14138,433,0.14138,3318752,2947720,3235195,0,0,0
449.0361634,449.03616,19,14,0,13,0,0,0.736842105,0.684210526,13,0.684210526,0.928571429,1,O,0.52,----,Aromatic,----,----,----,----,449.14,449,0.14,3176473,3202078,3568332,0,0,0
465.031078,465.03108,19,14,0,14,0,0,0.736842105,0.736842105,13,0.684210526,0.928571429,0.928571429,O,0.5,----,----,HUnSatLig,----,----,----,465.13861,465,0.13861,3084249,2681239,2628736,0,0,0
387.072155,387.07215,19,16,0,9,0,0,0.842105263,0.473684211,12,0.631578947,0.75,1.333333333,CRAM,0.517241379,----,Aromatic,----,----,----,----,387.16166,387,0.16166,3027948,3106693,3804612,0,0,0
403.0670696,403.06707,19,16,0,10,0,0,0.842105263,0.526315789,12,0.631578947,0.75,1.2,CRAM,0.5,----,----,HUnSatLig,----,----,----,403.16027,403,0.16027,4535981,4486000,4756830,0,0,0
419.0619842,419.06198,19,16,0,11,0,0,0.842105263,0.578947368,12,0.631578947,0.75,1.090909091,CRAM,0.481481481,----,----,HUnSatLig,----,----,----,419.15889,419,0.15889,4865435,4030126,5185103,0,0,0
435.0568988,435.0569,19,16,0,12,0,0,0.842105263,0.631578947,12,0.631578947,0.75,1,CRAM,0.461538462,----,----,HUnSatLig,----,----,----,435.1575,435,0.1575,5069825,4993027,4906137,0,0,0
451.0518134,451.05181,19,16,0,13,0,0,0.842105263,0.684210526,12,0.631578947,0.75,0.923076923,CRAM,0.44,----,----,HUnSatLig,----,----,----,451.15611,451,0.15611,4705292,4468636,5124645,0,0,0
467.046728,467.04673,19,16,0,14,0,0,0.842105263,0.736842105,12,0.631578947,0.75,0.857142857,CRAM,0.416666667,----,----,HUnSatLig,----,----,----,467.15473,467,0.15473,4308960,4516241,3854525,0,0,0
483.0416426,483.04164,19,16,0,15,0,0,0.842105263,0.789473684,12,0.631578947,0.75,0.8,CRAM,0.391304348,----,----,HUnSatLig,----,----,----,483.15334,483,0.15334,3223175,2896697,3015083,0,0,0
373.0928904,373.09289,19,18,0,8,0,0,0.947368421,0.421052632,11,0.578947368,0.611111111,1.375,CRAM,0.466666667,----,----,HUnSatLig,----,----,----,373.17916,373,0.17916,3335066,3223072,4017558,2748241,2245954,3440982
389.087805,389.0878,19,18,0,9,0,0,0.947368421,0.473684211,11,0.578947368,0.611111111,1.222222222,CRAM,0.448275862,----,----,HUnSatLig,----,----,----,389.17778,389,0.17778,4568012,4584815,5301179,2849385,2630928,3295713
405.0827196,405.08272,19,18,0,10,0,0,0.947368421,0.526315789,11,0.578947368,0.611111111,1.1,CRAM,0.428571429,----,----,HUnSatLig,----,----,----,405.17639,405,0.17639,6150112,7011409,6636046,2256825,2293587,3753414
421.0776342,421.07763,19,18,0,11,0,0,0.947368421,0.578947368,11,0.578947368,0.611111111,1,CRAM,0.407407407,----,----,HUnSatLig,----,----,----,421.175,421,0.175,6049308,6239894,6400469,1663331,2089376,2735767
437.0725488,437.07255,19,18,0,12,0,0,0.947368421,0.631578947,11,0.578947368,0.611111111,0.916666667,CRAM,0.384615385,----,----,HUnSatLig,----,----,----,437.17362,437,0.17362,6639640,5761911,6415283,0,0,0
453.0674634,453.06746,19,18,0,13,0,0,0.947368421,0.684210526,11,0.578947368,0.611111111,0.846153846,CRAM,0.36,----,----,HUnSatLig,----,----,----,453.17223,453,0.17223,6279167,6444836,6155668,0,0,0
469.062378,469.06238,19,18,0,14,0,0,0.947368421,0.736842105,11,0.578947368,0.611111111,0.785714286,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,469.17084,469,0.17084,5526505,5580186,4995349,0,0,0
485.0572926,485.05729,19,18,0,15,0,0,0.947368421,0.789473684,11,0.578947368,0.611111111,0.733333333,O,0.304347826,----,----,HUnSatLig,----,----,----,485.16945,485,0.16945,4269224,4353946,3327627,0,0,0
359.1136258,359.11363,19,20,0,7,0,0,1.052631579,0.368421053,10,0.526315789,0.5,1.428571429,CRAM,0.419354839,----,----,HUnSatLig,----,----,----,359.19667,359,0.19667,4097112,3255029,3299199,3660854,2982717,3929374
375.1085404,375.10854,19,20,0,8,0,0,1.052631579,0.421052632,10,0.526315789,0.5,1.25,CRAM,0.4,----,----,HUnSatLig,----,----,----,375.19528,375,0.19528,6545861,6294149,6214686,4840365,4997057,5884387
391.103455,391.10345,19,20,0,9,0,0,1.052631579,0.473684211,10,0.526315789,0.5,1.111111111,CRAM,0.379310345,----,----,HUnSatLig,----,----,----,391.19389,391,0.19389,8441243,8317758,7358867,5883961,5730527,7391190
407.0983696,407.09837,19,20,0,10,0,0,1.052631579,0.526315789,10,0.526315789,0.5,1,CRAM,0.357142857,----,----,HUnSatLig,----,----,----,407.19251,407,0.19251,10039544,10319115,9753230,4585111,4811229,6420121
423.0932842,423.09328,19,20,0,11,0,0,1.052631579,0.578947368,10,0.526315789,0.5,0.909090909,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,423.19112,423,0.19112,9289357,8877671,8507716,3610981,3319076,4238447
439.0881988,439.0882,19,20,0,12,0,0,1.052631579,0.631578947,10,0.526315789,0.5,0.833333333,CRAM,0.307692308,----,----,HUnSatLig,----,----,----,439.18973,439,0.18973,8753191,8364775,7617230,2355451,2525519,2704579
455.0831134,455.08311,19,20,0,13,0,0,1.052631579,0.684210526,10,0.526315789,0.5,0.769230769,O,0.28,----,----,HUnSatLig,----,----,----,455.18834,455,0.18834,7622642,7126713,6710555,0,0,0
471.078028,471.07803,19,20,0,14,0,0,1.052631579,0.736842105,10,0.526315789,0.5,0.714285714,O,0.25,----,----,HUnSatLig,----,----,----,471.18696,471,0.18696,6911991,5616051,4840838,0,0,0
487.0729426,487.07294,19,20,0,15,0,0,1.052631579,0.789473684,10,0.526315789,0.5,0.666666667,O,0.217391304,----,----,HUnSatLig,----,----,----,487.18557,487,0.18557,4410572,3778562,3489651,0,0,0
345.1343612,345.13436,19,22,0,6,0,0,1.157894737,0.315789474,9,0.473684211,0.409090909,1.5,CRAM,0.375,----,----,HUnSatLig,----,----,----,345.21417,345,0.21417,3059734,2557123,3178253,3727712,3978305,4360214
361.1292758,361.12928,19,22,0,7,0,0,1.157894737,0.368421053,9,0.473684211,0.409090909,1.285714286,CRAM,0.35483871,----,----,HUnSatLig,----,----,----,361.21278,361,0.21278,5762695,6168944,5872150,7931574,7848409,8604605
377.1241904,377.12419,19,22,0,8,0,0,1.157894737,0.421052632,9,0.473684211,0.409090909,1.125,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,377.21139,377,0.21139,10383337,10538206,10476186,11952637,12115506,12046437
393.119105,393.1191,19,22,0,9,0,0,1.157894737,0.473684211,9,0.473684211,0.409090909,1,CRAM,0.310344828,----,----,HUnSatLig,----,----,----,393.21001,393,0.21001,14124888,13989106,12915528,12481007,13123212,13445549
409.1140196,409.11402,19,22,0,10,0,0,1.157894737,0.526315789,9,0.473684211,0.409090909,0.9,CRAM,0.285714286,----,----,HUnSatLig,----,----,----,409.20862,409,0.20862,15221239,15197600,13591266,9233235,9606717,9618246
425.1089342,425.10893,19,22,0,11,0,0,1.157894737,0.578947368,9,0.473684211,0.409090909,0.818181818,CRAM,0.259259259,----,----,HUnSatLig,----,----,----,425.20723,425,0.20723,12881645,12678692,10942621,5738834,5036180,5762097
441.1038488,441.10385,19,22,0,12,0,0,1.157894737,0.631578947,9,0.473684211,0.409090909,0.75,O,0.230769231,----,----,HUnSatLig,----,----,----,441.20585,441,0.20585,9812014,10089043,9021933,2869361,2790522,3474460
457.0987634,457.09876,19,22,0,13,0,0,1.157894737,0.684210526,9,0.473684211,0.409090909,0.692307692,O,0.2,----,----,HUnSatLig,----,----,----,457.20446,457,0.20446,6899686,6839899,5715133,1873271,2078022,2080527
473.093678,473.09368,19,22,0,14,0,0,1.157894737,0.736842105,9,0.473684211,0.409090909,0.642857143,O,0.166666667,----,----,HUnSatLig,----,----,----,473.20307,473,0.20307,5693448,4879833,4838926,0,0,0
489.0885926,489.08859,19,22,0,15,0,0,1.157894737,0.789473684,9,0.473684211,0.409090909,0.6,O,0.130434783,----,----,HUnSatLig,----,----,----,489.20169,489,0.20169,3374322,3043438,2673760,0,0,0
347.1500112,347.15001,19,24,0,6,0,0,1.263157895,0.315789474,8,0.421052632,0.333333333,1.333333333,CRAM,0.3125,----,----,HUnSatLig,----,----,----,347.23028,347,0.23028,4065794,3154159,4614447,6710708,8192133,7060059
363.1449258,363.14493,19,24,0,7,0,0,1.263157895,0.368421053,8,0.421052632,0.333333333,1.142857143,CRAM,0.290322581,----,----,HUnSatLig,----,----,----,363.2289,363,0.2289,8906938,7961582,8192179,14846262,15309944,15711841
379.1398404,379.13984,19,24,0,8,0,0,1.263157895,0.421052632,8,0.421052632,0.333333333,1,CRAM,0.266666667,----,----,HUnSatLig,----,----,----,379.22751,379,0.22751,14662150,14167850,14400775,19584064,20717715,20419290
395.134755,395.13475,19,24,0,9,0,0,1.263157895,0.473684211,8,0.421052632,0.333333333,0.888888889,CRAM,0.24137931,----,----,HUnSatLig,----,----,----,395.22612,395,0.22612,19413249,18792070,16735447,20247435,20918294,20304741
411.1296696,411.12967,19,24,0,10,0,0,1.263157895,0.526315789,8,0.421052632,0.333333333,0.8,CRAM,0.214285714,----,----,HUnSatLig,----,----,----,411.22474,411,0.22474,18244319,18408979,15520523,11949041,13575797,13319117
427.1245842,427.12458,19,24,0,11,0,0,1.263157895,0.578947368,8,0.421052632,0.333333333,0.727272727,O,0.185185185,----,----,HUnSatLig,----,----,----,427.22335,427,0.22335,14067518,13624784,11225060,6140203,6775794,6729694
443.1194988,443.1195,19,24,0,12,0,0,1.263157895,0.631578947,8,0.421052632,0.333333333,0.666666667,O,0.153846154,----,----,HUnSatLig,----,----,----,443.22196,443,0.22196,9836591,9126335,7934225,2275296,2660778,3076466
459.1144134,459.11441,19,24,0,13,0,0,1.263157895,0.684210526,8,0.421052632,0.333333333,0.615384615,O,0.12,----,----,HUnSatLig,----,----,----,459.22058,459,0.22058,6318045,5787150,5010557,0,0,0
475.109328,475.10933,19,24,0,14,0,0,1.263157895,0.736842105,8,0.421052632,0.333333333,0.571428571,O,0.083333333,----,----,HUnSatLig,----,----,----,475.21919,475,0.21919,4255772,4093451,3281578,0,0,0
349.1656612,349.16566,19,26,0,6,0,0,1.368421053,0.315789474,7,0.368421053,0.269230769,1.166666667,CRAM,0.25,----,----,HUnSatLig,----,----,----,349.2464,349,0.2464,4071931,3990828,4311914,8693779,7932637,9510068
365.1605758,365.16058,19,26,0,7,0,0,1.368421053,0.368421053,7,0.368421053,0.269230769,1,CRAM,0.225806452,----,----,HUnSatLig,----,----,----,365.24501,365,0.24501,9077487,8394349,9182035,19747764,18157336,20304134
381.1554904,381.15549,19,26,0,8,0,0,1.368421053,0.421052632,7,0.368421053,0.269230769,0.875,CRAM,0.2,----,----,HUnSatLig,----,----,----,381.24363,381,0.24363,14224409,14197094,13637473,23484019,23868129,24327486
397.150405,397.1504,19,26,0,9,0,0,1.368421053,0.473684211,7,0.368421053,0.269230769,0.777777778,CRAM,0.172413793,----,----,HUnSatLig,----,----,----,397.24224,397,0.24224,18811541,18763771,16154175,22693130,23789946,22054139
413.1453196,413.14532,19,26,0,10,0,0,1.368421053,0.526315789,7,0.368421053,0.269230769,0.7,O,0.142857143,----,----,HUnSatLig,----,----,----,413.24085,413,0.24085,15385519,16287333,13857549,12665968,13555336,12899378
429.1402342,429.14023,19,26,0,11,0,0,1.368421053,0.578947368,7,0.368421053,0.269230769,0.636363636,O,0.111111111,----,----,HUnSatLig,----,----,----,429.23947,429,0.23947,11466626,11654509,9357084,5994738,5719872,5930874
445.1351488,445.13515,19,26,0,12,0,0,1.368421053,0.631578947,7,0.368421053,0.269230769,0.583333333,O,0.076923077,----,----,HUnSatLig,----,----,----,445.23808,445,0.23808,7667755,7405869,5250110,2197831,2638559,3101381
461.1300634,461.13006,19,26,0,13,0,0,1.368421053,0.684210526,7,0.368421053,0.269230769,0.538461538,O,0.04,----,----,HUnSatLig,----,----,----,461.23669,461,0.23669,4928472,4773332,4173919,0,0,0
477.124978,477.12498,19,26,0,14,0,0,1.368421053,0.736842105,7,0.368421053,0.269230769,0.5,O,0,----,----,HUnSatLig,----,----,----,477.23531,477,0.23531,4195379,3375689,2738520,0,0,0
493.1198926,493.11989,19,26,0,15,0,0,1.368421053,0.789473684,7,0.368421053,0.269230769,0.466666667,O,-0.043478261,----,----,HUnSatLig,----,----,----,493.23392,493,0.23392,4411716,3802452,2875456,0,0,0
509.1148072,509.11481,19,26,0,16,0,0,1.368421053,0.842105263,7,0.368421053,0.269230769,0.4375,O,-0.090909091,----,----,HUnSatLig,----,----,----,509.23253,509,0.23253,4429501,4202720,2555086,0,0,0
525.1097218,525.10972,19,26,0,17,0,0,1.368421053,0.894736842,7,0.368421053,0.269230769,0.411764706,O,-0.142857143,----,----,HUnSatLig,----,----,----,525.23115,525,0.23115,5432402,4292331,2639583,0,0,0
541.1046364,541.10464,19,26,0,18,0,0,1.368421053,0.947368421,7,0.368421053,0.269230769,0.388888889,O,-0.2,----,----,HUnSatLig,----,----,----,541.22976,541,0.22976,5126607,4082415,2719681,2723331,3271219,4698618
351.1813112,351.18131,19,28,0,6,0,0,1.473684211,0.315789474,6,0.315789474,0.214285714,1,CRAM,0.1875,----,----,HUnSatLig,----,----,----,351.26252,351,0.26252,3264002,2730361,3217340,9007740,8142150,8957726
367.1762258,367.17623,19,28,0,7,0,0,1.473684211,0.368421053,6,0.315789474,0.214285714,0.857142857,CRAM,0.161290323,----,----,HUnSatLig,----,----,----,367.26113,367,0.26113,7043365,7344363,6881780,20719151,17400245,19690411
383.1711404,383.17114,19,28,0,8,0,0,1.473684211,0.421052632,6,0.315789474,0.214285714,0.75,O,0.133333333,----,----,HUnSatLig,----,----,----,383.25974,383,0.25974,11564578,11817872,10693030,23181462,22988058,22808464
399.166055,399.16605,19,28,0,9,0,0,1.473684211,0.473684211,6,0.315789474,0.214285714,0.666666667,O,0.103448276,----,----,HUnSatLig,----,----,----,399.25836,399,0.25836,15133714,15290700,13365116,22414955,22815413,22091373
415.1609696,415.16097,19,28,0,10,0,0,1.473684211,0.526315789,6,0.315789474,0.214285714,0.6,O,0.071428571,----,----,HUnSatLig,----,----,----,415.25697,415,0.25697,12457066,12478104,10701547,12541140,12764793,13278327
431.1558842,431.15588,19,28,0,11,0,0,1.473684211,0.578947368,6,0.315789474,0.214285714,0.545454545,O,0.037037037,----,----,HUnSatLig,----,----,----,431.25558,431,0.25558,9365432,7937276,6878793,6687912,6214273,7074565
447.1507988,447.1508,19,28,0,12,0,0,1.473684211,0.631578947,6,0.315789474,0.214285714,0.5,O,0,----,----,HUnSatLig,----,----,----,447.2542,447,0.2542,5469219,5168286,3797880,2477225,2647070,2949657
463.1457134,463.14571,19,28,0,13,0,0,1.473684211,0.684210526,6,0.315789474,0.214285714,0.461538462,O,-0.04,----,----,HUnSatLig,----,----,----,463.25281,463,0.25281,4292567,4342188,3339361,2083227,2293408,2279865
479.140628,479.14063,19,28,0,14,0,0,1.473684211,0.736842105,6,0.315789474,0.214285714,0.428571429,O,-0.083333333,----,----,HUnSatLig,----,----,----,479.25142,479,0.25142,4378701,4774546,3545110,3129244,2510573,2613857
495.1355426,495.13554,19,28,0,15,0,0,1.473684211,0.789473684,6,0.315789474,0.214285714,0.4,O,-0.130434783,----,----,HUnSatLig,----,----,----,495.25004,495,0.25004,7825775,6435274,4594479,3967302,3855461,3617040
511.1304572,511.13046,19,28,0,16,0,0,1.473684211,0.842105263,6,0.315789474,0.214285714,0.375,O,-0.181818182,----,----,HUnSatLig,----,----,----,511.24865,511,0.24865,11664112,11617600,7384419,4205827,4436391,4524617
527.1253718,527.12537,19,28,0,17,0,0,1.473684211,0.894736842,6,0.315789474,0.214285714,0.352941176,O,-0.238095238,----,----,HUnSatLig,----,----,----,527.24726,527,0.24726,13094020,12236548,7233207,2544411,3182477,2639012
543.1202864,543.12029,19,28,0,18,0,0,1.473684211,0.947368421,6,0.315789474,0.214285714,0.333333333,O,-0.3,----,----,HUnSatLig,----,----,----,543.24587,543,0.24587,8652284,7468758,4610847,0,0,0
559.115201,559.1152,19,28,0,19,0,0,1.473684211,1,6,0.315789474,0.214285714,0.315789474,O,-0.368421053,----,----,HUnSatLig,----,----,----,559.24449,559,0.24449,5302076,4560290,3182927,2746580,3240527,3982408
