Mass,Soil_1,Soil_2,Soil_3,Soil_13,Soil_14,Soil_15,Soil_7,Soil_8,Soil_9,Soil_19,Soil_20,Soil_21,Soil_4,Soil_5,Soil_6,Soil_16,Soil_17,Soil_18,Soil_10,Soil_11,Soil_12,Soil_22,Soil_23,Soil_24
415.0518134,4380479,4339281,3287588,0,0,0,8490081,8341142,7824110,0,0,0,3890295,3791451,3496748,0,0,0,6261786,5986041,7070413,0,0,0
415.0670696,7836479,9178705,5991972,3402419,3757409,3989960,2579554,2784919,3333870,0,0,0,7471223,6523484,6858540,0,0,0,1879066,3177721,2983629,0,0,0
415.0881988,7725888,7962195,5247524,2016949,1778019,1687241,11652196,11228823,10134253,1785041,2995322,2683509,6754422,6414940,6156076,0,0,0,9522202,8795896,10158797,1682745,2262282,1751170
415.103455,8600384,8906323,5621284,4063415,5135716,4942281,2816101,2754711,2877165,1590226,1790073,2041461,8239222,8104541,8603436,4628797,3846218,3958645,2368025,3631864,4257485,0,0,0
415.1245842,8899393,8363605,6051363,3757241,3613029,4182474,12733543,13123224,10402540,5306579,5905017,5576822,6637686,6867549,6668076,3725629,3711051,3004788,12819481,10546936,12012237,5570873,5481226,5938307
415.1398404,7486273,7743061,5069347,6424763,7309670,6289866,3618920,3786392,3578092,3966163,3682937,4881526,6690934,7285341,6219564,5409085,5882955,5271412,2638872,3655416,3386061,3439418,4513547,4327555
415.1609696,13581121,11722327,11946531,16047293,13625704,22976971,12457066,12478104,10701547,12541140,12764793,13278327,8489078,8542814,7917356,8936765,8385612,7544691,16538648,13682424,15512269,14672186,13234955,15415427
415.1762258,7689026,9039447,5591587,9262271,9611625,8376780,3586156,3674777,3664619,6583509,6255224,6628471,5485686,5783134,5695276,6636861,8256588,6993779,2557463,3577592,2988237,5387578,6323979,5948547
415.1834364,4775746,4987480,3637795,5174464,5709162,5389772,4352108,4138649,4302571,7785685,8238712,8615031,4189302,4079199,4296492,4930877,5364812,4390770,3042327,4039416,3517133,6476090,5699339,6462596
415.197355,8213314,7745113,5754403,9620673,8884587,9216461,6635629,7176857,6583019,15592662,14866040,14408824,9091190,10377823,8679212,12907837,12864589,11358066,10238999,13727480,12739277,21262651,21166859,23574660
415.2126112,5363523,5500505,3714595,7441603,7385452,7135693,1581679,1683609,2095850,5014742,4590200,4913272,3993718,4223583,3818284,6620477,6937677,5689202,0,0,0,3673403,5982988,5015684
415.2198218,9657155,10905178,6659619,10464452,10686828,9687501,3629167,2586777,4225770,9606359,8709752,9462904,7245941,7635551,7384876,8531261,9987149,7927665,2270742,4564727,3377869,6756667,9636620,8642692
415.2337404,8180547,7564891,4769314,11560133,11862381,11622862,2336369,2565786,2603754,9931991,7300727,8578169,9209973,9865824,10043180,16852286,17462350,15572849,3273750,5801719,3757773,11804987,17660684,15837316
415.2562072,2959684,3617372,2357282,5595336,5048687,4792783,0,0,0,3704024,3096183,4086393,1986677,2323040,2073900,4068670,4226126,3574128,0,0,0,2548540,3994892,3379844
416.167452,3204950,3069578,1970709,2348584,2720686,2520043,3291840,3724968,3331278,3489532,3707493,3799693,3194986,3213941,2943785,2465088,2201187,1893715,2851322,2604269,2910406,2925899,2570519,2797709
417.0463342,8913761,10268337,7059971,3254655,3033573,3797505,3044102,3038895,3507886,0,0,0,8112216,8288900,8005410,0,0,0,1682650,3600092,3152571,0,0,0
417.0674634,3559265,2959538,2353154,0,0,0,7628040,7900847,7017133,0,0,0,3125335,2784900,2328353,NA,NA,NA,6235097,4785884,6437562,0,0,0
417.0827196,9769825,11679410,7531010,4307331,4026856,4767233,3275529,3511984,4414125,0,0,0,10688599,9554564,10235681,3390270,3046515,3048239,2240985,4379356,4183738,0,0,0
417.1038488,4788065,5136051,3545601,0,0,0,9108747,8883888,7008940,2211099,2284620,2080412,4618326,4600452,4067105,0,0,0,8616920,6956763,7729850,0,0,0
417.1072195,3731297,3443891,2330625,5596549,7145961,6285826,2630411,2404528,2953900,5480731,5024332,6096028,2633302,2150020,2357025,4179261,4900979,3593518,0,0,0,3522900,5197597,4977809
417.119105,9909089,11251380,7449089,6744454,6873578,7033346,4648204,4765360,5015211,3595547,3742283,4795548,10917974,10766981,11015969,6759741,7130228,6253358,3144663,5518043,4782778,3515732,5132061,4381841
417.1402342,4285281,3408565,2524672,2713992,2115051,2434050,10282254,10094256,7920298,4473116,5589579,5026972,3988565,4126341,3960608,2336573,2112628,2282797,11981782,9232090,10439353,6775124,5586717,6301841
417.1554904,11436897,12648117,7901696,11091338,11299308,11092483,6420751,6486704,6402730,9303324,9340490,10077340,9599061,9222789,9514784,10485053,10800244,8722220,4372438,6297306,6363833,8266068,10345245,9760913
417.1766196,5311330,4204214,2839551,5381516,3917293,4045315,7707921,7880368,6654633,9082141,8361546,9165981,5466197,5752453,5528352,5962045,6884468,5605163,10589141,9346778,10533561,12020052,11418397,13179025
417.1918758,10216290,9993911,6238719,12823949,12945902,12507651,4618514,4674224,4621992,9833757,9080393,10513565,7555156,7699078,7057184,10255677,11506805,9686827,2857940,4542169,4261560,7362900,10335005,9646225
417.1990864,4631394,4734647,3582463,3217294,4175343,3592708,3476754,3090608,3344040,4895006,4738633,4839581,3417172,3567750,2749728,3098941,3284085,3439402,2309588,3690201,2716344,3902805,4173597,4296849
417.213005,6389602,6353592,4383230,8316303,8112623,7553540,4239635,5084848,4356775,12721438,9725513,10448029,6959188,7842438,6741791,11498813,12076149,10506026,5151700,7272153,6798008,15044949,18459421,19671185
417.2282612,5762914,5108408,3816958,8336785,8468976,6961668,0,0,0,5038366,3710024,4723869,4760659,4886150,5081887,7206205,7842933,6066985,0,0,0,3887445,6589213,5139601
417.2354718,3423586,4057784,2745854,5579153,5512689,5975556,0,0,0,5025055,4337224,5100701,2978899,3335814,3193119,5193021,5793909,4310825,0,0,0,3428181,5610269,4551825
417.2493904,5039970,4649657,2699773,7687571,6953458,6446597,0,0,0,4712735,3074119,4119709,4193363,4912774,4622111,7910717,8594549,7501608,0,0,0,4704597,8530717,7020689
419.0619842,11141986,12467956,8276417,3218997,3927635,4272668,4865435,4030126,5185103,0,0,0,11024405,11301526,10098429,3120423,2123397,1901266,2755966,5208738,4431502,0,0,0
419.0983696,12708705,14214901,8509888,6030904,6257237,6359580,5099933,5696174,5909069,2630475,2840066,3023014,13078548,11424406,12707580,4679974,4522117,5044944,3734396,6850209,5873293,2114901,3330327,3742856
419.1194988,2556257,2616566,1965503,1707066,1765206,2053660,7476638,7025326,5573196,2655563,2769409,3016870,2015251,2551446,2578683,NA,NA,NA,8168315,5357216,5982860,2595157,2175255,2462855
419.134755,12559201,14024438,8540607,10176059,10099286,9630236,8979872,8775342,8184395,8594763,9111041,9612454,13305874,14889622,14522107,8016165,8854661,8292046,7162747,7378592,7527052,7680340,8899351,8902791
419.1558842,2006369,2403062,1658814,0,0,0,5954977,6919854,5601866,4042060,4376064,4303014,1848849,2574486,1680634,NA,NA,NA,8463225,6368927,7920267,5217620,4081431,5650567
419.1711404,14764897,15810295,9378237,16522814,15690328,16329244,8494498,8517294,7602761,15686988,15033855,16129190,11544593,11268758,11476730,14140709,15533189,13958860,6412153,8699550,8006282,12915028,15977239,16533639
419.2075258,10277728,10843896,6471100,13545025,13797978,12788252,3933605,3636909,3574343,9370957,9364989,9856166,8581135,7834262,7960313,11926820,13069445,10962634,2707319,4949661,3609737,7391572,12077846,11194502
419.228655,2768736,3026680,1996219,3793475,3582555,4370973,0,0,0,6348109,4107773,4886694,3819534,4974230,4465400,7376164,8420485,7038665,2263926,3594908,2947209,5846356,10320662,10354822
419.2439112,4105056,3933945,2257850,5745220,5473884,5008925,0,0,0,4125005,2449404,2741926,3312654,3511958,3005688,5420323,6759557,5214920,0,0,0,2543700,4822806,3974278
421.0412488,8692549,10686235,6756710,2662096,2602664,2418715,4668954,4371094,5440984,0,0,0,8202164,8635027,7689920,0,0,0,2896652,5106254,4856394,0,0,0
421.0776342,12143428,14343963,8681828,4002515,4777641,5016091,6049308,6239894,6400469,1663331,2089376,2735767,12722098,11250323,11843263,3364089,2228353,2929755,4431626,6452812,7328328,0,0,0
421.1140196,15911747,17833755,11188578,9971413,8970923,9155098,9041438,9668245,8808915,5540195,5950878,6494358,14839728,14152339,14620350,7638264,7120001,7388761,7213832,7599691,8272455,5088573,5981947,6161511
421.1351488,2462019,3057948,1788257,2723543,2869932,2642458,7151136,7313045,5404114,4661603,4765085,5197974,2059951,1887379,1829053,NA,NA,NA,8479494,5114442,6384198,4035900,3427067,3977319
421.150405,14576450,16211740,9902432,14409432,13757100,13384218,13268513,12899988,11739601,16330083,16594332,16678038,12328878,12006035,12191420,12012790,12203137,11173463,9040646,11058761,10861125,13521212,14473979,15239270
421.1867904,14170945,14819100,9642334,18435802,17242797,17447450,8183331,8173204,8176078,17775972,16573850,17853589,11702188,11981458,11593403,16680181,17773697,15470164,6164227,9346631,8575556,15331643,20470522,20314214
421.2231758,6702913,6883101,4785500,0,0,0,2703397,2206867,3002316,0,0,0,6526890,7070354,6115002,0,0,0,2351361,4023877,2914370,0,0,0
421.2265465,45873984,15105821,3045724,1755053789,22436527,274004506,4284965,5154451,5038539,397667684,14235031,9122965,23359401,2924178,39102138,366994676,20247680,317578834,5100289,8046149,4214338,1384112443,613542649,208660581
423.0205134,3572492,4230952,2614001,0,0,0,3123337,2863721,3705161,0,0,0,3300150,3147390,3165806,0,0,0,1831045,2745826,2780145,0,0,0
423.0568988,10328843,12445480,8100079,2721624,3402474,3328513,7446155,7603816,7608646,0,0,0,10383155,9853566,9457260,0,0,0,4677251,6827487,7018991,0,0,0
423.0932842,13691658,14966568,9677036,4493147,4923115,5664257,9289357,8877671,8507716,3610981,3319076,4238447,12377905,12427901,11781739,3488950,3278954,3152337,6429312,8453597,8163821,2923279,3712716,3639347
423.1144134,4815625,3916584,2864363,4409180,4488939,3570176,22541966,16979558,12073282,13409637,10214691,10407022,3262255,2957949,3726954,2972853,2607210,2758095,16075390,10610140,12906988,6660366,7064267,6194226
423.1296696,14412553,15761192,10010858,9160541,8950508,9464320,13723279,14091878,11807041,10571109,11236642,10724462,13606702,12055165,12932713,7996596,7720041,7206350,11592317,11347419,12661227,9996558,10762955,10901554
423.1507988,2794248,2193704,2200808,4413278,4568812,3779072,5351056,5783141,4564287,6151525,5822752,5822574,2412333,2205308,2636392,3683508,3352681,3470796,6799996,5747162,6008298,6039821,6009546,6811697
423.166055,13449991,14126888,8745191,15224671,14531309,14592511,12699281,13114981,11917630,18660709,19346719,18816109,12967723,11915900,11148903,14275763,13780073,12617163,11985531,12633561,12331497,18149645,19020490,20338737
423.2024404,11002630,10809128,7313637,14217057,13452014,13609471,5212818,5943908,5947707,15666533,12684573,14503020,10401577,10885755,9848421,16221362,16798824,13991369,5443192,7491031,7109095,14795020,18913992,19327023
423.2388258,5311237,4912936,3109091,6922084,6718191,7068158,0,0,0,4786532,3505434,4771947,4661030,5316219,4643428,8967344,9565287,7855558,0,0,0,4712715,7568071,7344174
425.0361634,5067450,6090526,3817571,0,0,0,5817066,5187111,6306979,0,0,0,4798106,4604503,4612614,0,0,0,3673576,4526428,4904322,0,0,0
425.0725488,12274360,14511902,9289824,0,0,0,9535211,9537062,8663200,1741651,2161815,2662962,10606231,9710166,9610756,0,0,0,6797797,8697178,8944000,1732813,2213002,2286060
425.1089342,12251831,13729565,8886365,5449680,4682522,6033872,12881645,12678692,10942621,5738834,5036180,5762097,11175572,11139669,10702337,4531296,3550784,4119860,10009058,9739607,10549630,5653708,5311113,5075947
425.1300634,4440758,5115677,3255388,4005841,4144922,3901903,13612782,14382628,10692763,10837330,10587282,10302512,4042387,4500053,4055552,3611743,3394624,3331378,16931296,12358998,14397821,9564363,9822856,10121194
425.1453196,11635381,11740957,7467099,8667090,7545627,8362447,16168687,16512547,13074586,13688146,13771921,13642800,11406993,10498644,9817599,9002079,8334399,8039729,16185823,13657428,16544124,17203402,14834312,15951850
425.181705,14109363,13432604,22999128,17592276,15498011,41146830,10546928,10673698,9457814,18730321,18093198,19119150,11230862,11752020,10214909,15455325,14795838,12967214,11430364,12090706,12374394,19742921,22243974,23660520
425.2041718,3258034,3463964,1945686,4855765,4581148,3996109,0,0,0,4874577,4571277,5010477,2769036,2144339,2354172,3907676,4076606,3606828,0,0,0,3900104,4479622,4517863
425.2180904,8028849,7845660,5254229,11624406,11139868,10392013,3815154,3654176,3846291,10661200,9376908,10329133,8564363,8776275,7630331,14488667,14521405,11801899,4998617,5847375,4551031,12050632,18078341,17782759
425.2405572,2675376,3162908,1738323,4667351,4142876,4019660,0,0,0,2939728,3088010,3389484,1987721,2277458,2297850,3886170,4092989,3025193,0,0,0,2595015,3523204,2889702
425.2578465,2155695,2572572,3557458,8294360,6013725,4576716,6934260,4771359,5152912,16117072,7255176,6028331,3757704,3075666,2467833,6125657,5508156,4298023,6486486,3447116,4272501,9695430,7441027,8105957
427.0518134,6018640,6856446,4349888,0,0,0,8281916,7880147,7098347,0,0,0,5577191,4827680,4942218,0,0,0,5486906,6042818,6666498,0,0,0
427.0881988,9646670,11400958,7002045,2553394,2642232,3154317,10503997,11771346,9996263,2629932,2886133,3141600,8431075,8063519,7576968,0,0,0,8339767,8930495,10123520,1988215,2944568,2279316
427.109328,4022861,3069181,2938811,2469939,3152697,2895245,28149566,31786449,26386405,8451372,8573939,9489375,3301345,4135454,3305862,2018811,1563143,1607816,52762933,34342077,48652542,8247414,8878647,8341395
427.1245842,9316940,9021181,5769146,4548660,4688697,5023116,14067518,13624784,11225060,6140203,6775794,6729694,8300000,8442398,7389573,4651002,4044806,4199559,13191475,11312316,11510013,7127158,6834743,7196562
427.1457134,3372107,2774268,2036152,4119605,3368761,4160907,5571391,6608335,6045666,7294251,6687728,6745053,1806814,2048029,1825156,2298361,2283525,2354821,7921969,6849722,8036604,6684789,7680566,7004049
427.1609696,8262218,10917628,6098871,7766070,7717689,7590283,14198592,14525902,10967008,13471018,13779950,12461021,9051612,8958492,8328579,8877048,7453701,7574659,16943408,15140025,16527611,18137204,16349749,17684368
427.1762258,4639305,5033724,2945973,5397558,4878137,5003658,2148160,1959374,1876959,3318058,2904557,3350492,3593691,2958876,2703746,4450295,4113412,3296898,0,0,0,2781299,3388980,3175312
427.1834364,2989129,4331260,2341813,4503607,4534073,4022666,3412288,2866637,2381278,5501226,5388269,5440476,2939354,2752540,2878850,3601399,3474436,3419265,2074414,2524343,2220281,4453491,5032500,4909967
427.197355,9298504,9055995,6105012,12056631,11010874,11856265,7503681,7910861,6647773,16231722,15049707,15240155,9575897,9849371,9430401,14644214,14345220,12424320,9036077,10720438,10258680,20385906,23145011,24778639
427.2126112,3792455,3826427,2338226,5902392,5130042,4689289,0,0,0,3829033,2867690,2896858,2552791,2200091,2268032,4056053,4556803,3926143,0,0,0,2502770,3480115,3345294
427.2198218,5609031,6557435,4531122,9209912,8219450,8409480,1595714,1883852,2589147,7814441,6531049,7334874,4720087,4735515,4434303,8162293,8119299,6917246,0,0,0,5461105,8542770,6899598
427.2337404,5226054,5738235,4015025,9754681,8037178,8454536,1855298,2510283,2222554,7847209,6194152,7154649,5875157,5854746,5691774,11564020,10517506,9651325,2480937,3846323,3215094,9371761,15288882,13160333
427.2562072,4252228,5067514,2940335,8337466,8342330,7592327,0,0,0,4512040,3805158,5107672,3184083,2972185,2646397,5981171,6524930,5341307,0,0,0,3057776,5769777,4462476
429.0674634,5917138,6094540,3424011,0,0,0,8454015,8193392,8083236,0,0,0,4537629,4338138,4211966,0,0,0,7125117,6316053,7415922,0,0,0
429.1038488,7977424,8232650,5265160,2979977,2595145,2643769,10495872,10534254,8861472,2337011,2890051,2933628,5897498,5721561,5916923,0,0,0,8370297,7830546,8448112,2789905,2995160,3035949
429.124978,8581583,4822730,4743942,0,0,0,16902017,21472621,24518430,3649779,3451713,4471674,4419863,4404696,4114682,0,0,0,44890231,51176464,59351150,4447248,5352919,3949355
429.1402342,6378958,6248137,4369157,3585162,2907466,3995959,11466626,11654509,9357084,5994738,5719872,5930874,5630230,5494231,5745912,3484549,3805117,3865548,13244534,9780239,11251821,7493647,6324694,7647019
429.1554904,6461901,7026377,4255491,7676043,6392650,7061815,3584898,3920236,3247899,3920114,4054846,4734841,5200148,5400023,4966647,5387140,5500861,5414859,1916788,3098637,2725996,3214350,4870614,4979498
429.1766196,6664651,7306952,4331265,7331979,6153034,6273334,10209155,10153323,8122137,12279025,11909948,11506552,7009554,6924758,5958902,7801731,7013308,6826953,14608498,13308939,14626922,18509837,16431573,17426217
429.1918758,6432202,6816456,4086528,10166412,8850250,8251701,3039107,2646378,2985239,6629616,5897019,6415223,4503824,4327893,4436213,6935426,7537595,6433735,1918577,3271690,2950249,5210124,6851028,6669096
429.1990864,5506506,5503688,3433215,7004300,6519626,5993780,3336067,3295593,3391254,7615728,7361338,7614326,4436240,3962325,4095220,5886850,6088635,4450246,2387568,3680265,3369065,5947404,6472148,6313767
429.213005,7027145,7120583,4794110,10899597,9579338,9412916,3932036,5299561,4310805,14548208,10814265,11922294,8826126,8643029,8039667,13955969,15102907,13024197,6336623,8297480,7168103,18046987,21555667,20965159
429.2282612,4288968,4543175,2877692,7315597,6216522,6132019,0,0,0,4103407,3331896,3754869,2839820,2936276,3200242,4618112,5449658,4264900,0,0,0,2832906,4731346,3836710
429.2354718,5714375,6266566,3949308,8667278,8285002,8284467,1951364,1876840,2212114,6587631,6331191,6853492,3954956,4027860,3797233,5697408,5838778,5018563,0,0,0,5114890,6735314,6315813
429.2493904,3549638,3447494,2398458,6506638,6022986,5519666,0,0,0,5679343,3153718,3787636,3865866,3669459,3318000,7420799,6677433,5917634,0,0,0,5880841,8499665,7190309
430.183102,2231173,2548392,1717409,2279602,2415950,2559238,2297247,2474292,2100400,2643662,3359455,3233599,2283686,1921966,1964713,1880644,2035091,2030951,0,0,0,2314708,2557344,2739440
430.2307208,2899329,2884262,2058396,4957363,5251918,4024579,0,0,0,4230348,3543770,4037436,1735841,1877420,1595046,2636097,2752913,2100578,0,0,0,2215377,3705246,3457773
431.0831134,4625731,5488264,3153479,0,0,0,7059382,7138560,6391376,0,0,0,3371073,3061640,2832482,0,0,0,6268851,5206872,5871573,0,0,0
431.0983696,8505666,10903175,5645894,5060818,4855631,4755671,3465143,3247359,3562063,0,0,0,8971328,8800647,9081953,3569416,3114859,3248908,2076082,3563351,3593172,0,0,0
431.1194988,6028608,6739590,4752964,3208403,2129743,2860246,8490935,8606974,6712908,2101673,2354309,2318599,4871229,4579718,4078687,0,0,0,8501168,5912405,7313362,2508699,2654573,2340536
431.134755,8653119,10106502,6120002,7366867,6779727,7160022,4706231,5033213,4276811,4491433,4842116,4801286,8102972,7491973,6825054,6570758,6311785,5587721,2958254,4791123,3723217,4068250,4825452,4778679
431.1558842,5168445,4656773,3006016,5517524,3769167,3802324,9365432,7937276,6878793,6687912,6214273,7074565,6933561,6662532,6247516,8284932,7531368,7500550,10715052,7732049,9420752,7913369,8360299,9221814
431.1711404,9421116,10638980,6147647,11981013,11723599,10856660,5275576,5108987,4749895,9497767,9394816,9284356,7369783,6788484,7205979,9140995,9788264,8049413,2954154,5136208,4200398,7253912,9376106,9053877
431.1922696,6762810,5108355,4102716,6398165,4974415,4896979,6078393,6001913,5546565,10390694,9022078,9474818,4794421,5305731,4738137,7013122,6225767,6212355,8949672,9655118,9404365,13750167,14498153,14534324
431.2075258,8857913,9211523,5230139,13656278,12528463,12187858,3415993,3556601,3477059,8973478,7694972,8499969,6188083,6396290,6077528,10117889,10566502,8620801,2200487,3465036,3182539,7042966,9955688,9725619
431.2147364,3873081,4768387,2844218,4158678,3939151,3443921,3153337,2872056,3278402,5403814,5118588,4810497,3315763,3309442,3324504,2832640,2781542,2768128,2083238,2874699,2404811,4471701,5090664,4610738
431.228655,6260024,6559362,4471353,11604183,10257231,9257169,2677178,4930807,3135041,12313765,7748218,9095936,8981553,8329601,8299606,18047743,19600229,15612671,4704164,6769482,4120522,14946197,21555559,20309682
431.2439112,4378935,4034177,2368055,6360279,6163279,5714128,0,0,0,3846308,2925689,3609343,2981935,3384705,2867797,4721406,5395300,4173565,0,0,0,2617748,4702566,3798705
431.2511218,3244854,3537537,2023479,6074583,5733199,5088463,0,0,0,3500708,3519608,3951359,2273838,2493824,2467925,4126974,4842340,3632893,0,0,0,2957715,4590950,3866288
433.0412488,7749800,9340471,4948349,2668305,2843468,2708590,3318752,2947720,3235195,0,0,0,7232349,6507821,7011263,0,0,0,1560806,3575443,3143474,0,0,0
433.0776342,9390245,11361846,6899065,3708178,3833676,4563052,3849185,3954821,4241783,0,0,0,10005336,9244971,8631227,2523775,2151693,2028610,2677474,4140687,4183855,0,0,0
433.0987634,2024100,2407477,1742711,0,0,0,6258657,5914756,4737396,0,0,0,1849942,1942826,2188730,NA,NA,NA,5441248,4015757,4842285,0,0,0
433.1021341,2274467,2043956,1559415,3422483,4034379,4121707,3184097,2890884,2560884,3224658,3037632,3619462,1865045,2136362,1658809,3540093,3839756,3385919,2266848,2273421,2982189,2938651,4103419,3347003
433.1140196,11047075,13602356,7902581,6969619,6585163,6506602,5843938,5063811,5151090,3713105,3977663,4181637,11058004,10506537,10843064,5571196,5279499,5132862,3211998,5691020,5182252,2748186,4290810,3660346
433.1351488,2796193,2858547,1986931,0,0,0,6219746,5902466,4774256,2396240,2627517,2424452,2244945,1955624,1977782,NA,NA,NA,7831260,4424329,5988138,2906905,2565881,2536505
433.150405,11258016,12072498,7806321,11763988,10619723,10526824,8005602,7398529,7511406,9802831,10086843,10037891,9997135,9261351,8758197,9337466,8932105,8702522,5252827,6953608,7235369,8625944,10078456,10108472
433.1867904,11282589,12187185,7304558,17232149,15403851,14559334,6731747,6575231,6275434,13737037,12396984,13744769,8518475,8675622,8465330,11465335,12622599,11031094,4429527,5997188,5688102,10614549,13449462,12916277
433.2079196,3572891,3755568,2235755,4522262,4088651,4124773,3136483,2762877,2606440,6728780,4952502,5427839,8592200,8200485,8328112,12147318,11535110,10750516,4513492,5467778,4988708,9260820,13023476,12426804
433.2231758,8018074,8154671,4712810,12923158,11342667,10782820,2765284,3158652,2420582,8500300,6859188,8495742,6607687,6502692,6550447,10408565,10943238,9331250,0,0,0,7069459,10295539,8654387
433.244305,3802264,4063790,2347367,6895895,6749003,6094946,0,0,0,4822091,3182514,3504765,7056196,7323939,6219693,12243571,14934789,11186736,0,0,0,5606162,10121458,8392242
435.0568988,9375741,12373464,6870179,2794315,3641153,3702776,5069825,4993027,4906137,0,0,0,8983140,8466630,8413963,0,0,0,3112460,4936125,5083778,0,0,0
435.0932842,11614202,13995478,8039583,4758860,5076801,4581366,5382146,5667841,5821588,2101228,2508532,3238393,12335711,10774724,10697480,3517931,2807972,3072877,4030984,6189497,6282878,1787024,2275969,2692021
435.1144134,3557880,3704277,2746012,3018060,3053889,2713589,8273922,7408639,5655698,4057066,3739890,3630584,2353245,1737923,2153734,NA,NA,NA,6737413,4686262,5518972,2195086,2221440,2463155
435.1296696,13295607,14519764,8359067,9683277,8747841,8574964,9949186,8981502,8739984,7539689,7958768,7873015,12931675,12492994,12149508,8237544,7830178,7711081,6755844,7539125,7837307,6317709,8030335,7796146
435.166055,12859380,14204370,7761047,14799182,13355841,14256114,10366979,10034172,9999500,15780840,15286508,15624692,10555990,10115264,9882369,12016102,11758240,10258789,7276032,8808881,9557624,14073482,14973052,15732144
435.2024404,11151345,11562449,7214227,16785743,14797632,14440432,5495811,5359609,5503112,14363622,12605672,13732337,9212498,9132222,9183998,13529571,14238366,12265825,4079100,6498733,5911156,11255432,15480954,14738861
435.2388258,5611501,6475215,3921039,8989008,8878912,8112109,1922051,1656311,1923716,5720036,4554981,5037551,5965389,5599420,4655866,9572832,9769628,8182109,1857016,2463657,1615729,5315205,8519800,7128491
437.0361634,6078283,7330160,4257733,2103167,1702195,2035583,4566040,4654970,4705208,0,0,0,5906790,5823577,4948562,0,0,0,2222896,3602145,3902925,0,0,0
437.0725488,10616648,13217134,7678913,3188096,3253554,3876733,6639640,5761911,6415283,0,0,0,10127713,10176599,9218638,1910099,1782839,1729175,4240684,6214877,6246858,0,0,0
437.1089342,11949893,13348204,7846845,6223233,5528370,6029179,9447449,8305525,7746479,3878775,4579360,5023073,11182429,11116629,10136139,4422993,3414581,4090004,6331688,7606488,7960007,3629562,5237761,4212006
437.1300634,2531651,3084139,1915835,3527042,2979634,2514810,9635865,9780083,8086445,7185270,7696414,6662495,2318682,2225748,1715273,NA,NA,NA,10206502,5742806,7599557,5931512,4501504,5227812
437.1453196,14366529,16538986,9245625,12714370,11590450,12169081,12671001,13550450,11176875,11477877,12498972,12065118,13613400,12843091,13009479,11604302,10277426,9627792,9966884,9971924,10339779,11331063,11665407,11765027
437.1664488,2185535,2662249,1839543,4804995,3580722,3344759,4344857,4154225,3303337,5209972,4868122,4654428,1726293,2070610,1741381,3648844,3880497,3114637,5289250,4551890,5364161,5309941,5637118,6242594
437.181705,11964222,12840296,7498677,15356291,13515569,13580150,9213977,9345904,8680359,16632691,15896601,16456027,10488147,9605201,8856132,12921163,13070896,12030092,7488800,9453776,9244096,16195060,16996349,18027808
437.2180904,8458043,8838502,4982705,13308292,11787057,11413364,3908122,4038509,4183971,9884529,8681493,10330456,7713102,8374351,7428672,13082952,12845614,10760328,3006236,5349580,4519357,10198513,14669818,13952286
437.2544758,2679607,3153764,1941421,5623173,5834545,4878194,0,0,0,3481455,2553873,2702677,3480906,3393613,2915901,5666117,6691372,5131396,0,0,0,3259887,5119992,4753691
439.0518134,7050895,8893694,4522719,0,0,0,6360103,6195945,6392531,0,0,0,6328412,5574628,5624205,0,0,0,3829838,5131257,6181137,0,0,0
439.0881988,9803403,11732220,7172827,3296691,3135265,3682047,8753191,8364775,7617230,2355451,2525519,2704579,8390743,8460258,8741258,0,0,0,5807178,6975477,7507214,2000224,3057026,2540180
439.1245842,10725000,12127482,6294231,6697396,5585697,5720829,12533799,12038884,9923274,6087416,5964619,6098112,9248850,8703968,8132998,4784306,4080063,4210616,9503814,8310769,9895178,5908829,6807423,6159506
439.1457134,6170246,5662969,4085461,9064885,8977184,8759035,9709607,10310371,8307400,15211255,13881161,13052094,4686927,5376991,5316996,7915696,7541182,7288758,11131971,8280047,9973000,13872475,14886782,13915280
439.1609696,10823301,11832568,6861523,10592693,9052960,9694970,12929063,13189858,10648262,13075190,14151495,14215357,9371725,8896478,8692098,8632495,8352189,7509940,11220034,10721261,11754759,13225306,12900221,13360271
439.197355,8887937,9651446,6363855,12399030,10857248,10864376,6785063,6616799,6447810,13564659,12865347,13953210,8804424,7940060,8118655,12171436,11663803,9729969,6747197,7571433,7752964,14593367,17151867,18220172
439.2198218,3080831,3047668,2002636,4706742,4455200,5068535,0,0,0,3683058,3676993,4077752,2409029,1701338,2467197,3229354,3971514,3587502,0,0,0,2940757,3678073,3601547
439.2337404,5433982,5640436,3333835,9585079,8807200,8257270,2326056,2209500,2292926,6943473,5489471,6324407,5406788,5923801,5249403,9910441,10545593,8681389,2671161,3453924,2961664,7460180,11472760,10540170
441.031078,2266065,2597001,1534460,0,0,0,3347502,3486297,3455477,0,0,0,1782354,1736045,1638087,NA,NA,NA,2058095,2150161,2401366,0,0,0
441.0674634,7224781,8436870,5144055,1790437,2031376,2140291,8026158,7424598,7526897,0,0,0,5657421,5676907,5369028,0,0,0,5765995,6065933,6402131,0,0,0
441.1038488,8218058,9915524,5962227,3603942,2735888,3103361,9812014,10089043,9021933,2869361,2790522,3474460,6750024,6858600,7037120,2298387,2266441,1824482,7758695,7300873,8270927,2849470,3213056,2808318
441.124978,3228104,3935363,2300913,2190055,2909967,2294912,18827310,21185106,17533418,8764016,8738424,8343578,3617093,4317031,3742910,0,0,0,25555813,19914502,24992845,9815228,10766078,10286076
