mass,PosSW10.csv,PosSW11.csv,PosSW12.csv,PosSW22.csv,PosSW23.csv,PosSW24.csv
387.0568988,8016162,7508266,9436651,0,0,0
403.0518134,5176045,3517630,5423268,0,0,0
389.0725488,8213199,6518548,7573425,0,0,0
405.0674634,5222270,3288961,4462940,0,0,0
423.078028,7258753,2996702,4321774,0,0,0
386.120502,3394129,3144253,3976464,0,0,0
441.0885926,8256361,2976523,5674065,0,0,0
395.0255988,3084052,4766730,5813319,0,0,0
349.056505,2307595,4757413,4800378,0,0,0
365.0514196,5371408,7231338,7456265,0,0,0
381.0463342,6207376,8860382,9846808,0,0,0
397.0412488,5791813,7575924,8430998,0,0,0
413.0361634,4424766,4372213,5585604,0,0,0
335.0772404,2745326,3845468,3668415,0,0,0
399.0568988,9611600,9865911,10991298,0,0,0
415.0518134,6261786,5986041,7070413,0,0,0
431.046728,3209143,2947420,3638232,0,0,0
401.0725488,9546293,9501650,10852296,0,0,0
417.0674634,6235097,4785884,6437562,0,0,0
403.0881988,10191600,7646401,8808616,0,0,0
419.0831134,6180733,4283041,5703309,0,0,0
453.0885926,9600677,3702177,6215721,0,0,0
377.0514196,4059002,6514249,6490075,0,0,0
393.0463342,4301255,7102084,7174878,0,0,0
409.0412488,5262373,6991495,7160404,0,0,0
425.0361634,3673576,4526428,4904322,0,0,0
411.0568988,7154755,9068241,10650269,0,0,0
427.0518134,5486906,6042818,6666498,0,0,0
443.046728,3171983,3144227,3858840,0,0,0
429.0674634,7125117,6316053,7415922,0,0,0
445.062378,4359603,3380531,4324059,0,0,0
431.0831134,6268851,5206872,5871573,0,0,0
447.078028,3576030,2978373,3378722,0,0,0
417.1038488,8616920,6956763,7729850,0,0,0
433.0987634,5441248,4015757,4842285,0,0,0
449.093678,5245971,3241819,4264304,0,0,0
465.0885926,3635241,2315182,3604929,0,0,0
483.0991572,11767175,4363215,7212649,0,0,0
499.0940718,6095161,1596899,3750255,0,0,0
421.0412488,2896652,5106254,4856394,0,0,0
437.0361634,2222896,3602145,3902925,0,0,0
375.072155,2933596,6257645,5780907,0,0,0
407.0619842,4603877,7906841,8042986,0,0,0
423.0568988,4677251,6827487,7018991,0,0,0
439.0518134,3829838,5131257,6181137,0,0,0
455.046728,2792457,3423447,3664795,0,0,0
441.0674634,5765995,6065933,6402131,0,0,0
457.062378,4154747,3483667,4991767,0,0,0
443.0831134,6601355,5943838,7326612,0,0,0
459.078028,4017410,3750751,4663972,0,0,0
445.0987634,5657007,4508975,5588695,0,0,0
461.093678,3037858,2607292,3688004,0,0,0
463.109328,4989017,3441195,4007417,0,0,0
479.1042426,5438680,3638240,4413933,0,0,0
511.0940718,5104588,2260092,2728954,0,0,0
529.1046364,6655208,3304651,4717173,0,0,0
403.0670696,2895086,5393599,4919462,0,0,0
419.0619842,2755966,5208738,4431502,0,0,0
435.0568988,3112460,4936125,5083778,0,0,0
451.0518134,2492761,3974782,4251850,0,0,0
467.046728,2365965,3114307,4172186,0,0,0
421.0776342,4431626,6452812,7328328,0,0,0
437.0725488,4240684,6214877,6246858,0,0,0
453.0674634,3816103,4993443,5725227,0,0,0
469.062378,3371013,3872996,4226436,0,0,0
455.0831134,5245446,5906643,6586264,0,0,0
471.078028,3484687,3910804,4703613,0,0,0
457.0987634,4825465,5309456,6133524,0,0,0
473.093678,3574827,3253331,4217221,0,0,0
459.1144134,5474561,4173660,5170850,0,0,0
543.1202864,8182733,3175951,5580560,0,0,0
559.115201,3995191,2415821,3723992,0,0,0
417.0827196,2240985,4379356,4183738,0,0,0
433.0776342,2677474,4140687,4183855,0,0,0
449.0725488,2725397,4831070,4446577,0,0,0
465.0674634,2875433,3897775,4668865,0,0,0
481.062378,2266408,3033043,4149797,0,0,0
451.0881988,4522837,5747322,5460167,0,0,0
467.0831134,3683341,4923713,4943258,0,0,0
483.078028,3081606,3788751,3813992,0,0,0
469.0987634,4732933,5479650,5768580,0,0,0
485.093678,2824684,3198422,4080309,0,0,0
473.1300634,4685868,3657810,4663686,0,0,0
415.103455,2368025,3631864,4257485,0,0,0
431.0983696,2076082,3563351,3593172,0,0,0
447.0932842,2103005,4142147,3361313,0,0,0
463.0881988,2440794,4560429,3955193,0,0,0
479.0831134,2510551,3469281,4155884,0,0,0
481.0987634,2909482,4397010,4458022,0,0,0
497.093678,2638011,3547306,3985664,0,0,0
483.1144134,3815815,3935183,4645482,0,0,0
485.1300634,3805678,3729366,4098742,0,0,0
569.1359364,4585950,2529489,3244661,0,0,0
585.130851,4574070,1835533,3383748,0,0,0
495.1144134,2978879,3421302,3658901,0,0,0
497.1300634,3140798,3014827,4154626,0,0,0
511.1457134,2877390,3068030,3741693,0,0,0
421.2231758,2351361,4023877,2914370,0,0,0
645.1519802,5269563,2505802,4043190,0,0,0
375.1036684,3384677,6974455,6165940,0,0,0
325.0776342,11385701,4740400,7837107,0,0,0
341.0725488,6008873,2393868,4259650,0,0,0
327.0932842,9663693,6890166,9363254,0,0,0
371.0831134,16711924,8376072,13991200,0,0,0
403.0551841,4564717,2520766,3813541,0,0,0
325.1140196,6038379,4804919,6149562,0,0,0
405.0708341,7259006,5233026,5638492,0,0,0
399.078028,5659987,2113722,3448517,0,0,0
366.1041832,4835143,2334401,3208521,0,0,0
385.0987634,22609768,11061044,15713307,0,0,0
401.093678,4871735,1616340,2969547,0,0,0
371.1194988,13291775,9125652,11183403,0,0,0
387.1144134,4882734,2758968,3674616,0,0,0
394.0990978,4835964,2196311,3188130,0,0,0
413.093678,17734718,8435446,12810949,0,0,0
380.1198332,5515940,2759636,3810082,0,0,0
396.1147478,6879165,3560658,5678336,0,0,0
415.109328,7629849,3666680,4896461,0,0,0
398.1303978,6029530,4844071,5530172,0,0,0
385.1351488,7487344,6944573,8512548,0,0,0
443.1042426,13513353,5484060,10038162,0,0,0
410.1303978,4423738,2909875,3860095,0,0,0
399.1507988,4515164,6031045,5539535,0,0,0
471.0991572,11207695,4318355,6833533,0,0,0
473.1148072,13556779,6685778,10820997,0,0,0
437.1412968,5472548,2684117,3969476,0,0,0
459.1355426,17263871,14022490,17458849,0,0,0
439.1569468,7253058,5625837,6952199,0,0,0
501.1097218,10793397,4386081,7643615,0,0,0
503.1253718,10652206,5101923,9482832,0,0,0
473.1511926,9911340,9851985,10712454,0,0,0
489.1461072,17313488,15705088,20514662,0,0,0
531.1202864,10716369,6766850,9928347,0,0,0
533.1359364,9839795,6713654,9455291,0,0,0
519.1566718,36361416,44406681,50404700,0,0,0
545.1359364,15037334,8249907,11726612,0,0,0
547.1515864,11555678,7522899,11001620,0,0,0
517.1774072,6503582,5341013,6532368,0,0,0
533.1723218,4563122,3988791,5478076,0,0,0
575.146501,8047138,5079717,6966835,0,0,0
603.1414156,4626233,2132505,3439793,0,0,0
605.1570656,5169063,2734033,3796102,0,0,0
591.177801,6313120,6050180,6935928,0,0,0
633.1519802,5235257,2706132,4726924,0,0,0
635.1676302,4169220,3595880,4815900,0,0,0
621.1883656,4201008,5350704,5579440,0,0,0
663.1625448,4451157,2359529,3373320,0,0,0
635.2040156,2964995,3104358,3468314,0,0,0
651.1989302,4499127,5508877,5831716,0,0,0
693.1731094,4176484,3999615,4844474,0,0,0
695.1887594,3000952,2762670,3715992,0,0,0
681.2094948,6244133,11430696,11709733,0,0,0
707.1887594,3986367,2994498,3927880,0,0,0
693.2094948,4141669,6873984,7414713,0,0,0
404.106783,3970878,4935978,5133577,0,0,0
376.1725374,4061835,4505919,4905700,0,0,0
390.1881874,4301744,5197847,5852320,0,0,0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
347.0772404,2396157,4277607,3583320,1499679,2270684,2028750
495.0991572,5701694,3020406,4218004,1539229,2014293,1699717
487.1457134,3650140,3009511,3769099,1555726,1874307,1693243
465.1038488,3247145,5349805,5370304,1569143,2129937,2199251
525.1613634,3139835,3347544,3010073,1592697,2250563,2195667
471.1144134,5187600,4914323,5140861,1601769,1642736,1654966
351.0568988,10715694,6492667,8435119,1616700,4709990,3431793
499.1457134,3987772,3644645,4520306,1671150,1890752,1810229
501.1613634,3531704,2884387,3279330,1676053,2143855,1635467
415.0881988,9522202,8795896,10158797,1682745,2262282,1751170
515.1770134,3401830,2514191,3341499,1688515,1830968,2016361
391.0670696,3684443,7136477,7565655,1690036,2218510,2359831
401.087805,2142262,4286420,4014026,1706227,2410775,2031816
425.0725488,6797797,8697178,8944000,1732813,2213002,2286060
461.1300634,4164768,3483321,3968579,1733398,1655773,1783600
475.1457134,4408408,3348511,4017564,1738177,1850838,1711842
615.1414156,5527929,3165761,4813696,1781881,1869262,2225544
435.0932842,4030984,6189497,6282878,1787024,2275969,2692021
383.0619842,9774469,11273489,11569697,1825275,2713195,2293192
413.0725488,9282622,9424630,10777284,1835264,1864411,1943640
343.0670696,6242824,5423381,6277431,1838925,2028424,2325073
503.1770134,3063345,2952548,3284563,1891642,2148632,2237663
379.0670696,6514066,8982689,9651719,1907627,3096603,2399906
463.1457134,4303960,3096617,3508727,1914046,1943533,1975033
395.0619842,6866714,10096657,10929229,1914616,3050302,2227488
449.1089342,3390481,5486426,5282158,1927217,3268391,3019696
327.072155,5086409,4222130,4612914,1935102,2138286,2246233
323.0772404,3148813,3410363,3649599,1962374,2384772,2069718
391.0881988,8854623,5754082,7502171,1987513,2320403,2243611
427.0881988,8339767,8930495,10123520,1988215,2944568,2279316
439.0881988,5807178,6975477,7507214,2000224,3057026,2540180
513.1613634,3349536,2907335,3215455,2015162,2181073,2135608
489.1613634,4126416,2920960,3872615,2052142,2053687,1969291
613.162151,3705130,3127958,4237244,2070299,2391541,2122684
373.0776342,12610349,10064256,11861866,2070739,2325298,2042356
389.087805,3360466,6252312,5556148,2079726,3558991,2525804
479.1194988,3584216,4235232,4449773,2082239,2617066,1987893
355.0670696,9094811,9595602,9603648,2106275,2788649,2713151
641.1570656,3307795,2930979,3620534,2107166,3390628,3096727
345.0827196,6783996,4955959,6381378,2109742,1789101,1723788
419.0983696,3734396,6850209,5873293,2114901,3330327,3742856
539.1253718,4700213,3817921,4548348,2148912,3227779,3170348
363.072155,4369350,6589668,6768559,2152176,3264762,2820098
371.0619842,10596590,10866433,11746586,2155635,2312392,2268571
629.1570656,6677108,4132774,5787993,2158032,2224896,2413426
405.0827196,4244351,8623491,7496029,2161631,3370218,2514563
387.1085404,2788141,4378935,3897847,2181647,3534967,3343529
493.1351488,3186627,3480648,3515436,2184823,2808738,2650417
395.0831134,16938781,6607893,10726481,2185980,2220354,2113828
435.1144134,6737413,4686262,5518972,2195086,2221440,2463155
373.0928904,2850610,4771205,3858287,2239191,2769719,2177528
447.1144134,5360859,4474945,4737567,2256593,2481554,2043965
527.1253718,11605238,5216403,7552586,2262871,1968460,1798351
513.1097218,16270366,7415493,10849373,2266554,3603918,2554935
495.1355426,5301312,3436663,4319382,2281630,2847832,2382215
409.0776342,7513126,9555592,10191445,2285108,3288613,2847662
467.1194988,5518349,5550399,6239641,2307643,2529354,2492091
445.1351488,8155563,5613866,6804180,2402675,2960388,3010255
351.072155,5157426,6803967,6557108,2403136,3461227,2793846
367.0670696,7726179,10373626,11255917,2415539,3674601,3015386
453.1038488,5543588,6437279,6926376,2444033,2977909,2423467
421.0987634,7981833,5065291,6767175,2452285,2546940,2377831
339.072155,5260890,5749012,6313308,2463695,2936697,2617866
431.1194988,8501168,5912405,7313362,2508699,2654573,2340536
527.1770134,3264758,3101844,3120203,2514774,2584908,2602702
657.1519802,3425550,2540011,3609236,2521550,2153597,1983562
599.146501,6219354,4100255,6376701,2525823,2917209,2820293
437.093678,11197738,5086426,7736776,2539515,2599938,2605863
443.1194988,8315527,6764058,8176529,2588697,3396224,3225958
419.1194988,8168315,5357216,5982860,2595157,2175255,2462855
449.1300634,5459983,3467607,5133676,2595887,2131238,2360238
481.1351488,4647211,4854738,4931111,2608586,3280774,3249005
403.103455,3589873,6456515,5805225,2629119,4311062,3761594
385.0776342,12582755,11179822,12233750,2654221,3303034,3216066
375.0932842,12191074,8328180,9976241,2744106,2439570,2954817
433.1140196,3211998,5691020,5182252,2748186,4290810,3660346
429.1038488,8370297,7830546,8448112,2789905,2995160,3035949
463.1245842,3593817,4923946,4936184,2835647,3558380,2827513
583.1515864,4201248,3887667,5529051,2836532,3381677,3156899
441.1038488,7758695,7300873,8270927,2849470,3213056,2808318
479.140628,3713241,2791392,3332590,2862527,2854636,2512694
313.0928904,3591693,2978112,2664631,2887971,2645104,3054818
433.1351488,7831260,4424329,5988138,2906905,2565881,2536505
423.0932842,6429312,8453597,8163821,2923279,3712716,3639347
405.1038488,11584384,7431557,9412959,2924258,3158252,3036293
455.1194988,6776324,6511823,7053206,2950259,3295794,2553398
331.103455,5645252,4010989,4948579,3010996,2796565,2941461
469.1351488,6245381,5614816,6927747,3060236,3308693,3077298
477.1402342,3022994,3615737,4170175,3103164,3864155,3474183
491.1558842,2454856,3015713,3818439,3145298,4123373,3822813
407.0831134,10126310,5968410,8075756,3173788,3569050,3306794
393.0827196,6538702,9438859,9478885,3178344,4390329,4143021
555.1202864,5603980,3684017,4823798,3293293,6057890,4662895
397.0776342,10166346,11825530,13544860,3335279,4256939,3797627
509.1664488,3587956,3838518,4360088,3353494,3872988,4150207
379.0881988,14457240,7633064,10757644,3371953,4163617,3673768
511.1304572,7994318,5787261,7308284,3385259,4009307,3392510
347.0983696,6446595,4684653,4713822,3392292,5128674,3708628
495.1507988,3880001,4657271,5349527,3397278,4624474,3609992
447.1507988,5787863,3810877,5150235,3403470,2796432,3457595
447.1296696,3124953,4048959,3931677,3417808,4753809,3802684
387.0932842,12732714,9378099,11652596,3428875,3817587,3426981
467.1042426,12692493,6761792,9426330,3433019,3198025,3025083
415.1398404,2638872,3655416,3386061,3439418,4513547,4327555
483.1507988,5371273,5499855,5617259,3461595,3975210,3518380
457.1351488,8088950,6705164,8095506,3494385,4062208,4169679
417.119105,3144663,5518043,4782778,3515732,5132061,4381841
461.1453196,2862752,3215544,4243010,3567382,4316125,4623151
471.1507988,6595600,5597329,6315389,3626472,3820786,3863222
487.1820988,4572766,4125671,4521741,3627535,4271494,4922429
437.1089342,6331688,7606488,7960007,3629562,5237761,4212006
357.0827196,11729122,8373586,10728601,3644397,3813787,4105905
523.1820988,3094774,3276827,3821026,3682198,3653421,4284623
485.1664488,5005808,4342742,5146296,3721714,4065493,4431858
411.0932842,10730563,10497746,12292766,3754155,4598417,4337683
505.1715342,2705059,3632552,3350209,3793757,4263864,4085550
359.1136258,2908469,4067294,4244221,3800647,4922391,4613932
445.150405,2363306,3932457,3304146,3801970,4798980,4796110
497.1664488,4378816,4250796,5219588,3806919,4339984,4803039
363.0932842,8878028,6260971,7539638,3827447,3390721,3858440
459.1507988,7152895,5800792,7380640,3827579,3676131,3849078
401.1241904,2730554,4584408,4167631,3828985,4298524,4017357
511.1820988,4198352,3976831,4126719,3908523,4675934,5158912
377.1089342,11628425,6067803,8522731,3928953,3366886,3618945
361.0928904,4131196,6603360,6099285,3942553,5576328,4850071
315.1085404,3756332,2783862,3120113,3943462,3352007,4195941
537.1977488,3056738,2848663,3325676,3954278,4748988,4309075
329.087805,6242880,5514311,5898435,3967057,4710490,4737585
401.1089342,14000697,11596758,13017037,4026614,4741914,5011659
365.0725488,11788822,7219056,9393680,4063570,8665972,7709297
431.134755,2958254,4791123,3723217,4068250,4825452,4778679
403.1245842,12204787,8420549,10694828,4085250,4363288,4972989
377.087805,6144900,9762388,8233957,4100978,6063584,5657723
337.0928904,5276832,5095220,5000074,4179505,4302221,4149757
499.1820988,4237630,3751142,4686196,4196079,4404676,4543031
349.0928904,4513813,5574576,5974916,4264747,3888674,3852578
513.1977488,3639330,3588808,3920993,4299707,4405715,4666425
475.1609696,2739288,3954719,3852700,4310465,4539863,4204258
451.1245842,6112082,6931062,7258308,4326804,5571783,5034280
473.1664488,5901356,5663825,6071686,4368848,5112158,5516998
359.0983696,12041008,8431577,10731256,4430402,4113427,4648743
425.093678,25745891,11851096,18207103,4460748,3875466,3541996
465.1402342,5280808,6022571,6833600,4492918,4891666,5167826
399.0932842,13070677,13042364,14724807,4507589,5047796,5087156
501.1977488,3333562,3360036,3561956,4517654,4435570,4596364
459.166055,2607358,3425111,3268255,4533114,4221923,4875126
389.1089342,13800150,8495901,11141048,4541427,3658324,4316273
451.109328,11941716,8301176,10756294,4570517,4726983,4432169
381.0827196,10118042,11363048,12113954,4673504,5113425,4878531
407.0983696,7506919,9825819,10150381,4677533,5766555,5479211
527.2133988,3713270,3246229,3822156,4683605,4938572,4312270
341.087805,8753197,7106320,7867206,4704136,4388733,5029420
369.0827196,13031089,12059782,13236940,4761114,4389985,4940612
521.2028342,3632358,4145116,3713444,4784044,5735176,5933252
493.1715342,4278213,4394057,5213230,4814456,6152101,5845298
525.1977488,3612923,4229209,4727322,4815737,4818755,4412627
347.1136258,3335687,4226417,4444514,4860200,4997607,4729049
375.1085404,5409126,7209976,7044533,4864303,5474199,5679685
481.1198926,12266795,7717842,10767911,4920778,4176773,4333420
465.124978,9045032,7730604,8779200,4933238,7255057,6342355
507.1871842,3439376,4103663,4585263,4936572,6129744,5694330
321.1343612,2943178,3378271,2986210,4999525,5798412,5700403
365.087805,7483931,9398133,9934356,5010775,5840761,5060213
345.1343612,2841097,4434757,3470672,5026618,5806011,6360731
413.1089342,13456446,11843318,13228741,5065986,5373660,5281881
421.1140196,7213832,7599691,8272455,5088573,5981947,6161511
333.1343612,3156315,3903398,3476499,5129513,5413857,6286857
373.1292758,4028220,5741968,4899705,5194466,5779778,5786627
393.1038488,13630930,10901135,12458729,5247853,4655549,5426098
325.0928904,5767016,5380403,5582262,5271486,4501782,5396118
353.087805,9444454,8876136,9699322,5275503,5357770,5383133
391.103455,6487138,8862949,8366430,5304764,6930454,7157278
497.1148072,18686141,11818154,16267521,5489350,8226060,6916573
415.1245842,12819481,10546936,12012237,5570873,5481226,5938307
479.1558842,4308185,5405664,5439982,5601727,6336237,6182710
425.1089342,10009058,9739607,10549630,5653708,5311113,5075947
335.1136258,4470518,4570468,4509128,5665445,5458352,5404669
387.1449258,3308853,5165376,4168192,5755416,7414912,7379633
385.1364864,3631985,4131646,4412452,5812253,7516809,6410448
323.1136258,4206099,4010946,4180550,5845644,5680011,5993694
439.1245842,9503814,8310769,9895178,5908829,6807423,6159506
537.2341342,2690145,3291544,3400428,6004325,7623355,7078995
453.1402342,8103585,7819676,8552485,6017278,6258804,6765737
523.2184842,3431670,3936285,3761635,6051733,6941485,7324879
387.1813112,2647869,3759433,3776008,6099489,8068233,7561914
509.2392196,2852727,3835449,3268508,6202263,8675552,8119234
361.1140196,12283267,7547494,10183004,6266015,5363343,5279133
435.1296696,6755844,7539125,7837307,6317709,8030335,7796146
521.2392196,2257638,3826653,3304869,6358956,8237833,7627972
371.0983696,16146681,13534989,14640420,6468734,5905107,6182310
389.1241904,5309145,7389984,7049148,6517750,7832152,7861364
445.1867904,2839462,4189476,3907279,6538095,8633857,8760011
373.1656612,2809670,5000603,4096900,6553325,8308045,8608782
463.1609696,4572248,5560872,5160439,6602430,7701485,7354104
395.0983696,10600224,12316695,13225043,6627583,8196933,7797031
417.1402342,11981782,9232090,10439353,6775124,5586717,6301841
509.2028342,4300661,4506167,4542362,6795158,7375070,7285697
525.2341342,3284219,3159131,3611163,6844280,6697796,7578835
511.2184842,3912658,4097664,4537345,6852524,7223648,7398401
461.2180904,2804893,3649202,3123775,6858514,10511325,9305901
505.2079196,3095205,4655530,4140739,6891357,8142778,7899951
495.1871842,5321795,5141624,5262488,6895263,7502941,7520649
497.2028342,4845762,4703405,4991238,6954695,7740692,8268257
401.1605758,3144254,5208029,4879315,7027966,8394529,7926993
467.1558842,6417420,6755645,7484825,7038522,6464587,6895291
455.1558842,9516545,7366860,9095059,7051377,7869489,7710772
475.197355,3100761,4809758,3927453,7073217,8844761,8629986
491.1922696,3296075,4425761,4373449,7091794,8450800,8517854
427.1245842,13191475,11312316,11510013,7127158,6834743,7196562
449.1453196,5170190,6753110,6328683,7170606,7478565,7311789
343.103455,10461712,8352031,9891137,7182677,5971346,6979675
481.1715342,5592365,5921746,6825512,7249354,8609673,8445806
311.1136258,3989758,3645468,4036236,7249965,5317418,7434098
431.1711404,2954154,5136208,4200398,7253912,9376106,9053877
323.1500112,3234841,3633609,3165772,7304849,7367570,8119526
457.1715342,8588660,7612425,8320784,7307247,8190976,9056205
477.1766196,4080787,5321721,5042624,7314876,7470686,8177416
383.0983696,15338893,14083355,15860267,7349764,7673972,7702225
405.119105,7107457,9895302,9615712,7358179,8268013,7949958
417.1918758,2857940,4542169,4261560,7362900,10335005,9646225
419.2075258,2707319,4949661,3609737,7391572,12077846,11194502
507.2235696,3189522,4176368,3789617,7397244,9199699,8405883
441.1402342,11907939,10329861,11678796,7468219,7278333,7840763
429.1402342,13244534,9780239,11251821,7493647,6324694,7647019
379.103455,10707356,11456684,11898384,7537077,8340517,8596140
389.1969612,2466024,5328690,3057612,7584776,11490921,11654276
485.2028342,4723186,4338647,4719289,7603699,7174360,8620019
345.1707466,2142739,6107983,3367257,7641923,12262341,11657893
419.134755,7162747,7378592,7527052,7680340,8899351,8902791
471.1871842,5834768,5901456,6354301,7740904,7654643,7931574
447.166055,4134101,5664827,5167642,7793357,8889743,8860218
469.1715342,7144453,6547679,7542147,7814667,6847639,7298738
359.1500112,3523391,6101994,4730632,7817810,9784355,9997111
491.228655,2464077,3705890,3230667,7849555,9925363,9767136
483.1871842,5761419,5418959,6159980,7908828,7956525,8452013
431.1558842,10715052,7732049,9420752,7913369,8360299,9221814
363.1085404,6556625,8078576,8119226,8027899,9439494,8724493
495.2235696,3421254,4727929,3810458,8029856,9385056,10314123
461.181705,3820702,4588213,4818497,8029972,9083869,9236270
493.2079196,3312583,4848714,5283888,8261240,9692072,10314036
417.1554904,4372438,6297306,6363833,8266068,10345245,9760913
351.1085404,8874556,9010698,9125310,8350026,8802933,9271681
479.228655,3080412,4624351,3749360,8449472,11335410,10039096
491.1992831,2373963,5027873,4229065,8549970,14936817,11407582
433.150405,5252827,6953608,7235369,8625944,10078456,10108472
335.1500112,3905278,4936045,4584912,8672940,9677241,10065927
443.1558842,12022403,9741846,10503053,8711190,7423614,8225635
347.1863966,1959450,5202310,3681654,8801595,15461883,12485870
375.1813112,3582330,9088015,5054922,8844612,12943276,13934170
449.2180904,2911751,4869965,3612005,8899112,12936482,12538280
339.1085404,8117859,7655709,8618341,8900055,7815554,9032723
409.1140196,12477479,12502666,13849175,9003063,8694312,10360752
447.2024404,3060433,5243959,4875799,9069258,12330381,11690551
355.103455,13958821,12104414,13138507,9172397,8922932,10020426
373.1140196,20677432,14854539,17241973,9216733,6956349,8172542
361.1292758,5369223,7895659,7239008,9260196,11265683,11210146
403.1398404,5225204,7969991,7309485,9268740,12787738,11333054
477.213005,3564692,4720632,4497856,9278908,11177568,11400969
409.0987634,22080551,15177353,20496982,9320501,9519655,10551215
479.1922696,4138203,5854176,5790191,9377216,9801456,11163447
385.1140196,17272683,15013688,16475167,9396247,9923203,10760395
481.2079196,4444463,5407698,5366313,9547210,10958732,10901359
327.1085404,7939280,6298297,8324921,9561348,7375541,9144417
377.1969612,3219361,5713525,4577283,9594770,14942720,12712090
347.1500112,4238864,7667068,5396844,9776434,11988465,11547876
423.1296696,11592317,11347419,12661227,9996558,10762955,10901554
387.1296696,16081202,11948348,13850108,10019348,8309884,10117806
345.119105,10824710,8688449,10379084,10099511,7110583,8934039
465.1766196,6251559,6727081,6950335,10133109,9774099,10841810
437.2180904,3006236,5349580,4519357,10198513,14669818,13952286
451.1609696,7827279,8176242,8444097,10234257,11148485,11772197
325.1292758,5479278,6213946,6026685,10425284,10498333,11865758
463.197355,4352087,5836325,5601782,10464956,12542957,12123896
349.1292758,6470687,7744443,7264142,10512180,10444844,11054893
469.2079196,4958213,5626077,5355907,10524170,11523224,11603634
367.103455,12362861,13003270,14002296,10554302,11075061,11377893
433.1867904,4429527,5997188,5688102,10614549,13449462,12916277
467.1922696,5675020,6233403,6759832,10628665,11598924,12684987
465.213005,3666983,5475751,4584894,10636915,12973075,12660433
453.213005,4476571,5051796,5176352,10684665,14402673,14221476
455.1922696,7212542,7354568,7114641,10836078,12133424,13279282
337.1292758,6561960,6915900,7563155,10902585,10423190,10942983
453.1766196,7820958,8903064,8917026,11022587,12014706,13281446
397.1140196,15689807,15389056,16428449,11049590,11447473,10883713
337.1656612,3911344,5812037,4636059,11234368,13423519,13343248
435.2024404,4079100,6498733,5911156,11255432,15480954,14738861
313.1292758,4480530,4471110,4730812,11263272,9131126,11594985
437.1453196,9966884,9971924,10339779,11331063,11665407,11765027
449.181705,5717002,7322449,7231848,11522603,12205348,13509035
403.1762258,4741879,6862027,6263985,11695624,14039070,14210498
407.2075258,3865579,6860322,5602803,12574630,16943523,16865075
377.1241904,10866573,12162655,11160559,12590973,13693418,13848709
389.1605758,4969185,7199529,7043012,12653567,13942368,15236220
375.1449258,7246192,10011652,9765311,12854586,14229410,14591568
419.1711404,6412153,8699550,8006282,12915028,15977239,16533639
451.197355,5272395,7187054,6805694,13040014,14951619,15860003
439.1609696,11220034,10721261,11754759,13225306,12900221,13360271
393.119105,11980244,13102738,13777644,13430640,13830592,13610933
421.150405,9040646,11058761,10861125,13521212,14473979,15239270
