mass,PosFHW1.csv,PosFHW2.csv,PosFHW3.csv,PosFHW-Gt1.csv,PosFHW-Gt2.csv,PosFHW-Gt3.csv
323.0772404,3224187,2557009,3217764,1626631,1578827,1685994
339.072155,5842085,5200040,5641527,2159017,2257388,2752440
355.0670696,9488391,9374220,9238120,2561335,2269204,2845679
371.0619842,12253541,11589037,11289342,1998566,2441906,2918586
387.0568988,10160616,9774978,9344448,0,0,0
403.0518134,6282923,6568814,5967196,0,0,0
325.0928904,4492763,4558027,3658916,2893524,3782089,4279665
341.087805,7016038,7511710,6880016,3964633,4374003,3977666
357.0827196,10578474,9964667,9132267,3357106,3578018,3484288
373.0776342,10916757,12103707,10210705,2279244,2347325,2878801
389.0725488,8715208,7987563,8411064,0,0,0
405.0674634,5502942,5619791,4185613,0,0,0
327.1085404,6038342,6142548,5691379,6105262,6292823,5835526
343.103455,8169525,8967334,6950144,4907284,5660686,5690848
359.0983696,10093652,9119472,8440698,3930673,3624760,4366617
375.0932842,10470849,10220160,8167450,2752937,3379132,3134431
391.0881988,9319831,9153339,6781327,3225653,2981083,3059666
407.0831134,9488630,9669898,6564494,2867349,3015132,3179672
423.078028,6433420,6128231,3646789,0,0,0
370.1255874,3393632,3831945,3430345,3761605,3576705,2837892
386.120502,3864836,3463830,3644108,0,0,0
329.1241904,5441724,5691371,4482387,7138964,7694069,7673002
345.119105,7082514,7684799,5922569,5636956,5600829,5232657
361.1140196,7906947,7674219,6656529,3316913,3725780,3889080
377.1089342,7956453,8258778,6572694,3939833,4163117,3776609
393.1038488,14313300,14257390,10562372,6035948,5906057,5535146
409.0987634,20210165,20153759,16229089,14736210,15492668,15272773
425.093678,20096748,21177893,13938846,4012370,4701333,4949041
441.0885926,6144046,6371925,4456942,0,0,0
389.1201676,3740627,4145527,3078083,3857009,4198168,3073002
405.1150822,3366373,3097684,2245904,0,0,0
385.1364864,4532241,4214169,3965893,6326937,6270767,5003712
392.1198332,3312766,3669021,3250804,3663129,3214779,3035847
408.1147478,4469116,4752731,3513022,1990394,2423826,2224885
424.1096624,3617471,3797576,2624754,0,0,0
356.1463228,4473131,4546393,4475839,9046154,9540465,8924494
372.1412374,4605586,4657915,4119648,5271600,6898704,5858846
388.136152,4915947,4713611,4290257,2427782,2246699,2355435
384.1524708,3306267,3866774,3626680,7072154,6762023,7338154
331.1398404,4637246,4343185,3535558,6493319,6376612,6503007
347.134755,4361214,5140715,4619563,5090736,4952193,4678231
363.1296696,5924022,5631977,5312686,5133617,5479539,4762204
379.1245842,7969282,7741221,5981442,6287420,6426766,5608149
395.1194988,16484606,16543363,16010452,26346376,22093843,28345186
411.1144134,24945373,26289682,22242059,14171120,14534260,13794252
427.109328,28149566,31786449,26386405,8451372,8573939,9489375
443.1042426,7061551,7397825,5696786,0,0,0
375.140903,2874830,3341455,2578473,2873271,3451851,2808302
407.1307322,4264188,5214478,4018832,2037914,2076639,2371229
371.1572218,3173760,2959307,3400477,6912771,7700177,6820058
387.1521364,3789311,3335065,3633625,4537493,4946231,4328423
394.1354832,3334705,4046274,2851862,3296962,3828567,3280527
410.1303978,4063855,4396510,4493052,1761190,2096222,2489743
426.1253124,2924312,3485180,2840642,0,0,0
358.1619728,4084050,4129227,4309576,7543560,7978500,8163299
374.1568874,5027007,5491045,5869294,4458129,4922005,4807856
365.1453196,4653803,4663912,4134734,7850928,6305555,7497985
381.1402342,5475349,6048097,5576540,10235503,10171101,9772345
397.1351488,8419986,10127352,9254460,12117255,11770231,11564280
413.1300634,9221038,10866276,10836749,5402736,4728456,6275122
429.124978,16902017,21472621,24518430,3649779,3451713,4471674
373.1728718,3735472,3335225,3833264,5582185,5460315,4777840
444.1181185,3505198,3369335,4419751,8540565,8828228,10116892
344.1827082,3700531,3600323,4798996,9110091,8785207,10264330
360.1776228,3693950,3718724,3918044,4896136,5154973,4991616
376.1725374,4702951,4134852,4497776,0,0,0
377.0150342,2774988,2621630,3504248,0,0,0
363.0357696,4235419,3973067,5390479,0,0,0
379.0306842,6028777,5246730,6972646,0,0,0
395.0255988,5986538,5610097,6404291,0,0,0
411.0205134,4052691,3449869,4332298,0,0,0
349.056505,3612128,3822349,4610891,0,0,0
365.0514196,6943440,6641226,7609135,1517714,1850099,2403041
381.0463342,8958973,8782151,9979713,1802581,1985218,2508573
397.0412488,9761407,8634343,9301549,0,0,0
413.0361634,6589349,6243937,6105870,0,0,0
429.031078,3137918,2734450,3100455,0,0,0
335.0772404,3136851,3328246,3339728,1749113,1699102,2258915
351.072155,6200293,5965145,6660507,2168923,2742564,3408637
367.0670696,10599686,9900232,10028496,3054093,3317137,4039558
383.0619842,12951046,11907954,12095879,2145401,2796284,3548016
399.0568988,12542974,12118331,11308908,1854553,2425509,3312218
415.0518134,8490081,8341142,7824110,0,0,0
431.046728,4904885,4285698,3712596,0,0,0
337.0928904,5538554,4582091,4730749,4132496,3852288,4186057
353.087805,9248246,9052082,8678399,4872395,5018523,5380469
369.0827196,13692732,14275395,12785775,4545666,5916715,5589545
385.0776342,13754370,13174153,12577717,2973322,3527455,4116911
401.0725488,12731748,11784810,10891390,2087836,2608056,2533800
417.0674634,7628040,7900847,7017133,0,0,0
433.062378,3337185,3798150,2948472,0,0,0
323.1136258,3687554,3182424,3642730,4989199,5340753,4930545
339.1085404,7815341,7468209,6404416,7600307,7344117,7341505
355.103455,11567121,12134936,10659444,7502658,8089119,7499771
371.0983696,15028591,14710200,12909322,5981937,6371006,6031558
387.0932842,13992433,12558219,10479049,4896903,3653928,3848151
403.0881988,10948273,10417011,8218976,2460861,2184350,2335437
419.0831134,6628764,5144238,4847182,0,0,0
435.078028,4363265,3860482,3185814,0,0,0
325.1292758,4337633,4600530,4311210,7305949,7571408,8001912
341.1241904,8400495,8325799,7881497,10153699,10865149,10683340
357.119105,12388916,12186758,10922231,9046462,10661038,9776780
373.1140196,13753247,14004263,11781533,6251863,7240009,6197085
389.1089342,9853905,10006900,7911360,3763822,2844949,3358183
405.1038488,14979043,10865747,8641040,7537084,5038421,3941833
421.0987634,9487902,8496789,6034900,3072355,3248543,3045527
437.093678,10063896,9862006,7132081,2537848,3381282,2815842
453.0885926,7981055,8613667,5139859,0,0,0
469.0835072,3956714,4226458,1840407,0,0,0
384.1412374,3339544,3358867,2944693,4493719,4438564,4964519
400.136152,3471553,3998690,3501060,2863882,2124606,2551058
327.1449258,4944716,4408923,4067833,9232567,9426271,9811725
343.1398404,8991806,8838319,6905097,14209311,15848472,14429674
359.134755,10302558,12650236,9716613,12409917,14012228,12632357
375.1296696,11003338,12079755,9818149,7147443,8868807,7251434
391.1245842,8801696,8993603,6807960,4483133,4818147,4257755
407.1194988,9457915,9979149,7912080,5957273,5822942,5071515
423.1144134,22541966,16979558,12073282,13409637,10214691,10407022
439.109328,18909223,21185253,13814476,7508729,8130381,7706817
455.1042426,18388978,19865272,12358938,2989595,3695025,3183515
471.0991572,7976951,9653683,5099912,0,0,0
403.1358176,5355192,4608889,3971428,4810948,7101602,4171988
419.1307322,8115615,7743150,6700620,8045899,7736833,6631590
435.1256468,4045826,3749886,2683537,2802666,2867952,2744311
399.1521364,4474895,3603786,3256186,4861545,5611187,5789291
415.147051,3057769,3210904,2181868,0,0,0
422.1303978,3435097,3605120,3017100,1893735,2613090,2164869
438.1253124,4128801,4298540,3154236,0,0,0
370.1619728,4528234,4169877,4956629,10412497,11113869,10835856
386.1568874,4558093,4600479,3976406,7268253,7548986,6689498
402.151802,5646873,5294845,4651261,3637307,4438073,3554378
418.1467166,3224410,3191474,2676862,0,0,0
329.1605758,4498115,4321778,3864410,12839581,12736253,12409010
345.1554904,5903899,5830345,6430483,15768423,14952007,19441692
361.150405,8478349,9044343,8685085,13889213,15989216,15551428
377.1453196,7903215,7890148,8174241,8245763,8898104,8317036
393.1402342,7515996,7537910,6235980,6791668,7630480,7023026
409.1351488,8767994,8781217,8102626,9048917,8670782,8733511
425.1300634,13612782,14382628,10692763,10837330,10587282,10302512
441.124978,18827310,21185106,17533418,8764016,8738424,8343578
457.1198926,21284838,24567386,18842812,3105141,3744068,3908366
473.1148072,7491592,8666585,6575631,0,0,0
405.1514676,9981930,8754264,10543635,23329217,18838872,22378958
437.1412968,5805081,7367539,5664684,2015606,2763293,2978142
385.1728718,4241434,3876258,4204495,8897186,9393976,9576906
401.1677864,5254516,5074552,4367498,7085994,7625668,7212983
417.162701,3063567,3173552,3588777,3094812,3071562,2950812
424.1460478,3116737,3082822,2991855,2859358,2550747,2634321
372.1776228,5253788,5666567,5739627,9579579,10223644,10926634
388.1725374,4443892,4621460,4335322,5824910,5866036,5769461
404.167452,3663704,4001776,3249092,2488650,2654469,1977689
347.1711404,3282439,3067637,2666805,10251706,7672971,10601057
363.166055,3834048,3769333,4440250,7341373,6455423,7972456
379.1609696,5149196,5014320,6049037,11017286,8544409,10607328
395.1558842,4281605,5123722,4883675,8618895,8185882,8639338
411.1507988,5329633,4899348,5091083,8367090,7892597,7762895
427.1457134,5571391,6608335,6045666,7294251,6687728,6745053
443.140628,5976111,6545854,7682318,1803230,1641384,2055024
459.1355426,8460253,11118093,10151037,0,0,0
439.1569468,7764007,8575714,7776967,0,0,0
387.1885218,3276808,3333026,3670498,8158366,8010048,7615473
403.1834364,3843776,4039550,3974505,4127946,3939495,3949786
358.1983582,4563804,4018647,5987924,12122900,11529744,13549551
390.1881874,6292683,5032559,5582017,0,0,0
337.2054173,5460754,3844838,4807574,14418606,6209052,5654501
353.2003319,14353940,8296404,11992098,28202222,9549759,11090329
375.0357696,3356081,3294831,4246535,0,0,0
391.0306842,4386186,4411182,4810114,0,0,0
407.0255988,4300014,4193541,4736651,0,0,0
423.0205134,3123337,2863721,3705161,0,0,0
361.056505,3772019,3657561,4169214,1546911,1693121,1973669
377.0514196,5345238,5685449,6763140,2118120,1804828,2354255
393.0463342,7831368,7206114,8407864,0,0,0
409.0412488,7389678,7507355,7799519,0,0,0
425.0361634,5817066,5187111,6306979,0,0,0
441.031078,3347502,3486297,3455477,0,0,0
347.0772404,3164144,2722010,3447067,0,0,0
363.072155,5722277,6164439,6545563,2533151,2379616,3393096
379.0670696,7928307,7995157,9008369,2409003,3047549,3295939
395.0619842,10830066,10833528,10425546,2638717,2785800,3584854
411.0568988,10758871,9637391,10226442,2080747,2732147,3164617
427.0518134,8281916,7880147,7098347,0,0,0
443.046728,5250095,4836805,4597017,0,0,0
349.0928904,5365225,4943639,4867925,3411965,3536071,3986078
365.087805,9390811,9496150,9118523,5151645,4929279,5801197
381.0827196,11961350,11989329,11831115,4367967,4564684,5482792
397.0776342,13933190,13209582,12975667,3844349,4112749,4531437
413.0725488,11117480,12510818,11729678,2528364,2584200,2891823
429.0674634,8454015,8193392,8083236,0,0,0
445.062378,6137900,4986162,4596805,0,0,0
461.0572926,3013592,2974165,2742367,0,0,0
335.1136258,3866458,4105471,4243928,4442754,5245991,5165547
351.1085404,8829935,8721764,7580070,7201382,8359215,8279816
367.103455,13405457,13859028,12637660,9354776,10113437,10443666
383.0983696,15465999,15758204,14496145,6692995,7429382,7280507
399.0932842,16100356,15798593,13926257,4674143,5087914,4656736
415.0881988,11652196,11228823,10134253,1785041,2995322,2683509
431.0831134,7059382,7138560,6391376,0,0,0
447.078028,4807716,3659939,3969919,0,0,0
337.1292758,5490433,5969620,5673861,8285850,8402441,8121298
353.1241904,10546688,10868669,10603530,12305622,13354919,12769665
369.119105,17235782,17834830,15304827,14297230,14601271,13948469
385.1140196,16265227,16934291,14242751,8653459,8398633,8858041
401.1089342,13225322,13496943,11378818,4026785,4252604,4574126
417.1038488,9108747,8883888,7008940,2211099,2284620,2080412
433.0987634,6258657,5914756,4737396,0,0,0
449.093678,5463065,5471258,4326087,0,0,0
465.0885926,4259801,4991382,2599042,0,0,0
481.0835072,3667048,3502817,2586330,0,0,0
339.1449258,6239413,5493946,5380424,11625661,10508286,11256267
355.1398404,11444251,11018787,9852543,15816525,16409131,15844359
371.134755,15225210,15467972,12620566,14213884,15218378,15845586
387.1296696,13631994,13455252,10221011,8064144,7708977,7640033
403.1245842,10182327,10570615,8186211,4036802,4033697,4323538
419.1194988,7476638,7025326,5573196,2655563,2769409,3016870
435.1144134,8273922,7408639,5655698,4057066,3739890,3630584
451.109328,11616268,10930072,8797729,4242278,4448967,3778767
467.1042426,13031392,12332433,8520895,2997884,3313847,2940191
483.0991572,11929736,10893115,6363569,0,0,0
499.0940718,5188040,5325492,3246328,0,0,0
414.151802,3069455,3078274,2537217,3109030,3051140,2645080
341.1605758,6616695,4414128,4257569,14595821,13756934,13886422
357.1554904,10314302,9966737,8927491,18753993,18113722,16963224
373.150405,12110761,12445746,9616808,14482786,14375252,13282153
389.1453196,9280473,9163133,8607689,7052918,7355166,6357488
405.1402342,7931880,7746647,6162962,3473856,4107607,3555789
421.1351488,7151136,7313045,5404114,4661603,4765085,5197974
437.1300634,9635865,9780083,8086445,7185270,7696414,6662495
453.124978,22099967,22728481,16835984,12525247,13011505,13157423
469.1198926,27363306,27827611,19629336,9918961,10258662,9474276
485.1148072,24971433,25083805,16554642,4243077,4457671,4033658
501.1097218,7956984,8170282,5406166,0,0,0
413.1677864,3943345,4377189,3262221,5933170,6052488,6240307
429.162701,3182466,3680619,2862874,0,0,0
452.1409624,2970629,2857818,2815956,2192145,2182264,1766780
468.135877,3396580,3375508,2702058,0,0,0
400.1725374,4160711,3710440,3664905,6500112,7826243,7548696
416.167452,3291840,3724968,3331278,3489532,3707493,3799693
432.1623666,2944463,3409087,2721755,2142845,2026527,1742533
311.1686381,9396526,20356001,14340892,35760996,37292694,22367223
343.1762258,3836998,3547833,3170067,12405033,10548258,11922932
359.1711404,8514664,6063879,5404561,18324552,16435024,17410353
375.166055,7536084,8702614,6552625,11540414,10544083,10339830
391.1609696,5722536,6264651,4615584,7524422,6958315,7084004
407.1558842,5384448,5862672,5318289,6405788,5638624,6029983
423.1507988,5351056,5783141,4564287,6151525,5822752,5822574
439.1457134,9709607,10310371,8307400,15211255,13881161,13052094
455.140628,18896882,20201142,17921304,13768216,12839343,13808536
471.1355426,33015799,33979827,29848970,23232877,20613419,20517045
487.1304572,23914701,25976837,19278714,2964534,3459449,3670160
503.1253718,6224424,6871966,5647018,0,0,0
399.1885218,4110358,4060496,3426175,10065519,9913016,10215025
415.1834364,4352108,4138649,4302571,7785685,8238712,8615031
431.178351,4186041,4094202,3267142,4389031,4016767,4256515
402.1881874,2879519,2745602,2823425,5003328,5345341,5146703
418.183102,3119452,2846898,2491516,1891640,2270759,2246821
377.181705,3159033,3556591,3140268,6342158,5046852,6125688
393.1766196,3187556,3032317,3409748,6314491,4928152,5588410
441.1613634,4718638,4903503,4526566,9435757,8052340,8554519
457.156278,6166502,7603801,7380155,3784050,3941699,4250379
473.1511926,5826568,7396826,6936082,0,0,0
489.1461072,8798451,10774642,11193447,0,0,0
401.2041718,3967355,3423869,4491406,9934768,9475016,10264508
417.1990864,3476754,3090608,3344040,4895006,4738633,4839581
404.2038374,3209566,2710004,3393991,0,0,0
403.0306842,2610856,2509676,3514714,0,0,0
419.0255988,2813336,2954927,3016785,0,0,0
373.056505,2554768,3333141,3481994,0,0,0
389.0514196,4273091,3713382,4812722,0,0,0
405.0463342,4963291,4602957,5412363,0,0,0
421.0412488,4668954,4371094,5440984,0,0,0
437.0361634,4566040,4654970,4705208,0,0,0
453.031078,3313663,3202854,3874199,0,0,0
375.072155,4988347,5127802,5378067,1576354,1890741,2955736
391.0670696,6821267,5994294,6210955,1995313,2688727,3086285
407.0619842,7973107,7431432,7701133,1898131,2199003,3045014
423.0568988,7446155,7603816,7608646,0,0,0
439.0518134,6360103,6195945,6392531,0,0,0
455.046728,5207026,4697786,4663581,0,0,0
471.0416426,3581943,3313074,3007876,0,0,0
361.0928904,5012093,4701541,5129738,3711659,2862541,4883377
377.087805,6701023,7365843,7692943,3741171,3791399,5356634
393.0827196,9348944,9139434,9427776,3376616,4036228,4314533
409.0776342,10093043,9983390,10150625,3098960,2914875,4133699
425.0725488,9535211,9537062,8663200,1741651,2161815,2662962
441.0674634,8026158,7424598,7526897,0,0,0
457.062378,5884903,6014557,5540031,0,0,0
473.0572926,4051975,3857880,3833355,0,0,0
347.1136258,3533817,3673829,3920165,4172201,4706427,4712016
363.1085404,8601776,8270818,7684263,7534891,8340588,8992340
379.103455,11250172,11519775,11128060,7419958,7762056,8095439
395.0983696,14293241,14274175,12422352,6790020,7481359,7252829
411.0932842,13546203,13784593,12446475,4057070,4790900,5217227
427.0881988,10503997,11771346,9996263,2629932,2886133,3141600
443.0831134,8445999,7952834,7332117,1863650,1947565,1987445
459.078028,5906398,5426703,4589694,0,0,0
475.0729426,3163163,3407370,2896551,0,0,0
333.1343612,3003847,2971970,2809415,4172929,4475486,4584478
349.1292758,6414834,6504226,6129504,7998472,8721106,9311401
365.1241904,12690149,12273249,11459399,15147945,15339275,15180026
381.119105,16296976,17502556,15216470,14354025,14942935,14533939
397.1140196,18631309,18685940,15830585,10306820,11399539,10943732
413.1089342,14631852,15132259,13284109,5110894,5789320,5499953
429.1038488,10495872,10534254,8861472,2337011,2890051,2933628
445.0987634,7174187,6637872,5963842,0,0,0
461.093678,4800472,4196820,3502175,0,0,0
477.0885926,3646514,3280456,2735957,0,0,0
335.1500112,3063650,2918663,3538911,6160524,6005807,6794740
351.1449258,8172536,7284078,7523761,14471793,14255418,14454547
367.1398404,14322971,15380703,13970920,21382692,22200745,20947871
383.134755,17452568,18076550,15749531,17905804,19068176,17463173
399.1296696,19020811,19292487,15101814,11419237,13058736,11937383
415.1245842,12733543,13123224,10402540,5306579,5905017,5576822
431.1194988,8490935,8606974,6712908,2101673,2354309,2318599
447.1144134,6451235,5578913,6143867,2314411,2126369,2221084
463.109328,5779415,5192108,4083809,0,0,0
479.1042426,6502476,6215313,3707922,2366877,3277546,3370081
495.0991572,6986094,6840776,4496171,1926983,3159138,2909455
511.0940718,5535471,4875583,2943329,0,0,0
527.0889864,3558531,3572484,2415287,0,0,0
337.1656612,2629385,3077340,2912141,7631523,7744018,8573915
353.1605758,7310858,7695304,6937622,16614626,16015282,16785804
369.1554904,13930320,13609818,12478599,24451225,24495171,23508545
385.150405,14917652,15132060,13581257,19962525,18900786,18545092
401.1453196,14306672,15032948,11083911,10651559,11322305,10915763
417.1402342,10282254,10094256,7920298,4473116,5589579,5026972
433.1351488,6219746,5902466,4774256,2396240,2627517,2424452
449.1300634,5863449,6146071,4363971,3093513,2869612,2637170
465.124978,10874841,10130838,7275650,7056137,6308000,6234469
481.1198926,14813289,13111011,8937694,5668664,6417280,6471778
497.1148072,21498267,20730431,16097303,10521887,11751712,15610167
513.1097218,16452386,15218072,10165730,2606372,4205088,4105830
529.1046364,6794421,6911765,3737212,0,0,0
355.1762258,5804069,6140462,5895819,18519897,16015927,17769491
371.1711404,9875844,12004815,10504994,26565383,24495830,24770782
387.166055,10904067,11659165,10589660,19553433,18196795,17611755
403.1609696,9471676,10541948,8431975,9523399,9608357,9103575
419.1558842,5954977,6919854,5601866,4042060,4376064,4303014
435.1507988,6026242,5302269,4717710,4798440,4955374,3986933
451.1457134,6803468,6864790,4871710,5011299,5266116,4820172
467.140628,15124448,15035793,11056321,9558649,10930360,9482526
483.1355426,26994824,26042173,20023733,13160154,13999136,15126635
499.1304572,31869385,31679158,24076540,9485568,10789340,11510112
515.1253718,31222614,31417833,23750220,7206225,8236682,10179199
531.1202864,9106662,8998687,6731309,1664487,2064741,2338439
427.1834364,3412288,2866637,2381278,5501226,5388269,5440476
443.178351,3511855,2963387,3254538,0,0,0
482.151527,3174521,3361552,2074955,2236679,2000337,2499174
498.1464416,3512755,3638908,2952333,0,0,0
325.1842881,16821739,30737629,22667955,65271530,73528283,38524291
357.1918758,4074056,4469917,4347150,18569685,14111942,17266340
373.1867904,7259060,7058493,7728564,22445421,19597664,20384629
389.181705,7367650,7313797,6594514,15625855,13333286,14540281
405.1766196,6381549,6323290,5555733,8532420,8127834,7924177
421.1715342,4743714,4608660,4237775,4976995,5223835,5152917
437.1664488,4344857,4154225,3303337,5209972,4868122,4654428
453.1613634,6492158,5933855,5248398,9090748,8471086,7883821
469.156278,12593130,14294427,10845466,12386799,12769511,11817187
485.1511926,21420202,21766047,19581590,17292932,16256202,18030715
501.1461072,29534713,30966572,25960922,11410665,12329620,14590346
517.1410218,33098633,37643825,32835228,4925831,6350562,8856212
533.1359364,6771990,7350049,5359053,0,0,0
413.2041718,3043765,2562663,3151629,8889460,8674952,8961077
429.1990864,3336067,3295593,3391254,7615728,7361338,7614326
445.194001,3429419,3352361,2906168,3877186,4217049,4196032
375.2024404,3086302,3110561,4174908,14442441,11457502,13295106
391.197355,3127728,2499411,3843496,8814670,7349491,7989229
407.1922696,3217668,4204819,3846803,7783072,8046050,9212578
423.1871842,2712722,3014244,3198780,5115237,4098334,4854893
455.1770134,2751985,3410612,2941206,6172181,5165484,6155157
471.171928,6434808,8852916,7574924,5756267,6365484,7233716
487.1668426,5365966,6412295,5864318,2292788,2305404,2792592
503.1617572,6853161,8887200,8370862,0,0,0
519.1566718,18168764,22062702,24921810,0,0,0
415.2198218,3629167,2586777,4225770,9606359,8709752,9462904
431.2147364,3153337,2872056,3278402,5403814,5118588,4810497
283.2642528,4230211,5302562,3803694,6326198,4867626,4247663
381.2316319,10771501,7571835,7991159,24204936,10785527,9999701
397.2265465,16755363,9687048,12949068,33441048,10367366,12023050
401.0514196,2682208,2899559,3134075,0,0,0
417.0463342,3044102,3038895,3507886,0,0,0
433.0412488,3318752,2947720,3235195,0,0,0
449.0361634,3176473,3202078,3568332,0,0,0
465.031078,3084249,2681239,2628736,0,0,0
387.072155,3027948,3106693,3804612,0,0,0
403.0670696,4535981,4486000,4756830,0,0,0
419.0619842,4865435,4030126,5185103,0,0,0
435.0568988,5069825,4993027,4906137,0,0,0
451.0518134,4705292,4468636,5124645,0,0,0
467.046728,4308960,4516241,3854525,0,0,0
483.0416426,3223175,2896697,3015083,0,0,0
373.0928904,3335066,3223072,4017558,2748241,2245954,3440982
389.087805,4568012,4584815,5301179,2849385,2630928,3295713
405.0827196,6150112,7011409,6636046,2256825,2293587,3753414
421.0776342,6049308,6239894,6400469,1663331,2089376,2735767
437.0725488,6639640,5761911,6415283,0,0,0
453.0674634,6279167,6444836,6155668,0,0,0
469.062378,5526505,5580186,4995349,0,0,0
485.0572926,4269224,4353946,3327627,0,0,0
359.1136258,4097112,3255029,3299199,3660854,2982717,3929374
375.1085404,6545861,6294149,6214686,4840365,4997057,5884387
391.103455,8441243,8317758,7358867,5883961,5730527,7391190
407.0983696,10039544,10319115,9753230,4585111,4811229,6420121
423.0932842,9289357,8877671,8507716,3610981,3319076,4238447
439.0881988,8753191,8364775,7617230,2355451,2525519,2704579
455.0831134,7622642,7126713,6710555,0,0,0
471.078028,6911991,5616051,4840838,0,0,0
487.0729426,4410572,3778562,3489651,0,0,0
345.1343612,3059734,2557123,3178253,3727712,3978305,4360214
361.1292758,5762695,6168944,5872150,7931574,7848409,8604605
377.1241904,10383337,10538206,10476186,11952637,12115506,12046437
393.119105,14124888,13989106,12915528,12481007,13123212,13445549
409.1140196,15221239,15197600,13591266,9233235,9606717,9618246
425.1089342,12881645,12678692,10942621,5738834,5036180,5762097
441.1038488,9812014,10089043,9021933,2869361,2790522,3474460
457.0987634,6899686,6839899,5715133,1873271,2078022,2080527
473.093678,5693448,4879833,4838926,0,0,0
489.0885926,3374322,3043438,2673760,0,0,0
347.1500112,4065794,3154159,4614447,6710708,8192133,7060059
363.1449258,8906938,7961582,8192179,14846262,15309944,15711841
379.1398404,14662150,14167850,14400775,19584064,20717715,20419290
395.134755,19413249,18792070,16735447,20247435,20918294,20304741
411.1296696,18244319,18408979,15520523,11949041,13575797,13319117
427.1245842,14067518,13624784,11225060,6140203,6775794,6729694
443.1194988,9836591,9126335,7934225,2275296,2660778,3076466
459.1144134,6318045,5787150,5010557,0,0,0
475.109328,4255772,4093451,3281578,0,0,0
349.1656612,4071931,3990828,4311914,8693779,7932637,9510068
365.1605758,9077487,8394349,9182035,19747764,18157336,20304134
381.1554904,14224409,14197094,13637473,23484019,23868129,24327486
397.150405,18811541,18763771,16154175,22693130,23789946,22054139
413.1453196,15385519,16287333,13857549,12665968,13555336,12899378
429.1402342,11466626,11654509,9357084,5994738,5719872,5930874
445.1351488,7667755,7405869,5250110,2197831,2638559,3101381
461.1300634,4928472,4773332,4173919,0,0,0
477.124978,4195379,3375689,2738520,0,0,0
493.1198926,4411716,3802452,2875456,0,0,0
509.1148072,4429501,4202720,2555086,0,0,0
525.1097218,5432402,4292331,2639583,0,0,0
541.1046364,5126607,4082415,2719681,2723331,3271219,4698618
351.1813112,3264002,2730361,3217340,9007740,8142150,8957726
367.1762258,7043365,7344363,6881780,20719151,17400245,19690411
383.1711404,11564578,11817872,10693030,23181462,22988058,22808464
399.166055,15133714,15290700,13365116,22414955,22815413,22091373
415.1609696,12457066,12478104,10701547,12541140,12764793,13278327
431.1558842,9365432,7937276,6878793,6687912,6214273,7074565
447.1507988,5469219,5168286,3797880,2477225,2647070,2949657
463.1457134,4292567,4342188,3339361,2083227,2293408,2279865
479.140628,4378701,4774546,3545110,3129244,2510573,2613857
495.1355426,7825775,6435274,4594479,3967302,3855461,3617040
511.1304572,11664112,11617600,7384419,4205827,4436391,4524617
527.1253718,13094020,12236548,7233207,2544411,3182477,2639012
543.1202864,8652284,7468758,4610847,0,0,0
559.115201,5302076,4560290,3182927,2746580,3240527,3982408
369.1918758,5306203,5666661,5439635,17762468,15828047,17049165
385.1867904,7659550,8850854,7887827,23329446,19560252,21871054
401.181705,10009975,10777210,9326731,19859372,18543557,19023801
417.1766196,7707921,7880368,6654633,9082141,8361546,9165981
433.1715342,5402595,5259391,4449644,4425806,4498873,4102786
449.1664488,3801112,3545109,3047104,3286022,3320680,2942319
465.1613634,4168666,4203926,2695299,4169478,3536032,3008868
481.156278,7463017,7620324,5474530,6639415,7172994,5957731
497.1511926,10967452,10879553,8478747,7281951,8028452,6687032
513.1461072,19188515,17986970,14869988,13384997,11945506,12608103
529.1410218,21322933,21190421,14800506,5663616,6385536,5864088
545.1359364,12922408,12535481,8614517,0,0,0
457.194001,2797542,2977367,2734265,0,0,0
473.1889156,3614729,2991067,3164693,4462828,3813765,4042896
512.1620916,3290890,3809647,2790824,1740051,1669608,1946200
528.1570062,3391645,3600142,2668186,0,0,0
339.1999381,6490305,8752327,6415700,23532748,26181644,12171737
371.2075258,3479438,3806682,3892013,17230611,13035234,15415530
387.2024404,5598732,5493670,4992485,21474466,17480004,20020213
403.197355,5490370,6580096,5817706,15755468,13175977,13445340
419.1922696,4084131,3212462,3532360,6378828,5901822,5624998
435.1871842,3049475,2961402,2691210,3514342,2948842,3395058
467.1770134,3743712,3459473,2711234,4868727,5266617,4583709
483.171928,7114889,7870271,5598649,10090201,10034211,9005163
499.1668426,11012554,10728120,8317184,10972415,10019295,10400097
515.1617572,12819287,12502507,11025997,8707409,7173772,7389824
531.1566718,13516006,14313247,12305963,3227625,3938149,3460743
547.1515864,8597075,9152152,7285186,0,0,0
443.2147364,2797103,2577336,3055367,6526425,6645152,6622057
485.187578,4858026,5060512,4596378,5930626,6304973,6809723
501.1824926,3204602,3651374,3512798,3185897,2896023,3248523
517.1774072,3283850,4086322,3927709,0,0,0
533.1723218,2340119,3205921,2973131,0,0,0
395.2472819,4653336,2794140,3487980,10437537,7778347,5625725
415.0670696,2579554,2784919,3333870,0,0,0
431.0619842,2859958,2834177,3481171,0,0,0
447.0568988,3590180,3203237,3197313,0,0,0
463.0518134,3444183,2770861,3524193,0,0,0
479.046728,3561548,3049102,3490829,0,0,0
401.087805,3267943,3205740,3571840,1856926,1836474,2644906
