mass,PreSW4.csv,PreSW5.csv,PreSW6.csv,PreSWGt16.csv,PreSWGt17.csv,PreSWGt18.csv
355.0670696,8714922,8835972,8898220,2200666,2009232,1976241
461.1300634,2994222,3452699,2936164,2201347,2524526,1789557
443.1194988,5794360,5291756,5467123,2202481,1674959,2060298
397.1292758,3261898,3137558,3431382,2225593,2303913,2685483
505.1351488,4980844,4441189,4580092,2255723,1941931,2119922
441.1038488,6750024,6858600,7037120,2298387,2266441,1824482
323.0772404,5002210,4549802,4768635,2300028,2576991,2355956
485.1453196,2948777,2880134,2777626,2305505,1569667,1621524
465.1038488,11894066,10502821,11462755,2320548,1797934,2377741
387.0932842,6660033,6123680,6134324,2325017,2157498,2007421
417.1402342,3988565,4126341,3960608,2336573,2112628,2282797
355.1187112,4115645,4310930,4491963,2364010,2223263,2308032
429.0827196,6432028,5938650,6182141,2387849,1649088,2429394
455.1194988,6637655,5708836,5552973,2398229,2223675,2172861
559.1820988,3589444,3043538,2701465,2401184,1944473,2317999
491.1194988,5183878,4660986,3976735,2416351,1727338,1832314
377.0514196,12516020,12456749,12535861,2443294,2031531,2560068
461.1089342,7407151,7041820,7024997,2463492,2793839,2721909
441.119105,3524422,3865447,3559614,2474002,2255176,1816800
533.1664488,2978118,3170873,2958805,2485592,2165024,1954068
385.0776342,9885012,9274077,9470043,2508865,2083289,1977296
457.1351488,3822472,4697025,3579548,2515369,2199017,2078009
433.0776342,10005336,9244971,8631227,2523775,2151693,2028610
511.1820988,3320261,3444994,2933651,2546778,2718329,3092524
507.1507988,4525280,4372635,3831596,2552769,2428405,2269027
427.103455,4321762,4222494,4667783,2569723,2104839,1941129
365.0514196,11962669,12402281,12515963,2583126,2110491,2570035
459.0932842,6162131,6073194,6146556,2590543,1880486,2170573
339.072155,6949681,7035799,6533476,2612842,2538446,2718307
517.1715342,3259137,3024264,2712631,2616582,2188043,2391301
485.1664488,3254442,3004550,2946586,2653666,2468995,2698773
503.1558842,3832826,3925039,3813071,2702100,2138463,2616444
333.0615904,5657995,6089317,6013895,2702448,2146915,2672286
359.0983696,4492394,4266979,4610922,2712367,2595632,2522200
487.1609696,3717354,3781289,2727956,2716210,3028685,2361479
521.1664488,3925944,2906062,3607717,2735434,2253121,1980754
398.1568874,3240087,3509428,3331698,2812501,3368530,3174060
443.0983696,5801530,4691693,4836341,2814835,2137296,2281996
447.0932842,8905764,8166900,7560795,2817593,2396129,2453105
493.1351488,5210594,4993833,5235247,2822461,2107838,2021371
331.0823258,4435422,4480199,4971017,2832017,2796724,2945232
479.1194988,6237229,6406719,6039133,2837781,2043843,2167020
357.0827196,6994307,7270833,7388424,2842307,2516189,2605059
335.0772404,6552408,6342679,6259099,2842725,2536999,2997378
523.1820988,3400715,3491307,3384540,2896223,2907984,2323813
407.0619842,13598558,13840571,13923882,2904091,1827989,2631526
395.0619842,15349770,14977728,14430336,2904675,2272574,2224395
427.1398404,3583454,3074077,3438980,2906617,3232774,3002501
509.1664488,3886420,3847375,3602270,2909201,3030586,2329548
483.1507988,4897907,4165225,3813927,2939798,2285629,2212777
367.0670696,14193707,12988573,14011612,2966716,2359921,3394429
471.166055,3462228,3313219,3330878,2985609,3339568,2940939
403.0670696,11648441,11300668,11093212,3005636,2497792,2741901
459.1296696,5426895,5648232,5340666,3046734,3010468,2782923
399.0932842,12163911,11593022,11502329,3072733,3052772,3428633
465.124978,2660657,3328677,2908770,3078308,2997038,2733069
419.0619842,11024405,11301526,10098429,3120423,2123397,1901266
401.1089342,9184413,8797776,8989696,3145702,2464775,2611177
501.1766196,3272585,3305465,2961063,3147449,2934031,2523138
343.1187112,3468670,3712852,3942769,3190447,3309498,3524225
321.0979758,3636886,3486529,3490299,3235290,2884331,2807902
397.0776342,15321535,14404622,13717965,3237808,3019169,2838564
497.1664488,4274861,3331470,3180129,3250683,2237544,2509057
403.1245842,4780480,4666178,5144802,3262666,3291911,3123857
489.1402342,4872500,4326096,4555286,3316871,2781466,2820862
357.0979758,5186953,5267893,4932877,3321544,3239650,2749448
485.181705,3213482,3004039,2875930,3352546,3362436,2721302
539.2133988,3209652,2681392,3010124,3358992,3307177,2488428
421.0776342,12722098,11250323,11843263,3364089,2228353,2929755
385.0928904,5600601,6489824,5652574,3366981,3312093,2830291
417.0827196,10688599,9554564,10235681,3390270,3046515,3048239
351.072155,10558777,10737479,10377746,3393443,2952214,3353894
505.1715342,3968110,4437094,4287228,3400557,3329452,3169012
475.1245842,6174752,6019633,5595833,3409593,3135847,2891871
333.0979758,4374420,4679789,4551631,3454585,3989611,3890343
481.1351488,6173770,5332561,5679678,3483474,2227197,2504005
429.1402342,5630230,5494231,5745912,3484549,3805117,3865548
423.0932842,12377905,12427901,11781739,3488950,3278954,3152337
435.0932842,12335711,10774724,10697480,3517931,2807972,3072877
379.0670696,15893886,15449393,15544923,3523652,2714065,3662407
547.2184842,2978273,2981345,2728623,3528836,3977649,2665253
341.087805,6113608,6539629,6841185,3530372,2226619,2728042
413.1241904,4857969,4604446,4497179,3534114,3142665,3115936
331.1187112,3144165,3315406,3396113,3562650,3710652,3699928
431.0983696,8971328,8800647,9081953,3569416,3114859,3248908
525.1977488,5720152,5505540,6035730,3574124,3520342,2961771
535.1820988,4259186,4345403,4002304,3578181,2699519,2599141
477.1402342,6896671,6591029,6336134,3598051,3974546,3831968
409.0776342,15519719,15282510,14718620,3608723,3072815,2978203
401.087805,9784474,9258574,9307134,3619299,3276292,3707367
473.1453196,4899889,4725302,4485878,3620507,3667271,2487853
443.134755,4974133,4964075,4297713,3647344,3299534,3530248
533.2028342,3209543,2943545,2803158,3722584,3828511,2788627
415.1245842,6637686,6867549,6668076,3725629,3711051,3004788
549.1977488,3320282,3366337,3276475,3739742,3214693,2708166
391.0670696,14996523,14092253,13778319,3749746,3238700,4076669
359.0772404,8001634,7782365,8020836,3787561,3305258,3774033
413.1089342,10369137,9914909,9660187,3788066,2927112,3598240
325.0928904,4798278,4311588,4524815,3805490,3870694,3909532
399.1085404,6187849,5628224,5982971,3820767,3142374,3697947
519.1871842,3626848,3658158,3380335,3845421,3101483,2495282
443.1558842,5154355,4965098,3927023,3847022,3272909,3066374
375.072155,12460006,12955942,12875274,3857907,3638659,3595835
445.1140196,7253291,6532719,6590246,3874515,3733590,3587385
347.0772404,7952416,7292721,7432610,3907341,3168200,3583161
515.1922696,4500125,4626783,4793344,3939542,3402467,2881738
495.1507988,5198404,4903770,4821573,3943836,3208211,2791038
345.0979758,5760449,5452092,5619586,3970264,4150201,3886231
567.2083134,3343420,3551152,3127797,3982130,4052440,3823329
404.1827082,2891331,3110836,2549577,4030259,5295487,4877017
321.1343612,3572892,3684680,3695618,4047842,5340914,4800102
343.1550966,2816393,2467677,3339643,4054713,5042627,4355723
517.2079196,3753731,3835273,3788856,4070663,4336396,3883269
411.0932842,13504578,13160899,12388076,4102378,3384234,4288429
343.103455,5554042,5602129,5214573,4113066,3108278,3975805
357.1343612,3717526,3872703,4085016,4115155,4459757,3834899
313.1292758,3006460,3646455,3319397,4128195,4241786,4210798
361.1140196,3865435,4583960,4362702,4168604,4778375,4462252
563.2133988,3566800,3473483,2933336,4190049,3837632,3020744
429.119105,6055192,6347224,5943546,4192135,3305406,3118542
441.1402342,6633283,6211430,5500092,4222992,3603783,3700446
455.1558842,5225555,5604386,5285706,4241427,3587642,3848635
463.1245842,8682916,7793370,7153884,4244171,3583303,3427382
413.1969612,3172978,3423776,3128092,4263203,5350412,4735902
521.2028342,4805562,4416975,4287654,4288843,4984642,4456786
369.0827196,12541737,13146829,12418872,4294939,3873476,3718080
329.087805,4914754,4943664,5095508,4337851,5351695,5005577
371.1136258,6597160,6512891,6382993,4355959,4339990,4302334
549.2341342,3740122,3471809,3012283,4359261,4348260,3549893
399.1449258,5011280,4959558,4677376,4384996,4705004,4609311
437.1089342,11182429,11116629,10136139,4422993,3414581,4090004
371.0983696,11516450,11554039,11379085,4427635,3754257,3862010
507.1871842,5459170,4671644,3990317,4435906,4530678,3621733
427.1762258,3593691,2958876,2703746,4450295,4113412,3296898
471.1871842,4526163,3961411,3880765,4465289,4163888,4120587
345.119105,4294088,4457793,4045704,4477150,4736959,4282525
491.1558842,6169992,5049083,5342752,4493537,3758956,3542908
503.1922696,4255740,4421680,3437264,4496149,4203872,3868287
453.1402342,9777459,8770702,8846340,4504717,3986071,4111953
311.1136258,3217654,3056312,3628312,4520024,4176434,4182794
551.2497842,3709387,3034523,2997953,4530229,4928785,3734111
425.1089342,11175572,11139669,10702337,4531296,3550784,4119860
373.1140196,8080660,7178011,6980569,4543937,4185943,4373544
413.1605758,4100209,4194847,3778332,4547875,4830218,4720543
457.2231758,3365759,3498940,3034773,4565925,5817830,4701492
509.2028342,4266326,4564176,3559263,4602898,4688443,3677134
363.072155,13903422,13462590,13746210,4606455,3939278,4956398
387.1296696,6981580,6577320,6187580,4614177,4395458,4475269
429.2282612,2839820,2936276,3200242,4618112,5449658,4264900
415.103455,8239222,8104541,8603436,4628797,3846218,3958645
371.1500112,4586037,4799749,4315548,4635522,5472544,4645384
485.2028342,3930283,3365511,2736666,4642787,4321925,3858967
373.2020466,2958644,2998578,3593714,4647386,5761904,5325889
427.1245842,8300000,8442398,7389573,4651002,4044806,4199559
419.0983696,13078548,11424406,12707580,4679974,4522117,5044944
447.1296696,8420383,8515058,7765591,4681270,5245918,4400237
511.2184842,4032967,3409155,3577748,4688987,4489851,4351021
493.1715342,5032420,4387626,4624944,4695358,4185023,3799037
323.1136258,4280297,4552369,4211074,4704132,5346406,4730875
561.2705196,3164428,2911375,2483323,4709246,4445995,3552312
431.2439112,2981935,3384705,2867797,4721406,5395300,4173565
469.1715342,5641353,5216857,5198738,4740739,4134179,3998713
547.2548696,3396065,3375585,3068591,4767875,5538224,3827492
353.087805,10342382,10467687,11768928,4769281,4692052,5121390
439.1245842,9248850,8703968,8132998,4784306,4080063,4210616
537.2341342,3658135,3444280,2821673,4809004,4936407,3461291
373.0928904,9549068,8961813,9976787,4848058,4789073,4463651
531.2963404,2856216,3149363,2597803,4862310,5962551,3706167
483.1871842,4356212,4441705,4089383,4878231,4822591,4433323
515.228655,3681951,2947936,3544065,4883671,5418724,4600011
485.2180904,3580075,2886791,2788377,4888548,6473349,4516376
349.0928904,8469158,9327931,9172953,4917592,4857838,4966639
471.2388258,3011666,3432002,2793275,4920969,5730608,4998156
443.1711404,4150833,3932905,3781613,4926317,5259468,4382212
399.1813112,3950423,3444043,3833605,4931817,5427954,4459811
337.0928904,6630717,6993365,6678397,4934758,4731896,4662385
331.1550966,3492333,3010262,3929625,4961955,6069956,5275360
329.1241904,4022345,4264248,4342875,4967619,4781334,4725521
467.1558842,7961810,7373434,7204851,4983436,4882722,4826105
501.213005,3602315,3858426,3810983,4987579,5393680,4174340
457.1867904,3509123,4363198,3419800,4991911,4998631,3924278
475.2701258,3081248,2789937,3028661,5015228,5817706,5087331
473.1887185,3110961,2553910,3026677,5021340,5734727,4900910
517.2806904,3573510,3121546,3127354,5029129,5290765,4474119
489.1766196,4791605,4389584,4169239,5031048,4560668,3919616
523.2184842,5009421,4467180,4088029,5044576,5305168,4247909
535.2184842,4219251,3190331,3077633,5048644,4611838,3891428
385.1364864,4156775,3657450,3212905,5065295,5531624,4390877
405.0827196,16957095,15134733,16020887,5097347,3911133,5104398
471.2024404,3009619,3569219,3521341,5117577,4260144,4214795
475.1609696,6143008,5314097,5165752,5145274,4725096,4330592
381.0827196,17205302,15929128,16516209,5151321,4205544,4906039
549.2705196,3149274,2884032,2987707,5162076,4707682,4056771
495.1871842,4946502,5617499,4019782,5220765,4331540,4489344
393.0827196,17462834,16935262,15925018,5245180,4757190,5328343
375.2176966,2734107,3693900,3312179,5257244,5901740,5518946
359.1863966,3269771,3420668,3037061,5347658,6448970,5429362
465.1402342,8822064,8207013,8271969,5349027,4897070,4708365
327.1085404,4751550,5478824,4730543,5386996,4604280,4790097
429.1554904,5200148,5400023,4966647,5387140,5500861,5414859
385.1656612,4004208,3960561,3725424,5390934,5815279,5106659
531.2235696,3616022,3528243,2980265,5392742,5260088,4070712
415.1398404,6690934,7285341,6219564,5409085,5882955,5271412
487.197355,4350187,3520170,3504660,5437492,6196943,4465289
459.166055,5030604,4996967,5117431,5453644,5213603,4845770
461.1453196,7149100,6714139,7024994,5458691,5341550,4922484
473.181705,5081137,4545078,4755189,5489308,5933383,4498478
449.1089342,10732318,10388856,10282382,5493154,4295532,3991471
525.2341342,3244121,4069892,3112211,5547372,5231446,4187499
433.1140196,11058004,10506537,10843064,5571196,5279499,5132862
479.1558842,7466029,6470207,6522461,5602070,4814276,5294318
451.1245842,12333603,11257088,10757318,5602579,5338878,5024505
531.259955,3720471,3055667,3464618,5681510,6220600,4769080
385.1292758,4963684,5492457,4813927,5702221,4459494,4019163
487.2701258,3271918,3061419,2749460,5762103,5493457,4637325
387.1085404,9473989,8012964,8753719,5891100,6090174,5452160
443.2075258,3812908,4479718,4435946,5941098,6447306,5562880
505.2079196,5453936,4680807,4370173,5947247,6410670,4928246
473.2544758,3694640,4141622,2985715,5990045,6544712,5814320
401.1241904,8840352,8572498,8262658,6016488,6425609,5720555
359.1136258,7050351,7176167,7455599,6020404,6581045,6117468
461.2544758,3754532,3974935,3236187,6065919,7171435,5849200
335.1136258,5650273,5878815,5714340,6080110,5583407,5419658
523.2548696,4420622,3526124,3568862,6082912,6147920,5246309
445.150405,6608166,6505069,5723938,6121168,5588052,4991285
519.2235696,4272994,4681134,4052080,6150446,5844779,5201203
533.275605,3289417,3137081,3125720,6150487,6644510,5323026
383.0983696,15690455,14487823,15443572,6202460,4965870,6175251
521.2392196,4386747,4412879,3770535,6240587,6488898,5409107
459.2388258,4001478,4221796,4355569,6241097,7452065,7676102
491.1922696,5840265,6030076,5218848,6264035,6106989,4934526
497.2028342,3999407,3847055,3890785,6274557,5869673,4708611
