mass,PreSW4.csv,PreSW5.csv,PreSW6.csv,PreSWGt16.csv,PreSWGt17.csv,PreSWGt18.csv
501.2493904,3798925,3731451,3595944,6284988,6678802,5185031
339.1085404,7589690,6797215,7184749,6353523,5917143,6557292
377.087805,14557889,15018806,15450175,6367784,5672885,6376526
457.1715342,4872068,4967359,4640409,6394791,6529512,5328183
389.087805,14090760,13559371,14703600,6396372,5535616,6289164
507.259955,4218086,4367518,3946286,6404037,6883833,5580649
509.2392196,4140376,4381905,4090720,6418451,6904381,5399504
333.1343612,4494748,4944501,4437976,6457474,5884020,5424304
477.1766196,5813279,6040117,5551749,6466275,6591891,5219489
491.2650404,4110733,4377341,3220000,6485222,7243632,5484419
503.2650404,4447232,3945522,4072146,6489881,7309667,6555267
473.2180904,4552752,4238902,4116212,6496924,7015752,5848111
507.2235696,4620516,5072029,4509485,6500292,7088632,5637991
431.134755,8102972,7491973,6825054,6570758,6311785,5587721
415.2126112,3993718,4223583,3818284,6620477,6937677,5689202
415.1762258,5485686,5783134,5695276,6636861,8256588,6993779
417.119105,10917974,10766981,11015969,6759741,7130228,6253358
329.175832,3807828,4429634,3833959,6773968,7871777,6325532
503.228655,4521982,4824113,4186833,6817559,7162209,6013569
323.1500112,4071919,4508855,4537737,6852492,7269485,6135811
403.103455,13589950,13152064,13190368,6855368,6012164,6313616
535.2548696,3912051,4184635,3756546,6877508,7271166,5234915
401.1969612,5064875,4641372,4694027,6896113,7600147,6466033
533.2392196,4202824,4236857,3616215,6898008,6783774,4967698
429.1918758,4503824,4327893,4436213,6935426,7537595,6433735
407.0983696,19144545,17744062,18867757,6941725,6323864,6484839
449.1453196,8612634,8127862,8220043,6999455,6342506,6591404
495.2235696,4975176,4568924,4527686,7015839,6936598,5577858
493.2079196,5714405,5208874,5005872,7064896,7104449,6425599
405.2282612,4959926,5009435,4432291,7078800,8268268,7231253
399.1296696,11344717,10724675,10117886,7082210,7053034,6894878
325.1292758,4888397,4995627,4794646,7121210,7152109,7122340
385.1140196,12027231,11459301,11135075,7151178,5671906,6003672
417.2282612,4760659,4886150,5081887,7206205,7842933,6066985
463.1609696,7507362,7346905,6912218,7224010,6866247,6522933
517.244305,4267781,4485513,4484153,7270664,7623436,6099206
395.0983696,18020370,17889991,16932998,7296617,6463557,6474513
445.2231758,4906268,5263976,4375323,7304906,8702032,7353646
333.1707466,4750756,4071548,4380128,7349387,8362108,6666424
365.087805,15237435,14737012,15921798,7350369,6271526,6096702
481.1715342,6796362,6300241,5862973,7424851,6329854,5919047
455.1922696,6225999,5890080,5729094,7437329,7315000,6427064
489.213005,5056823,5008081,4615703,7462026,8095517,6208259
447.2388258,4360209,4932075,4509260,7517742,8334296,6764643
482.1667832,7228509,6879836,6266417,7545716,10010141,6658423
355.103455,9673399,9667470,9619126,7550053,7124634,7637948
465.1766196,7261486,7408292,6375519,7555747,7468334,7577612
461.181705,6741546,6935321,6005088,7568130,7798125,7084147
373.1656612,6554919,6399785,6430696,7636432,8988518,8818743
421.1140196,14839728,14152339,14620350,7638264,7120001,7388761
453.1766196,7549231,7312524,7037952,7646347,7726741,6298191
479.1922696,6687790,6076992,6174300,7697175,8146373,6803695
496.1824332,5355129,5565300,5283411,7732685,8974398,7136449
475.197355,6687776,6418993,5600951,7740090,8332649,6940769
487.2337404,3846381,4203178,3987988,7756853,7823056,6716043
361.2020466,4311420,4086321,3856873,7769015,7866785,6751942
489.2493904,4387128,5495506,4680215,7785612,8982303,6466309
445.1867904,5500193,6082155,5449502,7788237,8380498,7646513
345.1343612,6030796,6272325,6656908,7819490,7717827,7200929
469.2079196,5489799,5273177,4917136,7828099,7877923,7184377
493.244305,4968935,5409579,4729392,7882050,8857538,6517762
459.2024404,5838537,5645157,5308916,7902027,8711586,6807752
467.1922696,6671568,6670969,6469617,7932555,9254178,8075256
413.1453196,9678961,9407006,8992540,7933218,7316490,7179167
519.259955,4714340,4794799,4004977,7991598,8332076,6471988
423.1296696,13606702,12055165,12932713,7996596,7720041,7206350
419.134755,13305874,14889622,14522107,8016165,8854661,8292046
505.244305,5351538,5188712,4730622,8023920,8829359,6971128
335.1500112,5555049,6166567,6041004,8117879,9367096,8713875
357.119105,9086353,7947707,8464659,8124110,7974120,8031758
451.1609696,8411678,8555774,7675075,8154384,7218940,6769398
435.1296696,12931675,12492994,12149508,8237544,7830178,7711081
431.1558842,6933561,6662532,6247516,8284932,7531368,7500550
481.2079196,5999691,5543505,5611069,8328020,8607231,7741769
351.1085404,10177861,10084177,10506781,8341422,8361505,8253232
375.1085404,12408819,11802928,12514836,8367101,7688590,8159812
447.166055,7863322,7112176,7155283,8369715,8204252,7705706
387.1449258,7312336,7523500,6779455,8382501,8338886,8164744
475.2337404,5922848,5859889,4938422,8446651,9184617,7860322
397.1140196,14461383,14076947,13857235,8454070,7331239,7572521
373.1292758,13063449,14210847,13528029,8479173,9152347,8325165
347.1136258,6369324,6329146,6132140,8604439,9497042,8831683
477.2493904,5683231,4982325,4987523,8610533,9516436,8353956
439.1609696,9371725,8896478,8692098,8632495,8352189,7509940
403.2126112,4857292,5121868,4908267,8680147,9306385,7761560
359.1500112,7072893,7610353,7521146,8716607,10116928,9306215
409.1140196,16195562,15831376,15398558,8735893,8147762,8300444
491.228655,5744011,5723901,5128736,8817892,8965999,7273345
347.0983696,9396263,9573174,8157607,8854291,9529805,8925886
427.1609696,9051612,8958492,8328579,8877048,7453701,7574659
415.1609696,8489078,8542814,7917356,8936765,8385612,7544691
361.0928904,12082003,12034578,13143496,8967062,8395137,9351846
425.1453196,11406993,10498644,9817599,9002079,8334399,8039729
387.1813112,5672923,5639348,5985864,9003053,10466767,7721360
401.1605758,7789734,7669335,7566343,9056748,10457102,8623598
337.1292758,7008582,8208861,7652230,9139311,9635841,8727674
431.1711404,7369783,6788484,7205979,9140995,9788264,8049413
335.1863966,5164914,5683247,5291445,9176704,10092096,8928924
477.213005,6923295,6211125,6635140,9251556,10128787,7852195
433.150405,9997135,9261351,8758197,9337466,8932105,8702522
479.228655,5889070,5645888,5665371,9374488,10061254,8265969
389.1241904,12489235,12639826,12196855,9619932,9461640,9279251
411.1296696,12349507,12396997,12562157,9655531,8225708,8179629
379.103455,18568587,16358714,18178661,9754702,8977883,8676944
349.1292758,9200306,8845637,8681443,9756003,11283448,10433786
463.2337404,6116765,6216407,5732565,9800392,9776453,8947763
461.2180904,6297127,6464280,6443357,9800448,10394988,8106097
405.119105,18001579,18235408,17048986,10101638,9023969,9527056
401.1453196,11234467,11314773,11602949,10111466,9476108,9014765
431.2075258,6188083,6396290,6077528,10117889,10566502,8620801
391.103455,19747892,19257316,19275158,10140537,10232115,10051716
463.197355,8201631,8047320,7565527,10146505,10210630,9205812
367.103455,15402041,14893223,15684839,10185415,9271420,9224584
417.1918758,7555156,7699078,7057184,10255677,11506805,9686827
433.2231758,6607687,6502692,6550447,10408565,10943238,9331250
417.1554904,9599061,9222789,9514784,10485053,10800244,8722220
347.1500112,7224375,7512899,7601590,10580770,12339675,10744525
453.213005,7420203,6720650,6644733,10656904,11783828,9249356
449.181705,8010517,7845236,7998855,10739101,10731368,9372584
381.119105,15218754,14970673,14718074,10869347,11214833,10668096
447.2024404,7515157,7650797,6792784,11058737,12117978,9665638
341.1241904,8806738,8701302,8865643,11080846,12188612,12024948
465.213005,7275820,6904483,7010397,11317922,10954029,9402379
353.1241904,10321915,11071856,10691691,11330060,11038814,10670456
433.1867904,8518475,8675622,8465330,11465335,12622599,11031094
337.1656612,6746447,7512549,7159695,11530360,14221321,11417731
437.1453196,13613400,12843091,13009479,11604302,10277426,9627792
339.1449258,7888708,8585127,8637814,11653757,11907552,11487861
331.191482,6577141,6912221,7362081,11690668,14379724,11016937
369.119105,12861239,12886743,12920642,11736358,10668751,11400139
451.197355,8858138,7912700,7732415,11803918,11869946,10494707
391.2126112,7261265,6889465,6514092,11844495,13250890,11612311
419.2075258,8581135,7834262,7960313,11926820,13069445,10962634
371.134755,11409968,11162881,11665815,11982717,11246876,12254724
449.2180904,7279377,7703922,6731139,11984282,12410726,10208165
421.150405,12328878,12006035,12191420,12012790,12203137,11173463
435.166055,10555990,10115264,9882369,12016102,11758240,10258789
345.1707466,7082455,7603534,8002454,12067052,14063565,13066411
439.197355,8804424,7940060,8118655,12171436,11663803,9729969
361.1292758,11410273,11575836,11314643,12235681,12849547,11967153
389.1969612,6845991,7464546,6872071,12294635,12558232,11480865
355.1398404,9700036,9931672,9531073,12428400,12595877,11666375
375.1813112,8290318,8442179,8373801,12598289,13103522,12802648
491.1992831,6272394,6032124,5574176,12721379,14405486,10447743
385.150405,11228523,10441453,11309164,12895826,11637739,11496416
437.181705,10488147,9605201,8856132,12921163,13070896,12030092
437.2180904,7713102,8374351,7428672,13082952,12845614,10760328
393.119105,19031611,17033573,17846049,13475075,13167309,11975133
435.2024404,9212498,9132222,9183998,13529571,14238366,12265825
383.134755,13165283,12831000,13274749,13673573,12087799,11909659
365.1241904,13740361,13651582,13546129,13686892,13987377,13539144
403.1762258,10091975,10186568,10321127,14041808,15446285,13979285
419.1711404,11544593,11268758,11476730,14140709,15533189,13958860
423.166055,12967723,11915900,11148903,14275763,13780073,12617163
389.1605758,10097181,10520154,10290175,14383587,15636368,13342490
375.1449258,12898305,12425529,12621342,14509063,15063448,13632078
377.1241904,15606478,15461184,16502857,14577202,15068095,13765719
349.1656612,10316478,10239310,10489838,14984558,18185218,15191300
399.166055,13544276,12682569,12763907,14995687,15466223,14773538
351.1449258,11130194,11198299,11336231,15007673,16432683,14993210
425.181705,11230862,11752020,10214909,15455325,14795838,12967214
363.1085404,16703051,17394760,17313837,15699458,15207385,14671097
395.134755,17033242,16853709,16859277,15896175,15223884,15002390
405.1554904,13848239,13643796,13534622,16089994,16159205,15490834
377.1969612,9634536,9841490,9097309,16125510,16411603,14662762
423.2024404,10401577,10885755,9848421,16221362,16798824,13991369
407.134755,19517284,19935425,19633711,16237600,16220827,15216488
403.1398404,17276354,18063172,18306275,16372428,16494857,15552146
421.1867904,11702188,11981458,11593403,16680181,17773697,15470164
407.2075258,10755946,10424519,10057268,16819237,17797793,14929771
397.150405,15350222,15707161,14860761,16916412,16522669,17288238
405.1918758,11110066,11886615,11474337,17789837,19837416,16006932
411.166055,16126020,16343495,15804142,18064620,19289006,16330669
409.150405,20512748,20586834,19895968,18527382,19071796,17633180
361.1656612,11750254,13521446,13116894,18787244,21838230,18107068
367.1398404,15639623,14848177,15234290,18821842,19083399,17731986
353.1605758,11448328,12855674,13061237,18948631,19877993,17338755
347.1863966,11196482,11922253,11371968,18971436,22964709,18217687
391.1398404,16360510,16426987,15367581,19135361,18692411,18053258
369.1554904,15404868,15749857,14380877,19379505,20239065,19313621
363.1449258,14263897,15461458,14901304,19459597,21736420,18779396
379.1398404,17757592,17538372,17797743,19767384,21143012,19611225
351.1813112,11908446,12765028,12059186,19939268,21147189,18640709
407.1711404,15425383,15757508,14718514,20018210,22106782,18939754
409.1867904,14987246,15577429,14341793,20649112,21533495,19922845
391.1762258,12948552,13004786,12199333,20867976,21354819,18401425
393.1918758,13186637,14408051,13328174,22867217,24341211,21641705
383.1711404,16767727,17191200,16402055,23012462,24363520,22323748
381.1554904,18475087,18341690,18457732,23372396,23814139,21999689
377.1605758,18076379,19295049,19357779,25669180,28322761,25246817
365.1605758,17088854,17747592,17371804,26447991,28999228,25300819
393.1554904,19904068,19913068,18845479,28654858,28277460,26081763
367.1762258,17990741,18735291,17327357,28893917,30474386,27214237
395.1711404,22210594,23628499,21872787,31546998,33274962,29506332
391.1428311,19887167,18450412,20524446,31964033,29571388,29849739
363.1813112,20979303,20765788,20545603,34618905,39017454,32750862
379.1762258,23434660,24714573,24392312,36221025,38981102,33418850
441.1766196,30771006,27893604,29270201,51134477,47038789,46044890
389.1271811,31793684,29824595,32660472,52451804,48576393,47798036
403.2489966,3811792,3417424,3351791,2903255,3473686,3144346
283.2642528,4850208,4134056,3731742,3233218,3535825,3295305
389.1453196,3654169,3305047,3193340,3298784,2643341,3162903
445.1715342,3242275,3317356,3302688,3535566,3222611,3311923
331.1398404,3323882,3348179,3232277,4141727,3905217,3667677
419.1922696,3607568,2896534,3395833,4244772,3911301,4159179
315.1449258,3390224,3347263,2685117,4419899,4302027,3882462
373.2595612,3044170,3227458,2871811,4424171,5852033,4868176
499.2184842,3534620,3615684,2583170,4598365,4850878,4373894
411.2058111,2875974,2694089,3125999,4619502,6808496,3454894
367.3581528,8203418,7309550,5417267,4736788,3251912,2906065
391.1609696,3756100,3897327,4059554,4759429,4660543,3970190
405.1766196,4566705,4340758,4113823,4899723,5060071,4663059
403.1609696,5957061,5846854,5156070,4904654,4679947,4784788
407.2439112,3300205,3164873,2940982,4941863,6170276,5379948
473.2028342,4182065,3585590,3186420,4972188,4889928,4250671
435.2235696,3317327,2793149,2892540,5054945,4658845,3786079
379.2337404,3913145,4183387,3964552,5106801,6616574,5577329
393.1766196,2977353,2934128,2756907,5168398,5431000,4878822
419.2439112,3312654,3511958,3005688,5420323,6759557,5214920
347.2075258,2376265,3082066,3125702,5431091,5981675,4993757
441.2527611,3525428,2770783,2517681,5452807,5483840,3299026
471.259955,2962514,3292738,2273594,5506698,5201201,4762636
467.2650404,3669197,3052152,3110381,5516939,6016290,4985848
473.2392196,3166256,3029558,2982643,5522076,5965128,4415535
425.2544758,3231368,3620434,2660345,5591129,6434876,4950312
437.2544758,3480906,3393613,2915901,5666117,6691372,5131396
325.2020466,3031898,3686968,3550501,5743946,7356923,5604788
481.1844207,3737674,3600977,3037245,5894995,9444863,10633544
479.2650404,3945519,3769920,3237467,5903129,7163335,5045490
309.1707466,3214341,3499917,2861537,5949702,8800000,5937598
417.1766196,5466197,5752453,5528352,5962045,6884468,5605163
405.213005,3866293,4745241,3977634,6100878,6078955,5972757
485.2392196,3435692,4045448,2762265,6112228,6241926,4707865
375.2752112,3694128,4214108,4344387,6123564,9591229,6546033
425.2578465,3757704,3075666,2467833,6125657,5508156,4298023
401.2544758,2746548,3818083,2543122,6127096,6799387,6368759
377.181705,3893986,4067151,3706969,6179394,6822863,6047846
471.2235696,4256850,4009539,3872572,6290057,6622512,5941260
537.2705196,3594648,3518008,3241513,6371628,6154966,4616362
495.259955,3865162,4116317,3726919,6389153,7159831,5297285
449.2544758,3279628,3642736,3116416,6398359,6909796,5648289
407.1922696,3920744,4257989,4330035,6429732,6559392,5736298
363.2024404,2845807,3369058,2560586,6457887,7425013,5240085
413.2544758,3144818,3474978,3240733,6480165,6151182,5632926
505.2806904,3645556,3617897,3369727,6510450,6889905,5597946
419.2650404,3645453,4069015,4246263,6523171,8774790,6083271
405.2493904,4111032,5400605,4617637,6534033,9214446,6488855
497.2392196,4046513,4119440,3644002,6534655,7178347,5184774
313.1656612,3931649,4426237,3743851,6610890,7626112,6310005
483.259955,3702902,3163242,3405350,6624154,6522433,5657006
457.244305,3603325,3450811,3533459,6710180,6419941,5827890
391.2701258,3889249,3935237,3980728,6729627,9443670,6245537
475.2184842,4313120,4234801,3787447,6798011,6051177,5719138
511.2548696,3854793,3784964,3467157,6799453,7545468,5716015
391.2337404,3881047,4050942,4016560,6812564,7758159,6578331
329.1969612,3642968,4101958,3791467,6966484,7825701,6867233
395.1922696,3086375,2736855,3152535,6973049,6937686,7077663
431.1922696,4794421,5305731,4738137,7013122,6225767,6212355
383.2439112,3489543,3932466,3452569,7027840,7006739,5943860
441.2493904,3756340,3616607,3450033,7071751,6483264,5966546
457.2079196,4748161,5456829,4710038,7162790,7337446,6392117
389.2544758,3761720,4291182,3758099,7178744,8390565,6069036
365.181705,4421982,4177550,5093026,7246974,8185410,6935385
395.2472819,3583028,3109088,1907872,7276163,3351136,4622119
469.244305,3959942,4675160,3960719,7277187,8148259,6514681
521.275605,4584381,4109776,3825832,7356748,8438594,5616979
419.228655,3819534,4974230,4465400,7376164,8420485,7038665
429.2493904,3865866,3669459,3318000,7420799,6677433,5917634
345.1918758,3896285,4658516,4284316,7466226,7367634,6656177
359.134755,7073911,7620589,7469941,7553338,7598907,7739491
335.1711404,4649838,5514283,4773297,7563900,10483261,6975128
483.2235696,4738165,4252266,3970599,7592857,7337536,5505452
373.150405,7548193,7388964,7326691,7612875,7339873,7567410
315.1813112,4038933,4900165,4326340,7683394,8685265,8045029
325.1656612,5242708,4691505,4753693,7694658,8452596,7125420
327.1813112,3897548,4465590,3724478,7776005,8071047,7548769
513.2705196,3248696,3259188,2982347,7776415,8852148,7104644
429.1766196,7009554,6924758,5958902,7801731,7013308,6826953
417.2493904,4193363,4912774,4622111,7910717,8594549,7501608
371.2439112,3510361,4477215,4578743,7946142,9141563,7689763
529.2654342,3076319,3623464,2569594,8030575,8940361,6578516
459.2235696,4519623,4502372,4766194,8039242,8005026,7542983
377.2180904,6644463,6725464,6223971,8128076,10984409,7939184
375.166055,6053896,5805375,5913124,8129549,7692702,7799380
453.2493904,4304167,4611208,4184058,8223878,8275602,6662729
465.2493904,4575530,4908706,4293723,8293026,8461613,6989835
319.2126112,4570985,5290995,5212312,8312920,10959250,8055014
481.244305,5088331,4928082,4683324,8328021,8603136,7059786
537.2552634,5868951,6346296,5679657,8501548,11313878,7850155
361.1867904,5333878,5072428,4858341,8534963,8116636,8002242
493.2290488,5083622,4490027,5126704,8717633,8153026,7896065
395.2439112,4325427,5059295,4530336,8726146,8606815,8688422
333.1554904,5409184,6328953,5896157,8873095,9364600,9213109
455.228655,4789323,5077022,4738883,8911887,9215543,7627189
423.2388258,4661030,5316219,4643428,8967344,9565287,7855558
327.2176966,4510419,6568381,5624517,9060109,13121422,9153385
477.2341342,5911583,5259829,5373572,9312997,8887700,8577187
327.1449258,5986501,6432175,6152886,9330429,9567103,9030489
363.166055,5977697,6507608,7015486,9391636,10658794,9391370
349.1867904,5581509,6035796,6250484,9450868,12354568,10630410
363.2176966,4098677,4467815,3726414,9479716,8560633,8545561
403.2337404,5397966,6005582,5553389,9532117,10281236,8234649
461.2392196,4306469,5004055,5878108,9532160,10280300,8890481
435.2388258,5965389,5599420,4655866,9572832,9769628,8182109
467.228655,6116559,6197880,5467119,9648779,9489698,7948280
443.228655,5207593,4680421,4934631,9809769,8722632,7978494
439.2337404,5406788,5923801,5249403,9910441,10545593,8681389
443.1922696,6860334,7304935,6707179,9926508,9167051,8173058
403.197355,6712778,7739210,6898921,10040018,9394448,10426007
335.2075258,5491575,6186035,5618106,10067590,12320325,9324193
337.2020466,5174616,6107629,5429143,10250370,11819026,9818252
353.2003319,5921814,5598597,4706433,10353187,10117236,6342031
451.2337404,6654485,6376698,6515899,10433803,10675960,9018096
483.2000707,5811317,6326889,6063655,10460056,16440895,16462251
445.244305,4589849,3982951,4304664,10903241,11712591,8527148
393.2282612,5367382,5652857,4947765,10966296,12294882,10740207
355.2126112,5043934,6634412,5970647,11048071,11971258,10933212
491.2133988,5797258,5122812,6452768,11056356,10121070,9257856
343.1762258,6413199,6748002,5888385,11206334,11384264,10219153
441.213005,6680377,7225186,6430901,11304970,10856771,9164502
411.2388258,5870663,7016906,5562096,11359471,11852722,9709486
343.1398404,8278916,8738650,8673655,11439796,11822527,11464327
417.213005,6959188,7842438,6741791,11498813,12076149,10506026
427.2337404,5875157,5854746,5691774,11564020,10517506,9651325
381.2316319,6143080,5247820,4335768,11625088,10328079,7663707
333.207132,6637996,7671428,6875112,11689108,14931076,11486401
339.1999381,6083410,5241780,6489475,11840139,15888877,12051075
357.2282612,4754872,5778906,5594420,11855600,11656456,11929134
397.2265465,8131038,6959141,5382629,11921352,12021178,7023672
389.181705,8905251,8959582,8367108,11940328,11915157,9996062
387.2388258,6081516,6056128,5471829,11948090,12914140,10593691
359.1711404,7305349,8609783,8135552,12069190,13125446,9662573
433.2079196,8592200,8200485,8328112,12147318,11535110,10750516
339.1813112,7138125,7784368,7671167,12198535,14354921,11428479
433.244305,7056196,7323939,6219693,12243571,14934789,11186736
381.2282612,5539943,6669132,6132887,12540543,12611598,10557530
387.166055,9676759,9868464,9400900,12816425,12860875,10497420
415.197355,9091190,10377823,8679212,12907837,12864589,11358066
357.1554904,9469342,9901509,9064734,13117146,11830515,11783705
401.181705,10073257,9690714,8965129,13263343,12621841,11963888
459.1871842,8597194,8549222,8874485,13351755,12791203,11026633
369.2282612,7386976,7860981,7747427,13393223,15373039,12600298
409.2231758,7649264,8671575,8062627,13675674,15389497,12095389
341.1969612,8171878,9579911,8427389,13706401,17171414,13585542
341.1605758,8151388,9278846,8474484,13937815,14887885,12635261
429.213005,8826126,8643029,8039667,13955969,15102907,13024197
461.2028342,10223144,9829145,9916766,14428929,14724461,12886130
425.2180904,8564363,8776275,7630331,14488667,14521405,11801899
427.197355,9575897,9849371,9430401,14644214,14345220,12424320
329.2333466,7474783,8108878,8552563,14889181,21342509,15845673
359.2439112,4517024,5011468,5054358,15214940,11394907,17844355
363.2388258,9287293,9407597,9523285,15427114,19135488,13255967
375.2388258,6737955,7465298,7140921,15629346,15063474,18197095
399.2388258,8254305,8795475,8612621,15720689,16240378,14282026
389.2180904,8188461,9541222,8098828,15809008,15464349,14997285
413.181705,13113458,12870176,12316444,16188707,16249867,14483359
379.2126112,8713649,9102678,9128578,16285803,16670200,15887980
353.1969612,9701397,10568068,10298496,16704034,19382387,16105870
361.150405,10576745,11412002,11122137,16841640,20089234,17275575
415.2337404,9209973,9865824,10043180,16852286,17462350,15572849
401.2180904,9405615,10012254,8872974,16921075,16433174,14933491
391.197355,11949133,12273654,11761065,17075084,21276999,17307796
431.228655,8981553,8329601,8299606,18047743,19600229,15612671
373.1867904,13081903,14620462,13491182,18500054,20825964,18458684
385.2231758,9502082,9896702,9568381,18613860,19551229,15873008
413.2180904,11243634,11874849,11124509,19354916,19854349,17637278
463.2184842,13184414,12315352,14350550,19360457,18152774,17342515
355.1762258,12544721,13806498,13397708,19805308,24449712,19538897
397.2231758,11039197,11072549,10473956,19898311,21413305,19151927
375.2024404,13359126,15558984,14741039,20085783,22927784,18807390
371.1711404,14260797,14329099,14100898,20445064,21157158,18617870
311.1686381,7463677,6942401,8354593,21191266,31312955,27056916
357.1918758,13163947,14290383,13068585,21194469,25367805,20579876
385.1867904,13716854,13628150,12841077,21304923,22111220,19444712
373.2231758,10894652,11466552,10339320,21608928,19801974,23427142
411.2024404,12853318,13562313,12938991,21701869,21054384,18702254
361.2231758,13955972,14766647,14130672,21744574,29366695,20265677
347.2439112,12316756,14449499,13290960,22285117,31877621,22579943
343.2126112,13329305,14487403,13840778,22300361,29558225,22611610
371.2075258,12020299,12823829,12257709,22517651,23528753,21964312
395.2075258,12830763,13216473,12290201,23285372,23551065,21138209
399.2024404,15981403,16571726,14979848,23621868,25181941,22211878
351.2176966,13798762,14690158,13793852,24727503,29146688,23105359
369.1918758,15345490,16442091,15021912,25064764,26514148,23647199
347.1711404,13461566,15338313,15443388,25422632,27023841,26454739
331.2489966,14428161,16757993,17397294,27069113,39746264,27273974
359.2075258,17275026,19408898,18430859,27195729,36886353,26527864
367.1527269,14019660,13000885,16127222,27308758,41509003,50348438
345.2282612,16537064,18794845,18987942,27535612,39561180,27297979
387.2024404,14909409,15496376,15780428,30160946,28743123,27727252
445.2079196,20276510,21401193,20143900,30891723,34086993,27931951
397.1867904,21453270,21908511,20861407,31072194,32751027,28605491
383.2075258,20757243,22839593,19859088,34010231,38212106,29823532
349.2020466,21097162,23276888,21438456,36179321,46099468,35171598
325.1842881,13153111,13500469,15182113,37844294,75912696,55760304
381.1918758,26785883,27639619,26379405,40161910,45453316,37908562
329.1605758,21415504,21179199,24095843,46708940,46962974,47479065
447.2235696,31786003,35339756,34086478,49946159,55943129,45347940
367.2126112,28787811,31768774,27456776,51372776,60588189,46883239
345.1554904,28915155,27998538,29789074,52152552,60032969,53405863
331.1762258,26601457,28421338,31333917,52894376,55286473,54737637
365.1969612,33063268,35618450,31810215,56770690,66272838,51887966
421.2265465,23359401,2924178,39102138,366994676,20247680,317578834
427.109328,3301345,4135454,3305862,2018811,1563143,1607816
383.1194988,3225822,3605780,3712634,2347617,2813427,2313240
659.2040156,3622320,3145966,3138239,2820430,2322815,1882034
543.1566718,4057561,3499539,2996870,2899152,2517563,2167768
423.1144134,3262255,2957949,3726954,2972853,2607210,2758095
587.1828864,6268793,5818211,5215720,2979718,2733229,1935578
517.1410218,3933951,4082055,3550262,3074310,2755338,2456836
469.156278,3013769,3114586,2579347,3099267,3158307,3060217
665.2145802,3787211,4366662,3325754,3168032,2616759,2306528
559.1515864,4281669,3690707,3290777,3195808,2635163,2140337
677.2145802,4656624,4721182,3312657,3276676,3055223,2030702
499.1668426,3698457,3109827,3310209,3281499,3434684,3223938
515.1617572,4129436,4522335,4089855,3314901,3813090,2518729
499.1304572,3472151,3856322,3572353,3385945,2836666,2670976
467.140628,4134098,3917434,3434484,3484300,3320098,3477497
645.1883656,3642831,3923107,2674177,3505795,3329425,2711959
513.1461072,4005425,3979569,3403720,3528859,3800753,2960511
381.1038488,3504189,3241261,3563638,3578463,2915821,3313212
425.1300634,4042387,4500053,4055552,3611743,3394624,3331378
377.1453196,3486933,3643205,3145807,3804728,3848133,3713117
465.1279687,3837232,4028069,3435618,3809955,4369710,3736589
411.1144134,4948035,4608452,4520685,3821802,4151212,3034541
351.166055,2814297,3198304,3074605,4153279,4668977,4429633
657.224751,3079594,2962647,2631321,4193805,3463541,2525608
501.1461072,5803911,6200312,4890278,4327095,3851534,3824128
735.2200594,4298533,4451989,3771135,4350957,4290870,3746032
541.1774072,3644874,3113508,3252843,4525298,4529781,3443750
483.1355426,4236403,3807848,3854887,4555670,4176445,3318696
471.1355426,7478356,8641091,7059263,4679305,5480751,4276234
453.124978,5246261,4987023,4363269,4802702,4765336,3782227
413.1300634,5245041,5802526,5805851,4876578,4630537,4823967
673.2196656,4204012,3532244,3171285,4948113,5131822,3794488
381.1766196,3244118,3392831,3443337,4962930,5239808,4960334
375.1296696,5736443,4718901,5590554,5215235,4289940,5507658
545.1723218,6233569,6635005,6507165,5369003,5445114,5285762
631.209101,4973340,4639099,3924631,5570202,4873904,3582457
333.119105,3105688,3701361,3872724,5767295,5560432,5036204
509.1511926,7356755,6326479,5900126,5789712,5512762,4312011
608.2308396,2659530,3374564,2945953,5927054,6748953,5311442
379.1609696,3572127,4081993,3480180,5942365,5632490,5505631
603.177801,8514148,8178478,7215395,6076522,6984798,6024303
661.1832802,5446072,5651720,4286183,6397075,6157710,4726207
369.0674634,2643235,3711689,2520371,7255319,6162112,6103996
439.1457134,4686927,5376991,5316996,7915696,7541182,7288758
413.0759195,3683440,4368924,3978011,8162593,7468039,7167904
647.2040156,8505789,8357023,6511117,8851915,8805760,6369684
455.140628,10596436,12307491,10486603,9012244,8730171,7864764
451.1123187,5039652,5256449,4578503,10761492,10344191,8553210
444.1181185,6229425,7069358,5580684,11820834,13623442,10104224
385.1173903,4198753,4539110,3586148,11992650,8256483,11736025
485.1511926,11510953,12274310,11542042,12225505,11464323,10248724
527.1617572,10267804,10288663,9314629,12763505,13329236,10576230
492.1834958,9633206,9188114,8582695,14294288,15351702,11049917
495.171928,9383494,9710427,9113158,16997789,14250004,12145791
405.1514676,10882734,12400660,11818397,19100553,18231780,17710865
395.1194988,15878167,17398474,16699530,23273069,23518281,22145812
403.1834364,4093384,3604297,3952872,2336464,2264846,2085014
416.167452,3194986,3213941,2943785,2465088,2201187,1893715
346.1619728,5129988,5327432,4728997,2489350,2207443,2191803
431.2147364,3315763,3309442,3324504,2832640,2781542,2768128
372.1412374,3522473,3447315,3276990,2928805,2811967,2594588
374.1568874,3392150,3292210,3556613,2939629,2474624,2975044
417.1990864,3417172,3567750,2749728,3098941,3284085,3439402
427.1834364,2939354,2752540,2878850,3601399,3474436,3419265
