mass,PreHW1.csv,PreHW2.csv,PreHW3.csv,PreHWGt13.csv,PreHWGt14.csv,PreHWGt15.csv
397.2265465,5791460,6284414,6339697,20844447,10307336,7311591
463.2184842,51621670,28989514,24744573,21108425,14220512,21779514
331.2489966,27630832,23604765,15795398,32536140,35732416,31046148
325.1842881,14944138,16001105,9752811,34418950,32028182,20604027
479.3014258,16535302,34330866,3336410,38350859,66929556,10311953
421.2265465,45873984,15105821,3045724,1755053789,22436527,274004506
457.156278,3398735,3732729,2867126,1743519,1835415,2337765
441.124978,3228104,3935363,2300913,2190055,2909967,2294912
508.1784104,3373469,4120289,2131162,2444813,3038162,2284608
427.109328,4022861,3069181,2938811,2469939,3152697,2895245
375.1296696,4161517,3804528,3046260,2902995,3038405,3086248
383.1194988,4572960,3479687,2898720,3376059,3913586,3729647
397.1351488,3609807,3462761,2561120,3383174,3985138,3741906
377.1453196,3416283,3554388,2554364,3465959,4327308,2618522
465.1279687,2713839,4078641,2307144,3785636,4260210,3387528
517.1410218,4365551,4029637,2253806,3797046,3931081,3303615
425.1300634,4440758,5115677,3255388,4005841,4144922,3901903
381.1766196,3930243,3116014,2957535,4057835,4919537,5214797
423.1144134,4815625,3916584,2864363,4409180,4488939,3570176
411.1144134,6025874,6098226,4895234,4607686,5037062,4467955
471.1355426,8904360,7743545,5531166,4783822,6285231,5580294
469.156278,4136624,3414057,2617880,5296560,5000929,4528499
381.1038488,4607082,5392853,3792073,5314255,5914840,6285875
515.1617572,4519220,3950690,2537417,5556975,4970243,4329558
417.1072195,3731297,3443891,2330625,5596549,7145961,6285826
413.0759195,3413754,3371474,2273317,5620682,5298369,6840686
380.1562186,4394780,2194570,2218921,5743978,3371929,3424483
333.119105,4381375,3077641,2745370,5818388,4789662,6363102
379.1609696,4897208,4141865,3438710,5946352,6392390,5071741
453.1613634,3716465,3354548,2046197,6328224,5285672,5021740
409.1351488,5126658,4558958,3298746,6365600,6037291,6139985
371.1017403,4679151,3952518,3095622,6475670,6401817,8077217
677.2145802,3967390,6610515,2050853,6505870,6707210,4175662
508.1354999,3842462,4731614,2099928,6919685,7521228,5609020
492.1834958,3034230,3964730,2258276,6939055,6499038,5210915
617.193451,4323483,6278024,2605581,7112786,6462821,4301465
453.124978,6397300,6656438,4222200,7203742,7539495,6620205
585.1672364,3086569,4028843,2172331,7232419,5950596,4440887
413.1300634,9257725,6500821,7449125,7283664,9490630,10355057
499.1668426,5347635,5204170,3316482,7305004,6045424,7084669
467.140628,4963015,5254182,3086886,7487647,6661664,6030578
441.1279687,4733384,2508163,2887152,7598567,7744271,5848703
587.1828864,4401325,6300941,2586418,7836534,5706894,4655900
441.1613634,4596164,4786305,3364333,7936488,7973647,6911613
499.1304572,5208371,6472904,3174144,8068900,7730922,6656633
483.1355426,5605221,6611330,2836347,8481481,8627623,7197382
543.1566718,5347326,7236513,3576633,8732694,7857350,6285187
439.1457134,6170246,5662969,4085461,9064885,8977184,8759035
545.1723218,9531150,9628586,6346431,9078952,11828444,10139410
589.162151,2757756,4689006,1961662,9560902,9796762,5744391
559.1515864,4383894,5554955,2226921,10277731,8803546,6183826
603.177801,7522326,8366033,4087806,10324404,8957192,7167706
385.1173903,6878649,6629150,3986779,11042958,10979827,15192973
501.1461072,6580572,6524224,3682164,11067575,11874319,9634660
451.1123187,4480540,6224419,3872179,11309880,11268872,10906736
509.1511926,7250330,8367897,4319492,11638466,9194573,8015512
411.1330403,8151699,4596020,4466179,11688649,7489544,11376884
659.2040156,4046733,7059280,2344291,11946825,8162059,5279098
643.1727156,2824386,6281104,1762498,13228280,14490808,9370250
444.1181185,6532261,8338378,5059739,13636152,14551802,12430795
661.1832802,4910939,6412106,2296200,13687702,11877061,7908553
513.1461072,7915880,9637880,5443987,13941140,12609065,10907604
657.224751,4300733,5398357,1841986,20429563,11942733,8918568
485.1511926,16080798,14059993,8694749,21472327,20162249,17550264
541.1774072,9435365,15311762,6326186,24270716,21724328,16730091
647.2040156,9869447,13188977,4744403,25786750,19733603,15997284
455.140628,17023193,16771410,11396173,26158100,25000790,21672958
645.1883656,8208550,13705086,4388040,28989753,20774031,15366650
405.1514676,21723228,13167215,13222059,29808356,29086986,33527438
631.209101,10201355,15577235,5147897,30095358,24542549,16252212
495.171928,11968717,12549089,7364118,30923784,22203551,21659800
395.1194988,34484472,29274752,22067934,43437390,45665550,48369394
673.2196656,10196497,19713726,5400236,47398191,37247183,23908492
608.2308396,8712248,10098222,3465011,50837795,32455984,22298323
527.1617572,22269561,26239586,13584846,61993429,47176379,37652876
346.1619728,5611898,4562761,3620218,1586607,2237023,3082464
372.1412374,3503999,3768080,2982815,2000437,2175635,2681139
374.1568874,3701887,2969606,2598967,2145364,2809706,2554424
403.1834364,5184327,5106996,3463139,2650961,2869701,2734444
360.1776228,4148564,4349731,3278850,3137179,4127592,4053741
388.1725374,3770749,3959524,2685587,3165367,2864029,3144540
417.1990864,4631394,4734647,3582463,3217294,4175343,3592708
413.1677864,3621630,4163032,2346533,3610581,3493577,3235187
380.1827082,3689253,4309139,2593713,3650932,4491170,4314348
401.1677864,3942906,4128710,2082534,3676043,3979856,4285458
403.2198218,2974541,3597626,2216423,3803481,4884427,4384114
397.1728718,3451608,3442802,2335847,3814289,3614459,3856603
400.1725374,4452675,4988673,2941015,3827355,4760969,4485974
411.1885218,3339415,4013369,2555396,3845840,4571150,4398328
414.1881874,3433253,3933725,2109480,3901520,3874078,3874212
386.1568874,4204296,4559981,3316346,3920382,3736376,4148448
355.1623072,3849698,3659710,3035061,3966744,5290068,5685099
384.1524708,4040827,3417568,3108938,4124467,6026432,6451789
358.1619728,3717710,3432484,2490225,4138893,4079754,4909025
398.1932728,3435957,2988890,2352410,4153507,3907555,4728254
431.2147364,3873081,4768387,2844218,4158678,3939151,3443921
373.1728718,5906697,5247637,4230900,4191951,3910152,4339392
371.1572218,4132869,4233115,3299416,4493229,4193069,4469687
427.1834364,2989129,4331260,2341813,4503607,4534073,4022666
389.2041718,3510964,3918877,2907547,4522515,4212429,4526230
474.1729312,2922166,3998824,1906247,4551844,4310281,4238091
459.2460364,2951123,3752108,2308913,4710725,4599793,4492261
383.1936072,3839801,4172960,2760501,4741590,5812107,4460808
455.2147364,3437780,3507534,2397255,4752409,4629336,4383740
359.1936072,4069337,3955115,3113664,4900124,5557761,6134127
328.1514082,4401176,4114195,2886330,4980611,5436617,5071641
387.1885218,5744718,5919155,3931025,5076838,6322293,6662697
378.2034436,3102814,3188179,3000139,5114496,5216508,5306912
415.1834364,4775746,4987480,3637795,5174464,5709162,5389772
356.255479,3296123,3186518,2611470,5417140,5375450,6225160
338.1721436,3585535,3239819,2264842,5442883,5826295,5672252
445.2303864,4893754,5332869,3679262,5450329,4207350,4513163
457.2303864,2932810,3843318,2360753,5494948,4805530,4655076
372.1776228,4525965,4486430,3177899,5507395,5565600,5285185
442.2307208,2897245,3734591,2163570,5537284,5075719,4777532
417.2354718,3423586,4057784,2745854,5579153,5512689,5975556
415.2562072,2959684,3617372,2357282,5595336,5048687,4792783
400.2089228,3509066,3855624,2061404,5614244,5082513,5178205
384.1776228,3963011,4197865,3273297,5784380,5551304,6137429
343.1986926,4002249,4160389,3591816,5940994,6719678,6403873
472.2412854,3314346,4344903,2199080,5968757,5048361,4197984
414.2358062,3724071,4361760,3031592,5995605,6498594,6209959
385.2456426,3672546,3601223,2647423,6038716,6222364,6662072
383.2299926,3893061,4326572,2633024,6065636,6427542,6798613
431.2511218,3244854,3537537,2023479,6074583,5733199,5088463
386.1932728,4945684,5118073,3590788,6085131,6441795,6322412
340.224179,4100170,3235308,2791373,6272905,6460740,6854546
371.1936072,4655635,4861865,3736676,6536123,6344507,6253509
399.2249072,4709514,4513339,2830789,6736302,7170244,6101656
397.2092572,5756640,5657722,3464301,6760347,7073540,7276771
364.1877936,4624235,5019944,3419447,6787274,7257387,6934798
369.1779572,5762822,5389480,4100547,6934677,7887962,7830708
429.1990864,5506506,5503688,3433215,7004300,6519626,5993780
413.2405572,4001538,4853213,3139110,7226334,6944975,6734199
443.2147364,5057789,5718018,3278081,7254558,6374144,5791232
399.2612926,4630673,4676163,2952138,7349688,7364811,7015071
370.1619728,6045828,6181408,4478732,7361055,7474626,7426612
356.1463228,7199570,7099693,5435627,7473291,7657907,7901407
373.2092572,5258519,5534371,4084480,7526109,7561749,7115470
385.1728718,6448587,6938416,4754794,7610530,8038917,7617440
401.2041718,7622144,8589261,5702378,7633811,8706647,8162329
342.1670582,6809740,6675008,5248399,7636423,7949188,8005087
344.2190936,4136712,4238539,3249029,7692351,7299577,6811749
455.2511218,3944657,4925772,2759237,7914523,6785881,6110204
344.1827082,10179324,10413248,7402364,8035380,9400813,9896025
444.2463708,4379801,5031874,3379340,8057404,6687482,6536643
397.2456426,4812520,5251203,3120756,8136613,7974668,7745771
411.2249072,5119641,6181180,3504645,8227541,8345617,7729403
370.1983582,6456466,5786158,3869464,8327725,9201103,8785474
427.2562072,4252228,5067514,2940335,8337466,8342330,7592327
385.2092572,6581719,6623035,4809076,8431791,9101840,8612780
429.2354718,5714375,6266566,3949308,8667278,8285002,8284467
399.1885218,7722115,8144436,4614591,8755621,9144508,8422032
413.2041718,6902528,8193499,4891174,8872922,9373900,9222517
340.1877936,7018047,6583265,4510661,9031550,8906042,8670087
441.2354718,5739965,6118524,3595748,9109993,8788750,7833209
427.2198218,5609031,6557435,4531122,9209912,8219450,8409480
342.239829,5751970,5470807,4038049,9613789,9093018,9620981
356.1827082,7656288,7411002,5467383,9739417,9392576,9193709
354.2034436,6914174,6325851,4859530,9814451,10157824,10038788
415.2198218,9657155,10905178,6659619,10464452,10686828,9687501
401.2405572,6312454,6614996,4526831,10820508,11360862,9843743
372.2140082,9659291,9456940,7578039,11429202,11737261,12106063
371.2299926,7936545,7252919,5824625,11580362,12676936,12089299
330.2034436,7197685,6686994,5437456,11883862,11526843,12132610
387.2249072,8826969,9363903,6490010,12958578,13993088,13268533
374.2449144,13686432,6692903,9933908,13047927,13157257,15840345
357.2143426,9790694,9914046,7872063,14665249,15588147,16263798
358.1983582,17399388,17702961,13934460,17786779,19848343,20212719
,,,,,,
,,,,,,
351.0568988,2276360,3141605,2174164,5811514,7085753,6282627
323.0983696,3027414,2006647,1876155,3474783,3227717,3224252
355.0881988,1800646,1716642,1631134,0,0,0
341.1089342,1766991,2130169,1471639,1439884,1781833,1447579
327.0357696,1812765,2011909,1504775,0,0,0
329.0514196,2195174,1844977,1424717,0,0,0
365.0725488,2102981,3010173,2054240,7331371,9881201,8470121
315.1197738,2171900,1994754,1488063,0,0,0
353.1089342,1777132,1996490,1720379,0,0,0
403.0915695,2293049,2033445,1606361,2762046,3616693,4202845
321.025205,3135544,2682546,2434718,0,0,0
353.0150342,2805449,3027624,2410782,0,0,0
373.0412488,2198743,2369636,1605321,0,0,0
311.0772404,2497377,2367511,1743104,0,0,0
313.0928904,2605223,2110085,1643738,0,0,0
331.103455,2475213,2272760,1729197,1902122,1447836,1464031
363.0932842,3322816,2844034,2445257,2924824,3092375,3156832
342.1306728,3157633,3126837,2168711,2936252,3133818,3004372
358.1255874,1840448,1764374,1649253,1648511,1556604,1782995
365.1089342,3392723,2480779,2479212,5312058,3977855,3368568
345.1303384,3275306,2460148,2073709,3102561,2871574,3223948
364.1249186,1774163,1644047,1511714,0,0,0
312.1564936,1420814,1574617,1369203,2256626,1863619,2181575
367.1245842,2894311,2415507,2176785,3134303,2923366,2805648
359.1572218,2489803,2484638,2133940,1691662,1547251,1797729
330.1670582,3404268,2590729,2179082,3318606,3138738,3372281
433.1021341,2274467,2043956,1559415,3422483,4034379,4121707
345.1779572,3422266,2633731,2272889,2962800,3080485,3498908
316.1877936,2086582,1910994,1563196,3400820,3774645,3824508
331.009555,1720502,2185696,1486236,0,0,0
381.0099488,2712137,2832820,2304685,0,0,0
319.0459404,3166909,3245841,2184859,0,0,0
399.0205134,1956961,1651728,1551012,0,0,0
403.0518134,2024243,2335006,1924052,0,0,0
354.083054,1742673,1575215,1768037,0,0,0
311.1136258,3010407,2412830,1822468,2872918,2531081,3086877
391.0881988,2194644,2231875,2022248,0,0,0
354.1306728,2085987,1934912,1650036,0,0,0
313.1292758,2484397,2171531,1669598,2836615,2482804,2786664
345.119105,3236391,2659824,2313578,1929565,2360595,2234760
377.1089342,2854093,2833990,2088433,2053849,2036351,2309773
393.1038488,3390713,3170930,2059573,2832116,3100937,2210538
340.1514082,2087477,1935830,1426109,2086004,2551087,2570108
315.1449258,2898433,1824775,1479874,2955720,2921452,2756291
331.1398404,2762453,2599937,1975987,2478386,2145189,3282408
347.134755,2259644,1929872,1478270,1805296,1878937,2359335
379.1245842,2709419,2466588,1742443,2449378,2674234,2990960
343.1510738,2389434,2308982,1691773,2131443,2178991,2650386
359.1459884,1739463,1946777,1565104,1801482,1822191,1723229
387.1521364,2693698,2541992,1777031,2558297,2483306,2129950
326.1721436,2335327,2061624,1802881,2990037,2924280,3164501
365.1453196,2415841,1793433,1584504,2941512,3053708,3463814
381.1402342,2862710,2313698,2322644,3212509,3796197,3820096
341.1830426,2897253,1929488,1644456,3317921,3815007,3587762
357.1779572,2397400,1809584,1770036,3231251,2695974,2914920
328.1877936,2683424,2934556,2027199,4295563,4182225,4130594
372.1888562,1846161,1859362,1504943,1885768,1887908,2775366
335.1711404,2927824,2766902,1942947,3199517,2757053,3085819
399.1330403,4130936,2571816,1945526,9353623,7803056,11805317
431.1228695,2859840,3017350,1655875,4537555,4448079,4079830
375.1885218,2407427,2508165,1901959,1804778,2246874,2721726
314.208529,2208353,2161493,1677142,4500273,4228412,4493344
343.009555,2594190,2753865,2248282,0,0,0
374.9993842,2524092,2204479,1626954,0,0,0
329.0302904,2542818,2454507,1973578,0,0,0
411.0205134,3355276,2674474,2069504,0,0,0
362.051754,2273835,2127857,1572718,0,0,0
317.0666758,2571090,2243199,1537189,1396489,1744736,1595164
348.0724894,1879032,1874383,1665919,0,0,0
364.067404,2969916,2577145,2216719,0,0,0
380.0623186,2823930,2563689,1636493,0,0,0
319.0823258,3231940,3139352,1979296,1491562,1715700,1703830
350.0881394,2349233,2212749,1974201,0,0,0
366.083054,3360336,2802690,1885107,0,0,0
382.0779686,2766780,2896165,1985517,0,0,0
365.0990384,2097359,1684103,1557096,0,0,0
352.1037894,2389375,1842013,1474827,0,0,0
384.0936186,2972775,2414541,2099257,0,0,0
352.1514082,2407056,2385262,1486361,2831043,2264114,3041551
368.1463228,2740085,2428700,1800808,2095864,2071775,2977569
384.1412374,2352247,2756061,1669703,2400047,2353341,2746441
400.136152,2385724,2250489,1945169,0,0,0
311.1500112,2153837,1415972,1558279,2954075,2789647,2781731
407.1194988,3156291,2552704,2023751,1780817,2074665,2339715
387.140903,1958975,1690020,1747076,1868117,1782630,2256922
383.1572218,2421037,2921620,2025771,2754505,3090815,3717372
399.1521364,3160187,3005996,1759673,2907036,2538164,3164809
354.1670582,2987120,2763854,2221183,3786149,4499187,3995126
402.151802,2526883,2782334,2170727,1871470,1802251,1693889
313.1656612,2996915,2059154,1652450,3438221,4276347,4049774
393.1402342,2946818,3440764,2102589,2923775,4040467,3069684
357.1667238,2613460,2644652,2278448,2861071,2771234,3669091
315.1813112,2801671,2637326,1879750,4702670,3920371,4837065
427.1457134,3372107,2774268,2036152,4119605,3368761,4160907
355.1986926,3051503,2753995,2575296,5225254,5119073,5426041
326.208529,3283047,2804032,2390662,5582301,6028032,5286237
349.1867904,2242423,2091345,1603767,2840234,2892351,2896106
365.181705,2077423,2323623,1922692,3328087,3599001,3470484
328.224179,3490344,3028773,1991877,5246867,6031578,5422890
376.1911643,2435962,2019063,1687755,3319155,3358269,3958583
337.2054173,2091507,2114676,2808382,6480954,5042665,4005930
341.0302904,2562359,3287265,2129285,0,0,0
327.0510258,1935648,1956105,1495562,0,0,0
329.0666758,2879210,3247093,2006864,0,0,0
441.031078,2266065,2597001,1534460,0,0,0
360.0724894,2782508,2439419,1582816,0,0,0
392.0623186,2965986,3040086,2347595,0,0,0
362.0881394,2849849,2540543,1556090,0,0,0
410.0728832,2333771,2141392,1548257,0,0,0
364.1037894,2622282,1817607,1825051,0,0,0
396.0936186,3228641,2506097,1853342,0,0,0
319.1187112,3037899,2045216,1753508,1982577,1969660,2057117
395.109603,2129654,1817469,1640924,0,0,0
366.1194394,2191454,1871376,1483711,0,0,0
398.1092686,2910628,2071368,1713932,0,0,0
414.1041832,1933090,1859608,1666089,0,0,0
378.1306728,1910339,2119608,1681716,0,0,0
433.0987634,2024100,2407477,1742711,0,0,0
349.1405092,1653095,1702977,1447338,1890969,1703216,1691098
384.130004,2232947,2127321,1819715,2603819,1968825,1913157
380.1463228,3212056,2557574,2298790,2170214,1924502,2074079
396.1412374,1836524,2152316,1556391,0,0,0
419.1194988,2556257,2616566,1965503,1707066,1765206,2053660
395.1572218,1884929,2345609,1696997,0,0,0
334.177229,1785805,2107430,2060513,3367198,3091124,3186930
350.1721436,2468047,2660523,1770962,3189761,3943307,3259462
366.1670582,3127409,3056675,2161103,3204064,3364357,3226648
382.1619728,3168729,2858306,2011398,2405978,2697272,3008421
309.1707466,1948730,1693386,1657914,4519486,4273079,4184300
405.1402342,2065243,2025837,1731498,0,0,0
421.1351488,2462019,3057948,1788257,2723543,2869932,2642458
437.1300634,2531651,3084139,1915835,3527042,2979634,2514810
469.1198926,2341552,3196969,2011672,2226091,3046621,2569585
368.1827082,2302851,2790698,2050933,4013319,3543276,4208431
416.167452,3204950,3069578,1970709,2348584,2720686,2520043
412.1837708,1643216,2100109,1688601,2562391,2724976,2326331
327.1813112,3501885,2966056,2098718,4852398,5115875,5702201
423.1507988,2794248,2193704,2200808,4413278,4568812,3779072
402.1881874,2700457,2430085,1630828,3436662,3156754,3351751
430.1943354,2260356,2406055,1568928,0,0,0
329.1969612,3550472,3133973,1929830,5384302,4884421,5528592
377.181705,3255016,2457697,2089480,3393269,3492249,3803304
369.2143426,2967317,2602678,2640847,4280484,4628583,4452547
400.2201562,3026764,2998538,1999966,4598439,4650387,4722527
416.2150708,2828631,2984588,2008084,2721069,3979697,3070444
331.2126112,2527463,2290196,1961664,4101188,3846071,4807163
347.2075258,2601684,1884840,1865106,2843656,3167665,3351104
383.0044696,1895161,2819168,1654526,0,0,0
398.9993842,2094173,2914315,2132384,0,0,0
353.0302904,2532047,2634413,2107171,0,0,0
433.0048634,2214059,2708537,1874305,0,0,0
339.0510258,1834488,2123405,1803464,0,0,0
451.015428,1771044,2210345,1702845,0,0,0
386.051754,1997543,1959499,1534557,0,0,0
402.0466686,2011281,2264171,1660250,0,0,0
341.0666758,3213122,2985196,1824910,0,0,0
453.031078,2969980,3541435,2103040,0,0,0
372.0724894,2134372,2451190,1719688,0,0,0
388.067404,3492189,3076804,2107512,0,0,0
404.0623186,3153865,3276230,1662786,0,0,0
327.0874112,2351913,2051857,1504271,0,0,0
374.0881394,2794085,2224108,1937441,0,0,0
329.1030612,2424562,2691070,1475414,0,0,0
376.1037894,2809689,2702039,2252463,0,0,0
392.098704,3685868,2942304,2034259,0,0,0
424.0885332,2131684,1993509,1795752,0,0,0
394.114354,2962430,2431870,1963023,0,0,0
410.1092686,2957390,2813139,1709538,0,0,0
317.1394466,1701471,1585550,1407790,1764117,1675119,1982505
461.093678,2425208,2505847,1639633,0,0,0
377.1354238,2024151,1931856,1587449,0,0,0
376.1514082,2761067,3151592,2512574,3327332,3294767,2799912
392.1463228,2762745,3101037,2174558,0,0,0
463.109328,2776873,3614796,1774209,0,0,0
363.1561592,1778137,1647514,1803742,2320689,2072750,2436473
394.1619728,2980362,2887050,2165785,0,0,0
321.1707466,2729044,2138833,1515953,2456555,3251878,2739504
433.1351488,2796193,2858547,1986931,0,0,0
412.1725374,3136719,3474828,2069017,2832726,3121262,2942266
323.1863966,2762728,1523851,1610696,2598769,3121240,3159246
419.1558842,2006369,2403062,1658814,0,0,0
382.1983582,2833893,2656078,2635281,3666535,3912260,4537266
430.183102,2231173,2548392,1717409,2279602,2415950,2559238
442.1943354,2860384,3176513,1923958,3751427,3520263,3041854
325.2020466,3261838,2366293,2116846,3465993,3930138,3549311
437.1664488,2185535,2662249,1839543,4804995,3580722,3344759
384.2140082,3102351,3255285,2202203,4800330,4878548,5141089
412.2201562,2569938,2134416,1617178,2968924,3609715,3503421
428.2150708,2821642,2885347,1557338,4623460,4455235,3804000
444.2099854,2333340,2574788,1663120,3704378,3110650,2485701
423.1871842,3926791,2366760,1674982,4717409,3035885,3047423
455.1770134,2955479,3511632,2183242,6657047,6245207,5551101
471.171928,3211944,3169337,1957918,2397907,2922419,2542089
503.1617572,2612605,2805176,2012131,0,0,0
430.2307208,2899329,2884262,2058396,4957363,5251918,4024579
393.213005,2029846,1929360,1714509,3121429,2630438,2471175
283.2642528,3375622,1616913,1613036,3046059,2971362,2284073
379.2337404,2486738,2658627,2050189,2631691,3470943,3070871
365.0302904,2497204,2327660,2217553,0,0,0
381.025205,2878542,3463610,2156210,0,0,0
353.0666758,2249948,2557115,1929518,0,0,0
400.067404,2264367,2417387,1622087,0,0,0
386.0881394,2140402,2622551,1992807,0,0,0
402.083054,2665623,2792562,2330463,0,0,0
418.0779686,2525029,3128535,1621477,0,0,0
341.1030612,2434381,2778359,1468310,0,0,0
485.0572926,2522011,3822037,1518809,0,0,0
388.1037894,2560360,2825935,2254978,0,0,0
404.098704,2979278,2876876,2046534,0,0,0
420.0936186,3288918,2619659,2093461,0,0,0
487.0729426,2975704,3328562,1671234,0,0,0
390.1194394,2477504,2719531,1558143,0,0,0
406.114354,2882259,2582265,1853181,0,0,0
422.1092686,2850090,2596133,1820458,0,0,0
329.1394466,2614523,1886471,1742428,1662305,1970615,2390018
473.093678,2770094,3635284,2286132,0,0,0
331.1550966,3414233,2692101,2217142,2658358,2733481,2712044
406.1619728,1828312,2365184,1817345,2485156,2110882,1847569
335.1863966,3674836,2906171,2038438,3687969,3584449,4742655
447.1507988,2738051,2246926,1737547,0,0,0
394.1983582,2590739,3039124,2477600,3354687,2933798,3588105
497.1511926,2581763,3081300,2021004,4077975,3436998,3166603
477.1725968,2535133,3562673,1980563,5370519,6134397,3518511
425.2041718,3258034,3463964,1945686,4855765,4581148,3996109
441.1990864,3085761,3319934,1997288,4799977,4299535,4668027
396.2140082,2513405,3136398,2326453,4032647,4320793,4438012
456.2099854,2775182,3492129,1860091,4223067,4106102,3586029
483.171928,2952038,2896259,1561981,5207760,4980140,3947211
458.2256354,2407949,3377360,2266991,4406513,3694530,3536865
485.187578,1656735,1748955,1649119,2788430,1900750,2299325
428.2514562,3341832,3091682,1828183,5340262,4620100,4834654
395.2472819,1708055,2036896,2306808,6336883,5383470,3641105
393.025205,2397412,2338397,1804580,0,0,0
409.0201196,2094584,2969186,2185140,0,0,0
425.0150342,2393787,2842398,1625700,0,0,0
441.0099488,2415059,2799242,1562110,0,0,0
363.0510258,1567152,1983858,1630139,0,0,0
379.0459404,2844559,3569408,2264147,1655236,1733151,2251091
365.0666758,2312387,2414714,1785438,0,0,0
495.0416426,2357450,3800026,2211342,0,0,0
414.083054,2033186,2145814,1581097,0,0,0
353.1030612,1761257,1506760,1594425,0,0,0
448.0885332,1821739,2445013,1745126,0,0,0
355.1187112,3187665,3090862,2325927,2120456,1856580,2841435
434.1092686,2445903,2243590,1895690,0,0,0
343.1550966,3108795,2212983,1781374,2596596,2849968,2490643
487.109328,2675673,3576372,2052676,0,0,0
486.1253124,3201467,3181062,1704976,0,0,0
473.1300634,3113646,3435605,2143285,0,0,0
525.1461072,2573081,3859996,1906161,3888336,3274307,2813323
541.1410218,2112233,3230610,1553836,4857721,4467880,3140589
421.2092572,1998657,2540317,1767261,0,0,0
376.224179,2799494,2373379,2238678,4936576,4549192,4625219
439.2198218,3080831,3047668,2002636,4706742,4455200,5068535
470.2256354,2604714,3588144,2124313,5192264,4886350,3471808
513.1824926,2210663,3364858,1614740,7066011,6276653,4100055
425.2405572,2675376,3162908,1738323,4667351,4142876,4019660
456.2463708,2026891,2452767,1629688,3903582,3364727,3475437
419.228655,2768736,3026680,1996219,3793475,3582555,4370973
411.2612926,2518171,2822975,1840646,4375259,4000789,4175101
443.2511218,3130105,3546112,1944317,5491231,5207808,4307454
458.2620208,3073035,3373262,1821036,6661363,5753796,5010401
373.2595612,2753322,2071734,1539089,3460849,3509799,4391649
405.2493904,2307689,2270333,2039476,2970871,3094809,3202715
413.2769426,2749699,2816480,2088998,4893667,4808914,4235641
429.2718572,3002821,2955973,2177784,5717135,5289802,4707633
425.2578465,2155695,2572572,3557458,8294360,6013725,4576716
391.0459404,2504392,2937399,1681502,0,0,0
407.040855,2493243,3033973,1864513,0,0,0
423.0357696,2400268,3260200,2299632,0,0,0
439.0306842,2858641,3502335,1638626,0,0,0
455.0255988,2426082,3222359,1975895,0,0,0
471.0205134,1985192,2901047,1561629,0,0,0
377.0666758,1838270,2033207,1544163,0,0,0
379.0823258,2415516,2355469,2157662,0,0,0
507.0416426,2464157,4115102,1848486,0,0,0
381.0979758,2430055,3164627,2051784,2122445,1653974,1921585
428.098704,1977873,2238182,1768804,0,0,0
367.1187112,2271204,1930129,1559311,0,0,0
527.0678572,1616001,2639455,1608656,0,0,0
369.1343612,3317494,3060375,2039220,2462852,2394186,2754211
513.0885926,2954089,3727348,1607570,0,0,0
355.1550966,2597343,1719227,1664947,2113302,2355281,2593640
487.1457134,3106266,3336758,1562950,0,0,0
363.2176966,3663345,2208178,2477554,4727625,3939269,4071313
523.1668426,2240423,3236304,1611781,6059970,4499902,4176248
435.2249072,2161135,2485711,1577616,4155727,3670848,3631086
557.1723218,2889080,3228473,1643902,4801312,3785958,2717204
469.2303864,1778351,2545193,1585176,4218298,3905256,3529081
486.2569354,2278847,2872844,1669655,5225756,4550506,3760191
401.2544758,3130889,3316182,2049265,5768095,5367393,5840930
457.2667718,2280264,3314421,2072494,4620455,3967900,3727332
435.259955,1716459,1710542,1575308,3548496,2903872,2875884
419.040855,1758562,1847027,1574338,0,0,0
405.0615904,2145361,2579553,1994915,0,0,0
421.056505,2671428,2949915,2133349,1721041,1917097,1840155
437.0514196,2813258,3406191,1989060,2285440,2240307,2368894
501.031078,2150746,2933049,1525101,0,0,0
407.0772404,2445630,2907002,1763140,0,0,0
393.0979758,1777399,2190449,1553716,0,0,0
409.0928904,2486782,3596394,2301368,0,0,0
395.1136258,2417911,2521214,2061533,0,0,0
539.0678572,2628054,3255162,1515546,0,0,0
383.1500112,2781994,3070609,2177321,2805190,3137404,3144953
527.1042426,2757758,3740256,1701840,0,0,0
369.1707466,2615044,2249893,1774528,2617490,2559575,2922673
513.124978,2951528,3887094,1767827,0,0,0
499.1457134,2716467,3407049,1735937,0,0,0
487.1820988,2738651,3243576,1633352,3348944,2829298,3003569
489.1977488,2470425,3634844,1817783,3930972,5605662,3914156
491.2133988,2200152,4074246,1760043,5738733,5896780,5052073
571.1879718,2212339,2989376,1433435,6059057,4126853,3467479
413.2544758,3136258,2474974,2000422,4920288,5353680,5293432
493.2290488,2961557,2931060,1911202,6808193,5258107,4554662
481.0412488,1788206,2894128,1535519,0,0,0
435.072155,2044924,2583511,1671329,0,0,0
451.0670696,2250272,3220518,1912248,1769270,2310920,2072178
467.0619842,2626248,3778598,1618471,1779349,2547225,2787566
515.046728,2511672,4093020,1790406,1845467,2167031,1790031
531.0416426,2218272,3357400,1498986,0,0,0
437.087805,2203975,3229037,1690048,0,0,0
549.0522072,2355004,3857316,1807811,0,0,0
439.103455,2688138,3583227,2160345,2173875,2480929,1792766
551.0678572,2821193,3612565,1670969,0,0,0
409.1292758,2144257,2009454,1729978,0,0,0
425.1241904,2575030,3620637,1991260,2334160,2532122,2610128
553.0835072,1739608,3449727,1691306,0,0,0
