"","Mass","HW","SW"
"710",399.166,10149922.6666667,12996917.3333333
"711",399.1813,4403579,3742690.33333333
"712",399.2024,10415487.3333333,15844325.6666667
"713",399.2177,2701186.33333333,2044562.33333333
"714",399.2388,7215152.66666667,8554133.66666667
"715",400.0674,2101280.33333333,
"716",400.1038,1898772.5,
"717",400.1249,1700376.5,
"718",400.1725,4127454.33333333,3478646.66666667
"719",400.2089,3142031.33333333,3027068
"720",401.015,4917276.66666667,4117400
"721",401.0362,1907655,2011120
"722",401.0514,8303309.66666667,8615154
"723",401.0725,6768337.33333333,6154144
"724",401.0878,8236073,9450060.66666667
"725",401.1089,9635543.33333333,8990628.33333333
"726",401.1242,7783812.66666667,8558502.66666667
"727",401.1453,8558984.33333333,11384063
"728",401.1606,8185568.33333333,7675137.33333333
"729",401.1817,8835470.33333333,9576366.66666667
"730",401.197,5959398.66666667,4800091.33333333
"731",401.2181,8393791,9430281
"732",401.2333,3032983.33333333,2739466.66666667
"733",401.2545,2832112,3035917.66666667
"734",402.0467,1978567.33333333,
"735",402.083,2596216,1776029.5
"736",402.1194,2113290.5,
"737",402.1518,2493314.66666667,2665346.33333333
"738",402.1882,2253790,2158470.66666667
"739",402.9943,3124910.33333333,2540690
"740",403.0307,8628916,7911574.66666667
"741",403.0518,2094433.66666667,1785923.66666667
"742",403.0671,10979342.3333333,11347440.3333333
"743",403.0882,4005905.66666667,4237128
"744",403.0916,1977618.33333333,
"745",403.1034,10695358.6666667,13310794
"746",403.1246,4368065.33333333,4863820
"747",403.1399,12537198.6666667,17881933.6666667
"748",403.161,4882801.33333333,5653328.33333333
"749",403.1762,11338441,10199890
"750",403.1973,6830796.33333333,7116969.66666667
"751",403.2126,6197625,4962475.66666667
"752",403.2337,5142225.66666667,5652312.33333333
"753",403.249,2403027.33333333,3527002.33333333
"754",403.2701,,1868807.33333333
"755",404.0623,2697627,1949704.33333333
"756",404.0987,2634229.33333333,2150327
"757",404.1351,2157778.5,
"758",404.1827,3203243.33333333,2850581.33333333
"759",405.0099,4927083.33333333,4042770
"760",405.0463,10999408,11274603
"761",405.0616,2239943,1931628.66666667
"762",405.0827,14312393.3333333,16037571.6666667
"763",405.094,1805917.5,
"764",405.1038,2993271,2855792.33333333
"765",405.1191,14104867.3333333,17761991
"766",405.1223,,2180190
"767",405.1402,1940859.33333333,1872414.66666667
"768",405.1515,16037500.6666667,11700597
"769",405.1555,14031826.6666667,13675552.3333333
"770",405.1766,4426368,4340428.66666667
"771",405.1919,12125143.3333333,11490339.3333333
"772",405.213,3553071,4196389.33333333
"773",405.2282,4847238,4800550.66666667
"774",405.2494,2205832.66666667,4709758
"775",405.2858,2126456.5,1658156
"776",406.0415,1791196.5,
"777",406.078,3024788.33333333,2094877
"778",406.1143,2439235,2015861.66666667
"779",406.162,2003613.66666667,1832750
"780",406.1983,3023948.33333333,1863036.66666667
"781",407.0256,6761295,6943934.33333333
"782",407.0408,2463909.66666667,2415466
"783",407.062,13436754.6666667,13787670.3333333
"784",407.0773,2371924,2894018
"785",407.0984,16476673,18585454.6666667
"786",407.1095,1824480,
"787",407.1137,,1673416
"788",407.1195,2577582,2267760.33333333
"789",407.1347,16709466.3333333,19695473.3333333
"790",407.1558,1968869.5,1998792.33333333
"791",407.1711,15363250.6666667,15300468.3333333
"792",407.1745,,1878220.5
"793",407.1923,3321354.66666667,4169589.33333333
"794",407.2075,9655478.66666667,10412577.6666667
"795",407.2439,2710885,3135353.33333333
"796",407.265,,2226555
"797",408.0572,2228426.5,
"798",408.0936,2963552.33333333,2130015
"799",408.13,2178770,1954140.5
"800",408.1776,3034557.33333333,2151951.33333333
"801",409.0048,1862443.5,1721022
"802",409.0201,2416303.33333333,
"803",409.0412,8816646.33333333,9448771.66666667
"804",409.0446,28947121.3333333,
"805",409.0565,3686919.66666667,3157657.66666667
"806",409.0776,15065780,15173616.3333333
"807",409.0929,2794848,2629446.66666667
"808",409.0988,4060170.66666667,2358940.33333333
"809",409.114,15695884.3333333,15808498.6666667
"810",409.1252,1781687,
"811",409.1293,1961229.66666667,1928772.5
"812",409.1351,4328120.66666667,2579785
"813",409.1504,17478330,20331850
"814",409.1715,,2117280.66666667
"815",409.1868,15142247.3333333,14968822.6666667
"816",409.1902,,1940129.66666667
"817",409.2079,,1894733
"818",409.2232,6373055.66666667,8127822
"819",409.2596,,2259962.66666667
"820",410.0729,2007806.66666667,
"821",410.1093,2493355.66666667,
"822",410.1933,2336920,1789045.5
"823",411.0205,2699751.33333333,2755149.66666667
"824",411.0239,2312774,
"825",411.0358,4026514.66666667,3551822
"826",411.0569,10459284.3333333,9827065.66666667
"827",411.0721,4404714.66666667,4433999.33333333
"828",411.0933,13934059.6666667,13017851
"829",411.1085,3656855.33333333,3348219.66666667
"830",411.1144,5673111.33333333,4692390.66666667
"831",411.1297,12396014,12436220.3333333
"832",411.133,5737966,
"833",411.145,2798062.66666667,2653949
"834",411.1508,2378213,1865477
"835",411.166,12668400,16091219
"836",411.1813,2610160.66666667,2010374.5
"837",411.2024,10185543.6666667,13118207.3333333
"838",411.2058,4059634.66666667,2898687.33333333
"839",411.2177,1769322.5,
"840",411.2388,4220404,6149888.33333333
"841",412.0674,1935655,
"842",412.0885,2220840.5,
"843",412.1726,2893521.33333333,2834208
"844",412.209,2127998,1919691.66666667
"845",412.2453,2460978.5,1813046.5
"846",413.015,3642787,2789344.66666667
"847",413.0362,3766692,3568268
"848",413.0514,5907023,5187383
"849",413.0725,9644965.33333333,8663181
"850",413.0759,3019515,4010125
"851",413.0878,5477968.66666667,5658765
"852",413.1089,10542673.6666667,9981411
"853",413.1242,4601767.66666667,4653198
"854",413.1301,7735890.33333333,5617806
"855",413.1453,8562600.33333333,9359502.33333333
"856",413.1606,4523774.33333333,4024462.66666667
"857",413.1817,9296127,12766692.6666667
"858",413.1969,3673685,3241615.33333333
"859",413.2181,8276225,11414330.6666667
"860",413.2334,2136687,
"861",413.2545,2537218,3286843
"862",414.0467,1732506,
"863",414.083,1920032.33333333,
"864",414.1042,1819595.66666667,
"865",414.1518,2275743.5,
"866",414.1882,3158819.33333333,3587915.66666667
"867",414.2246,1875618.5,
"868",414.9943,1951173,
"869",415.0307,5992763,5315071.33333333
"870",415.0518,4002449.33333333,3726164.66666667
"871",415.0671,7669052,6951082.33333333
"872",415.0882,6978535.66666667,6441812.66666667
"873",415.1034,7709330.33333333,8315733
"874",415.1246,7771453.66666667,6724437
"875",415.1398,6766227,6731946.33333333
"876",415.161,12416659.6666667,8316416
"877",415.1762,7440020,5654698.66666667
"878",415.1974,7237610,9382741.66666667
"879",415.2126,4859541,4011861.66666667
"880",415.2337,6838250.66666667,9706325.66666667
"881",415.249,1994219,
"882",415.2701,1845456.5,1862486
"883",416.0623,2334700.5,
"884",416.0987,2370542,
"885",416.1675,2748412.33333333,3117570.66666667
"886",416.2232,1783464,
"887",417.01,4007600.66666667,3296255.33333333
"888",417.0463,8747356.33333333,8135508.66666667
"889",417.0675,2957319,2746196
"890",417.0827,9660081.66666667,10159614.6666667
"891",417.1039,4489905.66666667,4428627.66666667
"892",417.1072,3168604.33333333,2380115.66666667
"893",417.1191,9536519.33333333,10900308
"894",417.1402,3406172.66666667,4025171.33333333
"895",417.1555,10662236.6666667,9445544.66666667
"896",417.1627,,1740626.5
"897",417.1766,4118365,5582334
"898",417.1919,8816306.66666667,7437139.33333333
"899",417.213,5708808,7181139
"900",417.2283,4896093.33333333,4909565.33333333
"901",417.2494,4129800,4576082.66666667
"902",418.0415,1855005.5,
"903",418.0779,2425013.66666667,1907622
"904",418.104,1825566.5,
"905",418.1143,2306590.5,
"906",419.0256,6152882.66666667,5710990.33333333
"907",419.0409,1726642.33333333,
"908",419.062,10628786.3333333,10808120
"909",419.0831,2584363,1773653
"910",419.0984,11811164.6666667,12403511.3333333
"911",419.1195,2379442,2381793.33333333
"912",419.1348,11708082,14239201
"913",419.1559,2022748.33333333,2034656.33333333
"914",419.1712,13317809.6666667,11430027
"915",419.1922,2489998.5,3299978.33333333
"916",419.2075,9197574.66666667,8125236.66666667
"917",419.2286,2597211.66666667,4419721.33333333
"918",419.2439,3432283.66666667,3276766.66666667
"919",419.265,3185670,3986910.33333333
"920",420.0573,2085169,
"921",420.0936,2667346,1763273.66666667
"922",420.13,2014512.5,
"923",420.1776,2056241,1937724.5
"924",421.0048,1954991.5,
"925",421.0413,8711831.33333333,8175703.66666667
"926",421.0565,2584897.33333333,2166700.66666667
"927",421.0776,11723073,11938561.3333333
"928",421.0929,1946687,2096439.5
"929",421.0988,1938223,
"930",421.114,14978026.6666667,14537472.3333333
"931",421.1351,2436074.66666667,1925461
"932",421.1504,13563540.6666667,12175444.3333333
"933",421.1715,2302767,2243155.66666667
"934",421.1868,12877459.6666667,11759016.3333333
"935",421.2079,,1752658
"936",421.2232,6123838,6570748.66666667
"937",421.2595,2077927.66666667,1816229
"938",422.0729,2391336,
"939",422.1093,2422227,
"940",423.0205,3472481.66666667,3204448.66666667
"941",423.0358,2653366.66666667,2258954.66666667
"942",423.0569,10291467.3333333,9897993.66666667
"943",423.0603,1863164.5,
"944",423.0722,2995808.33333333,3048457
"945",423.0933,12778420.6666667,12195848.3333333
"946",423.1086,2398232.5,2167474.33333333
"947",423.1144,3865524,3315719.33333333
"948",423.1297,13394867.6666667,12864860
"949",423.145,1843736,
"950",423.1508,2396253.33333333,2418011
"951",423.166,12107356.6666667,12010842
"952",423.1791,,1822025
"953",423.1871,2656177.66666667,1952712
"954",423.2024,9708465,10378584.3333333
"955",423.2388,4444421.33333333,4873559
"956",424.0885,1973648.33333333,1695570.5
"957",424.1249,2045699.5,
"958",425.0151,2287295,1842810
"959",425.0362,4991849,4671741
"960",425.0514,3913405.66666667,3904423
"961",425.0726,12025362,9975717.66666667
"962",425.0878,3558758.66666667,3546703.66666667
"963",425.1089,11622587,11005859.3333333
"964",425.1242,2728975.66666667,2822733.66666667
"965",425.1301,4270607.66666667,4199330.66666667
"966",425.1453,10281145.6666667,10574412
"967",425.1606,2250424.66666667,2628683.66666667
"968",425.1817,16847031.6666667,11065930.3333333
"969",425.197,2378983,
"970",425.2181,7042912.66666667,8323656.33333333
"971",425.2215,2942182.5,
"972",425.2334,1862374.5,
"973",425.2545,2549770,3170715.66666667
"974",426.1043,1829450.5,
"975",426.1882,2235335,
"976",427.0307,3783771.66666667,3383943
"977",427.0518,5741658,5115696.33333333
"978",427.0671,5502041.66666667,4970969.66666667
"979",427.0882,9349891,8023854
"980",427.1035,4489303.33333333,4404013
"981",427.1093,3343617.66666667,3580887
"982",427.1246,8035755.66666667,8043990.33333333
"983",427.1399,3805099,3365503.66666667
"984",427.1457,2727509,1893333
"985",427.161,8426239,8779561
"986",427.1763,4206334,3085437.66666667
"987",427.1974,8153170.33333333,9618556.33333333
"988",427.2126,3319036,2340304.66666667
"989",427.2337,4993104.66666667,5807225.66666667
"990",427.249,2158495.5,
"991",427.2701,,2010869.5
"992",428.0623,1869949.5,
"993",428.0987,1994953,
"994",428.1675,1856633,
"995",428.2038,2692727.5,2458852
"996",428.2232,1786998.5,
"997",429.0099,2954897.33333333,2370048.33333333
"998",429.0463,6013241.66666667,5565096.66666667
"999",429.0674,5145229.66666667,4362577.66666667
"1000",429.0827,6419426,6184273
"1001",429.1038,7158411.33333333,5845327.33333333
"1002",429.1191,5854858.66666667,6115320.66666667
"1003",429.125,6049418.33333333,4313080.33333333
"1004",429.1402,5665417.33333333,5623457.66666667
"1005",429.1555,5914589.66666667,5188939.33333333
"1006",429.1627,2452810.5,
"1007",429.1766,6100956,6631071.33333333
"1008",429.1919,5778395.33333333,4422643.33333333
"1009",429.213,6313946,8502940.66666667
"1010",429.2283,3903278.33333333,2992112.66666667
"1011",429.2494,3131863.33333333,3617775
"1012",430.078,2289435.5,
"1013",430.1831,2165658,2056788.33333333
"1014",431.0256,5100042,4193128.33333333
"1015",431.062,8138588.66666667,7766203
"1016",431.0831,4422491.33333333,3088398.33333333
"1017",431.0984,8351578.33333333,8951309.33333333
"1018",431.1195,5840387.33333333,4509878
"1019",431.1229,2511021.66666667,
"1020",431.1348,8293207.66666667,7473333
"1021",431.1559,4277078,6614536.33333333
"1022",431.1711,8735914.33333333,7121415.33333333
"1023",431.1784,2468777.66666667,2064903
"1024",431.1923,5324627,4946096.33333333
"1025",431.2075,7766525,6220633.66666667
"1026",431.2439,3593722.33333333,3078145.66666667
"1027",431.265,2051803,1991168.33333333
"1028",432.0572,2241196.5,
"1029",432.0936,2621354.5,
"1030",432.1301,1756840,
"1031",433.0049,2265633.66666667,1910128.66666667
"1032",433.0413,7346206.66666667,6917144.33333333
"1033",433.0776,9217052,9293844.66666667
"1034",433.093,2037228.5,
"1035",433.0988,2058096,1993832.66666667
"1036",433.1021,1959279.33333333,1886738.66666667
"1037",433.114,10850670.6666667,10802535
"1038",433.1351,2547223.66666667,2059450.33333333
"1039",433.1504,10378945,9338894.33333333
"1040",433.1715,,1988450
"1041",433.1868,10258110.6666667,8553142.33333333
"1042",433.194,1776915,
"1043",433.2079,3188071.33333333,8373599
"1044",433.2232,6961851.66666667,6553608.66666667
"1045",433.2443,3404473.66666667,6866609.33333333
"1046",433.2595,2639202,2097157.33333333
"1047",434.0729,2299437,1627070.66666667
"1048",434.1093,2195061,
"1049",435.0205,3840213.66666667,3284159.66666667
"1050",435.0357,2100588,1633175
"1051",435.0569,9539794.66666667,8621244.33333333
"1052",435.0722,2099921.33333333,1807205.66666667
"1053",435.0933,11216421,11269305
"1054",435.1144,3336056.33333333,2081634
"1055",435.1297,12058146,12524725.6666667
"1056",435.1508,2007012,2126686.33333333
"1057",435.1661,11608265.6666667,10184541
"1058",435.1872,,2055856.66666667
"1059",435.2024,9976007,9176239.33333333
"1060",435.2235,,3001005.33333333
"1061",435.2388,5335918.33333333,5406891.66666667
"1062",435.2599,1667436.33333333,2368340.33333333
"1063",436.0885,2080930.5,
"1064",436.1249,2064799.5,
"1065",437.0361,5888725.33333333,5559643
"1066",437.0515,2736169.66666667,2238980
"1067",437.0725,10504231.6666667,9840983.33333333
"1068",437.0878,2374353.33333333,2186582
"1069",437.1089,11048314,10811732.3333333
"1070",437.1242,2037335,1754962.66666667
"1071",437.13,2510541.66666667,2086567.66666667
"1072",437.1453,13383713.3333333,13155323.3333333
"1073",437.1664,2229109,1846094.66666667
"1074",437.1817,10767731.6666667,9649826.66666667
"1075",437.2181,7426416.66666667,7838708.33333333
"1076",437.2545,2591597.33333333,3263473.33333333
"1077",438.1042,2227982.5,
"1078",439.0154,1876681,
"1079",439.0307,2666534,1935430.33333333
"1080",439.0518,6822436,5842415
"1081",439.0552,13338489.3333333,
"1082",439.0671,3344930.66666667,3503597.66666667
"1083",439.0882,9569483.33333333,8530753
"1084",439.1035,2810570,2823316.66666667
"1085",439.1093,2187842,2356713.66666667
"1086",439.1246,9715571,8695272
"1087",439.1398,2639040,2067601.33333333
"1088",439.1457,5306225.33333333,5126971.33333333
"1089",439.161,9839130.66666667,8986767
"1090",439.1762,2116121,
"1091",439.1973,8301079.33333333,8287713
"1092",439.2337,4802751,5526664
"1093",439.2701,,1719599.33333333
"1094",440.0834,1679862.5,
"1095",441.0099,2258803.66666667,
"1096",441.0311,2132508.66666667,1718828.66666667
"1097",441.0463,3957275.33333333,3534806
"1098",441.0675,6935235.33333333,5567785.33333333
"1099",441.0827,4197741,4073767.66666667
"1100",441.1038,8031936.33333333,6881914.66666667
"1101",441.1191,3964094.66666667,3649827.66666667
"1102",441.125,3154793.33333333,3892344.66666667
"1103",441.1281,3376233,2359416.33333333
"1104",441.1402,6551570.33333333,6114935
"1105",441.1555,3051366.33333333,2754677.66666667
"1106",441.1613,4248934,2326815.66666667
"1107",441.1766,9872399.33333333,29311603.6666667
"1108",441.1919,3498851,2662684.66666667
"1109",441.213,6218763.66666667,6778821.33333333
"1110",441.2283,2933258.66666667,1882051.66666667
"1111",441.2494,3310771,3607660
"1112",443.0256,3853158.66666667,3103163.33333333
"1113",443.0467,2813837,2086329
"1114",443.062,5521934.33333333,4829282
"1115",443.0831,5426700,4561333.33333333
"1116",443.0984,5514762.66666667,5109854.66666667
"1117",443.1195,7755955.33333333,5517746.33333333
"1118",443.1348,5255687.33333333,4745307
"1119",443.1406,,1932634.66666667
"1120",443.1559,4325893.66666667,4682158.66666667
"1121",443.1711,5358084,3955117
"1122",443.1784,3230339,2134444.33333333
"1123",443.1923,9560919.66666667,6957482.66666667
"1124",443.2075,5612374.33333333,4242857.33333333
"1125",443.2286,4228607,4940881.66666667
"1126",443.2439,3496616.33333333,2372347
"1127",443.265,2128507.5,1974009
"1128",444.0935,1971514,
"1129",444.1181,6643459.33333333,6293155.66666667
"1130",445.0049,2522353.5,1772499.5
"1131",445.0412,5762053.33333333,5194993.66666667
"1132",445.0624,2637292.5,2119890.5
"1133",445.0776,6864556.66666667,6521753.33333333
"1134",445.0988,3728384,2905494.66666667
"1135",445.114,7346174.66666667,6792085.33333333
"1136",445.1352,3225938,2849683.33333333
"1137",445.1504,7198374.33333333,6279057.66666667
"1138",445.1715,3431247,3287439.66666667
"1139",445.1868,7487821.33333333,5677283.33333333
"1140",445.194,2489676.66666667,1700037
"1141",445.2079,12882592.6666667,20607201
"1142",445.2232,6265844.66666667,4848522.33333333
"1143",445.2443,2973853.66666667,4292488
"1144",445.2596,3079324,2339718.66666667
"1145",446.073,1941405,
"1146",446.1092,1928218,
"1147",447.0205,3526484.66666667,2996269.33333333
"1148",447.0569,7304700.33333333,6720554
"1149",447.0933,8162809,8211153
"1150",447.1144,29278711,3212836.33333333
"1151",447.1296,8415733.66666667,8233677.33333333
"1152",447.1508,2240841.33333333,2045813.66666667
"1153",447.1661,9279986.33333333,7376927
"1154",447.1872,2474053.5,2315804.66666667
"1155",447.2024,9249263.33333333,7319579.33333333
"1156",447.2236,22568088.3333333,33737412.3333333
"1157",447.2388,5390486.66666667,4600514.66666667
"1158",447.2599,,2522475.33333333
"1159",447.2752,2221374.5,1647380.33333333
"1160",448.0885,2003959.33333333,
"1161",449.0361,5662715.66666667,4965225
"1162",449.0514,2405047,
"1163",449.0725,8629923.66666667,7913317.33333333
"1164",449.0878,2217140,1754980
"1165",449.0937,1769866.5,
"1166",449.1089,11082059,10467852
"1167",449.1301,3161417,2498229
"1168",449.1453,9490759.66666667,8320179.66666667
"1169",449.1817,9982959.33333333,7951536
"1170",449.2028,,2324654
"1171",449.2181,8300183,7238146
"1172",449.2392,2267561,2668714.66666667
"1173",449.2544,3626644,3346260
"1174",449.2756,,2653863
"1175",450.1042,2004072.5,
"1176",451.0154,1894744.66666667,1712620
"1177",451.0306,2017061.5,
"1178",451.0518,6924800.33333333,6166868.33333333
"1179",451.0671,2461012.66666667,2237950
"1180",451.0882,8884733.66666667,8201212
"1181",451.1035,2375456.5,1900453
"1182",451.1123,4859046,4958201.33333333
"1183",451.1246,11536549.3333333,11449336.3333333
"1184",451.1398,1921949.5,
"1185",451.1609,9664674.66666667,8214175.66666667
"1186",451.1973,8832500.66666667,8167751
"1187",451.2184,,1661546
"1188",451.2337,5559794,6515694
"1189",451.2701,1758190.66666667,2000875
"1190",453.0311,2871485,2406902
"1191",453.0463,2991974.33333333,2453492.66666667
"1192",453.0675,7740431.66666667,6226418.66666667
"1193",453.0827,3073038.33333333,2657777.33333333
"1194",453.1038,8555191.66666667,7718383.33333333
"1195",453.1191,2645686.66666667,2152088.66666667
"1196",453.125,5758646,4865517.66666667
"1197",453.1402,8529930.33333333,9131500.33333333
"1198",453.1555,1940435,
"1199",453.1613,3039070,2644458.66666667
"1200",453.1766,7909042.33333333,7299902.33333333
"1201",453.1919,1972240.5,
"1202",453.213,6673412.66666667,6928528.66666667
"1203",453.2283,2031758,
"1204",453.2494,3591682,4366477.66666667
"1205",455.0256,2541445.33333333,2067445
"1206",455.0467,3949614.33333333,2915656.66666667
"1207",455.062,4102018.66666667,3498311.33333333
"1208",455.0831,6946689.33333333,5315568
"1209",455.0984,3583531.33333333,3532441.66666667
"1210",455.1195,6842921.66666667,5966488
"1211",455.1348,3040126,2874860
"1212",455.1406,15063592,11130176.6666667
"1213",455.1559,5645521.66666667,5371882.33333333
"1214",455.1711,3224614,2657086
"1215",455.1769,2883451,2566291
"1216",455.1923,5795023.33333333,5948391
"1217",455.2075,3383161,2417979
"1218",455.2287,4609911.33333333,4868409.33333333
"1219",455.2439,2520438.66666667,
"1220",455.265,2652174,2383499.66666667
"1221",457.0412,4361307.33333333,3656190
"1222",457.0624,3949317,2740562
"1223",457.0777,4982532,5095589.66666667
"1224",457.0987,4932013.33333333,4075001.66666667
"1225",457.114,4465068.66666667,4453880.66666667
"1226",457.1199,,2152440
"1227",457.1352,4279894,4033015
"1228",457.1504,4478037,3851765.66666667
"1229",457.1562,3332863.33333333,2460832.33333333
"1230",457.1715,4146942.33333333,4826612
"1231",457.1868,5032360.33333333,3764040.33333333
"1232",457.194,2885794,2187250.66666667
"1233",457.2079,4637436.66666667,4971676
"1234",457.2232,4667131.33333333,3299824
"1235",457.2443,3145466.33333333,3529198.33333333
"1236",457.2596,2938617.33333333,2353304.33333333
"1237",458.0729,1767157.5,
"1238",458.1891,1989232,
"1239",459.0205,3116955,2483224
"1240",459.0569,5630617,5369536
"1241",459.078,3013784.33333333,2313577.33333333
"1242",459.0933,6252183.33333333,6127293.66666667
"1243",459.1144,3647809,3087548.33333333
"1244",459.1297,5924843,5471931
"1245",459.1508,3054569.66666667,2508985.66666667
"1246",459.1661,6052158.33333333,5048334
"1247",459.1872,4606440,8673633.66666667
"1248",459.2025,7153639.33333333,5597536.66666667
"1249",459.2236,6390417,4596063
"1250",459.2388,5937808,4192947.66666667
"1251",459.2599,2054116.66666667,2469383.33333333
"1252",459.2752,2380089,1906523.66666667
"1253",460.2047,2389528,
"1254",461.0361,5120578.33333333,4081898
"1255",461.0725,6897558,6566119.66666667
"1256",461.0937,2190229.33333333,1776699.33333333
"1257",461.1089,7318761.66666667,7157989.33333333
"1258",461.1301,4688446.33333333,3127695
"1259",461.1453,7540968.66666667,6962744.33333333
"1260",461.1664,2088949,2140215.33333333
"1261",461.1817,8181308.33333333,6560651.66666667
"1262",461.2028,8075494.33333333,9989685
"1263",461.2181,8038971,6401588
"1264",461.2392,6604346.33333333,5062877.33333333
"1265",461.2544,4997860.66666667,3655218
"1266",461.2908,2524656.5,
"1267",462.1302,,3887444.33333333
"1268",463.0154,2529213.5,1800519
"1269",463.0518,6343849,5871394.33333333
"1270",463.0671,1959100,
"1271",463.0882,7385255.66666667,7249354.33333333
"1272",463.1035,,1652956
"1273",463.1093,2721959.33333333,2244212.33333333
"1274",463.1246,7867900.33333333,7876723.33333333
"1275",463.161,8655696.66666667,7255495
"1276",463.1973,8542373,7938159.33333333
"1277",463.2185,35118585.6666667,13283438.6666667
"1278",463.2337,6737401.33333333,6021912.33333333
"1279",463.2548,,1711701.5
"1280",463.2701,2852770.66666667,2468972
"1281",465.0311,3802575,2895723.66666667
"1282",465.0464,2256785.5,1724398
"1283",465.0674,6933966.33333333,6142997
"1284",465.0827,2332817,1937257.66666667
"1285",465.1039,8519459.33333333,11286547.3333333
"1286",465.1191,,1845227
"1287",465.125,3617570.66666667,2966034.66666667
"1288",465.128,3033208,3766973
"1289",465.1402,8285986.66666667,8433682
"1290",465.1614,1659535.5,
"1291",465.1766,8017698,7015099
"1292",465.213,7713569.33333333,7063566.66666667
"1293",465.2341,,2484749.33333333
"1294",465.2494,4315083,4592653
"1295",465.2858,2088333.5,1727100.5
"1296",465.3044,1861178,2390244
"1297",467.0467,4505692.33333333,3504579.66666667
"1298",467.062,2674439,2637933.66666667
"1299",467.0831,7248647,6518722.33333333
"1300",467.0984,2487046.66666667,2665239
"1301",467.1195,6995718.33333333,6542614
"1302",467.1348,1788966,1938112.33333333
"1303",467.1406,4434694.33333333,3828672
"1304",467.1559,7916635.66666667,7513365
"1305",467.1712,2131888.66666667,1748277.5
"1306",467.177,1903734,
"1307",467.1923,6761221.66666667,6604051.33333333
"1308",467.2076,1928453.66666667,
"1309",467.2133,,1951848
"1310",467.2286,5001989.66666667,5927186
"1311",467.265,3147183.66666667,3277243.33333333
"1312",469.0413,3252987.33333333,2419072
"1313",469.0624,4699216.33333333,3978794
"1314",469.0776,3530661.66666667,3514238.66666667
"1315",469.0988,5868624,5012691.33333333
"1316",469.114,2830416,2984829.66666667
"1317",469.1199,2516731,2791634.66666667
"1318",469.1351,5373691,4922578.66666667
"1319",469.1504,3221868.5,2726610
"1320",469.1563,3389520.33333333,2902567.33333333
"1321",469.1715,5710928.33333333,5352316
"1322",469.1868,3289708.5,2362406
"1323",469.1926,,1789307.33333333
"1324",469.2079,5099770.66666667,5226704
"1325",469.2232,2929744,2188325.33333333
"1326",469.2443,3635792,4198607
"1327",469.2596,2835052,
"1328",469.2807,,1893496.66666667
"1329",471.0205,2149289.33333333,2202957.5
"1330",471.0416,1929839.5,
"1331",471.0569,4262996.33333333,3748681.33333333
"1332",471.078,3976276.33333333,3352051.66666667
"1333",471.0933,4282282,4160670
"1334",471.1144,4708436.66666667,3879411
"1335",471.1297,3727615.33333333,3779399.33333333
"1336",471.1355,7393023.66666667,7726236.66666667
"1337",471.1508,3595178.33333333,3426802
"1338",471.1661,3760895.66666667,3368775
"1339",471.1719,2779733,2599068.33333333
"1340",471.1872,3483391.66666667,4122779.66666667
"1341",471.2024,4552447.66666667,3366726.33333333
"1342",471.2236,3679146.66666667,4046320.33333333
"1343",471.2388,4335531,3078981
"1344",471.26,2358187,2842948.66666667
"1345",471.2752,2790485.66666667,1665989.5
"1346",472.2047,2187256,
"1347",473.0362,3649297,2895137
"1348",473.0726,5476455.33333333,4994165.66666667
"1349",473.0937,2897170,2531445.33333333
"1350",473.109,5266535.33333333,5183946.33333333
"1351",473.1301,2897512,2727541
"1352",473.1454,4853181.33333333,4703689.66666667
"1353",473.1512,,1680278
"1354",473.1665,3085928,2677364
"1355",473.1817,5896638,4793801.33333333
"1356",473.1889,2739074,2897182.66666667
"1357",473.2028,3773203.33333333,3651358.33333333
"1358",473.2181,6264254,4302622
"1359",473.2392,2971523,3059485.66666667
"1360",473.2545,4846015,3607325.66666667
"1361",473.2756,,2162290.33333333
"1362",473.2909,2378090,
"1363",474.1729,2942412.33333333,5231716.66666667
"1364",475.0154,2417308.5,
"1365",475.0518,5473073.33333333,4833710.66666667
"1366",475.0882,6077916.66666667,5986051.66666667
"1367",475.1093,2409118,1781166.33333333
"1368",475.1246,6273501.66666667,5930072.66666667
"1369",475.1457,3090568.33333333,1937838
"1370",475.161,6204211.33333333,5540952.33333333
"1371",475.1821,2348959.5,2112088.33333333
"1372",475.1974,7746356,6235906.66666667
"1373",475.2185,4675039.33333333,4111789.33333333
"1374",475.2337,7165407.33333333,5573719.66666667
"1375",475.2548,,1886466.33333333
"1376",475.2701,4030773.66666667,2966615.33333333
"1377",477.0311,3432114,2749854.33333333
"1378",477.0675,6487560.33333333,5665523.33333333
"1379",477.1039,6692020,6381299.33333333
"1380",477.125,4950879.33333333,3149896.33333333
"1381",477.1403,7351818.33333333,6607944.66666667
"1382",477.1726,2692789.66666667,2055752.33333333
"1383",477.1766,7248395.33333333,5801715
"1384",477.1977,2472392,1992946.66666667
"1385",477.213,8620897.33333333,6589853.33333333
"1386",477.2341,7485623.33333333,5514994.66666667
"1387",477.2494,5660855.66666667,5217693
"1388",477.2858,2975075,2023495.66666667
"1389",478.0991,1704669,
"1390",479.0467,4526313.33333333,3929155.33333333
"1391",479.062,1868863,2056261
"1392",479.0831,6264725,5844376.66666667
"1393",479.0984,,1844805.5
"1394",479.1042,3034359,1756214
"1395",479.1195,6625857,6227693.66666667
"1396",479.1348,,1598286
"1397",479.1406,2244088,2558019
