Mass,C,H,O,N,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,nomass,CalcMass,KM_CH2,KMD_CH2,HC,OC,N.C,DBE,psi,psi_molc,DBE.C,DBE.H,DBE.O,AI,AI_0,NOSC
519.3327,30,48,7,0,0,0,0,CHO,Lipid,520.340023739607,-0.0381368070786408,520.33973,520.33973,519.759007420598,0.240992579402473,1.6,0.233333333333333,0,7,154,5.13333333333333,0.233333333333333,0.145833333333333,1,0,0,-1.1333333333333337
549.0522,23,18,16,0,0,0,0,CHO,ConHC,550.059489800213,-0.00957862451003349,550.05932,550.05932,549.445288459899,0.554711540101152,0.782608695652174,0.695652173913043,0,15,78,3.39130434782609,0.652173913043478,0.833333333333333,0.9375,-0.142857142857143,0,0.6086956521739131
341.0667,18,14,7,0,0,0,0,CHO,ConHC,342.073954244658,-0.00421124669695917,342.07385,342.07385,341.691991411402,0.308008588598341,0.777777777777778,0.388888888888889,0,12,72,4,0.666666666666667,0.857142857142857,1.71428571428571,0.454545454545455,0.454545454545455,0
467.062,23,16,11,0,0,0,0,CHO,ConHC,468.069259800213,0.00332533433220566,468.06913,468.06913,467.546609483184,0.453390516816455,0.695652173913043,0.478260869565217,0,16,86,3.73913043478261,0.695652173913043,1,1.45454545454545,0.416666666666667,0.416666666666667,0.26086956521739113
383.1501,22,24,6,0,0,0,0,CHO,Lignin,384.157329800213,-0.107500781907491,384.15714,384.15714,383.728376293856,0.271623706144055,1.09090909090909,0.272727272727273,0,11,100,4.54545454545455,0.5,0.458333333333333,1.83333333333333,0.3125,0.3125,-0.5454545454545459
559.1093,26,24,14,0,0,0,0,CHO,Lignin,560.116607577991,-0.00374598978307355,560.11642,560.11642,559.49117637012,0.508823629879885,0.923076923076923,0.538461538461538,0,15,100,3.84615384615385,0.576923076923077,0.625,1.07142857142857,0.0833333333333333,0.0833333333333333,0.15384615384615374
394.162,18,25,7,3,0,0,0,CHON,Lignin,395.169278133547,-0.0707563774309306,395.16908,395.16908,394.728028587305,0.271971412695279,1.38888888888889,0.388888888888889,0.166666666666667,8,74,4.11111111111111,0.444444444444444,0.32,1.14285714285714,-0.0625,0,-0.11111111111111072
557.2029,29,34,11,0,0,0,0,CHO,Lignin,558.21012646688,-0.0260338880920607,558.20989,558.20989,557.586824052849,0.413175947150535,1.17241379310345,0.379310344827586,0,13,128,4.41379310344828,0.448275862068966,0.382352941176471,1.18181818181818,0.111111111111111,0.111111111111111,-0.4137931034482758
591.1356,27,28,15,0,0,0,0,CHO,Lignin,592.142872022436,-0.0874656066699746,592.14261,592.14261,591.481680001577,0.518319998422953,1.03703703703704,0.555555555555556,0,14,106,3.92592592592593,0.518518518518518,0.5,0.933333333333333,-0.0833333333333333,0,0.07407407407407396
561.125,26,26,14,0,0,0,0,CHO,Lignin,562.132314648698,-0.105143747094822,562.13206,562.13206,561.504632684304,0.495367315695603,1,0.538461538461538,0,14,102,3.92307692307692,0.538461538461538,0.538461538461538,1,0,0,0.0769230769230771
511.0519,24,16,13,0,0,0,0,CHO,ConHC,512.059139324023,-0.0951513587342541,512.05895,512.05895,511.48736951453,0.512630485470027,0.666666666666667,0.541666666666667,0,17,86,3.58333333333333,0.708333333333333,1.0625,1.30769230769231,0.363636363636364,0.363636363636364,0.4166666666666665
589.0835,26,22,16,0,0,0,0,CHO,Lignin,590.09081846688,-0.0572913166692133,590.0906,590.0906,589.431917787353,0.568082212646573,0.846153846153846,0.615384615384615,0,16,94,3.61538461538462,0.615384615384615,0.727272727272727,1,0,0,0.3846153846153846
575.1406,27,28,14,0,0,0,0,CHO,Lignin,576.147925355769,-0.0342751714102344,576.1477,576.1477,575.50459343525,0.495406564749715,1.03703703703704,0.518518518518518,0,14,108,4,0.518518518518518,0.5,1,0,0,0
380.1464,17,23,7,3,0,0,0,CHON,Lignin,381.153638005342,-0.099426419640866,381.15344,381.15344,380.728038448077,0.271961551923198,1.35294117647059,0.411764705882353,0.176470588235294,8,68,4,0.470588235294118,0.347826086956522,1.14285714285714,-0.0714285714285714,0,0
428.2038,19,31,8,3,0,0,0,CHON,Protein,429.21112646688,-0.02674529925463,429.21091,429.21091,428.731865488673,0.268134511326991,1.63157894736842,0.421052631578947,0.157894736842105,6,82,4.31578947368421,0.315789473684211,0.193548387096774,0.75,-0.4375,0,-0.3157894736842106
477.1726,19,30,12,2,0,0,0,CHON,AminoSugar,478.17989896688,-0.051295088111423,478.17966,478.17966,477.645959019833,0.354040980167213,1.57894736842105,0.631578947368421,0.105263157894737,6,76,4,0.315789473684211,0.2,0.5,-1.4,0,0
486.1253,20,25,13,1,0,0,0,CHON,Tannin,487.13255646688,0.0686222253147678,487.1324,487.1324,486.588619902489,0.411380097511028,1.25,0.65,0.05,9,76,3.8,0.45,0.36,0.692307692307692,-0.75,0,0.20000000000000018
527.0831,25,20,13,0,0,0,0,CHO,Lignin,528.090383133547,0.014383434543967,528.09023,528.09023,527.500712694,0.499287306000269,0.8,0.52,0,16,94,3.76,0.64,0.8,1.23076923076923,0.25,0.25,0.2400000000000002
404.0623,18,15,10,1,0,0,0,CHON,Lignin,405.06959646688,-0.00187419633830539,405.06947,405.06947,404.617292136741,0.382707863258588,0.833333333333333,0.555555555555556,0.0555555555555556,12,64,3.55555555555556,0.666666666666667,0.8,1.2,0.214285714285714,0.214285714285714,0.44444444444444464
399.2177,24,32,5,0,0,0,0,CHO,Lignin,400.224984361617,-0.0255454239182885,400.22479,400.22479,399.778089568635,0.221910431365131,1.33333333333333,0.208333333333333,0,9,118,4.91666666666667,0.375,0.28125,1.8,0.210526315789474,0.210526315789474,-0.916666666666667
394.1984,19,29,6,3,0,0,0,CHON,Protein,395.205639133547,-0.00874088412818047,395.20545,395.20545,394.764348986287,0.235651013712697,1.52631578947368,0.315789473684211,0.157894736842105,7,84,4.42105263157895,0.368421052631579,0.241379310344828,1.16666666666667,-0.05,0,-0.4210526315789478
382.1984,18,29,6,3,0,0,0,CHON,Protein,383.205669800213,-0.0890412539103174,383.20545,383.20545,382.777778925914,0.222221074086349,1.61111111111111,0.333333333333333,0.166666666666667,6,80,4.44444444444444,0.333333333333333,0.206896551724138,1,-0.166666666666667,0,-0.44444444444444464
499.161,26,28,10,0,0,0,0,CHO,Lignin,500.168287236111,-0.0802056263189181,500.16806,500.16806,499.609794858287,0.390205141712784,1.07692307692308,0.384615384615385,0,13,112,4.30769230769231,0.5,0.464285714285714,1.3,0.1875,0.1875,-0.3076923076923075
407.2439,23,36,6,0,0,0,0,CHO,Lipid,408.251158689102,0.0739718603386431,408.25098,408.25098,407.795301798163,0.204698201836663,1.56521739130435,0.260869565217391,0,6,116,5.04347826086957,0.260869565217391,0.166666666666667,1,0,0,-1.0434782608695654
329.0666,17,14,7,0,0,0,0,CHO,Lignin,330.07391546688,0.113117753979048,330.07385,330.07385,329.705351984126,0.29464801587369,0.823529411764706,0.411764705882353,0,11,68,4,0.647058823529412,0.785714285714286,1.57142857142857,0.4,0.4,0
527.1558,27,28,11,0,0,0,0,CHO,Lignin,528.163070752594,0.172275024242425,528.16297,528.16297,527.573319149402,0.426680850598018,1.03703703703704,0.407407407407407,0,14,114,4.22222222222222,0.518518518518518,0.5,1.27272727272727,0.1875,0.1875,-0.22222222222222232
425.1242,23,22,8,0,0,0,0,CHO,Lignin,426.131489800213,-0.0519023208104359,426.13132,426.13132,425.65566757182,0.344332428179825,0.956521739130435,0.347826086956522,0,13,98,4.26086956521739,0.565217391304348,0.590909090909091,1.625,0.333333333333333,0.333333333333333,-0.2608695652173916
579.0992,25,24,16,0,0,0,0,CHO,Lignin,580.106428133547,0.011360765993327,580.10624,580.10624,579.458676113463,0.541323886537043,0.96,0.64,0,14,92,3.68,0.56,0.583333333333333,0.875,-0.222222222222222,0,0.31999999999999984
437.0515,22,14,10,0,0,0,0,CHO,ConHC,438.058730911324,-0.0781651454912141,438.05858,438.05858,437.569590618953,0.430409381046502,0.636363636363636,0.454545454545455,0,16,82,3.72727272727273,0.727272727272727,1.14285714285714,1.6,0.5,0.5,0.27272727272727293
511.2337,29,36,8,0,0,0,0,CHO,Lignin,512.240998609737,0.0381122615395143,512.2408,512.2408,511.669025734541,0.33097426545919,1.24137931034483,0.275862068965517,0,12,136,4.68965517241379,0.413793103448276,0.333333333333333,1.5,0.19047619047619,0.19047619047619,-0.6896551724137927
541.2079,29,34,10,0,0,0,0,CHO,Lignin,542.21520746688,-0.0187277667312671,542.21498,542.21498,541.609765122297,0.390234877703165,1.17241379310345,0.344827586206897,0,13,130,4.48275862068965,0.448275862068966,0.382352941176471,1.3,0.157894736842105,0.157894736842105,-0.4827586206896548
499.3065,30,44,6,0,0,0,0,CHO,Lignin,500.313815633547,-0.052943864108114,500.31354,500.31354,499.755160757415,0.244839242585442,1.46666666666667,0.2,0,9,152,5.06666666666667,0.3,0.204545454545455,1.5,0.125,0.125,-1.0666666666666664
321.0252,14,10,9,0,0,0,0,CHO,ConHC,322.03249146688,-0.0296460150709576,322.03239,322.03239,321.672907110003,0.32709288999655,0.714285714285714,0.642857142857143,0,10,48,3.42857142857143,0.714285714285714,1,1.11111111111111,0.2,0.2,0.5714285714285716
525.0675,25,18,13,0,0,0,0,CHO,ConHC,526.07478521688,-0.0846871606798648,526.07459,526.07459,525.487365411973,0.512634588027026,0.72,0.52,0,17,92,3.68,0.68,0.944444444444444,1.30769230769231,0.333333333333333,0.333333333333333,0.31999999999999984
543.1145,26,24,13,0,0,0,0,CHO,Lignin,544.121735355769,-0.0817796199908918,544.12151,544.12151,543.514164165113,0.485835834886984,0.923076923076923,0.5,0,15,102,3.92307692307692,0.576923076923077,0.625,1.15384615384615,0.153846153846154,0.153846153846154,0.0769230769230771
366.1671,17,25,6,3,0,0,0,CHON,Lignin,367.174337577991,-0.0055213312536924,367.17417,367.17417,366.764347432468,0.235652567531702,1.47058823529412,0.352941176470588,0.176470588235294,7,72,4.23529411764706,0.411764705882353,0.28,1.16666666666667,-0.0625,0,-0.23529411764705888
363.2177,21,32,5,0,0,0,0,CHO,Lipid,364.224972577991,0.0042822676982728,364.22479,364.22479,363.818275719776,0.18172428022433,1.52380952380952,0.238095238095238,0,6,106,5.04761904761905,0.285714285714286,0.1875,1.2,0.0625,0.0625,-1.0476190476190474
545.0573,24,18,15,0,0,0,0,CHO,ConHC,546.064612022436,-0.0771211586517573,546.06441,546.06441,545.454871398337,0.545128601662896,0.75,0.625,0,16,84,3.5,0.666666666666667,0.888888888888889,1.06666666666667,0.111111111111111,0.111111111111111,0.5
392.0623,17,15,10,1,0,0,0,CHON,Lignin,393.069603609737,-0.0201034041787871,393.06947,393.06947,392.630698578826,0.369301421174384,0.882352941176471,0.588235294117647,0.0588235294117647,11,60,3.52941176470588,0.647058823529412,0.733333333333333,1.1,0.0833333333333333,0.0833333333333333,0.47058823529411775
543.078,25,20,14,0,0,0,0,CHO,Lignin,544.085318689102,-0.0245139904105093,544.08514,544.08514,543.477788161621,0.522211838378666,0.8,0.56,0,16,92,3.68,0.64,0.8,1.14285714285714,0.181818181818182,0.181818181818182,0.31999999999999984
471.2752,28,40,6,0,0,0,0,CHO,Lignin,472.28245646688,0.0689200277462652,472.28226,472.28226,471.755101656814,0.244898343186435,1.42857142857143,0.214285714285714,0,9,140,5,0.321428571428571,0.225,1.5,0.136363636363636,0.136363636363636,-1
493.2807,27,42,8,0,0,0,0,CHO,Lipid,494.287974244658,-0.011976131849914,494.28772,494.28772,493.736047876853,0.263952123147192,1.55555555555556,0.296296296296296,0,7,134,4.96296296296296,0.259259259259259,0.166666666666667,0.875,-0.0526315789473684,0,-0.9629629629629628
409.0929,22,18,8,0,0,0,0,CHO,Lignin,410.10018521688,-0.0430682078480128,410.10004,410.10004,409.642263686402,0.357736313598025,0.818181818181818,0.363636363636364,0,14,90,4.09090909090909,0.636363636363636,0.777777777777778,1.75,0.428571428571429,0.428571428571429,-0.09090909090909083
411.145,23,24,7,0,0,0,0,CHO,Lignin,412.15223646688,-0.0808967586746712,412.15205,412.15205,411.692023597644,0.307976402355905,1.04347826086957,0.304347826086957,0,12,102,4.43478260869565,0.521739130434783,0.5,1.71428571428571,0.3125,0.3125,-0.43478260869565233
515.0467,23,16,14,0,0,0,0,CHO,ConHC,516.053947577991,0.111703454857719,516.05386,516.05386,515.477717129914,0.522282870086315,0.695652173913043,0.608695652173913,0,16,80,3.47826086956522,0.695652173913043,1,1.14285714285714,0.222222222222222,0.222222222222222,0.5217391304347827
376.1514,18,23,6,3,0,0,0,CHON,Lignin,377.15869396688,-0.0224849117800628,377.15853,377.15853,376.737555199817,0.262444800182664,1.27777777777778,0.333333333333333,0.166666666666667,9,74,4.11111111111111,0.5,0.391304347826087,1.5,0.166666666666667,0.166666666666667,-0.11111111111111072
439.1035,23,20,9,0,0,0,0,CHO,Lignin,440.11073846688,-0.0141463942731382,440.11059,440.11059,439.619306884541,0.380693115458826,0.869565217391304,0.391304347826087,0,14,94,4.08695652173913,0.608695652173913,0.7,1.55555555555556,0.357142857142857,0.357142857142857,-0.08695652173913082
541.1352,27,26,12,0,0,0,0,CHO,Lignin,542.14250021688,-0.136342529477758,542.14224,542.14224,541.537139057862,0.462860942138263,0.962962962962963,0.444444444444444,0,15,110,4.07407407407407,0.555555555555556,0.576923076923077,1.25,0.2,0.2,-0.0740740740740744
527.2287,29,36,9,0,0,0,0,CHO,Lignin,528.235942022436,-0.0175450680037409,528.23571,528.23571,527.646109050533,0.353890949466972,1.24137931034483,0.310344827586207,0,12,134,4.62068965517241,0.413793103448276,0.333333333333333,1.33333333333333,0.15,0.15,-0.6206896551724137
573.0886,26,22,15,0,0,0,0,CHO,Lignin,574.09590396688,-0.0591001951324011,574.09569,574.09569,573.454863351776,0.545136648224002,0.846153846153846,0.576923076923077,0,16,96,3.69230769230769,0.615384615384615,0.727272727272727,1.06666666666667,0.0909090909090909,0.0909090909090909,0.3076923076923075
326.2085,16,29,4,3,0,0,0,CHON,Lipid,327.215794244658,0.0372544431869112,327.21563,327.21563,326.850422165594,0.149577834405704,1.8125,0.25,0.1875,4,76,4.75,0.25,0.137931034482759,1,-0.166666666666667,0,-0.75
469.114,24,22,10,0,0,0,0,CHO,Lignin,470.12130846688,-0.0245461751390948,470.12114,470.12114,469.596366813977,0.403633186022773,0.916666666666667,0.416666666666667,0,14,98,4.08333333333333,0.583333333333333,0.636363636363636,1.4,0.285714285714286,0.285714285714286,-0.08333333333333304
401.2545,21,38,7,0,0,0,0,CHO,Protein,402.261739098459,0.0359866215623076,402.26153,402.26153,401.812570046942,0.187429953057801,1.80952380952381,0.333333333333333,0,3,108,5.14285714285714,0.142857142857143,0.0789473684210526,0.428571428571429,-0.285714285714286,0,-1.1428571428571432
381.0252,19,10,9,0,0,0,0,CHO,ConHC,382.03251646688,-0.0904294230023774,382.03239,382.03239,381.605935546073,0.394064453926887,0.526315789473684,0.473684210526316,0,15,68,3.57894736842105,0.789473684210526,1.5,1.66666666666667,0.6,0.6,0.42105263157894735
505.3171,29,46,7,0,0,0,0,CHO,Lipid,506.32436646688,-0.024955504585148,506.32409,506.32409,505.759000155991,0.240999844008684,1.58620689655172,0.241379310344828,0,7,148,5.10344827586207,0.241379310344828,0.152173913043478,1,0,0,-1.1034482758620694
469.2596,28,38,6,0,0,0,0,CHO,Lignin,470.26686896688,-0.0638243558499931,470.26662,470.26662,469.741764779823,0.258235220177482,1.35714285714286,0.214285714285714,0,10,138,4.92857142857143,0.357142857142857,0.263157894736842,1.66666666666667,0.181818181818182,0.181818181818182,-0.9285714285714288
328.2242,16,31,4,3,0,0,0,CHON,Lipid,329.231449244658,0.0220344753914043,329.23127,329.23127,328.863826467214,0.136173532785733,1.9375,0.25,0.1875,3,78,4.875,0.1875,0.0967741935483871,0.75,-0.277777777777778,0,-0.875
507.2963,28,44,8,0,0,0,0,CHO,Lipid,508.303578819821,0.0778459574547807,508.30336,508.30336,507.736002502738,0.263997497262437,1.57142857142857,0.285714285714286,0,7,140,5,0.25,0.159090909090909,0.875,-0.05,0,-1
463.2701,26,40,7,0,0,0,0,CHO,Lipid,464.277394800213,0.0190370816618052,464.27717,464.27717,463.758978513518,0.241021486482452,1.53846153846154,0.269230769230769,0,7,130,5,0.269230769230769,0.175,1,0,0,-1
384.214,18,31,6,3,0,0,0,CHON,Protein,385.221315355769,-0.0768713143736617,385.22109,385.22109,384.791173793635,0.20882620636462,1.72222222222222,0.333333333333333,0.166666666666667,5,82,4.55555555555556,0.277777777777778,0.161290322580645,0.833333333333333,-0.277777777777778,0,-0.5555555555555554
319.0459,15,12,8,0,0,0,0,CHO,Lignin,320.05322046688,-0.00970113645801512,320.05312,320.05312,319.695846181684,0.304153818315967,0.8,0.533333333333333,0,10,56,3.73333333333333,0.666666666666667,0.833333333333333,1.25,0.285714285714286,0.285714285714286,0.2666666666666666
329.197,17,30,6,0,0,0,0,CHO,Protein,330.204234562118,0.0125179550102208,330.20406,330.20406,329.835525563898,0.164474436101671,1.76470588235294,0.352941176470588,0,3,86,5.05882352941176,0.176470588235294,0.1,0.5,-0.272727272727273,0,-1.0588235294117645
335.1864,19,28,5,0,0,0,0,CHO,Lignin,336.193671012335,0.00891440179206499,336.19351,336.19351,335.818274155868,0.181725844132075,1.47368421052632,0.263157894736842,0,6,94,4.94736842105263,0.315789473684211,0.214285714285714,1.2,0.0714285714285714,0.0714285714285714,-0.9473684210526319
399.133,15,28,10,0,1,0,0,CHOS,AminoSugar,400.140317643351,4.1597760425468e-4,400.14013,400.14013,399.693517389983,0.306482610017099,1.86666666666667,0.666666666666667,0,2,70,4.66666666666667,0.133333333333333,0.0714285714285714,0.2,-2.25,0,-0.40000000000000036
573.1977,29,34,12,0,0,0,0,CHO,Lignin,574.205021133547,0.00944445501985204,574.2048,574.2048,573.56385867724,0.436141322760022,1.17241379310345,0.413793103448276,0,13,126,4.3448275862069,0.448275862068966,0.382352941176471,1.08333333333333,0.0588235294117647,0.0588235294117647,-0.3448275862068968
388.0674,18,15,9,1,0,0,0,CHON,Lignin,389.07470146688,-0.0523839765136198,389.07456,389.07456,388.64025717939,0.359742820609824,0.833333333333333,0.5,0.0555555555555556,12,66,3.66666666666667,0.666666666666667,0.8,1.33333333333333,0.3125,0.3125,0.3333333333333335
379.046,20,12,8,0,0,0,0,CHO,ConHC,380.05324646688,-0.076581058647298,380.05312,380.05312,379.628875616637,0.371124383362883,0.6,0.4,0,15,76,3.8,0.75,1.25,1.875,0.583333333333333,0.583333333333333,0.20000000000000018
509.2756,27,42,9,0,0,0,0,CHO,Protein,510.28289146688,-0.0166961895825982,510.28263,510.28263,509.713105031612,0.286894968387514,1.55555555555556,0.333333333333333,0,7,132,4.88888888888889,0.259259259259259,0.166666666666667,0.777777777777778,-0.111111111111111,0,-0.8888888888888893
499.1246,25,24,11,0,0,0,0,CHO,Lignin,500.13189546688,-0.0676889043725339,500.13169,500.13169,499.573443724431,0.426556275569112,0.96,0.44,0,14,102,4.08,0.56,0.583333333333333,1.27272727272727,0.214285714285714,0.214285714285714,-0.08000000000000007
497.2181,28,34,8,0,0,0,0,CHO,Lignin,498.225385038309,-0.0340611079393168,498.22516,498.22516,497.669062122436,0.330937877563599,1.21428571428571,0.285714285714286,0,12,130,4.64285714285714,0.428571428571429,0.352941176470588,1.5,0.2,0.2,-0.6428571428571432
513.1038,25,22,12,0,0,0,0,CHO,Lignin,514.11111446688,0.0227665184011763,514.11096,514.11096,513.537053403611,0.462946596388974,0.88,0.48,0,15,98,3.92,0.6,0.681818181818182,1.25,0.230769230769231,0.230769230769231,0.08000000000000007
389.2545,20,38,7,0,0,0,0,CHO,Protein,390.261749098459,0.0114693306898845,390.26153,390.26153,389.825979342979,0.174020657020833,1.9,0.35,0,2,104,5.2,0.1,0.0526315789473684,0.285714285714286,-0.384615384615385,0,-1.2000000000000002
557.0937,26,22,14,0,0,0,0,CHO,Lignin,558.10099021688,-0.0623565995948736,558.10078,558.10078,557.477809665361,0.522190334638822,0.846153846153846,0.538461538461538,0,16,98,3.76923076923077,0.615384615384615,0.727272727272727,1.14285714285714,0.166666666666667,0.166666666666667,0.23076923076923084
523.2912,28,44,9,0,0,0,0,CHO,Protein,524.298499996292,0.0629698698066051,524.29827,524.29827,523.713063607331,0.286936392669077,1.57142857142857,0.321428571428571,0,7,138,4.92857142857143,0.25,0.159090909090909,0.777777777777778,-0.105263157894737,0,-0.9285714285714288
354.1558,17,25,7,1,0,0,0,CHON,Lignin,355.16312521688,-0.0649123694017706,355.16294,355.16294,354.766546898383,0.233453101617101,1.47058823529412,0.411764705882353,0.0588235294117647,6,76,4.47058823529412,0.352941176470588,0.24,0.857142857142857,-0.166666666666667,0,-0.47058823529411775
398.1933,18,29,7,3,0,0,0,CHON,Protein,399.20056646688,-0.0404951327621084,399.20036,399.20036,398.754815548071,0.245184451929106,1.61111111111111,0.388888888888889,0.166666666666667,6,78,4.33333333333333,0.333333333333333,0.206896551724138,0.857142857142857,-0.3125,0,-0.33333333333333304
469.2232,27,34,7,0,0,0,0,CHO,Lignin,470.230478133547,-0.0525007368020792,470.23025,470.23025,469.705414580819,0.294585419180862,1.25925925925926,0.259259259259259,0,11,128,4.74074074074074,0.407407407407407,0.323529411764706,1.57142857142857,0.2,0.2,-0.7407407407407405
441.2283,26,34,6,0,0,0,0,CHO,Lignin,442.235540911325,-0.00471993838207171,442.23534,442.23534,441.741736755595,0.258263244405384,1.30769230769231,0.230769230769231,0,10,126,4.84615384615385,0.384615384615385,0.294117647058824,1.66666666666667,0.2,0.2,-0.8461538461538458
457.2596,27,38,6,0,0,0,0,CHO,Lignin,458.26683959188,-0.00139543139591065,458.26662,458.26662,457.755134744826,0.244865255174034,1.40740740740741,0.222222222222222,0,9,134,4.96296296296296,0.333333333333333,0.236842105263158,1.5,0.142857142857143,0.142857142857143,-0.9629629629629628
425.2215,19,38,8,0,1,0,0,CHOS,Protein,426.228742830516,-0.00925305110581174,426.22851000000003,426.22851000000003,425.752812008521,0.247187991479223,2,0.421052631578947,0,1,100,5.26315789473684,0.0526315789473684,0.0263157894736842,0.125,-0.8,0,-1.0526315789473681
483.0933,24,20,11,0,0,0,0,CHO,Lignin,484.100553133547,0.0172516912497595,484.10041,484.10041,483.560002131165,0.439997868835349,0.833333333333333,0.458333333333333,0,15,94,3.91666666666667,0.625,0.75,1.36363636363636,0.307692307692308,0.307692307692308,0.08333333333333348
527.1923,28,32,10,0,0,0,0,CHO,Lignin,528.19954046688,0.0128385572752616,528.19934,528.19934,527.609748141279,0.390251858720831,1.14285714285714,0.357142857142857,0,13,124,4.42857142857143,0.464285714285714,0.40625,1.3,0.166666666666667,0.166666666666667,-0.4285714285714288
483.1661,26,28,9,0,0,0,0,CHO,Lignin,484.173343133547,-0.0219670224668485,484.17315,484.17315,483.6327108532,0.367289146799635,1.07692307692308,0.346153846153846,0,13,114,4.38461538461539,0.5,0.464285714285714,1.44444444444444,0.235294117647059,0.235294117647059,-0.384615384615385
429.0099,19,10,12,0,0,0,0,CHO,ConHC,430.017202181166,0.0548932325981688,430.01712,430.01712,429.537041131615,0.462958868384703,0.526315789473684,0.631578947368421,0,15,62,3.26315789473684,0.789473684210526,1.5,1.25,0.428571428571429,0.428571428571429,0.736842105263158
393.0616,21,14,8,0,0,0,0,CHO,ConHC,394.068900752594,-0.084569968118234,394.06876,394.06876,393.628879897566,0.371120102434361,0.666666666666667,0.380952380952381,0,15,82,3.9047619047619,0.714285714285714,1.07142857142857,1.875,0.538461538461538,0.538461538461538,0.09523809523809534
483.2388,28,36,7,0,0,0,0,CHO,Lignin,484.246111760998,-0.0170382321024073,484.24589,484.24589,483.705398226552,0.294601773448107,1.28571428571429,0.25,0,11,134,4.78571428571429,0.392857142857143,0.305555555555556,1.57142857142857,0.19047619047619,0.19047619047619,-0.7857142857142856
485.3273,30,46,5,0,0,0,0,CHO,Lipid,486.33458271688,-0.119526313972502,486.33427,486.33427,485.791537177107,0.208462822893011,1.53333333333333,0.166666666666667,0,8,156,5.2,0.266666666666667,0.173913043478261,1.6,0.12,0.12,-1.2000000000000002
477.2858,27,42,7,0,0,0,0,CHO,Lipid,478.293058133547,-0.00926345611550751,478.29281,478.29281,477.758991831963,0.241008168036615,1.55555555555556,0.259259259259259,0,7,136,5.03703703703704,0.259259259259259,0.166666666666667,1,0,0,-1.0370370370370372
453.0463,22,14,11,0,0,0,0,CHO,ConHC,454.053597577991,0.0302046035287501,454.05349,454.05349,453.546597274609,0.453402725390958,0.636363636363636,0.5,0,16,80,3.63636363636364,0.727272727272727,1.14285714285714,1.45454545454545,0.454545454545455,0.454545454545455,0.36363636363636376
777.2674,30,50,23,0,0,0,0,CHO,Carb,778.274688689102,-0.514954177638568,778.27393,778.27393,777.405660218929,0.594339781071312,1.66666666666667,0.766666666666667,0,6,124,4.13333333333333,0.2,0.12,0.260869565217391,-2.42857142857143,0,-0.13333333333333375
423.0722,22,16,9,0,0,0,0,CHO,ConHC,424.079432022436,2.12376428065684e-4,424.07931,424.07931,423.60590114009,0.394098859909946,0.727272727272727,0.409090909090909,0,15,86,3.90909090909091,0.681818181818182,0.9375,1.66666666666667,0.461538461538462,0.461538461538462,0.09090909090909083
489.0311,21,14,14,0,0,0,0,CHO,ConHC,490.03834146688,0.0279405075980917,490.03822,490.03822,489.491160276999,0.508839723001074,0.666666666666667,0.666666666666667,0,15,70,3.33333333333333,0.714285714285714,1.07142857142857,1.07142857142857,0.142857142857143,0.142857142857143,0.6666666666666665
413.0759,14,22,12,0,1,0,0,CHOS,Carb,414.08319146688,0.0130276237766791,414.08303,414.08303,413.620822476041,0.379177523959299,1.57142857142857,0.857142857142857,0,4,56,4,0.285714285714286,0.181818181818182,0.333333333333333,-9,0,0.2857142857142856
406.1983,20,29,6,3,0,0,0,CHON,Lignin,407.205617236111,0.045291588484045,407.20545,407.20545,406.750927806099,0.249072193900872,1.45,0.3,0.15,8,88,4.4,0.4,0.275862068965517,1.33333333333333,0.0454545454545455,0.0454545454545455,-0.40000000000000036
406.078,18,17,10,1,0,0,0,CHON,Lignin,407.08524646688,-0.00170720992727177,407.08511,407.08511,406.630691443944,0.369308556055557,0.944444444444444,0.555555555555556,0.0555555555555556,11,66,3.66666666666667,0.611111111111111,0.647058823529412,1.1,0.0714285714285714,0.0714285714285714,0.3333333333333335
376.0674,17,15,9,1,0,0,0,CHON,Lignin,377.074703609737,-0.0597338854108921,377.07456,377.07456,376.653658627057,0.346341372942561,0.882352941176471,0.529411764705882,0.0588235294117647,11,62,3.64705882352941,0.647058823529412,0.733333333333333,1.22222222222222,0.214285714285714,0.214285714285714,0.3529411764705883
333.1707,19,26,5,0,0,0,0,CHO,Lignin,334.178009194153,0.0441409873807309,334.17787,334.17787,333.804863043679,0.19513695632088,1.36842105263158,0.263157894736842,0,7,92,4.84210526315789,0.368421052631579,0.269230769230769,1.4,0.142857142857143,0.142857142857143,-0.8421052631578947
338.1721,16,25,5,3,0,0,0,CHON,Protein,339.179412577991,0.0246200347872236,339.17926,339.17926,338.800681815818,0.19931818418172,1.5625,0.3125,0.1875,6,70,4.375,0.375,0.24,1.2,-0.0625,0,-0.375
356.2555,18,35,4,3,0,0,0,CHON,Lipid,357.262757133547,-0.00141645511733639,357.26255,357.26255,356.863834347294,0.136165652705529,1.94444444444444,0.222222222222222,0.166666666666667,3,90,5,0.166666666666667,0.0857142857142857,0.75,-0.227272727272727,0,-1
379.0341,13,16,11,0,1,0,0,CHOS,Tannin,380.04135246688,-0.0537314686652521,380.0412,380.0412,379.616994897584,0.383005102416234,1.23076923076923,0.846153846153846,0,6,48,3.69230769230769,0.461538461538462,0.375,0.545454545454545,-6,0,0.6153846153846154
