"Forest","Treatment","Mass","presence","HC","OC"
"HW","PostFentonGoethite",341.183,1,1.73,0.33
"HW","PostFentonGoethite",341.197,1,1.67,0.33
"HW","PostFentonGoethite",342.1307,1,1.5,0.5
"HW","PostFentonGoethite",342.1671,1,1.67,0.4
"HW","PostFentonGoethite",342.2034,1,1.81,0.31
"HW","PostFentonGoethite",342.2398,1,1.94,0.24
"HW","PostFentonGoethite",343.0671,1,1.14,0.71
"HW","PostFentonGoethite",343.1035,1,1.33,0.6
"HW","PostFentonGoethite",343.1398,1,1.5,0.5
"HW","PostFentonGoethite",343.1511,1,1.6,0.47
"HW","PostFentonGoethite",343.1551,1,1.2,0.25
"HW","PostFentonGoethite",343.1623,1,1.71,0.43
"HW","PostFentonGoethite",343.1762,1,1.65,0.41
"HW","PostFentonGoethite",343.1987,1,1.87,0.33
"HW","PostFentonGoethite",343.2126,1,1.78,0.33
"HW","PostFentonGoethite",344.1463,1,1.64,0.5
"HW","PostFentonGoethite",344.1827,1,1.8,0.4
"HW","PostFentonGoethite",344.2191,1,1.94,0.31
"HW","PostFentonGoethite",345.0827,1,1.29,0.71
"HW","PostFentonGoethite",345.098,1,1,0.39
"HW","PostFentonGoethite",345.1191,1,1.47,0.6
"HW","PostFentonGoethite",345.1303,1,1.57,0.57
"HW","PostFentonGoethite",345.1344,1,1.16,0.32
"HW","PostFentonGoethite",345.1555,1,1.62,0.5
"HW","PostFentonGoethite",345.1707,1,1.3,0.25
"HW","PostFentonGoethite",345.178,1,1.86,0.43
"HW","PostFentonGoethite",345.1919,1,1.76,0.41
"HW","PostFentonGoethite",345.2283,1,1.89,0.33
"HW","PostFentonGoethite",346.162,1,1.79,0.5
"HW","PostFentonGoethite",346.1984,1,1.93,0.4
"HW","PostFentonGoethite",347.0984,1,1.43,0.71
"HW","PostFentonGoethite",347.1136,1,1.11,0.39
"HW","PostFentonGoethite",347.117,1,1.6,0.47
"HW","PostFentonGoethite",347.1348,1,1.6,0.6
"HW","PostFentonGoethite",347.15,1,1.26,0.32
"HW","PostFentonGoethite",347.1711,1,1.75,0.5
"HW","PostFentonGoethite",347.1864,1,1.4,0.25
"HW","PostFentonGoethite",347.2075,1,1.88,0.41
"HW","PostFentonGoethite",347.2262,1,2,0.22
"HW","PostFentonGoethite",347.2439,1,2,0.33
"HW","PostFentonGoethite",348.0936,1,1.46,0.77
"HW","PostFentonGoethite",348.13,1,1.64,0.64
"HW","PostFentonGoethite",349.0776,1,1.38,0.85
"HW","PostFentonGoethite",349.0929,1,1.06,0.47
"HW","PostFentonGoethite",349.114,1,1.57,0.71
"HW","PostFentonGoethite",349.1293,1,1.22,0.39
"HW","PostFentonGoethite",349.1504,1,1.73,0.6
"HW","PostFentonGoethite",349.1657,1,1.37,0.32
"HW","PostFentonGoethite",349.1868,1,1.88,0.5
"HW","PostFentonGoethite",349.202,1,1.5,0.25
"HW","PostFentonGoethite",349.2418,1,2.11,0.22
"HW","PostFentonGoethite",351.0569,1,1.33,1
"HW","PostFentonGoethite",351.0722,1,1,0.56
"HW","PostFentonGoethite",351.0933,1,1.54,0.85
"HW","PostFentonGoethite",351.1085,1,1.18,0.47
"HW","PostFentonGoethite",351.1119,1,1.71,0.57
"HW","PostFentonGoethite",351.1297,1,1.71,0.71
"HW","PostFentonGoethite",351.1449,1,1.33,0.39
"HW","PostFentonGoethite",351.1813,1,1.47,0.32
"HW","PostFentonGoethite",351.1847,1,2,0.38
"HW","PostFentonGoethite",351.2177,1,1.6,0.25
"HW","PostFentonGoethite",351.2211,1,2.12,0.29
"HW","PostFentonGoethite",352.1514,1,1.44,0.38
"HW","PostFentonGoethite",353.0725,1,1.5,1
"HW","PostFentonGoethite",353.0878,1,1.12,0.56
"HW","PostFentonGoethite",353.0912,1,1.69,0.69
"HW","PostFentonGoethite",353.1089,1,1.69,0.85
"HW","PostFentonGoethite",353.1242,1,1.29,0.47
"HW","PostFentonGoethite",353.1276,1,1.86,0.57
"HW","PostFentonGoethite",353.1453,1,1.86,0.71
"HW","PostFentonGoethite",353.1467,1,1.47,0.4
"HW","PostFentonGoethite",353.1606,1,1.44,0.39
"HW","PostFentonGoethite",353.1639,1,2,0.47
"HW","PostFentonGoethite",353.197,1,1.58,0.32
"HW","PostFentonGoethite",353.2003,1,2.12,0.38
"HW","PostFentonGoethite",353.2333,1,1.7,0.25
"HW","PostFentonGoethite",354.1671,1,1.56,0.38
"HW","PostFentonGoethite",355.0671,1,1.07,0.67
"HW","PostFentonGoethite",355.0882,1,1.67,1
"HW","PostFentonGoethite",355.1035,1,1.25,0.56
"HW","PostFentonGoethite",355.1068,1,1.85,0.69
"HW","PostFentonGoethite",355.1398,1,1.41,0.47
"HW","PostFentonGoethite",355.1432,1,2,0.57
"HW","PostFentonGoethite",355.1551,1,1.14,0.24
"HW","PostFentonGoethite",355.1585,1,1.56,0.28
"HW","PostFentonGoethite",355.1623,1,1.6,0.4
"HW","PostFentonGoethite",355.1762,1,1.56,0.39
"HW","PostFentonGoethite",355.1987,1,1.75,0.31
"HW","PostFentonGoethite",355.2126,1,1.68,0.32
"HW","PostFentonGoethite",356.1099,1,1.36,0.57
"HW","PostFentonGoethite",356.1463,1,1.53,0.47
"HW","PostFentonGoethite",356.1827,1,1.69,0.38
"HW","PostFentonGoethite",356.2191,1,1.82,0.29
"HW","PostFentonGoethite",357.0827,1,1.2,0.67
"HW","PostFentonGoethite",357.0861,1,1.83,0.83
"HW","PostFentonGoethite",357.098,1,0.95,0.37
"HW","PostFentonGoethite",357.1191,1,1.38,0.56
"HW","PostFentonGoethite",357.1303,1,1.47,0.53
"HW","PostFentonGoethite",357.1344,1,1.1,0.3
"HW","PostFentonGoethite",357.1416,1,1.57,0.5
"HW","PostFentonGoethite",357.1555,1,1.53,0.47
"HW","PostFentonGoethite",357.1667,1,1.62,0.44
"HW","PostFentonGoethite",357.1707,1,1.24,0.24
"HW","PostFentonGoethite",357.178,1,1.73,0.4
"HW","PostFentonGoethite",357.1919,1,1.67,0.39
"HW","PostFentonGoethite",357.2143,1,1.88,0.31
"HW","PostFentonGoethite",357.2283,1,1.79,0.32
"HW","PostFentonGoethite",358.1256,1,1.5,0.57
"HW","PostFentonGoethite",358.162,1,1.67,0.47
"HW","PostFentonGoethite",358.1984,1,1.81,0.38
"HW","PostFentonGoethite",358.2347,1,1.94,0.29
"HW","PostFentonGoethite",359.0772,1,0.89,0.44
"HW","PostFentonGoethite",359.0984,1,1.33,0.67
"HW","PostFentonGoethite",359.1136,1,1.05,0.37
"HW","PostFentonGoethite",359.1348,1,1.5,0.56
"HW","PostFentonGoethite",359.146,1,1.6,0.53
"HW","PostFentonGoethite",359.15,1,1.2,0.3
"HW","PostFentonGoethite",359.1572,1,1.71,0.5
"HW","PostFentonGoethite",359.1711,1,1.65,0.47
"HW","PostFentonGoethite",359.1864,1,1.33,0.24
"HW","PostFentonGoethite",359.1936,1,1.87,0.4
"HW","PostFentonGoethite",359.2075,1,1.78,0.39
"HW","PostFentonGoethite",359.2439,1,1.89,0.32
"HW","PostFentonGoethite",360.1412,1,1.64,0.57
"HW","PostFentonGoethite",360.1776,1,1.8,0.47
"HW","PostFentonGoethite",360.214,1,1.94,0.38
"HW","PostFentonGoethite",361.0565,1,0.82,0.53
"HW","PostFentonGoethite",361.0929,1,1,0.44
"HW","PostFentonGoethite",361.114,1,1.47,0.67
"HW","PostFentonGoethite",361.1253,1,1.57,0.64
"HW","PostFentonGoethite",361.1293,1,1.16,0.37
"HW","PostFentonGoethite",361.1504,1,1.62,0.56
"HW","PostFentonGoethite",361.1657,1,1.3,0.3
"HW","PostFentonGoethite",361.1868,1,1.76,0.47
"HW","PostFentonGoethite",361.202,1,1.43,0.24
"HW","PostFentonGoethite",361.2232,1,1.89,0.39
"HW","PostFentonGoethite",362.1093,1,1.5,0.71
"HW","PostFentonGoethite",362.1457,1,1.67,0.6
"HW","PostFentonGoethite",363.0722,1,0.94,0.53
"HW","PostFentonGoethite",363.0933,1,1.43,0.79
"HW","PostFentonGoethite",363.1085,1,1.11,0.44
"HW","PostFentonGoethite",363.1297,1,1.6,0.67
"HW","PostFentonGoethite",363.1409,1,1.71,0.64
"HW","PostFentonGoethite",363.1449,1,1.26,0.37
"HW","PostFentonGoethite",363.1661,1,1.75,0.56
"HW","PostFentonGoethite",363.1813,1,1.4,0.3
"HW","PostFentonGoethite",363.2024,1,1.88,0.47
"HW","PostFentonGoethite",363.2177,1,1.52,0.24
"HW","PostFentonGoethite",363.2211,1,2,0.28
"HW","PostFentonGoethite",363.2388,1,2,0.39
"HW","PostFentonGoethite",364.1249,1,1.64,0.71
"HW","PostFentonGoethite",365.0514,1,0.88,0.62
"HW","PostFentonGoethite",365.0725,1,1.38,0.92
"HW","PostFentonGoethite",365.0878,1,1.06,0.53
"HW","PostFentonGoethite",365.0912,1,1.57,0.64
"HW","PostFentonGoethite",365.1089,1,1.57,0.79
"HW","PostFentonGoethite",365.1242,1,1.22,0.44
"HW","PostFentonGoethite",365.1276,1,1.73,0.53
"HW","PostFentonGoethite",365.1453,1,1.73,0.67
"HW","PostFentonGoethite",365.1606,1,1.37,0.37
"HW","PostFentonGoethite",365.1639,1,1.88,0.44
"HW","PostFentonGoethite",365.1817,1,1.88,0.56
"HW","PostFentonGoethite",365.197,1,1.5,0.3
"HW","PostFentonGoethite",365.2003,1,2,0.35
"HW","PostFentonGoethite",365.2333,1,1.62,0.24
"HW","PostFentonGoethite",365.2367,1,2.11,0.28
"HW","PostFentonGoethite",366.1671,1,1.47,0.35
"HW","PostFentonGoethite",367.0671,1,1,0.62
"HW","PostFentonGoethite",367.0882,1,1.54,0.92
"HW","PostFentonGoethite",367.1035,1,1.18,0.53
"HW","PostFentonGoethite",367.1068,1,1.71,0.64
"HW","PostFentonGoethite",367.1246,1,1.71,0.79
"HW","PostFentonGoethite",367.1398,1,1.33,0.44
"HW","PostFentonGoethite",367.1432,1,1.87,0.53
"HW","PostFentonGoethite",367.161,1,1.87,0.67
"HW","PostFentonGoethite",367.1623,1,1.5,0.38
"HW","PostFentonGoethite",367.1762,1,1.47,0.37
"HW","PostFentonGoethite",367.1796,1,2,0.44
"HW","PostFentonGoethite",367.2126,1,1.6,0.3
"HW","PostFentonGoethite",367.216,1,2.12,0.35
"HW","PostFentonGoethite",367.3582,1,2,0.08
"HW","PostFentonGoethite",368.1463,1,1.44,0.44
"HW","PostFentonGoethite",368.1827,1,1.59,0.35
"HW","PostFentonGoethite",369.0675,1,1.5,1.08
"HW","PostFentonGoethite",369.0827,1,1.12,0.62
"HW","PostFentonGoethite",369.0861,1,1.69,0.77
"HW","PostFentonGoethite",369.1038,1,1.69,0.92
"HW","PostFentonGoethite",369.1191,1,1.29,0.53
"HW","PostFentonGoethite",369.1225,1,1.86,0.64
"HW","PostFentonGoethite",369.1402,1,1.86,0.79
"HW","PostFentonGoethite",369.1416,1,1.47,0.47
"HW","PostFentonGoethite",369.1555,1,1.44,0.44
"HW","PostFentonGoethite",369.1589,1,2,0.53
"HW","PostFentonGoethite",369.1707,1,1.18,0.23
"HW","PostFentonGoethite",369.1741,1,1.58,0.26
"HW","PostFentonGoethite",369.178,1,1.62,0.38
"HW","PostFentonGoethite",369.1919,1,1.58,0.37
"HW","PostFentonGoethite",369.2143,1,1.76,0.29
"HW","PostFentonGoethite",369.2283,1,1.7,0.3
"HW","PostFentonGoethite",369.301,1,1.91,0.18
"HW","PostFentonGoethite",370.1256,1,1.4,0.53
"HW","PostFentonGoethite",370.162,1,1.56,0.44
"HW","PostFentonGoethite",370.1984,1,1.71,0.35
"HW","PostFentonGoethite",370.2347,1,1.83,0.28
"HW","PostFentonGoethite",371.062,1,1.07,0.73
"HW","PostFentonGoethite",371.0654,1,1.67,0.92
"HW","PostFentonGoethite",371.0984,1,1.25,0.62
"HW","PostFentonGoethite",371.1017,1,1.85,0.77
"HW","PostFentonGoethite",371.1136,1,1,0.35
"HW","PostFentonGoethite",371.1348,1,1.41,0.53
"HW","PostFentonGoethite",371.146,1,1.5,0.5
"HW","PostFentonGoethite",371.15,1,1.14,0.29
"HW","PostFentonGoethite",371.1534,1,1.56,0.33
"HW","PostFentonGoethite",371.1572,1,1.6,0.47
"HW","PostFentonGoethite",371.1711,1,1.56,0.44
"HW","PostFentonGoethite",371.1824,1,1.65,0.41
"HW","PostFentonGoethite",371.1864,1,1.27,0.23
"HW","PostFentonGoethite",371.1936,1,1.75,0.38
"HW","PostFentonGoethite",371.2075,1,1.68,0.37
"HW","PostFentonGoethite",371.23,1,1.88,0.29
"HW","PostFentonGoethite",371.2439,1,1.8,0.3
"HW","PostFentonGoethite",372.1412,1,1.53,0.53
"HW","PostFentonGoethite",372.1776,1,1.69,0.44
"HW","PostFentonGoethite",372.1889,1,1.8,0.4
"HW","PostFentonGoethite",372.214,1,1.82,0.35
"HW","PostFentonGoethite",373.0776,1,1.2,0.73
"HW","PostFentonGoethite",373.0929,1,0.95,0.42
"HW","PostFentonGoethite",373.0963,1,1.38,0.5
"HW","PostFentonGoethite",373.114,1,1.38,0.62
"HW","PostFentonGoethite",373.1253,1,1.47,0.6
"HW","PostFentonGoethite",373.1293,1,1.1,0.35
"HW","PostFentonGoethite",373.1365,1,1.57,0.57
"HW","PostFentonGoethite",373.1504,1,1.53,0.53
"HW","PostFentonGoethite",373.1616,1,1.62,0.5
"HW","PostFentonGoethite",373.1657,1,1.24,0.29
"HW","PostFentonGoethite",373.1729,1,1.73,0.47
"HW","PostFentonGoethite",373.1868,1,1.67,0.44
"HW","PostFentonGoethite",373.202,1,1.36,0.23
"HW","PostFentonGoethite",373.2093,1,1.88,0.38
"HW","PostFentonGoethite",373.2232,1,1.79,0.37
"HW","PostFentonGoethite",374.1569,1,1.67,0.53
"HW","PostFentonGoethite",374.1933,1,1.81,0.44
"HW","PostFentonGoethite",374.2449,1,1.57,0.14
"HW","PostFentonGoethite",375.0722,1,0.89,0.5
"HW","PostFentonGoethite",375.0933,1,1.33,0.73
"HW","PostFentonGoethite",375.1085,1,1.05,0.42
"HW","PostFentonGoethite",375.1297,1,1.5,0.62
"HW","PostFentonGoethite",375.1409,1,1.6,0.6
"HW","PostFentonGoethite",375.1449,1,1.2,0.35
"HW","PostFentonGoethite",375.1661,1,1.65,0.53
"HW","PostFentonGoethite",375.1813,1,1.33,0.29
"HW","PostFentonGoethite",375.1885,1,1.87,0.47
"HW","PostFentonGoethite",375.2024,1,1.78,0.44
"HW","PostFentonGoethite",375.2177,1,1.45,0.23
"HW","PostFentonGoethite",375.2388,1,1.89,0.37
"HW","PostFentonGoethite",376.1249,1,1.53,0.67
"HW","PostFentonGoethite",377.0514,1,0.82,0.59
"HW","PostFentonGoethite",377.0878,1,1,0.5
"HW","PostFentonGoethite",377.1089,1,1.47,0.73
"HW","PostFentonGoethite",377.1242,1,1.16,0.42
"HW","PostFentonGoethite",377.1453,1,1.62,0.62
"HW","PostFentonGoethite",377.1606,1,1.3,0.35
"HW","PostFentonGoethite",377.1817,1,1.76,0.53
"HW","PostFentonGoethite",377.197,1,1.43,0.29
"HW","PostFentonGoethite",377.2181,1,1.89,0.44
"HW","PostFentonGoethite",378.1042,1,1.5,0.79
"HW","PostFentonGoethite",378.1406,1,1.67,0.67
"HW","PostFentonGoethite",379.0671,1,0.94,0.59
"HW","PostFentonGoethite",379.0882,1,1.43,0.86
"HW","PostFentonGoethite",379.1035,1,1.11,0.5
"HW","PostFentonGoethite",379.1068,1,1.6,0.6
"HW","PostFentonGoethite",379.1246,1,1.6,0.73
"HW","PostFentonGoethite",379.1398,1,1.26,0.42
"HW","PostFentonGoethite",379.161,1,1.75,0.62
"HW","PostFentonGoethite",379.1762,1,1.4,0.35
"HW","PostFentonGoethite",379.1974,1,1.88,0.53
"HW","PostFentonGoethite",379.2126,1,1.52,0.29
"HW","PostFentonGoethite",379.216,1,2,0.33
"HW","PostFentonGoethite",379.2337,1,2,0.44
"HW","PostFentonGoethite",379.249,1,1.64,0.23
"HW","PostFentonGoethite",380.1198,1,1.64,0.79
"HW","PostFentonGoethite",380.1562,1,1.8,0.67
"HW","PostFentonGoethite",381.0463,1,0.88,0.69
"HW","PostFentonGoethite",381.0827,1,1.06,0.59
"HW","PostFentonGoethite",381.1038,1,1.57,0.86
"HW","PostFentonGoethite",381.1191,1,1.22,0.5
"HW","PostFentonGoethite",381.1225,1,1.73,0.6
"HW","PostFentonGoethite",381.1402,1,1.73,0.73
"HW","PostFentonGoethite",381.1555,1,1.37,0.42
"HW","PostFentonGoethite",381.1589,1,1.88,0.5
"HW","PostFentonGoethite",381.1766,1,1.88,0.62
"HW","PostFentonGoethite",381.178,1,1.53,0.35
"HW","PostFentonGoethite",381.1919,1,1.5,0.35
"HW","PostFentonGoethite",381.2283,1,1.62,0.29
"HW","PostFentonGoethite",381.2316,1,2.11,0.33
"HW","PostFentonGoethite",381.3738,1,2,0.08
"HW","PostFentonGoethite",382.162,1,1.47,0.41
"HW","PostFentonGoethite",382.1984,1,1.61,0.33
"HW","PostFentonGoethite",383.062,1,1,0.69
"HW","PostFentonGoethite",383.0831,1,1.54,1
"HW","PostFentonGoethite",383.0984,1,1.18,0.59
"HW","PostFentonGoethite",383.1017,1,1.71,0.71
"HW","PostFentonGoethite",383.1195,1,1.71,0.86
"HW","PostFentonGoethite",383.1348,1,1.33,0.5
"HW","PostFentonGoethite",383.1381,1,1.87,0.6
"HW","PostFentonGoethite",383.1572,1,1.5,0.44
"HW","PostFentonGoethite",383.1711,1,1.47,0.42
"HW","PostFentonGoethite",383.1864,1,1.22,0.22
"HW","PostFentonGoethite",383.1936,1,1.65,0.35
"HW","PostFentonGoethite",383.2075,1,1.6,0.35
"HW","PostFentonGoethite",383.23,1,1.78,0.28
"HW","PostFentonGoethite",383.2439,1,1.71,0.29
"HW","PostFentonGoethite",384.1412,1,1.44,0.5
"HW","PostFentonGoethite",384.1525,1,1.53,0.47
"HW","PostFentonGoethite",384.1776,1,1.59,0.41
"HW","PostFentonGoethite",384.214,1,1.72,0.33
"HW","PostFentonGoethite",385.0776,1,1.12,0.69
"HW","PostFentonGoethite",385.081,1,1.69,0.85
"HW","PostFentonGoethite",385.114,1,1.29,0.59
"HW","PostFentonGoethite",385.1174,1,1.86,0.71
"HW","PostFentonGoethite",385.1293,1,1.05,0.33
"HW","PostFentonGoethite",385.1365,1,1.47,0.53
"HW","PostFentonGoethite",385.1504,1,1.44,0.5
"HW","PostFentonGoethite",385.1657,1,1.18,0.27
"HW","PostFentonGoethite",385.1729,1,1.62,0.44
"HW","PostFentonGoethite",385.1785,1,1.63,0.32
"HW","PostFentonGoethite",385.1868,1,1.58,0.42
"HW","PostFentonGoethite",385.202,1,1.3,0.22
"HW","PostFentonGoethite",385.2093,1,1.76,0.35
"HW","PostFentonGoethite",385.2232,1,1.7,0.35
"HW","PostFentonGoethite",385.2456,1,1.89,0.28
"HW","PostFentonGoethite",385.2596,1,1.81,0.29
"HW","PostFentonGoethite",386.1569,1,1.56,0.5
"HW","PostFentonGoethite",386.1681,1,1.67,0.47
"HW","PostFentonGoethite",386.1933,1,1.71,0.41
"HW","PostFentonGoethite",386.2045,1,1.81,0.38
"HW","PostFentonGoethite",386.2297,1,1.83,0.33
"HW","PostFentonGoethite",387.0933,1,1.25,0.69
"HW","PostFentonGoethite",387.1085,1,1,0.4
"HW","PostFentonGoethite",387.1297,1,1.41,0.59
"HW","PostFentonGoethite",387.1409,1,1.5,0.56
"HW","PostFentonGoethite",387.1449,1,1.14,0.33
"HW","PostFentonGoethite",387.1521,1,1.6,0.53
"HW","PostFentonGoethite",387.1661,1,1.56,0.5
"HW","PostFentonGoethite",387.1813,1,1.27,0.27
"HW","PostFentonGoethite",387.1885,1,1.75,0.44
"HW","PostFentonGoethite",387.2024,1,1.68,0.42
"HW","PostFentonGoethite",387.2177,1,1.39,0.22
"HW","PostFentonGoethite",387.2249,1,1.88,0.35
"HW","PostFentonGoethite",387.2388,1,1.8,0.35
"HW","PostFentonGoethite",388.1362,1,1.53,0.6
"HW","PostFentonGoethite",388.1725,1,1.69,0.5
"HW","PostFentonGoethite",388.2089,1,1.82,0.41
"HW","PostFentonGoethite",389.0759,1,1.83,1
"HW","PostFentonGoethite",389.0878,1,0.95,0.47
"HW","PostFentonGoethite",389.1089,1,1.38,0.69
"HW","PostFentonGoethite",389.1202,1,1.47,0.67
"HW","PostFentonGoethite",389.1242,1,1.1,0.4
"HW","PostFentonGoethite",389.1276,1,1.53,0.47
"HW","PostFentonGoethite",389.1453,1,1.53,0.59
"HW","PostFentonGoethite",389.1606,1,1.24,0.33
"HW","PostFentonGoethite",389.1678,1,1.73,0.53
"HW","PostFentonGoethite",389.1817,1,1.67,0.5
"HW","PostFentonGoethite",389.197,1,1.36,0.27
"HW","PostFentonGoethite",389.2042,1,1.88,0.44
"HW","PostFentonGoethite",389.2181,1,1.79,0.42
"HW","PostFentonGoethite",389.2545,1,1.9,0.35
"HW","PostFentonGoethite",390.1406,1,1.56,0.62
"HW","PostFentonGoethite",390.1518,1,1.67,0.6
"HW","PostFentonGoethite",391.0671,1,0.89,0.56
"HW","PostFentonGoethite",391.0882,1,1.33,0.8
"HW","PostFentonGoethite",391.1035,1,1.05,0.47
"HW","PostFentonGoethite",391.1246,1,1.5,0.69
"HW","PostFentonGoethite",391.1358,1,1.6,0.67
"HW","PostFentonGoethite",391.1398,1,1.2,0.4
"HW","PostFentonGoethite",391.1432,1,1.65,0.47
"HW","PostFentonGoethite",391.161,1,1.65,0.59
"HW","PostFentonGoethite",391.1762,1,1.33,0.33
"HW","PostFentonGoethite",391.1974,1,1.78,0.5
"HW","PostFentonGoethite",391.2126,1,1.45,0.27
"HW","PostFentonGoethite",391.2337,1,1.89,0.42
"HW","PostFentonGoethite",391.2524,1,2,0.25
"HW","PostFentonGoethite",392.1198,1,1.53,0.73
"HW","PostFentonGoethite",392.1562,1,1.69,0.62
"HW","PostFentonGoethite",393.0827,1,1,0.56
"HW","PostFentonGoethite",393.1038,1,1.47,0.8
"HW","PostFentonGoethite",393.1191,1,1.16,0.47
"HW","PostFentonGoethite",393.1402,1,1.62,0.69
"HW","PostFentonGoethite",393.1555,1,1.3,0.4
"HW","PostFentonGoethite",393.1766,1,1.76,0.59
"HW","PostFentonGoethite",393.1919,1,1.43,0.33
"HW","PostFentonGoethite",393.213,1,1.89,0.5
"HW","PostFentonGoethite",393.2283,1,1.55,0.27
"HW","PostFentonGoethite",393.2316,1,2,0.32
"HW","PostFentonGoethite",394.1355,1,1.67,0.73
"HW","PostFentonGoethite",395.062,1,0.94,0.65
"HW","PostFentonGoethite",395.0831,1,1.43,0.93
"HW","PostFentonGoethite",395.0984,1,1.11,0.56
"HW","PostFentonGoethite",395.1017,1,1.6,0.67
"HW","PostFentonGoethite",395.1195,1,1.6,0.8
"HW","PostFentonGoethite",395.1348,1,1.26,0.47
"HW","PostFentonGoethite",395.1381,1,1.75,0.56
"HW","PostFentonGoethite",395.1559,1,1.75,0.69
"HW","PostFentonGoethite",395.1711,1,1.4,0.4
"HW","PostFentonGoethite",395.1923,1,1.88,0.59
"HW","PostFentonGoethite",395.1936,1,1.56,0.33
"HW","PostFentonGoethite",395.2075,1,1.52,0.33
"HW","PostFentonGoethite",395.2439,1,1.64,0.27
"HW","PostFentonGoethite",395.2473,1,2.11,0.32
"HW","PostFentonGoethite",395.3895,1,2,0.08
"HW","PostFentonGoethite",396.1147,1,1.64,0.86
"HW","PostFentonGoethite",396.1412,1,1.35,0.47
"HW","PostFentonGoethite",396.1776,1,1.5,0.39
"HW","PostFentonGoethite",397.0776,1,1.06,0.65
"HW","PostFentonGoethite",397.0988,1,1.57,0.93
"HW","PostFentonGoethite",397.114,1,1.22,0.56
"HW","PostFentonGoethite",397.1174,1,1.73,0.67
"HW","PostFentonGoethite",397.1351,1,1.73,0.8
"HW","PostFentonGoethite",397.1504,1,1.37,0.47
"HW","PostFentonGoethite",397.1657,1,1.13,0.26
"HW","PostFentonGoethite",397.1729,1,1.53,0.41
"HW","PostFentonGoethite",397.1868,1,1.5,0.4
"HW","PostFentonGoethite",397.202,1,1.25,0.21
"HW","PostFentonGoethite",397.2093,1,1.67,0.33
"HW","PostFentonGoethite",397.2232,1,1.62,0.33
"HW","PostFentonGoethite",397.2265,1,2.11,0.39
"HW","PostFentonGoethite",397.2456,1,1.79,0.26
"HW","PostFentonGoethite",397.3323,1,1.92,0.17
"HW","PostFentonGoethite",398.1569,1,1.47,0.47
"HW","PostFentonGoethite",398.1681,1,1.56,0.44
"HW","PostFentonGoethite",398.1933,1,1.61,0.39
"HW","PostFentonGoethite",398.2045,1,1.71,0.35
"HW","PostFentonGoethite",399.0569,1,1,0.75
"HW","PostFentonGoethite",399.0933,1,1.18,0.65
"HW","PostFentonGoethite",399.0967,1,1.71,0.79
"HW","PostFentonGoethite",399.1144,1,1.71,0.93
"HW","PostFentonGoethite",399.1297,1,1.33,0.56
"HW","PostFentonGoethite",399.133,1,1.87,0.67
"HW","PostFentonGoethite",399.1449,1,1.09,0.32
"HW","PostFentonGoethite",399.1521,1,1.5,0.5
"HW","PostFentonGoethite",399.1661,1,1.47,0.47
"HW","PostFentonGoethite",399.1813,1,1.22,0.26
"HW","PostFentonGoethite",399.1885,1,1.65,0.41
"HW","PostFentonGoethite",399.2024,1,1.6,0.4
"HW","PostFentonGoethite",399.2177,1,1.33,0.21
"HW","PostFentonGoethite",399.2249,1,1.78,0.33
"HW","PostFentonGoethite",399.2388,1,1.71,0.33
"HW","PostFentonGoethite",399.2613,1,1.89,0.26
"HW","PostFentonGoethite",399.2752,1,1.82,0.27
"HW","PostFentonGoethite",400.1362,1,1.44,0.56
"HW","PostFentonGoethite",400.1474,1,1.53,0.53
"HW","PostFentonGoethite",400.1725,1,1.59,0.47
"HW","PostFentonGoethite",400.1838,1,1.69,0.44
"HW","PostFentonGoethite",400.2089,1,1.72,0.39
"HW","PostFentonGoethite",400.2202,1,1.82,0.35
"HW","PostFentonGoethite",401.0725,1,1.12,0.75
"HW","PostFentonGoethite",401.0759,1,1.69,0.92
"HW","PostFentonGoethite",401.0878,1,0.9,0.45
"HW","PostFentonGoethite",401.1089,1,1.29,0.65
"HW","PostFentonGoethite",401.1123,1,1.86,0.79
"HW","PostFentonGoethite",401.1202,1,1.38,0.62
"HW","PostFentonGoethite",401.1242,1,1.05,0.38
"HW","PostFentonGoethite",401.1453,1,1.44,0.56
"HW","PostFentonGoethite",401.1606,1,1.18,0.32
"HW","PostFentonGoethite",401.1678,1,1.62,0.5
"HW","PostFentonGoethite",401.1817,1,1.58,0.47
"HW","PostFentonGoethite",401.197,1,1.3,0.26
"HW","PostFentonGoethite",401.2042,1,1.76,0.41
"HW","PostFentonGoethite",401.2181,1,1.7,0.4
"HW","PostFentonGoethite",401.2333,1,1.42,0.21
"HW","PostFentonGoethite",401.2406,1,1.89,0.33
"HW","PostFentonGoethite",401.2545,1,1.81,0.33
"HW","PostFentonGoethite",402.1518,1,1.56,0.56
"HW","PostFentonGoethite",402.163,1,1.67,0.53
"HW","PostFentonGoethite",402.1882,1,1.71,0.47
"HW","PostFentonGoethite",402.1994,1,1.81,0.44
"HW","PostFentonGoethite",403.0882,1,1.25,0.75
"HW","PostFentonGoethite",403.0916,1,1.85,0.92
"HW","PostFentonGoethite",403.1035,1,1,0.45
"HW","PostFentonGoethite",403.1246,1,1.41,0.65
"HW","PostFentonGoethite",403.1358,1,1.5,0.62
"HW","PostFentonGoethite",403.1398,1,1.14,0.38
"HW","PostFentonGoethite",403.161,1,1.56,0.56
"HW","PostFentonGoethite",403.1762,1,1.27,0.32
"HW","PostFentonGoethite",403.1834,1,1.75,0.5
"HW","PostFentonGoethite",403.1949,1,1.39,0.17
