"Mass","Forest","fenton","adsorbed","HC","OC","Class"
443.1784,"HW","PostFenton","sorbed",1.56,0.5,"Aliphatic+N"
443.1784,"HW","PreFenton","new",1.56,0.5,"Aliphatic+N"
443.1923,"HW","PostFenton","unbound",1.52,0.48,"Aliphatic-noN"
443.1923,"HW","PreFenton","unbound",1.52,0.48,"Aliphatic-noN"
443.2075,"HW","PostFenton","unbound",1.28,0.28,"Lignin-like"
443.2075,"HW","PreFenton","unbound",1.28,0.28,"Lignin-like"
443.2147,"HW","PostFenton","unbound",1.68,0.42,"Aliphatic+N"
443.2147,"HW","PreFenton","unbound",1.68,0.42,"Aliphatic+N"
443.2287,"HW","PostFenton","unbound",1.64,0.41,"Aliphatic-noN"
443.2287,"HW","PreFenton","unbound",1.64,0.41,"Aliphatic-noN"
443.2439,"HW","PostFenton","new",1.38,0.23,"Lignin-like"
443.2439,"HW","PreFenton","unbound",1.38,0.23,"Lignin-like"
443.2511,"HW","PostFenton","new",1.8,0.35,"Aliphatic+N"
443.2511,"HW","PreFenton","unbound",1.8,0.35,"Aliphatic+N"
443.265,"HW","PreFenton","new",1.74,0.35,"Aliphatic-noN"
443.2875,"HW","PreFenton","new",1.9,0.29,"Aliphatic+N"
444.1181,"HW","PostFenton","unbound",1.8,0.8,"Carbohydrate-like"
444.1181,"HW","PreFenton","unbound",1.8,0.8,"Carbohydrate-like"
444.1734,"HW","PostFenton","new",1.04,0.11,"Aromatic"
444.21,"HW","PostFenton","unbound",1.72,0.44,"Aliphatic+N"
444.21,"HW","PreFenton","unbound",1.72,0.44,"Aliphatic+N"
444.2464,"HW","PostFenton","new",1.84,0.37,"Aliphatic+N"
444.2464,"HW","PreFenton","unbound",1.84,0.37,"Aliphatic+N"
445.0412,"HW","PostFenton","sorbed",0.7,0.6,"Aromatic"
445.0412,"HW","PreFenton","unbound",0.7,0.6,"Aromatic"
445.0624,"HW","PostFenton","sorbed",1.06,0.82,"Lignin-like"
445.0776,"HW","PostFenton","sorbed",0.86,0.52,"Lignin-like"
445.0776,"HW","PreFenton","unbound",0.86,0.52,"Lignin-like"
445.0988,"HW","PostFenton","sorbed",1.22,0.72,"Lignin-like"
445.0988,"HW","PreFenton","sorbed",1.22,0.72,"Lignin-like"
445.1021,"HW","PostFenton","new",1.73,0.87,"Carbohydrate-like"
445.114,"HW","PostFenton","sorbed",1,0.45,"Lignin-like"
445.114,"HW","PreFenton","unbound",1,0.45,"Lignin-like"
445.1351,"HW","PostFenton","unbound",1.37,0.63,"Lignin-like"
445.1351,"HW","PreFenton","unbound",1.37,0.63,"Lignin-like"
445.1504,"HW","PostFenton","unbound",1.13,0.39,"Lignin-like"
445.1504,"HW","PreFenton","unbound",1.13,0.39,"Lignin-like"
445.1576,"HW","PostFenton","sorbed",1.53,0.59,"Aliphatic+N"
445.1715,"HW","PostFenton","unbound",1.5,0.55,"Aliphatic-noN"
445.1715,"HW","PreFenton","unbound",1.5,0.55,"Aliphatic-noN"
445.1868,"HW","PostFenton","unbound",1.25,0.33,"Lignin-like"
445.1868,"HW","PreFenton","unbound",1.25,0.33,"Lignin-like"
445.194,"HW","PostFenton","unbound",1.67,0.5,"Aliphatic+N"
445.194,"HW","PreFenton","new",1.67,0.5,"Aliphatic+N"
445.2079,"HW","PostFenton","unbound",1.62,0.48,"Aliphatic-noN"
445.2079,"HW","PreFenton","unbound",1.62,0.48,"Aliphatic-noN"
445.2232,"HW","PostFenton","unbound",1.36,0.28,"Lignin-like"
445.2232,"HW","PreFenton","unbound",1.36,0.28,"Lignin-like"
445.2304,"HW","PostFenton","unbound",1.79,0.42,"Aliphatic+N"
445.2304,"HW","PreFenton","unbound",1.79,0.42,"Aliphatic+N"
445.2443,"HW","PostFenton","new",1.73,0.41,"Aliphatic-noN"
445.2443,"HW","PreFenton","unbound",1.73,0.41,"Aliphatic-noN"
445.2596,"HW","PostFenton","new",1.46,0.23,"Lignin-like"
445.2596,"HW","PreFenton","unbound",1.46,0.23,"Lignin-like"
445.2668,"HW","PostFenton","new",1.9,0.35,"Aliphatic+N"
445.2668,"HW","PreFenton","new",1.9,0.35,"Aliphatic+N"
445.2807,"HW","PreFenton","new",1.83,0.35,"Aliphatic-noN"
446.0974,"HW","PostFenton","sorbed",1.79,0.93,"Carbohydrate-like"
446.178,"HW","PostFenton","sorbed",1.61,0.56,"Aliphatic+N"
447.0205,"HW","PreFenton","sorbed",0.63,0.68,"Aromatic"
447.0569,"HW","PostFenton","sorbed",0.8,0.6,"Lignin-like"
447.0569,"HW","PreFenton","unbound",0.8,0.6,"Lignin-like"
447.078,"HW","PostFenton","sorbed",1.18,0.82,"Lignin-like"
447.0814,"HW","PostFenton","sorbed",1.71,1,"Carbohydrate-like"
447.0933,"HW","PostFenton","sorbed",0.95,0.52,"Lignin-like"
447.0933,"HW","PreFenton","unbound",0.95,0.52,"Lignin-like"
447.1144,"HW","PostFenton","unbound",1.33,0.72,"Lignin-like"
447.1144,"HW","PreFenton","unbound",1.33,0.72,"Lignin-like"
447.1178,"HW","PostFenton","new",1.87,0.87,"Carbohydrate-like"
447.1178,"HW","PreFenton","new",1.87,0.87,"Carbohydrate-like"
447.1297,"HW","PostFenton","unbound",1.09,0.45,"Lignin-like"
447.1297,"HW","PreFenton","unbound",1.09,0.45,"Lignin-like"
447.1344,"HW","PostFenton","new",1.2,0.3,"Lignin-like"
447.1344,"HW","PreFenton","new",1.2,0.3,"Lignin-like"
447.1508,"HW","PostFenton","unbound",1.47,0.63,"Lignin-like"
447.1508,"HW","PreFenton","sorbed",1.47,0.63,"Lignin-like"
447.1661,"HW","PostFenton","unbound",1.22,0.39,"Lignin-like"
447.1661,"HW","PreFenton","unbound",1.22,0.39,"Lignin-like"
447.1872,"HW","PostFenton","unbound",1.6,0.55,"Aliphatic-noN"
447.1872,"HW","PreFenton","new",1.6,0.55,"Aliphatic-noN"
447.2024,"HW","PostFenton","unbound",1.33,0.33,"Lignin-like"
447.2024,"HW","PreFenton","unbound",1.33,0.33,"Lignin-like"
447.2097,"HW","PostFenton","sorbed",1.78,0.5,"Aliphatic+N"
447.2236,"HW","PostFenton","unbound",1.71,0.48,"Aliphatic-noN"
447.2236,"HW","PreFenton","unbound",1.71,0.48,"Aliphatic-noN"
447.2388,"HW","PostFenton","new",1.44,0.28,"Lignin-like"
447.2388,"HW","PreFenton","unbound",1.44,0.28,"Lignin-like"
447.26,"HW","PostFenton","new",1.82,0.41,"Aliphatic-noN"
447.26,"HW","PreFenton","new",1.82,0.41,"Aliphatic-noN"
447.2752,"HW","PreFenton","new",1.54,0.23,"Aliphatic-noN"
448.0885,"HW","PreFenton","sorbed",0.95,0.55,"Lignin-like"
449.0362,"HW","PostFenton","sorbed",0.74,0.68,"Aromatic"
449.0362,"HW","PreFenton","unbound",0.74,0.68,"Aromatic"
449.0607,"HW","PostFenton","sorbed",1.69,1.15,"Carbohydrate-like"
449.0725,"HW","PostFenton","sorbed",0.9,0.6,"Lignin-like"
449.0725,"HW","PreFenton","unbound",0.9,0.6,"Lignin-like"
449.0937,"HW","PostFenton","sorbed",1.29,0.82,"Lignin-like"
449.1089,"HW","PostFenton","unbound",1.05,0.52,"Lignin-like"
449.1089,"HW","PreFenton","unbound",1.05,0.52,"Lignin-like"
449.1301,"HW","PostFenton","unbound",1.44,0.72,"Lignin-like"
449.1301,"HW","PreFenton","unbound",1.44,0.72,"Lignin-like"
449.1453,"HW","PostFenton","unbound",1.18,0.45,"Lignin-like"
449.1453,"HW","PreFenton","unbound",1.18,0.45,"Lignin-like"
449.1664,"HW","PostFenton","unbound",1.58,0.63,"Carbohydrate-like"
449.1817,"HW","PostFenton","unbound",1.3,0.39,"Lignin-like"
449.1817,"HW","PreFenton","unbound",1.3,0.39,"Lignin-like"
449.2028,"HW","PostFenton","unbound",1.7,0.55,"Aliphatic-noN"
449.2028,"HW","PreFenton","new",1.7,0.55,"Aliphatic-noN"
449.2181,"HW","PostFenton","unbound",1.42,0.33,"Lignin-like"
449.2181,"HW","PreFenton","unbound",1.42,0.33,"Lignin-like"
449.2392,"HW","PostFenton","new",1.81,0.48,"Aliphatic-noN"
449.2392,"HW","PreFenton","new",1.81,0.48,"Aliphatic-noN"
449.2545,"HW","PostFenton","new",1.52,0.28,"Aliphatic-noN"
449.2545,"HW","PreFenton","unbound",1.52,0.28,"Aliphatic-noN"
450.1253,"HW","PostFenton","sorbed",1.47,0.76,"Lignin-like"
451.0154,"HW","PreFenton","sorbed",0.67,0.78,"Aromatic"
451.0518,"HW","PostFenton","sorbed",0.84,0.68,"Lignin-like"
451.0518,"HW","PreFenton","unbound",0.84,0.68,"Lignin-like"
451.0671,"HW","PreFenton","unbound",0.7,0.43,"Aromatic"
451.0729,"HW","PostFenton","sorbed",1.25,0.94,"Lignin-like"
451.0882,"HW","PostFenton","sorbed",1,0.6,"Lignin-like"
451.0882,"HW","PreFenton","unbound",1,0.6,"Lignin-like"
451.1093,"HW","PostFenton","unbound",1.41,0.82,"Lignin-like"
451.1123,"HW","PreFenton","unbound",1.56,0.69,"Carbohydrate-like"
451.1246,"HW","PostFenton","unbound",1.14,0.52,"Lignin-like"
451.1246,"HW","PreFenton","unbound",1.14,0.52,"Lignin-like"
451.1457,"HW","PostFenton","unbound",1.56,0.72,"Carbohydrate-like"
451.1569,"HW","PostFenton","sorbed",1.65,0.71,"Carbohydrate-like"
451.161,"HW","PostFenton","unbound",1.27,0.45,"Lignin-like"
451.161,"HW","PreFenton","unbound",1.27,0.45,"Lignin-like"
451.1821,"HW","PostFenton","unbound",1.68,0.63,"Carbohydrate-like"
451.1821,"HW","PreFenton","new",1.68,0.63,"Carbohydrate-like"
451.1974,"HW","PostFenton","unbound",1.39,0.39,"Lignin-like"
451.1974,"HW","PreFenton","unbound",1.39,0.39,"Lignin-like"
451.2126,"HW","PreFenton","new",1.19,0.22,"Lignin-like"
451.2198,"HW","PreFenton","new",1.52,0.33,"Aliphatic+N"
451.2337,"HW","PostFenton","unbound",1.5,0.33,"Aliphatic-noN"
451.2337,"HW","PreFenton","unbound",1.5,0.33,"Aliphatic-noN"
451.2549,"HW","PostFenton","new",1.9,0.48,"Aliphatic-noN"
451.2549,"HW","PreFenton","new",1.9,0.48,"Aliphatic-noN"
451.2701,"HW","PreFenton","unbound",1.6,0.28,"Aliphatic-noN"
452.141,"HW","PostFenton","unbound",1.59,0.76,"Carbohydrate-like"
452.2151,"HW","PreFenton","new",1.55,0.35,"Aliphatic+N"
453.0311,"HW","PostFenton","sorbed",0.78,0.78,"Lignin-like"
453.0311,"HW","PreFenton","sorbed",0.78,0.78,"Lignin-like"
453.0463,"HW","PreFenton","unbound",0.64,0.5,"Aromatic"
453.0675,"HW","PostFenton","sorbed",0.95,0.68,"Lignin-like"
453.0675,"HW","PreFenton","unbound",0.95,0.68,"Lignin-like"
453.0827,"HW","PreFenton","unbound",0.78,0.43,"Aromatic"
453.0886,"HW","PostFenton","sorbed",1.38,0.94,"Lignin-like"
453.1038,"HW","PostFenton","unbound",1.1,0.6,"Lignin-like"
453.1038,"HW","PreFenton","unbound",1.1,0.6,"Lignin-like"
453.1191,"HW","PreFenton","unbound",0.92,0.38,"Lignin-like"
453.125,"HW","PostFenton","unbound",1.53,0.82,"Carbohydrate-like"
453.125,"HW","PreFenton","unbound",1.53,0.82,"Carbohydrate-like"
453.1402,"HW","PostFenton","unbound",1.24,0.52,"Lignin-like"
453.1402,"HW","PreFenton","unbound",1.24,0.52,"Lignin-like"
453.1555,"HW","PreFenton","new",1.04,0.32,"Lignin-like"
453.1614,"HW","PostFenton","unbound",1.67,0.72,"Carbohydrate-like"
453.1614,"HW","PreFenton","unbound",1.67,0.72,"Carbohydrate-like"
453.1766,"HW","PostFenton","unbound",1.36,0.45,"Lignin-like"
453.1766,"HW","PreFenton","unbound",1.36,0.45,"Lignin-like"
453.1919,"HW","PreFenton","new",1.15,0.27,"Lignin-like"
453.1991,"HW","PostFenton","new",1.5,0.4,"Aliphatic+N"
453.1991,"HW","PreFenton","new",1.5,0.4,"Aliphatic+N"
453.213,"HW","PostFenton","unbound",1.48,0.39,"Lignin-like"
453.213,"HW","PreFenton","unbound",1.48,0.39,"Lignin-like"
453.2283,"HW","PreFenton","new",1.26,0.22,"Lignin-like"
453.2355,"HW","PostFenton","new",1.62,0.33,"Aliphatic+N"
453.2355,"HW","PreFenton","new",1.62,0.33,"Aliphatic+N"
453.2494,"HW","PostFenton","new",1.58,0.33,"Aliphatic-noN"
453.2494,"HW","PreFenton","unbound",1.58,0.33,"Aliphatic-noN"
453.2719,"HW","PreFenton","new",1.73,0.27,"Aliphatic+N"
453.2858,"HW","PreFenton","new",1.68,0.28,"Aliphatic-noN"
454.1202,"HW","PostFenton","sorbed",1.56,0.88,"Carbohydrate-like"
454.1566,"HW","PostFenton","sorbed",1.71,0.76,"Carbohydrate-like"
454.1943,"HW","PostFenton","new",1.53,0.42,"Aliphatic+N"
454.2307,"HW","PostFenton","new",1.65,0.35,"Aliphatic+N"
454.2307,"HW","PreFenton","new",1.65,0.35,"Aliphatic+N"
454.2671,"HW","PreFenton","new",1.76,0.29,"Aliphatic+N"
455.0256,"HW","PreFenton","sorbed",0.57,0.57,"Condensed Ar"
455.0467,"HW","PostFenton","sorbed",0.89,0.78,"Lignin-like"
455.0467,"HW","PreFenton","sorbed",0.89,0.78,"Lignin-like"
455.062,"HW","PreFenton","unbound",0.73,0.5,"Aromatic"
455.0831,"HW","PostFenton","sorbed",1.05,0.68,"Lignin-like"
455.0831,"HW","PreFenton","unbound",1.05,0.68,"Lignin-like"
455.0984,"HW","PreFenton","unbound",0.87,0.43,"Lignin-like"
455.1042,"HW","PostFenton","unbound",1.5,0.94,"Carbohydrate-like"
455.1195,"HW","PostFenton","unbound",1.2,0.6,"Lignin-like"
455.1195,"HW","PreFenton","unbound",1.2,0.6,"Lignin-like"
455.1348,"HW","PreFenton","unbound",1,0.38,"Lignin-like"
455.1406,"HW","PostFenton","unbound",1.65,0.82,"Carbohydrate-like"
455.1406,"HW","PreFenton","unbound",1.65,0.82,"Carbohydrate-like"
455.1559,"HW","PostFenton","unbound",1.33,0.52,"Lignin-like"
455.1559,"HW","PreFenton","unbound",1.33,0.52,"Lignin-like"
455.1711,"HW","PostFenton","new",1.12,0.32,"Lignin-like"
455.1711,"HW","PreFenton","unbound",1.12,0.32,"Lignin-like"
455.177,"HW","PostFenton","unbound",1.78,0.72,"Carbohydrate-like"
455.177,"HW","PreFenton","unbound",1.78,0.72,"Carbohydrate-like"
455.1923,"HW","PostFenton","unbound",1.45,0.45,"Lignin-like"
455.1923,"HW","PreFenton","unbound",1.45,0.45,"Lignin-like"
455.2075,"HW","PostFenton","new",1.23,0.27,"Lignin-like"
455.2075,"HW","PreFenton","unbound",1.23,0.27,"Lignin-like"
455.2147,"HW","PostFenton","new",1.6,0.4,"Aliphatic+N"
455.2147,"HW","PreFenton","unbound",1.6,0.4,"Aliphatic+N"
455.2287,"HW","PostFenton","unbound",1.57,0.39,"Aliphatic-noN"
455.2287,"HW","PreFenton","unbound",1.57,0.39,"Aliphatic-noN"
455.2439,"HW","PostFenton","new",1.33,0.22,"Lignin-like"
455.2439,"HW","PreFenton","unbound",1.33,0.22,"Lignin-like"
455.2511,"HW","PostFenton","new",1.71,0.33,"Aliphatic+N"
455.2511,"HW","PreFenton","unbound",1.71,0.33,"Aliphatic+N"
455.265,"HW","PostFenton","new",1.67,0.33,"Aliphatic-noN"
455.265,"HW","PreFenton","new",1.67,0.33,"Aliphatic-noN"
455.2803,"HW","PreFenton","new",1.43,0.18,"Lignin-like"
456.1734,"HW","PostFenton","new",1,0.11,"Aromatic"
456.21,"HW","PostFenton","new",1.63,0.42,"Aliphatic+N"
456.21,"HW","PreFenton","unbound",1.63,0.42,"Aliphatic+N"
456.2464,"HW","PostFenton","new",1.75,0.35,"Aliphatic+N"
456.2464,"HW","PreFenton","unbound",1.75,0.35,"Aliphatic+N"
456.2828,"HW","PreFenton","new",1.86,0.29,"Aliphatic+N"
457.0412,"HW","PreFenton","unbound",0.67,0.57,"Aromatic"
457.0624,"HW","PostFenton","sorbed",1,0.78,"Lignin-like"
457.0624,"HW","PreFenton","sorbed",1,0.78,"Lignin-like"
457.0776,"HW","PreFenton","unbound",0.82,0.5,"Aromatic"
457.0988,"HW","PostFenton","unbound",1.16,0.68,"Lignin-like"
457.0988,"HW","PreFenton","sorbed",1.16,0.68,"Lignin-like"
457.114,"HW","PreFenton","unbound",0.96,0.43,"Lignin-like"
457.1199,"HW","PostFenton","unbound",1.62,0.94,"Carbohydrate-like"
457.1351,"HW","PostFenton","unbound",1.3,0.6,"Lignin-like"
457.1351,"HW","PreFenton","unbound",1.3,0.6,"Lignin-like"
457.1504,"HW","PostFenton","unbound",1.08,0.38,"Lignin-like"
457.1504,"HW","PreFenton","unbound",1.08,0.38,"Lignin-like"
457.1563,"HW","PostFenton","unbound",1.76,0.82,"Carbohydrate-like"
457.1563,"HW","PreFenton","unbound",1.76,0.82,"Carbohydrate-like"
457.1715,"HW","PostFenton","unbound",1.43,0.52,"Lignin-like"
457.1715,"HW","PreFenton","unbound",1.43,0.52,"Lignin-like"
457.1868,"HW","PostFenton","unbound",1.2,0.32,"Lignin-like"
457.1868,"HW","PreFenton","unbound",1.2,0.32,"Lignin-like"
457.194,"HW","PostFenton","sorbed",1.58,0.47,"Aliphatic+N"
457.194,"HW","PreFenton","new",1.58,0.47,"Aliphatic+N"
457.2079,"HW","PostFenton","unbound",1.55,0.45,"Aliphatic-noN"
457.2079,"HW","PreFenton","unbound",1.55,0.45,"Aliphatic-noN"
457.2232,"HW","PostFenton","unbound",1.31,0.27,"Lignin-like"
457.2232,"HW","PreFenton","unbound",1.31,0.27,"Lignin-like"
457.2304,"HW","PostFenton","new",1.7,0.4,"Aliphatic+N"
457.2304,"HW","PreFenton","unbound",1.7,0.4,"Aliphatic+N"
457.2443,"HW","PostFenton","new",1.65,0.39,"Aliphatic-noN"
457.2443,"HW","PreFenton","unbound",1.65,0.39,"Aliphatic-noN"
457.2596,"HW","PostFenton","new",1.41,0.22,"Lignin-like"
457.2596,"HW","PreFenton","unbound",1.41,0.22,"Lignin-like"
457.2668,"HW","PostFenton","new",1.81,0.33,"Aliphatic+N"
457.2668,"HW","PreFenton","unbound",1.81,0.33,"Aliphatic+N"
457.282,"HW","PreFenton","new",1.52,0.16,"Aliphatic+N"
457.3171,"HW","PostFenton","sorbed",1.84,0.28,"Aliphatic-noN"
458.1891,"HW","PostFenton","unbound",1.07,0.11,"Aromatic"
458.1891,"HW","PreFenton","new",1.07,0.11,"Aromatic"
458.2256,"HW","PostFenton","new",1.74,0.42,"Aliphatic+N"
458.2256,"HW","PreFenton","unbound",1.74,0.42,"Aliphatic+N"
458.262,"HW","PostFenton","new",1.85,0.35,"Aliphatic+N"
458.262,"HW","PreFenton","unbound",1.85,0.35,"Aliphatic+N"
459.0205,"HW","PreFenton","sorbed",0.6,0.65,"Aromatic"
459.0416,"HW","PostFenton","sorbed",0.94,0.88,"Lignin-like"
459.0569,"HW","PostFenton","sorbed",0.76,0.57,"Aromatic"
459.0569,"HW","PreFenton","unbound",0.76,0.57,"Aromatic"
459.078,"HW","PostFenton","sorbed",1.11,0.78,"Lignin-like"
459.078,"HW","PreFenton","sorbed",1.11,0.78,"Lignin-like"
459.0933,"HW","PostFenton","sorbed",0.91,0.5,"Lignin-like"
459.0933,"HW","PreFenton","unbound",0.91,0.5,"Lignin-like"
459.1144,"HW","PostFenton","sorbed",1.26,0.68,"Lignin-like"
459.1144,"HW","PreFenton","sorbed",1.26,0.68,"Lignin-like"
459.1297,"HW","PostFenton","unbound",1.04,0.43,"Lignin-like"
459.1297,"HW","PreFenton","unbound",1.04,0.43,"Lignin-like"
459.1355,"HW","PostFenton","sorbed",1.75,0.94,"Carbohydrate-like"
459.1508,"HW","PostFenton","unbound",1.4,0.6,"Lignin-like"
459.1508,"HW","PreFenton","unbound",1.4,0.6,"Lignin-like"
459.1661,"HW","PostFenton","unbound",1.17,0.38,"Lignin-like"
459.1661,"HW","PreFenton","unbound",1.17,0.38,"Lignin-like"
459.1733,"HW","PostFenton","unbound",1.56,0.56,"Aliphatic+N"
459.1872,"HW","PostFenton","unbound",1.52,0.52,"Aliphatic-noN"
459.1872,"HW","PreFenton","unbound",1.52,0.52,"Aliphatic-noN"
459.2024,"HW","PostFenton","unbound",1.28,0.32,"Lignin-like"
459.2024,"HW","PreFenton","unbound",1.28,0.32,"Lignin-like"
459.2097,"HW","PostFenton","unbound",1.68,0.47,"Aliphatic+N"
459.2097,"HW","PreFenton","new",1.68,0.47,"Aliphatic+N"
459.2236,"HW","PostFenton","unbound",1.64,0.45,"Aliphatic-noN"
459.2236,"HW","PreFenton","unbound",1.64,0.45,"Aliphatic-noN"
459.2388,"HW","PostFenton","unbound",1.38,0.27,"Lignin-like"
459.2388,"HW","PreFenton","unbound",1.38,0.27,"Lignin-like"
459.246,"HW","PostFenton","new",1.8,0.4,"Aliphatic+N"
459.246,"HW","PreFenton","unbound",1.8,0.4,"Aliphatic+N"
459.26,"HW","PostFenton","new",1.74,0.39,"Aliphatic-noN"
459.26,"HW","PreFenton","unbound",1.74,0.39,"Aliphatic-noN"
459.2752,"HW","PostFenton","new",1.48,0.22,"Lignin-like"
459.2752,"HW","PreFenton","unbound",1.48,0.22,"Lignin-like"
460.1573,"HW","PostFenton","sorbed",1.5,0.61,"Carbohydrate-like"
460.2047,"HW","PostFenton","unbound",1.14,0.11,"Lignin-like"
461.0362,"HW","PostFenton","sorbed",0.7,0.65,"Aromatic"
461.0362,"HW","PreFenton","unbound",0.7,0.65,"Aromatic"
461.0573,"HW","PostFenton","sorbed",1.06,0.88,"Lignin-like"
461.0725,"HW","PostFenton","sorbed",0.86,0.57,"Lignin-like"
461.0725,"HW","PreFenton","unbound",0.86,0.57,"Lignin-like"
461.0937,"HW","PostFenton","sorbed",1.22,0.78,"Lignin-like"
461.0937,"HW","PreFenton","sorbed",1.22,0.78,"Lignin-like"
461.0972,"HW","PostFenton","new",0.39,0.03,"Condensed Ar"
461.1089,"HW","PostFenton","sorbed",1,0.5,"Lignin-like"
461.1089,"HW","PreFenton","unbound",1,0.5,"Lignin-like"
461.1301,"HW","PostFenton","sorbed",1.37,0.68,"Lignin-like"
461.1301,"HW","PreFenton","unbound",1.37,0.68,"Lignin-like"
461.1453,"HW","PostFenton","unbound",1.13,0.43,"Lignin-like"
461.1453,"HW","PreFenton","unbound",1.13,0.43,"Lignin-like"
461.1664,"HW","PostFenton","unbound",1.5,0.6,"Carbohydrate-like"
461.1817,"HW","PostFenton","unbound",1.25,0.38,"Lignin-like"
461.1817,"HW","PreFenton","unbound",1.25,0.38,"Lignin-like"
461.2028,"HW","PostFenton","unbound",1.62,0.52,"Aliphatic-noN"
461.2028,"HW","PreFenton","unbound",1.62,0.52,"Aliphatic-noN"
461.2181,"HW","PostFenton","unbound",1.36,0.32,"Lignin-like"
461.2181,"HW","PreFenton","unbound",1.36,0.32,"Lignin-like"
461.2392,"HW","PostFenton","new",1.73,0.45,"Aliphatic-noN"
461.2392,"HW","PreFenton","unbound",1.73,0.45,"Aliphatic-noN"
461.2545,"HW","PostFenton","new",1.46,0.27,"Lignin-like"
461.2545,"HW","PreFenton","unbound",1.46,0.27,"Lignin-like"
461.2909,"HW","PreFenton","new",1.56,0.22,"Aliphatic-noN"
462.1729,"HW","PostFenton","sorbed",1.61,0.61,"Carbohydrate-like"
463.0518,"HW","PostFenton","sorbed",0.8,0.65,"Lignin-like"
463.0518,"HW","PreFenton","unbound",0.8,0.65,"Lignin-like"
463.0729,"HW","PostFenton","sorbed",1.18,0.88,"Lignin-like"
463.0763,"HW","PostFenton","sorbed",1.71,1.07,"Carbohydrate-like"
463.0882,"HW","PostFenton","sorbed",0.95,0.57,"Lignin-like"
463.0882,"HW","PreFenton","unbound",0.95,0.57,"Lignin-like"
463.1093,"HW","PostFenton","sorbed",1.33,0.78,"Lignin-like"
463.1093,"HW","PreFenton","sorbed",1.33,0.78,"Lignin-like"
463.1246,"HW","PostFenton","unbound",1.09,0.5,"Lignin-like"
463.1246,"HW","PreFenton","unbound",1.09,0.5,"Lignin-like"
463.1457,"HW","PostFenton","unbound",1.47,0.68,"Lignin-like"
463.161,"HW","PostFenton","unbound",1.22,0.43,"Lignin-like"
463.161,"HW","PreFenton","unbound",1.22,0.43,"Lignin-like"
463.1821,"HW","PostFenton","unbound",1.6,0.6,"Carbohydrate-like"
463.1974,"HW","PostFenton","unbound",1.33,0.38,"Lignin-like"
463.1974,"HW","PreFenton","unbound",1.33,0.38,"Lignin-like"
463.2185,"HW","PostFenton","unbound",1.71,0.52,"Aliphatic-noN"
463.2185,"HW","PreFenton","unbound",1.71,0.52,"Aliphatic-noN"
463.2337,"HW","PostFenton","unbound",1.44,0.32,"Lignin-like"
463.2337,"HW","PreFenton","unbound",1.44,0.32,"Lignin-like"
463.2701,"HW","PostFenton","new",1.54,0.27,"Aliphatic-noN"
463.2701,"HW","PreFenton","unbound",1.54,0.27,"Aliphatic-noN"
463.3065,"HW","PreFenton","new",1.63,0.22,"Aliphatic-noN"
465.0311,"HW","PostFenton","sorbed",0.74,0.74,"Lignin-like"
465.0311,"HW","PreFenton","sorbed",0.74,0.74,"Lignin-like"
465.0463,"HW","PreFenton","new",0.61,0.48,"Aromatic"
465.0675,"HW","PostFenton","sorbed",0.9,0.65,"Lignin-like"
465.0675,"HW","PreFenton","unbound",0.9,0.65,"Lignin-like"
465.0827,"HW","PreFenton","new",0.75,0.42,"Aromatic"
465.0886,"HW","PostFenton","sorbed",1.29,0.88,"Lignin-like"
465.1038,"HW","PostFenton","unbound",1.05,0.57,"Lignin-like"
465.1038,"HW","PreFenton","unbound",1.05,0.57,"Lignin-like"
465.125,"HW","PostFenton","unbound",1.44,0.78,"Lignin-like"
465.125,"HW","PreFenton","unbound",1.44,0.78,"Lignin-like"
465.128,"HW","PreFenton","unbound",1.59,0.65,"Carbohydrate-like"
465.1402,"HW","PostFenton","unbound",1.18,0.5,"Lignin-like"
465.1402,"HW","PreFenton","unbound",1.18,0.5,"Lignin-like"
465.1614,"HW","PostFenton","unbound",1.58,0.68,"Carbohydrate-like"
465.1614,"HW","PreFenton","new",1.58,0.68,"Carbohydrate-like"
465.1726,"HW","PostFenton","unbound",1.67,0.67,"Carbohydrate-like"
465.1726,"HW","PreFenton","new",1.67,0.67,"Carbohydrate-like"
465.1766,"HW","PostFenton","unbound",1.3,0.43,"Lignin-like"
465.1766,"HW","PreFenton","unbound",1.3,0.43,"Lignin-like"
465.1977,"HW","PostFenton","new",1.7,0.6,"Carbohydrate-like"
465.213,"HW","PostFenton","unbound",1.42,0.38,"Lignin-like"
465.213,"HW","PreFenton","unbound",1.42,0.38,"Lignin-like"
465.2494,"HW","PostFenton","new",1.52,0.32,"Aliphatic-noN"
465.2494,"HW","PreFenton","unbound",1.52,0.32,"Aliphatic-noN"
465.2858,"HW","PreFenton","new",1.62,0.27,"Aliphatic-noN"
465.3044,"HW","PostFenton","unbound",1.7,0.15,"Aliphatic-noN"
465.3044,"HW","PreFenton","new",1.7,0.15,"Aliphatic-noN"
