soil,Mass,Class,intensity,Forest,Treatment,Fenton,Goethite
Soil_12,455.1559,Lignin,9095059,SW,PostFenton,PostFenton,PreGoethite
Soil_12,455.1923,Lignin,7114641,SW,PostFenton,PostFenton,PreGoethite
Soil_12,455.2075,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,455.2287,Protein,3034510,SW,PostFenton,PostFenton,PreGoethite
Soil_12,457.1715,Lignin,8320784,SW,PostFenton,PostFenton,PreGoethite
Soil_12,457.1868,Lignin,1916175,SW,PostFenton,PostFenton,PreGoethite
Soil_12,457.2079,Protein,5941006,SW,PostFenton,PostFenton,PreGoethite
Soil_12,457.2232,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,457.2443,Protein,2071820,SW,PostFenton,PostFenton,PreGoethite
Soil_12,459.1144,Tannin,5170850,SW,PostFenton,PostFenton,PreGoethite
Soil_12,459.1297,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,459.1508,Lignin,7380640,SW,PostFenton,PostFenton,PreGoethite
Soil_12,459.1661,Lignin,3268255,SW,PostFenton,PostFenton,PreGoethite
Soil_12,459.1872,Protein,7093918,SW,PostFenton,PostFenton,PreGoethite
Soil_12,459.2236,Protein,4256412,SW,PostFenton,PostFenton,PreGoethite
Soil_12,459.2388,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,461.0725,Lignin,3209797,SW,PostFenton,PostFenton,PreGoethite
Soil_12,461.1089,Lignin,3260996,SW,PostFenton,PostFenton,PreGoethite
Soil_12,461.1301,Tannin,3968579,SW,PostFenton,PostFenton,PreGoethite
Soil_12,461.1453,Lignin,4243010,SW,PostFenton,PostFenton,PreGoethite
Soil_12,461.1817,Lignin,4818497,SW,PostFenton,PostFenton,PreGoethite
Soil_12,461.2028,Protein,7446080,SW,PostFenton,PostFenton,PreGoethite
Soil_12,461.2181,Lignin,3123775,SW,PostFenton,PostFenton,PreGoethite
Soil_12,461.2392,Protein,2022462,SW,PostFenton,PostFenton,PreGoethite
Soil_12,463.0518,Tannin,3205627,SW,PostFenton,PostFenton,PreGoethite
Soil_12,463.0882,Lignin,3955193,SW,PostFenton,PostFenton,PreGoethite
Soil_12,463.1246,Lignin,4936184,SW,PostFenton,PostFenton,PreGoethite
Soil_12,463.161,Lignin,5160439,SW,PostFenton,PostFenton,PreGoethite
Soil_12,463.2185,Protein,4121077,SW,PostFenton,PostFenton,PreGoethite
Soil_12,463.2337,Lignin,2952181,SW,PostFenton,PostFenton,PreGoethite
Soil_12,463.2701,Lipid,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,465.125,Tannin,8779200,SW,PostFenton,PostFenton,PreGoethite
Soil_12,465.1402,Lignin,6833600,SW,PostFenton,PostFenton,PreGoethite
Soil_12,465.1766,Lignin,6950335,SW,PostFenton,PostFenton,PreGoethite
Soil_12,465.213,Lignin,4584894,SW,PostFenton,PostFenton,PreGoethite
Soil_12,465.2494,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,467.0467,Tannin,4172186,SW,PostFenton,PostFenton,PreGoethite
Soil_12,467.0831,Tannin,4943258,SW,PostFenton,PostFenton,PreGoethite
Soil_12,467.1195,Lignin,6239641,SW,PostFenton,PostFenton,PreGoethite
Soil_12,467.1406,Carb,13272473,SW,PostFenton,PostFenton,PreGoethite
Soil_12,467.1559,Lignin,7484825,SW,PostFenton,PostFenton,PreGoethite
Soil_12,467.1923,Lignin,6759832,SW,PostFenton,PostFenton,PreGoethite
Soil_12,467.265,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,469.0624,Tannin,4226436,SW,PostFenton,PostFenton,PreGoethite
Soil_12,469.0988,Tannin,5768580,SW,PostFenton,PostFenton,PreGoethite
Soil_12,469.1199,Carb,26645891,SW,PostFenton,PostFenton,PreGoethite
Soil_12,469.1351,Lignin,6927747,SW,PostFenton,PostFenton,PreGoethite
Soil_12,469.1563,Carb,14603651,SW,PostFenton,PostFenton,PreGoethite
Soil_12,469.1715,Lignin,7542147,SW,PostFenton,PostFenton,PreGoethite
Soil_12,469.2079,Lignin,5355907,SW,PostFenton,PostFenton,PreGoethite
Soil_12,469.2232,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,469.2443,Protein,2277251,SW,PostFenton,PostFenton,PreGoethite
Soil_12,471.078,Tannin,4703613,SW,PostFenton,PostFenton,PreGoethite
Soil_12,471.1144,Tannin,5140861,SW,PostFenton,PostFenton,PreGoethite
Soil_12,471.1355,Carb,47928701,SW,PostFenton,PostFenton,PreGoethite
Soil_12,471.1508,Lignin,6315389,SW,PostFenton,PostFenton,PreGoethite
Soil_12,471.1661,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,471.1719,Carb,13878653,SW,PostFenton,PostFenton,PreGoethite
Soil_12,471.1872,Lignin,6354301,SW,PostFenton,PostFenton,PreGoethite
Soil_12,471.2024,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,471.2236,Protein,3853693,SW,PostFenton,PostFenton,PreGoethite
Soil_12,471.2388,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,471.26,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,473.1817,Lignin,2575238,SW,PostFenton,PostFenton,PreGoethite
Soil_12,473.2028,Protein,5129606,SW,PostFenton,PostFenton,PreGoethite
Soil_12,473.2181,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,473.2545,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,474.1729,AminoSugar,4171151,SW,PostFenton,PostFenton,PreGoethite
Soil_12,475.0882,Lignin,3009947,SW,PostFenton,PostFenton,PreGoethite
Soil_12,475.1246,Lignin,3262876,SW,PostFenton,PostFenton,PreGoethite
Soil_12,475.161,Lignin,3852700,SW,PostFenton,PostFenton,PreGoethite
Soil_12,475.1974,Lignin,3927453,SW,PostFenton,PostFenton,PreGoethite
Soil_12,475.2185,Protein,3242397,SW,PostFenton,PostFenton,PreGoethite
Soil_12,475.2337,Lignin,2379677,SW,PostFenton,PostFenton,PreGoethite
Soil_12,475.2701,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,477.0675,Lignin,3204541,SW,PostFenton,PostFenton,PreGoethite
Soil_12,477.125,Tannin,3026879,SW,PostFenton,PostFenton,PreGoethite
Soil_12,477.1726,AminoSugar,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,477.1766,Lignin,5042624,SW,PostFenton,PostFenton,PreGoethite
Soil_12,477.213,Lignin,4497856,SW,PostFenton,PostFenton,PreGoethite
Soil_12,477.2341,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,477.2494,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,477.2858,Lipid,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,479.0467,Tannin,2830315,SW,PostFenton,PostFenton,PreGoethite
Soil_12,479.0831,Lignin,4155884,SW,PostFenton,PostFenton,PreGoethite
Soil_12,479.1195,Lignin,4449773,SW,PostFenton,PostFenton,PreGoethite
Soil_12,479.1559,Lignin,5439982,SW,PostFenton,PostFenton,PreGoethite
Soil_12,479.1923,Lignin,5790191,SW,PostFenton,PostFenton,PreGoethite
Soil_12,479.2287,Lignin,3749360,SW,PostFenton,PostFenton,PreGoethite
Soil_12,479.265,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,481.0624,Tannin,4149797,SW,PostFenton,PostFenton,PreGoethite
Soil_12,481.0988,Lignin,4458022,SW,PostFenton,PostFenton,PreGoethite
Soil_12,481.1715,Lignin,6825512,SW,PostFenton,PostFenton,PreGoethite
Soil_12,481.2079,Lignin,5366313,SW,PostFenton,PostFenton,PreGoethite
Soil_12,481.2443,Protein,2670122,SW,PostFenton,PostFenton,PreGoethite
Soil_12,481.2807,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,483.078,Tannin,3813992,SW,PostFenton,PostFenton,PreGoethite
Soil_12,483.1144,Lignin,4645482,SW,PostFenton,PostFenton,PreGoethite
Soil_12,483.1508,Lignin,5617259,SW,PostFenton,PostFenton,PreGoethite
Soil_12,483.1872,Lignin,6159980,SW,PostFenton,PostFenton,PreGoethite
Soil_12,483.2236,Protein,3879534,SW,PostFenton,PostFenton,PreGoethite
Soil_12,485.0937,Tannin,4080309,SW,PostFenton,PostFenton,PreGoethite
Soil_12,485.1301,Lignin,4098742,SW,PostFenton,PostFenton,PreGoethite
Soil_12,485.1512,Carb,23537335,SW,PostFenton,PostFenton,PreGoethite
Soil_12,485.1817,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,485.2028,Lignin,4719289,SW,PostFenton,PostFenton,PreGoethite
Soil_12,485.2181,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,485.2392,Protein,3183291,SW,PostFenton,PostFenton,PreGoethite
Soil_12,485.2545,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,487.161,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,487.1821,Lignin,4521741,SW,PostFenton,PostFenton,PreGoethite
Soil_12,487.2185,Protein,3173646,SW,PostFenton,PostFenton,PreGoethite
Soil_12,487.2337,Lignin,1810703,SW,PostFenton,PostFenton,PreGoethite
Soil_12,487.2701,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,489.1766,Lignin,3516263,SW,PostFenton,PostFenton,PreGoethite
Soil_12,489.1977,Protein,4097896,SW,PostFenton,PostFenton,PreGoethite
Soil_12,489.213,Lignin,3398505,SW,PostFenton,PostFenton,PreGoethite
Soil_12,489.2494,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,489.2858,Lipid,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,491.0831,Lignin,2377156,SW,PostFenton,PostFenton,PreGoethite
Soil_12,491.1195,Lignin,2777029,SW,PostFenton,PostFenton,PreGoethite
Soil_12,491.1559,Lignin,3818439,SW,PostFenton,PostFenton,PreGoethite
Soil_12,491.1923,Lignin,4373449,SW,PostFenton,PostFenton,PreGoethite
Soil_12,491.2134,Protein,3716042,SW,PostFenton,PostFenton,PreGoethite
Soil_12,491.265,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,492.1835,AminoSugar,5083131,SW,PostFenton,PostFenton,PreGoethite
Soil_12,493.2079,Lignin,5283888,SW,PostFenton,PostFenton,PreGoethite
Soil_12,493.229,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,493.2443,Lignin,3145778,SW,PostFenton,PostFenton,PreGoethite
Soil_12,493.2807,Lipid,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,495.078,Tannin,3591315,SW,PostFenton,PostFenton,PreGoethite
Soil_12,495.1144,Lignin,3658901,SW,PostFenton,PostFenton,PreGoethite
Soil_12,495.1508,Lignin,5349527,SW,PostFenton,PostFenton,PreGoethite
Soil_12,495.1719,Carb,4081816,SW,PostFenton,PostFenton,PreGoethite
Soil_12,495.1872,Lignin,5262488,SW,PostFenton,PostFenton,PreGoethite
Soil_12,495.2236,Lignin,3810458,SW,PostFenton,PostFenton,PreGoethite
Soil_12,495.26,Protein,2403484,SW,PostFenton,PostFenton,PreGoethite
Soil_12,497.0937,Tannin,3985664,SW,PostFenton,PostFenton,PreGoethite
Soil_12,497.1148,Tannin,16267521,SW,PostFenton,PostFenton,PreGoethite
Soil_12,497.1512,Carb,7983363,SW,PostFenton,PostFenton,PreGoethite
Soil_12,497.1664,Lignin,5219588,SW,PostFenton,PostFenton,PreGoethite
Soil_12,497.2392,Protein,3124488,SW,PostFenton,PostFenton,PreGoethite
Soil_12,497.2756,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,499.1305,Carb,32512369,SW,PostFenton,PostFenton,PreGoethite
Soil_12,499.1668,Carb,10310003,SW,PostFenton,PostFenton,PreGoethite
Soil_12,499.1821,Lignin,4686196,SW,PostFenton,PostFenton,PreGoethite
Soil_12,499.2185,Protein,3836278,SW,PostFenton,PostFenton,PreGoethite
Soil_12,499.2337,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,499.2549,Protein,1842552,SW,PostFenton,PostFenton,PreGoethite
Soil_12,501.1461,Carb,42605025,SW,PostFenton,PostFenton,PreGoethite
Soil_12,501.1766,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,501.213,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,501.2494,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,501.2858,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,503.1559,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,503.1923,Lignin,2724436,SW,PostFenton,PostFenton,PreGoethite
Soil_12,503.265,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,505.1715,Lignin,3350209,SW,PostFenton,PostFenton,PreGoethite
Soil_12,505.2079,Lignin,4140739,SW,PostFenton,PostFenton,PreGoethite
Soil_12,505.2443,Lignin,2752197,SW,PostFenton,PostFenton,PreGoethite
Soil_12,505.2807,Lipid,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,507.078,Lignin,2771753,SW,PostFenton,PostFenton,PreGoethite
Soil_12,507.1144,Lignin,2416427,SW,PostFenton,PostFenton,PreGoethite
Soil_12,507.1508,Lignin,2722605,SW,PostFenton,PostFenton,PreGoethite
Soil_12,507.1872,Lignin,4585263,SW,PostFenton,PostFenton,PreGoethite
Soil_12,507.2236,Lignin,3789617,SW,PostFenton,PostFenton,PreGoethite
Soil_12,509.0937,Lignin,2758548,SW,PostFenton,PostFenton,PreGoethite
Soil_12,509.1512,Carb,3832727,SW,PostFenton,PostFenton,PreGoethite
Soil_12,509.1664,Lignin,4360088,SW,PostFenton,PostFenton,PreGoethite
Soil_12,509.2028,Lignin,4542362,SW,PostFenton,PostFenton,PreGoethite
Soil_12,509.2392,Lignin,3268508,SW,PostFenton,PostFenton,PreGoethite
Soil_12,509.2756,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,511.1457,Lignin,3741693,SW,PostFenton,PostFenton,PreGoethite
Soil_12,511.1821,Lignin,4126719,SW,PostFenton,PostFenton,PreGoethite
Soil_12,511.2185,Lignin,4537345,SW,PostFenton,PostFenton,PreGoethite
Soil_12,513.1461,Carb,13356126,SW,PostFenton,PostFenton,PreGoethite
Soil_12,513.1825,Carb,6435936,SW,PostFenton,PostFenton,PreGoethite
Soil_12,513.2494,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,513.2705,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,515.1618,Carb,15133883,SW,PostFenton,PostFenton,PreGoethite
Soil_12,515.1923,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,515.2134,Protein,3059901,SW,PostFenton,PostFenton,PreGoethite
Soil_12,515.2287,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,515.265,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,517.141,Carb,54287630,SW,PostFenton,PostFenton,PreGoethite
Soil_12,517.1715,Lignin,1584912,SW,PostFenton,PostFenton,PreGoethite
Soil_12,517.2079,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,517.2443,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,517.2807,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,519.1872,Lignin,3266909,SW,PostFenton,PostFenton,PreGoethite
Soil_12,519.2963,Lipid,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,521.1301,Lignin,2482081,SW,PostFenton,PostFenton,PreGoethite
Soil_12,521.1664,Lignin,2664354,SW,PostFenton,PostFenton,PreGoethite
Soil_12,521.2028,Lignin,3713444,SW,PostFenton,PostFenton,PreGoethite
Soil_12,521.2392,Lignin,3304869,SW,PostFenton,PostFenton,PreGoethite
Soil_12,521.2756,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,523.1093,Lignin,2309599,SW,PostFenton,PostFenton,PreGoethite
Soil_12,523.1821,Lignin,3821026,SW,PostFenton,PostFenton,PreGoethite
Soil_12,523.2185,Lignin,3761635,SW,PostFenton,PostFenton,PreGoethite
Soil_12,523.2549,Lignin,2463204,SW,PostFenton,PostFenton,PreGoethite
Soil_12,525.1614,Lignin,3010073,SW,PostFenton,PostFenton,PreGoethite
Soil_12,525.2705,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,527.2498,Protein,2814541,SW,PostFenton,PostFenton,PreGoethite
Soil_12,529.2443,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,529.2654,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,529.2807,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,531.1872,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,531.2236,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,531.26,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,533.2756,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,533.312,Lipid,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,535.1821,Lignin,2936534,SW,PostFenton,PostFenton,PreGoethite
Soil_12,535.2185,Lignin,3260119,SW,PostFenton,PostFenton,PreGoethite
Soil_12,535.2549,Lignin,2739927,SW,PostFenton,PostFenton,PreGoethite
Soil_12,535.2913,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,537.2341,Lignin,3400428,SW,PostFenton,PostFenton,PreGoethite
Soil_12,537.2705,Protein,1616108,SW,PostFenton,PostFenton,PreGoethite
Soil_12,539.2134,Lignin,3285756,SW,PostFenton,PostFenton,PreGoethite
Soil_12,539.2498,Lignin,2393340,SW,PostFenton,PostFenton,PreGoethite
Soil_12,539.2862,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,541.1774,Carb,5920520,SW,PostFenton,PostFenton,PreGoethite
Soil_12,543.1567,Carb,15552272,SW,PostFenton,PostFenton,PreGoethite
Soil_12,543.2236,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,543.26,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,547.1821,Lignin,2261268,SW,PostFenton,PostFenton,PreGoethite
Soil_12,547.2185,Lignin,2473748,SW,PostFenton,PostFenton,PreGoethite
Soil_12,547.2549,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,547.2913,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,549.1614,Lignin,1688337,SW,PostFenton,PostFenton,PreGoethite
Soil_12,549.2705,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,551.177,Lignin,2630922,SW,PostFenton,PostFenton,PreGoethite
Soil_12,551.2134,Lignin,2827018,SW,PostFenton,PostFenton,PreGoethite
Soil_12,551.2498,Lignin,2587914,SW,PostFenton,PostFenton,PreGoethite
Soil_12,551.2862,Protein,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,553.2654,Protein,1794305,SW,PostFenton,PostFenton,PreGoethite
Soil_12,559.1516,Carb,27262680,SW,PostFenton,PostFenton,PreGoethite
Soil_12,559.2549,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,561.2341,Lignin,1724102,SW,PostFenton,PostFenton,PreGoethite
Soil_12,561.2705,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,563.2134,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,563.2498,Lignin,2074802,SW,PostFenton,PostFenton,PreGoethite
Soil_12,563.2862,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,565.1927,Lignin,1671327,SW,PostFenton,PostFenton,PreGoethite
Soil_12,571.188,Carb,4886110,SW,PostFenton,PostFenton,PreGoethite
Soil_12,575.2498,Lignin,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,587.1829,Carb,8222124,SW,PostFenton,PostFenton,PreGoethite
Soil_12,603.1778,Carb,22084784,SW,PostFenton,PostFenton,PreGoethite
Soil_12,608.2308,AminoSugar,0,SW,PostFenton,PostFenton,PreGoethite
Soil_12,617.1935,Carb,6873918,SW,PostFenton,PostFenton,PreGoethite
Soil_12,657.2248,Carb,1760399,SW,PostFenton,PostFenton,PreGoethite
Soil_12,661.1833,Carb,19067272,SW,PostFenton,PostFenton,PreGoethite
Soil_12,677.2146,Carb,4681180,SW,PostFenton,PostFenton,PreGoethite
Soil_13,283.2643,Lipid,3046059,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,309.1707,Lipid,4519486,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,311.1136,Lignin,2872918,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,311.15,Protein,2954075,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,313.0929,Lignin,0,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,313.1293,Lignin,2836615,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,313.1657,Protein,3438221,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,314.2085,Lipid,4500273,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,315.0722,Tannin,1694140,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,315.1449,Protein,2955720,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,315.1813,Protein,4702670,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,316.1878,Protein,3400820,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,319.1187,Lignin,1982577,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,321.0616,Lignin,1598678,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,321.098,Lignin,2179293,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,321.1344,Lignin,3168228,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,323.0409,Lignin,0,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,323.0772,Lignin,1810779,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,323.0984,Carb,3474783,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,323.1136,Lignin,3721058,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,323.15,Lignin,4647785,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,323.1864,Lipid,2598769,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,325.0565,Lignin,0,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,325.0929,Lignin,3302131,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,325.1293,Lignin,4781306,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,325.1657,Protein,5247234,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,325.202,Lipid,3465993,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,326.1721,Protein,2990037,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,326.2085,Lipid,5582301,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,327.1085,Lignin,3477662,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,327.1449,Protein,5725862,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,327.1813,Protein,4852398,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,327.2177,Lipid,6894262,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,328.1514,Protein,4980611,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,328.1878,Protein,4295563,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,328.2242,Lipid,5246867,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,329.0878,Lignin,3919446,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,329.1242,Lignin,3192414,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,329.1394,Lignin,1662305,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,329.1606,Protein,9434214,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,329.197,Protein,5384302,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,329.2333,Lipid,11889783,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,330.1671,Protein,3318606,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,330.2034,Protein,11883862,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,331.1035,Lignin,1902122,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,331.1187,Lignin,3073581,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,331.1398,Protein,2478386,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,331.1551,Lignin,2658358,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,331.1762,Protein,12938811,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,331.2126,Protein,4101188,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,333.0616,Lignin,2753029,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,333.098,Lignin,2930702,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,333.1191,AminoSugar,5818388,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,333.1344,Lignin,3906583,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,333.1707,Lignin,3502112,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,335.0772,Lignin,2528261,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,335.1136,Lignin,3696654,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,335.15,Lignin,5863960,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,335.1864,Lignin,3687969,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,337.0201,ConHC,0,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,337.0565,Lignin,2747409,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,337.0929,Lignin,3607067,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,337.1293,Lignin,6220837,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,338.1721,Protein,5442883,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,339.0358,Tannin,0,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,339.0722,Lignin,2428479,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,339.1085,Lignin,5240394,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,339.1449,Lignin,7552596,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,339.1813,Protein,6950494,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,340.1878,Protein,9031550,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,340.2242,Lipid,6272905,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,341.0514,Tannin,0,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,341.0878,Lignin,2886789,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,341.1242,Lignin,8030352,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,341.1606,Protein,10223771,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,341.197,Protein,9285798,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,342.1307,Protein,2936252,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,342.1671,Protein,7636423,HW,PreFentonGoethite,PreFenton,PostGoethite
Soil_13,342.2398,Lipid,9613789,HW,PreFentonGoethite,PreFenton,PostGoethite
