soil,Mass,Class,intensity,Forest,Treatment,Fenton,Goethite
Soil_17,527.2498,Protein,5274452,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,529.2443,Lignin,4565834,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,529.2654,Protein,8940361,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,529.2807,Lignin,5516105,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,531.1872,Lignin,2822968,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,531.2236,Lignin,5260088,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,531.26,Lignin,6220600,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,533.2756,Lignin,6644510,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,533.312,Lipid,5235485,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,535.1821,Lignin,2699519,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,535.2185,Lignin,4611838,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,535.2549,Lignin,7271166,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,535.2913,Protein,5960445,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,537.2341,Lignin,4936407,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,537.2705,Protein,6154966,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,539.2134,Lignin,3307177,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,539.2498,Lignin,4527784,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,539.2862,Protein,4755111,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,541.1774,Carb,4529781,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,543.1567,Carb,2517563,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,543.2236,Lignin,2841145,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,543.26,Lignin,3933752,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,547.1821,Lignin,1611186,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,547.2185,Lignin,3977649,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,547.2549,Lignin,5538224,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,547.2913,Lignin,5269934,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,549.1614,Lignin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,549.2705,Lignin,4707682,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,551.177,Lignin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,551.2134,Lignin,2240786,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,551.2498,Lignin,4928785,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,551.2862,Protein,4227343,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,553.2654,Protein,4316345,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,559.1516,Carb,2635163,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,559.2549,Lignin,3663766,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,561.2341,Lignin,3601197,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,561.2705,Lignin,4445995,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,563.2134,Lignin,3837632,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,563.2498,Lignin,4062909,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,563.2862,Lignin,4758203,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,565.1927,Lignin,1794639,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,571.188,Carb,2604260,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,575.2498,Lignin,3454942,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,587.1829,Carb,2733229,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,603.1778,Carb,6984798,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,608.2308,AminoSugar,6748953,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,617.1935,Carb,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,657.2248,Carb,3463541,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,661.1833,Carb,6157710,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_17,677.2146,Carb,3055223,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,283.2643,Lipid,3295305,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,309.1707,Lipid,5937598,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,311.1136,Lignin,4182794,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,311.15,Protein,4162321,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,313.0929,Lignin,2335592,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,313.1293,Lignin,4210798,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,313.1657,Protein,6310005,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,314.2085,Lipid,3639090,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,315.0722,Tannin,2322128,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,315.1449,Protein,3882462,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,315.1813,Protein,8045029,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,316.1878,Protein,3947168,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,319.1187,Lignin,3075796,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,321.0616,Lignin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,321.098,Lignin,2807902,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,321.1344,Lignin,4800102,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,323.0409,Lignin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,323.0772,Lignin,2355956,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,323.0984,Carb,1848312,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,323.1136,Lignin,4730875,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,323.15,Lignin,6135811,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,323.1864,Lipid,4434954,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,325.0565,Lignin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,325.0929,Lignin,3909532,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,325.1293,Lignin,7122340,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,325.1657,Protein,7125420,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,325.202,Lipid,5604788,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,326.1721,Protein,3081860,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,326.2085,Lipid,4369036,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,327.1085,Lignin,4790097,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,327.1449,Protein,9030489,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,327.1813,Protein,7548769,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,327.2177,Lipid,9153385,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,328.1514,Protein,5902391,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,328.1878,Protein,4075583,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,328.2242,Lipid,5077063,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,329.0878,Lignin,5005577,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,329.1242,Lignin,4725521,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,329.1394,Lignin,3287316,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,329.1606,Protein,47479065,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,329.197,Protein,6867233,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,329.2333,Lipid,15845673,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,330.1671,Protein,2756093,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,330.2034,Protein,11721222,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,331.1035,Lignin,1415892,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,331.1187,Lignin,3699928,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,331.1398,Protein,3667677,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,331.1551,Lignin,5275360,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,331.1762,Protein,54737637,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,331.2126,Protein,5397230,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,333.0616,Lignin,2672286,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,333.098,Lignin,3890343,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,333.1191,AminoSugar,5036204,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,333.1344,Lignin,5424304,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,333.1707,Lignin,6666424,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,335.0772,Lignin,2997378,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,335.1136,Lignin,5419658,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,335.15,Lignin,8713875,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,335.1864,Lignin,8928924,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,337.0201,ConHC,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,337.0565,Lignin,1504872,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,337.0929,Lignin,4662385,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,337.1293,Lignin,8727674,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,338.1721,Protein,5064063,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,339.0358,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,339.0722,Lignin,2718307,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,339.1085,Lignin,6557292,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,339.1449,Lignin,11487861,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,339.1813,Protein,11428479,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,340.1878,Protein,8638337,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,340.2242,Lipid,5710730,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,341.0514,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,341.0878,Lignin,2728042,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,341.1242,Lignin,12024948,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,341.1606,Protein,12635261,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,341.197,Protein,13585542,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,342.1307,Protein,3163515,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,342.1671,Protein,7571845,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,342.2398,Lipid,7196056,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,343.0671,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,343.1035,Lignin,3975805,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,343.1511,Protein,2238602,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,343.1551,Lignin,4355723,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,343.1762,Protein,10219153,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,343.2126,Protein,22611610,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,344.1827,Protein,10893215,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,344.2191,Protein,6433705,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,345.0616,Lignin,1822861,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,345.0827,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,345.098,Lignin,3886231,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,345.1191,Lignin,4282525,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,345.1344,Lignin,7200929,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,345.1555,Protein,53405863,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,345.1919,Protein,6656177,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,345.2283,Protein,27297979,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,346.162,Protein,2191803,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,347.0984,Tannin,8925886,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,347.1136,Lignin,8831683,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,347.1348,AminoSugar,2304713,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,347.15,Lignin,10744525,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,347.1711,Protein,26454739,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,347.1864,Lignin,18217687,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,347.2075,Protein,4993757,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,347.2439,Protein,22579943,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,349.0565,Lignin,1957093,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,349.0929,Lignin,4966639,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,349.1293,Lignin,10433786,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,349.1657,Lignin,15191300,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,349.1868,Protein,10630410,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,351.0358,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,351.0569,Tannin,5158689,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,351.0722,Lignin,3353894,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,351.1449,Lignin,14993210,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,351.1813,Lignin,18640709,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,351.2177,Lipid,23105359,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,353.0514,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,353.0878,Lignin,5121390,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,353.1242,Lignin,10670456,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,353.1606,Lignin,17338755,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,353.197,Protein,16105870,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,354.1671,Protein,3586729,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,355.0307,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,355.0671,Tannin,1976241,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,355.1035,Lignin,7637948,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,355.1762,Protein,19538897,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,355.2126,Protein,10933212,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,356.1463,Protein,8115439,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,356.1827,Protein,9000186,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,357.0463,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,357.0616,ConHC,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,357.0827,Tannin,2605059,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,357.098,Lignin,2749448,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,357.1191,Lignin,8031758,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,357.1344,Lignin,3834899,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,357.1555,Protein,11783705,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,357.1919,Protein,20579876,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,357.2283,Protein,11929134,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,358.1256,AminoSugar,1486648,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,358.162,Protein,4464451,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,358.1984,Protein,18016077,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,359.062,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,359.0984,Tannin,2522200,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,359.1136,Lignin,6117468,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,359.1348,AminoSugar,7739491,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,359.15,Lignin,9306215,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,359.1864,Lignin,5429362,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,359.2075,Protein,26527864,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,359.2439,Protein,17844355,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,360.1776,Protein,3698583,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,361.0565,Lignin,2379931,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,361.0929,Lignin,9351846,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,361.114,Tannin,4462252,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,361.1293,Lignin,11967153,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,361.1504,AminoSugar,17275575,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,361.1657,Lignin,18107068,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,361.1868,Protein,8002242,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,361.202,Lignin,6751942,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,361.2232,Protein,20265677,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,363.0358,ConHC,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,363.0722,Lignin,4956398,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,363.1449,Lignin,18779396,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,363.1661,AminoSugar,9391370,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,363.1813,Lignin,32750862,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,363.2177,Lipid,8545561,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,363.2388,Protein,13255967,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,365.015,ConHC,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,365.0514,Lignin,2570035,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,365.0878,Lignin,6096702,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,365.1089,Carb,2117444,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,365.1242,Lignin,13539144,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,365.1453,AminoSugar,2876751,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,365.1606,Lignin,25300819,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,365.1817,AminoSugar,6935385,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,365.197,Protein,51887966,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,366.1671,Lignin,2447480,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,367.0307,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,367.0671,Lignin,3394429,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,367.1035,Lignin,9224584,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,367.1246,Carb,1893774,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,367.1398,Lignin,17731986,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,367.1762,Lignin,27214237,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,367.2126,Protein,46883239,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,368.1463,Lignin,2141364,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,368.1827,Protein,3727039,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,369.0463,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,369.0827,Lignin,3718080,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,369.1191,Lignin,11400139,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,369.1344,Lignin,2290127,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,369.1555,Lignin,19313621,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,369.1919,Protein,23647199,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,369.2283,Protein,12600298,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,370.162,Protein,7140594,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,370.1984,Protein,9340157,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,371.062,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,371.0984,Lignin,3862010,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,371.1136,Lignin,4302334,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,371.1348,Lignin,12254724,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,371.15,Lignin,4645384,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,371.1864,Lignin,4078098,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,371.2075,Protein,21964312,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,371.2439,Protein,7689763,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,372.1412,Protein,2594588,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,372.1776,Protein,6317862,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,372.214,Protein,10811185,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,373.0565,ConHC,2294297,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,373.0929,Lignin,4463651,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,373.114,Lignin,4373544,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,373.1293,Lignin,8325165,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,373.1504,Protein,7567410,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,373.1657,Lignin,8818743,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,373.2232,Protein,23427142,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,374.1569,Protein,2975044,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,375.0358,ConHC,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,375.0722,Lignin,3595835,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,375.0933,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,375.1297,AminoSugar,5507658,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,375.1661,Protein,7799380,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,375.1813,Lignin,12802648,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,375.2024,Protein,18807390,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,375.2177,Lignin,5518946,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,375.2388,Protein,18197095,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,377.0514,Lignin,2560068,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,377.0878,Lignin,6376526,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,377.1242,Lignin,13765719,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,377.1453,AminoSugar,3713117,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,377.1606,Lignin,25246817,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,377.1817,Protein,6047846,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,377.197,Lignin,14662762,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,377.2181,Protein,7939184,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,379.0307,ConHC,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,379.0671,Lignin,3662407,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,379.1035,Lignin,8676944,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,379.1246,Carb,1947734,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,379.161,AminoSugar,5505631,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,379.1762,Lignin,33418850,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,379.2126,Lipid,15887980,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,381.0827,Lignin,4906039,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,381.1191,Lignin,10668096,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,381.1402,Carb,2830917,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,381.1555,Lignin,21999689,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,381.1766,AminoSugar,4960334,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,381.1919,Protein,37908562,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,381.2283,Lipid,10557530,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,382.162,Lignin,2445625,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,383.0256,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,383.062,Tannin,0,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,383.0984,Lignin,6175251,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,383.1195,Carb,2313240,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,383.1348,Lignin,11909659,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,383.2075,Protein,29823532,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,383.2439,Lipid,5943860,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,384.214,Protein,5216017,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,385.0776,Tannin,1977296,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,385.0929,Lignin,2830291,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,385.114,Lignin,6003672,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,385.1174,Carb,11736025,SW,PreFentonGoethite,PreFenton,PostGoethite
Soil_18,385.1293,Lignin,4019163,SW,PreFentonGoethite,PreFenton,PostGoethite
