Mass,Forest,treatment,intensity,NOSC,Class,fenton,goethite
427.0307,SW,PreFenton,3383943,0.5,ConHC,initial,pre-Goethite
427.0307,HW,PreFenton,3783771.66666667,0.5,ConHC,initial,pre-Goethite
427.0671,HW,PreFentonGoethite,2886738.33333333,0.1904761904761907,ConHC,initial,post-Goethite
427.0671,SW,PostFenton,1874145,0.1904761904761907,ConHC,post-Fenton,pre-Goethite
427.0671,SW,PreFenton,4970969.66666667,0.1904761904761907,ConHC,initial,pre-Goethite
427.0671,HW,PreFenton,5502041.66666667,0.1904761904761907,ConHC,initial,pre-Goethite
427.0729,HW,PostFenton,2010631.5,0.7142857142857144,Tannin,post-Fenton,pre-Goethite
427.1035,HW,PreFentonGoethite,2966610.66666667,-0.09090909090909083,Lignin,initial,post-Goethite
427.1035,HW,PreFenton,4489303.33333333,-0.09090909090909083,Lignin,initial,pre-Goethite
427.1035,SW,PreFenton,4404013,-0.09090909090909083,Lignin,initial,pre-Goethite
427.1035,SW,PreFentonGoethite,2205230.33333333,-0.09090909090909083,Lignin,initial,post-Goethite
427.1399,HW,PreFenton,3805099,-0.3478260869565215,Lignin,initial,pre-Goethite
427.1399,HW,PostFentonGoethite,1663207,-0.3478260869565215,Lignin,post-Fenton,post-Goethite
427.1399,SW,PreFentonGoethite,3047297.33333333,-0.3478260869565215,Lignin,initial,post-Goethite
427.1399,HW,PostFenton,1800281,-0.3478260869565215,Lignin,post-Fenton,pre-Goethite
427.1399,SW,PreFenton,3365503.66666667,-0.3478260869565215,Lignin,initial,pre-Goethite
427.1399,SW,PostFentonGoethite,1857556,-0.3478260869565215,Lignin,post-Fenton,post-Goethite
427.1399,HW,PreFentonGoethite,3619240.33333333,-0.3478260869565215,Lignin,initial,post-Goethite
427.1763,SW,PostFenton,1851097,-0.583333333333333,Lignin,post-Fenton,pre-Goethite
427.1763,SW,PreFentonGoethite,3953535,-0.583333333333333,Lignin,initial,post-Goethite
427.1763,HW,PostFenton,1994831,-0.583333333333333,Lignin,post-Fenton,pre-Goethite
427.1763,HW,PreFentonGoethite,5093117.66666667,-0.583333333333333,Lignin,initial,post-Goethite
427.1763,HW,PreFenton,4206334,-0.583333333333333,Lignin,initial,pre-Goethite
427.1763,SW,PreFenton,3085437.66666667,-0.583333333333333,Lignin,initial,pre-Goethite
427.1763,SW,PostFentonGoethite,3115197,-0.583333333333333,Lignin,post-Fenton,post-Goethite
427.1763,HW,PostFentonGoethite,3191035.66666667,-0.583333333333333,Lignin,post-Fenton,post-Goethite
427.2126,SW,PreFenton,2340304.66666667,-0.7999999999999998,Lignin,initial,pre-Goethite
427.2126,HW,PreFenton,3319036,-0.7999999999999998,Lignin,initial,pre-Goethite
427.2126,HW,PostFentonGoethite,3197860.33333333,-0.7999999999999998,Lignin,post-Fenton,post-Goethite
427.2126,HW,PreFentonGoethite,5240574.33333333,-0.7999999999999998,Lignin,initial,post-Goethite
427.2126,SW,PreFentonGoethite,4179666.33333333,-0.7999999999999998,Lignin,initial,post-Goethite
427.2126,SW,PostFentonGoethite,3109393,-0.7999999999999998,Lignin,post-Fenton,post-Goethite
427.249,SW,PreFentonGoethite,1725989.33333333,-1,Lignin,initial,post-Goethite
427.249,HW,PreFentonGoethite,2478590.33333333,-1,Lignin,initial,post-Goethite
427.249,SW,PostFentonGoethite,1642334.5,-1,Lignin,post-Fenton,post-Goethite
427.249,HW,PreFenton,2158495.5,-1,Lignin,initial,pre-Goethite
428.0623,HW,PreFenton,1869949.5,0.3999999999999999,ConHC,initial,pre-Goethite
428.0987,HW,PreFenton,1994953,0.09523809523809534,Lignin,initial,pre-Goethite
428.1172,SW,PostFenton,2710867,-0.2727272727272725,Lignin,post-Fenton,pre-Goethite
428.2232,HW,PreFenton,1786998.5,-0.7857142857142856,UnsatHC,initial,pre-Goethite
428.2232,HW,PreFentonGoethite,1791149,-0.7857142857142856,UnsatHC,initial,post-Goethite
428.2232,HW,PostFentonGoethite,1682078,-0.7857142857142856,UnsatHC,post-Fenton,post-Goethite
428.2232,SW,PreFentonGoethite,1664319.66666667,-0.7857142857142856,UnsatHC,initial,post-Goethite
428.2595,SW,PreFentonGoethite,1729740.5,-0.9655172413793105,UnsatHC,initial,post-Goethite
428.2595,HW,PreFentonGoethite,1931010.66666667,-0.9655172413793105,UnsatHC,initial,post-Goethite
429.0099,HW,PreFenton,2954897.33333333,0.736842105263158,ConHC,initial,pre-Goethite
429.0099,SW,PreFenton,2370048.33333333,0.736842105263158,ConHC,initial,pre-Goethite
429.0463,HW,PreFenton,6013241.66666667,0.3999999999999999,ConHC,initial,pre-Goethite
429.0463,SW,PreFenton,5565096.66666667,0.3999999999999999,ConHC,initial,pre-Goethite
429.0463,HW,PostFenton,2111052,0.3999999999999999,ConHC,post-Fenton,pre-Goethite
429.0463,HW,PreFentonGoethite,2914051.33333333,0.3999999999999999,ConHC,initial,post-Goethite
429.0827,SW,PreFenton,6184273,0.09523809523809534,Lignin,initial,pre-Goethite
429.0827,HW,PreFenton,6419426,0.09523809523809534,Lignin,initial,pre-Goethite
429.0827,HW,PreFentonGoethite,3486467.66666667,0.09523809523809534,Lignin,initial,post-Goethite
429.0827,HW,PostFenton,2174555.33333333,0.09523809523809534,Lignin,post-Fenton,pre-Goethite
429.0827,SW,PreFentonGoethite,2155443.66666667,0.09523809523809534,Lignin,initial,post-Goethite
429.0827,SW,PostFenton,2609730.5,0.09523809523809534,Lignin,post-Fenton,pre-Goethite
429.1191,SW,PreFentonGoethite,3538694.33333333,-0.18181818181818166,Lignin,initial,post-Goethite
429.1191,HW,PreFenton,5854858.66666667,-0.18181818181818166,Lignin,initial,pre-Goethite
429.1191,HW,PreFentonGoethite,4581465,-0.18181818181818166,Lignin,initial,post-Goethite
429.1191,HW,PostFenton,2502489.66666667,-0.18181818181818166,Lignin,post-Fenton,pre-Goethite
429.1191,SW,PostFenton,2928960,-0.18181818181818166,Lignin,post-Fenton,pre-Goethite
429.1191,SW,PreFenton,6115320.66666667,-0.18181818181818166,Lignin,initial,pre-Goethite
429.1191,HW,PostFentonGoethite,2084446.5,-0.18181818181818166,Lignin,post-Fenton,post-Goethite
429.1555,SW,PreFentonGoethite,5434286.66666667,-0.43478260869565233,Lignin,initial,post-Goethite
429.1555,HW,PostFenton,3584344.33333333,-0.43478260869565233,Lignin,post-Fenton,pre-Goethite
429.1555,HW,PreFentonGoethite,7043502.66666667,-0.43478260869565233,Lignin,initial,post-Goethite
429.1555,HW,PostFentonGoethite,4236600.33333333,-0.43478260869565233,Lignin,post-Fenton,post-Goethite
429.1555,HW,PreFenton,5914589.66666667,-0.43478260869565233,Lignin,initial,pre-Goethite
429.1555,SW,PostFenton,2580473.66666667,-0.43478260869565233,Lignin,post-Fenton,pre-Goethite
429.1555,SW,PostFentonGoethite,4354820.66666667,-0.43478260869565233,Lignin,post-Fenton,post-Goethite
429.1555,SW,PreFenton,5188939.33333333,-0.43478260869565233,Lignin,initial,pre-Goethite
429.1627,SW,PostFenton,2288377.33333333,-0.7777777777777777,UnsatHC,post-Fenton,pre-Goethite
429.1627,HW,PreFenton,2452810.5,-0.7777777777777777,UnsatHC,initial,pre-Goethite
429.1627,SW,PostFentonGoethite,2624089.33333333,-0.7777777777777777,UnsatHC,post-Fenton,post-Goethite
429.1627,HW,PostFentonGoethite,3303735.66666667,-0.7777777777777777,UnsatHC,post-Fenton,post-Goethite
429.1627,HW,PreFentonGoethite,1972970.5,-0.7777777777777777,UnsatHC,initial,post-Goethite
429.1627,HW,PostFenton,3241986.33333333,-0.7777777777777777,UnsatHC,post-Fenton,pre-Goethite
429.1919,SW,PreFentonGoethite,6968918.66666667,-0.666666666666667,Lignin,initial,post-Goethite
429.1919,HW,PreFentonGoethite,9089454.33333333,-0.666666666666667,Lignin,initial,post-Goethite
429.1919,HW,PreFenton,5778395.33333333,-0.666666666666667,Lignin,initial,pre-Goethite
429.1919,HW,PostFentonGoethite,6313952.66666667,-0.666666666666667,Lignin,post-Fenton,post-Goethite
429.1919,SW,PostFentonGoethite,6243416,-0.666666666666667,Lignin,post-Fenton,post-Goethite
429.1919,HW,PostFenton,2890241.33333333,-0.666666666666667,Lignin,post-Fenton,pre-Goethite
429.1919,SW,PostFenton,2713505.33333333,-0.666666666666667,Lignin,post-Fenton,pre-Goethite
429.1919,SW,PreFenton,4422643.33333333,-0.666666666666667,Lignin,initial,pre-Goethite
429.2283,HW,PreFenton,3903278.33333333,-0.8799999999999999,Lignin,initial,pre-Goethite
429.2283,SW,PostFentonGoethite,3800320.66666667,-0.8799999999999999,Lignin,post-Fenton,post-Goethite
429.2283,HW,PostFentonGoethite,3730057.33333333,-0.8799999999999999,Lignin,post-Fenton,post-Goethite
429.2283,HW,PreFentonGoethite,6554712.66666667,-0.8799999999999999,Lignin,initial,post-Goethite
429.2283,SW,PreFenton,2992112.66666667,-0.8799999999999999,Lignin,initial,pre-Goethite
429.2283,SW,PreFentonGoethite,4777556.66666667,-0.8799999999999999,Lignin,initial,post-Goethite
429.2647,HW,PreFentonGoethite,2353923.33333333,-1.0769230769230766,Lignin,initial,post-Goethite
429.2647,SW,PreFentonGoethite,1820476.5,-1.0769230769230766,Lignin,initial,post-Goethite
430.078,HW,PreFenton,2289435.5,0.2999999999999998,Lignin,initial,pre-Goethite
430.1578,HW,PostFentonGoethite,1675514.66666667,-0.6538461538461542,UnsatHC,post-Fenton,post-Goethite
430.2025,SW,PostFentonGoethite,1684449,-0.666666666666667,Lignin,post-Fenton,post-Goethite
430.2388,HW,PreFentonGoethite,1761879,-0.8571428571428568,UnsatHC,initial,post-Goethite
431.0256,HW,PreFentonGoethite,2113237.5,0.6315789473684212,ConHC,initial,post-Goethite
431.0256,HW,PreFenton,5100042,0.6315789473684212,ConHC,initial,pre-Goethite
431.0256,SW,PostFenton,1841052,0.6315789473684212,ConHC,post-Fenton,pre-Goethite
431.0256,SW,PreFenton,4193128.33333333,0.6315789473684212,ConHC,initial,pre-Goethite
431.0256,HW,PostFenton,1813765,0.6315789473684212,ConHC,post-Fenton,pre-Goethite
431.062,SW,PostFenton,3115160.5,0.2999999999999998,Lignin,post-Fenton,pre-Goethite
431.062,HW,PreFenton,8138588.66666667,0.2999999999999998,Lignin,initial,pre-Goethite
431.062,SW,PreFenton,7766203,0.2999999999999998,Lignin,initial,pre-Goethite
431.062,HW,PreFentonGoethite,3515816.33333333,0.2999999999999998,Lignin,initial,post-Goethite
431.062,HW,PostFenton,3058435.33333333,0.2999999999999998,Lignin,post-Fenton,pre-Goethite
431.1348,SW,PreFenton,7473333,-0.2727272727272725,Lignin,initial,pre-Goethite
431.1348,SW,PostFentonGoethite,4557460.33333333,-0.2727272727272725,Lignin,post-Fenton,post-Goethite
431.1348,SW,PostFenton,3824198,-0.2727272727272725,Lignin,post-Fenton,pre-Goethite
431.1348,HW,PostFenton,4672085,-0.2727272727272725,Lignin,post-Fenton,pre-Goethite
431.1348,HW,PreFentonGoethite,7102205.33333333,-0.2727272727272725,Lignin,initial,post-Goethite
431.1348,SW,PreFentonGoethite,6156754.66666667,-0.2727272727272725,Lignin,initial,post-Goethite
431.1348,HW,PostFentonGoethite,4711611.66666667,-0.2727272727272725,Lignin,post-Fenton,post-Goethite
431.1348,HW,PreFenton,8293207.66666667,-0.2727272727272725,Lignin,initial,pre-Goethite
431.1711,HW,PreFenton,8735914.33333333,-0.5217391304347823,Lignin,initial,pre-Goethite
431.1711,HW,PreFentonGoethite,11520424,-0.5217391304347823,Lignin,initial,post-Goethite
431.1711,SW,PostFenton,4096920,-0.5217391304347823,Lignin,post-Fenton,pre-Goethite
431.1711,HW,PostFentonGoethite,9392313,-0.5217391304347823,Lignin,post-Fenton,post-Goethite
431.1711,SW,PreFentonGoethite,8992890.66666667,-0.5217391304347823,Lignin,initial,post-Goethite
431.1711,SW,PreFenton,7121415.33333333,-0.5217391304347823,Lignin,initial,pre-Goethite
431.1711,SW,PostFentonGoethite,8561298.33333333,-0.5217391304347823,Lignin,post-Fenton,post-Goethite
431.1711,HW,PostFenton,5044819.33333333,-0.5217391304347823,Lignin,post-Fenton,pre-Goethite
431.1784,SW,PreFenton,2064903,-0.8518518518518521,UnsatHC,initial,pre-Goethite
431.1784,HW,PostFenton,3849128.33333333,-0.8518518518518521,UnsatHC,post-Fenton,pre-Goethite
431.1784,HW,PostFentonGoethite,4220771,-0.8518518518518521,UnsatHC,post-Fenton,post-Goethite
431.1784,SW,PreFentonGoethite,1915514,-0.8518518518518521,UnsatHC,initial,post-Goethite
431.1784,SW,PostFentonGoethite,3358183.66666667,-0.8518518518518521,UnsatHC,post-Fenton,post-Goethite
431.1784,SW,PostFenton,3015917,-0.8518518518518521,UnsatHC,post-Fenton,pre-Goethite
431.1784,HW,PreFentonGoethite,2746279.66666667,-0.8518518518518521,UnsatHC,initial,post-Goethite
431.1784,HW,PreFenton,2468777.66666667,-0.8518518518518521,UnsatHC,initial,pre-Goethite
431.2075,SW,PreFenton,6220633.66666667,-0.75,Lignin,initial,pre-Goethite
431.2075,HW,PreFenton,7766525,-0.75,Lignin,initial,pre-Goethite
431.2075,SW,PostFentonGoethite,8908091,-0.75,Lignin,post-Fenton,post-Goethite
431.2075,HW,PostFenton,3483217.66666667,-0.75,Lignin,post-Fenton,pre-Goethite
431.2075,HW,PostFentonGoethite,8389473,-0.75,Lignin,post-Fenton,post-Goethite
431.2075,SW,PostFenton,2949354,-0.75,Lignin,post-Fenton,pre-Goethite
431.2075,HW,PreFentonGoethite,12790866.3333333,-0.75,Lignin,initial,post-Goethite
431.2075,SW,PreFentonGoethite,9768397.33333333,-0.75,Lignin,initial,post-Goethite
431.2439,SW,PreFenton,3078145.66666667,-0.96,Lignin,initial,pre-Goethite
431.2439,HW,PreFenton,3593722.33333333,-0.96,Lignin,initial,pre-Goethite
431.2439,HW,PreFentonGoethite,6079228.66666667,-0.96,Lignin,initial,post-Goethite
431.2439,SW,PostFentonGoethite,3706339.66666667,-0.96,Lignin,post-Fenton,post-Goethite
431.2439,SW,PreFentonGoethite,4763423.66666667,-0.96,Lignin,initial,post-Goethite
431.2439,HW,PostFentonGoethite,3460446.66666667,-0.96,Lignin,post-Fenton,post-Goethite
432.0572,HW,PreFenton,2241196.5,0.5263157894736841,ConHC,initial,pre-Goethite
432.0936,HW,PreFenton,2621354.5,0.20000000000000018,Lignin,initial,pre-Goethite
432.1301,HW,PreFenton,1756840,-0.0952380952380949,Lignin,initial,pre-Goethite
433.0049,HW,PreFenton,2265633.66666667,0.8888888888888888,ConHC,initial,pre-Goethite
433.0049,SW,PreFenton,1910128.66666667,0.8888888888888888,ConHC,initial,pre-Goethite
433.0413,HW,PreFentonGoethite,2740121,0.5263157894736841,ConHC,initial,post-Goethite
433.0413,HW,PostFenton,3167222.33333333,0.5263157894736841,ConHC,post-Fenton,pre-Goethite
433.0413,HW,PreFenton,7346206.66666667,0.5263157894736841,ConHC,initial,pre-Goethite
433.0413,SW,PostFenton,2759907.66666667,0.5263157894736841,ConHC,post-Fenton,pre-Goethite
433.0413,SW,PreFenton,6917144.33333333,0.5263157894736841,ConHC,initial,pre-Goethite
433.0658,HW,PostFenton,3527157,-0.23529411764705888,ConHC,post-Fenton,pre-Goethite
433.0658,SW,PostFenton,2761441.66666667,-0.23529411764705888,ConHC,post-Fenton,pre-Goethite
433.0776,SW,PreFentonGoethite,2234692.66666667,0.20000000000000018,Lignin,initial,post-Goethite
433.0776,HW,PreFentonGoethite,4034968.66666667,0.20000000000000018,Lignin,initial,post-Goethite
433.0776,SW,PreFenton,9293844.66666667,0.20000000000000018,Lignin,initial,pre-Goethite
433.0776,HW,PostFenton,4015263,0.20000000000000018,Lignin,post-Fenton,pre-Goethite
433.0776,HW,PreFenton,9217052,0.20000000000000018,Lignin,initial,pre-Goethite
433.0776,SW,PostFenton,3667338.66666667,0.20000000000000018,Lignin,post-Fenton,pre-Goethite
433.093,HW,PreFenton,2037228.5,-0.08333333333333304,ConHC,initial,pre-Goethite
433.093,SW,PreFentonGoethite,1880486,-0.08333333333333304,ConHC,initial,post-Goethite
433.093,HW,PreFentonGoethite,2513967,-0.08333333333333304,ConHC,initial,post-Goethite
433.114,HW,PreFenton,10850670.6666667,-0.0952380952380949,Lignin,initial,pre-Goethite
433.114,SW,PreFenton,10802535,-0.0952380952380949,Lignin,initial,pre-Goethite
433.114,SW,PostFenton,4695090,-0.0952380952380949,Lignin,post-Fenton,pre-Goethite
433.114,HW,PreFentonGoethite,6687128,-0.0952380952380949,Lignin,initial,post-Goethite
433.114,SW,PostFentonGoethite,3566447.33333333,-0.0952380952380949,Lignin,post-Fenton,post-Goethite
433.114,HW,PostFentonGoethite,3957468.33333333,-0.0952380952380949,Lignin,post-Fenton,post-Goethite
433.114,HW,PostFenton,5352946.33333333,-0.0952380952380949,Lignin,post-Fenton,pre-Goethite
433.114,SW,PreFentonGoethite,5327852.33333333,-0.0952380952380949,Lignin,initial,post-Goethite
433.1504,HW,PostFenton,7638512.33333333,-0.3636363636363633,Lignin,post-Fenton,pre-Goethite
433.1504,SW,PreFentonGoethite,8990697.66666667,-0.3636363636363633,Lignin,initial,post-Goethite
433.1504,HW,PreFenton,10378945,-0.3636363636363633,Lignin,initial,pre-Goethite
433.1504,HW,PreFentonGoethite,10970178.3333333,-0.3636363636363633,Lignin,initial,post-Goethite
433.1504,SW,PreFenton,9338894.33333333,-0.3636363636363633,Lignin,initial,pre-Goethite
433.1504,HW,PostFentonGoethite,9975855,-0.3636363636363633,Lignin,post-Fenton,post-Goethite
433.1504,SW,PostFenton,6480601.33333333,-0.3636363636363633,Lignin,post-Fenton,pre-Goethite
433.1504,SW,PostFentonGoethite,9604290.66666667,-0.3636363636363633,Lignin,post-Fenton,post-Goethite
433.1868,SW,PreFenton,8553142.33333333,-0.6086956521739131,Lignin,initial,pre-Goethite
433.1868,SW,PostFentonGoethite,12326762.6666667,-0.6086956521739131,Lignin,post-Fenton,post-Goethite
433.1868,SW,PreFentonGoethite,11706342.6666667,-0.6086956521739131,Lignin,initial,post-Goethite
433.1868,HW,PreFenton,10258110.6666667,-0.6086956521739131,Lignin,initial,pre-Goethite
433.1868,HW,PostFentonGoethite,13292930,-0.6086956521739131,Lignin,post-Fenton,post-Goethite
433.1868,SW,PostFenton,5371605.66666667,-0.6086956521739131,Lignin,post-Fenton,pre-Goethite
433.1868,HW,PreFentonGoethite,15731778,-0.6086956521739131,Lignin,initial,post-Goethite
433.1868,HW,PostFenton,6527470.66666667,-0.6086956521739131,Lignin,post-Fenton,pre-Goethite
433.194,HW,PostFenton,2706414.33333333,-0.9259259259259256,UnsatHC,post-Fenton,pre-Goethite
433.194,SW,PostFenton,2065108.66666667,-0.9259259259259256,UnsatHC,post-Fenton,pre-Goethite
433.194,HW,PreFenton,1776915,-0.9259259259259256,UnsatHC,initial,pre-Goethite
433.2232,SW,PostFenton,3176913.5,-0.833333333333333,Lignin,post-Fenton,pre-Goethite
433.2232,SW,PreFentonGoethite,10227684.3333333,-0.833333333333333,Lignin,initial,post-Goethite
433.2232,HW,PreFentonGoethite,11682881.6666667,-0.833333333333333,Lignin,initial,post-Goethite
433.2232,HW,PostFenton,2781506,-0.833333333333333,Lignin,post-Fenton,pre-Goethite
433.2232,SW,PostFentonGoethite,8673128.33333333,-0.833333333333333,Lignin,post-Fenton,post-Goethite
433.2232,HW,PostFentonGoethite,7951743.33333333,-0.833333333333333,Lignin,post-Fenton,post-Goethite
433.2232,HW,PreFenton,6961851.66666667,-0.833333333333333,Lignin,initial,pre-Goethite
433.2232,SW,PreFenton,6553608.66666667,-0.833333333333333,Lignin,initial,pre-Goethite
433.2595,HW,PreFentonGoethite,4450710.66666667,-1.04,Lipid,initial,post-Goethite
433.2595,HW,PreFenton,2639202,-1.04,Lipid,initial,pre-Goethite
433.2595,SW,PreFenton,2097157.33333333,-1.04,Lipid,initial,pre-Goethite
433.2595,SW,PreFentonGoethite,3994935,-1.04,Lipid,initial,post-Goethite
433.2595,HW,PostFentonGoethite,2340220.66666667,-1.04,Lipid,post-Fenton,post-Goethite
433.2595,SW,PostFentonGoethite,2582715.33333333,-1.04,Lipid,post-Fenton,post-Goethite
433.3323,HW,PostFentonGoethite,2406434,-1.4074074074074074,Lipid,post-Fenton,post-Goethite
433.3323,SW,PostFentonGoethite,2586876.5,-1.4074074074074074,Lipid,post-Fenton,post-Goethite
434.0729,HW,PreFenton,2299437,0.42105263157894735,Lignin,initial,pre-Goethite
434.0729,SW,PreFenton,1627070.66666667,0.42105263157894735,Lignin,initial,pre-Goethite
434.1093,HW,PreFenton,2195061,0.10000000000000009,Lignin,initial,pre-Goethite
434.1933,SW,PreFentonGoethite,1902575.33333333,-0.2857142857142856,Lignin,initial,post-Goethite
434.1933,HW,PreFentonGoethite,2326191.5,-0.2857142857142856,Lignin,initial,post-Goethite
435.0357,HW,PreFenton,2100588,0.36363636363636376,ConHC,initial,pre-Goethite
435.0357,SW,PreFenton,1633175,0.36363636363636376,ConHC,initial,pre-Goethite
435.0722,HW,PreFenton,2099921.33333333,0.08695652173913038,ConHC,initial,pre-Goethite
435.0722,SW,PreFenton,1807205.66666667,0.08695652173913038,ConHC,initial,pre-Goethite
435.0722,HW,PreFentonGoethite,1784732,0.08695652173913038,ConHC,initial,post-Goethite
435.0814,SW,PostFenton,3166912.66666667,-0.2941176470588234,ConHC,post-Fenton,pre-Goethite
435.0814,HW,PostFenton,3996381.33333333,-0.2941176470588234,ConHC,post-Fenton,pre-Goethite
437.0515,HW,PreFenton,2736169.66666667,0.27272727272727293,ConHC,initial,pre-Goethite
437.0515,SW,PreFenton,2238980,0.27272727272727293,ConHC,initial,pre-Goethite
437.0515,HW,PreFentonGoethite,2298213.66666667,0.27272727272727293,ConHC,initial,post-Goethite
437.1242,HW,PreFenton,2037335,-0.25,Lignin,initial,pre-Goethite
437.1242,HW,PreFentonGoethite,2077014,-0.25,Lignin,initial,post-Goethite
437.1242,SW,PreFenton,1754962.66666667,-0.25,Lignin,initial,pre-Goethite
439.0307,HW,PreFentonGoethite,1815130.5,0.4761904761904763,ConHC,initial,post-Goethite
439.0307,SW,PreFenton,1935430.33333333,0.4761904761904763,ConHC,initial,pre-Goethite
439.0307,HW,PreFenton,2666534,0.4761904761904763,ConHC,initial,pre-Goethite
439.0671,HW,PreFenton,3344930.66666667,0.18181818181818166,ConHC,initial,pre-Goethite
439.0671,HW,PreFentonGoethite,2276166.66666667,0.18181818181818166,ConHC,initial,post-Goethite
439.0671,SW,PreFenton,3503597.66666667,0.18181818181818166,ConHC,initial,pre-Goethite
439.1035,HW,PreFenton,2810570,-0.08695652173913082,Lignin,initial,pre-Goethite
439.1035,SW,PreFenton,2823316.66666667,-0.08695652173913082,Lignin,initial,pre-Goethite
439.1035,HW,PreFentonGoethite,2149190,-0.08695652173913082,Lignin,initial,post-Goethite
439.1398,HW,PreFenton,2639040,-0.33333333333333304,Lignin,initial,pre-Goethite
439.1398,SW,PreFenton,2067601.33333333,-0.33333333333333304,Lignin,initial,pre-Goethite
439.1398,HW,PreFentonGoethite,2245104.33333333,-0.33333333333333304,Lignin,initial,post-Goethite
439.1398,SW,PreFentonGoethite,1673783.5,-0.33333333333333304,Lignin,initial,post-Goethite
439.1762,HW,PostFentonGoethite,1771037.5,-0.5599999999999996,Lignin,post-Fenton,post-Goethite
439.1762,SW,PreFentonGoethite,1944116.5,-0.5599999999999996,Lignin,initial,post-Goethite
439.1762,HW,PreFentonGoethite,2703855.33333333,-0.5599999999999996,Lignin,initial,post-Goethite
439.1762,HW,PreFenton,2116121,-0.5599999999999996,Lignin,initial,pre-Goethite
439.2126,HW,PreFentonGoethite,2960196.33333333,-0.7692307692307692,Lignin,initial,post-Goethite
440.1171,SW,PostFentonGoethite,2465329.66666667,-0.2608695652173916,Lignin,post-Fenton,post-Goethite
440.1171,SW,PostFenton,2813269.33333333,-0.2608695652173916,Lignin,post-Fenton,pre-Goethite
441.0099,HW,PreFenton,2258803.66666667,0.7000000000000002,ConHC,initial,pre-Goethite
441.0463,HW,PreFentonGoethite,2261118,0.38095238095238093,ConHC,initial,post-Goethite
441.0463,HW,PreFenton,3957275.33333333,0.38095238095238093,ConHC,initial,pre-Goethite
441.0463,SW,PreFenton,3534806,0.38095238095238093,ConHC,initial,pre-Goethite
441.0827,HW,PreFenton,4197741,0.09090909090909083,Lignin,initial,pre-Goethite
441.0827,SW,PreFenton,4073767.66666667,0.09090909090909083,Lignin,initial,pre-Goethite
441.0827,HW,PreFentonGoethite,2800253.33333333,0.09090909090909083,Lignin,initial,post-Goethite
441.1191,HW,PreFentonGoethite,2969895,-0.17391304347826075,Lignin,initial,post-Goethite
441.1191,HW,PreFenton,3964094.66666667,-0.17391304347826075,Lignin,initial,pre-Goethite
441.1191,SW,PreFenton,3649827.66666667,-0.17391304347826075,Lignin,initial,pre-Goethite
441.1191,SW,PreFentonGoethite,2181992.66666667,-0.17391304347826075,Lignin,initial,post-Goethite
441.1555,SW,PreFenton,2754677.66666667,-0.41666666666666696,Lignin,initial,pre-Goethite
441.1555,SW,PreFentonGoethite,2775397.66666667,-0.41666666666666696,Lignin,initial,post-Goethite
441.1555,HW,PreFenton,3051366.33333333,-0.41666666666666696,Lignin,initial,pre-Goethite
441.1555,SW,PostFentonGoethite,1919355,-0.41666666666666696,Lignin,post-Fenton,post-Goethite
441.1555,HW,PreFentonGoethite,3748305.33333333,-0.41666666666666696,Lignin,initial,post-Goethite
441.1555,HW,PostFentonGoethite,2015401,-0.41666666666666696,Lignin,post-Fenton,post-Goethite
441.1919,SW,PostFentonGoethite,3003704,-0.6399999999999997,Lignin,post-Fenton,post-Goethite
441.1919,HW,PostFentonGoethite,3242064.33333333,-0.6399999999999997,Lignin,post-Fenton,post-Goethite
441.1919,SW,PreFentonGoethite,3891554.66666667,-0.6399999999999997,Lignin,initial,post-Goethite
441.1919,HW,PreFenton,3498851,-0.6399999999999997,Lignin,initial,pre-Goethite
441.1919,SW,PreFenton,2662684.66666667,-0.6399999999999997,Lignin,initial,pre-Goethite
441.1919,HW,PreFentonGoethite,5533990,-0.6399999999999997,Lignin,initial,post-Goethite
441.1919,HW,PostFenton,1904648.5,-0.6399999999999997,Lignin,post-Fenton,pre-Goethite
441.2283,HW,PreFenton,2933258.66666667,-0.8461538461538458,Lignin,initial,pre-Goethite
441.2283,HW,PostFentonGoethite,2425592,-0.8461538461538458,Lignin,post-Fenton,post-Goethite
441.2283,SW,PreFentonGoethite,2780682.33333333,-0.8461538461538458,Lignin,initial,post-Goethite
441.2283,HW,PreFentonGoethite,4326352.33333333,-0.8461538461538458,Lignin,initial,post-Goethite
441.2283,SW,PostFentonGoethite,2165301.33333333,-0.8461538461538458,Lignin,post-Fenton,post-Goethite
441.2283,SW,PreFenton,1882051.66666667,-0.8461538461538458,Lignin,initial,pre-Goethite
441.2647,HW,PreFentonGoethite,2257530.33333333,-1.0370370370370372,Lignin,initial,post-Goethite
441.2647,SW,PreFentonGoethite,2096305.66666667,-1.0370370370370372,Lignin,initial,post-Goethite
441.2647,HW,PostFentonGoethite,1665000,-1.0370370370370372,Lignin,post-Fenton,post-Goethite
442.2388,HW,PostFentonGoethite,1624722,-0.8275862068965516,UnsatHC,post-Fenton,post-Goethite
442.2388,HW,PreFentonGoethite,2167746,-0.8275862068965516,UnsatHC,initial,post-Goethite
442.2388,SW,PreFentonGoethite,1924190,-0.8275862068965516,UnsatHC,initial,post-Goethite
443.0256,HW,PreFenton,3853158.66666667,0.6000000000000001,ConHC,initial,pre-Goethite
443.0256,SW,PreFenton,3103163.33333333,0.6000000000000001,ConHC,initial,pre-Goethite
443.0256,HW,PreFentonGoethite,1971590,0.6000000000000001,ConHC,initial,post-Goethite
