"C","H","N","O","S","P","Mass","HC","OC","DBE","CRAM","AI_mod","Class","KM","NKM","KMD"
20,26,0,16,0,0,521.1148,1.3,0.8,8,"O",0,"HighUnsatLign",521.23531,521,0.23531
20,26,0,17,0,0,537.1097,1.3,0.85,8,"O",-0.043478261,"HighUnsatLign",537.23392,537,0.23392
20,28,0,14,0,0,491.1406,1.4,0.7,7,"O",0,"HighUnsatLign",491.2542,491,0.2542
20,29,1,16,0,0,538.1414,1.45,0.8,7,"O",-0.136363636,"HighUnsatLign",538.26579,538,0.26579
20,31,1,15,0,0,524.1621,1.55,0.75,6,"O",-0.173913043,"SatFatAcCarb",524.2833,524,0.2833
20,31,1,18,0,0,572.1468,1.55,0.9,6,"O",-0.35,"SatFatAcCarb",572.27914,572,0.27914
20,32,4,10,0,0,487.2046,1.6,0.5,7,"O",0,"Aliphat+N",487.31722,487,0.31722
20,33,1,15,0,0,526.1777,1.65,0.75,5,"O",-0.260869565,"SatFatAcCarb",526.29941,526,0.29941
20,34,0,19,0,0,577.1622,1.7,0.95,4,"O",-0.523809524,"SatFatAcCarb",577.29561,577,0.29561
20,36,0,14,0,0,499.2032,1.8,0.7,3,"O",-0.307692308,"SatFatAcCarb",499.31866,499,0.31866
20,36,0,16,0,0,531.1931,1.8,0.8,3,"O",-0.416666667,"SatFatAcCarb",531.31589,531,0.31589
21,18,0,16,0,0,525.0522,0.86,0.76,13,"CRAM",0.384615385,"HighUnsatLign",525.17362,525,0.17362
21,20,0,17,0,0,543.0628,0.95,0.81,12,"O",0.28,"HighUnsatLign",543.18835,543,0.18835
21,22,0,16,0,0,529.0835,1.05,0.76,11,"O",0.230769231,"HighUnsatLign",529.20585,529,0.20585
21,24,0,4,0,0,339.1602,1.14,0.19,10,"O",0.421052632,"HighUnsatLign",339.23861,339,0.23861
21,24,0,16,0,0,531.0992,1.14,0.76,10,"O",0.153846154,"HighUnsatLign",531.22197,531,0.22197
21,26,0,15,0,0,517.1199,1.24,0.71,9,"O",0.111111111,"HighUnsatLign",517.23947,517,0.23947
21,28,0,14,0,0,503.1406,1.33,0.67,8,"O",0.071428571,"HighUnsatLign",503.25697,503,0.25697
21,28,0,15,0,0,519.1355,1.33,0.71,8,"O",0.037037037,"HighUnsatLign",519.25559,519,0.25559
21,30,0,14,0,0,505.1563,1.43,0.67,7,"O",0,"HighUnsatLign",505.27309,505,0.27309
21,30,0,15,0,0,521.1512,1.43,0.71,7,"O",-0.037037037,"HighUnsatLign",521.2717,521,0.2717
21,30,0,16,0,0,537.1461,1.43,0.76,7,"O",-0.076923077,"HighUnsatLign",537.27031,537,0.27031
21,30,0,20,0,0,601.1258,1.43,0.95,7,"O",-0.272727273,"HighUnsatLign",601.26477,601,0.26477
21,32,0,14,0,0,507.1719,1.52,0.67,6,"O",-0.071428571,"SatFatAcCarb",507.2892,507,0.2892
21,33,1,17,0,0,570.1676,1.57,0.81,6,"O",-0.260869565,"SatFatAcCarb",570.29941,570,0.29941
21,34,0,13,0,0,493.1927,1.62,0.62,5,"O",-0.103448276,"SatFatAcCarb",493.30671,493,0.30671
21,35,1,16,0,0,556.1883,1.67,0.76,5,"O",-0.291666667,"SatFatAcCarb",556.31692,556,0.31692
21,35,1,17,0,0,572.1832,1.67,0.81,5,"O",-0.347826087,"SatFatAcCarb",572.31553,572,0.31553
22,20,0,17,0,0,555.0628,0.91,0.77,13,"O",0.333333333,"HighUnsatLign",555.19112,555,0.19112
22,22,0,16,0,0,541.0835,1,0.73,12,"O",0.285714286,"HighUnsatLign",541.20862,541,0.20862
22,22,0,17,0,0,557.0784,1,0.77,12,"O",0.259259259,"HighUnsatLign",557.20724,557,0.20724
22,26,0,15,0,0,529.1199,1.18,0.68,10,"O",0.172413793,"HighUnsatLign",529.24224,529,0.24224
22,26,0,16,0,0,545.1148,1.18,0.73,10,"O",0.142857143,"HighUnsatLign",545.24086,545,0.24086
22,28,0,15,0,0,531.1355,1.27,0.68,9,"O",0.103448276,"HighUnsatLign",531.25836,531,0.25836
22,30,0,14,0,0,517.1563,1.36,0.64,8,"O",0.066666667,"HighUnsatLign",517.27586,517,0.27586
22,32,0,21,0,0,631.1363,1.45,0.95,7,"O",-0.304347826,"HighUnsatLign",631.28227,631,0.28227
22,34,0,13,0,0,505.1927,1.55,0.59,6,"O",-0.032258065,"UnSatAliph_noN",505.30948,505,0.30948
22,34,0,16,0,0,553.1774,1.55,0.73,6,"O",-0.142857143,"SatFatAcCarb",553.30532,553,0.30532
22,38,0,18,0,0,589.1985,1.73,0.82,4,"O",-0.384615385,"SatFatAcCarb",589.33478,589,0.33478
22,38,0,19,0,0,605.1935,1.73,0.86,4,"O",-0.44,"SatFatAcCarb",605.33339,605,0.33339
22,42,0,4,0,0,369.301,1.91,0.18,2,"O",0,"UnSatAliph_noN",369.38643,369,0.38643
22,44,0,2,0,0,339.3269,2,0.09,1,"O",0,"UnSatAliph_noN",339.40532,339,0.40532
23,22,0,17,0,0,569.0784,0.96,0.74,13,"O",0.310344828,"HighUnsatLign",569.21001,569,0.21001
23,24,0,16,0,0,555.0992,1.04,0.7,12,"O",0.266666667,"HighUnsatLign",555.22752,555,0.22752
23,24,0,17,0,0,571.0941,1.04,0.74,12,"O",0.24137931,"HighUnsatLign",571.22613,571,0.22613
23,26,0,16,0,0,557.1148,1.13,0.7,11,"O",0.2,"HighUnsatLign",557.24363,557,0.24363
23,28,0,15,0,0,543.1355,1.22,0.65,10,"O",0.161290323,"HighUnsatLign",543.26113,543,0.26113
23,32,0,14,0,0,531.1719,1.39,0.61,8,"O",0.0625,"HighUnsatLign",531.29475,531,0.29475
23,32,0,19,0,0,611.1465,1.39,0.83,8,"O",-0.111111111,"HighUnsatLign",611.28782,611,0.28782
23,34,0,13,0,0,517.1927,1.48,0.57,7,"O",0.03030303,"HighUnsatLign",517.31226,517,0.31226
23,34,0,22,0,0,661.1469,1.48,0.96,7,"O",-0.333333333,"HighUnsatLign",661.29978,661,0.29978
23,38,0,22,0,0,665.1782,1.65,0.96,5,"O",-0.5,"SatFatAcCarb",665.33201,665,0.33201
23,40,0,19,0,0,619.2091,1.74,0.83,4,"O",-0.407407407,"SatFatAcCarb",619.35228,619,0.35228
23,40,0,20,0,0,635.204,1.74,0.87,4,"O",-0.461538462,"SatFatAcCarb",635.3509,635,0.3509
23,46,0,2,0,0,353.3425,2,0.09,1,"O",0,"UnSatAliph_noN",353.42421,353,0.42421
24,24,0,16,0,0,567.0992,1,0.67,13,"CRAM",0.3125,"HighUnsatLign",567.23029,567,0.23029
24,28,0,15,0,0,555.1355,1.17,0.62,11,"O",0.212121212,"HighUnsatLign",555.26391,555,0.26391
24,32,0,14,0,0,543.1719,1.33,0.58,9,"O",0.117647059,"HighUnsatLign",543.29753,543,0.29753
24,32,0,15,0,0,559.1668,1.33,0.62,9,"O",0.090909091,"HighUnsatLign",559.29614,559,0.29614
24,34,0,14,0,0,545.1876,1.42,0.58,8,"O",0.058823529,"HighUnsatLign",545.31364,545,0.31364
24,36,0,14,0,0,547.2032,1.5,0.58,7,"O",0,"UnSatAliph_noN",547.32976,547,0.32976
24,36,0,18,0,0,611.1829,1.5,0.75,7,"O",-0.133333333,"SatFatAcCarb",611.32421,611,0.32421
24,39,3,17,0,0,640.2207,1.62,0.71,7,"O",-0.24,"SatFatAcCarb",640.36871,640,0.36871
24,41,3,17,0,0,642.2363,1.71,0.71,6,"O",-0.32,"SatFatAcCarb",642.38483,642,0.38483
24,46,0,4,0,0,397.3323,1.92,0.17,2,"O",0,"UnSatAliph_noN",397.42421,397,0.42421
25,28,0,15,0,0,567.1355,1.12,0.6,12,"CRAM",0.257142857,"HighUnsatLign",567.26668,567,0.26668
25,36,0,13,0,0,543.2083,1.44,0.52,8,"O",0.081081081,"HighUnsatLign",543.33392,543,0.33392
25,36,0,14,0,0,559.2032,1.44,0.56,8,"O",0.055555556,"HighUnsatLign",559.33254,559,0.33254
25,36,0,21,0,0,671.1676,1.44,0.84,8,"O",-0.172413793,"HighUnsatLign",671.32283,671,0.32283
25,40,0,18,0,0,627.2142,1.6,0.72,6,"O",-0.1875,"SatFatAcCarb",627.35922,627,0.35922
25,42,0,23,0,0,709.2044,1.68,0.92,5,"O",-0.481481481,"SatFatAcCarb",709.3684,709,0.3684
25,44,0,18,0,0,631.2455,1.76,0.72,4,"O",-0.3125,"SatFatAcCarb",631.39145,631,0.39145
26,34,0,15,0,0,585.1825,1.31,0.58,10,"O",0.135135135,"HighUnsatLign",585.31781,585,0.31781
26,36,0,14,0,0,571.2032,1.38,0.54,9,"O",0.105263158,"HighUnsatLign",571.33531,571,0.33531
26,38,0,14,0,0,573.2189,1.46,0.54,8,"O",0.052631579,"HighUnsatLign",573.35143,573,0.35143
26,38,0,21,0,0,685.1833,1.46,0.81,8,"O",-0.161290323,"HighUnsatLign",685.34172,685,0.34172
26,38,0,22,0,0,701.1782,1.46,0.85,8,"O",-0.2,"HighUnsatLign",701.34033,701,0.34033
26,42,0,24,0,0,737.1993,1.62,0.92,6,"O",-0.428571429,"SatFatAcCarb",737.36979,737,0.36979
26,44,0,22,0,0,707.2251,1.69,0.85,5,"O",-0.4,"SatFatAcCarb",707.38868,707,0.38868
26,44,0,23,0,0,723.2201,1.69,0.88,5,"O",-0.448275862,"SatFatAcCarb",723.38729,723,0.38729
27,34,0,14,0,0,581.1876,1.26,0.52,11,"CRAM",0.2,"HighUnsatLign",581.32197,581,0.32197
27,34,0,15,0,0,597.1825,1.26,0.56,11,"O",0.179487179,"HighUnsatLign",597.32058,597,0.32058
27,38,0,14,0,0,585.2189,1.41,0.52,9,"O",0.1,"HighUnsatLign",585.3542,585,0.3542
27,42,0,22,0,0,717.2095,1.56,0.81,7,"O",-0.25,"SatFatAcCarb",717.37534,717,0.37534
27,44,0,22,0,0,719.2251,1.63,0.81,6,"O",-0.3125,"SatFatAcCarb",719.39146,719,0.39146
28,32,1,3,0,1,460.2047,1.14,0.11,14,"O",0.469387755,"HighUnsatLign",460.31112,460,0.31112
28,40,0,14,0,0,599.2345,1.43,0.5,9,"O",0.095238095,"HighUnsatLign",599.37309,599,0.37309
28,42,0,23,0,0,745.2044,1.5,0.82,8,"O",-0.212121212,"SatFatAcCarb",745.37673,745,0.37673
28,42,0,24,0,0,761.1993,1.5,0.86,8,"O",-0.25,"SatFatAcCarb",761.37534,761,0.37534
28,44,0,24,0,0,763.215,1.57,0.86,7,"O",-0.3125,"SatFatAcCarb",763.39146,763,0.39146
29,46,0,24,0,0,777.2306,1.59,0.83,7,"O",-0.294117647,"SatFatAcCarb",777.41035,777,0.41035
30,34,1,4,0,1,502.2153,1.13,0.13,15,"O",0.461538462,"HighUnsatLign",502.3314,502,0.3314
31,34,1,4,0,1,514.2153,1.1,0.13,16,"O",0.481481481,"HighUnsatLign",514.33417,514,0.33417
31,36,1,5,0,1,532.2258,1.16,0.16,15,"O",0.433962264,"HighUnsatLign",532.3489,532,0.3489
39,18,0,5,0,0,565.1081,0.46,0.13,31,"O",0.780821918,"CondAr",565.23882,565,0.23882
12,20,0,11,1,0,371.0654,1.67,0.92,3,"O",-0.636363636,"SatFatAcCarb",371.15116,371,0.15116
13,19,1,10,0,0,348.0936,1.46,0.77,5,"O",-0.071428571,"HighUnsatLign",348.17411,348,0.17411
13,19,3,7,0,0,328.115,1.46,0.54,6,"CRAM",0.153846154,"HighUnsatLign",328.19089,328,0.19089
13,22,0,9,1,0,353.0912,1.69,0.69,3,"O",-0.333333333,"SatFatAcCarb",353.17282,353,0.17282
13,22,0,10,1,0,369.0861,1.69,0.77,3,"O",-0.428571429,"SatFatAcCarb",369.17144,369,0.17144
13,22,0,11,1,0,385.081,1.69,0.85,3,"O",-0.538461538,"SatFatAcCarb",385.17005,385,0.17005
13,22,4,6,0,0,329.1467,1.69,0.46,5,"CRAM",0,"Aliphat+N",329.22277,329,0.22277
13,24,0,8,1,0,339.1119,1.85,0.62,2,"O",-0.375,"SatFatAcCarb",339.19033,339,0.19033
13,24,0,9,1,0,355.1068,1.85,0.69,2,"O",-0.466666667,"SatFatAcCarb",355.18894,355,0.18894
14,19,3,7,0,0,340.115,1.36,0.5,7,"CRAM",0.266666667,"HighUnsatLign",340.19367,340,0.19367
14,20,0,7,0,0,299.1136,1.43,0.5,5,"O",0.142857143,"HighUnsatLign",299.18279,299,0.18279
14,21,3,6,0,0,326.1358,1.5,0.43,6,"CRAM",0.1875,"Aliphat+N",326.21117,326,0.21117
14,22,0,7,0,0,301.1293,1.57,0.5,4,"O",0.047619048,"UnSatAliph_noN",301.19891,301,0.19891
14,22,0,9,1,0,365.0912,1.57,0.64,4,"O",-0.176470588,"SatFatAcCarb",365.1756,365,0.1756
14,22,4,6,0,0,341.1467,1.57,0.43,6,"CRAM",0.142857143,"Aliphat+N",341.22554,341,0.22554
14,23,1,9,0,0,348.13,1.64,0.64,4,"O",-0.117647059,"SatFatAcCarb",348.2105,348,0.2105
14,24,0,8,0,0,319.1398,1.71,0.57,3,"O",-0.1,"UnSatAliph_noN",319.21364,319,0.21364
14,24,0,8,1,0,351.1119,1.71,0.57,3,"O",-0.222222222,"UnSatAliph_noN",351.1931,351,0.1931
14,24,0,9,1,0,367.1068,1.71,0.64,3,"O",-0.294117647,"SatFatAcCarb",367.19171,367,0.19171
14,24,0,10,1,0,383.1017,1.71,0.71,3,"O",-0.375,"SatFatAcCarb",383.19033,383,0.19033
14,24,0,11,1,0,399.0967,1.71,0.79,3,"O",-0.466666667,"SatFatAcCarb",399.18894,399,0.18894
14,24,0,12,1,0,415.0916,1.71,0.86,3,"O",-0.571428571,"SatFatAcCarb",415.18755,415,0.18755
14,24,2,9,0,0,363.1409,1.71,0.64,4,"O",-0.2,"SatFatAcCarb",363.22487,363,0.22487
14,24,4,6,0,0,343.1623,1.71,0.43,5,"CRAM",0,"Aliphat+N",343.24166,343,0.24166
14,26,0,11,1,0,401.1123,1.86,0.79,2,"O",-0.6,"SatFatAcCarb",401.20506,401,0.20506
14,27,3,6,0,0,332.1827,1.93,0.43,3,"O",-0.1875,"Aliphat+N",332.25952,332,0.25952
14,28,0,8,1,0,355.1432,2,0.57,1,"O",-0.444444444,"UnSatAliph_noN",355.22533,355,0.22533
14,30,0,4,1,0,293.1792,2.14,0.29,0,"O",-0.272727273,"UnSatAliph_noN",293.247,293,0.247
15,20,0,6,0,0,295.1187,1.33,0.4,6,"CRAM",0.25,"HighUnsatLign",295.18695,295,0.18695
15,23,5,8,0,0,400.1474,1.53,0.53,7,"CRAM",0.083333333,"Aliphat+N",400.23991,400,0.23991
15,23,5,8,1,0,432.1195,1.53,0.53,7,"CRAM",-0.1,"Aliphat+N",432.21938,432,0.21938
15,24,0,9,1,0,379.1068,1.6,0.6,4,"O",-0.157894737,"SatFatAcCarb",379.19449,379,0.19449
15,24,0,10,1,0,395.1017,1.6,0.67,4,"O",-0.222222222,"SatFatAcCarb",395.1931,395,0.1931
15,25,1,9,0,0,362.1457,1.67,0.6,4,"O",-0.105263158,"SatFatAcCarb",362.22939,362,0.22939
15,25,1,10,0,0,378.1406,1.67,0.67,4,"O",-0.166666667,"SatFatAcCarb",378.22801,378,0.22801
15,25,5,7,0,0,386.1681,1.67,0.47,6,"CRAM",0,"Aliphat+N",386.25742,386,0.25742
15,25,5,8,0,0,402.163,1.67,0.53,6,"O",-0.083333333,"Aliphat+N",402.25603,402,0.25603
15,26,0,6,0,0,301.1657,1.73,0.4,3,"O",0,"UnSatAliph_noN",301.2353,301,0.2353
15,26,0,8,1,0,365.1276,1.73,0.53,3,"O",-0.2,"UnSatAliph_noN",365.21199,365,0.21199
15,26,0,9,1,0,381.1225,1.73,0.6,3,"O",-0.263157895,"SatFatAcCarb",381.2106,381,0.2106
15,26,0,10,1,0,397.1174,1.73,0.67,3,"O",-0.333333333,"SatFatAcCarb",397.20922,397,0.20922
15,26,0,11,1,0,413.1123,1.73,0.73,3,"O",-0.411764706,"SatFatAcCarb",413.20783,413,0.20783
15,26,0,13,1,0,445.1021,1.73,0.87,3,"O",-0.6,"SatFatAcCarb",445.20506,445,0.20506
15,28,0,11,1,0,415.128,1.87,0.73,2,"O",-0.529411765,"SatFatAcCarb",415.22395,415,0.22395
15,29,3,6,0,0,346.1984,1.93,0.4,3,"O",-0.166666667,"Aliphat+N",346.27841,346,0.27841
15,30,0,7,1,0,353.1639,2,0.47,1,"O",-0.333333333,"UnSatAliph_noN",353.24561,353,0.24561
15,30,0,8,1,0,369.1589,2,0.53,1,"O",-0.4,"UnSatAliph_noN",369.24422,369,0.24422
16,20,0,6,0,0,307.1187,1.25,0.38,7,"CRAM",0.307692308,"HighUnsatLign",307.18973,307,0.18973
16,24,2,8,0,0,371.146,1.5,0.5,6,"O",0.1,"Aliphat+N",371.23181,371,0.23181
16,25,1,10,0,0,390.1406,1.56,0.62,5,"O",-0.05,"SatFatAcCarb",390.23078,390,0.23078
16,25,5,7,0,0,398.1681,1.56,0.44,7,"CRAM",0.133333333,"Aliphat+N",398.26019,398,0.26019
16,25,5,8,0,0,414.163,1.56,0.5,7,"CRAM",0.071428571,"Aliphat+N",414.2588,414,0.2588
16,26,2,8,0,0,373.1616,1.62,0.5,5,"O",0,"Aliphat+N",373.24793,373,0.24793
16,27,1,10,0,0,392.1562,1.69,0.62,4,"O",-0.15,"SatFatAcCarb",392.2469,392,0.2469
16,27,5,7,0,0,400.1838,1.69,0.44,6,"CRAM",0,"Aliphat+N",400.27631,400,0.27631
16,27,5,8,0,0,416.1787,1.69,0.5,6,"O",-0.071428571,"Aliphat+N",416.27492,416,0.27492
16,28,0,9,1,0,395.1381,1.75,0.56,3,"O",-0.238095238,"UnSatAliph_noN",395.2295,395,0.2295
16,28,0,11,1,0,427.128,1.75,0.69,3,"O",-0.368421053,"SatFatAcCarb",427.22672,427,0.22672
16,29,1,13,1,0,474.1287,1.81,0.81,3,"O",-0.666666667,"SatFatAcCarb",474.23832,474,0.23832
16,29,3,5,0,0,342.2034,1.81,0.31,4,"O",0,"Aliphat+N",342.28257,342,0.28257
16,31,3,6,0,0,360.214,1.94,0.38,3,"O",-0.15,"Aliphat+N",360.2973,360,0.2973
17,24,4,8,0,0,411.1521,1.41,0.47,8,"CRAM",0.222222222,"HighUnsatLign",411.24721,411,0.24721
17,26,0,8,1,0,389.1276,1.53,0.47,5,"O",0,"UnSatAliph_noN",389.21754,389,0.21754
17,26,4,6,0,0,381.178,1.53,0.35,7,"CRAM",0.2,"Aliphat+N",381.2661,381,0.2661
17,27,1,12,0,0,436.146,1.59,0.71,5,"O",-0.15,"SatFatAcCarb",436.2469,436,0.2469
17,28,0,8,1,0,391.1432,1.65,0.47,4,"O",-0.083333333,"UnSatAliph_noN",391.23366,391,0.23366
17,29,1,11,0,0,422.1668,1.71,0.65,4,"O",-0.19047619,"SatFatAcCarb",422.2644,422,0.2644
17,31,3,7,0,0,388.2089,1.82,0.41,4,"O",-0.095238095,"Aliphat+N",388.29869,388,0.29869
17,32,0,9,0,0,379.1974,1.88,0.53,2,"O",-0.2,"UnSatAliph_noN",379.28504,379,0.28504
17,33,3,5,0,0,358.2347,1.94,0.29,3,"O",-0.086956522,"Aliphat+N",358.31758,358,0.31758
17,36,0,6,1,0,367.216,2.12,0.35,0,"O",-0.307692308,"UnSatAliph_noN",367.3009,367,0.3009
18,26,4,8,0,0,425.1678,1.44,0.44,8,"CRAM",0.2,"HighUnsatLign",425.2661,425,0.2661
18,27,5,8,0,0,440.1787,1.5,0.44,8,"CRAM",0.166666667,"Aliphat+N",440.28047,440,0.28047
18,28,0,5,1,0,355.1585,1.56,0.28,5,"O",0.103448276,"UnSatAliph_noN",355.24059,355,0.24059
18,28,0,6,1,0,371.1534,1.56,0.33,5,"O",0.071428571,"UnSatAliph_noN",371.23921,371,0.23921
18,30,0,4,1,0,341.1792,1.67,0.22,4,"O",0.066666667,"UnSatAliph_noN",341.2581,341,0.2581
18,33,3,5,0,0,370.2347,1.83,0.28,4,"O",0,"Aliphat+N",370.32035,370,0.32035
18,33,3,6,0,0,386.2297,1.83,0.33,4,"O",-0.041666667,"Aliphat+N",386.31897,386,0.31897
18,34,0,2,0,0,281.2486,1.89,0.11,2,"O",0.058823529,"UnSatAliph_noN",281.31364,281,0.31364
19,29,3,9,0,0,442.1831,1.53,0.47,7,"CRAM",0.086956522,"Aliphat+N",442.28535,442,0.28535
19,29,5,8,0,0,454.1943,1.53,0.42,8,"CRAM",0.15,"Aliphat+N",454.29936,454,0.29936
19,30,0,5,1,0,369.1741,1.58,0.26,5,"O",0.096774194,"UnSatAliph_noN",369.25948,369,0.25948
19,30,2,13,0,0,493.1675,1.58,0.68,6,"O",-0.142857143,"SatFatAcCarb",493.28155,493,0.28155
19,31,0,6,0,1,385.1785,1.63,0.32,5,"O",0.1,"UnSatAliph_noN",385.26761,385,0.26761
19,31,1,13,0,0,480.1723,1.63,0.68,5,"O",-0.173913043,"SatFatAcCarb",480.2833,480,0.2833
19,34,0,10,0,0,421.2079,1.79,0.53,3,"O",-0.142857143,"UnSatAliph_noN",421.30532,421,0.30532
20,33,3,7,0,0,426.2246,1.65,0.35,6,"O",0.074074074,"Aliphat+N",426.32313,426,0.32313
20,34,0,12,0,0,465.1977,1.7,0.6,4,"O",-0.142857143,"SatFatAcCarb",465.30532,465,0.30532
20,36,0,10,0,0,435.2236,1.8,0.5,3,"O",-0.133333333,"UnSatAliph_noN",435.32421,435,0.32421
20,36,0,15,0,0,515.1981,1.8,0.75,3,"O",-0.36,"SatFatAcCarb",515.31727,515,0.31727
21,32,4,8,0,0,467.2147,1.52,0.38,8,"CRAM",0.153846154,"Aliphat+N",467.32277,467,0.32277
21,35,1,15,0,0,540.1934,1.67,0.71,5,"O",-0.24,"SatFatAcCarb",540.3183,540,0.3183
21,36,4,6,0,0,439.2562,1.71,0.29,6,"O",0.071428571,"Aliphat+N",439.35778,439,0.35778
21,38,0,14,0,0,513.2189,1.81,0.67,3,"O",-0.285714286,"SatFatAcCarb",513.33755,513,0.33755
21,38,0,15,0,0,529.2138,1.81,0.71,3,"O",-0.333333333,"SatFatAcCarb",529.33617,529,0.33617
21,38,4,8,0,0,473.2617,1.81,0.38,5,"O",-0.076923077,"Aliphat+N",473.37112,473,0.37112
22,36,0,14,0,0,523.2032,1.64,0.64,5,"O",-0.133333333,"SatFatAcCarb",523.32421,523,0.32421
22,37,1,16,0,0,570.204,1.68,0.73,5,"O",-0.269230769,"SatFatAcCarb",570.33581,570,0.33581
22,38,0,14,0,0,525.2189,1.73,0.64,4,"O",-0.2,"SatFatAcCarb",525.34033,525,0.34033
22,39,5,8,0,0,500.2726,1.77,0.36,6,"O",-0.038461538,"Aliphat+N",500.38827,500,0.38827
22,40,0,6,0,0,399.2752,1.82,0.27,3,"O",0,"UnSatAliph_noN",399.36754,399,0.36754
22,40,0,14,0,0,527.2345,1.82,0.64,3,"O",-0.266666667,"SatFatAcCarb",527.35644,527,0.35644
23,34,0,17,0,0,581.1723,1.48,0.74,7,"O",-0.103448276,"HighUnsatLign",581.30671,581,0.30671
23,38,0,12,0,0,505.229,1.65,0.52,5,"O",-0.058823529,"UnSatAliph_noN",505.34588,505,0.34588
23,40,0,15,0,0,555.2294,1.74,0.65,4,"O",-0.225806452,"SatFatAcCarb",555.35783,555,0.35783
24,37,3,16,0,0,622.2101,1.54,0.67,8,"O",-0.115384615,"SatFatAcCarb",622.35398,622,0.35398
24,38,0,16,0,0,581.2087,1.58,0.67,6,"O",-0.125,"SatFatAcCarb",581.3431,581,0.3431
25,40,0,17,0,0,611.2193,1.6,0.68,6,"O",-0.151515152,"SatFatAcCarb",611.36061,611,0.36061
25,42,0,17,0,0,613.2349,1.68,0.68,5,"O",-0.212121212,"SatFatAcCarb",613.37672,613,0.37672
26,26,1,3,0,1,430.1578,1,0.12,15,"O",0.555555556,"Aromatic",430.25722,430,0.25722
26,44,0,17,0,0,627.2506,1.69,0.65,5,"O",-0.2,"SatFatAcCarb",627.39561,627,0.39561
26,46,0,18,0,0,645.2611,1.77,0.69,4,"O",-0.294117647,"SatFatAcCarb",645.41034,645,0.41034
27,28,1,3,0,1,444.1734,1.04,0.11,15,"O",0.531914894,"Aromatic",444.27611,444,0.27611
27,44,0,19,0,0,671.2404,1.63,0.7,6,"O",-0.2,"SatFatAcCarb",671.39562,671,0.39562
27,44,0,21,0,0,703.2302,1.63,0.78,6,"O",-0.272727273,"SatFatAcCarb",703.39284,703,0.39284
27,46,0,4,0,0,433.3323,1.7,0.15,5,"O",0.12,"UnSatAliph_noN",433.43253,433,0.43253
27,46,0,18,0,0,657.2611,1.7,0.67,5,"O",-0.222222222,"SatFatAcCarb",657.41312,657,0.41312
27,46,0,19,0,0,673.2561,1.7,0.7,5,"O",-0.257142857,"SatFatAcCarb",673.41173,673,0.41173
27,46,0,20,0,0,689.251,1.7,0.74,5,"O",-0.294117647,"SatFatAcCarb",689.41034,689,0.41034
28,28,1,3,0,1,456.1734,1,0.11,16,"O",0.551020408,"Aromatic",456.27889,456,0.27889
28,42,0,13,0,0,585.2553,1.5,0.46,8,"O",0.069767442,"UnSatAliph_noN",585.3906,585,0.3906
28,44,0,21,0,0,715.2302,1.57,0.75,7,"O",-0.2,"SatFatAcCarb",715.39562,715,0.39562
28,44,0,22,0,0,731.2251,1.57,0.79,7,"O",-0.235294118,"SatFatAcCarb",731.39423,731,0.39423
29,30,1,3,0,1,470.1891,1.03,0.1,16,"O",0.529411765,"Aromatic",470.29778,470,0.29778
29,32,1,4,0,1,488.1996,1.1,0.14,15,"O",0.48,"HighUnsatLign",488.31251,488,0.31251
29,44,0,13,0,0,599.2709,1.52,0.45,8,"O",0.066666667,"UnSatAliph_noN",599.40949,599,0.40949
30,44,0,13,0,0,611.2709,1.47,0.43,9,"O",0.106382979,"HighUnsatLign",611.41226,611,0.41226
30,44,0,24,0,0,787.215,1.47,0.8,9,"O",-0.166666667,"HighUnsatLign",787.39701,787,0.39701
31,36,1,4,0,1,516.2309,1.16,0.13,15,"O",0.444444444,"HighUnsatLign",516.35029,516,0.35029
31,38,1,3,0,1,502.2517,1.23,0.1,14,"O",0.418181818,"HighUnsatLign",502.36779,502,0.36779
32,38,1,4,0,1,530.2466,1.19,0.12,15,"O",0.428571429,"HighUnsatLign",530.36918,530,0.36918
32,40,1,3,0,1,516.2673,1.25,0.09,14,"O",0.403508772,"HighUnsatLign",516.38668,516,0.38668
33,40,1,4,0,1,544.2622,1.21,0.12,15,"O",0.413793103,"HighUnsatLign",544.38807,544,0.38807
36,14,0,1,0,0,461.0972,0.39,0.03,30,"O",0.830985915,"CondAr",461.20381,461,0.20381
37,16,0,1,0,0,475.1128,0.43,0.03,30,"O",0.808219178,"CondAr",475.2227,475,0.2227
39,18,0,3,0,0,533.1183,0.46,0.08,31,"O",0.786666667,"CondAr",533.24159,533,0.24159
41,22,0,3,0,0,561.1496,0.54,0.07,31,"O",0.746835443,"CondAr",561.27937,561,0.27937
13,21,5,9,0,0,390.1266,1.62,0.69,6,"O",-0.285714286,"SatFatAcCarb",390.21686,390,0.21686
13,23,3,6,0,0,316.1514,1.77,0.46,4,"O",-0.071428571,"Aliphat+N",316.22451,316,0.22451
13,24,0,8,0,0,307.1398,1.85,0.62,2,"O",-0.222222222,"SatFatAcCarb",307.21086,307,0.21086
13,27,4,5,0,1,349.1646,2.08,0.38,3,"O",-0.363636364,"Aliphat+N",349.24537,349,0.24537
13,29,4,5,0,1,351.1803,2.23,0.38,2,"O",-0.545454545,"Aliphat+N",351.26148,351,0.26148
14,12,0,8,0,0,307.0459,0.86,0.57,9,"CRAM",0.5,"HighUnsatLign",307.11694,307,0.11694
14,22,0,6,1,0,317.1064,1.57,0.43,4,"O",0,"UnSatAliph_noN",317.17976,317,0.17976
