"C","H","N","O","S","P","Mass","HC","OC","DBE","CRAM","AI_mod","Class","KM","NKM","KMD"
19,30,0,16,0,0,513.1461,1.58,0.84,5,"O",-0.272727273,"SatFatAcCarb",513.26476,513,0.26476
19,30,2,12,0,0,477.1726,1.58,0.63,6,"O",-0.090909091,"SatFatAcCarb",477.28294,477,0.28294
19,30,4,7,0,0,425.2042,1.58,0.37,7,"CRAM",0.130434783,"Aliphat+N",425.30249,425,0.30249
19,30,4,8,0,0,441.1991,1.58,0.42,7,"CRAM",0.090909091,"Aliphat+N",441.30111,441,0.30111
19,31,3,6,0,0,396.214,1.63,0.32,6,"O",0.115384615,"Aliphat+N",396.30563,396,0.30563
19,31,3,12,0,0,492.1835,1.63,0.63,6,"O",-0.15,"SatFatAcCarb",492.29731,492,0.29731
19,31,3,13,0,0,508.1784,1.63,0.68,6,"O",-0.210526316,"SatFatAcCarb",508.29592,508,0.29592
19,31,5,8,0,0,456.21,1.63,0.42,7,"CRAM",0.05,"Aliphat+N",456.31548,456,0.31548
19,32,0,3,1,0,339.1999,1.68,0.16,4,"O",0.090909091,"UnSatAliph_noN",339.27837,339,0.27837
19,32,0,6,0,0,355.2126,1.68,0.32,4,"O",0.0625,"UnSatAliph_noN",355.29475,355,0.29475
19,32,0,7,0,0,371.2075,1.68,0.37,4,"O",0.032258065,"UnSatAliph_noN",371.29336,371,0.29336
19,32,0,8,0,0,387.2024,1.68,0.42,4,"O",0,"UnSatAliph_noN",387.29198,387,0.29198
19,32,0,9,0,0,403.1974,1.68,0.47,4,"O",-0.034482759,"UnSatAliph_noN",403.29059,403,0.29059
19,32,0,14,0,0,483.1719,1.68,0.74,4,"O",-0.25,"SatFatAcCarb",483.28365,483,0.28365
19,32,0,15,0,0,499.1668,1.68,0.79,4,"O",-0.304347826,"SatFatAcCarb",499.28227,499,0.28227
19,32,0,16,0,0,515.1618,1.68,0.84,4,"O",-0.363636364,"SatFatAcCarb",515.28088,515,0.28088
19,32,4,6,0,0,411.2249,1.68,0.32,6,"O",0.083333333,"Aliphat+N",411.32,411,0.32
19,32,4,7,0,0,427.2198,1.68,0.37,6,"O",0.043478261,"Aliphat+N",427.31861,427,0.31861
19,32,4,8,0,0,443.2147,1.68,0.42,6,"O",0,"Aliphat+N",443.31722,443,0.31722
19,33,5,7,0,0,442.2307,1.74,0.37,6,"O",0,"Aliphat+N",442.33298,442,0.33298
19,33,5,8,0,0,458.2256,1.74,0.42,6,"O",-0.05,"Aliphat+N",458.33159,458,0.33159
19,34,0,6,0,0,357.2283,1.79,0.32,3,"O",0,"UnSatAliph_noN",357.31086,357,0.31086
19,34,0,7,0,0,373.2232,1.79,0.37,3,"O",-0.032258065,"UnSatAliph_noN",373.30948,373,0.30948
19,34,0,8,0,0,389.2181,1.79,0.42,3,"O",-0.066666667,"UnSatAliph_noN",389.30809,389,0.30809
19,34,0,9,0,0,405.213,1.79,0.47,3,"O",-0.103448276,"UnSatAliph_noN",405.3067,405,0.3067
19,34,0,14,0,0,485.1876,1.79,0.74,3,"O",-0.333333333,"SatFatAcCarb",485.29977,485,0.29977
19,34,4,5,0,0,397.2456,1.79,0.26,5,"O",0.04,"Aliphat+N",397.3375,397,0.3375
19,34,4,6,0,0,413.2406,1.79,0.32,5,"O",0,"Aliphat+N",413.33611,413,0.33611
19,34,4,7,0,0,429.2355,1.79,0.37,5,"O",-0.043478261,"Aliphat+N",429.33473,429,0.33473
19,34,4,8,0,0,445.2304,1.79,0.42,5,"O",-0.090909091,"Aliphat+N",445.33334,445,0.33334
19,35,5,6,0,0,428.2515,1.84,0.32,5,"O",-0.045454545,"Aliphat+N",428.35048,428,0.35048
19,35,5,7,0,0,444.2464,1.84,0.37,5,"O",-0.095238095,"Aliphat+N",444.3491,444,0.3491
19,36,0,6,0,0,359.2439,1.89,0.32,2,"O",-0.0625,"UnSatAliph_noN",359.32698,359,0.32698
19,36,0,7,0,0,375.2388,1.89,0.37,2,"O",-0.096774194,"UnSatAliph_noN",375.32559,375,0.32559
19,36,0,8,0,0,391.2337,1.89,0.42,2,"O",-0.133333333,"UnSatAliph_noN",391.32421,391,0.32421
19,36,4,5,0,0,399.2613,1.89,0.26,4,"O",-0.04,"Aliphat+N",399.35362,399,0.35362
19,36,4,6,0,0,415.2562,1.89,0.32,4,"O",-0.083333333,"Aliphat+N",415.35223,415,0.35223
19,36,4,7,0,0,431.2511,1.89,0.37,4,"O",-0.130434783,"Aliphat+N",431.35084,431,0.35084
19,40,0,6,1,0,395.2473,2.11,0.32,0,"O",-0.266666667,"UnSatAliph_noN",395.33868,395,0.33868
20,10,0,9,0,0,393.0252,0.5,0.45,16,"O",0.741935484,"CondAr",393.11609,393,0.11609
20,10,0,10,0,0,409.0201,0.5,0.5,16,"O",0.733333333,"CondAr",409.1147,409,0.1147
20,10,0,11,0,0,425.015,0.5,0.55,16,"O",0.724137931,"CondAr",425.11331,425,0.11331
20,10,0,12,0,0,441.0099,0.5,0.6,16,"O",0.714285714,"CondAr",441.11193,441,0.11193
20,12,0,7,0,0,363.051,0.6,0.35,15,"O",0.696969697,"CondAr",363.13498,363,0.13498
20,12,0,8,0,0,379.0459,0.6,0.4,15,"O",0.6875,"CondAr",379.13359,379,0.13359
20,12,0,9,0,0,395.0409,0.6,0.45,15,"O",0.677419355,"CondAr",395.1322,395,0.1322
20,12,0,10,0,0,411.0358,0.6,0.5,15,"O",0.666666667,"CondAr",411.13082,411,0.13082
20,12,0,11,0,0,427.0307,0.6,0.55,15,"O",0.655172414,"Aromatic",427.12943,427,0.12943
20,12,0,12,0,0,443.0256,0.6,0.6,15,"O",0.642857143,"Aromatic",443.12804,443,0.12804
20,12,0,13,0,0,459.0205,0.6,0.65,15,"O",0.62962963,"Aromatic",459.12666,459,0.12666
20,14,0,7,0,0,365.0667,0.7,0.35,14,"O",0.636363636,"Aromatic",365.15109,365,0.15109
20,14,0,8,0,0,381.0616,0.7,0.4,14,"O",0.625,"Aromatic",381.14971,381,0.14971
20,14,0,9,0,0,397.0565,0.7,0.45,14,"O",0.612903226,"Aromatic",397.14832,397,0.14832
20,14,0,10,0,0,413.0514,0.7,0.5,14,"O",0.6,"Aromatic",413.14693,413,0.14693
20,14,0,11,0,0,429.0463,0.7,0.55,14,"O",0.586206897,"Aromatic",429.14554,429,0.14554
20,14,0,12,0,0,445.0412,0.7,0.6,14,"O",0.571428571,"Aromatic",445.14416,445,0.14416
20,14,0,13,0,0,461.0362,0.7,0.65,14,"O",0.555555556,"Aromatic",461.14277,461,0.14277
20,14,0,14,0,0,477.0311,0.7,0.7,14,"O",0.538461538,"Aromatic",477.14138,477,0.14138
20,16,0,7,0,0,367.0823,0.8,0.35,13,"O",0.575757576,"Aromatic",367.16721,367,0.16721
20,16,0,8,0,0,383.0772,0.8,0.4,13,"CRAM",0.5625,"Aromatic",383.16582,383,0.16582
20,16,0,9,0,0,399.0722,0.8,0.45,13,"CRAM",0.548387097,"Aromatic",399.16443,399,0.16443
20,16,0,10,0,0,415.0671,0.8,0.5,13,"CRAM",0.533333333,"Aromatic",415.16305,415,0.16305
20,16,0,11,0,0,431.062,0.8,0.55,13,"CRAM",0.517241379,"Aromatic",431.16166,431,0.16166
20,16,0,12,0,0,447.0569,0.8,0.6,13,"CRAM",0.5,"HighUnsatLign",447.16027,447,0.16027
20,16,0,13,0,0,463.0518,0.8,0.65,13,"CRAM",0.481481481,"HighUnsatLign",463.15889,463,0.15889
20,16,0,14,0,0,479.0467,0.8,0.7,13,"CRAM",0.461538462,"HighUnsatLign",479.1575,479,0.1575
20,16,0,15,0,0,495.0416,0.8,0.75,13,"CRAM",0.44,"HighUnsatLign",495.15611,495,0.15611
20,17,1,9,0,0,414.0831,0.85,0.45,13,"CRAM",0.551724138,"Aromatic",414.1788,414,0.1788
20,18,0,6,0,0,353.1031,0.9,0.3,12,"O",0.529411765,"Aromatic",353.18471,353,0.18471
20,18,0,7,0,0,369.098,0.9,0.35,12,"CRAM",0.515151515,"Aromatic",369.18332,369,0.18332
20,18,0,8,0,0,385.0929,0.9,0.4,12,"CRAM",0.5,"HighUnsatLign",385.18194,385,0.18194
20,18,0,9,0,0,401.0878,0.9,0.45,12,"CRAM",0.483870968,"HighUnsatLign",401.18055,401,0.18055
20,18,0,10,0,0,417.0827,0.9,0.5,12,"CRAM",0.466666667,"HighUnsatLign",417.17916,417,0.17916
20,18,0,11,0,0,433.0776,0.9,0.55,12,"CRAM",0.448275862,"HighUnsatLign",433.17778,433,0.17778
20,18,0,12,0,0,449.0725,0.9,0.6,12,"CRAM",0.428571429,"HighUnsatLign",449.17639,449,0.17639
20,18,0,13,0,0,465.0675,0.9,0.65,12,"CRAM",0.407407407,"HighUnsatLign",465.175,465,0.175
20,18,0,14,0,0,481.0624,0.9,0.7,12,"CRAM",0.384615385,"HighUnsatLign",481.17362,481,0.17362
20,18,0,15,0,0,497.0573,0.9,0.75,12,"CRAM",0.36,"HighUnsatLign",497.17223,497,0.17223
20,19,1,11,0,0,448.0885,0.95,0.55,12,"CRAM",0.444444444,"HighUnsatLign",448.19215,448,0.19215
20,20,0,6,0,0,355.1187,1,0.3,11,"O",0.470588235,"HighUnsatLign",355.20083,355,0.20083
20,20,0,7,0,0,371.1136,1,0.35,11,"CRAM",0.454545455,"HighUnsatLign",371.19944,371,0.19944
20,20,0,8,0,0,387.1085,1,0.4,11,"CRAM",0.4375,"HighUnsatLign",387.19805,387,0.19805
20,20,0,9,0,0,403.1035,1,0.45,11,"CRAM",0.419354839,"HighUnsatLign",403.19667,403,0.19667
20,20,0,10,0,0,419.0984,1,0.5,11,"CRAM",0.4,"HighUnsatLign",419.19528,419,0.19528
20,20,0,11,0,0,435.0933,1,0.55,11,"CRAM",0.379310345,"HighUnsatLign",435.19389,435,0.19389
20,20,0,12,0,0,451.0882,1,0.6,11,"CRAM",0.357142857,"HighUnsatLign",451.19251,451,0.19251
20,20,0,13,0,0,467.0831,1,0.65,11,"CRAM",0.333333333,"HighUnsatLign",467.19112,467,0.19112
20,20,0,14,0,0,483.078,1,0.7,11,"CRAM",0.307692308,"HighUnsatLign",483.18973,483,0.18973
20,20,0,15,0,0,499.0729,1,0.75,11,"O",0.28,"HighUnsatLign",499.18835,499,0.18835
20,21,1,10,0,0,434.1093,1.05,0.5,11,"CRAM",0.392857143,"HighUnsatLign",434.20965,434,0.20965
20,22,0,6,0,0,357.1344,1.1,0.3,10,"CRAM",0.411764706,"HighUnsatLign",357.21694,357,0.21694
20,22,0,7,0,0,373.1293,1.1,0.35,10,"CRAM",0.393939394,"HighUnsatLign",373.21556,373,0.21556
20,22,0,8,0,0,389.1242,1.1,0.4,10,"CRAM",0.375,"HighUnsatLign",389.21417,389,0.21417
20,22,0,9,0,0,405.1191,1.1,0.45,10,"CRAM",0.35483871,"HighUnsatLign",405.21278,405,0.21278
20,22,0,10,0,0,421.114,1.1,0.5,10,"CRAM",0.333333333,"HighUnsatLign",421.2114,421,0.2114
20,22,0,11,0,0,437.1089,1.1,0.55,10,"CRAM",0.310344828,"HighUnsatLign",437.21001,437,0.21001
20,22,0,12,0,0,453.1038,1.1,0.6,10,"CRAM",0.285714286,"HighUnsatLign",453.20862,453,0.20862
20,22,0,13,0,0,469.0988,1.1,0.65,10,"O",0.259259259,"HighUnsatLign",469.20724,469,0.20724
20,22,0,14,0,0,485.0937,1.1,0.7,10,"O",0.230769231,"HighUnsatLign",485.20585,485,0.20585
20,24,0,5,0,0,343.1551,1.2,0.25,9,"O",0.371428571,"HighUnsatLign",343.23445,343,0.23445
20,24,0,6,0,0,359.15,1.2,0.3,9,"CRAM",0.352941176,"HighUnsatLign",359.23306,359,0.23306
20,24,0,7,0,0,375.1449,1.2,0.35,9,"CRAM",0.333333333,"HighUnsatLign",375.23167,375,0.23167
20,24,0,8,0,0,391.1398,1.2,0.4,9,"CRAM",0.3125,"HighUnsatLign",391.23029,391,0.23029
20,24,0,9,0,0,407.1348,1.2,0.45,9,"CRAM",0.290322581,"HighUnsatLign",407.2289,407,0.2289
20,24,0,10,0,0,423.1297,1.2,0.5,9,"CRAM",0.266666667,"HighUnsatLign",423.22751,423,0.22751
20,24,0,11,0,0,439.1246,1.2,0.55,9,"CRAM",0.24137931,"HighUnsatLign",439.22613,439,0.22613
20,24,0,12,0,0,455.1195,1.2,0.6,9,"O",0.214285714,"HighUnsatLign",455.22474,455,0.22474
20,24,0,13,0,0,471.1144,1.2,0.65,9,"O",0.185185185,"HighUnsatLign",471.22335,471,0.22335
20,24,0,14,0,0,487.1093,1.2,0.7,9,"O",0.153846154,"HighUnsatLign",487.22196,487,0.22196
20,25,1,13,0,0,486.1253,1.25,0.65,9,"O",0.16,"HighUnsatLign",486.23772,486,0.23772
20,26,0,5,0,0,345.1707,1.3,0.25,8,"CRAM",0.314285714,"HighUnsatLign",345.25056,345,0.25056
20,26,0,6,0,0,361.1657,1.3,0.3,8,"CRAM",0.294117647,"HighUnsatLign",361.24918,361,0.24918
20,26,0,7,0,0,377.1606,1.3,0.35,8,"CRAM",0.272727273,"HighUnsatLign",377.24779,377,0.24779
20,26,0,8,0,0,393.1555,1.3,0.4,8,"CRAM",0.25,"HighUnsatLign",393.2464,393,0.2464
20,26,0,9,0,0,409.1504,1.3,0.45,8,"CRAM",0.225806452,"HighUnsatLign",409.24501,409,0.24501
20,26,0,10,0,0,425.1453,1.3,0.5,8,"CRAM",0.2,"HighUnsatLign",425.24363,425,0.24363
20,26,0,11,0,0,441.1402,1.3,0.55,8,"O",0.172413793,"HighUnsatLign",441.24224,441,0.24224
20,26,0,12,0,0,457.1351,1.3,0.6,8,"O",0.142857143,"HighUnsatLign",457.24085,457,0.24085
20,26,0,13,0,0,473.1301,1.3,0.65,8,"O",0.111111111,"HighUnsatLign",473.23947,473,0.23947
20,27,3,5,0,0,388.1878,1.35,0.25,9,"O",0.344827586,"HighUnsatLign",388.27756,388,0.27756
20,27,3,6,0,0,404.1827,1.35,0.3,9,"CRAM",0.321428571,"HighUnsatLign",404.27617,404,0.27617
20,28,0,5,0,0,347.1864,1.4,0.25,7,"CRAM",0.257142857,"HighUnsatLign",347.26668,347,0.26668
20,28,0,6,0,0,363.1813,1.4,0.3,7,"CRAM",0.235294118,"HighUnsatLign",363.26529,363,0.26529
20,28,0,7,0,0,379.1762,1.4,0.35,7,"CRAM",0.212121212,"HighUnsatLign",379.2639,379,0.2639
20,28,0,8,0,0,395.1711,1.4,0.4,7,"CRAM",0.1875,"HighUnsatLign",395.26252,395,0.26252
20,28,0,9,0,0,411.1661,1.4,0.45,7,"CRAM",0.161290323,"HighUnsatLign",411.26113,411,0.26113
20,28,0,10,0,0,427.161,1.4,0.5,7,"O",0.133333333,"HighUnsatLign",427.25974,427,0.25974
20,28,0,11,0,0,443.1559,1.4,0.55,7,"O",0.103448276,"HighUnsatLign",443.25836,443,0.25836
20,28,0,12,0,0,459.1508,1.4,0.6,7,"O",0.071428571,"HighUnsatLign",459.25697,459,0.25697
20,28,0,13,0,0,475.1457,1.4,0.65,7,"O",0.037037037,"HighUnsatLign",475.25558,475,0.25558
20,29,3,6,0,0,406.1984,1.45,0.3,8,"CRAM",0.25,"HighUnsatLign",406.29229,406,0.29229
20,30,0,5,0,0,349.202,1.5,0.25,6,"CRAM",0.2,"UnSatAliph_noN",349.28279,349,0.28279
20,30,0,6,0,0,365.197,1.5,0.3,6,"CRAM",0.176470588,"UnSatAliph_noN",365.28141,365,0.28141
20,30,0,7,0,0,381.1919,1.5,0.35,6,"CRAM",0.151515152,"UnSatAliph_noN",381.28002,381,0.28002
20,30,0,8,0,0,397.1868,1.5,0.4,6,"O",0.125,"UnSatAliph_noN",397.27863,397,0.27863
20,30,0,9,0,0,413.1817,1.5,0.45,6,"O",0.096774194,"UnSatAliph_noN",413.27725,413,0.27725
20,30,0,10,0,0,429.1766,1.5,0.5,6,"O",0.066666667,"UnSatAliph_noN",429.27586,429,0.27586
20,30,0,11,0,0,445.1715,1.5,0.55,6,"O",0.034482759,"UnSatAliph_noN",445.27447,445,0.27447
20,30,0,15,0,0,509.1512,1.5,0.75,6,"O",-0.12,"SatFatAcCarb",509.26893,509,0.26893
20,30,0,16,0,0,525.1461,1.5,0.8,6,"O",-0.166666667,"SatFatAcCarb",525.26754,525,0.26754
20,30,0,17,0,0,541.141,1.5,0.85,6,"O",-0.217391304,"SatFatAcCarb",541.26615,541,0.26615
20,30,4,6,0,0,421.2093,1.5,0.3,8,"CRAM",0.230769231,"Aliphat+N",421.30666,421,0.30666
20,31,3,4,0,0,376.2242,1.55,0.2,7,"CRAM",0.233333333,"Aliphat+N",376.31118,376,0.31118
20,32,0,5,0,0,351.2177,1.6,0.25,5,"O",0.142857143,"UnSatAliph_noN",351.29891,351,0.29891
20,32,0,6,0,0,367.2126,1.6,0.3,5,"O",0.117647059,"UnSatAliph_noN",367.29752,367,0.29752
20,32,0,7,0,0,383.2075,1.6,0.35,5,"O",0.090909091,"UnSatAliph_noN",383.29614,383,0.29614
20,32,0,8,0,0,399.2024,1.6,0.4,5,"O",0.0625,"UnSatAliph_noN",399.29475,399,0.29475
20,32,0,9,0,0,415.1974,1.6,0.45,5,"O",0.032258065,"UnSatAliph_noN",415.29336,415,0.29336
20,32,0,10,0,0,431.1923,1.6,0.5,5,"O",0,"UnSatAliph_noN",431.29198,431,0.29198
20,32,0,14,0,0,495.1719,1.6,0.7,5,"O",-0.153846154,"SatFatAcCarb",495.28643,495,0.28643
20,32,0,16,0,0,527.1618,1.6,0.8,5,"O",-0.25,"SatFatAcCarb",527.28366,527,0.28366
20,32,0,17,0,0,543.1567,1.6,0.85,5,"O",-0.304347826,"SatFatAcCarb",543.28227,543,0.28227
20,32,0,18,0,0,559.1516,1.6,0.9,5,"O",-0.363636364,"SatFatAcCarb",559.28088,559,0.28088
20,32,4,7,0,0,439.2198,1.6,0.35,7,"CRAM",0.12,"Aliphat+N",439.32138,439,0.32138
20,32,4,8,0,0,455.2147,1.6,0.4,7,"CRAM",0.083333333,"Aliphat+N",455.32,455,0.32
20,33,5,8,0,0,470.2256,1.65,0.4,7,"CRAM",0.045454545,"Aliphat+N",470.33437,470,0.33437
20,34,0,6,0,0,369.2283,1.7,0.3,4,"O",0.058823529,"UnSatAliph_noN",369.31364,369,0.31364
20,34,0,7,0,0,385.2232,1.7,0.35,4,"O",0.03030303,"UnSatAliph_noN",385.31225,385,0.31225
20,34,0,8,0,0,401.2181,1.7,0.4,4,"O",0,"UnSatAliph_noN",401.31087,401,0.31087
20,34,0,9,0,0,417.213,1.7,0.45,4,"O",-0.032258065,"UnSatAliph_noN",417.30948,417,0.30948
20,34,0,10,0,0,433.2079,1.7,0.5,4,"O",-0.066666667,"UnSatAliph_noN",433.30809,433,0.30809
20,34,0,15,0,0,513.1825,1.7,0.75,4,"O",-0.28,"SatFatAcCarb",513.30116,513,0.30116
20,34,0,17,0,0,545.1723,1.7,0.85,4,"O",-0.391304348,"SatFatAcCarb",545.29838,545,0.29838
20,34,0,18,0,0,561.1672,1.7,0.9,4,"O",-0.454545455,"SatFatAcCarb",561.297,561,0.297
20,34,4,6,0,0,425.2406,1.7,0.3,6,"O",0.076923077,"Aliphat+N",425.33889,425,0.33889
20,34,4,7,0,0,441.2355,1.7,0.35,6,"O",0.04,"Aliphat+N",441.3375,441,0.3375
20,34,4,8,0,0,457.2304,1.7,0.4,6,"O",0,"Aliphat+N",457.33611,457,0.33611
20,35,5,7,0,0,456.2464,1.75,0.35,6,"O",0,"Aliphat+N",456.35187,456,0.35187
20,35,5,8,0,0,472.2413,1.75,0.4,6,"O",-0.045454545,"Aliphat+N",472.35048,472,0.35048
20,36,0,6,0,0,371.2439,1.8,0.3,3,"O",0,"UnSatAliph_noN",371.32976,371,0.32976
20,36,0,7,0,0,387.2388,1.8,0.35,3,"O",-0.03030303,"UnSatAliph_noN",387.32837,387,0.32837
20,36,0,8,0,0,403.2337,1.8,0.4,3,"O",-0.0625,"UnSatAliph_noN",403.32698,403,0.32698
20,36,0,9,0,0,419.2287,1.8,0.45,3,"O",-0.096774194,"UnSatAliph_noN",419.3256,419,0.3256
20,36,4,5,0,0,411.2613,1.8,0.25,5,"O",0.037037037,"Aliphat+N",411.35639,411,0.35639
20,36,4,6,0,0,427.2562,1.8,0.3,5,"O",0,"Aliphat+N",427.355,427,0.355
20,36,4,7,0,0,443.2511,1.8,0.35,5,"O",-0.04,"Aliphat+N",443.35362,443,0.35362
20,36,4,8,0,0,459.246,1.8,0.4,5,"O",-0.083333333,"Aliphat+N",459.35223,459,0.35223
20,37,5,7,0,0,458.262,1.85,0.35,5,"O",-0.086956522,"Aliphat+N",458.36799,458,0.36799
20,38,0,6,0,0,373.2596,1.9,0.3,2,"O",-0.058823529,"UnSatAliph_noN",373.34587,373,0.34587
20,38,0,7,0,0,389.2545,1.9,0.35,2,"O",-0.090909091,"UnSatAliph_noN",389.34449,389,0.34449
20,38,0,7,1,0,421.2265,1.9,0.35,2,"O",-0.161290323,"UnSatAliph_noN",421.32395,421,0.32395
20,38,0,8,0,0,405.2494,1.9,0.4,2,"O",-0.125,"UnSatAliph_noN",405.3431,405,0.3431
20,38,4,5,0,0,413.2769,1.9,0.25,4,"O",-0.037037037,"Aliphat+N",413.37251,413,0.37251
20,38,4,6,0,0,429.2719,1.9,0.3,4,"O",-0.076923077,"Aliphat+N",429.37112,429,0.37112
20,40,0,6,0,0,375.2752,2,0.3,1,"O",-0.117647059,"UnSatAliph_noN",375.36199,375,0.36199
20,42,0,7,1,0,425.2578,2.1,0.35,0,"O",-0.290322581,"UnSatAliph_noN",425.35618,425,0.35618
20,42,0,8,1,0,441.2528,2.1,0.4,0,"O",-0.333333333,"UnSatAliph_noN",441.35479,441,0.35479
21,12,0,8,0,0,391.0459,0.57,0.38,16,"O",0.705882353,"CondAr",391.13636,391,0.13636
21,12,0,9,0,0,407.0409,0.57,0.43,16,"O",0.696969697,"CondAr",407.13498,407,0.13498
21,12,0,10,0,0,423.0358,0.57,0.48,16,"O",0.6875,"CondAr",423.13359,423,0.13359
21,12,0,11,0,0,439.0307,0.57,0.52,16,"O",0.677419355,"CondAr",439.1322,439,0.1322
21,12,0,12,0,0,455.0256,0.57,0.57,16,"O",0.666666667,"CondAr",455.13082,455,0.13082
21,12,0,13,0,0,471.0205,0.57,0.62,16,"O",0.655172414,"Aromatic",471.12943,471,0.12943
21,14,0,7,0,0,377.0667,0.67,0.33,15,"O",0.657142857,"Aromatic",377.15387,377,0.15387
21,14,0,8,0,0,393.0616,0.67,0.38,15,"O",0.647058824,"Aromatic",393.15248,393,0.15248
21,14,0,9,0,0,409.0565,0.67,0.43,15,"O",0.636363636,"Aromatic",409.15109,409,0.15109
21,14,0,10,0,0,425.0514,0.67,0.48,15,"O",0.625,"Aromatic",425.14971,425,0.14971
21,14,0,11,0,0,441.0463,0.67,0.52,15,"O",0.612903226,"Aromatic",441.14832,441,0.14832
21,14,0,12,0,0,457.0412,0.67,0.57,15,"O",0.6,"Aromatic",457.14693,457,0.14693
21,14,0,13,0,0,473.0362,0.67,0.62,15,"O",0.586206897,"Aromatic",473.14555,473,0.14555
21,14,0,14,0,0,489.0311,0.67,0.67,15,"O",0.571428571,"Aromatic",489.14416,489,0.14416
21,16,0,7,0,0,379.0823,0.76,0.33,14,"O",0.6,"Aromatic",379.16998,379,0.16998
21,16,0,8,0,0,395.0772,0.76,0.38,14,"CRAM",0.588235294,"Aromatic",395.1686,395,0.1686
21,16,0,9,0,0,411.0722,0.76,0.43,14,"CRAM",0.575757576,"Aromatic",411.16721,411,0.16721
21,16,0,10,0,0,427.0671,0.76,0.48,14,"CRAM",0.5625,"Aromatic",427.16582,427,0.16582
21,16,0,11,0,0,443.062,0.76,0.52,14,"CRAM",0.548387097,"Aromatic",443.16444,443,0.16444
21,16,0,12,0,0,459.0569,0.76,0.57,14,"CRAM",0.533333333,"Aromatic",459.16305,459,0.16305
21,16,0,13,0,0,475.0518,0.76,0.62,14,"CRAM",0.517241379,"Aromatic",475.16166,475,0.16166
21,16,0,14,0,0,491.0467,0.76,0.67,14,"CRAM",0.5,"HighUnsatLign",491.16028,491,0.16028
21,16,0,15,0,0,507.0416,0.76,0.71,14,"CRAM",0.481481481,"HighUnsatLign",507.15889,507,0.15889
21,18,0,7,0,0,381.098,0.86,0.33,13,"O",0.542857143,"Aromatic",381.1861,381,0.1861
21,18,0,8,0,0,397.0929,0.86,0.38,13,"CRAM",0.529411765,"Aromatic",397.18471,397,0.18471
21,18,0,9,0,0,413.0878,0.86,0.43,13,"CRAM",0.515151515,"Aromatic",413.18333,413,0.18333
21,18,0,10,0,0,429.0827,0.86,0.48,13,"CRAM",0.5,"HighUnsatLign",429.18194,429,0.18194
21,18,0,11,0,0,445.0776,0.86,0.52,13,"CRAM",0.483870968,"HighUnsatLign",445.18055,445,0.18055
21,18,0,12,0,0,461.0725,0.86,0.57,13,"CRAM",0.466666667,"HighUnsatLign",461.17917,461,0.17917
21,18,0,13,0,0,477.0675,0.86,0.62,13,"CRAM",0.448275862,"HighUnsatLign",477.17778,477,0.17778
21,18,0,14,0,0,493.0624,0.86,0.67,13,"CRAM",0.428571429,"HighUnsatLign",493.17639,493,0.17639
21,18,0,15,0,0,509.0573,0.86,0.71,13,"CRAM",0.407407407,"HighUnsatLign",509.175,509,0.175
21,19,1,9,0,0,428.0987,0.9,0.43,13,"CRAM",0.516129032,"Aromatic",428.1977,428,0.1977
21,20,0,6,0,0,367.1187,0.95,0.29,12,"O",0.5,"HighUnsatLign",367.2036,367,0.2036
21,20,0,7,0,0,383.1136,0.95,0.33,12,"CRAM",0.485714286,"HighUnsatLign",383.20222,383,0.20222
21,20,0,8,0,0,399.1085,0.95,0.38,12,"CRAM",0.470588235,"HighUnsatLign",399.20083,399,0.20083
21,20,0,9,0,0,415.1035,0.95,0.43,12,"CRAM",0.454545455,"HighUnsatLign",415.19944,415,0.19944
21,20,0,10,0,0,431.0984,0.95,0.48,12,"CRAM",0.4375,"HighUnsatLign",431.19805,431,0.19805
21,20,0,11,0,0,447.0933,0.95,0.52,12,"CRAM",0.419354839,"HighUnsatLign",447.19667,447,0.19667
21,20,0,12,0,0,463.0882,0.95,0.57,12,"CRAM",0.4,"HighUnsatLign",463.19528,463,0.19528
21,20,0,13,0,0,479.0831,0.95,0.62,12,"CRAM",0.379310345,"HighUnsatLign",479.19389,479,0.19389
21,20,0,14,0,0,495.078,0.95,0.67,12,"CRAM",0.357142857,"HighUnsatLign",495.19251,495,0.19251
21,20,0,15,0,0,511.0729,0.95,0.71,12,"CRAM",0.333333333,"HighUnsatLign",511.19112,511,0.19112
21,20,0,16,0,0,527.0679,0.95,0.76,12,"O",0.307692308,"HighUnsatLign",527.18973,527,0.18973
21,22,0,6,0,0,369.1344,1.05,0.29,11,"O",0.444444444,"HighUnsatLign",369.21972,369,0.21972
21,22,0,7,0,0,385.1293,1.05,0.33,11,"CRAM",0.428571429,"HighUnsatLign",385.21833,385,0.21833
21,22,0,8,0,0,401.1242,1.05,0.38,11,"CRAM",0.411764706,"HighUnsatLign",401.21694,401,0.21694
21,22,0,9,0,0,417.1191,1.05,0.43,11,"CRAM",0.393939394,"HighUnsatLign",417.21556,417,0.21556
21,22,0,10,0,0,433.114,1.05,0.48,11,"CRAM",0.375,"HighUnsatLign",433.21417,433,0.21417
21,22,0,11,0,0,449.1089,1.05,0.52,11,"CRAM",0.35483871,"HighUnsatLign",449.21278,449,0.21278
21,22,0,12,0,0,465.1038,1.05,0.57,11,"CRAM",0.333333333,"HighUnsatLign",465.2114,465,0.2114
21,22,0,13,0,0,481.0988,1.05,0.62,11,"CRAM",0.310344828,"HighUnsatLign",481.21001,481,0.21001
