"Mass","Forest","PreFenton","PostFenton","loss"
393.1191,"HW",1,1,"conserved"
393.1402,"HW",1,1,"conserved"
393.1555,"HW",1,1,"conserved"
393.1766,"HW",1,1,"conserved"
393.178,"HW",,,
393.1919,"HW",1,1,"conserved"
393.1952,"HW",,,
393.213,"HW",1,,"lost"
393.2283,"HW",1,,"lost"
393.2316,"HW",,,
394.078,"HW",1,1,"conserved"
394.0991,"HW",,1,"gained"
394.1144,"HW",1,,"lost"
394.1355,"HW",,1,"gained"
394.162,"HW",1,,"lost"
394.1653,"HW",,,
394.1984,"HW",1,,"lost"
395.0256,"HW",1,1,"conserved"
395.0409,"HW",1,,"lost"
395.062,"HW",1,1,"conserved"
395.0772,"HW",1,,"lost"
395.0831,"HW",,1,"gained"
395.0984,"HW",1,1,"conserved"
395.1017,"HW",,,
395.1096,"HW",1,,"lost"
395.1136,"HW",1,,"lost"
395.1195,"HW",1,1,"conserved"
395.1348,"HW",1,1,"conserved"
395.1381,"HW",,,
395.15,"HW",1,,"lost"
395.1559,"HW",,1,"gained"
395.1572,"HW",1,,"lost"
395.1711,"HW",1,1,"conserved"
395.1923,"HW",1,1,"conserved"
395.1936,"HW",,,
395.2075,"HW",1,1,"conserved"
395.23,"HW",,,
395.2439,"HW",1,,"lost"
395.2473,"HW",1,1,"conserved"
395.3895,"HW",,1,"gained"
396.0572,"HW",,1,"gained"
396.0936,"HW",1,1,"conserved"
396.1147,"HW",,1,"gained"
396.1412,"HW",1,,"lost"
396.1511,"HW",,1,"gained"
396.1776,"HW",,,
396.214,"HW",1,,"lost"
397.0049,"HW",,1,"gained"
397.0201,"HW",1,,"lost"
397.0412,"HW",1,1,"conserved"
397.0565,"HW",1,1,"conserved"
397.0624,"HW",,1,"gained"
397.0776,"HW",1,1,"conserved"
397.0929,"HW",1,1,"conserved"
397.0988,"HW",,1,"gained"
397.114,"HW",1,1,"conserved"
397.1174,"HW",,,
397.1293,"HW",1,,"lost"
397.1351,"HW",1,1,"conserved"
397.1504,"HW",1,1,"conserved"
397.1657,"HW",1,,"lost"
397.1729,"HW",1,1,"conserved"
397.1868,"HW",1,1,"conserved"
397.202,"HW",,,
397.2093,"HW",1,,"lost"
397.2232,"HW",1,1,"conserved"
397.2265,"HW",1,1,"conserved"
397.2456,"HW",1,,"lost"
397.2596,"HW",,,
397.3323,"HW",,1,"gained"
398.0729,"HW",,1,"gained"
398.1093,"HW",1,1,"conserved"
398.1205,"HW",,1,"gained"
398.1304,"HW",,1,"gained"
398.1569,"HW",1,1,"conserved"
398.1681,"HW",,,
398.1933,"HW",1,,"lost"
398.2045,"HW",,,
398.9994,"HW",1,,"lost"
399.0205,"HW",1,1,"conserved"
399.0358,"HW",1,1,"conserved"
399.0569,"HW",1,1,"conserved"
399.0722,"HW",1,1,"conserved"
399.078,"HW",,1,"gained"
399.0933,"HW",1,1,"conserved"
399.0967,"HW",,,
399.1085,"HW",1,1,"conserved"
399.1144,"HW",,1,"gained"
399.1297,"HW",1,1,"conserved"
399.133,"HW",1,,"lost"
399.1449,"HW",1,1,"conserved"
399.1521,"HW",1,1,"conserved"
399.1661,"HW",1,1,"conserved"
399.1813,"HW",1,1,"conserved"
399.1885,"HW",1,1,"conserved"
399.2024,"HW",1,1,"conserved"
399.2177,"HW",1,,"lost"
399.2249,"HW",1,,"lost"
399.2388,"HW",1,1,"conserved"
399.2613,"HW",1,,"lost"
399.2752,"HW",,,
400.0674,"HW",1,,"lost"
400.0885,"HW",,1,"gained"
400.1362,"HW",1,1,"conserved"
400.1474,"HW",,,
400.1725,"HW",1,1,"conserved"
400.1838,"HW",,,
400.2089,"HW",1,,"lost"
400.2202,"HW",1,,"lost"
401.015,"HW",1,,"lost"
401.0362,"HW",,1,"gained"
401.0514,"HW",1,1,"conserved"
401.0725,"HW",1,1,"conserved"
401.0759,"HW",,1,"gained"
401.0878,"HW",1,1,"conserved"
401.1089,"HW",1,1,"conserved"
401.1123,"HW",,,
401.1202,"HW",,1,"gained"
401.1242,"HW",1,1,"conserved"
401.1314,"HW",,1,"gained"
401.1453,"HW",1,1,"conserved"
401.1606,"HW",1,1,"conserved"
401.1678,"HW",1,1,"conserved"
401.1817,"HW",1,1,"conserved"
401.197,"HW",1,1,"conserved"
401.2042,"HW",1,1,"conserved"
401.2181,"HW",1,1,"conserved"
401.2333,"HW",1,,"lost"
401.2406,"HW",1,,"lost"
401.2545,"HW",1,,"lost"
402.0467,"HW",1,,"lost"
402.0831,"HW",1,,"lost"
402.1042,"HW",,1,"gained"
402.1154,"HW",,1,"gained"
402.1518,"HW",1,1,"conserved"
402.163,"HW",,,
402.1882,"HW",1,1,"conserved"
402.1994,"HW",,,
402.9943,"HW",1,,"lost"
403.0307,"HW",1,1,"conserved"
403.0518,"HW",1,1,"conserved"
403.0552,"HW",,1,"gained"
403.0671,"HW",1,1,"conserved"
403.0882,"HW",1,1,"conserved"
403.0916,"HW",1,1,"conserved"
403.1035,"HW",1,1,"conserved"
403.1246,"HW",1,1,"conserved"
403.1358,"HW",,1,"gained"
403.1398,"HW",1,1,"conserved"
403.1471,"HW",,1,"gained"
403.161,"HW",1,1,"conserved"
403.1762,"HW",1,1,"conserved"
403.1834,"HW",1,1,"conserved"
403.1949,"HW",,,
403.1974,"HW",1,1,"conserved"
403.2126,"HW",1,1,"conserved"
403.2198,"HW",1,1,"conserved"
403.2337,"HW",1,1,"conserved"
403.249,"HW",1,,"lost"
403.2701,"HW",,,
404.0623,"HW",1,,"lost"
404.0987,"HW",1,,"lost"
404.1198,"HW",,1,"gained"
404.1311,"HW",,1,"gained"
404.1675,"HW",,1,"gained"
404.1827,"HW",1,,"lost"
404.2038,"HW",,1,"gained"
405.0099,"HW",1,,"lost"
405.0463,"HW",1,1,"conserved"
405.0616,"HW",1,,"lost"
405.0675,"HW",,1,"gained"
405.0708,"HW",,1,"gained"
405.0827,"HW",1,1,"conserved"
405.1038,"HW",1,1,"conserved"
405.1151,"HW",,1,"gained"
405.1191,"HW",1,1,"conserved"
405.1402,"HW",1,1,"conserved"
405.1515,"HW",1,1,"conserved"
405.1555,"HW",1,1,"conserved"
405.1766,"HW",1,1,"conserved"
405.1919,"HW",1,1,"conserved"
405.213,"HW",1,1,"conserved"
405.2283,"HW",1,,"lost"
405.2494,"HW",1,,"lost"
405.2858,"HW",,,
406.078,"HW",1,,"lost"
406.0991,"HW",,1,"gained"
406.1144,"HW",1,,"lost"
406.1355,"HW",,1,"gained"
406.162,"HW",1,,"lost"
406.1984,"HW",1,,"lost"
406.2347,"HW",,,
407.0256,"HW",1,1,"conserved"
407.0409,"HW",1,,"lost"
407.062,"HW",1,1,"conserved"
407.0772,"HW",1,,"lost"
407.0831,"HW",,1,"gained"
407.0984,"HW",1,1,"conserved"
407.1195,"HW",1,1,"conserved"
407.1307,"HW",,1,"gained"
407.1348,"HW",1,1,"conserved"
407.1559,"HW",,1,"gained"
407.1671,"HW",,1,"gained"
407.1711,"HW",1,1,"conserved"
407.1923,"HW",1,1,"conserved"
407.2075,"HW",1,1,"conserved"
407.2109,"HW",,,
407.2287,"HW",,,
407.2439,"HW",1,,"lost"
408.0936,"HW",1,,"lost"
408.1147,"HW",,1,"gained"
408.1511,"HW",,1,"gained"
408.1776,"HW",1,,"lost"
409.0201,"HW",1,,"lost"
409.0412,"HW",1,1,"conserved"
409.0446,"HW",1,,"lost"
409.0565,"HW",1,,"lost"
409.0624,"HW",,1,"gained"
409.0776,"HW",1,1,"conserved"
409.0929,"HW",1,,"lost"
409.0988,"HW",1,1,"conserved"
409.114,"HW",1,1,"conserved"
409.1293,"HW",1,,"lost"
409.1351,"HW",1,1,"conserved"
409.1504,"HW",1,1,"conserved"
409.1715,"HW",,1,"gained"
409.1868,"HW",1,1,"conserved"
409.1902,"HW",,,
409.2079,"HW",,,
409.2093,"HW",,,
409.2232,"HW",1,1,"conserved"
409.2596,"HW",,,
410.0729,"HW",1,1,"conserved"
410.094,"HW",,1,"gained"
410.1093,"HW",1,,"lost"
410.1304,"HW",,1,"gained"
410.1933,"HW",,,
410.2297,"HW",,,
411.0205,"HW",1,1,"conserved"
411.0358,"HW",1,,"lost"
411.0569,"HW",1,1,"conserved"
411.0722,"HW",1,,"lost"
411.078,"HW",,1,"gained"
411.0933,"HW",1,1,"conserved"
411.1085,"HW",1,,"lost"
411.1144,"HW",1,1,"conserved"
411.1297,"HW",1,1,"conserved"
411.133,"HW",1,,"lost"
411.1449,"HW",1,,"lost"
411.1508,"HW",,1,"gained"
411.1521,"HW",,,
411.1661,"HW",1,1,"conserved"
411.1813,"HW",1,,"lost"
411.1885,"HW",1,1,"conserved"
411.2024,"HW",1,1,"conserved"
411.2058,"HW",1,,"lost"
411.2177,"HW",,,
411.2249,"HW",1,,"lost"
411.2388,"HW",1,,"lost"
411.2613,"HW",1,,"lost"
411.2752,"HW",,,
412.0885,"HW",,1,"gained"
412.1097,"HW",,1,"gained"
412.1249,"HW",,1,"gained"
412.1362,"HW",,1,"gained"
412.1725,"HW",1,,"lost"
412.1838,"HW",1,,"lost"
412.2089,"HW",,,
412.2202,"HW",1,,"lost"
412.2453,"HW",,,
413.015,"HW",1,,"lost"
413.0362,"HW",1,1,"conserved"
413.0514,"HW",1,1,"conserved"
413.0725,"HW",1,1,"conserved"
413.0759,"HW",1,,"lost"
413.0878,"HW",1,1,"conserved"
413.0937,"HW",,1,"gained"
413.1089,"HW",1,1,"conserved"
413.1123,"HW",,,
413.1242,"HW",1,1,"conserved"
413.1301,"HW",1,1,"conserved"
413.1453,"HW",1,1,"conserved"
413.1606,"HW",1,1,"conserved"
413.1678,"HW",1,1,"conserved"
413.1817,"HW",1,1,"conserved"
413.197,"HW",1,1,"conserved"
413.2042,"HW",1,1,"conserved"
413.2181,"HW",1,1,"conserved"
413.2333,"HW",,,
413.2406,"HW",1,,"lost"
413.2545,"HW",1,,"lost"
413.2769,"HW",1,,"lost"
414.0678,"HW",,1,"gained"
414.0831,"HW",1,,"lost"
414.1042,"HW",1,,"lost"
414.1518,"HW",,1,"gained"
414.163,"HW",,,
414.1882,"HW",1,1,"conserved"
414.1994,"HW",,,
414.2246,"HW",,,
414.2358,"HW",1,,"lost"
415.0307,"HW",1,,"lost"
415.0518,"HW",1,1,"conserved"
415.0671,"HW",1,1,"conserved"
415.0882,"HW",1,1,"conserved"
415.0916,"HW",,,
415.1035,"HW",1,1,"conserved"
415.1093,"HW",,1,"gained"
415.1246,"HW",1,1,"conserved"
415.128,"HW",,,
415.1398,"HW",1,1,"conserved"
415.1471,"HW",,1,"gained"
415.161,"HW",1,1,"conserved"
415.1762,"HW",1,1,"conserved"
415.1834,"HW",1,1,"conserved"
415.1974,"HW",1,1,"conserved"
415.2126,"HW",1,1,"conserved"
415.2198,"HW",1,1,"conserved"
415.2337,"HW",1,1,"conserved"
415.249,"HW",1,,"lost"
415.2562,"HW",1,,"lost"
415.2701,"HW",,,
416.1311,"HW",,1,"gained"
416.1675,"HW",1,1,"conserved"
416.1787,"HW",,,
416.2038,"HW",,,
416.2151,"HW",1,,"lost"
417.0099,"HW",1,,"lost"
417.0311,"HW",,1,"gained"
417.0463,"HW",1,1,"conserved"
417.0675,"HW",1,1,"conserved"
417.0708,"HW",,1,"gained"
417.0827,"HW",1,1,"conserved"
417.1038,"HW",1,1,"conserved"
417.1072,"HW",1,1,"conserved"
417.1151,"HW",,1,"gained"
417.1191,"HW",1,1,"conserved"
417.1402,"HW",1,1,"conserved"
417.1555,"HW",1,1,"conserved"
417.1627,"HW",,1,"gained"
417.1766,"HW",1,1,"conserved"
417.1919,"HW",1,1,"conserved"
417.1991,"HW",1,1,"conserved"
417.2105,"HW",,,
417.213,"HW",1,1,"conserved"
417.2283,"HW",1,,"lost"
417.2355,"HW",1,,"lost"
417.2494,"HW",1,,"lost"
417.2646,"HW",,,
418.078,"HW",1,,"lost"
418.1467,"HW",,1,"gained"
418.1831,"HW",,1,"gained"
419.0256,"HW",1,1,"conserved"
419.0409,"HW",1,,"lost"
419.0467,"HW",,1,"gained"
419.0501,"HW",,1,"gained"
419.062,"HW",1,1,"conserved"
419.0831,"HW",,1,"gained"
419.0865,"HW",,1,"gained"
419.0984,"HW",1,1,"conserved"
419.1195,"HW",1,1,"conserved"
419.1307,"HW",,1,"gained"
419.1348,"HW",1,1,"conserved"
419.1559,"HW",1,1,"conserved"
419.1711,"HW",1,1,"conserved"
419.1923,"HW",,1,"gained"
419.1936,"HW",,,
419.2075,"HW",1,1,"conserved"
419.2287,"HW",1,,"lost"
419.2439,"HW",1,,"lost"
419.265,"HW",1,,"lost"
420.0936,"HW",1,,"lost"
420.1147,"HW",,1,"gained"
420.1624,"HW",,1,"gained"
420.1776,"HW",,,
421.0412,"HW",1,1,"conserved"
421.0565,"HW",1,,"lost"
421.0659,"HW",,1,"gained"
421.0776,"HW",1,1,"conserved"
421.081,"HW",,,
421.0988,"HW",,1,"gained"
421.114,"HW",1,1,"conserved"
421.1351,"HW",1,1,"conserved"
421.1464,"HW",,1,"gained"
421.1504,"HW",1,1,"conserved"
421.1633,"HW",,,
421.1715,"HW",,1,"gained"
421.1868,"HW",1,1,"conserved"
421.1902,"HW",,,
421.2079,"HW",,,
421.2093,"HW",1,,"lost"
421.2232,"HW",1,1,"conserved"
421.2265,"HW",1,1,"conserved"
421.2596,"HW",1,,"lost"
422.1093,"HW",1,,"lost"
422.1304,"HW",,1,"gained"
422.1668,"HW",,,
423.0205,"HW",1,1,"conserved"
423.0358,"HW",1,,"lost"
423.0569,"HW",1,1,"conserved"
423.0603,"HW",,,
423.0722,"HW",1,,"lost"
423.078,"HW",,1,"gained"
423.0933,"HW",1,1,"conserved"
423.1144,"HW",1,1,"conserved"
423.1256,"HW",,1,"gained"
423.1297,"HW",1,1,"conserved"
423.1508,"HW",1,1,"conserved"
423.1661,"HW",1,1,"conserved"
423.1872,"HW",1,1,"conserved"
423.2024,"HW",1,1,"conserved"
423.2058,"HW",,,
423.2388,"HW",1,,"lost"
423.2613,"HW",,,
424.0885,"HW",1,,"lost"
424.1097,"HW",,1,"gained"
424.146,"HW",,1,"gained"
425.015,"HW",1,,"lost"
425.0362,"HW",1,1,"conserved"
425.0514,"HW",1,,"lost"
425.0725,"HW",1,1,"conserved"
425.0878,"HW",1,,"lost"
425.0937,"HW",,1,"gained"
425.1089,"HW",1,1,"conserved"
425.1242,"HW",1,,"lost"
425.1301,"HW",1,1,"conserved"
425.1453,"HW",1,1,"conserved"
425.1606,"HW",1,,"lost"
425.1664,"HW",,1,"gained"
425.1678,"HW",,,
425.1817,"HW",1,1,"conserved"
425.197,"HW",,,
425.2042,"HW",1,,"lost"
425.2181,"HW",1,1,"conserved"
425.2215,"HW",,,
425.2333,"HW",,,
425.2406,"HW",1,,"lost"
425.2545,"HW",1,,"lost"
425.2578,"HW",1,1,"conserved"
425.2769,"HW",,,
426.1253,"HW",,1,"gained"
426.1994,"HW",,,
426.2246,"HW",,,
426.2358,"HW",,,
427.0154,"HW",,1,"gained"
427.0307,"HW",1,,"lost"
427.0518,"HW",1,1,"conserved"
427.0671,"HW",1,,"lost"
427.0882,"HW",1,1,"conserved"
427.1035,"HW",1,,"lost"
427.1093,"HW",1,1,"conserved"
427.1246,"HW",1,1,"conserved"
427.128,"HW",,,
427.1398,"HW",1,,"lost"
427.1457,"HW",1,1,"conserved"
427.161,"HW",1,1,"conserved"
427.1762,"HW",1,1,"conserved"
427.1834,"HW",1,1,"conserved"
427.1974,"HW",1,1,"conserved"
427.2126,"HW",1,,"lost"
427.2198,"HW",1,1,"conserved"
427.2337,"HW",1,1,"conserved"
427.249,"HW",,,
427.2562,"HW",1,,"lost"
427.2701,"HW",,,
428.0987,"HW",1,,"lost"
428.1675,"HW",,1,"gained"
428.1787,"HW",,1,"gained"
428.2038,"HW",,,
428.2151,"HW",1,,"lost"
428.2402,"HW",,,
428.2515,"HW",1,,"lost"
429.0099,"HW",1,,"lost"
429.0311,"HW",,1,"gained"
429.0463,"HW",1,,"lost"
429.0675,"HW",1,1,"conserved"
429.0827,"HW",1,1,"conserved"
429.1038,"HW",1,1,"conserved"
429.1191,"HW",1,1,"conserved"
429.125,"HW",1,1,"conserved"
429.1402,"HW",1,1,"conserved"
429.1555,"HW",1,1,"conserved"
429.1627,"HW",,1,"gained"
429.1766,"HW",1,1,"conserved"
429.1919,"HW",1,1,"conserved"
429.1991,"HW",1,1,"conserved"
429.213,"HW",1,1,"conserved"
429.2283,"HW",1,,"lost"
429.2355,"HW",1,1,"conserved"
429.2494,"HW",1,,"lost"
429.2646,"HW",,,
429.2719,"HW",1,,"lost"
429.2858,"HW",,,
430.1467,"HW",,1,"gained"
430.1578,"HW",,,
430.1831,"HW",1,1,"conserved"
430.1943,"HW",1,1,"conserved"
430.2307,"HW",1,,"lost"
431.0256,"HW",1,1,"conserved"
431.0467,"HW",,1,"gained"
431.062,"HW",1,1,"conserved"
431.0831,"HW",1,1,"conserved"
431.0865,"HW",,1,"gained"
431.096,"HW",,,
431.0984,"HW",1,1,"conserved"
431.1195,"HW",1,1,"conserved"
431.1229,"HW",1,,"lost"
431.1348,"HW",1,1,"conserved"
431.1559,"HW",1,1,"conserved"
431.1711,"HW",1,1,"conserved"
431.1784,"HW",,1,"gained"
431.1923,"HW",1,1,"conserved"
431.2075,"HW",1,1,"conserved"
431.2147,"HW",1,1,"conserved"
431.2287,"HW",1,1,"conserved"
431.2439,"HW",1,,"lost"
431.2511,"HW",1,,"lost"
431.265,"HW",,,
432.1195,"HW",,,
432.1624,"HW",,1,"gained"
433.0049,"HW",1,,"lost"
433.0412,"HW",1,1,"conserved"
433.0624,"HW",,1,"gained"
433.0657,"HW",,1,"gained"
433.0776,"HW",1,1,"conserved"
433.0931,"HW",,,
433.0988,"HW",1,1,"conserved"
433.1021,"HW",1,1,"conserved"
433.11,"HW",,1,"gained"
433.114,"HW",1,1,"conserved"
433.1351,"HW",1,1,"conserved"
433.1464,"HW",,1,"gained"
433.1504,"HW",1,1,"conserved"
433.1715,"HW",,1,"gained"
433.1868,"HW",1,1,"conserved"
433.194,"HW",,1,"gained"
433.2079,"HW",1,1,"conserved"
433.2232,"HW",1,1,"conserved"
433.2443,"HW",1,,"lost"
433.2596,"HW",,,
433.2807,"HW",,,
433.3323,"HW",,,
434.1093,"HW",1,,"lost"
435.0205,"HW",1,1,"conserved"
435.0569,"HW",1,1,"conserved"
435.0722,"HW",1,,"lost"
435.078,"HW",,1,"gained"
435.0815,"HW",,1,"gained"
435.0933,"HW",1,1,"conserved"
435.1144,"HW",1,1,"conserved"
435.1256,"HW",,1,"gained"
435.1297,"HW",1,1,"conserved"
435.1508,"HW",,1,"gained"
435.1661,"HW",1,1,"conserved"
435.1872,"HW",,1,"gained"
435.2024,"HW",1,1,"conserved"
435.2236,"HW",,,
435.2249,"HW",1,,"lost"
435.2388,"HW",1,1,"conserved"
435.26,"HW",1,,"lost"
435.2752,"HW",,,
436.1097,"HW",,1,"gained"
436.146,"HW",,,
437.0362,"HW",1,1,"conserved"
437.0514,"HW",1,,"lost"
437.0725,"HW",1,1,"conserved"
437.0878,"HW",1,,"lost"
437.0937,"HW",,1,"gained"
437.1089,"HW",1,1,"conserved"
437.1301,"HW",1,1,"conserved"
437.1413,"HW",,1,"gained"
437.1453,"HW",1,1,"conserved"
437.1664,"HW",1,1,"conserved"
437.1817,"HW",1,1,"conserved"
437.2042,"HW",,,
437.2181,"HW",1,1,"conserved"
437.2406,"HW",,,
437.2545,"HW",1,,"lost"
438.1253,"HW",,1,"gained"
438.1617,"HW",,1,"gained"
439.0154,"HW",,1,"gained"
439.0307,"HW",1,,"lost"
439.0518,"HW",1,1,"conserved"
439.0552,"HW",1,,"lost"
439.0671,"HW",1,,"lost"
439.0729,"HW",,1,"gained"
439.0882,"HW",1,1,"conserved"
439.1035,"HW",1,,"lost"
439.1093,"HW",,1,"gained"
439.1246,"HW",1,1,"conserved"
439.1398,"HW",,,
439.1457,"HW",1,1,"conserved"
439.1569,"HW",,1,"gained"
439.161,"HW",1,1,"conserved"
439.1762,"HW",1,,"lost"
439.1821,"HW",,,
439.1974,"HW",1,1,"conserved"
439.2007,"HW",,,
439.2126,"HW",,,
439.2198,"HW",1,,"lost"
439.2337,"HW",1,1,"conserved"
439.2562,"HW",,,
439.2701,"HW",,,
439.2735,"HW",,,
439.2926,"HW",,,
440.141,"HW",,1,"gained"
440.1787,"HW",,,
440.2038,"HW",,,
440.2151,"HW",,,
440.2515,"HW",,,
441.0099,"HW",1,,"lost"
441.0311,"HW",1,1,"conserved"
441.0463,"HW",1,,"lost"
441.0675,"HW",1,1,"conserved"
441.0827,"HW",1,,"lost"
441.0886,"HW",,1,"gained"
441.1038,"HW",1,1,"conserved"
441.1191,"HW",1,,"lost"
441.125,"HW",1,1,"conserved"
441.128,"HW",1,,"lost"
441.1402,"HW",1,1,"conserved"
441.1555,"HW",1,,"lost"
441.1614,"HW",1,1,"conserved"
441.1766,"HW",1,1,"conserved"
441.1919,"HW",1,,"lost"
441.1991,"HW",1,1,"conserved"
441.213,"HW",1,1,"conserved"
441.2283,"HW",1,,"lost"
441.2355,"HW",1,,"lost"
441.2494,"HW",1,,"lost"
441.2528,"HW",1,1,"conserved"
441.2646,"HW",,,
441.2719,"HW",,,
441.2858,"HW",,,
442.1831,"HW",,,
442.1943,"HW",1,1,"conserved"
442.2195,"HW",,,
442.2307,"HW",1,,"lost"
442.2671,"HW",,,
443.0256,"HW",1,,"lost"
443.0467,"HW",,1,"gained"
443.062,"HW",1,1,"conserved"
443.0831,"HW",1,1,"conserved"
443.0984,"HW",1,1,"conserved"
443.1042,"HW",,1,"gained"
443.1195,"HW",1,1,"conserved"
443.1348,"HW",1,1,"conserved"
443.1406,"HW",,1,"gained"
443.1559,"HW",1,1,"conserved"
443.1711,"HW",1,1,"conserved"
443.1784,"HW",,1,"gained"
443.1923,"HW",1,1,"conserved"
443.2075,"HW",1,1,"conserved"
443.2147,"HW",1,1,"conserved"
443.2287,"HW",1,1,"conserved"
443.2439,"HW",1,,"lost"
443.2511,"HW",1,,"lost"
443.265,"HW",,,
443.2875,"HW",,,
444.1181,"HW",1,1,"conserved"
444.1734,"HW",,,
444.21,"HW",1,1,"conserved"
444.2464,"HW",1,,"lost"
445.0412,"HW",1,1,"conserved"
445.0624,"HW",,1,"gained"
445.0776,"HW",1,1,"conserved"
445.0988,"HW",1,1,"conserved"
445.1021,"HW",,,
445.114,"HW",1,1,"conserved"
445.1351,"HW",1,1,"conserved"
445.1504,"HW",1,1,"conserved"
445.1576,"HW",,1,"gained"
445.1715,"HW",1,1,"conserved"
445.1868,"HW",1,1,"conserved"
445.194,"HW",,1,"gained"
445.2079,"HW",1,1,"conserved"
445.2232,"HW",1,1,"conserved"
445.2304,"HW",1,1,"conserved"
445.2443,"HW",1,,"lost"
445.2596,"HW",1,,"lost"
445.2668,"HW",,,
445.2807,"HW",,,
446.0974,"HW",,1,"gained"
446.178,"HW",,1,"gained"
447.0205,"HW",1,,"lost"
447.0569,"HW",1,1,"conserved"
447.078,"HW",,1,"gained"
447.0814,"HW",,1,"gained"
447.0933,"HW",1,1,"conserved"
447.1144,"HW",1,1,"conserved"
447.1178,"HW",,,
447.1297,"HW",1,1,"conserved"
447.1344,"HW",,,
447.1508,"HW",1,1,"conserved"
447.1661,"HW",1,1,"conserved"
447.1872,"HW",,1,"gained"
447.2024,"HW",1,1,"conserved"
447.2097,"HW",,1,"gained"
447.2236,"HW",1,1,"conserved"
447.2388,"HW",1,,"lost"
447.26,"HW",,,
447.2752,"HW",,,
448.0885,"HW",1,,"lost"
449.0362,"HW",1,1,"conserved"
449.0607,"HW",,1,"gained"
449.0725,"HW",1,1,"conserved"
449.0937,"HW",,1,"gained"
449.1089,"HW",1,1,"conserved"
449.1301,"HW",1,1,"conserved"
449.1453,"HW",1,1,"conserved"
449.1664,"HW",,1,"gained"
449.1817,"HW",1,1,"conserved"
449.2028,"HW",,1,"gained"
449.2181,"HW",1,1,"conserved"
449.2392,"HW",,,
449.2545,"HW",1,,"lost"
450.1253,"HW",,1,"gained"
451.0154,"HW",1,,"lost"
451.0518,"HW",1,1,"conserved"
451.0671,"HW",1,,"lost"
451.0729,"HW",,1,"gained"
451.0882,"HW",1,1,"conserved"
451.1093,"HW",,1,"gained"
451.1123,"HW",1,,"lost"
451.1246,"HW",1,1,"conserved"
451.1457,"HW",,1,"gained"
451.1569,"HW",,1,"gained"
451.161,"HW",1,1,"conserved"
451.1821,"HW",,1,"gained"
451.1974,"HW",1,1,"conserved"
451.2126,"HW",,,
451.2198,"HW",,,
451.2337,"HW",1,1,"conserved"
451.2549,"HW",,,
451.2701,"HW",1,,"lost"
452.141,"HW",,1,"gained"
452.2151,"HW",,,
453.0311,"HW",1,1,"conserved"
453.0463,"HW",1,,"lost"
453.0675,"HW",1,1,"conserved"
453.0827,"HW",1,,"lost"
453.0886,"HW",,1,"gained"
453.1038,"HW",1,1,"conserved"
453.1191,"HW",1,,"lost"
453.125,"HW",1,1,"conserved"
453.1402,"HW",1,1,"conserved"
453.1555,"HW",,,
453.1614,"HW",1,1,"conserved"
453.1766,"HW",1,1,"conserved"
453.1919,"HW",,,
453.1991,"HW",,,
453.213,"HW",1,1,"conserved"
453.2283,"HW",,,
453.2355,"HW",,,
453.2494,"HW",1,,"lost"
453.2719,"HW",,,
453.2858,"HW",,,
454.1202,"HW",,1,"gained"
454.1566,"HW",,1,"gained"
454.1943,"HW",,,
454.2307,"HW",,,
454.2671,"HW",,,
455.0256,"HW",1,,"lost"
455.0467,"HW",1,1,"conserved"
455.062,"HW",1,,"lost"
455.0831,"HW",1,1,"conserved"
455.0984,"HW",1,,"lost"
455.1042,"HW",,1,"gained"
455.1195,"HW",1,1,"conserved"
455.1348,"HW",1,,"lost"
455.1406,"HW",1,1,"conserved"
455.1559,"HW",1,1,"conserved"
455.1711,"HW",1,,"lost"
455.177,"HW",1,1,"conserved"
455.1923,"HW",1,1,"conserved"
455.2075,"HW",1,,"lost"
455.2147,"HW",1,,"lost"
455.2287,"HW",1,1,"conserved"
455.2439,"HW",1,,"lost"
455.2511,"HW",1,,"lost"
455.265,"HW",,,
455.2803,"HW",,,
456.1734,"HW",,,
456.21,"HW",1,,"lost"
456.2464,"HW",1,,"lost"
456.2828,"HW",,,
457.0412,"HW",1,,"lost"
457.0624,"HW",1,1,"conserved"
457.0776,"HW",1,,"lost"
457.0988,"HW",1,1,"conserved"
457.114,"HW",1,,"lost"
457.1199,"HW",,1,"gained"
457.1351,"HW",1,1,"conserved"
457.1504,"HW",1,1,"conserved"
457.1563,"HW",1,1,"conserved"
457.1715,"HW",1,1,"conserved"
457.1868,"HW",1,1,"conserved"
457.194,"HW",,1,"gained"
457.2079,"HW",1,1,"conserved"
457.2232,"HW",1,1,"conserved"
457.2304,"HW",1,,"lost"
457.2443,"HW",1,,"lost"
457.2596,"HW",1,,"lost"
457.2668,"HW",1,,"lost"
457.282,"HW",,,
457.3171,"HW",,1,"gained"
458.1891,"HW",,1,"gained"
458.2256,"HW",1,,"lost"
458.262,"HW",1,,"lost"
459.0205,"HW",1,,"lost"
459.0416,"HW",,1,"gained"
459.0569,"HW",1,1,"conserved"
459.078,"HW",1,1,"conserved"
459.0933,"HW",1,1,"conserved"
459.1144,"HW",1,1,"conserved"
459.1297,"HW",1,1,"conserved"
459.1355,"HW",,1,"gained"
459.1508,"HW",1,1,"conserved"
459.1661,"HW",1,1,"conserved"
459.1733,"HW",,1,"gained"
459.1872,"HW",1,1,"conserved"
459.2024,"HW",1,1,"conserved"
459.2097,"HW",,1,"gained"
459.2236,"HW",1,1,"conserved"
459.2388,"HW",1,1,"conserved"
459.246,"HW",1,,"lost"
