"","Mass","Forest","PreFenton","PostFenton","loss","Treatment","rel_abund","perc","HC","OC"
"1",283.2643,"HW",2201857,4445489,"conserved","PostFenton",0.0515384565949347,"second 25 %",2,0.11
"2",283.2643,"HW",2201857,4445489,"conserved","PreFenton",0.0271734791252331,"lowest 25%",2,0.11
"3",283.2643,"SW",4238668.66666667,3439946.66666667,"conserved","PreFenton",0.0501282126632526,"second 25 %",2,0.11
"4",283.2643,"SW",4238668.66666667,3439946.66666667,"conserved","PostFenton",0.0411753949063771,"third 25 %",2,0.11
"5",287.2228,"SW",2494251.33333333,NA,"lost","PreFenton",0.0294980266460084,"third 25 %",2,0.25
"6",295.1187,"SW",1688358.33333333,NA,"lost","PreFenton",0.0199672095747142,"lowest 25%",1.33,0.4
"7",297.0827,"SW",NA,1826558.66666667,"gained","PostFenton",0.0218635001375018,"lowest 25%",1.8,1
"8",297.1344,"SW",1534436.33333333,NA,"lost","PreFenton",0.0181468656515783,"lowest 25%",1.47,0.4
"9",297.153,"HW",NA,2060882.66666667,"gained","PostFenton",0.0238926947886393,"lowest 25%",1.62,0.19
"10",297.153,"SW",NA,2376369.33333333,"gained","PostFenton",0.0284446112759705,"lowest 25%",1.62,0.19
"11",300.1929,"SW",1847763,NA,"lost","PreFenton",0.0218523937347834,"lowest 25%",1.93,0.29
"12",303.0722,"HW",NA,1395955.66666667,"gained","PostFenton",0.016183911496565,"lowest 25%",1.33,0.75
"13",303.2177,"SW",1808635.33333333,NA,"lost","PreFenton",0.0213896540988434,"lowest 25%",2,0.31
"14",307.0459,"SW",1671760.33333333,NA,"lost","PreFenton",0.0197709149031519,"lowest 25%",0.86,0.57
"15",307.0671,"HW",NA,1906654,"gained","PostFenton",0.022104655847885,"lowest 25%",1.45,0.91
"16",307.0823,"SW",1686699,NA,"lost","PreFenton",0.0199475856265471,"lowest 25%",1.07,0.47
"17",307.1398,"SW",2734344.33333333,NA,"lost","PreFenton",0.0323374637215237,"third 25 %",1.85,0.62
"18",307.1551,"SW",1651295.66666667,NA,"lost","PreFenton",0.0195288914652701,"lowest 25%",1.41,0.29
"19",309.0616,"HW",NA,1657396.66666667,"gained","PostFenton",0.0192149089032927,"lowest 25%",1,0.57
"20",309.0616,"SW",2665495,NA,"lost","PreFenton",0.0315232236158515,"third 25 %",1,0.57
"21",309.0827,"HW",NA,2048738,"gained","PostFenton",0.0237518964701956,"lowest 25%",1.64,0.91
"22",309.0827,"SW",NA,2274502.33333333,"gained","PostFenton",0.0272252859900374,"lowest 25%",1.64,0.91
"23",309.098,"HW",NA,1699556,"gained","PostFenton",0.0197036800983336,"lowest 25%",1.2,0.47
"24",309.098,"SW",2246342.33333333,1862856.33333333,"conserved","PreFenton",0.0265661543883669,"lowest 25%",1.2,0.47
"25",309.098,"SW",2246342.33333333,1862856.33333333,"conserved","PostFenton",0.0222979751174956,"lowest 25%",1.2,0.47
"26",309.1344,"SW",2013217.33333333,1787426.66666667,"conserved","PostFenton",0.0213950988192228,"lowest 25%",1.38,0.38
"27",309.1344,"SW",2013217.33333333,1787426.66666667,"conserved","PreFenton",0.0238091237034678,"lowest 25%",1.38,0.38
"28",309.1707,"HW",1766676.66666667,2068461.66666667,"conserved","PostFenton",0.0239805613793638,"lowest 25%",1.53,0.29
"29",309.1707,"HW",1766676.66666667,2068461.66666667,"conserved","PreFenton",0.0218028471071024,"lowest 25%",1.53,0.29
"30",309.1707,"SW",3191931.66666667,2430759.66666667,"conserved","PreFenton",0.037749076886226,"third 25 %",1.53,0.29
"31",309.1707,"SW",3191931.66666667,2430759.66666667,"conserved","PostFenton",0.0290956514434798,"lowest 25%",1.53,0.29
"32",309.1741,"HW",NA,2368920.66666667,"gained","PostFenton",0.0274639111593446,"lowest 25%",2.14,0.36
"33",309.1741,"SW",NA,2267432.33333333,"gained","PostFenton",0.0271406596657955,"lowest 25%",2.14,0.36
"34",311.0772,"HW",2202664,2017431.33333333,"conserved","PostFenton",0.0233889448846372,"lowest 25%",1.14,0.57
"35",311.0772,"HW",2202664,2017431.33333333,"conserved","PreFenton",0.0271834384448683,"lowest 25%",1.14,0.57
"36",311.0772,"SW",2552807.33333333,2281181,"conserved","PostFenton",0.0273052281414995,"lowest 25%",1.14,0.57
"37",311.0772,"SW",2552807.33333333,2281181,"conserved","PreFenton",0.0301905336220297,"third 25 %",1.14,0.57
"38",311.0984,"SW",NA,1937760,"gained","PostFenton",0.0231945553130033,"lowest 25%",1.82,0.91
"39",311.1136,"HW",2415235,2487025.33333333,"conserved","PostFenton",0.0288331491074441,"lowest 25%",1.33,0.47
"40",311.1136,"HW",2415235,2487025.33333333,"conserved","PreFenton",0.0298068120931706,"lowest 25%",1.33,0.47
"41",311.1136,"SW",3300759.33333333,3890487.33333333,"conserved","PostFenton",0.0465682662700946,"third 25 %",1.33,0.47
"42",311.1136,"SW",3300759.33333333,3890487.33333333,"conserved","PreFenton",0.0390361169564285,"third 25 %",1.33,0.47
"43",311.15,"HW",1709362.66666667,1643681.66666667,"conserved","PreFenton",0.0210955256132072,"lowest 25%",1.5,0.38
"44",311.15,"HW",1709362.66666667,1643681.66666667,"conserved","PostFenton",0.0190559050384311,"lowest 25%",1.5,0.38
"45",311.15,"SW",2792690,2297916.66666667,"conserved","PostFenton",0.0275055503414624,"lowest 25%",1.5,0.38
"46",311.15,"SW",2792690,2297916.66666667,"conserved","PreFenton",0.0330274832103426,"third 25 %",1.5,0.38
"47",311.1686,"HW",7661963,14697806.3333333,"conserved","PostFenton",0.170397959313644,"top 25 %",1.65,0.18
"48",311.1686,"HW",7661963,14697806.3333333,"conserved","PreFenton",0.0945575446719783,"top 25 %",1.65,0.18
"49",311.1686,"SW",7586890.33333333,15896895.6666667,"conserved","PostFenton",0.190282298037705,"top 25 %",1.65,0.18
"50",311.1686,"SW",7586890.33333333,15896895.6666667,"conserved","PreFenton",0.0897256383998501,"top 25 %",1.65,0.18
"51",312.1565,"HW",1454878,NA,"lost","PreFenton",0.0179548885158123,"lowest 25%",1.64,0.36
"52",313.0565,"HW",NA,2168916.33333333,"gained","PostFenton",0.0251451753234672,"lowest 25%",1.08,0.69
"53",313.0565,"SW",1752850.66666667,2227281.33333333,"conserved","PostFenton",0.0266600611446307,"lowest 25%",1.08,0.69
"54",313.0565,"SW",1752850.66666667,2227281.33333333,"conserved","PreFenton",0.0207299220334414,"lowest 25%",1.08,0.69
"55",313.0929,"HW",2119682,2758062.66666667,"conserved","PreFenton",0.0261593439442853,"lowest 25%",1.29,0.57
"56",313.0929,"HW",2119682,2758062.66666667,"conserved","PostFenton",0.031975400913625,"third 25 %",1.29,0.57
"57",313.0929,"SW",2345837.33333333,3078145.33333333,"conserved","PostFenton",0.0368447135844804,"third 25 %",1.29,0.57
"58",313.0929,"SW",2345837.33333333,3078145.33333333,"conserved","PreFenton",0.027742822562068,"third 25 %",1.29,0.57
"59",313.1293,"HW",2108508.66666667,2762334.66666667,"conserved","PostFenton",0.0320249280379917,"third 25 %",1.47,0.47
"60",313.1293,"HW",2108508.66666667,2762334.66666667,"conserved","PreFenton",0.0260214520012152,"lowest 25%",1.47,0.47
"61",313.1293,"SW",3324104,4560817.33333333,"conserved","PostFenton",0.0545919669672735,"second 25 %",1.47,0.47
"62",313.1293,"SW",3324104,4560817.33333333,"conserved","PreFenton",0.0393122004409486,"third 25 %",1.47,0.47
"63",313.1657,"HW",2236173,NA,"lost","PreFenton",0.0275969785212708,"lowest 25%",1.62,0.38
"64",313.1657,"SW",4033912.33333333,2282935,"conserved","PostFenton",0.0273262231305689,"lowest 25%",1.62,0.38
"65",313.1657,"SW",4033912.33333333,2282935,"conserved","PreFenton",0.0477066813220088,"second 25 %",1.62,0.38
"66",314.1721,"SW",1512383.66666667,NA,"lost","PreFenton",0.0178860618824252,"lowest 25%",1.79,0.36
"67",314.2085,"HW",2015662.66666667,NA,"lost","PreFenton",0.0248756242554255,"lowest 25%",1.93,0.27
"68",314.2085,"SW",1998960,NA,"lost","PreFenton",0.023640510704069,"lowest 25%",1.93,0.27
"69",315.051,"SW",1694794.66666667,NA,"lost","PreFenton",0.0200433282599614,"lowest 25%",0.75,0.44
"70",315.0722,"HW",8558562,2705525.66666667,"conserved","PreFenton",0.105622620292332,"top 25 %",1.23,0.69
"71",315.0722,"HW",8558562,2705525.66666667,"conserved","PostFenton",0.0313663169873959,"third 25 %",1.23,0.69
"72",315.0722,"SW",9188686,3447168.66666667,"conserved","PreFenton",0.108669122813528,"top 25 %",1.23,0.69
"73",315.0722,"SW",9188686,3447168.66666667,"conserved","PostFenton",0.0412618406367413,"third 25 %",1.23,0.69
"74",315.0874,"SW",1837093.66666667,NA,"lost","PreFenton",0.0217262138768214,"lowest 25%",0.94,0.35
"75",315.1085,"HW",NA,2628304.33333333,"gained","PostFenton",0.030471057020224,"third 25 %",1.43,0.57
"76",315.1085,"SW",2220286.33333333,3220102.33333333,"conserved","PostFenton",0.038543907235174,"third 25 %",1.43,0.57
"77",315.1085,"SW",2220286.33333333,3220102.33333333,"conserved","PreFenton",0.0262580055775327,"lowest 25%",1.43,0.57
"78",315.1198,"HW",1884905.66666667,NA,"lost","PreFenton",0.0232619306277384,"lowest 25%",1.54,0.54
"79",315.1198,"SW",1670400.33333333,NA,"lost","PreFenton",0.0197548309922395,"lowest 25%",1.54,0.54
"80",315.1238,"SW",1537537,NA,"lost","PreFenton",0.0181835353916047,"lowest 25%",1.11,0.28
"81",315.1449,"HW",2067694,2057941.66666667,"conserved","PostFenton",0.0238585985169253,"lowest 25%",1.6,0.47
"82",315.1449,"HW",2067694,2057941.66666667,"conserved","PreFenton",0.0255177514917498,"lowest 25%",1.6,0.47
"83",315.1449,"SW",3140868,3537974.66666667,"conserved","PostFenton",0.0423487682179446,"third 25 %",1.6,0.47
"84",315.1449,"SW",3140868,3537974.66666667,"conserved","PreFenton",0.0371451772792191,"third 25 %",1.6,0.47
"85",315.1813,"HW",2439582.33333333,NA,"lost","PreFenton",0.0301072865354656,"lowest 25%",1.75,0.38
"86",315.1813,"SW",4421812.66666667,2192615,"conserved","PreFenton",0.0522941477957145,"second 25 %",1.75,0.38
"87",315.1813,"SW",4421812.66666667,2192615,"conserved","PostFenton",0.0262451128610461,"lowest 25%",1.75,0.38
"88",315.1966,"SW",2370913.66666667,NA,"lost","PreFenton",0.0280393854380563,"third 25 %",1.4,0.15
"89",315.2177,"SW",1711290.33333333,NA,"lost","PreFenton",0.0202384126960702,"lowest 25%",1.88,0.29
"90",316.1514,"SW",1417553.33333333,NA,"lost","PreFenton",0.0167645599462997,"lowest 25%",1.77,0.46
"91",316.1878,"HW",1853590.66666667,NA,"lost","PreFenton",0.0228754670659328,"lowest 25%",1.93,0.36
"92",316.1878,"SW",2388396.33333333,NA,"lost","PreFenton",0.0282461425359816,"third 25 %",1.93,0.36
"93",317.0303,"SW",1772001.33333333,NA,"lost","PreFenton",0.0209564055750446,"lowest 25%",0.67,0.53
"94",317.0514,"SW",NA,1731382,"gained","PostFenton",0.0207242566504305,"lowest 25%",1.17,0.83
"95",317.0667,"HW",2117159.33333333,NA,"lost","PreFenton",0.0261282113003368,"lowest 25%",0.88,0.44
"96",317.0667,"SW",2481554.33333333,NA,"lost","PreFenton",0.0293478667806737,"third 25 %",0.88,0.44
"97",317.0878,"HW",NA,2547789,"gained","PostFenton",0.0295376083012582,"third 25 %",1.38,0.69
"98",317.0878,"SW",NA,2470929.33333333,"gained","PostFenton",0.0295764734004842,"lowest 25%",1.38,0.69
"99",317.1031,"SW",1980653.33333333,NA,"lost","PreFenton",0.0234240086483554,"lowest 25%",1.06,0.35
"100",317.1064,"SW",5225112.66666667,NA,"lost","PreFenton",0.0617942989986293,"second 25 %",1.57,0.43
"101",317.1242,"HW",NA,1995175.33333333,"gained","PostFenton",0.0231309215513263,"lowest 25%",1.57,0.57
"102",317.1242,"SW",NA,2780183,"gained","PostFenton",0.0332781708641789,"third 25 %",1.57,0.57
"103",317.1394,"HW",1564937,NA,"lost","PreFenton",0.0193131447236605,"lowest 25%",1.22,0.28
"104",317.1606,"SW",2128630.66666667,1807986.33333333,"conserved","PostFenton",0.0216411934468943,"lowest 25%",1.73,0.47
"105",317.1606,"SW",2128630.66666667,1807986.33333333,"conserved","PreFenton",0.0251740485354099,"lowest 25%",1.73,0.47
"106",317.197,"SW",2540967.66666667,NA,"lost","PreFenton",0.0300505129279859,"third 25 %",1.88,0.38
"107",319.0459,"HW",2865869.66666667,NA,"lost","PreFenton",0.0353681685789792,"third 25 %",0.8,0.53
"108",319.0459,"SW",2808117,NA,"lost","PreFenton",0.0332099291615531,"third 25 %",0.8,0.53
"109",319.0671,"HW",NA,3488980.33333333,"gained","PostFenton",0.0404492422476089,"third 25 %",1.33,0.83
"110",319.0671,"SW",NA,3622738,"gained","PostFenton",0.0433633664259345,"third 25 %",1.33,0.83
"111",319.0823,"HW",2783529.33333333,NA,"lost","PreFenton",0.0343519929921912,"lowest 25%",1,0.44
"112",319.0823,"SW",2700603,1627050.33333333,"conserved","PreFenton",0.0319384250454941,"third 25 %",1,0.44
"113",319.0823,"SW",2700603,1627050.33333333,"conserved","PostFenton",0.0194754298538211,"lowest 25%",1,0.44
"114",319.1035,"HW",NA,1862021,"gained","PostFenton",0.0215872063764767,"lowest 25%",1.54,0.69
"115",319.1035,"SW",NA,2248237.33333333,"gained","PostFenton",0.0269108997939677,"lowest 25%",1.54,0.69
"116",319.1187,"HW",2278874.33333333,1684701,"conserved","PreFenton",0.0281239626941544,"lowest 25%",1.18,0.35
"117",319.1187,"HW",2278874.33333333,1684701,"conserved","PostFenton",0.0195314597255652,"lowest 25%",1.18,0.35
"118",319.1187,"SW",2564588.33333333,2048688.33333333,"conserved","PreFenton",0.0303298605003087,"third 25 %",1.18,0.35
"119",319.1187,"SW",2564588.33333333,2048688.33333333,"conserved","PostFenton",0.0245223427393508,"lowest 25%",1.18,0.35
"120",319.1398,"SW",NA,1584563.66666667,"gained","PostFenton",0.0189668739232285,"lowest 25%",1.71,0.57
"121",319.1551,"SW",2117959.66666667,2121227.33333333,"conserved","PreFenton",0.0250478489667727,"lowest 25%",1.33,0.28
"122",319.1551,"SW",2117959.66666667,2121227.33333333,"conserved","PostFenton",0.0253906184018941,"lowest 25%",1.33,0.28
"123",319.2126,"SW",5024764,NA,"lost","PreFenton",0.059424894508855,"second 25 %",2,0.38
"124",321.0252,"HW",2750936,NA,"lost","PreFenton",0.0339497533086173,"lowest 25%",0.71,0.64
"125",321.0252,"SW",2658787.66666667,NA,"lost","PreFenton",0.031443899974827,"third 25 %",0.71,0.64
"126",321.0463,"HW",NA,2225597.33333333,"gained","PostFenton",0.0258023024152803,"lowest 25%",1.27,1
"127",321.0616,"HW",3680222.66666667,2201962,"conserved","PostFenton",0.0255282878802974,"lowest 25%",0.93,0.53
"128",321.0616,"HW",3680222.66666667,2201962,"conserved","PreFenton",0.0454182327957158,"third 25 %",0.93,0.53
"129",321.0616,"SW",3748842.33333333,2129229,"conserved","PostFenton",0.0254863965684866,"lowest 25%",0.93,0.53
"130",321.0616,"SW",3748842.33333333,2129229,"conserved","PreFenton",0.0443353280250899,"second 25 %",0.93,0.53
"131",321.0827,"HW",NA,7048302,"gained","PostFenton",0.0817139816778292,"top 25 %",1.5,0.83
"132",321.0827,"SW",NA,7424507,"gained","PostFenton",0.0888696940195276,"top 25 %",1.5,0.83
"133",321.098,"HW",2939535.33333333,2661318,"conserved","PostFenton",0.0308537985873586,"third 25 %",1.12,0.44
"134",321.098,"HW",2939535.33333333,2661318,"conserved","PreFenton",0.0362772886787009,"third 25 %",1.12,0.44
"135",321.098,"SW",3537904.66666667,2653864,"conserved","PreFenton",0.0418406937318952,"second 25 %",1.12,0.44
"136",321.098,"SW",3537904.66666667,2653864,"conserved","PostFenton",0.0317661605880956,"third 25 %",1.12,0.44
"137",321.1191,"SW",NA,1708374.66666667,"gained","PostFenton",0.0204488639982937,"lowest 25%",1.69,0.69
"138",321.1344,"HW",3099115.33333333,2407883.66666667,"conserved","PreFenton",0.0382466916866186,"third 25 %",1.29,0.35
"139",321.1344,"HW",3099115.33333333,2407883.66666667,"conserved","PostFenton",0.0279156258940585,"lowest 25%",1.29,0.35
"140",321.1344,"SW",3651063.33333333,3102553,"conserved","PreFenton",0.0431789539625108,"second 25 %",1.29,0.35
"141",321.1344,"SW",3651063.33333333,3102553,"conserved","PostFenton",0.0371368679145117,"third 25 %",1.29,0.35
"142",321.1707,"HW",2127943.33333333,NA,"lost","PreFenton",0.026261298416751,"lowest 25%",1.44,0.28
"143",321.1707,"SW",2440104.33333333,NA,"lost","PreFenton",0.0288576622899967,"third 25 %",1.44,0.28
"144",323.0409,"HW",3268087.66666667,2118239.33333333,"conserved","PostFenton",0.0245576551732966,"lowest 25%",0.86,0.64
"145",323.0409,"HW",3268087.66666667,2118239.33333333,"conserved","PreFenton",0.0403320070238887,"third 25 %",0.86,0.64
"146",323.0409,"SW",3454630.33333333,2219004,"conserved","PreFenton",0.0408558577329052,"second 25 %",0.86,0.64
"147",323.0409,"SW",3454630.33333333,2219004,"conserved","PostFenton",0.0265609833094787,"lowest 25%",0.86,0.64
"148",323.062,"HW",NA,5064461.66666667,"gained","PostFenton",0.0587144716327519,"second 25 %",1.45,1
"149",323.062,"SW",NA,5115732.66666667,"gained","PostFenton",0.0612341798280168,"second 25 %",1.45,1
"150",323.0772,"HW",4104873.33333333,2999653.33333333,"conserved","PostFenton",0.0347762649103059,"third 25 %",1.07,0.53
"151",323.0772,"HW",4104873.33333333,2999653.33333333,"conserved","PreFenton",0.0506589164669001,"second 25 %",1.07,0.53
"152",323.0772,"SW",4773549,3402925,"conserved","PreFenton",0.0564539241560101,"second 25 %",1.07,0.53
"153",323.0772,"SW",4773549,3402925,"conserved","PostFenton",0.0407322538077479,"third 25 %",1.07,0.53
"154",323.0984,"HW",2303405.33333333,5629716,"conserved","PreFenton",0.0284267037969695,"lowest 25%",1.67,0.83
"155",323.0984,"HW",2303405.33333333,5629716,"conserved","PostFenton",0.0652677070414097,"second 25 %",1.67,0.83
"156",323.0984,"SW",2310235.66666667,6396422,"conserved","PostFenton",0.0765637457086073,"second 25 %",1.67,0.83
"157",323.0984,"SW",2310235.66666667,6396422,"conserved","PreFenton",0.0273217828304496,"lowest 25%",1.67,0.83
"158",323.1136,"HW",3923632.33333333,3504236,"conserved","PreFenton",0.0484221914978687,"third 25 %",1.25,0.44
"159",323.1136,"HW",3923632.33333333,3504236,"conserved","PostFenton",0.0406261077205247,"third 25 %",1.25,0.44
"160",323.1136,"SW",4347913.33333333,4132531.66666667,"conserved","PostFenton",0.0494654829933726,"second 25 %",1.25,0.44
"161",323.1136,"SW",4347913.33333333,4132531.66666667,"conserved","PreFenton",0.0514201843443746,"second 25 %",1.25,0.44
"162",323.15,"HW",3137037,2442012.66666667,"conserved","PreFenton",0.0387146892076024,"third 25 %",1.41,0.35
"163",323.15,"HW",3137037,2442012.66666667,"conserved","PostFenton",0.0283112979978762,"lowest 25%",1.41,0.35
"164",323.15,"SW",4372837,3344740.66666667,"conserved","PreFenton",0.0517149417225203,"second 25 %",1.41,0.35
"165",323.15,"SW",4372837,3344740.66666667,"conserved","PostFenton",0.0400358003058436,"third 25 %",1.41,0.35
"166",323.1864,"HW",1965758.33333333,NA,"lost","PreFenton",0.0242597466756861,"lowest 25%",1.56,0.28
"167",323.1864,"SW",2585793.33333333,NA,"lost","PreFenton",0.0305806394200869,"third 25 %",1.56,0.28
"168",325.0201,"HW",NA,1929057,"gained","PostFenton",0.0223643834151102,"lowest 25%",0.77,0.77
"169",325.0201,"SW",1683909,NA,"lost","PreFenton",0.0199145899563664,"lowest 25%",0.77,0.77
"170",325.0565,"HW",3914110,3113575.33333333,"conserved","PreFenton",0.0483046748171503,"third 25 %",1,0.64
"171",325.0565,"HW",3914110,3113575.33333333,"conserved","PostFenton",0.0360970114136058,"third 25 %",1,0.64
"172",325.0565,"SW",4186486.66666667,3627198.66666667,"conserved","PreFenton",0.0495110871932283,"second 25 %",1,0.64
"173",325.0565,"SW",4186486.66666667,3627198.66666667,"conserved","PostFenton",0.0434167596117433,"third 25 %",1,0.64
"174",325.0776,"HW",NA,5397781.66666667,"gained","PostFenton",0.0625787930498612,"second 25 %",1.64,1
"175",325.0776,"SW",NA,7987736,"gained","PostFenton",0.0956114196173248,"top 25 %",1.64,1
"176",325.0929,"HW",4148954.33333333,4236568.66666667,"conserved","PostFenton",0.0491163537551123,"second 25 %",1.2,0.53
"177",325.0929,"HW",4148954.33333333,4236568.66666667,"conserved","PreFenton",0.0512029273328734,"second 25 %",1.2,0.53
"178",325.0929,"SW",4544893.66666667,5576560.33333333,"conserved","PreFenton",0.0537497535596955,"second 25 %",1.2,0.53
"179",325.0929,"SW",4544893.66666667,5576560.33333333,"conserved","PostFenton",0.0667501842889727,"second 25 %",1.2,0.53
"180",325.114,"HW",NA,3223836.33333333,"gained","PostFenton",0.03737531437704,"third 25 %",1.83,0.83
"181",325.114,"SW",NA,5664286.66666667,"gained","PostFenton",0.0678002489465707,"second 25 %",1.83,0.83
"182",325.1293,"HW",3901495,4416457.66666667,"conserved","PostFenton",0.0512018839225261,"second 25 %",1.38,0.44
"183",325.1293,"HW",3901495,4416457.66666667,"conserved","PreFenton",0.0481489910288003,"third 25 %",1.38,0.44
"184",325.1293,"SW",4892890,5906636.33333333,"conserved","PreFenton",0.057865299164982,"second 25 %",1.38,0.44
"185",325.1293,"SW",4892890,5906636.33333333,"conserved","PostFenton",0.070701120441796,"second 25 %",1.38,0.44
"186",325.1657,"HW",3262526.33333333,2010149.66666667,"conserved","PostFenton",0.0233045254065014,"lowest 25%",1.53,0.35
"187",325.1657,"HW",3262526.33333333,2010149.66666667,"conserved","PreFenton",0.0402633736951839,"third 25 %",1.53,0.35
"188",325.1657,"SW",4895968.66666667,3347154.66666667,"conserved","PostFenton",0.0400646953478124,"third 25 %",1.53,0.35
"189",325.1657,"SW",4895968.66666667,3347154.66666667,"conserved","PreFenton",0.0579017087240965,"second 25 %",1.53,0.35
"190",325.1843,"HW",13566018,23409107.6666667,"conserved","PreFenton",0.16742045779337,"top 25 %",1.67,0.17
"191",325.1843,"HW",13566018,23409107.6666667,"conserved","PostFenton",0.27139180400731,"top 25 %",1.67,0.17
"192",325.1843,"SW",13945231,24616833,"conserved","PostFenton",0.294658004422356,"top 25 %",1.67,0.17
"193",325.1843,"SW",13945231,24616833,"conserved","PreFenton",0.164921950777512,"top 25 %",1.67,0.17
"194",325.202,"HW",2581659,NA,"lost","PreFenton",0.0318606780299402,"lowest 25%",1.67,0.28
"195",325.202,"SW",3423122.33333333,NA,"lost","PreFenton",0.0404832313615602,"second 25 %",1.67,0.28
"196",326.1721,"HW",2066610.66666667,NA,"lost","PreFenton",0.0255043818970309,"lowest 25%",1.67,0.33
"197",326.1721,"SW",1793273,NA,"lost","PreFenton",0.0212079729218283,"lowest 25%",1.67,0.33
"198",326.2085,"HW",2825913.66666667,NA,"lost","PreFenton",0.0348750650159741,"third 25 %",1.81,0.25
"199",326.2085,"SW",2216362.66666667,NA,"lost","PreFenton",0.0262116027061234,"lowest 25%",1.81,0.25
"200",327.0358,"HW",1776483,2386721.33333333,"conserved","PostFenton",0.0276702819064909,"lowest 25%",0.92,0.77
"201",327.0358,"HW",1776483,2386721.33333333,"conserved","PreFenton",0.0219238686784979,"lowest 25%",0.92,0.77
"202",327.0358,"SW",1867597.66666667,2337672.33333333,"conserved","PostFenton",0.0279814168107388,"lowest 25%",0.92,0.77
"203",327.0358,"SW",1867597.66666667,2337672.33333333,"conserved","PreFenton",0.0220869665374634,"lowest 25%",0.92,0.77
"204",327.051,"HW",1795771.66666667,NA,"lost","PreFenton",0.0221619132840379,"lowest 25%",0.71,0.41
"205",327.051,"SW",1942011.66666667,NA,"lost","PreFenton",0.0229670166452857,"lowest 25%",0.71,0.41
"206",327.0722,"HW",3485973.33333333,4271400,"conserved","PostFenton",0.0495201683098539,"second 25 %",1.14,0.64
"207",327.0722,"HW",3485973.33333333,4271400,"conserved","PreFenton",0.0430209698470211,"third 25 %",1.14,0.64
"208",327.0722,"SW",4164693,4640484.33333333,"conserved","PreFenton",0.0492533464629914,"second 25 %",1.14,0.64
"209",327.0722,"SW",4164693,4640484.33333333,"conserved","PostFenton",0.0555455632011317,"second 25 %",1.14,0.64
"210",327.0874,"HW",1969347,NA,"lost","PreFenton",0.0243040350008381,"lowest 25%",0.89,0.33
"211",327.0874,"SW",2102018.66666667,NA,"lost","PreFenton",0.0248593242433497,"lowest 25%",0.89,0.33
"212",327.0933,"HW",NA,4794668,"gained","PostFenton",0.0555866381865127,"second 25 %",1.82,1
"213",327.0933,"SW",NA,8639037.66666667,"gained","PostFenton",0.103407355405529,"top 25 %",1.82,1
"214",327.1085,"HW",3971698.33333333,5957423,"conserved","PreFenton",0.0490153819038004,"second 25 %",1.33,0.53
"215",327.1085,"HW",3971698.33333333,5957423,"conserved","PostFenton",0.0690669545472198,"second 25 %",1.33,0.53
"216",327.1085,"SW",4986972.33333333,7520832.66666667,"conserved","PreFenton",0.0589779549501054,"second 25 %",1.33,0.53
"217",327.1085,"SW",4986972.33333333,7520832.66666667,"conserved","PostFenton",0.0900226907805104,"top 25 %",1.33,0.53
"218",327.1449,"HW",3939108,4473824,"conserved","PreFenton",0.0486131792437196,"second 25 %",1.5,0.44
"219",327.1449,"HW",3939108,4473824,"conserved","PostFenton",0.0518669563769873,"second 25 %",1.5,0.44
"220",327.1449,"SW",6190520.66666667,6558621.33333333,"conserved","PostFenton",0.0785052355776996,"second 25 %",1.5,0.44
"221",327.1449,"SW",6190520.66666667,6558621.33333333,"conserved","PreFenton",0.0732116050766869,"top 25 %",1.5,0.44
"222",327.1813,"HW",2855553,NA,"lost","PreFenton",0.0352408489000406,"third 25 %",1.65,0.35
"223",327.1813,"SW",4029205.33333333,2618191,"conserved","PreFenton",0.0476510144332846,"second 25 %",1.65,0.35
"224",327.1813,"SW",4029205.33333333,2618191,"conserved","PostFenton",0.0313391627288763,"lowest 25%",1.65,0.35
"225",327.2177,"HW",4683742.33333333,NA,"lost","PreFenton",0.0578028339364471,"second 25 %",1.78,0.28
"226",327.2177,"SW",5567772.33333333,NA,"lost","PreFenton",0.0658467310221245,"second 25 %",1.78,0.28
"227",328.1514,"HW",3800567,2200987.33333333,"conserved","PreFenton",0.046903421992686,"third 25 %",1.64,0.43
"228",328.1514,"HW",3800567,2200987.33333333,"conserved","PostFenton",0.0255169881524847,"lowest 25%",1.64,0.43
"229",328.1514,"SW",3671512,2092213.33333333,"conserved","PreFenton",0.0434207881779115,"second 25 %",1.64,0.43
"230",328.1514,"SW",3671512,2092213.33333333,"conserved","PostFenton",0.0250433272885202,"lowest 25%",1.64,0.43
"231",328.1878,"HW",2548393,NA,"lost","PreFenton",0.0314501368564762,"lowest 25%",1.8,0.33
"232",328.1878,"SW",2151221,NA,"lost","PreFenton",0.0254412109683626,"lowest 25%",1.8,0.33
"233",328.2242,"HW",2836998,NA,"lost","PreFenton",0.0350118585954165,"third 25 %",1.94,0.25
"234",328.2242,"SW",2329745.33333333,NA,"lost","PreFenton",0.0275525120514775,"lowest 25%",1.94,0.25
"235",329.0303,"HW",2323634.33333333,NA,"lost","PreFenton",0.0286763532107254,"lowest 25%",0.62,0.5
"236",329.0303,"SW",2088758,NA,"lost","PreFenton",0.0247024982276833,"lowest 25%",0.62,0.5
"237",329.0514,"HW",1821622.66666667,3649349.33333333,"conserved","PostFenton",0.0423084687006882,"second 25 %",1.08,0.77
"238",329.0514,"HW",1821622.66666667,3649349.33333333,"conserved","PreFenton",0.0224809447238028,"lowest 25%",1.08,0.77
