Mass,PreFenton,PreFentonGoethite,PostFenton,PostFentonGoethite,Forest
327.1601,0,0,0,0,HW
327.1925,0,1742576.33333333,0,0,HW
329.1718,0,1707451,0,0,HW
332.1252,0,1576542.66666667,0,0,HW
333.2071,0,2542406.33333333,0,1521851,HW
333.2283,0,0,0,0,HW
335.117,0,1615101.5,0,0,HW
335.1898,0,1720609.33333333,0,0,HW
335.2075,0,0,0,0,HW
335.2228,0,1502746,0,0,HW
336.1565,0,1746938,0,0,HW
337.0963,0,0,0,1513389.5,HW
337.1504,0,0,0,0,HW
337.169,0,2286863.33333333,0,3062321,HW
337.2385,0,0,0,0,HW
338.1092,0,0,0,0,HW
338.1357,0,0,0,1848189,HW
339.1119,0,0,0,1992142.66666667,HW
339.1483,0,0,0,0,HW
339.1636,0,0,0,0,HW
339.1661,0,0,0,0,HW
339.1847,0,1669563.5,0,0,HW
339.2541,0,3726963.5,0,5558880.5,HW
341.1276,0,0,0,0,HW
341.1354,0,0,0,1774810.5,HW
341.176,0,0,0,0,HW
341.2334,0,2114890,0,3138702,HW
341.2697,0,0,0,0,HW
342.2035,0,0,0,4044979.66666667,HW
343.1585,0,0,0,0,HW
343.1915,0,1562382.5,0,0,HW
343.249,0,1843716.66666667,0,0,HW
345.1093,0,0,0,0,HW
346.1984,0,0,0,2763376,HW
347.117,0,3722890,0,6855890.33333333,HW
347.146,0,0,0,1660783,HW
347.2228,0,0,0,0,HW
348.1201,0,1692074,0,0,HW
348.13,0,0,0,1913769.66666667,HW
348.1565,0,2060092,0,0,HW
348.1929,0,2483358,0,0,HW
349.0413,0,0,0,0,HW
349.0963,0,0,0,1653454.5,HW
349.2054,0,0,0,2295279.5,HW
351.112,0,1604466.5,0,2558176,HW
351.1483,0,2382322.33333333,0,1939267,HW
351.1661,0,2143109.5,0,0,HW
351.1847,0,2999636.33333333,0,7967137,HW
351.2025,0,0,0,0,HW
352.125,0,0,0,0,HW
352.1879,0,0,0,2247129.33333333,HW
353.0912,0,0,0,2045684.66666667,HW
353.1276,0,5331125.66666667,0,7013888.33333333,HW
353.164,0,1929307.5,0,2141196,HW
353.2334,0,2374193.33333333,0,2744012.33333333,HW
355.1068,0,0,0,2035829,HW
355.1433,0,0,0,2427777,HW
355.1511,0,0,0,1855424,HW
355.1585,0,0,0,2132016.33333333,HW
355.1949,0,0,0,0,HW
355.249,0,2431933,0,5231583,HW
356.2191,0,1670778,0,5112623.66666667,HW
357.0861,0,1941523,0,1755037,HW
357.1377,0,0,0,2223275,HW
357.1741,0,0,0,3495222.5,HW
357.2071,0,1577024.66666667,0,0,HW
357.2647,0,1662175,0,0,HW
358.1062,0,0,0,0,HW
358.2348,0,0,0,2431420.66666667,HW
359.1534,0,0,0,0,HW
359.1824,0,0,0,1829440.5,HW
359.2228,0,0,0,0,HW
360.1929,0,1583189.66666667,0,0,HW
360.214,0,0,0,3079746.66666667,HW
361.0963,0,0,0,0,HW
361.1617,0,0,0,1771478,HW
361.2384,0,0,0,0,HW
361.2596,0,0,0,0,HW
362.1457,0,1775123.5,0,1759932.33333333,HW
362.1722,0,1889100.66666667,0,0,HW
362.2086,0,1886725,0,0,HW
363.1119,0,0,0,2504140.5,HW
364.1548,0,1802228,0,0,HW
365.0912,0,0,0,1926277,HW
365.1276,0,2509152,0,4009787.33333333,HW
365.164,0,1813882.66666667,0,2878791,HW
365.2334,0,2775360,0,2072669.66666667,HW
366.0986,0,0,0,0,HW
367.1069,0,0,0,3519769,HW
367.1432,0,2670798.33333333,0,3404069,HW
367.1796,0,4316209.66666667,0,3661787.33333333,HW
367.249,0,1922466,0,0,HW
367.2854,0,0,0,5198608,HW
368.0961,0,0,0,0,HW
369.0861,0,0,0,1983987,HW
369.1225,0,1971062.33333333,0,4340308.33333333,HW
369.1304,0,0,0,1649338,HW
369.1589,0,0,0,1935712,HW
369.1742,0,0,0,2093669,HW
369.2072,0,1723056.5,0,0,HW
369.2647,0,0,0,0,HW
370.2347,0,0,0,2471697.33333333,HW
371.0654,0,0,0,2042396.33333333,HW
371.1534,0,0,0,3596344.66666667,HW
371.1824,0,1653477,0,1722434.33333333,HW
371.1898,0,0,0,0,HW
372.1712,0,0,0,0,HW
372.1969,0,0,0,1753990.33333333,HW
372.2334,0,2231756,0,0,HW
373.0881,0,0,0,0,HW
373.0963,0,2694506.33333333,0,3804324,HW
373.0988,0,0,0,0,HW
373.1325,0,0,0,0,HW
373.1617,0,0,0,2149134,HW
373.1691,0,0,0,2093025,HW
374.1457,0,1750434.66666667,0,0,HW
374.1755,0,1723237.5,0,0,HW
374.2297,0,0,0,1689786,HW
375.0754,0,0,0,0,HW
375.1038,0,0,0,0,HW
375.1198,0,0,0,0,HW
375.1483,0,0,0,1820756.5,HW
376.1613,0,1645898,0,0,HW
376.1878,0,1847639,0,0,HW
376.2089,0,0,0,0,HW
377.0857,0,0,0,0,HW
377.1276,0,0,0,0,HW
377.1718,0,1631683,0,0,HW
377.2004,0,0,0,0,HW
377.2545,0,0,0,0,HW
378.1341,0,0,0,0,HW
378.1705,0,1865858.5,0,0,HW
379.1068,0,1835143,0,4236080,HW
379.1433,0,0,0,2158990,HW
379.1796,0,2054759.5,0,2901656.5,HW
379.1974,0,1736771.5,0,2212511.66666667,HW
379.216,0,3096229,0,6783397.66666667,HW
380.1351,0,1850166.5,0,1599624.5,HW
380.1497,0,1925051.5,0,1728140.5,HW
381.1225,0,0,0,3868882,HW
381.1313,0,0,0,0,HW
381.1589,0,2156209.66666667,0,2594865.66666667,HW
381.1953,0,3383486.66666667,0,0,HW
381.2647,0,0,0,0,HW
382.0935,0,0,0,0,HW
383.1017,0,0,0,2386861,HW
383.1292,0,2774580,0,0,HW
383.1381,0,2047503.66666667,0,2957921.66666667,HW
383.1559,0,0,0,0,HW
383.1746,0,0,0,0,HW
383.2228,0,1748563,0,0,HW
383.2803,0,0,0,7189750,HW
385.081,0,0,0,2217587.66666667,HW
385.1449,0,0,0,0,HW
385.1538,0,0,0,0,HW
385.1616,0,0,0,1761022,HW
385.1691,0,0,0,2657845,HW
386.2126,0,0,0,1807434,HW
386.2297,0,0,0,2170189.66666667,HW
387.1117,0,0,0,0,HW
387.1484,0,0,0,2020069,HW
387.2752,0,1744100,0,0,HW
388.0935,0,0,0,0,HW
388.125,0,1635322,0,0,HW
388.1919,0,0,0,1741465.5,HW
388.2089,0,0,0,3494640.66666667,HW
389.1639,0,0,0,0,HW
389.2909,0,0,0,0,HW
390.1405,0,0,0,1704900.66666667,HW
390.2035,0,1751565.5,0,0,HW
390.2068,0,2842542.33333333,0,0,HW
391.1875,0,1766695.33333333,0,0,HW
391.249,0,2045412.33333333,0,0,HW
391.2523,0,2333925.33333333,0,2767473,HW
392.1351,0,0,0,0,HW
392.1562,0,0,0,1928081.33333333,HW
393.1224,0,0,0,0,HW
393.1589,0,0,0,2171351,HW
393.1953,0,2717457.33333333,0,3583181,HW
393.2317,0,2460272.66666667,0,6198309.66666667,HW
393.2646,0,0,0,0,HW
394.1653,0,1899718.33333333,0,1775890.5,HW
395.1012,0,0,0,0,HW
395.1018,0,0,0,2242726.33333333,HW
395.1381,0,2596900.5,0,3173634.66666667,HW
395.1745,0,2052925,0,2573056,HW
395.2109,0,2526022.5,0,3797983,HW
397.1174,0,0,0,2600911,HW
397.1538,0,0,0,3087619.5,HW
397.1715,0,0,0,0,HW
397.1902,0,2008634,0,0,HW
397.2596,0,2871778,0,2623573,HW
399.0966,0,0,0,2975353.33333333,HW
399.1241,0,0,0,0,HW
399.1427,0,0,0,0,HW
399.2752,0,2622276.5,0,3043136.66666667,HW
400.1919,0,1878003,0,1832827.66666667,HW
401.1123,0,0,0,2915929.66666667,HW
401.13,0,0,0,0,HW
401.1487,0,2011437.5,0,0,HW
401.1737,0,0,0,0,HW
402.2075,0,1739380,0,1947548,HW
402.2439,0,2251984,0,0,HW
403.0986,0,0,0,0,HW
403.1067,0,0,0,0,HW
403.1432,0,0,0,1738804,HW
403.1893,0,0,0,0,HW
403.2701,0,2425062,0,1892702,HW
403.3065,0,0,0,0,HW
405.1223,0,0,0,0,HW
405.1347,0,0,0,0,HW
405.1436,0,0,0,0,HW
405.1589,0,0,0,0,HW
405.1953,0,0,0,0,HW
405.2647,0,1880074.5,0,0,HW
406.2347,0,2080125.33333333,0,0,HW
407.1137,0,0,0,0,HW
407.138,0,0,0,2649437,HW
407.1745,0,2059333.5,0,0,HW
407.2109,0,3046753.33333333,0,3109954.5,HW
407.265,0,0,0,0,HW
409.1174,0,0,0,2699464,HW
409.1657,0,1838785,0,0,HW
409.1902,0,3836005.33333333,0,4352588.66666667,HW
409.2079,0,2725138,0,2352333.5,HW
409.2266,0,0,0,3238607,HW
409.2596,0,2887448.33333333,0,2181073,HW
410.1066,0,0,0,0,HW
410.1667,0,0,0,0,HW
410.2218,0,0,0,0,HW
410.2297,0,2640266,0,1642657.5,HW
411.1695,0,0,0,0,HW
411.1871,0,2403812,0,0,HW
411.2752,0,1738747,0,0,HW
412.1041,0,0,0,0,HW
412.1223,0,0,0,0,HW
412.2283,0,1972952.5,0,0,HW
413.1123,0,0,0,2254776,HW
413.122,0,0,0,0,HW
413.1487,0,0,0,0,HW
413.1663,0,0,0,0,HW
414.2075,0,1754040.5,0,0,HW
415.0915,0,0,0,2615957.33333333,HW
415.128,0,0,0,2564075.33333333,HW
415.1456,0,0,0,0,HW
415.1644,0,2857369.5,0,0,HW
416.2038,0,2218989,0,3037349,HW
417.1686,0,0,0,0,HW
417.2646,0,2038489,0,0,HW
417.2858,0,0,0,0,HW
418.1984,0,0,0,0,HW
419.1672,0,0,0,2115666.5,HW
419.2109,0,2645678.5,0,0,HW
419.3014,0,0,0,0,HW
420.1512,0,0,0,1929785,HW
421.0811,0,2555186.33333333,0,0,HW
421.1172,0,0,0,0,HW
421.1635,0,2225802.66666667,0,0,HW
421.1902,0,2266593,0,0,HW
421.2443,0,0,0,1757820,HW
423.1694,0,0,0,0,HW
423.1791,0,0,0,0,HW
423.2058,0,3222724.66666667,0,0,HW
423.2752,0,2469163,0,0,HW
424.209,0,0,0,0,HW
424.2257,0,7211203.5,0,0,HW
425.1122,0,0,0,2083827,HW
425.1487,0,0,0,0,HW
425.1762,0,0,0,0,HW
425.1851,0,0,0,2790591.5,HW
425.2027,0,2355576.5,0,0,HW
425.3636,0,0,0,2082151,HW
426.1196,0,0,0,0,HW
427.128,0,0,0,2636030,HW
427.2701,0,2833662.33333333,0,0,HW
428.1172,0,0,0,0,HW
428.2402,0,1941677.33333333,0,0,HW
428.2595,0,1931010.66666667,0,0,HW
429.2647,0,2353923.33333333,0,0,HW
429.2858,0,2674435.33333333,0,0,HW
430.1041,0,0,0,0,HW
430.1578,0,0,0,1675514.66666667,HW
430.2025,0,0,0,0,HW
430.2195,0,0,0,1943044.5,HW
430.2388,0,1761879,0,0,HW
431.0962,0,5754621.66666667,0,3450567.5,HW
432.1197,0,1758839.5,0,1727352.66666667,HW
432.1988,0,0,0,1637870.5,HW
433.2806,0,1904619.66666667,0,0,HW
433.3323,0,0,0,2406434,HW
434.1933,0,2326191.5,0,0,HW
435.1621,0,0,0,2842349.66666667,HW
435.1694,0,0,0,0,HW
435.2058,0,0,0,0,HW
435.2235,0,0,0,2288360.66666667,HW
435.2752,0,2409854.66666667,0,0,HW
435.2962,0,0,0,0,HW
437.122,0,0,0,0,HW
437.1487,0,0,0,0,HW
437.1851,0,0,0,0,HW
437.2028,0,0,0,0,HW
437.2215,0,7062652,0,4674498.5,HW
437.2391,0,0,0,2336193.5,HW
439.1644,0,0,0,1927966.5,HW
439.182,0,3225924.66666667,0,3148881.33333333,HW
439.2008,0,2859162,0,0,HW
439.2126,0,2960196.33333333,0,0,HW
439.2701,0,3400515.66666667,0,0,HW
440.1171,0,0,0,0,HW
440.2038,0,2076127.66666667,0,0,HW
441.2164,0,0,0,0,HW
441.2647,0,2257530.33333333,0,1665000,HW
441.2857,0,2007759.66666667,0,0,HW
442.1831,0,0,0,2082213,HW
442.2195,0,2659095.33333333,0,2108407.33333333,HW
442.2388,0,2167746,0,1624722,HW
443.2803,0,2450575.5,0,0,HW
444.1988,0,0,0,2155816.5,HW
445.1021,0,1664836,0,2131025.66666667,HW
445.1199,0,0,0,0,HW
445.2807,0,2094493.33333333,0,0,HW
445.2959,0,1955240,0,0,HW
447.1177,0,3678095.33333333,0,2946466.66666667,HW
447.2599,0,3210638.66666667,0,2064619.66666667,HW
449.1947,0,0,0,0,HW
449.2756,0,0,0,0,HW
449.2907,0,1693146.5,0,0,HW
449.2909,0,0,0,0,HW
450.1616,0,0,0,1753956,HW
451.2104,0,0,0,0,HW
451.2128,0,1694524,0,0,HW
451.2184,0,0,0,2064657.5,HW
451.2548,0,2826982.66666667,0,3560520.33333333,HW
453.18,0,0,0,0,HW
453.1977,0,0,0,0,HW
453.2164,0,3278567,0,0,HW
453.2857,0,2271656.33333333,0,0,HW
455.0863,0,2193527,0,0,HW
455.1786,0,0,0,2342684.66666667,HW
455.1957,0,0,0,0,HW
455.2803,0,2364198,0,0,HW
455.3014,0,1917117,0,0,HW
456.1988,0,0,0,1673696,HW
457.2806,0,0,0,0,HW
457.296,0,2179107,0,0,HW
459.2963,0,1954718.5,0,0,HW
461.2756,0,2394369,0,0,HW
462.1302,0,2006645.5,0,0,HW
462.2093,0,1980506.5,0,0,HW
463.1035,0,0,0,0,HW
463.1127,0,0,0,1767724,HW
463.2548,0,1825412,0,0,HW
463.3065,0,2620583.33333333,0,0,HW
465.1191,0,0,0,0,HW
465.1977,0,1971858,0,2056791.33333333,HW
465.2341,0,2045444,0,0,HW
465.2705,0,0,0,0,HW
467.1958,0,0,0,2382743,HW
467.2133,0,2411728,0,0,HW
467.244,0,2642074.33333333,0,0,HW
467.2497,0,0,0,0,HW
467.3015,0,2012661,0,0,HW
469.1846,0,0,0,0,HW
469.1926,0,2429615.66666667,0,3633469,HW
469.2807,0,3378702,0,0,HW
469.2959,0,2324837,0,0,HW
470.1277,0,0,0,0,HW
470.1515,0,0,0,0,HW
471.2963,0,2437181.66666667,0,0,HW
471.3116,0,2545556.66666667,0,0,HW
472.1494,0,2135370,0,0,HW
473.2756,0,3113594,0,2035114.33333333,HW
473.3273,0,2550625.5,0,0,HW
474.1287,0,0,0,2502051.33333333,HW
475.1128,0,0,0,1717662.33333333,HW
475.2548,0,3041648.33333333,0,2463987.33333333,HW
475.2913,0,1907231.66666667,0,0,HW
475.3066,0,2897441.33333333,0,0,HW
477.1283,0,0,0,0,HW
477.1355,0,0,0,0,HW
477.2705,0,0,0,0,HW
479.0984,0,1921456,0,0,HW
479.1348,0,0,0,0,HW
479.2497,0,2410887,0,0,HW
480.1723,0,0,0,2127616,HW
481.1846,0,0,0,0,HW
481.229,0,0,0,0,HW
481.2596,0,2415101.66666667,0,0,HW
481.2654,0,0,0,0,HW
482.1278,0,2247315,0,0,HW
482.1642,0,2905559.66666667,0,0,HW
482.1668,0,0,0,0,HW
483.1816,0,0,0,0,HW
483.2003,0,0,0,0,HW
483.2083,0,2175955,0,2074529.5,HW
483.2963,0,3215829,0,0,HW
483.2997,0,2490707,0,2694528.5,HW
483.3116,0,2439468.33333333,0,0,HW
484.1252,0,0,0,0,HW
484.2048,0,2092637.66666667,0,2906077,HW
485.1973,0,0,0,0,HW
485.2062,0,0,0,0,HW
485.2215,0,0,0,0,HW
485.3121,0,2136227,0,0,HW
485.3484,0,2093097,0,0,HW
486.1464,0,0,0,0,HW
487.2912,0,2560738.33333333,0,0,HW
488.1886,0,3099331.33333333,0,1967958,HW
488.1996,0,0,0,2191404.33333333,HW
488.236,0,0,0,2656085,HW
489.2202,0,0,0,1829361,HW
489.2705,0,3277166,0,2229266.5,HW
489.3069,0,0,0,0,HW
489.3222,0,3296288.33333333,0,0,HW
491.1537,0,0,0,0,HW
491.2498,0,2325158.33333333,0,1923898.5,HW
491.2861,0,2088617.5,0,0,HW
493.1141,0,0,0,0,HW
493.1675,0,2170504.5,0,2197251.33333333,HW
493.2655,0,0,0,0,HW
493.3171,0,2230690,0,0,HW
494.188,0,0,0,1598852.5,HW
495.1639,0,0,0,0,HW
495.2389,0,2614389,0,0,HW
495.2446,0,2080374,0,0,HW
495.2811,0,1914982.5,0,2392027,HW
496.1824,0,0,0,0,HW
497.161,0,0,0,0,HW
497.1795,0,0,0,0,HW
497.2239,0,1858204.5,0,0,HW
497.2909,0,2761827.33333333,0,0,HW
497.312,0,2261194.5,0,0,HW
499.1854,0,6622935.5,0,0,HW
499.241,0,1958974.66666667,0,1817282,HW
499.2913,0,3544475.66666667,0,2874740.5,HW
501.192,0,0,0,0,HW
501.2679,0,2546889,0,0,HW
501.2705,0,3722102.33333333,0,2185137,HW
501.3069,0,2805374.5,0,0,HW
502.154,0,0,0,0,HW
503.2862,0,2307578.33333333,0,0,HW
505.1338,0,4008883.66666667,0,0,HW
505.1693,0,0,0,0,HW
505.1747,0,0,0,0,HW
505.229,0,1747068.5,0,2054882.66666667,HW
505.2654,0,2836764,0,0,HW
505.3019,0,0,0,0,HW
506.1202,0,1872036.5,0,0,HW
506.1991,0,4964086.66666667,0,2141443.66666667,HW
507.0932,0,1800719,0,0,HW
507.146,0,0,0,0,HW
507.1832,0,2432080.5,0,0,HW
507.1904,0,0,0,0,HW
507.2447,0,0,0,0,HW
507.2811,0,0,0,0,HW
507.3328,0,2505576.5,0,0,HW
509.1454,0,0,0,0,HW
509.2181,0,2290838,0,0,HW
509.2239,0,2286230.66666667,0,2192062.33333333,HW
509.2545,0,2035864,0,0,HW
509.312,0,3057143.66666667,0,0,HW
511.2395,0,2094791,0,0,HW
511.2701,0,3498058.66666667,0,0,HW
512.1984,0,0,0,1675958.5,HW
512.211,0,3825173,0,2651080,HW
512.2361,0,2685805.33333333,0,2111091.33333333,HW
513.2188,0,1960893,0,2997734.66666667,HW
513.3069,0,2774339.33333333,0,0,HW
513.3103,0,2545142,0,0,HW
513.3221,0,0,0,0,HW
515.2708,0,0,0,0,HW
515.2781,0,7445768.5,0,0,HW
515.2835,0,3188745.5,0,0,HW
515.2861,0,3463717.66666667,0,1987448,HW
516.2309,0,0,0,2071953.66666667,HW
516.2674,0,0,0,1890194.66666667,HW
517.1046,0,0,0,0,HW
517.229,0,2418590,0,2345729.33333333,HW
517.2654,0,3015244,0,2035970.33333333,HW
517.3018,0,2086991.66666667,0,0,HW
519.2446,0,2287109,0,0,HW
519.281,0,2256995.66666667,0,0,HW
520.1357,0,0,0,0,HW
521.1609,0,0,0,0,HW
521.2238,0,0,0,0,HW
521.2603,0,0,0,0,HW
523.1612,0,1929407,0,0,HW
523.2337,0,2076102.5,0,0,HW
523.2395,0,0,0,0,HW
523.325,0,3491763.66666667,0,0,HW
523.3277,0,2660560.5,0,0,HW
525.2189,0,2582160,0,2851239.66666667,HW
525.2552,0,0,0,0,HW
526.2518,0,2451068.66666667,0,1921634,HW
527.19,0,0,0,0,HW
527.2344,0,0,0,1754053.66666667,HW
527.3226,0,2541910.5,0,0,HW
528.1514,0,2541122.33333333,0,0,HW
528.231,0,2080680,0,1788200,HW
528.2674,0,3424841,0,2095229.33333333,HW
529.2137,0,0,0,1793331.33333333,HW
529.2501,0,0,0,0,HW
529.2688,0,0,0,0,HW
529.3018,0,2590506.66666667,0,0,HW
529.3052,0,0,0,0,HW
529.3171,0,2351877,0,0,HW
529.3382,0,0,0,0,HW
531.1486,0,0,0,0,HW
531.2447,0,2446899.33333333,0,2418503.66666667,HW
531.3327,0,3001569.66666667,0,0,HW
533.2604,0,1892919,0,0,HW
533.2968,0,2521907.33333333,0,0,HW
533.3484,0,1798973,0,0,HW
535.0882,0,1881524.5,0,0,HW
535.1516,0,0,0,0,HW
535.2033,0,0,0,0,HW
535.2396,0,1844926.5,0,0,HW
535.276,0,0,0,0,HW
537.1767,0,1872184,0,0,HW
537.2188,0,0,0,0,HW
537.2553,0,3442269.33333333,0,0,HW
537.3069,0,4934750.33333333,0,2087954,HW
537.3433,0,2053186,0,0,HW
539.0468,0,1774184,0,0,HW
539.1923,0,2524587,0,0,HW
539.2345,0,2104237.5,0,1767950.5,HW
539.2709,0,0,0,0,HW
539.3073,0,0,0,1606671,HW
539.3226,0,2696675,0,0,HW
540.1933,0,0,0,2111676.33333333,HW
540.2675,0,2404000,0,0,HW
541.2501,0,0,0,0,HW
541.2807,0,2837527,0,0,HW
541.3018,0,3569671,0,1631361.5,HW
541.3382,0,1978650,0,0,HW
541.4484,0,0,0,4028700.5,HW
542.2466,0,2251796.66666667,0,1794705.5,HW
542.2831,0,3014336,0,1935030.33333333,HW
543.2296,0,0,0,0,HW
543.2784,0,2831476,0,0,HW
543.2811,0,3701452,0,2583047,HW
543.2963,0,3467297.66666667,0,0,HW
543.3175,0,2467957,0,0,HW
544.2623,0,0,0,1595478.33333333,HW
545.2604,0,2945757.33333333,0,2198180.66666667,HW
545.2968,0,2292616.33333333,0,0,HW
545.312,0,3577907.33333333,0,0,HW
547.134,0,0,0,0,HW
547.2396,0,0,0,0,HW
547.2761,0,2353724.33333333,0,0,HW
547.3125,0,0,0,0,HW
547.3277,0,2911463,0,0,HW
548.2097,0,3454014,0,1853795.5,HW
549.2552,0,0,0,0,HW
549.2917,0,2104657,0,0,HW
549.3433,0,2357330.5,0,0,HW
551.2346,0,0,0,0,HW
551.271,0,0,0,0,HW
551.3226,0,3993997.66666667,0,0,HW
553.1352,0,2131502.33333333,0,0,HW
553.1716,0,2179767,0,0,HW
553.208,0,2273208,0,0,HW
553.2138,0,0,0,1917682.5,HW
553.2503,0,0,0,0,HW
553.3383,0,2397115,0,0,HW
554.2831,0,2177487,0,0,HW
555.1872,0,2537843,0,0,HW
555.2294,0,2153185.5,0,1863371,HW
555.26,0,2700999.66666667,0,0,HW
555.2659,0,0,0,0,HW
555.3176,0,2381682,0,0,HW
556.1707,0,2302995.66666667,0,0,HW
556.2623,0,2188455,0,0,HW
556.2988,0,2604221,0,0,HW
557.2756,0,3987122,0,0,HW
557.2968,0,2968412.66666667,0,1622689.33333333,HW
557.3332,0,2964997.5,0,0,HW
559.2242,0,0,0,0,HW
559.2397,0,0,0,1797007,HW
559.276,0,2757614,0,1779488,HW
559.3124,0,2217505,0,0,HW
559.3277,0,2154017,0,0,HW
559.4861,0,2256363.66666667,0,0,HW
560.183,0,0,0,0,HW
561.1496,0,2212660.5,0,1813745.66666667,HW
561.2036,0,0,0,0,HW
561.2552,0,0,0,0,HW
561.2916,0,3525716.5,0,0,HW
561.3069,0,4593617.33333333,0,0,HW
561.3281,0,0,0,0,HW
563.1384,0,5254922.66666667,0,0,HW
563.2709,0,0,0,0,HW
563.3073,0,0,0,0,HW
563.3225,0,3381682,0,0,HW
565.1354,0,2712127.33333333,0,0,HW
565.1445,0,2769983,0,1827800.33333333,HW
565.2502,0,0,0,0,HW
565.2866,0,0,0,0,HW
565.3383,0,2556646.66666667,0,0,HW
566.2203,0,3762392,0,1958468,HW
567.1508,0,0,0,0,HW
567.2295,0,2237272.5,0,1642676,HW
567.2658,0,0,0,0,HW
567.3175,0,3218629.66666667,0,1642388.66666667,HW
569.0937,0,1998427,0,0,HW
569.1666,0,2460081,0,0,HW
569.2393,0,2578255.33333333,0,0,HW
569.2451,0,2138543,0,0,HW
569.2757,0,2166363.5,0,0,HW
569.2968,0,3306318.66666667,0,1839978.5,HW
569.3332,0,2344952.66666667,0,0,HW
570.144,0,2025051.5,0,0,HW
570.2038,0,0,0,2069345.5,HW
571.2243,0,2369156,0,2246243.66666667,HW
571.276,0,2950957.33333333,0,2535350.66666667,HW
571.2912,0,2642050.66666667,0,0,HW
571.3125,0,2459949,0,0,HW
571.3488,0,2476634.5,0,0,HW
572.1594,0,2405721.5,0,0,HW
573.2553,0,2285837.66666667,0,1920459,HW
573.2764,0,0,0,0,HW
573.2917,0,2302392,0,0,HW
573.3069,0,2656183.66666667,0,0,HW
573.3314,0,0,0,0,HW
573.3644,0,0,0,0,HW
575.2346,0,0,0,0,HW
575.271,0,2136144.5,0,0,HW
575.3073,0,0,0,0,HW
575.3226,0,2676304.5,0,0,HW
577.1444,0,0,0,1689620,HW
577.1808,0,3852330,0,0,HW
577.2502,0,0,0,0,HW
577.2866,0,2316616,0,0,HW
577.3019,0,4571517.33333333,0,1961724,HW
577.3383,0,1944647.5,0,0,HW
579.149,0,2035262.5,0,0,HW
579.1601,0,3729082,0,2059381.66666667,HW
579.2658,0,0,0,0,HW
579.3023,0,2227517.5,0,0,HW
579.3176,0,3543565.33333333,0,0,HW
580.1569,0,2917720.33333333,0,0,HW
581.2029,0,2043953.5,0,0,HW
581.2088,0,0,0,1989315.66666667,HW
581.2452,0,2381105,0,0,HW
581.2815,0,0,0,0,HW
581.2967,0,4348575.66666667,0,2535615.33333333,HW
581.3331,0,2586612.66666667,0,0,HW
581.3695,0,2011184.5,0,0,HW
583.1185,0,0,0,0,HW
583.1822,0,2285475.5,0,0,HW
583.2185,0,2342367,0,0,HW
583.2244,0,3377801.66666667,0,1986149.66666667,HW
583.255,0,2120329,0,0,HW
583.3125,0,2966835,0,0,HW
583.3488,0,2078002.66666667,0,0,HW
583.3853,0,0,0,0,HW
585.1745,0,0,0,0,HW
