Mass,PreFenton,PreFentonGoethite,PostFenton,PostFentonGoethite,Forest
563.1652,2003899.5,6473994,0,2705084,HW
448.0885,2003959.33333333,0,0,0,HW
450.1042,2004072.5,0,0,0,HW
393.094,2010547,0,0,0,HW
420.13,2014512.5,0,0,0,HW
525.1767,2015130,2296203.66666667,0,0,HW
314.2085,2015662.66666667,4407343,0,2464162.33333333,HW
451.0306,2017061.5,0,0,0,HW
535.3277,2020988.66666667,4990501,0,1713424.5,HW
502.2516,2024824.5,0,0,2009384,HW
391.0823,2025098,0,0,0,HW
615.1721,2028109.5,2294763,0,0,HW
453.2283,2031758,2538236.66666667,0,0,HW
433.093,2037228.5,2513967,0,0,HW
437.1242,2037335,2077014,0,0,HW
547.0365,2040812.5,0,0,0,HW
537.1404,2044165,2072118,0,0,HW
424.1249,2045699.5,0,0,0,HW
376.1912,2047593.33333333,3545335.66666667,0,0,HW
431.265,2051803,3268007.33333333,0,2180104,HW
347.0045,2053754.5,0,0,0,HW
459.2599,2054116.66666667,4184500.33333333,0,2805097,HW
420.1776,2056241,2298129,0,0,HW
525.2131,2058848.66666667,3180771.66666667,0,0,HW
384.13,2059994.33333333,2161933.66666667,0,0,HW
436.1249,2064799.5,0,0,0,HW
537.1039,2065927,0,0,0,HW
326.1721,2066610.66666667,3026272.66666667,0,3045948,HW
514.2517,2067136,3687857.66666667,0,2656602.33333333,HW
581.0784,2071601,0,0,0,HW
481.0412,2072617.66666667,1878924.5,0,0,HW
587.2134,2076407.66666667,3592799.66666667,0,0,HW
377.099,2077062.5,0,0,0,HW
421.2595,2077927.66666667,3150989.66666667,0,0,HW
589.2655,2079856,4278518.66666667,0,2204879.5,HW
436.0885,2080930.5,0,0,0,HW
362.9994,2082429,0,0,0,HW
388.1514,2084650.5,2695476,0,0,HW
420.0573,2085169,0,0,0,HW
585.125,2087756,2112287.66666667,0,0,HW
364.1038,2088313.33333333,1721931,0,0,HW
465.2858,2088333.5,3585858,0,0,HW
396.1776,2089661,2885845.33333333,0,3470625,HW
523.1609,2091451.5,0,0,0,HW
352.1514,2092893,2712236,0,3467299.33333333,HW
355.0096,2097943,0,0,0,HW
435.0722,2099921.33333333,1784732,0,0,HW
435.0357,2100588,0,0,0,HW
591.2811,2101258,4546447.33333333,0,2317357.33333333,HW
400.0674,2101280.33333333,0,0,0,HW
372.0725,2101750,0,0,0,HW
603.2082,2103154,2973831,0,0,HW
481.2232,2105396.5,3067725.33333333,0,0,HW
363.1198,2106283,0,0,0,HW
365.1817,2107912.66666667,3465857.33333333,0,2829815.66666667,HW
597.1615,2109427,2350499.5,0,0,HW
402.1194,2113290.5,0,0,0,HW
553.3018,2113373,4312792,0,2181016,HW
439.1762,2116121,2703855.33333333,0,1771037.5,HW
317.0667,2117159.33333333,1578796.33333333,0,0,HW
347.2075,2117210,3120808.33333333,0,3540717,HW
374.9994,2118508.33333333,0,0,0,HW
381.1344,2121129.5,1906704.5,0,0,HW
373.2596,2121381.66666667,3787432.33333333,0,2963847.5,HW
383.0045,2122951.66666667,0,0,0,HW
393.0859,2125873,5160520,0,0,HW
405.2858,2126456.5,2711274,0,0,HW
321.1708,2127943.33333333,2815979,0,2287259.66666667,HW
412.209,2127998,3741443,0,3368342.66666667,HW
443.265,2128507.5,4160777.33333333,0,2806685,HW
343.1511,2130063,2320273.33333333,0,2575800.66666667,HW
467.1712,2131888.66666667,2329064.66666667,0,0,HW
495.0569,2134758.66666667,0,0,0,HW
413.2334,2136687,3183285.66666667,0,1914965.5,HW
471.0205,2149289.33333333,0,0,0,HW
559.2913,2149319,4780696.66666667,0,1746317.5,HW
393.1303,2152381,0,0,0,HW
383.1864,2153706,2647926,0,1740825.66666667,HW
404.1351,2157778.5,0,0,0,HW
427.249,2158495.5,2478590.33333333,0,0,HW
495.1297,2160213.5,2026057,0,0,HW
557.0574,2166112,0,0,0,HW
571.2549,2168213,3764013.66666667,0,0,HW
599.1407,2169243.5,0,0,0,HW
362.1358,2169646,2575508,0,0,HW
617.1877,2170130,2734618.66666667,0,0,HW
365.0667,2170846.33333333,1588459,0,0,HW
593.0786,2172849.5,0,0,0,HW
481.1504,2175154.5,1834140.5,0,0,HW
511.2913,2178188.5,4389965,0,2995456.66666667,HW
350.0882,2178727.66666667,0,0,0,HW
393.0252,2180129.66666667,1681637,0,0,HW
555.2236,2184668.5,3651272,0,0,HW
539.0831,2194343.5,0,0,0,HW
434.1093,2195061,0,0,0,HW
329.1031,2197015.33333333,1777364,0,0,HW
377.2334,2199735.5,3069903.66666667,0,2357586.5,HW
501.031,2202965.33333333,0,0,0,HW
483.2752,2204024.5,3904465.66666667,0,1694848,HW
405.2494,2205832.66666667,3089465,0,3016962,HW
539.2862,2210755.33333333,5203938.33333333,0,2972690.66666667,HW
601.0836,2211145,1804264.5,0,0,HW
529.2654,2213036.66666667,4308265,0,2847711,HW
369.1708,2213155,2699912.66666667,0,2124985.33333333,HW
539.1196,2215589.5,1834633.66666667,0,0,HW
449.0878,2217140,0,0,0,HW
447.2752,2221374.5,3651129,0,2137174.5,HW
511.161,2223498,2273170,0,0,HW
513.031,2225837.5,0,0,0,HW
341.1031,2227016.66666667,1877232.5,0,0,HW
331.1915,2230136.5,2576716.66666667,0,1671993.66666667,HW
300.1929,2232144,3415984,0,1876604.66666667,HW
505.026,2233052.5,0,0,0,HW
351.051,2235124,1607836,0,0,HW
426.1882,2235335,2285549,0,2304291,HW
313.1657,2236173,3921447.33333333,0,4558491.33333333,HW
601.1927,2239300.5,2747712.33333333,0,0,HW
405.0616,2239943,1867818.5,0,0,HW
432.0572,2241196.5,0,0,0,HW
391.2701,2245055,3423808,0,2084398,HW
353.0667,2245527,1940455.5,0,0,HW
591.0992,2247955,1872134,0,0,HW
425.1606,2250424.66666667,2901737.33333333,0,8413936.5,HW
390.1195,2251726,0,0,0,HW
329.1354,2251904,1868551.66666667,0,2663102.66666667,HW
386.0881,2251920,0,0,0,HW
509.0725,2252631.5,1928699.5,0,0,HW
465.0464,2256785.5,1789230,0,0,HW
441.0099,2258803.66666667,0,0,0,HW
331.2126,2259774.33333333,4251474,0,3374569.33333333,HW
543.0416,2262384.5,0,0,0,HW
575.2862,2262928,4844271,0,2167408.66666667,HW
433.0049,2265633.66666667,0,0,0,HW
449.2392,2267561,3924190.66666667,0,2736366.33333333,HW
360.0725,2268247.66666667,0,0,0,HW
525.1402,2270362.5,2304222.66666667,0,0,HW
601.12,2271303.5,1982441,0,0,HW
367.0095,2284072.5,0,0,0,HW
481.0777,2284501.33333333,2084920.66666667,0,0,HW
553.0989,2284906.5,0,0,0,HW
425.0151,2287295,0,0,0,HW
430.078,2289435.5,0,0,0,HW
539.1559,2293155.5,2437258,0,0,HW
434.0729,2299437,0,0,0,HW
350.1722,2299844,3464176.66666667,0,0,HW
497.2545,2305957.66666667,5080498.66666667,0,1826604,HW
418.1143,2306590.5,0,0,0,HW
599.1771,2306970,2794116,0,0,HW
497.1817,2308002,2948178.33333333,0,0,HW
379.0824,2309549,1645765.5,0,0,HW
581.149,2312214,5960353.33333333,0,0,HW
481.2807,2312498,4658859.33333333,0,2152202.66666667,HW
411.0239,2312774,0,0,0,HW
500.236,2314033.33333333,3961731,0,3654371.33333333,HW
571.2184,2315415.5,3458180,0,1540407.5,HW
362.0882,2315494,0,0,0,HW
587.1043,2317281,1863094.33333333,0,0,HW
587.1407,2317791,2273035,0,0,HW
541.0988,2318522,0,0,0,HW
374.0882,2318544.66666667,0,0,0,HW
585.0887,2320718,0,0,0,HW
329.0303,2323634.33333333,1437250,0,0,HW
497.1453,2323957.66666667,2282743,0,0,HW
495.0934,2324820,2060894,0,0,HW
809.2569,2325439,0,0,0,HW
390.0466,2325600.5,0,0,0,HW
465.0827,2332817,1848454.33333333,0,0,HW
395.1137,2333552.66666667,0,0,0,HW
416.0623,2334700.5,0,0,0,HW
329.1758,2335794.5,2220561.33333333,0,1912092.66666667,HW
410.1933,2336920,2730374,0,2492895.33333333,HW
365.0303,2347472.33333333,0,0,0,HW
605.1513,2349221.5,2043721,0,0,HW
579.0628,2352552,0,0,0,HW
585.1614,2352831.66666667,2936948.66666667,0,0,HW
571.1821,2353818,2825178,0,0,HW
571.1457,2354567.66666667,2523098.33333333,0,0,HW
471.26,2358187,4760974.66666667,0,3359341,HW
531.0416,2358219.33333333,0,0,0,HW
372.1565,2359117.5,3724377.33333333,0,0,HW
587.0678,2360035,0,0,0,HW
416.0987,2370542,0,0,0,HW
407.0773,2371924,1989968.5,0,0,HW
437.0878,2374353.33333333,2078846.5,0,0,HW
391.046,2374431,0,0,0,HW
451.1035,2375456.5,1968316.5,0,0,HW
367.1529,2376419.66666667,5080786.33333333,0,2342824.5,HW
473.2909,2378090,4991612,0,0,HW
425.197,2378983,3005674,0,1895854.66666667,HW
459.2752,2380089,4999605.33333333,0,1964392.33333333,HW
398.9994,2380290.66666667,0,0,0,HW
565.1199,2383662.66666667,0,0,0,HW
422.0729,2391336,0,0,0,HW
511.1974,2394763,3627756,0,0,HW
423.1086,2398232.5,1717621.5,0,0,HW
379.2338,2398518,3057835,0,2278827,HW
403.249,2403027.33333333,2844898,0,2206939,HW
449.0514,2405047,0,0,0,HW
487.2549,2406412,4667612.33333333,0,3317100.66666667,HW
513.2705,2413651.33333333,6395540.66666667,0,3339581.33333333,HW
525.1038,2414491,2114951,0,0,HW
409.0201,2416303.33333333,0,0,0,HW
475.0154,2417308.5,0,0,0,HW
521.312,2421561.66666667,6037269,0,2126689.5,HW
422.1093,2422227,0,0,0,HW
353.0303,2424543.66666667,0,0,0,HW
418.0779,2425013.66666667,0,0,0,HW
366.1307,2428987.5,0,0,1591086.66666667,HW
389.2334,2435286.66666667,3424389,0,2168136.5,HW
406.1143,2439235,0,0,0,HW
315.1813,2439582.33333333,4486702,0,4085835,HW
374.0518,2442778.5,0,0,0,HW
481.1141,2444849,1892503,0,0,HW
527.0468,2446192.5,1788073,0,0,HW
513.2858,2452393,6292801.33333333,0,2018110,HW
394.1143,2452441,0,0,0,HW
601.1562,2452806,2066155.33333333,0,0,HW
563.0678,2458732.33333333,0,0,0,HW
412.2453,2460978.5,4004102,0,0,HW
451.0671,2461012.66666667,2050789.33333333,0,0,HW
493.0259,2463355.5,0,0,0,HW
407.0408,2463909.66666667,2108620,0,0,HW
511.1246,2468043.33333333,2441784,0,0,HW
376.2242,2470517,4703662.33333333,0,0,HW
543.1872,2475590.33333333,4319605.66666667,0,1704482.5,HW
487.3065,2482382.66666667,5611749,0,0,HW
467.0984,2487046.66666667,2146694,0,0,HW
593.1149,2491056,1893349,0,0,HW
485.2909,2497314,5437016,0,1710205,HW
589.1563,2504053.5,2577997,0,0,HW
541.0625,2508865.5,1933068,0,0,HW
431.1229,2511021.66666667,4355154.66666667,0,3786087,HW
357.1668,2512186.66666667,3100465.33333333,0,2133175,HW
378.1195,2512377.5,1677808,0,0,HW
491.3014,2512818.5,4944388.33333333,0,1684282,HW
561.0522,2513660,0,0,0,HW
497.2756,2515452,6301452,0,2890881.66666667,HW
455.2439,2520438.66666667,4121893.33333333,0,2153240.33333333,HW
445.0049,2522353.5,0,0,0,HW
461.2908,2524656.5,4097399,0,0,HW
497.0362,2526886.5,1827225.5,0,0,HW
463.0154,2529213.5,0,0,0,HW
343.0096,2532112.33333333,0,0,0,HW
559.073,2533086.33333333,2000369,0,0,HW
511.0883,2533408,2201822.33333333,0,0,HW
413.2545,2537218,5189133.33333333,0,2943420.66666667,HW
455.0256,2541445.33333333,0,0,0,HW
513.1766,2545062.66666667,3401012,0,0,HW
335.1711,2545891,3014129.66666667,0,1642466.5,HW
388.1038,2547091,0,0,0,HW
328.1878,2548393,4202794,0,4319213.66666667,HW
381.098,2548822,1899334.66666667,0,0,HW
425.2545,2549770,4503616,0,0,HW
575.1042,2554779.5,2092615,0,0,HW
565.3018,2555432,5055719.33333333,0,3149267.66666667,HW
541.1716,2557756,2851844.66666667,0,0,HW
583.1458,2558650,3545909,0,0,HW
603.1718,2561267.5,2390834,0,0,HW
573.2705,2564625,4832355,0,1933675.33333333,HW
587.177,2577913.66666667,3427082.66666667,0,0,HW
571.073,2579617,2049159,0,0,HW
541.2443,2581304,4950022.33333333,0,2016271.33333333,HW
325.202,2581659,3648480.66666667,0,2687174,HW
555.1508,2583265.5,2699976.66666667,0,0,HW
421.0565,2584897.33333333,1826097.66666667,0,0,HW
364.0674,2587926.66666667,0,0,0,HW
376.1038,2588063.66666667,0,0,0,HW
437.2545,2591597.33333333,5445304,0,2912668.33333333,HW
555.1144,2593251.5,2467295,0,0,HW
589.12,2594935,1974861.33333333,0,0,HW
543.1508,2595059,2640586.66666667,0,0,HW
402.083,2596216,0,0,0,HW
493.229,2601273,5540320.66666667,0,2914650.66666667,HW
603.1356,2603253,2067421,0,0,HW
411.1813,2610160.66666667,3006790.66666667,0,2019091.33333333,HW
513.1402,2615462,2786607.66666667,0,0,HW
527.2651,2617910.33333333,6325434,0,2258203.33333333,HW
577.12,2618363,1919530.66666667,0,0,HW
432.0936,2621354.5,0,0,0,HW
404.0987,2634229.33333333,0,0,0,HW
573.1614,2638249,3128761.66666667,0,0,HW
439.1398,2639040,2245104.33333333,0,0,HW
433.2595,2639202,4450710.66666667,0,2340220.66666667,HW
571.1093,2641055,1830064,0,0,HW
575.0679,2645662,0,0,0,HW
453.1191,2645686.66666667,2350160.33333333,0,0,HW
579.1356,2646947.5,2049246.5,0,0,HW
455.265,2652174,5117562.66666667,0,2764054.66666667,HW
423.0358,2653366.66666667,2164085.5,0,0,HW
396.214,2658752,4263817.33333333,0,2384168,HW
341.0303,2659636.33333333,0,0,0,HW
569.1301,2660130.5,2225660.33333333,0,0,HW
439.0307,2666534,1815130.5,0,0,HW
420.0936,2667346,0,0,0,HW
519.3327,2667668.33333333,7489470,0,0,HW
549.0522,2673377,0,0,0,HW
341.0667,2674409.33333333,1773797.5,0,0,HW
467.062,2674439,2371380,0,0,HW
383.1501,2676641.33333333,3029182.33333333,0,1898322.5,HW
559.1093,2677297.33333333,2515440.33333333,0,0,HW
394.162,2677732.33333333,2281998.5,0,0,HW
557.2029,2677846,3994632.33333333,0,1817422,HW
591.1356,2682641,1952656.66666667,0,0,HW
561.125,2683468.33333333,2440830.66666667,0,0,HW
511.0519,2683783.5,1872043,0,0,HW
589.0835,2686073,0,0,0,HW
575.1406,2688635,2473030.33333333,0,0,HW
380.1464,2689473.33333333,2056265,0,0,HW
428.2038,2692727.5,3029592,0,3376154,HW
477.1726,2692789.66666667,5007809,0,3305884,HW
486.1253,2695835,0,0,0,HW
527.0831,2696079.66666667,2195290,0,0,HW
404.0623,2697627,0,0,0,HW
399.2177,2701186.33333333,3495511,0,2397495.33333333,HW
394.1984,2702487.66666667,3292196.66666667,0,0,HW
382.1984,2708417.33333333,4038687,0,3395930.33333333,HW
499.161,2710442.33333333,3408604.66666667,0,0,HW
407.2439,2710885,4373691,0,2770107,HW
329.0666,2711055.66666667,1719969,0,0,HW
527.1558,2726510,0,0,0,HW
425.1242,2728975.66666667,2492136.66666667,0,0,HW
579.0992,2730406,0,0,0,HW
437.0515,2736169.66666667,2298213.66666667,0,0,HW
511.2337,2736779.5,4538779.33333333,0,1756585.33333333,HW
541.2079,2744378,3807920,0,0,HW
499.3065,2750044,7462302,0,1790513,HW
321.0252,2750936,0,0,0,HW
525.0675,2775964,2088666,0,0,HW
543.1145,2779040,2651338.33333333,0,0,HW
366.1671,2781729,3265023,0,3213797.33333333,HW
363.2177,2783025.66666667,4246069,0,2902556.66666667,HW
545.0573,2783363.66666667,1831473.33333333,0,0,HW
392.0623,2784555.66666667,0,0,0,HW
543.078,2787404.66666667,2008948,0,0,HW
471.2752,2790485.66666667,5167845.66666667,0,0,HW
493.2807,2794811.66666667,6618259.66666667,0,4157617.33333333,HW
409.0929,2794848,2062777.5,0,0,HW
411.145,2798062.66666667,2879128,0,1798177.5,HW
515.0467,2798366,1934176.33333333,0,0,HW
376.1514,2808411,3140670.33333333,0,0,HW
439.1035,2810570,2149190,0,0,HW
541.1352,2812478,2257412.33333333,0,0,HW
527.2287,2823393.66666667,5661197.33333333,0,2844784,HW
573.0886,2824221,2219621.66666667,0,0,HW
326.2085,2825913.66666667,5632190,0,2297070.66666667,HW
469.114,2830416,2568530.33333333,0,0,HW
401.2545,2832112,5658806,0,3212056.33333333,HW
381.0252,2832787.33333333,2095978.5,0,0,HW
505.3171,2833418.66666667,7371726,0,0,HW
469.2596,2835052,4023820,0,1729892,HW
328.2242,2836998,5567111.66666667,0,2769397.66666667,HW
507.2963,2850341,5837712.66666667,0,2134142,HW
463.2701,2852770.66666667,5824164.66666667,0,2687137.33333333,HW
384.214,2853279.66666667,4939989,0,3719903.33333333,HW
319.0459,2865869.66666667,1758014,0,0,HW
329.197,2871425,5265771.66666667,0,5083681.33333333,HW
335.1864,2873148.33333333,4005024.33333333,0,3052269.66666667,HW
399.133,2882759.33333333,9653998.66666667,0,3146879,HW
573.1977,2885654,3437326.66666667,0,1730585.33333333,HW
388.0674,2892168.33333333,0,0,0,HW
379.046,2892704.66666667,1879826,0,0,HW
509.2756,2893803.66666667,6658547,0,5312191.66666667,HW
499.1246,2897832.66666667,2773718.66666667,0,0,HW
497.2181,2897838.5,5118381.33333333,0,1825329.5,HW
513.1038,2899365.33333333,2171179.33333333,0,0,HW
389.2545,2910770.33333333,4410166.66666667,0,3412806.66666667,HW
557.0937,2912094,1965065.33333333,0,0,HW
523.2912,2912954,5687558.33333333,0,2993030.66666667,HW
354.1558,2920291,0,0,0,HW
398.1933,2925752.33333333,4263105.33333333,0,5380919.33333333,HW
469.2232,2929744,5483016,0,2540177.66666667,HW
441.2283,2933258.66666667,4326352.33333333,0,2425592,HW
457.2596,2938617.33333333,5141175,0,2657252,HW
425.2215,2942182.5,9814421,0,0,HW
483.0933,2943860.33333333,2407009.33333333,0,0,HW
527.1923,2947949,3647840.66666667,0,1976801,HW
483.1661,2954871.33333333,3108460,0,0,HW
429.0099,2954897.33333333,0,0,0,HW
393.0616,2958037.66666667,0,0,0,HW
483.2388,2961615.33333333,5340449.66666667,0,2226809,HW
485.3273,2972622,7120477.66666667,0,0,HW
477.2858,2975075,5750224.33333333,0,2946630.33333333,HW
453.0463,2991974.33333333,2227791.66666667,0,0,HW
777.2674,2992032,9483381,0,1930553,HW
423.0722,2995808.33333333,2237633.33333333,0,0,HW
489.0311,3004529.66666667,0,0,0,HW
413.0759,3019515,5919912.33333333,0,0,HW
406.1983,3023948.33333333,3856589.33333333,0,0,HW
406.078,3024788.33333333,0,0,0,HW
376.0674,3026834.66666667,0,0,0,HW
333.1707,3029761.66666667,3886055.66666667,0,3517362.66666667,HW
338.1721,3030065.33333333,5647143.33333333,0,3481734,HW
356.2555,3031370.33333333,5672583.33333333,0,0,HW
379.0341,3032556.5,3778488,0,0,HW
401.2333,3032983.33333333,3763207,0,2184640.33333333,HW
465.128,3033208,3811124.66666667,0,0,HW
408.1776,3034557.33333333,2097636.66666667,0,0,HW
545.0937,3038167,2317020.33333333,0,0,HW
359.0045,3039186,0,0,0,HW
455.1348,3040126,2575821.33333333,0,0,HW
549.3069,3041887.5,7400510,0,3170257.66666667,HW
543.2236,3043055,6312992.66666667,0,3303943.33333333,HW
547.1093,3044188,2222822.33333333,0,0,HW
441.1555,3051366.33333333,3748305.33333333,0,2015401,HW
513.0675,3056377.66666667,2344401.66666667,0,0,HW
483.2025,3070070,4384710.33333333,0,2511480.33333333,HW
453.0827,3073038.33333333,2298618.33333333,0,0,HW
497.0725,3073863.66666667,2206102.33333333,0,0,HW
483.0569,3075614,2261937,0,0,HW
483.1297,3078515.5,2524433.33333333,0,0,HW
445.2596,3079324,5611762.66666667,0,2796270,HW
557.1301,3092827,2542942.66666667,0,0,HW
485.1454,3095153.33333333,3157569.66666667,0,0,HW
383.2439,3095829,5241737.66666667,0,2623615,HW
378.2035,3097044,5212638.66666667,0,0,HW
390.0831,3103342.66666667,0,0,0,HW
337.202,3113522.5,3220163.33333333,0,2423012,HW
459.0205,3116955,0,0,0,HW
577.0836,3118880,0,0,0,HW
375.2177,3122618.33333333,4284811.66666667,0,2915986.33333333,HW
402.9943,3124910.33333333,0,0,0,HW
531.1508,3129969.66666667,3178543,0,0,HW
429.2494,3131863.33333333,6016430,0,4206899,HW
529.0624,3131912,2069107.33333333,0,0,HW
547.073,3131912.66666667,2052326.33333333,0,0,HW
400.2089,3142031.33333333,5291654,0,5170643.33333333,HW
457.2443,3145466.33333333,6355980,0,4937189,HW
467.265,3147183.66666667,5698887,0,2975766.66666667,HW
497.1089,3149993.5,2094833.33333333,0,0,HW
515.1559,3151818,3630615.66666667,0,0,HW
485.0361,3154370.33333333,0,0,0,HW
529.1351,3167920.33333333,3308322,0,0,HW
515.1195,3171615,2581353,0,0,HW
367.0824,3178014.66666667,2033259,0,0,HW
519.0416,3181020.5,0,0,0,HW
419.265,3185670,4947178.66666667,0,1776804.5,HW
391.2337,3187111,5961439.66666667,0,6533228.66666667,HW
499.0518,3190181,2173644,0,0,HW
395.2439,3192718.66666667,4633402.66666667,0,3154199.66666667,HW
387.2177,3194681.33333333,3912885.33333333,0,2435746.33333333,HW
499.0882,3203154,2510033.33333333,0,0,HW
404.1827,3203243.33333333,4586887.66666667,0,0,HW
573.125,3217434.5,2254096,0,0,HW
469.1504,3221868.5,2922667.33333333,0,0,HW
529.0987,3225777.66666667,2628213.66666667,0,0,HW
543.26,3251607.33333333,8134347.66666667,0,3649713.66666667,HW
469.0413,3252987.33333333,2078880.5,0,0,HW
483.2599,3253879.5,6059983.33333333,0,3794553,HW
378.1671,3259335.33333333,3367036.33333333,0,0,HW
561.0886,3267915,2199508.66666667,0,0,HW
469.1868,3289708.5,4580868.66666667,0,2208999.66666667,HW
375.2752,3295012,5105057.33333333,0,0,HW
531.0781,3307636.33333333,2485633,0,0,HW
441.2494,3310771,6145658.66666667,0,3585440.66666667,HW
427.2126,3319036,5240574.33333333,0,3197860.33333333,HW
557.2393,3319892,5956274.66666667,0,3024888,HW
371.0045,3328624,0,0,0,HW
371.2439,3330247.66666667,5799164,0,4996352.33333333,HW
381.1766,3334597.33333333,4730723,0,3922998.66666667,HW
439.0671,3344930.66666667,2276166.66666667,0,0,HW
499.2701,3363076.66666667,8015939,0,2980547.33333333,HW
340.2242,3375617,6529397,0,2335219.33333333,HW
441.1281,3376233,7063847,0,4405163.33333333,HW
501.1402,3390469,3444749,0,0,HW
343.1187,3394352,2807345.66666667,0,1798037.5,HW
433.2443,3404473.66666667,6579948,0,3836456.66666667,HW
355.0823,3408298.66666667,2150100.66666667,0,0,HW
533.312,3414735,8689801,0,3430401.66666667,HW
559.1458,3416273,3052186.66666667,0,0,HW
397.1293,3421489.66666667,2801602.33333333,0,0,HW
419.2439,3432283.66666667,5409343,0,3105445,HW
395.0773,3435026.66666667,2534389.5,0,0,HW
531.1145,3436317.66666667,2585816,0,0,HW
557.1665,3445848.5,3608926.33333333,0,0,HW
317.1064,3452440.5,0,0,0,HW
443.2439,3496616.33333333,5996809.66666667,0,3401459.66666667,HW
535.2913,3496915.66666667,8619556,0,4197218,HW
390.1671,3525253.33333333,3927799.33333333,0,0,HW
447.0205,3526484.66666667,0,0,0,HW
469.0776,3530661.66666667,2495993.33333333,0,0,HW
380.1827,3530701.66666667,4152150,0,1991020.33333333,HW
367.0459,3532305.33333333,2270035.33333333,0,0,HW
533.0937,3554178,2331947.33333333,0,0,HW
479.265,3557786.66666667,7549664.66666667,0,4308558.66666667,HW
508.1357,3558001.33333333,6683311,0,2156667.5,HW
425.0878,3558758.66666667,2263784.33333333,0,0,HW
503.3014,3558840.33333333,8556540.66666667,0,2379937,HW
455.0984,3583531.33333333,2560289.66666667,0,0,HW
355.0459,3588680.33333333,2088476.66666667,0,0,HW
431.2439,3593722.33333333,6079228.66666667,0,3460446.66666667,HW
449.2544,3626644,6935775,0,4160237,HW
517.1352,3636534,3414079,0,0,HW
413.015,3642787,1747362.66666667,0,0,HW
515.3014,3644193.66666667,9886588.66666667,0,3087224.33333333,HW
343.046,3645552,2042993,0,0,HW
473.0362,3649297,2023737.5,0,0,HW
513.2494,3654568.33333333,8335335.33333333,0,3286503.66666667,HW
411.1085,3656855.33333333,2619028.66666667,0,0,HW
397.0201,3662447.33333333,1942013,0,0,HW
409.0565,3686919.66666667,2292991.33333333,0,0,HW
503.0467,3701507.33333333,1876907,0,0,HW
527.1195,3724911,2486279,0,0,HW
471.1297,3727615.33333333,3258240.33333333,0,0,HW
374.1722,3731865,4884823.33333333,0,0,HW
529.2807,3759958.66666667,9149738,0,4086921.33333333,HW
487.3429,3762554.66666667,9579413,0,0,HW
489.2858,3765714.66666667,8107888,0,2867270,HW
517.0624,3777162.66666667,2448439.66666667,0,0,HW
427.0307,3783771.66666667,2196904,0,0,HW
485.109,3787717,2655121.66666667,0,0,HW
547.2913,3799888.66666667,10606993.6666667,0,4949822,HW
361.202,3837685.33333333,5311960,0,3979825.33333333,HW
351.2177,3838241,6269792,0,2979584.66666667,HW
369.0252,3848258.66666667,2334971.66666667,0,0,HW
515.0831,3851038.66666667,2648761.66666667,0,0,HW
443.0256,3853158.66666667,1971590,0,0,HW
344.2191,3874760,7267892.33333333,0,4380899.66666667,HW
395.0409,3882335.66666667,2267738.66666667,0,0,HW
485.0726,3882947.66666667,2618252,0,0,HW
381.0616,3891615.33333333,2422927,0,0,HW
429.2283,3903278.33333333,6554712.66666667,0,3730057.33333333,HW
371.1018,3909097,6984901.33333333,0,3820242.66666667,HW
425.0514,3913405.66666667,2396221.33333333,0,0,HW
501.1039,3921752.33333333,3016370.33333333,0,0,HW
519.2963,3923775.33333333,10153231.3333333,0,3632436,HW
391.143,3942286.33333333,8081093,0,2987096,HW
441.0463,3957275.33333333,2261118,0,0,HW
441.1191,3964094.66666667,2969895,0,0,HW
545.1289,3973930,8675719,0,0,HW
417.01,4007600.66666667,0,0,0,HW
411.0358,4026514.66666667,2300556.66666667,0,0,HW
475.2701,4030773.66666667,8425330,0,4141981.66666667,HW
499.1951,4053532,0,0,0,HW
411.2058,4059634.66666667,6297929.66666667,0,0,HW
487.1246,4067526.33333333,3358237.66666667,0,0,HW
455.062,4102018.66666667,2691702,0,0,HW
417.2494,4129800,7029208.66666667,0,3968854.33333333,HW
517.3171,4130274.33333333,11599612,0,2807043.66666667,HW
531.2964,4179564.66666667,10775947,0,4408477.33333333,HW
521.2756,4185231.33333333,9574503.33333333,0,5173599,HW
441.0827,4197741,2800253.33333333,0,0,HW
505.2807,4201822.66666667,10467614,0,4063460.66666667,HW
411.2388,4220404,7486455.33333333,0,4656662.33333333,HW
389.1274,4224014.33333333,7913573,0,4788349,HW
501.2858,4227254.33333333,10117496.3333333,0,3384753.66666667,HW
381.2283,4248876,6949749,0,3725211,HW
471.0569,4262996.33333333,2748962.66666667,0,0,HW
485.2545,4277707.33333333,8307965.33333333,0,3419119.33333333,HW
471.0933,4282282,2926972,0,0,HW
364.1878,4354542,6993153,0,0,HW
457.0412,4361307.33333333,2480815.33333333,0,0,HW
411.0721,4404714.66666667,3023504.66666667,0,0,HW
393.2283,4425130,7009221,0,4572026,HW
819.2779,4443652.5,0,0,2013916,HW
423.2388,4444421.33333333,6902811,0,4354637.66666667,HW
457.114,4465068.66666667,3434674,0,0,HW
427.1035,4489303.33333333,2966610.66666667,0,0,HW
357.0252,4496818.66666667,2467239,0,0,HW
499.2337,4550915,9564221,0,3926039.33333333,HW
487.2701,4633805,9944628,0,3434348.66666667,HW
327.2177,4683742.33333333,7328843.66666667,0,3711429.66666667,HW
337.1327,4739791,10575877.3333333,0,2773373.33333333,HW
383.0409,4837587.33333333,2793283.66666667,0,0,HW
473.2545,4846015,9804066,0,4989183.66666667,HW
