Mass,Forest,Fenton,PreGoethite,PostGoethite,adsorbed,new,preg_total,postg_total,preg_rel_abund,postg_rel_abund,delta_abund,sorption_frac,HC,OC
309.098,SW,PreFenton,2246342.33333333,2381365.66666667,NA,NA,8442516687.333333,8882618607.166666,2.660749651467806e-4,2.6809275192175185e-4,2.0177867749712275e-6,minimal change,1.2,0.466666666666667
309.1344,HW,PostFenton,1518277,2797835,NA,NA,8918337356.5,8295042489.333333,1.702421582979731e-4,3.3729001431852344e-4,1.6704785602055034e-4,most unbound,1.375,0.375
309.1344,HW,PreFenton,1842300.5,2506480.33333333,NA,NA,8822958103.333334,10813785976.333332,2.0880757659995854e-4,2.3178564277293116e-4,2.2978066172972615e-5,minimal change,1.375,0.375
309.1344,SW,PostFenton,1787426.66666667,4423614,NA,NA,8884038661.5,10442460691.833334,2.0119528232274454e-4,4.2361796999241245e-4,2.224226876696679e-4,most unbound,1.375,0.375
309.1344,SW,PreFenton,2013217.33333333,3440272.66666667,NA,NA,8442516687.333333,8882618607.166666,2.3846175351407308e-4,3.873038817507027e-4,1.4884212823662962e-4,more unbound,1.375,0.375
309.1707,HW,PostFenton,2068461.66666667,6160913,NA,NA,8918337356.5,8295042489.333333,2.3193355263233028e-4,7.427222956268605e-4,5.107887429945301e-4,most unbound,1.52941176470588,0.294117647058824
309.1707,HW,PreFenton,1766676.66666667,4325621.66666667,NA,NA,8822958103.333334,10813785976.333332,2.0023632051468265e-4,4.0000992031223587e-4,1.9977359979755322e-4,most unbound,1.52941176470588,0.294117647058824
309.1707,SW,PostFenton,2430759.66666667,9271576.66666667,NA,NA,8884038661.5,10442460691.833334,2.736097578233924e-4,8.87872785953375e-4,6.142630281299826e-4,most unbound,1.52941176470588,0.294117647058824
309.1707,SW,PreFenton,3191931.66666667,6895766.66666667,not adsorbed,NA,8442516687.333333,8882618607.166666,3.7807821824689555e-4,7.763213722925168e-4,3.982431540456212e-4,most unbound,1.52941176470588,0.294117647058824
311.0409,HW,PostFenton,1610132.5,0,NA,NA,8918337356.5,8295042489.333333,1.8054177988977715e-4,0,-1.8054177988977715e-4,most sorbed,0.923076923076923,0.692307692307692
311.0409,HW,PreFenton,1738486.5,0,NA,NA,8822958103.333334,10813785976.333332,1.970412280823589e-4,0,-1.970412280823589e-4,most sorbed,0.923076923076923,0.692307692307692
311.0409,SW,PostFenton,1390409.5,0,NA,NA,8884038661.5,10442460691.833334,1.5650646659446665e-4,0,-1.5650646659446665e-4,most sorbed,0.923076923076923,0.692307692307692
311.0409,SW,PreFenton,1849820.5,0,NA,NA,8442516687.333333,8882618607.166666,2.1910771023708658e-4,0,-2.1910771023708658e-4,most sorbed,0.923076923076923,0.692307692307692
311.062,HW,PostFenton,1559960.5,0,NA,NA,8918337356.5,8295042489.333333,1.7491606760794325e-4,0,-1.7491606760794325e-4,most sorbed,1.6,1.1
311.062,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.6,1.1
311.062,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.6,1.1
311.062,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.6,1.1
311.0773,HW,PostFenton,2017431.33333333,1499961,NA,NA,8918337356.5,8295042489.333333,2.2621159670114458e-4,1.8082619853108803e-4,-4.538539817005655e-5,minimal change,1.14285714285714,0.571428571428571
311.0773,HW,PreFenton,2202664,0,NA,NA,8822958103.333334,10813785976.333332,2.4965141783545687e-4,0,-2.4965141783545687e-4,most sorbed,1.14285714285714,0.571428571428571
311.0773,SW,PostFenton,2281181,1627880,NA,NA,8884038661.5,10442460691.833334,2.5677297082077766e-4,1.55890459925131e-4,-1.0088251089564667e-4,more sorbed,1.14285714285714,0.571428571428571
311.0773,SW,PreFenton,2552807.33333333,1511894,NA,NA,8442516687.333333,8882618607.166666,3.023751599050335e-4,1.7020814096196533e-4,-1.3216701894306818e-4,more sorbed,1.14285714285714,0.571428571428571
311.0984,HW,PostFenton,1672917.5,0,NA,NA,8918337356.5,8295042489.333333,1.8758176923871562e-4,0,-1.8758176923871562e-4,most sorbed,1.81818181818182,0.909090909090909
311.0984,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.81818181818182,0.909090909090909
311.0984,SW,PostFenton,1937760,0,NA,NA,8884038661.5,10442460691.833334,2.1811701567638433e-4,0,-2.1811701567638433e-4,most sorbed,1.81818181818182,0.909090909090909
311.0984,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.81818181818182,0.909090909090909
311.1136,HW,PostFenton,2487025.33333333,4046663.33333333,NA,NA,8918337356.5,8295042489.333333,2.7886647857301543e-4,4.878411820719387e-4,2.089747034989233e-4,most unbound,1.33333333333333,0.466666666666667
311.1136,HW,PreFenton,2415235,2830292,NA,NA,8822958103.333334,10813785976.333332,2.7374435781209465e-4,2.6172998117350175e-4,-1.2014376638592897e-5,minimal change,1.33333333333333,0.466666666666667
311.1136,SW,PostFenton,3890487.33333333,6667160.33333333,not adsorbed,NA,8884038661.5,10442460691.833334,4.379187756344649e-4,6.384664046231433e-4,2.0054762898867845e-4,most unbound,1.33333333333333,0.466666666666667
311.1136,SW,PreFenton,3300759.33333333,4293084,not adsorbed,NA,8442516687.333333,8882618607.166666,3.9096864780683227e-4,4.8331288214223877e-4,9.23442343354065e-5,unbound,1.33333333333333,0.466666666666667
311.15,HW,PostFenton,1643681.66666667,3573069,NA,NA,8918337356.5,8295042489.333333,1.843035984132958e-4,4.3074752234176504e-4,2.4644392392846927e-4,most unbound,1.5,0.375
311.15,HW,PreFenton,1709362.66666667,2841817.66666667,NA,NA,8822958103.333334,10813785976.333332,1.9374031324266051e-4,2.627958120205237e-4,6.905549877786319e-5,unbound,1.5,0.375
311.15,SW,PostFenton,2297916.66666667,6138952.66666667,NA,NA,8884038661.5,10442460691.833334,2.586567612121e-4,5.878837227960762e-4,3.2922696158397624e-4,most unbound,1.5,0.375
311.15,SW,PreFenton,2792690,4329272,not adsorbed,NA,8442516687.333333,8882618607.166666,3.307888042661487e-4,4.873869059859286e-4,1.5659810171977993e-4,most unbound,1.5,0.375
311.1864,HW,PostFenton,0,1894397.66666667,NA,new molecules,8918337356.5,8295042489.333333,0,2.2837709018400958e-4,2.2837709018400958e-4,most unbound,1.64705882352941,0.294117647058824
311.1864,HW,PreFenton,0,1761504,NA,new molecules,8822958103.333334,10813785976.333332,0,1.6289429103323897e-4,1.6289429103323897e-4,most unbound,1.64705882352941,0.294117647058824
311.1864,SW,PostFenton,0,3083342.33333333,NA,new molecules,8884038661.5,10442460691.833334,0,2.952697093458728e-4,2.952697093458728e-4,most unbound,1.64705882352941,0.294117647058824
311.1864,SW,PreFenton,1481587.5,2663571.33333333,NA,NA,8442516687.333333,8882618607.166666,1.7549121368310575e-4,2.998633005794384e-4,1.2437208689633264e-4,more unbound,1.64705882352941,0.294117647058824
311.2228,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.77777777777778,0.222222222222222
311.2228,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.77777777777778,0.222222222222222
311.2228,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.77777777777778,0.222222222222222
311.2228,SW,PreFenton,0,1671748.33333333,NA,new molecules,8442516687.333333,8882618607.166666,0,1.882044481775376e-4,1.882044481775376e-4,most unbound,1.77777777777778,0.222222222222222
311.2955,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,2,0.1
311.2955,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,2,0.1
311.2955,SW,PostFenton,0,1781445.5,NA,new molecules,8884038661.5,10442460691.833334,0,1.705963328541139e-4,1.705963328541139e-4,most unbound,2,0.1
311.2955,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,2,0.1
312.1565,HW,PostFenton,0,1721159.66666667,NA,new molecules,8918337356.5,8295042489.333333,0,2.0749256786567688e-4,2.0749256786567688e-4,most unbound,1.64285714285714,0.357142857142857
312.1565,HW,PreFenton,1454878,2100606.66666667,NA,NA,8822958103.333334,10813785976.333332,1.648968501222219e-4,1.9425265778923154e-4,2.935580766700964e-5,minimal change,1.64285714285714,0.357142857142857
312.1565,SW,PostFenton,0,1887505.33333333,NA,new molecules,8884038661.5,10442460691.833334,0,1.807529268278193e-4,1.807529268278193e-4,most unbound,1.64285714285714,0.357142857142857
312.1565,SW,PreFenton,0,2148239.33333333,NA,new molecules,8442516687.333333,8882618607.166666,0,2.4184752586361074e-4,2.4184752586361074e-4,most unbound,1.64285714285714,0.357142857142857
313.0565,HW,PostFenton,2168916.33333333,0,NA,NA,8918337356.5,8295042489.333333,2.4319738608593306e-4,0,-2.4319738608593306e-4,most sorbed,1.07692307692308,0.692307692307692
313.0565,HW,PreFenton,1716495.5,0,NA,NA,8822958103.333334,10813785976.333332,1.9454875336555254e-4,0,-1.9454875336555254e-4,most sorbed,1.07692307692308,0.692307692307692
313.0565,SW,PostFenton,2227281.33333333,0,NA,NA,8884038661.5,10442460691.833334,2.507059478461647e-4,0,-2.507059478461647e-4,most sorbed,1.07692307692308,0.692307692307692
313.0565,SW,PreFenton,1752850.66666667,0,NA,NA,8442516687.333333,8882618607.166666,2.076218184201574e-4,0,-2.076218184201574e-4,most sorbed,1.07692307692308,0.692307692307692
313.0929,HW,PostFenton,2758062.66666667,2267450,not adsorbed,NA,8918337356.5,8295042489.333333,3.09257494577338e-4,2.7335001633996855e-4,-3.590747823736947e-5,minimal change,1.28571428571429,0.571428571428571
313.0929,HW,PreFenton,2119682,2031217.5,NA,NA,8822958103.333334,10813785976.333332,2.4024618219587593e-4,1.8783592577525118e-4,-5.2410256420624745e-5,sorbed,1.28571428571429,0.571428571428571
313.0929,SW,PostFenton,3078145.33333333,2862631,not adsorbed,NA,8884038661.5,10442460691.833334,3.464804072355995e-4,2.74133758745078e-4,-7.234664849052147e-5,sorbed,1.28571428571429,0.571428571428571
313.0929,SW,PreFenton,2345837.33333333,2245256.33333333,NA,NA,8442516687.333333,8882618607.166666,2.77859958139365e-4,2.5276964289807675e-4,-2.5090315241288225e-5,minimal change,1.28571428571429,0.571428571428571
313.1293,HW,PostFenton,2762334.66666667,5357717,not adsorbed,NA,8918337356.5,8295042489.333333,3.097365076297974e-4,6.458938585172451e-4,3.3615735088744764e-4,most unbound,1.46666666666667,0.466666666666667
313.1293,HW,PreFenton,2108508.66666667,2702027.66666667,NA,NA,8822958103.333334,10813785976.333332,2.3897978908797837e-4,2.4986879457206124e-4,1.088900548408287e-5,minimal change,1.46666666666667,0.466666666666667
313.1293,SW,PostFenton,4560817.33333333,10663127.6666667,not adsorbed,NA,8884038661.5,10442460691.833334,5.133720717693581e-4,0.0010211317027035535,5.077596309341954e-4,most unbound,1.46666666666667,0.466666666666667
313.1293,SW,PreFenton,3324104,4193593,not adsorbed,NA,8442516687.333333,8882618607.166666,3.937337790504216e-4,4.721122436368628e-4,7.837846458644119e-5,unbound,1.46666666666667,0.466666666666667
313.1657,HW,PostFenton,0,4558491.33333333,NA,new molecules,8918337356.5,8295042489.333333,0,5.495440607079631e-4,5.495440607079631e-4,most unbound,1.625,0.375
313.1657,HW,PreFenton,2236173,3921447.33333333,NA,NA,8822958103.333334,10813785976.333332,2.534493504117591e-4,3.6263408041509887e-4,1.0918473000333975e-4,more unbound,1.625,0.375
313.1657,SW,PostFenton,2282935,8098696,NA,NA,8884038661.5,10442460691.833334,2.569704035500611e-4,7.755543677874405e-4,5.185839642373794e-4,most unbound,1.625,0.375
313.1657,SW,PreFenton,4033912.33333333,6849002.33333333,not adsorbed,NA,8442516687.333333,8882618607.166666,4.778092223833659e-4,7.710566710370098e-4,2.932474486536439e-4,most unbound,1.625,0.375
313.1769,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.73333333333333,0.333333333333333
313.1769,HW,PreFenton,0,1971241.33333333,NA,new molecules,8822958103.333334,10813785976.333332,0,1.8228965670742133e-4,1.8228965670742133e-4,most unbound,1.73333333333333,0.333333333333333
313.1769,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.73333333333333,0.333333333333333
313.1769,SW,PreFenton,0,1815020,NA,new molecules,8442516687.333333,8882618607.166666,0,2.0433388849270273e-4,2.0433388849270273e-4,most unbound,1.73333333333333,0.333333333333333
313.1809,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.3,0.15
313.1809,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.3,0.15
313.1809,SW,PostFenton,0,1745887.66666667,NA,new molecules,8884038661.5,10442460691.833334,0,1.671912127025831e-4,1.671912127025831e-4,most unbound,1.3,0.15
313.1809,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.3,0.15
313.2021,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.76470588235294,0.294117647058824
313.2021,HW,PreFenton,0,1755131,NA,new molecules,8822958103.333334,10813785976.333332,0,1.6230495072134933e-4,1.6230495072134933e-4,most unbound,1.76470588235294,0.294117647058824
313.2021,SW,PostFenton,0,2679523.33333333,NA,new molecules,8884038661.5,10442460691.833334,0,2.565988431662364e-4,2.565988431662364e-4,most unbound,1.76470588235294,0.294117647058824
313.2021,SW,PreFenton,0,2079472.66666667,NA,new molecules,8442516687.333333,8882618607.166666,0,2.3410581480881232e-4,2.3410581480881232e-4,most unbound,1.76470588235294,0.294117647058824
313.2384,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.88888888888889,0.222222222222222
313.2384,HW,PreFenton,0,1689907.66666667,NA,new molecules,8822958103.333334,10813785976.333332,0,1.5627345227334273e-4,1.5627345227334273e-4,most unbound,1.88888888888889,0.222222222222222
313.2384,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.88888888888889,0.222222222222222
313.2384,SW,PreFenton,0,1779106,NA,new molecules,8442516687.333333,8882618607.166666,0,2.0029071140852353e-4,2.0029071140852353e-4,most unbound,1.88888888888889,0.222222222222222
314.1358,HW,PostFenton,0,2397931.33333333,NA,new molecules,8918337356.5,8295042489.333333,0,2.890800543115784e-4,2.890800543115784e-4,most unbound,1.61538461538462,0.461538461538462
314.1358,HW,PreFenton,0,1762295.33333333,NA,new molecules,8822958103.333334,10813785976.333332,0,1.6296746922772718e-4,1.6296746922772718e-4,most unbound,1.61538461538462,0.461538461538462
314.1358,SW,PostFenton,0,2233381.66666667,NA,new molecules,8884038661.5,10442460691.833334,0,2.1387503698369828e-4,2.1387503698369828e-4,most unbound,1.61538461538462,0.461538461538462
314.1358,SW,PreFenton,0,2046273,NA,new molecules,8442516687.333333,8882618607.166666,0,2.3036821578143948e-4,2.3036821578143948e-4,most unbound,1.61538461538462,0.461538461538462
314.1722,HW,PostFenton,0,2732017.33333333,NA,new molecules,8918337356.5,8295042489.333333,0,3.2935543571313287e-4,3.2935543571313287e-4,most unbound,1.78571428571429,0.357142857142857
314.1722,HW,PreFenton,1866708.5,2275454,NA,NA,8822958103.333334,10813785976.333332,2.1157399572086297e-4,2.1042158638796604e-4,-1.1524093328969288e-6,minimal change,1.78571428571429,0.357142857142857
314.1722,SW,PostFenton,0,2780715.66666667,NA,new molecules,8884038661.5,10442460691.833334,0,2.662893113728803e-4,2.662893113728803e-4,most unbound,1.78571428571429,0.357142857142857
314.1722,SW,PreFenton,1512383.66666667,2380359.33333333,NA,NA,8442516687.333333,8882618607.166666,1.79138960890153e-4,2.679794595045217e-4,8.884049861436868e-5,unbound,1.78571428571429,0.357142857142857
314.2085,HW,PostFenton,0,2464162.33333333,NA,new molecules,8918337356.5,8295042489.333333,0,2.970644618761167e-4,2.970644618761167e-4,most unbound,1.93333333333333,0.266666666666667
314.2085,HW,PreFenton,2015662.66666667,4407343,NA,NA,8822958103.333334,10813785976.333332,2.2845656106030334e-4,4.075670638984121e-4,1.7911050283810878e-4,most unbound,1.93333333333333,0.266666666666667
314.2085,SW,PostFenton,0,2751622.66666667,NA,new molecules,8884038661.5,10442460691.833334,0,2.635032822118845e-4,2.635032822118845e-4,most unbound,1.93333333333333,0.266666666666667
314.2085,SW,PreFenton,1998960,4014243.33333333,NA,NA,8442516687.333333,8882618607.166666,2.3677299957240532e-4,4.5192116321357784e-4,2.1514816364117252e-4,most unbound,1.93333333333333,0.266666666666667
315.0146,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.533333333333333,0.533333333333333
315.0146,HW,PreFenton,1545964,0,NA,NA,8822958103.333334,10813785976.333332,1.7522059856726863e-4,0,-1.7522059856726863e-4,most sorbed,0.533333333333333,0.533333333333333
315.0146,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.533333333333333,0.533333333333333
315.0146,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,0.533333333333333,0.533333333333333
315.051,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.75,0.4375
315.051,HW,PreFenton,1714610.5,0,NA,NA,8822958103.333334,10813785976.333332,1.9433510619893074e-4,0,-1.9433510619893074e-4,most sorbed,0.75,0.4375
315.051,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.75,0.4375
315.051,SW,PreFenton,1694794.66666667,0,NA,NA,8442516687.333333,8882618607.166666,2.0074519594488247e-4,0,-2.0074519594488247e-4,most sorbed,0.75,0.4375
315.0722,HW,PostFenton,2705525.66666667,0,NA,NA,8918337356.5,8295042489.333333,3.033665983373893e-4,0,-3.033665983373893e-4,most sorbed,1.23076923076923,0.692307692307692
315.0722,HW,PreFenton,8558562,2009797.66666667,not adsorbed,NA,8822958103.333334,10813785976.333332,9.700331679877926e-4,1.8585513631074648e-4,-7.841780316770461e-4,most sorbed,1.23076923076923,0.692307692307692
315.0722,SW,PostFenton,3447168.66666667,1452815,not adsorbed,NA,8884038661.5,10442460691.833334,3.880181973549226e-4,1.3912573318434354e-4,-2.4889246417057905e-4,most sorbed,1.23076923076923,0.692307692307692
315.0722,SW,PreFenton,9188686,1952489,not adsorbed,NA,8442516687.333333,8882618607.166666,0.0010883823319871166,2.1981006799331613e-4,-8.685722639938004e-4,most sorbed,1.23076923076923,0.692307692307692
315.0874,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.941176470588235,0.352941176470588
315.0874,HW,PreFenton,1600121.5,0,NA,NA,8822958103.333334,10813785976.333332,1.8135884600828722e-4,0,-1.8135884600828722e-4,most sorbed,0.941176470588235,0.352941176470588
315.0874,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.941176470588235,0.352941176470588
315.0874,SW,PreFenton,1837093.66666667,0,NA,NA,8442516687.333333,8882618607.166666,2.1760024110144074e-4,0,-2.1760024110144074e-4,most sorbed,0.941176470588235,0.352941176470588
315.1086,HW,PostFenton,2628304.33333333,2954472.66666667,NA,NA,8918337356.5,8295042489.333333,2.9470788424680177e-4,3.561733011573903e-4,6.146541691058854e-5,unbound,1.42857142857143,0.571428571428571
315.1086,HW,PreFenton,1753597,1709260,NA,NA,8822958103.333334,10813785976.333332,1.9875386230582768e-4,1.5806305060418486e-4,-4.069081170164282e-5,minimal change,1.42857142857143,0.571428571428571
315.1086,SW,PostFenton,3220102.33333333,3830470,not adsorbed,NA,8884038661.5,10442460691.833334,3.6245928862151545e-4,3.6681679855358904e-4,4.35750993207359e-6,minimal change,1.42857142857143,0.571428571428571
315.1086,SW,PreFenton,2220286.33333333,1963589,NA,NA,8442516687.333333,8882618607.166666,2.6298868164092824e-4,2.2105969949173985e-4,-4.192898214918839e-5,minimal change,1.42857142857143,0.571428571428571
315.1198,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.53846153846154,0.538461538461538
315.1198,HW,PreFenton,1884905.66666667,0,NA,NA,8822958103.333334,10813785976.333332,2.1363647481841133e-4,0,-2.1363647481841133e-4,most sorbed,1.53846153846154,0.538461538461538
315.1198,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.53846153846154,0.538461538461538
