Mass,Forest,treatment,intensity,total,rel_abund,HC,OC,percentile,perc
461.1089,HW,PreFenton,7318761.66666667,8822958103.333334,8.295133651265583e-4,1,0.5,93,top 25 %
461.1089,SW,PostFenton,2974517.33333333,8884038661.5,3.3481589248634657e-4,1,0.5,76,top 25 %
461.1089,SW,PostFentonGoethite,1852550.5,10442460691.833334,1.7740555168656866e-4,1,0.5,56,second 25 %
461.1089,SW,PreFenton,7157989.33333333,8442516687.333333,8.47850184776391e-4,1,0.5,92,top 25 %
461.1089,HW,PostFentonGoethite,2140458,8295042489.333333,2.5804063122671566e-4,1,0.5,65,second 25 %
461.1089,HW,PreFentonGoethite,4288705.33333333,10813785976.333332,3.9659609897213044e-4,1,0.5,80,top 25 %
461.1089,HW,PostFenton,3195225,8918337356.5,3.582758615507191e-4,1,0.5,76,top 25 %
461.1089,SW,PreFentonGoethite,2659746.66666667,8882618607.166666,2.9943272184631853e-4,1,0.5,74,second 25 %
461.1301,HW,PreFentonGoethite,2563608,10813785976.333332,2.3706849808296756e-4,1.36842105263158,0.684210526315789,61,second 25 %
461.1301,HW,PostFenton,4625241,8918337356.5,5.186214442346656e-4,1.36842105263158,0.684210526315789,85,top 25 %
461.1301,SW,PostFenton,3872222.66666667,8884038661.5,4.3586287883318095e-4,1.36842105263158,0.684210526315789,81,top 25 %
461.1301,SW,PreFentonGoethite,2171810,8882618607.166666,2.4450109771095456e-4,1.36842105263158,0.684210526315789,67,second 25 %
461.1301,SW,PostFentonGoethite,1724257,10442460691.833334,1.6511979799440168e-4,1.36842105263158,0.684210526315789,53,second 25 %
461.1301,HW,PreFenton,4688446.33333333,8822958103.333334,5.313916578116839e-4,1.36842105263158,0.684210526315789,85,top 25 %
461.1301,SW,PreFenton,3127695,8442516687.333333,3.704695075927554e-4,1.36842105263158,0.684210526315789,76,top 25 %
461.1301,HW,PostFentonGoethite,1759851.5,8295042489.333333,2.1215702056535674e-4,1.36842105263158,0.684210526315789,57,second 25 %
461.1453,HW,PostFentonGoethite,4965976.66666667,8295042489.333333,5.986680204534771e-4,1.1304347826087,0.434782608695652,86,top 25 %
461.1453,HW,PreFenton,7540968.66666667,8822958103.333334,8.546984558180861e-4,1.1304347826087,0.434782608695652,93,top 25 %
461.1453,SW,PreFenton,6962744.33333333,8442516687.333333,8.247237868987374e-4,1.1304347826087,0.434782608695652,92,top 25 %
461.1453,SW,PostFentonGoethite,4168886,10442460691.833334,3.992244857823916e-4,1.1304347826087,0.434782608695652,80,top 25 %
461.1453,HW,PreFentonGoethite,7160344.66666667,10813785976.333332,6.621496562200829e-4,1.1304347826087,0.434782608695652,90,top 25 %
461.1453,SW,PreFentonGoethite,5240908.33333333,8882618607.166666,5.90018390422039e-4,1.1304347826087,0.434782608695652,88,top 25 %
461.1453,SW,PostFenton,3440435.33333333,8884038661.5,3.8726028379894957e-4,1.1304347826087,0.434782608695652,79,top 25 %
461.1453,HW,PostFenton,4812291.33333333,8918337356.5,5.395951219344671e-4,1.1304347826087,0.434782608695652,85,top 25 %
461.1664,SW,PreFenton,2140215.33333333,8442516687.333333,2.535044244027834e-4,1.5,0.6,65,second 25 %
461.1664,HW,PostFenton,4776109.66666667,8918337356.5,5.355381250727941e-4,1.5,0.6,85,top 25 %
461.1664,HW,PostFentonGoethite,3686316.66666667,8295042489.333333,4.443999740094082e-4,1.5,0.6,80,top 25 %
461.1664,HW,PreFentonGoethite,0,10813785976.333332,0,1.5,0.6,21,lowest 25%
461.1664,HW,PreFenton,2088949,8822958103.333334,2.36762883324901e-4,1.5,0.6,56,second 25 %
461.1664,SW,PreFentonGoethite,1825696.66666667,8882618607.166666,2.0553586137241818e-4,1.5,0.6,61,second 25 %
461.1664,SW,PostFenton,5353607.33333333,8884038661.5,6.026096392999505e-4,1.5,0.6,87,top 25 %
461.1664,SW,PostFentonGoethite,4505098.66666667,10442460691.833334,4.314211754888331e-4,1.5,0.6,82,top 25 %
461.1817,SW,PreFentonGoethite,7483467.33333333,8882618607.166666,8.42484369113352e-4,1.25,0.375,92,top 25 %
461.1817,SW,PostFenton,4409137.33333333,8884038661.5,4.962987557045234e-4,1.25,0.375,84,top 25 %
461.1817,HW,PostFenton,6004226.66666667,8918337356.5,6.732450709874276e-4,1.25,0.375,89,top 25 %
461.1817,HW,PreFenton,8181308.33333333,8822958103.333334,9.272749839129819e-4,1.25,0.375,94,top 25 %
461.1817,SW,PostFentonGoethite,8783370.33333333,10442460691.833334,8.411207465882522e-4,1.25,0.375,93,top 25 %
461.1817,HW,PostFentonGoethite,10001665.3333333,8295042489.333333,0.0012057400967137334,1.25,0.375,96,top 25 %
461.1817,SW,PreFenton,6560651.66666667,8442516687.333333,7.770966774054346e-4,1.25,0.375,91,top 25 %
461.1817,HW,PreFentonGoethite,11558768.3333333,10813785976.333332,0.0010688919087755585,1.25,0.375,96,top 25 %
461.1889,HW,PreFenton,0,8822958103.333334,0,1.10714285714286,0.142857142857143,19,lowest 25%
461.1889,HW,PostFenton,2947928,8918337356.5,3.305468140708364e-4,1.10714285714286,0.142857142857143,73,second 25 %
461.1889,HW,PostFentonGoethite,2214315.66666667,8295042489.333333,2.669444634568271e-4,1.10714285714286,0.142857142857143,66,second 25 %
461.1889,SW,PostFenton,2076806.33333333,8884038661.5,2.3376826829147067e-4,1.10714285714286,0.142857142857143,64,second 25 %
461.1889,SW,PreFentonGoethite,0,8882618607.166666,0,1.10714285714286,0.142857142857143,24,lowest 25%
461.1889,HW,PreFentonGoethite,0,10813785976.333332,0,1.10714285714286,0.142857142857143,21,lowest 25%
461.1889,SW,PostFentonGoethite,0,10442460691.833334,0,1.10714285714286,0.142857142857143,24,lowest 25%
461.1889,SW,PreFenton,0,8442516687.333333,0,1.10714285714286,0.142857142857143,21,lowest 25%
461.2028,SW,PostFentonGoethite,18213044.3333333,10442460691.833334,0.0017441333868344895,1.61904761904762,0.523809523809524,98,top 25 %
461.2028,HW,PostFentonGoethite,6228224.33333333,8295042489.333333,7.508369416241397e-4,1.61904761904762,0.523809523809524,90,top 25 %
461.2028,HW,PreFentonGoethite,6719004.33333333,10813785976.333332,6.213369071700055e-4,1.61904761904762,0.523809523809524,89,top 25 %
461.2028,SW,PreFenton,9989685,8442516687.333333,0.001183259135867383,1.61904761904762,0.523809523809524,96,top 25 %
461.2028,SW,PostFenton,7015899,8884038661.5,7.897195484306257e-4,1.61904761904762,0.523809523809524,91,top 25 %
461.2028,SW,PreFentonGoethite,14013173.3333333,8882618607.166666,0.0015775948459643653,1.61904761904762,0.523809523809524,98,top 25 %
461.2028,HW,PostFenton,4177069.33333333,8918337356.5,4.683686169697241e-4,1.61904761904762,0.523809523809524,82,top 25 %
461.2028,HW,PreFenton,8075494.33333333,8822958103.333334,9.152819540514864e-4,1.61904761904762,0.523809523809524,94,top 25 %
461.2181,SW,PostFenton,3192623.33333333,8884038661.5,3.5936621338321384e-4,1.36,0.32,77,top 25 %
461.2181,SW,PreFenton,6401588,8442516687.333333,7.582558894558745e-4,1.36,0.32,91,top 25 %
461.2181,HW,PreFentonGoethite,14006131,10813785976.333332,0.0012952106718824767,1.36,0.32,98,top 25 %
461.2181,HW,PreFenton,8038971,8822958103.333334,9.111423749097095e-4,1.36,0.32,94,top 25 %
461.2181,SW,PreFentonGoethite,9433844.33333333,8882618607.166666,0.001062056669383725,1.36,0.32,95,top 25 %
461.2181,SW,PostFentonGoethite,8891913.33333333,10442460691.833334,8.515151357272879e-4,1.36,0.32,93,top 25 %
461.2181,HW,PostFentonGoethite,9026815.66666667,8295042489.333333,0.0010882181349009762,1.36,0.32,95,top 25 %
461.2181,HW,PostFenton,3562327.66666667,8918337356.5,3.994385415427596e-4,1.36,0.32,78,top 25 %
461.2392,HW,PreFenton,6604346.33333333,8822958103.333334,7.485410511966721e-4,1.72727272727273,0.454545454545455,91,top 25 %
461.2392,SW,PreFentonGoethite,9567647,8882618607.166666,0.0010771200952251446,1.72727272727273,0.454545454545455,95,top 25 %
461.2392,SW,PostFenton,2277507.66666667,8884038661.5,2.563594952075693e-4,1.72727272727273,0.454545454545455,67,second 25 %
461.2392,HW,PostFenton,0,8918337356.5,0,1.72727272727273,0.454545454545455,24,lowest 25%
461.2392,HW,PostFentonGoethite,4531796,8295042489.333333,5.463258332705921e-4,1.72727272727273,0.454545454545455,84,top 25 %
461.2392,SW,PostFentonGoethite,7866547.33333333,10442460691.833334,7.533231453277549e-4,1.72727272727273,0.454545454545455,91,top 25 %
461.2392,SW,PreFenton,5062877.33333333,8442516687.333333,5.996881641856132e-4,1.72727272727273,0.454545454545455,87,top 25 %
461.2392,HW,PreFentonGoethite,14402078.6666667,10813785976.333332,0.001331825754475498,1.72727272727273,0.454545454545455,98,top 25 %
461.2544,SW,PreFenton,3655218,8442516687.333333,4.3295360084796505e-4,1.46153846153846,0.269230769230769,80,top 25 %
461.2544,HW,PreFenton,4997860.66666667,8822958103.333334,5.664608862619971e-4,1.46153846153846,0.269230769230769,86,top 25 %
461.2544,SW,PreFentonGoethite,6362184.66666667,8882618607.166666,7.162510232662177e-4,1.46153846153846,0.269230769230769,90,top 25 %
461.2544,HW,PreFentonGoethite,10250101,10813785976.333332,9.478734850525992e-4,1.46153846153846,0.269230769230769,95,top 25 %
461.2544,SW,PostFentonGoethite,5178205.66666667,10442460691.833334,4.958798332577258e-4,1.46153846153846,0.269230769230769,85,top 25 %
461.2544,SW,PostFenton,1874551,8884038661.5,2.1100212092993039e-4,1.46153846153846,0.269230769230769,60,second 25 %
461.2544,HW,PostFentonGoethite,4750590,8295042489.333333,5.727023105799428e-4,1.46153846153846,0.269230769230769,85,top 25 %
461.2544,HW,PostFenton,0,8918337356.5,0,1.46153846153846,0.269230769230769,24,lowest 25%
461.2756,SW,PreFentonGoethite,2505629.66666667,8882618607.166666,2.820823202568981e-4,1.82608695652174,0.391304347826087,72,second 25 %
461.2756,HW,PreFenton,0,8822958103.333334,0,1.82608695652174,0.391304347826087,19,lowest 25%
461.2756,HW,PreFentonGoethite,2394369,10813785976.333332,2.214181975896537e-4,1.82608695652174,0.391304347826087,57,second 25 %
461.2756,HW,PostFentonGoethite,0,8295042489.333333,0,1.82608695652174,0.391304347826087,24,lowest 25%
461.2756,HW,PostFenton,0,8918337356.5,0,1.82608695652174,0.391304347826087,24,lowest 25%
461.2756,SW,PreFenton,0,8442516687.333333,0,1.82608695652174,0.391304347826087,21,lowest 25%
461.2756,SW,PostFenton,0,8884038661.5,0,1.82608695652174,0.391304347826087,24,lowest 25%
461.2756,SW,PostFentonGoethite,2021554.33333333,10442460691.833334,1.9358984371512297e-4,1.82608695652174,0.391304347826087,59,second 25 %
461.2908,SW,PreFenton,0,8442516687.333333,0,1.55555555555556,0.222222222222222,22,lowest 25%
461.2908,HW,PreFentonGoethite,4097399,10813785976.333332,3.7890513174270525e-4,1.55555555555556,0.222222222222222,79,top 25 %
461.2908,HW,PostFentonGoethite,0,8295042489.333333,0,1.55555555555556,0.222222222222222,24,lowest 25%
461.2908,SW,PreFentonGoethite,2546930.66666667,8882618607.166666,2.867319626457628e-4,1.55555555555556,0.222222222222222,72,second 25 %
461.2908,HW,PreFenton,2524656.5,8822958103.333334,2.8614626414764216e-4,1.55555555555556,0.222222222222222,64,second 25 %
461.2908,SW,PostFenton,0,8884038661.5,0,1.55555555555556,0.222222222222222,24,lowest 25%
461.2908,SW,PostFentonGoethite,1972868,10442460691.833334,1.8892750073197862e-4,1.55555555555556,0.222222222222222,58,second 25 %
461.2908,HW,PostFenton,0,8918337356.5,0,1.55555555555556,0.222222222222222,24,lowest 25%
462.1253,HW,PreFenton,0,8822958103.333334,0,1.38888888888889,0.722222222222222,19,lowest 25%
462.1253,SW,PostFenton,0,8884038661.5,0,1.38888888888889,0.722222222222222,24,lowest 25%
462.1253,HW,PreFentonGoethite,0,10813785976.333332,0,1.38888888888889,0.722222222222222,21,lowest 25%
462.1253,SW,PreFentonGoethite,0,8882618607.166666,0,1.38888888888889,0.722222222222222,24,lowest 25%
462.1253,SW,PreFenton,0,8442516687.333333,0,1.38888888888889,0.722222222222222,22,lowest 25%
462.1253,HW,PostFentonGoethite,0,8295042489.333333,0,1.38888888888889,0.722222222222222,24,lowest 25%
462.1253,SW,PostFentonGoethite,0,10442460691.833334,0,1.38888888888889,0.722222222222222,24,lowest 25%
462.1253,HW,PostFenton,1819338.5,8918337356.5,2.0399973978042015e-4,1.38888888888889,0.722222222222222,54,second 25 %
462.1302,SW,PreFenton,3887444.33333333,8442516687.333333,4.6046036712794756e-4,2.17647058823529,0.176470588235294,81,top 25 %
462.1302,SW,PreFentonGoethite,5076016,8882618607.166666,5.714549081173623e-4,2.17647058823529,0.176470588235294,87,top 25 %
462.1302,HW,PreFenton,0,8822958103.333334,0,2.17647058823529,0.176470588235294,19,lowest 25%
462.1302,SW,PostFenton,2829381,8884038661.5,3.1847914082830896e-4,2.17647058823529,0.176470588235294,74,second 25 %
462.1302,HW,PostFentonGoethite,0,8295042489.333333,0,2.17647058823529,0.176470588235294,24,lowest 25%
462.1302,SW,PostFentonGoethite,4151284.33333333,10442460691.833334,3.975388996752363e-4,2.17647058823529,0.176470588235294,80,top 25 %
462.1302,HW,PostFenton,0,8918337356.5,0,2.17647058823529,0.176470588235294,24,lowest 25%
462.1302,HW,PreFentonGoethite,2006645.5,10813785976.333332,1.855636411143769e-4,2.17647058823529,0.176470588235294,47,third 25 %
462.1366,SW,PostFentonGoethite,0,10442460691.833334,0,1.47058823529412,0.705882352941177,24,lowest 25%
462.1366,SW,PreFenton,0,8442516687.333333,0,1.47058823529412,0.705882352941177,22,lowest 25%
462.1366,HW,PreFentonGoethite,0,10813785976.333332,0,1.47058823529412,0.705882352941177,21,lowest 25%
462.1366,SW,PreFentonGoethite,0,8882618607.166666,0,1.47058823529412,0.705882352941177,24,lowest 25%
462.1366,HW,PostFentonGoethite,0,8295042489.333333,0,1.47058823529412,0.705882352941177,24,lowest 25%
462.1366,SW,PostFenton,0,8884038661.5,0,1.47058823529412,0.705882352941177,24,lowest 25%
462.1366,HW,PreFenton,0,8822958103.333334,0,1.47058823529412,0.705882352941177,19,lowest 25%
462.1366,HW,PostFenton,1723673.5,8918337356.5,1.932729645782827e-4,1.47058823529412,0.705882352941177,52,second 25 %
462.173,HW,PreFenton,0,8822958103.333334,0,1.61111111111111,0.611111111111111,19,lowest 25%
462.173,SW,PreFentonGoethite,0,8882618607.166666,0,1.61111111111111,0.611111111111111,24,lowest 25%
462.173,HW,PreFentonGoethite,0,10813785976.333332,0,1.61111111111111,0.611111111111111,21,lowest 25%
462.173,SW,PreFenton,0,8442516687.333333,0,1.61111111111111,0.611111111111111,22,lowest 25%
462.173,SW,PostFentonGoethite,0,10442460691.833334,0,1.61111111111111,0.611111111111111,24,lowest 25%
462.173,HW,PostFenton,1754533.33333333,8918337356.5,1.9673323212589217e-4,1.61111111111111,0.611111111111111,53,second 25 %
462.173,SW,PostFenton,0,8884038661.5,0,1.61111111111111,0.611111111111111,24,lowest 25%
462.173,HW,PostFentonGoethite,0,8295042489.333333,0,1.61111111111111,0.611111111111111,24,lowest 25%
462.2093,HW,PostFenton,0,8918337356.5,0,1.73684210526316,0.526315789473684,24,lowest 25%
462.2093,HW,PostFentonGoethite,0,8295042489.333333,0,1.73684210526316,0.526315789473684,24,lowest 25%
462.2093,SW,PreFentonGoethite,0,8882618607.166666,0,1.73684210526316,0.526315789473684,24,lowest 25%
462.2093,HW,PreFentonGoethite,1980506.5,10813785976.333332,1.8314644883248718e-4,1.73684210526316,0.526315789473684,46,third 25 %
462.2093,HW,PreFenton,0,8822958103.333334,0,1.73684210526316,0.526315789473684,19,lowest 25%
462.2093,SW,PreFenton,0,8442516687.333333,0,1.73684210526316,0.526315789473684,22,lowest 25%
462.2093,SW,PostFenton,0,8884038661.5,0,1.73684210526316,0.526315789473684,24,lowest 25%
462.2093,SW,PostFentonGoethite,0,10442460691.833334,0,1.73684210526316,0.526315789473684,24,lowest 25%
463.0154,SW,PreFenton,1800519,8442516687.333333,2.1326804159018073e-4,0.631578947368421,0.736842105263158,57,second 25 %
463.0154,HW,PreFentonGoethite,0,10813785976.333332,0,0.631578947368421,0.736842105263158,21,lowest 25%
463.0154,HW,PostFenton,0,8918337356.5,0,0.631578947368421,0.736842105263158,24,lowest 25%
463.0154,HW,PostFentonGoethite,0,8295042489.333333,0,0.631578947368421,0.736842105263158,24,lowest 25%
463.0154,SW,PostFentonGoethite,0,10442460691.833334,0,0.631578947368421,0.736842105263158,24,lowest 25%
463.0154,HW,PreFenton,2529213.5,8822958103.333334,2.8666275758970877e-4,0.631578947368421,0.736842105263158,65,second 25 %
463.0154,SW,PostFenton,0,8884038661.5,0,0.631578947368421,0.736842105263158,25,lowest 25%
463.0154,SW,PreFentonGoethite,0,8882618607.166666,0,0.631578947368421,0.736842105263158,24,lowest 25%
463.0518,SW,PostFenton,2543660.33333333,8884038661.5,2.863180170924485e-4,0.8,0.65,71,second 25 %
463.0518,HW,PreFenton,6343849,8822958103.333334,7.190161083960355e-4,0.8,0.65,90,top 25 %
463.0518,HW,PostFentonGoethite,0,8295042489.333333,0,0.8,0.65,24,lowest 25%
463.0518,SW,PreFentonGoethite,0,8882618607.166666,0,0.8,0.65,24,lowest 25%
463.0518,HW,PreFentonGoethite,2717162.66666667,10813785976.333332,2.512683968975672e-4,0.8,0.65,64,second 25 %
463.0518,SW,PreFenton,5871394.33333333,8442516687.333333,6.954554608275081e-4,0.8,0.65,89,top 25 %
463.0518,HW,PostFenton,3246412.33333333,8918337356.5,3.6401542166009565e-4,0.8,0.65,76,top 25 %
463.0518,SW,PostFentonGoethite,0,10442460691.833334,0,0.8,0.65,24,lowest 25%
463.0671,HW,PreFenton,1959100,8822958103.333334,2.220457104131377e-4,0.666666666666667,0.416666666666667,53,second 25 %
463.0671,SW,PreFentonGoethite,0,8882618607.166666,0,0.666666666666667,0.416666666666667,24,lowest 25%
463.0671,HW,PostFenton,0,8918337356.5,0,0.666666666666667,0.416666666666667,24,lowest 25%
463.0671,HW,PreFentonGoethite,0,10813785976.333332,0,0.666666666666667,0.416666666666667,21,lowest 25%
463.0671,SW,PreFenton,0,8442516687.333333,0,0.666666666666667,0.416666666666667,22,lowest 25%
463.0671,SW,PostFentonGoethite,0,10442460691.833334,0,0.666666666666667,0.416666666666667,24,lowest 25%
463.0671,SW,PostFenton,0,8884038661.5,0,0.666666666666667,0.416666666666667,25,lowest 25%
463.0671,HW,PostFentonGoethite,0,8295042489.333333,0,0.666666666666667,0.416666666666667,24,lowest 25%
463.073,SW,PreFenton,0,8442516687.333333,0,1.17647058823529,0.882352941176471,22,lowest 25%
463.073,HW,PreFentonGoethite,0,10813785976.333332,0,1.17647058823529,0.882352941176471,22,lowest 25%
463.073,HW,PostFentonGoethite,0,8295042489.333333,0,1.17647058823529,0.882352941176471,24,lowest 25%
463.073,SW,PostFenton,1796394.5,8884038661.5,2.0220471436992743e-4,1.17647058823529,0.882352941176471,59,second 25 %
463.073,HW,PostFenton,2410487,8918337356.5,2.702843482639902e-4,1.17647058823529,0.882352941176471,66,second 25 %
463.073,HW,PreFenton,0,8822958103.333334,0,1.17647058823529,0.882352941176471,19,lowest 25%
463.073,SW,PostFentonGoethite,0,10442460691.833334,0,1.17647058823529,0.882352941176471,24,lowest 25%
463.073,SW,PreFentonGoethite,0,8882618607.166666,0,1.17647058823529,0.882352941176471,24,lowest 25%
463.0763,SW,PostFenton,1905962,8884038661.5,2.1453778766854142e-4,0.342857142857143,0.0571428571428571,61,second 25 %
463.0763,SW,PostFentonGoethite,0,10442460691.833334,0,0.342857142857143,0.0571428571428571,24,lowest 25%
463.0763,HW,PreFenton,0,8822958103.333334,0,0.342857142857143,0.0571428571428571,19,lowest 25%
463.0763,SW,PreFenton,0,8442516687.333333,0,0.342857142857143,0.0571428571428571,22,lowest 25%
463.0763,SW,PreFentonGoethite,0,8882618607.166666,0,0.342857142857143,0.0571428571428571,24,lowest 25%
463.0763,HW,PostFentonGoethite,0,8295042489.333333,0,0.342857142857143,0.0571428571428571,24,lowest 25%
463.0763,HW,PostFenton,2219169.66666667,8918337356.5,2.4883221815434696e-4,0.342857142857143,0.0571428571428571,63,second 25 %
463.0763,HW,PreFentonGoethite,0,10813785976.333332,0,0.342857142857143,0.0571428571428571,22,lowest 25%
463.0882,HW,PreFenton,7385255.66666667,8822958103.333334,8.370498397670622e-4,0.952380952380952,0.571428571428571,93,top 25 %
463.0882,SW,PostFenton,3652138.66666667,8884038661.5,4.110899114491286e-4,0.952380952380952,0.571428571428571,80,top 25 %
463.0882,HW,PostFenton,3684172.33333333,8918337356.5,4.13100804114365e-4,0.952380952380952,0.571428571428571,79,top 25 %
463.0882,HW,PostFentonGoethite,1737518.5,8295042489.333333,2.0946468957022102e-4,0.952380952380952,0.571428571428571,57,second 25 %
463.0882,SW,PostFentonGoethite,0,10442460691.833334,0,0.952380952380952,0.571428571428571,24,lowest 25%
463.0882,SW,PreFenton,7249354.33333333,8442516687.333333,8.586721947745564e-4,0.952380952380952,0.571428571428571,92,top 25 %
463.0882,HW,PreFentonGoethite,3384130.66666667,10813785976.333332,3.129459630579945e-4,0.952380952380952,0.571428571428571,73,second 25 %
463.0882,SW,PreFentonGoethite,0,8882618607.166666,0,0.952380952380952,0.571428571428571,24,lowest 25%
463.1035,HW,PostFentonGoethite,0,8295042489.333333,0,0.8,0.36,24,lowest 25%
463.1035,HW,PostFenton,0,8918337356.5,0,0.8,0.36,24,lowest 25%
463.1035,SW,PreFentonGoethite,0,8882618607.166666,0,0.8,0.36,24,lowest 25%
463.1035,HW,PreFentonGoethite,0,10813785976.333332,0,0.8,0.36,22,lowest 25%
463.1035,HW,PreFenton,0,8822958103.333334,0,0.8,0.36,19,lowest 25%
463.1035,SW,PreFenton,1652956,8442516687.333333,1.9578948567315244e-4,0.8,0.36,53,second 25 %
463.1035,SW,PostFenton,0,8884038661.5,0,0.8,0.36,25,lowest 25%
463.1035,SW,PostFentonGoethite,0,10442460691.833334,0,0.8,0.36,24,lowest 25%
463.1093,SW,PostFenton,4145876.33333333,8884038661.5,4.6666572392350795e-4,1.33333333333333,0.777777777777778,83,top 25 %
463.1093,HW,PostFentonGoethite,2055469.5,8295042489.333333,2.477949332559955e-4,1.33333333333333,0.777777777777778,63,second 25 %
463.1093,HW,PostFenton,5018444,8918337356.5,5.627107160666422e-4,1.33333333333333,0.777777777777778,86,top 25 %
463.1093,HW,PreFenton,2721959.33333333,8822958103.333334,3.08508699854867e-4,1.33333333333333,0.777777777777778,68,second 25 %
463.1093,SW,PreFenton,2244212.33333333,8442516687.333333,2.658226707091284e-4,1.33333333333333,0.777777777777778,67,second 25 %
463.1093,SW,PostFentonGoethite,0,10442460691.833334,0,1.33333333333333,0.777777777777778,24,lowest 25%
463.1093,HW,PreFentonGoethite,0,10813785976.333332,0,1.33333333333333,0.777777777777778,22,lowest 25%
463.1093,SW,PreFentonGoethite,0,8882618607.166666,0,1.33333333333333,0.777777777777778,24,lowest 25%
463.1127,HW,PostFentonGoethite,1767724,8295042489.333333,2.1310608140622927e-4,0.444444444444444,0.0277777777777778,58,second 25 %
463.1127,SW,PreFentonGoethite,2335938.66666667,8882618607.166666,2.6297860686959925e-4,0.444444444444444,0.0277777777777778,69,second 25 %
463.1127,HW,PreFentonGoethite,0,10813785976.333332,0,0.444444444444444,0.0277777777777778,22,lowest 25%
463.1127,SW,PostFentonGoethite,2151666.5,10442460691.833334,2.060497581458688e-4,0.444444444444444,0.0277777777777778,61,second 25 %
463.1127,SW,PreFenton,0,8442516687.333333,0,0.444444444444444,0.0277777777777778,22,lowest 25%
463.1127,SW,PostFenton,0,8884038661.5,0,0.444444444444444,0.0277777777777778,25,lowest 25%
463.1127,HW,PostFenton,0,8918337356.5,0,0.444444444444444,0.0277777777777778,24,lowest 25%
463.1127,HW,PreFenton,0,8822958103.333334,0,0.444444444444444,0.0277777777777778,20,lowest 25%
463.1246,HW,PreFentonGoethite,5958639.66666667,10813785976.333332,5.510225262186192e-4,1.09090909090909,0.5,87,top 25 %
463.1246,SW,PostFenton,4484649,8884038661.5,5.047984560709693e-4,1.09090909090909,0.5,84,top 25 %
463.1246,HW,PreFenton,7867900.33333333,8822958103.333334,8.917531105991334e-4,1.09090909090909,0.5,94,top 25 %
463.1246,HW,PostFentonGoethite,3124903.66666667,8295042489.333333,3.767194285846047e-4,1.09090909090909,0.5,76,top 25 %
463.1246,HW,PostFenton,5103436,8918337356.5,5.722407435372957e-4,1.09090909090909,0.5,86,top 25 %
463.1246,SW,PostFentonGoethite,3073846.66666667,10442460691.833334,2.943603770585043e-4,1.09090909090909,0.5,73,second 25 %
463.1246,SW,PreFentonGoethite,3751618.66666667,8882618607.166666,4.2235503206675926e-4,1.09090909090909,0.5,81,top 25 %
463.1246,SW,PreFenton,7876723.33333333,8442516687.333333,9.329828563029213e-4,1.09090909090909,0.5,93,top 25 %
463.1457,HW,PostFentonGoethite,2218833.33333333,8295042489.333333,2.6748908594338694e-4,1.47368421052632,0.684210526315789,66,second 25 %
463.1457,SW,PreFenton,0,8442516687.333333,0,1.47368421052632,0.684210526315789,22,lowest 25%
463.1457,HW,PreFentonGoethite,0,10813785976.333332,0,1.47368421052632,0.684210526315789,22,lowest 25%
463.1457,HW,PostFenton,3991372,8918337356.5,4.475466491622395e-4,1.47368421052632,0.684210526315789,81,top 25 %
463.1457,SW,PostFenton,3636434.66666667,8884038661.5,4.0932224692195185e-4,1.47368421052632,0.684210526315789,80,top 25 %
463.1457,SW,PreFentonGoethite,0,8882618607.166666,0,1.47368421052632,0.684210526315789,24,lowest 25%
463.1457,HW,PreFenton,0,8822958103.333334,0,1.47368421052632,0.684210526315789,20,lowest 25%
463.1457,SW,PostFentonGoethite,1944204,10442460691.833334,1.8618255384197815e-4,1.47368421052632,0.684210526315789,58,second 25 %
463.161,SW,PreFenton,7255495,8442516687.333333,8.593995450297099e-4,1.21739130434783,0.434782608695652,92,top 25 %
463.161,HW,PreFenton,8655696.66666667,8822958103.333334,9.810424763772286e-4,1.21739130434783,0.434782608695652,95,top 25 %
463.161,HW,PostFentonGoethite,8522918,8295042489.333333,0.0010274712891416402,1.21739130434783,0.434782608695652,94,top 25 %
463.161,SW,PreFentonGoethite,6871063.33333333,8882618607.166666,7.735402854952733e-4,1.21739130434783,0.434782608695652,91,top 25 %
463.161,HW,PostFenton,7520417.33333333,8918337356.5,8.432532918091715e-4,1.21739130434783,0.434782608695652,92,top 25 %
463.161,HW,PreFentonGoethite,9822194,10813785976.333332,9.083029774675128e-4,1.21739130434783,0.434782608695652,95,top 25 %
463.161,SW,PostFentonGoethite,7219339.66666667,10442460691.833334,6.913446820357821e-4,1.21739130434783,0.434782608695652,90,top 25 %
463.161,SW,PostFenton,5097853,8884038661.5,5.738215685724253e-4,1.21739130434783,0.434782608695652,86,top 25 %
463.1821,SW,PreFenton,0,8442516687.333333,0,1.6,0.6,22,lowest 25%
463.1821,HW,PostFenton,3585356,8918337356.5,4.0202067455845516e-4,1.6,0.6,79,top 25 %
463.1821,SW,PostFenton,3887483.66666667,8884038661.5,4.375806786516504e-4,1.6,0.6,82,top 25 %
463.1821,HW,PreFenton,0,8822958103.333334,0,1.6,0.6,20,lowest 25%
463.1821,SW,PostFentonGoethite,4712587.33333333,10442460691.833334,4.512908855878071e-4,1.6,0.6,83,top 25 %
463.1821,HW,PreFentonGoethite,0,10813785976.333332,0,1.6,0.6,22,lowest 25%
463.1821,SW,PreFentonGoethite,0,8882618607.166666,0,1.6,0.6,24,lowest 25%
463.1821,HW,PostFentonGoethite,4719781,8295042489.333333,5.689881644451138e-4,1.6,0.6,85,top 25 %
