"Mass","HC","OC"
635.2345,1.29,0.45
557.2756,1.35,0.29
573.2705,1.35,0.32
589.2654,1.35,0.35
605.2603,1.35,0.39
621.2553,1.35,0.42
543.2963,1.42,0.26
559.2913,1.42,0.29
575.2862,1.42,0.32
591.2811,1.42,0.35
607.276,1.42,0.39
623.2709,1.42,0.42
545.312,1.48,0.26
561.3069,1.48,0.29
577.3018,1.48,0.32
593.2967,1.48,0.35
609.2916,1.48,0.39
531.3327,1.55,0.23
547.3276,1.55,0.26
563.3226,1.55,0.29
579.3175,1.55,0.32
595.3124,1.55,0.35
611.3073,1.55,0.39
565.3382,1.61,0.29
581.3331,1.61,0.32
583.3488,1.68,0.32
565.1356,0.84,0.12
512.236,1.12,0.09
613.229,1.19,0.38
514.2517,1.19,0.09
583.2549,1.25,0.31
615.2447,1.25,0.38
585.2705,1.31,0.31
601.2654,1.31,0.34
617.2603,1.31,0.38
633.2553,1.31,0.41
571.2913,1.38,0.28
587.2862,1.38,0.31
603.2811,1.38,0.34
619.276,1.38,0.38
573.3069,1.44,0.28
589.3018,1.44,0.31
605.2967,1.44,0.34
621.2916,1.44,0.38
637.2866,1.44,0.41
591.3175,1.5,0.31
607.3124,1.5,0.34
623.3073,1.5,0.38
526.2517,1.15,0.09
643.2396,1.21,0.39
528.2673,1.21,0.09
599.2862,1.33,0.3
615.2811,1.33,0.33
631.276,1.33,0.36
633.2916,1.39,0.36
523.3251,1.45,0.09
619.3124,1.45,0.33
635.3073,1.45,0.36
621.328,1.52,0.33
559.4861,2.09,0.12
758.205,1.09,0.5
602.2313,1.12,0.21
540.2673,1.18,0.09
542.283,1.24,0.09
669.2553,1.2,0.37
556.2986,1.26,0.09
535.134,0.51,0.08
549.1496,0.55,0.08
565.1445,0.55,0.1
563.1653,0.59,0.07
579.1602,0.59,0.1
595.1551,0.59,0.12
556.1707,0.55,0.02
577.1809,0.62,0.07
593.1758,0.62,0.1
695.2075,0.7,0.15
805.2265,0.73,0.13
323.062,1.45,1
339.0569,1.45,1.09
325.0776,1.64,1
327.0933,1.82,1
375.0603,1.82,1.09
391.0552,1.82,1.18
319.0671,1.33,0.83
335.062,1.33,0.92
367.0518,1.33,1.08
337.0776,1.5,0.92
353.0725,1.5,1
387.0603,1.67,1
371.0831,1.67,1.08
403.0552,1.67,1.08
419.0501,1.67,1.17
325.114,1.83,0.83
357.1038,1.83,1
389.0759,1.83,1
405.0708,1.83,1.08
345.0463,1.08,0.85
361.0412,1.08,0.92
331.0671,1.23,0.77
347.062,1.23,0.85
363.0569,1.23,0.92
379.0518,1.23,1
333.0827,1.38,0.77
349.0776,1.38,0.85
381.0675,1.38,1
397.0624,1.38,1.08
335.0984,1.54,0.77
351.0933,1.54,0.85
367.0882,1.54,0.92
399.078,1.54,1.08
366.1042,1.62,0.85
369.1038,1.69,0.92
401.0759,1.69,0.92
385.0988,1.69,1
417.0708,1.69,1
433.0657,1.69,1.08
339.1297,1.85,0.77
355.1246,1.85,0.85
371.1195,1.85,0.92
419.0865,1.85,1
371.0256,0.86,0.86
389.0362,1,0.93
375.0569,1.14,0.86
391.0518,1.14,0.93
361.0776,1.29,0.79
377.0725,1.29,0.86
393.0675,1.29,0.93
376.0885,1.36,0.79
379.0882,1.43,0.86
395.0831,1.43,0.93
411.078,1.43,1
362.1093,1.5,0.71
378.1042,1.5,0.79
394.0991,1.5,0.86
374.1205,1.5,0.64
349.114,1.57,0.71
413.0937,1.57,1
361.1253,1.57,0.64
377.1202,1.57,0.71
380.1198,1.64,0.79
396.1147,1.64,0.86
360.1412,1.64,0.57
399.1144,1.71,0.93
431.0865,1.71,0.93
415.1093,1.71,1
447.0814,1.71,1
382.1355,1.79,0.79
398.1304,1.79,0.86
369.1402,1.86,0.79
385.1351,1.86,0.86
401.0362,0.93,0.87
405.0675,1.2,0.87
407.0831,1.33,0.87
423.078,1.33,0.93
370.1256,1.4,0.53
386.1205,1.4,0.6
425.0937,1.47,0.93
441.0886,1.47,1
389.1202,1.47,0.67
405.1151,1.47,0.73
392.1198,1.53,0.73
408.1147,1.53,0.8
424.1097,1.53,0.87
388.1362,1.53,0.6
443.1042,1.6,1
375.1409,1.6,0.6
407.1307,1.6,0.73
394.1355,1.67,0.73
410.1304,1.67,0.8
426.1253,1.67,0.87
376.1725,1.8,0.53
429.0311,0.88,0.88
431.0467,1,0.88
433.0624,1.12,0.88
419.0831,1.25,0.81
435.078,1.25,0.88
421.0988,1.38,0.81
437.0937,1.38,0.88
453.0886,1.38,0.94
469.0835,1.38,1
455.1042,1.5,0.94
471.0992,1.5,1
419.1307,1.5,0.69
435.1256,1.5,0.75
415.1471,1.5,0.56
422.1304,1.56,0.75
438.1253,1.56,0.81
418.1467,1.56,0.62
457.1199,1.62,0.94
473.1148,1.62,1
437.1413,1.62,0.75
417.1627,1.62,0.56
424.146,1.69,0.75
404.1675,1.69,0.56
443.1406,1.75,0.88
459.1355,1.75,0.94
439.1569,1.75,0.75
390.1882,1.81,0.5
443.0467,0.94,0.82
445.0624,1.06,0.82
461.0573,1.06,0.88
447.078,1.18,0.82
449.0937,1.29,0.82
465.0886,1.29,0.88
481.0835,1.29,0.94
451.1093,1.41,0.82
467.1042,1.41,0.88
483.0992,1.41,0.94
499.0941,1.41,1
414.1518,1.47,0.53
485.1148,1.53,0.94
501.1097,1.53,1
429.1627,1.53,0.53
452.141,1.59,0.76
468.1359,1.59,0.82
432.1624,1.59,0.59
407.1559,1.65,0.65
487.1305,1.65,0.94
503.1254,1.65,1
418.1831,1.71,0.53
473.1512,1.76,0.88
489.1461,1.76,0.94
404.2038,1.82,0.47
471.0416,0.89,0.83
473.0573,1,0.83
475.0729,1.11,0.83
477.0886,1.22,0.83
495.0992,1.33,0.89
511.0941,1.33,0.94
529.1046,1.44,1
451.1457,1.56,0.72
531.1203,1.56,1
482.1515,1.61,0.78
498.1464,1.61,0.83
533.1359,1.67,1
487.1668,1.78,0.83
519.1567,1.78,0.94
483.0416,0.84,0.79
489.0886,1.16,0.79
475.1093,1.26,0.74
493.1199,1.37,0.79
509.1148,1.37,0.84
525.1097,1.37,0.89
463.1457,1.47,0.68
527.1254,1.47,0.89
543.1203,1.47,0.95
433.1715,1.58,0.58
449.1664,1.58,0.63
545.1359,1.58,0.95
473.1889,1.58,0.53
512.1621,1.63,0.79
528.157,1.63,0.84
531.1567,1.68,0.89
547.1516,1.68,0.95
501.1825,1.79,0.79
517.1774,1.79,0.84
533.1723,1.79,0.89
515.0679,1,0.8
501.0886,1.1,0.75
489.125,1.3,0.7
507.1355,1.4,0.75
523.1305,1.4,0.8
571.1152,1.4,0.95
461.1664,1.5,0.6
477.1614,1.5,0.65
557.1359,1.5,0.9
540.157,1.55,0.8
556.1519,1.55,0.85
463.1821,1.6,0.6
575.1465,1.6,0.95
542.1727,1.65,0.8
558.1676,1.65,0.85
515.1042,1.14,0.71
501.125,1.24,0.67
489.1614,1.43,0.62
553.141,1.43,0.81
569.1359,1.43,0.86
585.1309,1.43,0.9
475.1821,1.52,0.57
491.177,1.52,0.62
539.1618,1.52,0.76
603.1414,1.52,0.95
477.1977,1.62,0.57
605.1571,1.62,0.95
575.1829,1.71,0.86
591.1778,1.71,0.9
515.1406,1.27,0.64
501.1614,1.36,0.59
581.1359,1.36,0.82
567.1567,1.45,0.77
583.1516,1.45,0.82
615.1414,1.45,0.91
617.1571,1.55,0.91
633.152,1.55,0.95
619.1727,1.64,0.91
635.1676,1.64,0.95
621.1884,1.73,0.91
336.3272,1.95,0.05
513.1614,1.3,0.57
529.1563,1.3,0.61
515.177,1.39,0.57
627.1414,1.39,0.87
613.1622,1.48,0.83
629.1571,1.48,0.87
645.152,1.48,0.91
631.1727,1.57,0.87
647.1676,1.57,0.91
663.1625,1.57,0.96
649.1833,1.65,0.91
651.1989,1.74,0.91
541.1563,1.25,0.58
529.1927,1.42,0.54
641.1571,1.42,0.83
657.152,1.42,0.88
673.1469,1.42,0.92
693.1731,1.58,0.96
695.1888,1.67,0.96
681.2095,1.75,0.92
557.1876,1.36,0.56
673.1833,1.52,0.84
689.1782,1.52,0.88
705.1731,1.52,0.92
643.2091,1.6,0.76
691.1938,1.6,0.88
707.1888,1.6,0.92
693.2095,1.68,0.88
457.3171,1.84,0.28
671.204,1.54,0.77
719.1888,1.54,0.88
705.2095,1.62,0.85
721.2044,1.62,0.88
733.2044,1.56,0.85
421.0659,0.3,0.03
435.0815,0.35,0.03
321.0463,1.27,1
307.0671,1.45,0.91
309.0827,1.64,0.91
341.0725,1.64,1.09
373.0446,1.64,1.09
389.0395,1.64,1.18
331.0307,1,0.92
333.0463,1.17,0.92
303.0722,1.33,0.75
336.0936,1.58,0.83
352.0885,1.58,0.92
325.0201,0.77,0.77
343.0307,0.92,0.85
359.0256,0.92,0.92
313.0565,1.08,0.69
317.0878,1.38,0.69
364.0885,1.46,0.85
380.0834,1.46,0.92
344.1099,1.46,0.62
319.1035,1.54,0.69
347.1096,1.54,0.69
350.1093,1.62,0.77
382.0991,1.62,0.92
330.1307,1.62,0.54
449.0607,1.69,1.15
368.1198,1.77,0.85
387.1144,1.85,1
369.0099,0.71,0.86
387.0205,0.86,0.93
309.0616,1,0.57
409.0624,1.29,1
373.0889,1.29,0.71
360.0936,1.36,0.71
392.0834,1.36,0.86
356.1099,1.36,0.57
372.1049,1.36,0.64
343.1147,1.43,0.57
359.1096,1.43,0.64
375.1045,1.43,0.71
410.094,1.5,0.93
317.1242,1.57,0.57
393.1151,1.57,0.79
373.1365,1.57,0.57
412.1097,1.64,0.93
376.1362,1.64,0.64
335.1348,1.71,0.64
463.0763,1.71,1.07
446.0974,1.79,0.93
353.1453,1.86,0.71
397.0049,0.67,0.87
417.0311,0.93,0.93
368.0623,1,0.67
419.0467,1.07,0.93
370.078,1.13,0.67
386.0729,1.13,0.73
369.094,1.2,0.6
356.0987,1.27,0.6
372.0936,1.27,0.67
388.0885,1.27,0.73
439.0729,1.33,1
371.1096,1.33,0.6
374.1093,1.4,0.67
390.1042,1.4,0.73
406.0991,1.4,0.8
402.1154,1.4,0.67
357.1303,1.47,0.53
373.1253,1.47,0.6
369.1416,1.47,0.47
401.1314,1.47,0.6
376.1249,1.53,0.67
404.1311,1.53,0.67
391.1358,1.6,0.67
423.1256,1.6,0.8
403.1471,1.6,0.6
390.1518,1.67,0.6
389.1678,1.73,0.53
396.1511,1.8,0.73
362.1933,1.93,0.47
427.0154,0.75,0.88
396.0572,0.94,0.69
398.0729,1.06,0.69
414.0678,1.06,0.75
400.0885,1.19,0.69
451.0729,1.25,0.94
370.1144,1.31,0.56
386.1093,1.31,0.62
402.1042,1.31,0.69
382.1256,1.31,0.5
398.1205,1.31,0.56
385.1253,1.38,0.56
401.1202,1.38,0.62
417.1151,1.38,0.69
433.11,1.38,0.75
404.1198,1.44,0.69
420.1147,1.44,0.75
436.1097,1.44,0.81
416.1311,1.44,0.62
406.1355,1.56,0.69
454.1202,1.56,0.88
421.1464,1.62,0.69
408.1511,1.69,0.69
440.141,1.69,0.81
420.1624,1.69,0.62
407.1671,1.75,0.62
374.1933,1.81,0.44
439.0154,0.71,0.82
459.0416,0.94,0.88
412.0885,1.12,0.65
463.0729,1.18,0.88
412.1362,1.35,0.53
450.1253,1.47,0.76
466.1202,1.47,0.82
430.1467,1.47,0.59
433.1464,1.53,0.65
445.1576,1.53,0.59
484.1308,1.59,0.88
451.1569,1.65,0.71
438.1617,1.71,0.71
454.1566,1.71,0.76
433.194,1.76,0.53
469.026,0.78,0.83
489.0522,1,0.89
412.1249,1.28,0.56
480.1359,1.5,0.78
496.1308,1.5,0.83
428.1675,1.5,0.5
460.1573,1.5,0.61
479.1519,1.56,0.72
459.1733,1.56,0.56
466.1566,1.61,0.72
514.1414,1.61,0.89
446.178,1.61,0.56
462.1729,1.61,0.61
447.2097,1.78,0.5
481.026,0.74,0.79
499.0366,0.84,0.84
501.0522,0.95,0.84
503.0679,1.05,0.84
491.1042,1.26,0.79
557.0996,1.37,1
494.1515,1.53,0.74
510.1464,1.53,0.79
526.1414,1.53,0.84
490.1678,1.53,0.63
561.1309,1.58,1
496.1672,1.63,0.74
511.0366,0.8,0.8
513.0522,0.9,0.8
517.0835,1.1,0.8
503.1042,1.2,0.75
505.1199,1.3,0.75
521.1148,1.3,0.8
537.1097,1.3,0.85
491.1406,1.4,0.7
538.1414,1.45,0.8
524.1621,1.55,0.75
572.1468,1.55,0.9
487.2046,1.6,0.5
526.1777,1.65,0.75
577.1622,1.7,0.95
499.2032,1.8,0.7
531.1931,1.8,0.8
525.0522,0.86,0.76
543.0628,0.95,0.81
529.0835,1.05,0.76
339.1602,1.14,0.19
531.0992,1.14,0.76
517.1199,1.24,0.71
503.1406,1.33,0.67
519.1355,1.33,0.71
505.1563,1.43,0.67
521.1512,1.43,0.71
537.1461,1.43,0.76
601.1258,1.43,0.95
507.1719,1.52,0.67
570.1676,1.57,0.81
493.1927,1.62,0.62
556.1883,1.67,0.76
572.1832,1.67,0.81
555.0628,0.91,0.77
541.0835,1,0.73
557.0784,1,0.77
529.1199,1.18,0.68
545.1148,1.18,0.73
531.1355,1.27,0.68
517.1563,1.36,0.64
631.1363,1.45,0.95
505.1927,1.55,0.59
553.1774,1.55,0.73
589.1985,1.73,0.82
605.1935,1.73,0.86
369.301,1.91,0.18
339.3269,2,0.09
569.0784,0.96,0.74
555.0992,1.04,0.7
571.0941,1.04,0.74
557.1148,1.13,0.7
543.1355,1.22,0.65
531.1719,1.39,0.61
611.1465,1.39,0.83
517.1927,1.48,0.57
661.1469,1.48,0.96
665.1782,1.65,0.96
619.2091,1.74,0.83
635.204,1.74,0.87
353.3425,2,0.09
567.0992,1,0.67
555.1355,1.17,0.62
543.1719,1.33,0.58
559.1668,1.33,0.62
545.1876,1.42,0.58
547.2032,1.5,0.58
611.1829,1.5,0.75
640.2207,1.62,0.71
642.2363,1.71,0.71
397.3323,1.92,0.17
567.1355,1.12,0.6
543.2083,1.44,0.52
559.2032,1.44,0.56
671.1676,1.44,0.84
627.2142,1.6,0.72
709.2044,1.68,0.92
631.2455,1.76,0.72
585.1825,1.31,0.58
571.2032,1.38,0.54
573.2189,1.46,0.54
685.1833,1.46,0.81
701.1782,1.46,0.85
737.1993,1.62,0.92
707.2251,1.69,0.85
723.2201,1.69,0.88
581.1876,1.26,0.52
597.1825,1.26,0.56
585.2189,1.41,0.52
717.2095,1.56,0.81
719.2251,1.63,0.81
460.2047,1.14,0.11
599.2345,1.43,0.5
745.2044,1.5,0.82
761.1993,1.5,0.86
763.215,1.57,0.86
777.2306,1.59,0.83
502.2153,1.13,0.13
514.2153,1.1,0.13
532.2258,1.16,0.16
565.1081,0.46,0.13
371.0654,1.67,0.92
348.0936,1.46,0.77
328.115,1.46,0.54
353.0912,1.69,0.69
369.0861,1.69,0.77
385.081,1.69,0.85
329.1467,1.69,0.46
339.1119,1.85,0.62
355.1068,1.85,0.69
340.115,1.36,0.5
299.1136,1.43,0.5
326.1358,1.5,0.43
301.1293,1.57,0.5
365.0912,1.57,0.64
341.1467,1.57,0.43
348.13,1.64,0.64
319.1398,1.71,0.57
351.1119,1.71,0.57
367.1068,1.71,0.64
383.1017,1.71,0.71
399.0967,1.71,0.79
415.0916,1.71,0.86
363.1409,1.71,0.64
343.1623,1.71,0.43
401.1123,1.86,0.79
332.1827,1.93,0.43
355.1432,2,0.57
293.1792,2.14,0.29
295.1187,1.33,0.4
400.1474,1.53,0.53
432.1195,1.53,0.53
379.1068,1.6,0.6
395.1017,1.6,0.67
362.1457,1.67,0.6
378.1406,1.67,0.67
386.1681,1.67,0.47
402.163,1.67,0.53
301.1657,1.73,0.4
365.1276,1.73,0.53
381.1225,1.73,0.6
397.1174,1.73,0.67
413.1123,1.73,0.73
445.1021,1.73,0.87
415.128,1.87,0.73
346.1984,1.93,0.4
353.1639,2,0.47
369.1589,2,0.53
307.1187,1.25,0.38
371.146,1.5,0.5
390.1406,1.56,0.62
398.1681,1.56,0.44
414.163,1.56,0.5
373.1616,1.62,0.5
392.1562,1.69,0.62
400.1838,1.69,0.44
416.1787,1.69,0.5
395.1381,1.75,0.56
427.128,1.75,0.69
474.1287,1.81,0.81
342.2034,1.81,0.31
360.214,1.94,0.38
411.1521,1.41,0.47
389.1276,1.53,0.47
381.178,1.53,0.35
436.146,1.59,0.71
391.1432,1.65,0.47
422.1668,1.71,0.65
388.2089,1.82,0.41
379.1974,1.88,0.53
358.2347,1.94,0.29
367.216,2.12,0.35
425.1678,1.44,0.44
440.1787,1.5,0.44
355.1585,1.56,0.28
371.1534,1.56,0.33
341.1792,1.67,0.22
370.2347,1.83,0.28
386.2297,1.83,0.33
281.2486,1.89,0.11
442.1831,1.53,0.47
454.1943,1.53,0.42
369.1741,1.58,0.26
493.1675,1.58,0.68
385.1785,1.63,0.32
480.1723,1.63,0.68
421.2079,1.79,0.53
426.2246,1.65,0.35
465.1977,1.7,0.6
435.2236,1.8,0.5
515.1981,1.8,0.75
467.2147,1.52,0.38
540.1934,1.67,0.71
439.2562,1.71,0.29
513.2189,1.81,0.67
529.2138,1.81,0.71
473.2617,1.81,0.38
523.2032,1.64,0.64
570.204,1.68,0.73
525.2189,1.73,0.64
500.2726,1.77,0.36
399.2752,1.82,0.27
527.2345,1.82,0.64
581.1723,1.48,0.74
505.229,1.65,0.52
555.2294,1.74,0.65
622.2101,1.54,0.67
581.2087,1.58,0.67
611.2193,1.6,0.68
613.2349,1.68,0.68
430.1578,1,0.12
627.2506,1.69,0.65
645.2611,1.77,0.69
444.1734,1.04,0.11
671.2404,1.63,0.7
703.2302,1.63,0.78
433.3323,1.7,0.15
657.2611,1.7,0.67
673.2561,1.7,0.7
689.251,1.7,0.74
456.1734,1,0.11
585.2553,1.5,0.46
715.2302,1.57,0.75
731.2251,1.57,0.79
470.1891,1.03,0.1
488.1996,1.1,0.14
599.2709,1.52,0.45
611.2709,1.47,0.43
787.215,1.47,0.8
516.2309,1.16,0.13
502.2517,1.23,0.1
530.2466,1.19,0.12
516.2673,1.25,0.09
544.2622,1.21,0.12
461.0972,0.39,0.03
475.1128,0.43,0.03
533.1183,0.46,0.08
561.1496,0.54,0.07
390.1266,1.62,0.69
316.1514,1.77,0.46
307.1398,1.85,0.62
349.1646,2.08,0.38
351.1803,2.23,0.38
307.0459,0.86,0.57
317.1064,1.57,0.43
378.134,1.79,0.5
321.1555,1.86,0.57
380.1497,1.93,0.5
323.1534,2,0.43
349.201,2.21,0.29
317.0303,0.67,0.53
307.0823,1.07,0.47
375.0755,1.33,0.6
393.0861,1.47,0.67
363.1119,1.6,0.53
381.132,1.8,0.6
392.1497,1.8,0.47
319.1762,1.87,0.47
351.1661,1.87,0.6
367.1527,1.93,0.53
378.1704,1.93,0.4
401.1487,2,0.67
315.051,0.75,0.44
366.1307,1.31,0.44
393.1225,1.62,0.56
409.1174,1.62,0.62
299.1864,1.75,0.31
301.202,1.88,0.31
287.2228,2,0.25
303.2177,2,0.31
335.2075,2,0.44
415.1643,2,0.62
315.0874,0.94,0.35
317.1031,1.06,0.35
345.1092,1.06,0.35
393.0857,1.12,0.41
382.1144,1.24,0.53
354.1558,1.47,0.41
293.1758,1.53,0.24
373.1326,1.53,0.41
407.1381,1.65,0.53
313.202,1.76,0.29
393.1589,1.76,0.47
405.1346,1.76,0.18
395.1745,1.88,0.47
411.1872,1.88,0.65
397.1902,2,0.47
367.0096,0.44,0.5
315.1238,1.11,0.28
375.1198,1.11,0.39
381.1312,1.44,0.17
311.2228,1.78,0.22
407.1745,1.78,0.44
423.1789,1.83,0.5
425.1851,1.89,0.5
410.2218,2.06,0.39
351.051,0.63,0.37
339.0874,0.84,0.32
434.0729,0.89,0.58
387.1115,1.11,0.26
392.1351,1.21,0.42
389.1272,1.21,0.26
315.1602,1.26,0.21
391.1428,1.32,0.26
317.1758,1.37,0.21
530.1294,1.37,0.58
319.1915,1.47,0.21
426.1882,1.53,0.42
321.2071,1.58,0.21
417.1684,1.63,0.42
563.1383,1.74,0.89
437.1851,1.79,0.47
581.1488,1.84,0.95
361.2596,2,0.32
315.1966,1.4,0.15
335.2228,1.6,0.2
495.1637,1.65,0.6
481.1844,1.75,0.55
497.1793,1.75,0.6
451.2185,1.8,0.55
467.2134,1.8,0.6
483.2001,1.85,0.55
499.195,1.85,0.6
437.2215,1.9,0.4
421.2443,1.9,0.45
407.265,2,0.4
343.1915,1.33,0.19
418.1984,1.38,0.29
434.1933,1.38,0.33
345.2071,1.43,0.19
347.2228,1.52,0.19
465.2341,1.81,0.52
481.229,1.81,0.57
497.224,1.81,0.62
387.2752,1.9,0.29
389.2909,2,0.29
519.0416,0.73,0.68
482.1668,1.32,0.5
507.1906,1.64,0.5
463.2549,1.82,0.45
479.2498,1.82,0.5
511.2396,1.82,0.59
417.2858,1.91,0.32
449.2756,1.91,0.41
465.2705,1.91,0.45
423.1085,0.87,0.35
496.1824,1.35,0.48
483.1815,1.57,0.13
393.2646,1.65,0.22
507.2447,1.74,0.52
461.2756,1.83,0.39
477.2705,1.83,0.43
637.2114,1.87,0.78
511.0518,0.67,0.54
455.0915,0.71,0.17
449.0878,0.75,0.38
451.1035,0.83,0.38
437.1242,0.92,0.33
565.0835,0.92,0.67
551.1042,1,0.62
405.2646,1.58,0.21
423.2752,1.67,0.25
519.2447,1.67,0.5
535.2396,1.67,0.54
457.2807,1.75,0.33
521.2603,1.75,0.5
553.2502,1.75,0.58
443.3014,1.83,0.29
459.2963,1.83,0.33
491.2862,1.83,0.42
507.2811,1.83,0.46
539.2709,1.83,0.54
541.0624,0.72,0.56
481.114,0.88,0.4
579.0992,0.96,0.64
717.1367,1.36,0.96
533.2603,1.68,0.48
535.276,1.76,0.48
505.3018,1.84,0.4
495.1297,0.92,0.38
591.0992,0.92,0.62
593.1148,1,0.62
528.1511,1.04,0.42
579.1355,1.08,0.58
559.2396,1.54,0.5
449.2909,1.62,0.23
561.2553,1.62,0.5
563.2709,1.69,0.5
501.3069,1.77,0.35
549.2916,1.77,0.46
555.1144,0.89,0.48
571.1093,0.89,0.52
527.1559,1.04,0.41
593.1512,1.11,0.56
497.312,1.7,0.3
561.2916,1.7,0.44
547.3124,1.78,0.41
563.3073,1.78,0.44
587.2709,1.57,0.46
543.3175,1.71,0.36
559.3124,1.71,0.39
583.1457,0.97,0.45
569.1664,1.03,0.41
473.1887,1.07,0.14
523.3276,1.66,0.28
603.3022,1.66,0.45
585.328,1.67,0.37
809.2568,1.67,0.83
627.3022,1.55,0.42
597.328,1.61,0.35
613.3229,1.61,0.39
629.3179,1.61,0.42
599.3437,1.68,0.35
657.3128,1.56,0.44
659.3284,1.62,0.44
661.3441,1.69,0.44
585.4008,1.81,0.28
375.1037,1.56,0.38
401.0937,1.69,1.08
399.1508,1.87,0.8
404.1068,1.64,0.36
NA,NA,NA
397.1715,1.88,0.69
297.0827,1.8,1
311.0984,1.82,0.91
317.0514,1.17,0.83
349.0412,1.17,1
373.0988,1.83,1.08
321.1191,1.69,0.69
401.1301,1.86,0.93
434.1173,1.67,0.4
461.097,1.73,0.93
412.146,1.8,0.8
383.1559,1.87,0.73
383.1923,2,0.62
395.1014,1.24,0.41
403.0986,1.47,0.41
470.1515,1.71,0.82
461.1889,1.67,0.56
535.1516,1.78,1
437.2028,1.79,0.58
549.1672,1.79,0.95
368.0962,0.95,0.2
547.188,1.8,0.85
545.2087,1.81,0.76
561.2036,1.81,0.81
410.1068,0.95,0.23
428.1173,1.05,0.27
519.1719,1.45,0.64
521.1876,1.55,0.64
519.2083,1.57,0.57
649.2197,1.75,0.83
687.1625,1.44,0.88
545.224,1.52,0.52
663.2353,1.76,0.8
749.1993,1.56,0.89
765.2306,1.64,0.86
781.2255,1.64,0.89
823.2361,1.6,0.87
449.0972,0.4,0.03
381.1545,2.08,0.54
297.098,1.29,0.5
303.1449,1.71,0.5
337.1504,1.86,0.64
365.1959,2.21,0.36
381.1908,2.21,0.43
338.1358,1.4,0.4
281.1394,1.47,0.33
303.1813,1.87,0.4
307.1949,2.13,0.27
295.1551,1.5,0.31
425.1123,1.62,0.69
397.1538,1.88,0.56
255.233,2,0.12
351.2024,2,0.5
321.2105,2.12,0.25
387.1119,1.41,0.47
403.1068,1.41,0.53
375.1483,1.65,0.41
339.1636,1.56,0.22
399.124,1.56,0.11
506.1385,1.61,0.44
357.1741,1.67,0.28
405.1589,1.67,0.44
437.1487,1.67,0.56
439.1643,1.78,0.56
405.1221,1.21,0.32
421.117,1.21,0.37
444.1988,1.63,0.47
313.1809,1.3,0.15
337.2384,1.7,0.2
339.2541,1.8,0.2
483.2083,1.8,0.65
437.2392,1.9,0.5
369.2646,1.81,0.24
325.3112,2,0.1
355.1915,1.27,0.18
537.1825,1.55,0.68
381.2646,1.73,0.23
367.2854,1.82,0.18
383.2803,1.82,0.23
481.2654,1.91,0.5
521.224,1.65,0.57
537.2189,1.65,0.61
553.2138,1.65,0.65
523.2396,1.74,0.57
539.2345,1.74,0.61
493.2654,1.83,0.48
541.2502,1.83,0.61
383.3167,1.91,0.17
495.2811,1.91,0.48
533.224,1.58,0.54
551.2345,1.67,0.58
567.2294,1.67,0.62
569.2451,1.75,0.62
585.24,1.75,0.67
555.2658,1.83,0.58
513.3103,2.08,0.38
547.2396,1.6,0.52
549.2553,1.68,0.52
551.2709,1.76,0.52
489.3069,1.84,0.36
539.3073,1.92,0.48
575.2345,1.54,0.54
577.2502,1.62,0.54
579.2658,1.69,0.54
617.3026,1.92,0.62
715.1938,1.48,0.81
589.2502,1.56,0.52
575.2709,1.63,0.48
591.2658,1.63,0.52
577.2866,1.7,0.48
641.2662,1.7,0.63
705.2459,1.7,0.78
659.2768,1.78,0.67
601.2502,1.5,0.5
603.2658,1.57,0.5
589.2866,1.64,0.46
605.2815,1.64,0.5
717.2459,1.64,0.75
671.2768,1.71,0.64
609.2189,1.31,0.48
613.2502,1.45,0.48
587.3073,1.66,0.41
613.2866,1.53,0.43
601.3229,1.67,0.4
513.3222,1.48,0.19
625.2866,1.48,0.42
641.2815,1.48,0.45
643.2971,1.55,0.45
639.3022,1.5,0.41
583.3852,1.75,0.28
477.1285,0.49,0.03
