Mass,Forest,Fenton,PreGoethite,PostGoethite,adsorbed,new
419.0467,HW,PreFenton,0,0,NA,NA
419.0467,SW,PostFenton,1903366.5,0,NA,NA
419.0467,SW,PreFenton,0,0,NA,NA
419.0501,HW,PostFenton,3216093.66666667,0,adsorbed,NA
419.0501,HW,PreFenton,0,0,NA,NA
419.0501,SW,PostFenton,2499472,0,NA,NA
419.0501,SW,PreFenton,0,0,NA,NA
419.062,HW,PostFenton,4693554.66666667,0,adsorbed,NA
419.062,HW,PreFenton,10628786.3333333,3806433.33333333,not adsorbed,NA
419.062,SW,PostFenton,4132068.66666667,0,adsorbed,NA
419.062,SW,PreFenton,10808120,2381695.33333333,not adsorbed,NA
419.0831,HW,PostFenton,5540061.33333333,0,adsorbed,NA
419.0831,HW,PreFenton,2584363,0,NA,NA
419.0831,SW,PostFenton,5389027.66666667,0,adsorbed,NA
419.0831,SW,PreFenton,1773653,0,NA,NA
419.0865,HW,PostFenton,4842376,2660006.33333333,not adsorbed,NA
419.0865,HW,PreFenton,0,2198840,NA,new molecules
419.0865,SW,PostFenton,4512142.33333333,2373031,not adsorbed,NA
419.0865,SW,PreFenton,0,2378922.5,NA,new molecules
419.0984,HW,PostFenton,5568392,2831185,not adsorbed,NA
419.0984,HW,PreFenton,11811164.6666667,6215907,not adsorbed,NA
419.0984,SW,PostFenton,5485966,3062694.66666667,not adsorbed,NA
419.0984,SW,PreFenton,12403511.3333333,4749011.66666667,not adsorbed,NA
419.1195,HW,PostFenton,6691720,2813947.33333333,not adsorbed,NA
419.1195,HW,PreFenton,2379442,1841977.33333333,NA,NA
419.1195,SW,PostFenton,6502797,2411089,not adsorbed,NA
419.1195,SW,PreFenton,2381793.33333333,0,NA,NA
419.1307,HW,PostFenton,7519795,7471440.66666667,not adsorbed,NA
419.1307,HW,PreFenton,0,0,NA,NA
419.1307,SW,PostFenton,4278327.66666667,3550288.66666667,not adsorbed,NA
419.1307,SW,PreFenton,0,0,NA,NA
419.1348,HW,PostFenton,8646536.33333333,9106086,not adsorbed,NA
419.1348,HW,PreFenton,11708082,9968527,not adsorbed,NA
419.1348,SW,PostFenton,7356130.33333333,8494160.66666667,not adsorbed,NA
419.1348,SW,PreFenton,14239201,8387624,not adsorbed,NA
419.1559,HW,PostFenton,6158899,4240379.33333333,not adsorbed,NA
419.1559,HW,PreFenton,2022748.33333333,1979978,NA,NA
419.1559,SW,PostFenton,7584139.66666667,4983206,not adsorbed,NA
419.1559,SW,PreFenton,2034656.33333333,1773013,NA,NA
419.1672,HW,PostFenton,0,2115666.5,NA,new molecules
419.1672,HW,PreFenton,0,0,NA,NA
419.1672,SW,PostFenton,0,0,NA,NA
419.1672,SW,PreFenton,0,0,NA,NA
419.1712,HW,PostFenton,8204851,15616677.6666667,not adsorbed,NA
419.1712,HW,PreFenton,13317809.6666667,16180795.3333333,not adsorbed,NA
419.1712,SW,PostFenton,7705995,15141968.6666667,not adsorbed,NA
419.1712,SW,PreFenton,11430027,14544252.6666667,not adsorbed,NA
419.1783,HW,PostFenton,1960360.5,0,NA,NA
419.1783,HW,PreFenton,0,0,NA,NA
419.1783,SW,PostFenton,1618305,0,NA,NA
419.1783,SW,PreFenton,0,0,NA,NA
419.1922,HW,PostFenton,3609651,5968549.33333333,not adsorbed,NA
419.1922,HW,PreFenton,2489998.5,3091857.66666667,NA,NA
419.1922,SW,PostFenton,5854602.33333333,8403366,not adsorbed,NA
419.1922,SW,PreFenton,3299978.33333333,4105084,not adsorbed,NA
419.2075,HW,PostFenton,3714952.33333333,9530704,not adsorbed,NA
419.2075,HW,PreFenton,9197574.66666667,13377085,not adsorbed,NA
419.2075,SW,PostFenton,3755572.33333333,10221306.6666667,not adsorbed,NA
419.2075,SW,PreFenton,8125236.66666667,11986299.6666667,not adsorbed,NA
419.2109,HW,PostFenton,0,0,NA,NA
419.2109,HW,PreFenton,0,2645678.5,NA,new molecules
419.2109,SW,PostFenton,0,2070222,NA,new molecules
419.2109,SW,PreFenton,0,0,NA,NA
419.2286,HW,PostFenton,1652777.5,5114192,NA,NA
419.2286,HW,PreFenton,2597211.66666667,3915667.66666667,NA,NA
419.2286,SW,PostFenton,2935347.66666667,8840613.33333333,not adsorbed,NA
419.2286,SW,PreFenton,4419721.33333333,7611771.33333333,not adsorbed,NA
419.2439,HW,PostFenton,0,3105445,NA,new molecules
419.2439,HW,PreFenton,3432283.66666667,5409343,not adsorbed,NA
419.2439,SW,PostFenton,0,3780261.33333333,NA,new molecules
419.2439,SW,PreFenton,3276766.66666667,5798266.66666667,not adsorbed,NA
419.265,HW,PostFenton,0,1776804.5,NA,new molecules
419.265,HW,PreFenton,3185670,4947178.66666667,not adsorbed,NA
419.265,SW,PostFenton,0,3156645.33333333,NA,new molecules
419.265,SW,PreFenton,3986910.33333333,7127077.33333333,not adsorbed,NA
419.3014,HW,PostFenton,0,0,NA,NA
419.3014,HW,PreFenton,0,0,NA,NA
419.3014,SW,PostFenton,0,0,NA,NA
419.3014,SW,PreFenton,0,2319909.5,NA,new molecules
420.0573,HW,PostFenton,0,0,NA,NA
420.0573,HW,PreFenton,2085169,0,NA,NA
420.0573,SW,PostFenton,0,0,NA,NA
420.0573,SW,PreFenton,0,0,NA,NA
420.0936,HW,PostFenton,0,0,NA,NA
420.0936,HW,PreFenton,2667346,0,NA,NA
420.0936,SW,PostFenton,0,0,NA,NA
420.0936,SW,PreFenton,1763273.66666667,0,NA,NA
420.1148,HW,PostFenton,2461149.33333333,0,NA,NA
420.1148,HW,PreFenton,0,0,NA,NA
420.1148,SW,PostFenton,2156504.5,0,NA,NA
420.1148,SW,PreFenton,0,0,NA,NA
420.13,HW,PostFenton,0,0,NA,NA
420.13,HW,PreFenton,2014512.5,0,NA,NA
420.13,SW,PostFenton,0,0,NA,NA
420.13,SW,PreFenton,0,0,NA,NA
420.1512,HW,PostFenton,0,1929785,NA,new molecules
420.1512,HW,PreFenton,0,0,NA,NA
420.1512,SW,PostFenton,0,0,NA,NA
420.1512,SW,PreFenton,0,0,NA,NA
420.1623,HW,PostFenton,1929181.33333333,0,NA,NA
420.1623,HW,PreFenton,0,0,NA,NA
420.1623,SW,PostFenton,0,0,NA,NA
420.1623,SW,PreFenton,0,0,NA,NA
420.1776,HW,PostFenton,0,0,NA,NA
420.1776,HW,PreFenton,2056241,2298129,NA,NA
420.1776,SW,PostFenton,0,0,NA,NA
420.1776,SW,PreFenton,1937724.5,2126795,NA,NA
421.0048,HW,PostFenton,0,0,NA,NA
421.0048,HW,PreFenton,1954991.5,0,NA,NA
421.0048,SW,PostFenton,0,0,NA,NA
421.0048,SW,PreFenton,0,0,NA,NA
421.0413,HW,PostFenton,4827010.66666667,0,adsorbed,NA
421.0413,HW,PreFenton,8711831.33333333,2561158.33333333,not adsorbed,NA
421.0413,SW,PostFenton,4286433.33333333,0,adsorbed,NA
421.0413,SW,PreFenton,8175703.66666667,0,adsorbed,NA
421.0565,HW,PostFenton,0,0,NA,NA
421.0565,HW,PreFenton,2584897.33333333,1826097.66666667,NA,NA
421.0565,SW,PostFenton,0,0,NA,NA
421.0565,SW,PreFenton,2166700.66666667,0,NA,NA
421.0624,HW,PostFenton,2691416.5,0,NA,NA
421.0624,HW,PreFenton,0,0,NA,NA
421.0624,SW,PostFenton,2054314,0,NA,NA
421.0624,SW,PreFenton,0,0,NA,NA
421.0657,HW,PostFenton,3653336,0,adsorbed,NA
421.0657,HW,PreFenton,0,0,NA,NA
421.0657,SW,PostFenton,4485429.66666667,0,adsorbed,NA
421.0657,SW,PreFenton,0,0,NA,NA
421.0776,HW,PostFenton,6229890.33333333,2162824.66666667,not adsorbed,NA
421.0776,HW,PreFenton,11723073,4598749,not adsorbed,NA
421.0776,SW,PostFenton,6070922,2213298,not adsorbed,NA
421.0776,SW,PreFenton,11938561.3333333,2840732.33333333,not adsorbed,NA
421.0811,HW,PostFenton,0,0,NA,NA
421.0811,HW,PreFenton,0,2555186.33333333,NA,new molecules
421.0811,SW,PostFenton,0,0,NA,NA
421.0811,SW,PreFenton,0,0,NA,NA
421.0929,HW,PostFenton,0,0,NA,NA
421.0929,HW,PreFenton,1946687,0,NA,NA
421.0929,SW,PostFenton,0,0,NA,NA
421.0929,SW,PreFenton,2096439.5,0,NA,NA
421.0988,HW,PostFenton,8006530.33333333,3122141.66666667,not adsorbed,NA
421.0988,HW,PreFenton,1938223,0,NA,NA
421.0988,SW,PostFenton,6604766.33333333,2459018.66666667,not adsorbed,NA
421.0988,SW,PreFenton,0,0,NA,NA
421.11,HW,PostFenton,1743321.5,0,NA,NA
421.11,HW,PreFenton,0,0,NA,NA
421.11,SW,PostFenton,0,0,NA,NA
421.11,SW,PreFenton,0,0,NA,NA
421.114,HW,PostFenton,9172866,5995143.66666667,not adsorbed,NA
421.114,HW,PreFenton,14978026.6666667,9365811.33333333,not adsorbed,NA
421.114,SW,PostFenton,7695326,5744010.33333333,not adsorbed,NA
421.114,SW,PreFenton,14537472.3333333,7382342,not adsorbed,NA
421.1172,HW,PostFenton,0,0,NA,NA
421.1172,HW,PreFenton,0,0,NA,NA
421.1172,SW,PostFenton,2008648.5,2485983.66666667,NA,NA
421.1172,SW,PreFenton,0,0,NA,NA
421.1351,HW,PostFenton,6622765,4874887.33333333,not adsorbed,NA
421.1351,HW,PreFenton,2436074.66666667,2745311,NA,NA
421.1351,SW,PostFenton,6659378,3813428.66666667,not adsorbed,NA
421.1351,SW,PreFenton,1925461,1678012,NA,NA
421.1464,HW,PostFenton,2489729.66666667,4097585.66666667,NA,NA
421.1464,HW,PreFenton,0,0,NA,NA
421.1464,SW,PostFenton,2273190,0,NA,NA
421.1464,SW,PreFenton,0,0,NA,NA
421.1504,HW,PostFenton,12636034,16534151,not adsorbed,NA
421.1504,HW,PreFenton,13563540.6666667,13850250,not adsorbed,NA
421.1504,SW,PostFenton,10320177.3333333,14411487,not adsorbed,NA
421.1504,SW,PreFenton,12175444.3333333,11796463.3333333,not adsorbed,NA
421.1635,HW,PostFenton,0,0,NA,NA
421.1635,HW,PreFenton,0,2225802.66666667,NA,new molecules
421.1635,SW,PostFenton,0,0,NA,NA
421.1635,SW,PreFenton,0,4350959,NA,new molecules
421.1715,HW,PostFenton,4530049.66666667,5117915.66666667,not adsorbed,NA
421.1715,HW,PreFenton,2302767,2942602.66666667,NA,NA
421.1715,SW,PostFenton,6357296.33333333,6571060,not adsorbed,NA
421.1715,SW,PreFenton,2243155.66666667,2791918.66666667,NA,NA
421.1868,HW,PostFenton,8177537.66666667,17401137,not adsorbed,NA
421.1868,HW,PreFenton,12877459.6666667,17708683,not adsorbed,NA
421.1868,SW,PostFenton,8028804.66666667,18705459.6666667,not adsorbed,NA
421.1868,SW,PreFenton,11759016.3333333,16641347.3333333,not adsorbed,NA
421.1902,HW,PostFenton,0,0,NA,NA
421.1902,HW,PreFenton,0,2266593,NA,new molecules
421.1902,SW,PostFenton,0,0,NA,NA
421.1902,SW,PreFenton,0,3068398,NA,new molecules
421.2079,HW,PostFenton,2062384,3023152.33333333,NA,NA
421.2079,HW,PreFenton,0,3855995,NA,new molecules
421.2079,SW,PostFenton,2688814.33333333,4845619,NA,NA
421.2079,SW,PreFenton,1752658,2633146.5,NA,NA
421.2232,HW,PostFenton,2637526.66666667,6759190.5,NA,NA
421.2232,HW,PreFenton,6123838,0,adsorbed,NA
421.2232,SW,PostFenton,3096536,0,adsorbed,NA
421.2232,SW,PreFenton,6570748.66666667,0,adsorbed,NA
421.2443,HW,PostFenton,0,1757820,NA,new molecules
421.2443,HW,PreFenton,0,0,NA,NA
421.2443,SW,PostFenton,0,3357742.5,NA,new molecules
421.2443,SW,PreFenton,0,2085783,NA,new molecules
421.2595,HW,PostFenton,0,0,NA,NA
421.2595,HW,PreFenton,2077927.66666667,3150989.66666667,NA,NA
421.2595,SW,PostFenton,0,2236722,NA,new molecules
421.2595,SW,PreFenton,1816229,3681089,NA,NA
422.0729,HW,PostFenton,0,0,NA,NA
422.0729,HW,PreFenton,2391336,0,NA,NA
422.0729,SW,PostFenton,0,0,NA,NA
422.0729,SW,PreFenton,0,0,NA,NA
422.0941,HW,PostFenton,1689196,0,NA,NA
422.0941,HW,PreFenton,0,0,NA,NA
422.0941,SW,PostFenton,0,0,NA,NA
422.0941,SW,PreFenton,0,0,NA,NA
422.1093,HW,PostFenton,0,0,NA,NA
422.1093,HW,PreFenton,2422227,0,NA,NA
422.1093,SW,PostFenton,0,0,NA,NA
422.1093,SW,PreFenton,0,0,NA,NA
422.1304,HW,PostFenton,3352439,2223898,not adsorbed,NA
422.1304,HW,PreFenton,0,0,NA,NA
422.1304,SW,PostFenton,2335655,0,NA,NA
422.1304,SW,PreFenton,0,0,NA,NA
423.0205,HW,PostFenton,3230739.66666667,0,adsorbed,NA
423.0205,HW,PreFenton,3472481.66666667,0,adsorbed,NA
423.0205,SW,PostFenton,2452338.66666667,0,NA,NA
423.0205,SW,PreFenton,3204448.66666667,0,adsorbed,NA
423.0358,HW,PostFenton,0,0,NA,NA
423.0358,HW,PreFenton,2653366.66666667,2164085.5,NA,NA
423.0358,SW,PostFenton,0,0,NA,NA
423.0358,SW,PreFenton,2258954.66666667,0,NA,NA
423.0569,HW,PostFenton,7552872.33333333,2059851.5,not adsorbed,NA
423.0569,HW,PreFenton,10291467.3333333,3150870.33333333,not adsorbed,NA
423.0569,SW,PostFenton,6174576.33333333,0,adsorbed,NA
423.0569,SW,PreFenton,9897993.66666667,0,adsorbed,NA
423.0603,HW,PostFenton,0,0,NA,NA
423.0603,HW,PreFenton,1863164.5,3166572,NA,NA
423.0603,SW,PostFenton,0,0,NA,NA
423.0603,SW,PreFenton,0,0,NA,NA
423.0722,HW,PostFenton,0,0,NA,NA
423.0722,HW,PreFenton,2995808.33333333,2237633.33333333,not adsorbed,NA
423.0722,SW,PostFenton,0,0,NA,NA
423.0722,SW,PreFenton,3048457,0,adsorbed,NA
423.078,HW,PostFenton,5402813.33333333,0,adsorbed,NA
423.078,HW,PreFenton,0,0,NA,NA
423.078,SW,PostFenton,4859076.33333333,0,adsorbed,NA
423.078,SW,PreFenton,0,0,NA,NA
423.0933,HW,PostFenton,8891581.33333333,3722834.66666667,not adsorbed,NA
423.0933,HW,PreFenton,12778420.6666667,5026839.66666667,not adsorbed,NA
423.0933,SW,PostFenton,7682243.33333333,3425114,not adsorbed,NA
423.0933,SW,PreFenton,12195848.3333333,3306747,not adsorbed,NA
423.1086,HW,PostFenton,0,0,NA,NA
423.1086,HW,PreFenton,2398232.5,1717621.5,NA,NA
423.1086,SW,PostFenton,0,0,NA,NA
423.1086,SW,PreFenton,2167474.33333333,0,NA,NA
423.1144,HW,PostFenton,17198268.6666667,11343783.3333333,not adsorbed,NA
423.1144,HW,PreFenton,3865524,4156098.33333333,not adsorbed,NA
423.1144,SW,PostFenton,13197506,6639619.66666667,not adsorbed,NA
423.1144,SW,PreFenton,3315719.33333333,2779386,not adsorbed,NA
423.1257,HW,PostFenton,2286268.33333333,0,NA,NA
423.1257,HW,PreFenton,0,0,NA,NA
423.1257,SW,PostFenton,0,0,NA,NA
423.1257,SW,PreFenton,0,0,NA,NA
423.1297,HW,PostFenton,13207399.3333333,10844071,not adsorbed,NA
423.1297,HW,PreFenton,13394867.6666667,9191789.66666667,not adsorbed,NA
423.1297,SW,PostFenton,11866987.6666667,10553689,not adsorbed,NA
423.1297,SW,PreFenton,12864860,7640995.66666667,not adsorbed,NA
423.145,HW,PostFenton,0,0,NA,NA
423.145,HW,PreFenton,1843736,0,NA,NA
423.145,SW,PostFenton,0,0,NA,NA
423.145,SW,PreFenton,0,1693851,NA,new molecules
423.1508,HW,PostFenton,5232828,5932283.66666667,not adsorbed,NA
423.1508,HW,PreFenton,2396253.33333333,4253720.66666667,NA,NA
423.1508,SW,PostFenton,6185152,6287021.33333333,not adsorbed,NA
423.1508,SW,PreFenton,2418011,3502328.33333333,NA,NA
423.166,HW,PostFenton,12577297.3333333,18941179,not adsorbed,NA
423.166,HW,PreFenton,12107356.6666667,14782830.3333333,not adsorbed,NA
423.166,SW,PostFenton,12316863,19169624,not adsorbed,NA
423.166,SW,PreFenton,12010842,13557666.3333333,not adsorbed,NA
423.1694,HW,PostFenton,0,0,NA,NA
423.1694,HW,PreFenton,0,0,NA,NA
423.1694,SW,PostFenton,0,2894973,NA,new molecules
423.1694,SW,PreFenton,0,0,NA,NA
423.1791,HW,PostFenton,0,0,NA,NA
423.1791,HW,PreFenton,0,0,NA,NA
423.1791,SW,PostFenton,0,0,NA,NA
423.1791,SW,PreFenton,1822025,4739318.66666667,NA,NA
423.1871,HW,PostFenton,2975248.66666667,4689488,not adsorbed,NA
423.1871,HW,PreFenton,2656177.66666667,3600239,NA,NA
423.1871,SW,PostFenton,4758376,7940780.33333333,not adsorbed,NA
423.1871,SW,PreFenton,1952712,2755318.66666667,NA,NA
423.2024,HW,PostFenton,5701477.66666667,14284708.6666667,not adsorbed,NA
423.2024,HW,PreFenton,9708465,13759514,not adsorbed,NA
423.2024,SW,PostFenton,6681106,17678678.3333333,not adsorbed,NA
423.2024,SW,PreFenton,10378584.3333333,15670518.3333333,not adsorbed,NA
423.2058,HW,PostFenton,0,0,NA,NA
423.2058,HW,PreFenton,0,3222724.66666667,NA,new molecules
423.2058,SW,PostFenton,0,0,NA,NA
423.2058,SW,PreFenton,0,3594656.33333333,NA,new molecules
423.2388,HW,PostFenton,0,4354637.66666667,NA,new molecules
423.2388,HW,PreFenton,4444421.33333333,6902811,not adsorbed,NA
423.2388,SW,PostFenton,2055844.5,6541653.33333333,NA,NA
423.2388,SW,PreFenton,4873559,8796063,not adsorbed,NA
423.2752,HW,PostFenton,0,0,NA,NA
423.2752,HW,PreFenton,0,2469163,NA,new molecules
423.2752,SW,PostFenton,0,0,NA,NA
423.2752,SW,PreFenton,0,2158152.33333333,NA,new molecules
424.0885,HW,PostFenton,0,0,NA,NA
424.0885,HW,PreFenton,1973648.33333333,0,NA,NA
424.0885,SW,PostFenton,0,0,NA,NA
424.0885,SW,PreFenton,1695570.5,0,NA,NA
424.1097,HW,PostFenton,3346600.33333333,0,adsorbed,NA
424.1097,HW,PreFenton,0,0,NA,NA
424.1097,SW,PostFenton,2542722,0,NA,NA
424.1097,SW,PreFenton,0,0,NA,NA
424.1249,HW,PostFenton,0,0,NA,NA
424.1249,HW,PreFenton,2045699.5,0,NA,NA
424.1249,SW,PostFenton,0,0,NA,NA
424.1249,SW,PreFenton,0,0,NA,NA
424.146,HW,PostFenton,3063804.66666667,2681475.33333333,not adsorbed,NA
424.146,HW,PreFenton,0,0,NA,NA
424.146,SW,PostFenton,2251050.33333333,1724031,NA,NA
424.146,SW,PreFenton,0,0,NA,NA
424.209,HW,PostFenton,0,0,NA,NA
424.209,HW,PreFenton,0,0,NA,NA
424.209,SW,PostFenton,0,0,NA,NA
424.209,SW,PreFenton,0,1985154.5,NA,new molecules
424.2257,HW,PostFenton,0,0,NA,NA
424.2257,HW,PreFenton,0,7211203.5,NA,new molecules
424.2257,SW,PostFenton,0,5893941.66666667,NA,new molecules
424.2257,SW,PreFenton,0,3490817.5,NA,new molecules
425.0151,HW,PostFenton,0,0,NA,NA
425.0151,HW,PreFenton,2287295,0,NA,NA
425.0151,SW,PostFenton,0,0,NA,NA
425.0151,SW,PreFenton,1842810,0,NA,NA
425.0362,HW,PostFenton,5770385.33333333,0,adsorbed,NA
425.0362,HW,PreFenton,4991849,0,adsorbed,NA
425.0362,SW,PostFenton,4368108.66666667,0,adsorbed,NA
425.0362,SW,PreFenton,4671741,0,adsorbed,NA
425.0514,HW,PostFenton,0,0,NA,NA
425.0514,HW,PreFenton,3913405.66666667,2396221.33333333,not adsorbed,NA
425.0514,SW,PostFenton,0,0,NA,NA
425.0514,SW,PreFenton,3904423,0,adsorbed,NA
425.0726,HW,PostFenton,9245157.66666667,2188809.33333333,not adsorbed,NA
425.0726,HW,PreFenton,12025362,3303029,not adsorbed,NA
425.0726,SW,PostFenton,8146325,2077291.66666667,not adsorbed,NA
425.0726,SW,PreFenton,9975717.66666667,1888972.5,not adsorbed,NA
425.0878,HW,PostFenton,0,0,NA,NA
425.0878,HW,PreFenton,3558758.66666667,2263784.33333333,not adsorbed,NA
425.0878,SW,PostFenton,0,0,NA,NA
425.0878,SW,PreFenton,3546703.66666667,0,adsorbed,NA
425.0937,HW,PostFenton,18404495.6666667,4554248,not adsorbed,NA
425.0937,HW,PreFenton,0,0,NA,NA
425.0937,SW,PostFenton,18601363.3333333,3959403.33333333,not adsorbed,NA
425.0937,SW,PreFenton,0,0,NA,NA
425.1089,HW,PostFenton,12167652.6666667,5512370.33333333,not adsorbed,NA
425.1089,HW,PreFenton,11622587,5388691.33333333,not adsorbed,NA
425.1089,SW,PostFenton,10099431.6666667,5346922.66666667,not adsorbed,NA
425.1089,SW,PreFenton,11005859.3333333,4067313.33333333,not adsorbed,NA
425.1122,HW,PostFenton,0,2083827,NA,new molecules
425.1122,HW,PreFenton,0,0,NA,NA
425.1122,SW,PostFenton,0,2970730.66666667,NA,new molecules
425.1122,SW,PreFenton,0,0,NA,NA
425.1242,HW,PostFenton,0,0,NA,NA
425.1242,HW,PreFenton,2728975.66666667,2492136.66666667,NA,NA
425.1242,SW,PostFenton,0,0,NA,NA
425.1242,SW,PreFenton,2822733.66666667,1842843.33333333,not adsorbed,NA
425.1301,HW,PostFenton,12896057.6666667,10575708,not adsorbed,NA
425.1301,HW,PreFenton,4270607.66666667,4017555.33333333,not adsorbed,NA
425.1301,SW,PostFenton,14562705,9836137.66666667,not adsorbed,NA
425.1301,SW,PreFenton,4199330.66666667,3445915,not adsorbed,NA
425.1453,HW,PostFenton,15251940,13700955.6666667,not adsorbed,NA
425.1453,HW,PreFenton,10281145.6666667,8191721.33333333,not adsorbed,NA
425.1453,SW,PostFenton,15462458.3333333,15996521.3333333,not adsorbed,NA
425.1453,SW,PreFenton,10574412,8458735.66666667,not adsorbed,NA
425.1487,HW,PostFenton,0,0,NA,NA
425.1487,HW,PreFenton,0,0,NA,NA
425.1487,SW,PostFenton,0,2335577.5,NA,new molecules
425.1487,SW,PreFenton,0,0,NA,NA
425.1606,HW,PostFenton,0,8413936.5,NA,new molecules
425.1606,HW,PreFenton,2250424.66666667,2901737.33333333,NA,NA
425.1606,SW,PostFenton,0,0,NA,NA
425.1606,SW,PreFenton,2628683.66666667,2210116,NA,NA
425.1664,HW,PostFenton,2726030,5166255.66666667,NA,NA
425.1664,HW,PreFenton,0,2392809.33333333,NA,new molecules
425.1664,SW,PostFenton,3673144.66666667,5739454,not adsorbed,NA
425.1664,SW,PreFenton,0,1972548,NA,new molecules
425.1762,HW,PostFenton,0,0,NA,NA
425.1762,HW,PreFenton,0,0,NA,NA
425.1762,SW,PostFenton,0,0,NA,NA
425.1762,SW,PreFenton,0,1859254,NA,new molecules
425.1817,HW,PostFenton,10226146.6666667,18647556.3333333,not adsorbed,NA
425.1817,HW,PreFenton,16847031.6666667,24745705.6666667,not adsorbed,NA
425.1817,SW,PostFenton,11965154.6666667,21882471.6666667,not adsorbed,NA
425.1817,SW,PreFenton,11065930.3333333,14406125.6666667,not adsorbed,NA
425.1851,HW,PostFenton,0,2790591.5,NA,new molecules
425.1851,HW,PreFenton,0,0,NA,NA
425.1851,SW,PostFenton,0,2967351,NA,new molecules
425.1851,SW,PreFenton,0,2959682.66666667,NA,new molecules
425.197,HW,PostFenton,0,1895854.66666667,NA,new molecules
425.197,HW,PreFenton,2378983,3005674,NA,NA
425.197,SW,PostFenton,0,1756433.66666667,NA,new molecules
425.197,SW,PreFenton,0,2208578,NA,new molecules
425.2027,HW,PostFenton,0,0,NA,NA
425.2027,HW,PreFenton,0,2355576.5,NA,new molecules
425.2027,SW,PostFenton,1906020,2977212.33333333,NA,NA
425.2027,SW,PreFenton,0,2186948,NA,new molecules
425.2181,HW,PostFenton,3771873.66666667,10122413.6666667,not adsorbed,NA
425.2181,HW,PreFenton,7042912.66666667,11052095.6666667,not adsorbed,NA
425.2181,SW,PostFenton,5132341,15970577.3333333,not adsorbed,NA
425.2181,SW,PreFenton,8323656.33333333,13603990.3333333,not adsorbed,NA
425.2215,HW,PostFenton,0,0,NA,NA
425.2215,HW,PreFenton,2942182.5,9814421,not adsorbed,NA
425.2215,SW,PostFenton,0,0,NA,NA
425.2215,SW,PreFenton,0,7302294,NA,new molecules
425.2334,HW,PostFenton,0,0,NA,NA
425.2334,HW,PreFenton,1862374.5,1950783.33333333,NA,NA
425.2334,SW,PostFenton,0,0,NA,NA
425.2334,SW,PreFenton,0,0,NA,NA
425.2545,HW,PostFenton,0,0,NA,NA
425.2545,HW,PreFenton,2549770,4503616,NA,NA
425.2545,SW,PostFenton,0,4253626.33333333,NA,new molecules
425.2545,SW,PreFenton,3170715.66666667,5658772.33333333,not adsorbed,NA
425.3636,HW,PostFenton,0,2082151,NA,new molecules
425.3636,HW,PreFenton,0,0,NA,NA
425.3636,SW,PostFenton,0,2033056.5,NA,new molecules
425.3636,SW,PreFenton,0,0,NA,NA
426.1015,HW,PostFenton,1935304,0,NA,NA
426.1015,HW,PreFenton,0,0,NA,NA
426.1015,SW,PostFenton,1836020,0,NA,NA
426.1015,SW,PreFenton,0,0,NA,NA
426.1043,HW,PostFenton,0,0,NA,NA
426.1043,HW,PreFenton,1829450.5,0,NA,NA
426.1043,SW,PostFenton,0,0,NA,NA
426.1043,SW,PreFenton,0,0,NA,NA
426.1196,HW,PostFenton,0,0,NA,NA
426.1196,HW,PreFenton,0,0,NA,NA
426.1196,SW,PostFenton,2133285.5,0,NA,NA
426.1196,SW,PreFenton,0,0,NA,NA
426.1253,HW,PostFenton,3083378,0,adsorbed,NA
426.1253,HW,PreFenton,0,0,NA,NA
426.1253,SW,PostFenton,2606748.66666667,0,NA,NA
426.1253,SW,PreFenton,0,0,NA,NA
426.1882,HW,PostFenton,0,2304291,NA,new molecules
426.1882,HW,PreFenton,2235335,2285549,NA,NA
426.1882,SW,PostFenton,0,2558734,NA,new molecules
426.1882,SW,PreFenton,0,1958840,NA,new molecules
427.0154,HW,PostFenton,2023849.66666667,0,NA,NA
427.0154,HW,PreFenton,0,0,NA,NA
427.0154,SW,PostFenton,0,0,NA,NA
427.0154,SW,PreFenton,0,0,NA,NA
427.0307,HW,PostFenton,0,0,NA,NA
427.0307,HW,PreFenton,3783771.66666667,2196904,not adsorbed,NA
427.0307,SW,PostFenton,0,0,NA,NA
427.0307,SW,PreFenton,3383943,0,adsorbed,NA
427.0518,HW,PostFenton,7753470,0,adsorbed,NA
427.0518,HW,PreFenton,5741658,0,adsorbed,NA
427.0518,SW,PostFenton,6065407.33333333,0,adsorbed,NA
427.0518,SW,PreFenton,5115696.33333333,0,adsorbed,NA
427.0671,HW,PostFenton,0,0,NA,NA
427.0671,HW,PreFenton,5502041.66666667,2886738.33333333,not adsorbed,NA
427.0671,SW,PostFenton,1874145,0,NA,NA
427.0671,SW,PreFenton,4970969.66666667,0,adsorbed,NA
427.0729,HW,PostFenton,2010631.5,0,NA,NA
427.0729,HW,PreFenton,0,0,NA,NA
427.0729,SW,PostFenton,0,0,NA,NA
427.0729,SW,PreFenton,0,0,NA,NA
427.0882,HW,PostFenton,10757202,2885888.33333333,not adsorbed,NA
427.0882,HW,PreFenton,9349891,2783314.33333333,not adsorbed,NA
427.0882,SW,PostFenton,9131260.66666667,2404033,not adsorbed,NA
427.0882,SW,PreFenton,8023854,1926979,not adsorbed,NA
427.1035,HW,PostFenton,0,0,NA,NA
427.1035,HW,PreFenton,4489303.33333333,2966610.66666667,not adsorbed,NA
427.1035,SW,PostFenton,0,0,NA,NA
427.1035,SW,PreFenton,4404013,2205230.33333333,not adsorbed,NA
