Mass,Forest,Fenton,PreGoethite,PostGoethite,adsorbed,new
255.233,HW,PostFenton,0,0,NA,NA
255.233,HW,PreFenton,0,0,NA,NA
255.233,SW,PostFenton,0,2150699.66666667,NA,new molecules
255.233,SW,PreFenton,0,0,NA,NA
281.1395,HW,PostFenton,0,0,NA,NA
281.1395,HW,PreFenton,0,0,NA,NA
281.1395,SW,PostFenton,0,1644233.33333333,NA,new molecules
281.1395,SW,PreFenton,0,0,NA,NA
281.2486,HW,PostFenton,0,2326703,NA,new molecules
281.2486,HW,PreFenton,0,0,NA,NA
281.2486,SW,PostFenton,0,3814783.33333333,NA,new molecules
281.2486,SW,PreFenton,0,0,NA,NA
283.1551,HW,PostFenton,0,0,NA,NA
283.1551,HW,PreFenton,0,0,NA,NA
283.1551,SW,PostFenton,0,1480849.5,NA,new molecules
283.1551,SW,PreFenton,0,0,NA,NA
283.2643,HW,PostFenton,4445489,5147162.33333333,not adsorbed,NA
283.2643,HW,PreFenton,2201857,2767164.66666667,NA,NA
283.2643,SW,PostFenton,3439946.66666667,6671102.33333333,not adsorbed,NA
283.2643,SW,PreFenton,4238668.66666667,3354782.66666667,not adsorbed,NA
285.1344,HW,PostFenton,0,0,NA,NA
285.1344,HW,PreFenton,0,0,NA,NA
285.1344,SW,PostFenton,0,1477414.5,NA,new molecules
285.1344,SW,PreFenton,0,0,NA,NA
287.2228,HW,PostFenton,0,0,NA,NA
287.2228,HW,PreFenton,0,0,NA,NA
287.2228,SW,PostFenton,0,0,NA,NA
287.2228,SW,PreFenton,2494251.33333333,4951783,NA,NA
293.1758,HW,PostFenton,0,0,NA,NA
293.1758,HW,PreFenton,0,0,NA,NA
293.1758,SW,PostFenton,0,2223623.66666667,NA,new molecules
293.1758,SW,PreFenton,0,1805039.33333333,NA,new molecules
293.1792,HW,PostFenton,0,2333073.33333333,NA,new molecules
293.1792,HW,PreFenton,0,0,NA,NA
293.1792,SW,PostFenton,0,2148275,NA,new molecules
293.1792,SW,PreFenton,0,0,NA,NA
295.1187,HW,PostFenton,0,1483725,NA,new molecules
295.1187,HW,PreFenton,0,0,NA,NA
295.1187,SW,PostFenton,0,2473886.33333333,NA,new molecules
295.1187,SW,PreFenton,1688358.33333333,1787790.33333333,NA,NA
295.1551,HW,PostFenton,0,0,NA,NA
295.1551,HW,PreFenton,0,0,NA,NA
295.1551,SW,PostFenton,0,1477283,NA,new molecules
295.1551,SW,PreFenton,0,0,NA,NA
297.0827,HW,PostFenton,0,0,NA,NA
297.0827,HW,PreFenton,0,0,NA,NA
297.0827,SW,PostFenton,1826558.66666667,0,NA,NA
297.0827,SW,PreFenton,0,0,NA,NA
297.098,HW,PostFenton,0,0,NA,NA
297.098,HW,PreFenton,0,0,NA,NA
297.098,SW,PostFenton,0,1619391.66666667,NA,new molecules
297.098,SW,PreFenton,0,0,NA,NA
297.1344,HW,PostFenton,0,1689712.66666667,NA,new molecules
297.1344,HW,PreFenton,0,1426656.66666667,NA,new molecules
297.1344,SW,PostFenton,0,3809433.66666667,NA,new molecules
297.1344,SW,PreFenton,1534436.33333333,2550678.33333333,NA,NA
297.1708,HW,PostFenton,0,0,NA,NA
297.1708,HW,PreFenton,0,0,NA,NA
297.1708,SW,PostFenton,0,1884008.5,NA,new molecules
297.1708,SW,PreFenton,0,0,NA,NA
297.2435,HW,PostFenton,0,1478521.5,NA,new molecules
297.2435,HW,PreFenton,0,0,NA,NA
297.2435,SW,PostFenton,0,0,NA,NA
297.2435,SW,PreFenton,0,0,NA,NA
298.1408,HW,PostFenton,0,0,NA,NA
298.1408,HW,PreFenton,0,0,NA,NA
298.1408,SW,PostFenton,0,1562952,NA,new molecules
298.1408,SW,PreFenton,0,1371417.5,NA,NA
299.0772,HW,PostFenton,0,0,NA,NA
299.0772,HW,PreFenton,0,0,NA,NA
299.0772,SW,PostFenton,1406415,0,NA,NA
299.0772,SW,PreFenton,0,0,NA,NA
299.1137,HW,PostFenton,0,1561881,NA,new molecules
299.1137,HW,PreFenton,0,0,NA,NA
299.1137,SW,PostFenton,1492179,2364481.66666667,NA,NA
299.1137,SW,PreFenton,0,0,NA,NA
299.15,HW,PostFenton,0,1962696.33333333,NA,new molecules
299.15,HW,PreFenton,0,1608492.33333333,NA,new molecules
299.15,SW,PostFenton,0,3873521.33333333,NA,new molecules
299.15,SW,PreFenton,0,2073256,NA,new molecules
299.1864,HW,PostFenton,0,0,NA,NA
299.1864,HW,PreFenton,0,1422744.5,NA,new molecules
299.1864,SW,PostFenton,0,2586528.66666667,NA,new molecules
299.1864,SW,PreFenton,1454626.5,2198274.33333333,NA,NA
299.2016,HW,PostFenton,0,2080377,NA,new molecules
299.2016,HW,PreFenton,0,0,NA,NA
299.2016,SW,PostFenton,0,0,NA,NA
299.2016,SW,PreFenton,0,0,NA,NA
300.1929,HW,PostFenton,0,1876604.66666667,NA,new molecules
300.1929,HW,PreFenton,2232144,3415984,NA,NA
300.1929,SW,PostFenton,0,2388345.66666667,NA,new molecules
300.1929,SW,PreFenton,1847763,3685177.66666667,NA,NA
301.1293,HW,PostFenton,0,1887098.33333333,NA,new molecules
301.1293,HW,PreFenton,0,0,NA,NA
301.1293,SW,PostFenton,0,2731339.66666667,NA,new molecules
301.1293,SW,PreFenton,0,0,NA,NA
301.1656,HW,PostFenton,0,1886676.66666667,NA,new molecules
301.1656,HW,PreFenton,0,1583416,NA,new molecules
301.1656,SW,PostFenton,0,3460944.66666667,NA,new molecules
301.1656,SW,PreFenton,0,2113305.33333333,NA,new molecules
301.202,HW,PostFenton,0,0,NA,NA
301.202,HW,PreFenton,0,1435716,NA,new molecules
301.202,SW,PostFenton,0,2760362.66666667,NA,new molecules
301.202,SW,PreFenton,0,2366495,NA,new molecules
303.0722,HW,PostFenton,1395955.66666667,0,NA,NA
303.0722,HW,PreFenton,0,0,NA,NA
303.0722,SW,PostFenton,1568293.5,0,NA,NA
303.0722,SW,PreFenton,0,0,NA,NA
303.1086,HW,PostFenton,0,0,NA,NA
303.1086,HW,PreFenton,0,0,NA,NA
303.1086,SW,PostFenton,1504553.5,0,NA,NA
303.1086,SW,PreFenton,0,0,NA,NA
303.1449,HW,PostFenton,0,0,NA,NA
303.1449,HW,PreFenton,0,0,NA,NA
303.1449,SW,PostFenton,0,2298546.66666667,NA,new molecules
303.1449,SW,PreFenton,0,0,NA,NA
303.1813,HW,PostFenton,0,0,NA,NA
303.1813,HW,PreFenton,0,0,NA,NA
303.1813,SW,PostFenton,0,1923810.33333333,NA,new molecules
303.1813,SW,PreFenton,0,0,NA,NA
303.2177,HW,PostFenton,0,0,NA,NA
303.2177,HW,PreFenton,0,0,NA,NA
303.2177,SW,PostFenton,0,3080783,NA,new molecules
303.2177,SW,PreFenton,1808635.33333333,2753350,NA,NA
305.1395,HW,PostFenton,0,0,NA,NA
305.1395,HW,PreFenton,0,0,NA,NA
305.1395,SW,PostFenton,0,1954551,NA,new molecules
305.1395,SW,PreFenton,0,1667494.5,NA,new molecules
305.1606,HW,PostFenton,0,0,NA,NA
305.1606,HW,PreFenton,0,0,NA,NA
305.1606,SW,PostFenton,0,1787642,NA,new molecules
305.1606,SW,PreFenton,0,0,NA,NA
305.1758,HW,PostFenton,0,0,NA,NA
305.1758,HW,PreFenton,0,0,NA,NA
305.1758,SW,PostFenton,0,1484924.5,NA,new molecules
305.1758,SW,PreFenton,0,0,NA,NA
307.046,HW,PostFenton,0,0,NA,NA
307.046,HW,PreFenton,1624113.5,0,NA,NA
307.046,SW,PostFenton,0,0,NA,NA
307.046,SW,PreFenton,1671760.33333333,0,NA,NA
307.067,HW,PostFenton,1906654,0,NA,NA
307.067,HW,PreFenton,0,0,NA,NA
307.067,SW,PostFenton,1790878.5,0,NA,NA
307.067,SW,PreFenton,0,0,NA,NA
307.0823,HW,PostFenton,0,0,NA,NA
307.0823,HW,PreFenton,1597495.5,0,NA,NA
307.0823,SW,PostFenton,0,0,NA,NA
307.0823,SW,PreFenton,1686699,0,NA,NA
307.1187,HW,PostFenton,0,1759956.66666667,NA,new molecules
307.1187,HW,PreFenton,0,1639662,NA,new molecules
307.1187,SW,PostFenton,0,2353639,NA,new molecules
307.1187,SW,PreFenton,1746942.5,1864906.33333333,NA,NA
307.1398,HW,PostFenton,0,0,NA,NA
307.1398,HW,PreFenton,0,0,NA,NA
307.1398,SW,PostFenton,0,2937653.5,NA,new molecules
307.1398,SW,PreFenton,2734344.33333333,4360525.33333333,NA,NA
307.1551,HW,PostFenton,0,0,NA,NA
307.1551,HW,PreFenton,0,1621785.33333333,NA,new molecules
307.1551,SW,PostFenton,0,2625175.33333333,NA,new molecules
307.1551,SW,PreFenton,1651295.66666667,2757711.66666667,NA,NA
307.1949,HW,PostFenton,0,0,NA,NA
307.1949,HW,PreFenton,0,0,NA,NA
307.1949,SW,PostFenton,0,1724061,NA,new molecules
307.1949,SW,PreFenton,0,0,NA,NA
309.0252,HW,PostFenton,0,0,NA,NA
309.0252,HW,PreFenton,1490794.5,0,NA,NA
309.0252,SW,PostFenton,0,0,NA,NA
309.0252,SW,PreFenton,0,0,NA,NA
309.0616,HW,PostFenton,1657396.66666667,0,NA,NA
309.0616,HW,PreFenton,2146800.5,0,NA,NA
309.0616,SW,PostFenton,0,0,NA,NA
309.0616,SW,PreFenton,2665495,0,NA,NA
309.0827,HW,PostFenton,2048738,0,NA,NA
309.0827,HW,PreFenton,0,0,NA,NA
309.0827,SW,PostFenton,2274502.33333333,0,NA,NA
309.0827,SW,PreFenton,0,0,NA,NA
309.098,HW,PostFenton,1699556,2241541,NA,NA
309.098,HW,PreFenton,2141558.5,1875946.66666667,NA,NA
309.098,SW,PostFenton,1862856.33333333,3008781.33333333,NA,NA
309.098,SW,PreFenton,2246342.33333333,2381365.66666667,NA,NA
309.1344,HW,PostFenton,1518277,2797835,NA,NA
309.1344,HW,PreFenton,1842300.5,2506480.33333333,NA,NA
309.1344,SW,PostFenton,1787426.66666667,4423614,NA,NA
309.1344,SW,PreFenton,2013217.33333333,3440272.66666667,NA,NA
309.1707,HW,PostFenton,2068461.66666667,6160913,NA,NA
309.1707,HW,PreFenton,1766676.66666667,4325621.66666667,NA,NA
309.1707,SW,PostFenton,2430759.66666667,9271576.66666667,NA,NA
309.1707,SW,PreFenton,3191931.66666667,6895766.66666667,not adsorbed,NA
311.0409,HW,PostFenton,1610132.5,0,NA,NA
311.0409,HW,PreFenton,1738486.5,0,NA,NA
311.0409,SW,PostFenton,1390409.5,0,NA,NA
311.0409,SW,PreFenton,1849820.5,0,NA,NA
311.062,HW,PostFenton,1559960.5,0,NA,NA
311.062,HW,PreFenton,0,0,NA,NA
311.062,SW,PostFenton,0,0,NA,NA
311.062,SW,PreFenton,0,0,NA,NA
311.0773,HW,PostFenton,2017431.33333333,1499961,NA,NA
311.0773,HW,PreFenton,2202664,0,NA,NA
311.0773,SW,PostFenton,2281181,1627880,NA,NA
311.0773,SW,PreFenton,2552807.33333333,1511894,NA,NA
311.0984,HW,PostFenton,1672917.5,0,NA,NA
311.0984,HW,PreFenton,0,0,NA,NA
311.0984,SW,PostFenton,1937760,0,NA,NA
311.0984,SW,PreFenton,0,0,NA,NA
311.1136,HW,PostFenton,2487025.33333333,4046663.33333333,NA,NA
311.1136,HW,PreFenton,2415235,2830292,NA,NA
311.1136,SW,PostFenton,3890487.33333333,6667160.33333333,not adsorbed,NA
311.1136,SW,PreFenton,3300759.33333333,4293084,not adsorbed,NA
311.15,HW,PostFenton,1643681.66666667,3573069,NA,NA
311.15,HW,PreFenton,1709362.66666667,2841817.66666667,NA,NA
311.15,SW,PostFenton,2297916.66666667,6138952.66666667,NA,NA
311.15,SW,PreFenton,2792690,4329272,not adsorbed,NA
311.1864,HW,PostFenton,0,1894397.66666667,NA,new molecules
311.1864,HW,PreFenton,0,1761504,NA,new molecules
311.1864,SW,PostFenton,0,3083342.33333333,NA,new molecules
311.1864,SW,PreFenton,1481587.5,2663571.33333333,NA,NA
311.2228,HW,PostFenton,0,0,NA,NA
311.2228,HW,PreFenton,0,0,NA,NA
311.2228,SW,PostFenton,0,0,NA,NA
311.2228,SW,PreFenton,0,1671748.33333333,NA,new molecules
311.2955,HW,PostFenton,0,0,NA,NA
311.2955,HW,PreFenton,0,0,NA,NA
311.2955,SW,PostFenton,0,1781445.5,NA,new molecules
311.2955,SW,PreFenton,0,0,NA,NA
312.1565,HW,PostFenton,0,1721159.66666667,NA,new molecules
312.1565,HW,PreFenton,1454878,2100606.66666667,NA,NA
312.1565,SW,PostFenton,0,1887505.33333333,NA,new molecules
312.1565,SW,PreFenton,0,2148239.33333333,NA,new molecules
313.0565,HW,PostFenton,2168916.33333333,0,NA,NA
313.0565,HW,PreFenton,1716495.5,0,NA,NA
313.0565,SW,PostFenton,2227281.33333333,0,NA,NA
313.0565,SW,PreFenton,1752850.66666667,0,NA,NA
313.0929,HW,PostFenton,2758062.66666667,2267450,not adsorbed,NA
313.0929,HW,PreFenton,2119682,2031217.5,NA,NA
313.0929,SW,PostFenton,3078145.33333333,2862631,not adsorbed,NA
313.0929,SW,PreFenton,2345837.33333333,2245256.33333333,NA,NA
313.1293,HW,PostFenton,2762334.66666667,5357717,not adsorbed,NA
313.1293,HW,PreFenton,2108508.66666667,2702027.66666667,NA,NA
313.1293,SW,PostFenton,4560817.33333333,10663127.6666667,not adsorbed,NA
313.1293,SW,PreFenton,3324104,4193593,not adsorbed,NA
313.1657,HW,PostFenton,0,4558491.33333333,NA,new molecules
313.1657,HW,PreFenton,2236173,3921447.33333333,NA,NA
313.1657,SW,PostFenton,2282935,8098696,NA,NA
313.1657,SW,PreFenton,4033912.33333333,6849002.33333333,not adsorbed,NA
313.1769,HW,PostFenton,0,0,NA,NA
313.1769,HW,PreFenton,0,1971241.33333333,NA,new molecules
313.1769,SW,PostFenton,0,0,NA,NA
313.1769,SW,PreFenton,0,1815020,NA,new molecules
313.1809,HW,PostFenton,0,0,NA,NA
313.1809,HW,PreFenton,0,0,NA,NA
313.1809,SW,PostFenton,0,1745887.66666667,NA,new molecules
313.1809,SW,PreFenton,0,0,NA,NA
313.2021,HW,PostFenton,0,0,NA,NA
313.2021,HW,PreFenton,0,1755131,NA,new molecules
313.2021,SW,PostFenton,0,2679523.33333333,NA,new molecules
313.2021,SW,PreFenton,0,2079472.66666667,NA,new molecules
313.2384,HW,PostFenton,0,0,NA,NA
313.2384,HW,PreFenton,0,1689907.66666667,NA,new molecules
313.2384,SW,PostFenton,0,0,NA,NA
313.2384,SW,PreFenton,0,1779106,NA,new molecules
314.1358,HW,PostFenton,0,2397931.33333333,NA,new molecules
314.1358,HW,PreFenton,0,1762295.33333333,NA,new molecules
314.1358,SW,PostFenton,0,2233381.66666667,NA,new molecules
314.1358,SW,PreFenton,0,2046273,NA,new molecules
314.1722,HW,PostFenton,0,2732017.33333333,NA,new molecules
314.1722,HW,PreFenton,1866708.5,2275454,NA,NA
314.1722,SW,PostFenton,0,2780715.66666667,NA,new molecules
314.1722,SW,PreFenton,1512383.66666667,2380359.33333333,NA,NA
314.2085,HW,PostFenton,0,2464162.33333333,NA,new molecules
314.2085,HW,PreFenton,2015662.66666667,4407343,NA,NA
314.2085,SW,PostFenton,0,2751622.66666667,NA,new molecules
314.2085,SW,PreFenton,1998960,4014243.33333333,NA,NA
315.0146,HW,PostFenton,0,0,NA,NA
315.0146,HW,PreFenton,1545964,0,NA,NA
315.0146,SW,PostFenton,0,0,NA,NA
315.0146,SW,PreFenton,0,0,NA,NA
315.051,HW,PostFenton,0,0,NA,NA
315.051,HW,PreFenton,1714610.5,0,NA,NA
315.051,SW,PostFenton,0,0,NA,NA
315.051,SW,PreFenton,1694794.66666667,0,NA,NA
315.0722,HW,PostFenton,2705525.66666667,0,NA,NA
315.0722,HW,PreFenton,8558562,2009797.66666667,not adsorbed,NA
315.0722,SW,PostFenton,3447168.66666667,1452815,not adsorbed,NA
315.0722,SW,PreFenton,9188686,1952489,not adsorbed,NA
315.0874,HW,PostFenton,0,0,NA,NA
315.0874,HW,PreFenton,1600121.5,0,NA,NA
315.0874,SW,PostFenton,0,0,NA,NA
315.0874,SW,PreFenton,1837093.66666667,0,NA,NA
315.1086,HW,PostFenton,2628304.33333333,2954472.66666667,NA,NA
315.1086,HW,PreFenton,1753597,1709260,NA,NA
315.1086,SW,PostFenton,3220102.33333333,3830470,not adsorbed,NA
315.1086,SW,PreFenton,2220286.33333333,1963589,NA,NA
315.1198,HW,PostFenton,0,0,NA,NA
315.1198,HW,PreFenton,1884905.66666667,0,NA,NA
315.1198,SW,PostFenton,0,0,NA,NA
315.1198,SW,PreFenton,1670400.33333333,0,NA,NA
315.1238,HW,PostFenton,0,0,NA,NA
315.1238,HW,PreFenton,0,0,NA,NA
315.1238,SW,PostFenton,0,0,NA,NA
315.1238,SW,PreFenton,1537537,1403263,NA,NA
315.1449,HW,PostFenton,2057941.66666667,5338607,NA,NA
315.1449,HW,PreFenton,2067694,2877821,NA,NA
315.1449,SW,PostFenton,3537974.66666667,8738678.66666667,not adsorbed,NA
315.1449,SW,PreFenton,3140868,4201462.66666667,not adsorbed,NA
315.1813,HW,PostFenton,0,4085835,NA,new molecules
315.1813,HW,PreFenton,2439582.33333333,4486702,NA,NA
315.1813,SW,PostFenton,2192615,10271271,NA,NA
315.1813,SW,PreFenton,4421812.66666667,8137896,not adsorbed,NA
315.1966,HW,PostFenton,0,0,NA,NA
315.1966,HW,PreFenton,0,0,NA,NA
315.1966,SW,PostFenton,0,2001574,NA,new molecules
315.1966,SW,PreFenton,2370913.66666667,3869695.66666667,NA,NA
315.2177,HW,PostFenton,0,0,NA,NA
315.2177,HW,PreFenton,0,2238175.33333333,NA,new molecules
315.2177,SW,PostFenton,0,3516375.66666667,NA,new molecules
315.2177,SW,PreFenton,1711290.33333333,3063470.33333333,NA,NA
315.2541,HW,PostFenton,0,0,NA,NA
315.2541,HW,PreFenton,0,0,NA,NA
315.2541,SW,PostFenton,0,0,NA,NA
315.2541,SW,PreFenton,0,1442919.5,NA,new molecules
316.1514,HW,PostFenton,0,0,NA,NA
316.1514,HW,PreFenton,0,0,NA,NA
316.1514,SW,PostFenton,0,1608023,NA,new molecules
316.1514,SW,PreFenton,1417553.33333333,1447737.5,NA,NA
316.1878,HW,PostFenton,0,3252050,NA,new molecules
316.1878,HW,PreFenton,1853590.66666667,3666657.66666667,NA,NA
316.1878,SW,PostFenton,0,3918714.66666667,NA,new molecules
316.1878,SW,PreFenton,2388396.33333333,4356789.33333333,NA,NA
317.0303,HW,PostFenton,0,0,NA,NA
317.0303,HW,PreFenton,1765602,0,NA,NA
317.0303,SW,PostFenton,0,0,NA,NA
317.0303,SW,PreFenton,1772001.33333333,0,NA,NA
317.0514,HW,PostFenton,2130922.5,0,NA,NA
317.0514,HW,PreFenton,0,0,NA,NA
317.0514,SW,PostFenton,1731382,0,NA,NA
317.0514,SW,PreFenton,0,0,NA,NA
317.0667,HW,PostFenton,0,0,NA,NA
317.0667,HW,PreFenton,2117159.33333333,1578796.33333333,NA,NA
317.0667,SW,PostFenton,0,0,NA,NA
317.0667,SW,PreFenton,2481554.33333333,1479214,NA,NA
317.0878,HW,PostFenton,2547789,0,NA,NA
317.0878,HW,PreFenton,0,0,NA,NA
317.0878,SW,PostFenton,2470929.33333333,0,NA,NA
317.0878,SW,PreFenton,1467724.5,0,NA,NA
317.103,HW,PostFenton,0,0,NA,NA
317.103,HW,PreFenton,1814256,1687749,NA,NA
317.103,SW,PostFenton,0,0,NA,NA
317.103,SW,PreFenton,1980653.33333333,1709322,NA,NA
317.1064,HW,PostFenton,0,0,NA,NA
317.1064,HW,PreFenton,3452440.5,0,adsorbed,NA
317.1064,SW,PostFenton,0,0,NA,NA
317.1064,SW,PreFenton,5225112.66666667,0,adsorbed,NA
317.1242,HW,PostFenton,1995175.33333333,2686287.33333333,NA,NA
317.1242,HW,PreFenton,0,0,NA,NA
317.1242,SW,PostFenton,2780183,3501253,not adsorbed,NA
317.1242,SW,PreFenton,0,1555973,NA,new molecules
317.1394,HW,PostFenton,0,1569063.66666667,NA,new molecules
317.1394,HW,PreFenton,1564937,1807247,NA,NA
317.1394,SW,PostFenton,1593465.5,2473842,NA,NA
317.1394,SW,PreFenton,1675478,2423910,NA,NA
317.1606,HW,PostFenton,1540860,4013910,NA,NA
317.1606,HW,PreFenton,1928058.5,2693011,NA,NA
317.1606,SW,PostFenton,1807986.33333333,5674870,NA,NA
317.1606,SW,PreFenton,2128630.66666667,3715775.33333333,NA,NA
317.1759,HW,PostFenton,0,0,NA,NA
317.1759,HW,PreFenton,0,0,NA,NA
317.1759,SW,PostFenton,0,2095310,NA,new molecules
317.1759,SW,PreFenton,0,2334061,NA,new molecules
317.197,HW,PostFenton,0,1901489.66666667,NA,new molecules
317.197,HW,PreFenton,1853057.5,2859929.66666667,NA,NA
317.197,SW,PostFenton,0,5030609.33333333,NA,new molecules
317.197,SW,PreFenton,2540967.66666667,4535153,NA,NA
319.0459,HW,PostFenton,0,0,NA,NA
319.0459,HW,PreFenton,2865869.66666667,1758014,not adsorbed,NA
319.0459,SW,PostFenton,0,0,NA,NA
319.0459,SW,PreFenton,2808117,0,adsorbed,NA
319.067,HW,PostFenton,3488980.33333333,1519300,not adsorbed,NA
319.067,HW,PreFenton,0,0,NA,NA
319.067,SW,PostFenton,3622738,0,adsorbed,NA
319.067,SW,PreFenton,0,0,NA,NA
319.0823,HW,PostFenton,1802365,0,NA,NA
319.0823,HW,PreFenton,2783529.33333333,1637030.66666667,not adsorbed,NA
319.0823,SW,PostFenton,1627050.33333333,0,NA,NA
319.0823,SW,PreFenton,2700603,1698348.33333333,NA,NA
319.0857,HW,PostFenton,0,0,NA,NA
319.0857,HW,PreFenton,0,2170194.33333333,NA,new molecules
319.0857,SW,PostFenton,0,0,NA,NA
319.0857,SW,PreFenton,0,0,NA,NA
319.1035,HW,PostFenton,1862021,0,NA,NA
319.1035,HW,PreFenton,0,0,NA,NA
319.1035,SW,PostFenton,2248237.33333333,0,NA,NA
319.1035,SW,PreFenton,0,0,NA,NA
319.1187,HW,PostFenton,1684701,2943764,NA,NA
319.1187,HW,PreFenton,2278874.33333333,2003118,NA,NA
319.1187,SW,PostFenton,2048688.33333333,2939595,NA,NA
319.1187,SW,PreFenton,2564588.33333333,2835678,NA,NA
319.1398,HW,PostFenton,1443008,1824834.66666667,NA,NA
319.1398,HW,PreFenton,0,0,NA,NA
319.1398,SW,PostFenton,1584563.66666667,2568228.33333333,NA,NA
319.1398,SW,PreFenton,0,1633319,NA,new molecules
319.1551,HW,PostFenton,0,2065691,NA,new molecules
319.1551,HW,PreFenton,1719933,2387124.66666667,NA,NA
319.1551,SW,PostFenton,2121227.33333333,3653074,NA,NA
319.1551,SW,PreFenton,2117959.66666667,3450938.33333333,NA,NA
319.1762,HW,PostFenton,0,1644646,NA,new molecules
319.1762,HW,PreFenton,0,0,NA,NA
319.1762,SW,PostFenton,0,2768341.66666667,NA,new molecules
319.1762,SW,PreFenton,0,1786601,NA,new molecules
319.1915,HW,PostFenton,0,0,NA,NA
319.1915,HW,PreFenton,0,0,NA,NA
319.1915,SW,PostFenton,0,1920131,NA,new molecules
319.1915,SW,PreFenton,1585985.5,2754966.33333333,NA,NA
319.2126,HW,PostFenton,0,0,NA,NA
319.2126,HW,PreFenton,0,1734080,NA,new molecules
319.2126,SW,PostFenton,0,4428849.66666667,NA,new molecules
319.2126,SW,PreFenton,5024764,9109061.33333333,not adsorbed,NA
321.0252,HW,PostFenton,0,0,NA,NA
321.0252,HW,PreFenton,2750936,0,adsorbed,NA
321.0252,SW,PostFenton,0,0,NA,NA
321.0252,SW,PreFenton,2658787.66666667,0,NA,NA
321.0463,HW,PostFenton,2225597.33333333,0,NA,NA
321.0463,HW,PreFenton,0,0,NA,NA
321.0463,SW,PostFenton,2254151.5,0,NA,NA
321.0463,SW,PreFenton,0,0,NA,NA
321.0616,HW,PostFenton,2201962,0,NA,NA
321.0616,HW,PreFenton,3680222.66666667,1728554.66666667,not adsorbed,NA
321.0616,SW,PostFenton,2129229,0,NA,NA
321.0616,SW,PreFenton,3748842.33333333,1457883.5,not adsorbed,NA
321.0827,HW,PostFenton,7048302,4149130.66666667,not adsorbed,NA
321.0827,HW,PreFenton,1544308,2008366.66666667,NA,NA
321.0827,SW,PostFenton,7424507,3696855.66666667,not adsorbed,NA
321.0827,SW,PreFenton,1569577.5,1991262,NA,NA
321.098,HW,PostFenton,2661318,2368311.66666667,NA,NA
321.098,HW,PreFenton,2939535.33333333,2421298,not adsorbed,NA
321.098,SW,PostFenton,2653864,2628997.33333333,NA,NA
321.098,SW,PreFenton,3537904.66666667,2975841,not adsorbed,NA
321.1191,HW,PostFenton,0,1770780,NA,new molecules
321.1191,HW,PreFenton,0,0,NA,NA
321.1191,SW,PostFenton,1708374.66666667,1815859.66666667,NA,NA
321.1191,SW,PreFenton,0,0,NA,NA
321.1344,HW,PostFenton,2407883.66666667,3888020.33333333,NA,NA
321.1344,HW,PreFenton,3099115.33333333,3435833,not adsorbed,NA
321.1344,SW,PostFenton,3102553,5499446.66666667,not adsorbed,NA
321.1344,SW,PreFenton,3651063.33333333,4729619.33333333,not adsorbed,NA
321.1555,HW,PostFenton,0,0,NA,NA
321.1555,HW,PreFenton,0,0,NA,NA
321.1555,SW,PostFenton,0,1720207.66666667,NA,new molecules
321.1555,SW,PreFenton,2100393,2428098,NA,NA
321.1708,HW,PostFenton,0,2287259.66666667,NA,new molecules
321.1708,HW,PreFenton,2127943.33333333,2815979,NA,NA
321.1708,SW,PostFenton,1876135,3801490.33333333,NA,NA
321.1708,SW,PreFenton,2440104.33333333,4541551.33333333,NA,NA
321.2071,HW,PostFenton,0,0,NA,NA
321.2071,HW,PreFenton,0,0,NA,NA
321.2071,SW,PostFenton,0,0,NA,NA
321.2071,SW,PreFenton,0,1662241.33333333,NA,new molecules
321.2105,HW,PostFenton,0,2330158.5,NA,new molecules
321.2105,HW,PreFenton,0,0,NA,NA
321.2105,SW,PostFenton,0,1954714,NA,new molecules
321.2105,SW,PreFenton,0,0,NA,NA
322.1408,HW,PostFenton,0,0,NA,NA
322.1408,HW,PreFenton,0,1971204.66666667,NA,new molecules
322.1408,SW,PostFenton,0,0,NA,NA
322.1408,SW,PreFenton,0,0,NA,NA
323.0409,HW,PostFenton,2118239.33333333,0,NA,NA
323.0409,HW,PreFenton,3268087.66666667,1479298,not adsorbed,NA
323.0409,SW,PostFenton,2219004,0,NA,NA
323.0409,SW,PreFenton,3454630.33333333,0,adsorbed,NA
323.062,HW,PostFenton,5064461.66666667,0,adsorbed,NA
323.062,HW,PreFenton,0,0,NA,NA
323.062,SW,PostFenton,5115732.66666667,0,adsorbed,NA
323.062,SW,PreFenton,0,0,NA,NA
323.0772,HW,PostFenton,2999653.33333333,1630484,not adsorbed,NA
323.0772,HW,PreFenton,4104873.33333333,2122864.66666667,not adsorbed,NA
323.0772,SW,PostFenton,3402925,2138954.66666667,not adsorbed,NA
323.0772,SW,PreFenton,4773549,2410991.66666667,not adsorbed,NA
323.0984,HW,PostFenton,5629716,2893080.33333333,not adsorbed,NA
323.0984,HW,PreFenton,2303405.33333333,3308917.33333333,NA,NA
323.0984,SW,PostFenton,6396422,3105358.66666667,not adsorbed,NA
323.0984,SW,PreFenton,2310235.66666667,2166089.33333333,NA,NA
323.1136,HW,PostFenton,3504236,5086832.33333333,not adsorbed,NA
323.1136,HW,PreFenton,3923632.33333333,3894648.33333333,not adsorbed,NA
323.1136,SW,PostFenton,4132531.66666667,5839783,not adsorbed,NA
323.1136,SW,PreFenton,4347913.33333333,4927137.66666667,not adsorbed,NA
323.117,HW,PostFenton,0,0,NA,NA
