"","Forest","Treatment","Mass","intensity"
"2353","HW","PostFentonGoethite",411.2388,4656662.33333333
"2354","HW","PostFentonGoethite",412.1725,3151423.66666667
"2355","HW","PostFentonGoethite",412.1838,3029909.33333333
"2356","HW","PostFentonGoethite",412.2089,3368342.66666667
"2357","HW","PostFentonGoethite",412.2202,2332737.33333333
"2358","HW","PostFentonGoethite",413.0725,2668129
"2359","HW","PostFentonGoethite",413.1089,5466722.33333333
"2360","HW","PostFentonGoethite",413.1123,2254776
"2361","HW","PostFentonGoethite",413.1301,5468771.33333333
"2362","HW","PostFentonGoethite",413.1453,13040227.3333333
"2363","HW","PostFentonGoethite",413.1606,3566180
"2364","HW","PostFentonGoethite",413.1678,6075321.66666667
"2365","HW","PostFentonGoethite",413.1817,19096847.6666667
"2366","HW","PostFentonGoethite",413.197,4036197
"2367","HW","PostFentonGoethite",413.2042,8841829.66666667
"2368","HW","PostFentonGoethite",413.2181,12677734
"2369","HW","PostFentonGoethite",413.2406,5660604
"2370","HW","PostFentonGoethite",413.2545,2943420.66666667
"2371","HW","PostFentonGoethite",414.1518,2935083.33333333
"2372","HW","PostFentonGoethite",414.163,2757761
"2373","HW","PostFentonGoethite",414.1882,5586220.33333333
"2374","HW","PostFentonGoethite",414.1994,3538903.33333333
"2375","HW","PostFentonGoethite",414.2246,2241410.66666667
"2376","HW","PostFentonGoethite",414.2358,4017795
"2377","HW","PostFentonGoethite",415.0882,2487957.33333333
"2378","HW","PostFentonGoethite",415.0916,2615957.33333333
"2379","HW","PostFentonGoethite",415.1035,1807253.33333333
"2380","HW","PostFentonGoethite",415.1246,5596139.33333333
"2381","HW","PostFentonGoethite",415.128,2564075.33333333
"2382","HW","PostFentonGoethite",415.1398,4176875.33333333
"2383","HW","PostFentonGoethite",415.161,12861420
"2384","HW","PostFentonGoethite",415.1762,6489068
"2385","HW","PostFentonGoethite",415.1834,8213142.66666667
"2386","HW","PostFentonGoethite",415.1974,14955842
"2387","HW","PostFentonGoethite",415.2126,4839404.66666667
"2388","HW","PostFentonGoethite",415.2198,9259671.66666667
"2389","HW","PostFentonGoethite",415.2337,8603629
"2390","HW","PostFentonGoethite",415.2562,3628866.66666667
"2391","HW","PostFentonGoethite",415.2701,2157293.66666667
"2392","HW","PostFentonGoethite",416.1675,3665572.66666667
"2393","HW","PostFentonGoethite",416.1787,2960378
"2394","HW","PostFentonGoethite",416.2038,3037349
"2395","HW","PostFentonGoethite",416.2151,3521871.66666667
"2396","HW","PostFentonGoethite",417.0708,2101419.33333333
"2397","HW","PostFentonGoethite",417.1038,2192043.66666667
"2398","HW","PostFentonGoethite",417.1072,5533697
"2399","HW","PostFentonGoethite",417.1191,4044459.33333333
"2400","HW","PostFentonGoethite",417.1402,5029889
"2401","HW","PostFentonGoethite",417.1555,9573718
"2402","HW","PostFentonGoethite",417.1627,3039062
"2403","HW","PostFentonGoethite",417.1766,8869889.33333333
"2404","HW","PostFentonGoethite",417.1919,9809238.33333333
"2405","HW","PostFentonGoethite",417.1991,4824406.66666667
"2406","HW","PostFentonGoethite",417.2105,20667052
"2407","HW","PostFentonGoethite",417.213,10964993.3333333
"2408","HW","PostFentonGoethite",417.2283,4490753
"2409","HW","PostFentonGoethite",417.2355,4820993.33333333
"2410","HW","PostFentonGoethite",417.2494,3968854.33333333
"2411","HW","PostFentonGoethite",418.1831,2136406.66666667
"2412","HW","PostFentonGoethite",419.0865,2660006.33333333
"2413","HW","PostFentonGoethite",419.0984,2831185
"2414","HW","PostFentonGoethite",419.1195,2813947.33333333
"2415","HW","PostFentonGoethite",419.1307,7471440.66666667
"2416","HW","PostFentonGoethite",419.1348,9106086
"2417","HW","PostFentonGoethite",419.1559,4240379.33333333
"2418","HW","PostFentonGoethite",419.1711,15616677.6666667
"2419","HW","PostFentonGoethite",419.1923,5968549.33333333
"2420","HW","PostFentonGoethite",419.2075,9530704
"2421","HW","PostFentonGoethite",419.2287,5114192
"2422","HW","PostFentonGoethite",419.2439,3105445
"2423","HW","PostFentonGoethite",421.0776,2162824.66666667
"2424","HW","PostFentonGoethite",421.0988,3122141.66666667
"2425","HW","PostFentonGoethite",421.114,5995143.66666667
"2426","HW","PostFentonGoethite",421.1351,4874887.33333333
"2427","HW","PostFentonGoethite",421.1464,4097585.66666667
"2428","HW","PostFentonGoethite",421.1504,16534151
"2429","HW","PostFentonGoethite",421.1715,5117915.66666667
"2430","HW","PostFentonGoethite",421.1868,17401137
"2431","HW","PostFentonGoethite",421.2079,3023152.33333333
"2432","HW","PostFentonGoethite",421.2265,140341893.333333
"2433","HW","PostFentonGoethite",422.1304,2223898
"2434","HW","PostFentonGoethite",422.1668,2082243.66666667
"2435","HW","PostFentonGoethite",423.0933,3722834.66666667
"2436","HW","PostFentonGoethite",423.1144,11343783.3333333
"2437","HW","PostFentonGoethite",423.1297,10844071
"2438","HW","PostFentonGoethite",423.1508,5932283.66666667
"2439","HW","PostFentonGoethite",423.1661,18941179
"2440","HW","PostFentonGoethite",423.1872,4689488
"2441","HW","PostFentonGoethite",423.2024,14284708.6666667
"2442","HW","PostFentonGoethite",423.2388,4354637.66666667
"2443","HW","PostFentonGoethite",424.146,2681475.33333333
"2444","HW","PostFentonGoethite",425.0725,2188809.33333333
"2445","HW","PostFentonGoethite",425.0937,4554248
"2446","HW","PostFentonGoethite",425.1089,5512370.33333333
"2447","HW","PostFentonGoethite",425.1301,10575708
"2448","HW","PostFentonGoethite",425.1453,13700955.6666667
"2449","HW","PostFentonGoethite",425.1664,5166255.66666667
"2450","HW","PostFentonGoethite",425.1678,2408623.66666667
"2451","HW","PostFentonGoethite",425.1817,18647556.3333333
"2452","HW","PostFentonGoethite",425.197,1895854.66666667
"2453","HW","PostFentonGoethite",425.2042,4818777
"2454","HW","PostFentonGoethite",425.2181,10122413.6666667
"2455","HW","PostFentonGoethite",425.2406,3139074
"2456","HW","PostFentonGoethite",425.2578,9800193
"2457","HW","PostFentonGoethite",426.1994,3339222.66666667
"2458","HW","PostFentonGoethite",426.2246,2251392.33333333
"2459","HW","PostFentonGoethite",426.2358,1965013
"2460","HW","PostFentonGoethite",427.0882,2885888.33333333
"2461","HW","PostFentonGoethite",427.1093,8838228.66666667
"2462","HW","PostFentonGoethite",427.1246,6548563.66666667
"2463","HW","PostFentonGoethite",427.128,2636030
"2464","HW","PostFentonGoethite",427.1457,6909010.66666667
"2465","HW","PostFentonGoethite",427.161,13237329.6666667
"2466","HW","PostFentonGoethite",427.1762,3191035.66666667
"2467","HW","PostFentonGoethite",427.1834,5443323.66666667
"2468","HW","PostFentonGoethite",427.1974,15507194.6666667
"2469","HW","PostFentonGoethite",427.2126,3197860.33333333
"2470","HW","PostFentonGoethite",427.2198,7226788
"2471","HW","PostFentonGoethite",427.2337,7065336.66666667
"2472","HW","PostFentonGoethite",427.2562,4474956.66666667
"2473","HW","PostFentonGoethite",428.1675,2589041
"2474","HW","PostFentonGoethite",428.1787,3393563.33333333
"2475","HW","PostFentonGoethite",428.2038,3376154
"2476","HW","PostFentonGoethite",428.2151,4393326.66666667
"2477","HW","PostFentonGoethite",428.2515,3045911
"2478","HW","PostFentonGoethite",429.1038,2720230
"2479","HW","PostFentonGoethite",429.125,3857722
"2480","HW","PostFentonGoethite",429.1402,5881828
"2481","HW","PostFentonGoethite",429.1555,4236600.33333333
"2482","HW","PostFentonGoethite",429.1766,11898508.3333333
"2483","HW","PostFentonGoethite",429.1919,6313952.66666667
"2484","HW","PostFentonGoethite",429.1991,7530464
"2485","HW","PostFentonGoethite",429.213,12428255.6666667
"2486","HW","PostFentonGoethite",429.2283,3730057.33333333
"2487","HW","PostFentonGoethite",429.2355,6590771.33333333
