"Forest","Mass","fenton","PostGoethite","PreGoethite"
"SW",503.1042,"PostFenton",,2405535
"SW",503.1195,"PreFenton",1695736.33333333,4316070.66666667
"SW",503.1254,"PostFenton",,8412320.33333333
"SW",503.1406,"PostFenton",,2267809
"SW",503.1559,"PostFenton",2288911.33333333,
"SW",503.1559,"PreFenton",2485669,3856978.66666667
"SW",503.1618,"PostFenton",2128911.66666667,13850103.3333333
"SW",503.1618,"PreFenton",,2597459
"SW",503.177,"PostFenton",2092645.66666667,3100152
"SW",503.1923,"PostFenton",4718011.66666667,2660003.66666667
"SW",503.1923,"PreFenton",4189436,4038228
"SW",503.2134,"PostFenton",4830311.33333333,2522276.66666667
"SW",503.2134,"PreFenton",2640295.66666667,
"SW",503.2287,"PostFenton",6771474.66666667,
"SW",503.2287,"PreFenton",6664445.66666667,4510976
"SW",503.2498,"PostFenton",5329683.66666667,
"SW",503.2498,"PreFenton",5073492,2274731.33333333
"SW",503.265,"PostFenton",4999273.66666667,
"SW",503.265,"PreFenton",6784938.33333333,4154966.66666667
"SW",503.2862,"PostFenton",3021418.66666667,
"SW",503.2862,"PreFenton",4300374,2110380.66666667
"SW",503.3014,"PreFenton",3613953,2007128
"SW",503.3378,"PreFenton",2849709.66666667,
"SW",505.0624,"PreFenton",,3405804
"SW",505.0988,"PreFenton",,4256749.33333333
"SW",505.1199,"PostFenton",,1959682
"SW",505.1351,"PostFenton",,2117634.33333333
"SW",505.1351,"PreFenton",2105858.66666667,4667375
"SW",505.1563,"PostFenton",,1929646.33333333
"SW",505.1715,"PostFenton",4047723.66666667,3229273.33333333
"SW",505.1715,"PreFenton",3299673.66666667,4230810.66666667
"SW",505.1927,"PostFenton",2869953.66666667,2578181.33333333
"SW",505.2079,"PostFenton",7644695.33333333,3963824.66666667
"SW",505.2079,"PreFenton",5762054.33333333,4834972
"SW",505.229,"PostFenton",4636526,
"SW",505.229,"PreFenton",3457031,1821511.33333333
"SW",505.2443,"PostFenton",7594862.66666667,2478087.66666667
"SW",505.2443,"PreFenton",7941469,5090290.66666667
"SW",505.2654,"PostFenton",4264133,
"SW",505.2654,"PreFenton",5444958,2199880.66666667
"SW",505.2807,"PostFenton",3942938.66666667,
"SW",505.2807,"PreFenton",6332767,3544393.33333333
"SW",505.3018,"PreFenton",1832287.66666667,
"SW",505.3171,"PreFenton",2807136.33333333,
"SW",506.1385,"PostFenton",2341099,
"SW",506.1991,"PreFenton",6706910,2094954.33333333
"SW",507.0416,"PreFenton",,2419763.66666667
"SW",507.078,"PostFenton",,2216970
"SW",507.078,"PreFenton",,3998431.66666667
"SW",507.1144,"PostFenton",,2275510.66666667
"SW",507.1144,"PreFenton",,3970443.66666667
"SW",507.1355,"PostFenton",,2131298
"SW",507.1508,"PostFenton",2610795,2723341.66666667
"SW",507.1508,"PreFenton",2416733.66666667,4243170.33333333
"SW",507.1719,"PostFenton",2220140,2628281.33333333
"SW",507.1719,"PreFenton",2423902.33333333,1995832
"SW",507.1872,"PostFenton",5586882,4042767.33333333
"SW",507.1872,"PreFenton",4196105.66666667,4707043.66666667
"SW",507.1906,"PreFenton",2588767,
"SW",507.1942,"PostFenton",,1995620.66666667
"SW",507.2083,"PostFenton",3884653.66666667,
"SW",507.2083,"PreFenton",3413941.33333333,2567908
"SW",507.2236,"PostFenton",8334275.33333333,3718502.33333333
"SW",507.2236,"PreFenton",6408971.66666667,4734010
"SW",507.2447,"PostFenton",4166596.33333333,
"SW",507.2447,"PreFenton",2345740,
"SW",507.26,"PostFenton",6528282.33333333,
"SW",507.26,"PreFenton",6289506.33333333,4177296.66666667
"SW",507.2811,"PreFenton",2351374,
"SW",507.2963,"PostFenton",2632475.66666667,
"SW",507.2963,"PreFenton",4176313.33333333,2271292.66666667
"SW",508.1784,"PostFenton",,2054718
"SW",508.1784,"PreFenton",,2588423.33333333
"SW",509.0573,"PreFenton",,2511996.66666667
"SW",509.0937,"PostFenton",,2407016
"SW",509.0937,"PreFenton",,3464659
"SW",509.1301,"PostFenton",,2732308.33333333
"SW",509.1301,"PreFenton",,3756500
"SW",509.1512,"PostFenton",3357029.33333333,3410880
"SW",509.1512,"PreFenton",5204828.33333333,6527786.66666667
"SW",509.1664,"PostFenton",3792229.66666667,3928854
"SW",509.1664,"PreFenton",2756445,3778688.33333333
"SW",509.1876,"PostFenton",3713041,3272129.66666667
"SW",509.2028,"PostFenton",7151975,4449730
"SW",509.2028,"PreFenton",4322825,4129921.66666667
"SW",509.224,"PostFenton",3697682.33333333,
"SW",509.224,"PreFenton",2399924.66666667,
"SW",509.2392,"PostFenton",7665683,3318894.66666667
"SW",509.2392,"PreFenton",6240778.66666667,4204333.66666667
"SW",509.2756,"PostFenton",4536681.66666667,
"SW",509.2756,"PreFenton",4912993.33333333,2648708.33333333
"SW",509.312,"PreFenton",2274658.66666667,
"SW",510.1464,"PostFenton",,2062999.66666667
"SW",510.1828,"PostFenton",1895307,
"SW",511.0518,"PreFenton",,1834351
"SW",511.0729,"PostFenton",,2483391.66666667
"SW",511.0729,"PreFenton",,2425711.66666667
"SW",511.0882,"PreFenton",,2205211
"SW",511.0941,"PostFenton",,3364544.66666667
"SW",511.1093,"PostFenton",,2694849.33333333
"SW",511.1093,"PreFenton",,2826267.33333333
"SW",511.1246,"PreFenton",,2344647
"SW",511.1305,"PostFenton",3595692,7029954.33333333
"SW",511.1457,"PostFenton",,3229037.66666667
"SW",511.1457,"PreFenton",1624062.33333333,3358236.66666667
"SW",511.161,"PreFenton",,1893747
"SW",511.1668,"PostFenton",4927575.66666667,4342980
"SW",511.1821,"PostFenton",4581123,4100634
"SW",511.1821,"PreFenton",2785877,3232968.66666667
"SW",511.1974,"PreFenton",2026070,
"SW",511.2032,"PostFenton",5744046.33333333,3385883
"SW",511.2032,"PreFenton",2088022,
"SW",511.2185,"PostFenton",7158191,4182555.66666667
"SW",511.2185,"PreFenton",4509953,3673290
"SW",511.2337,"PreFenton",1874519,
"SW",511.2396,"PostFenton",2295386.33333333,
"SW",511.2396,"PreFenton",2032727,
"SW",511.2549,"PostFenton",7446960,2088306.33333333
"SW",511.2549,"PreFenton",6686978.66666667,3702304.66666667
"SW",511.2701,"PreFenton",2222509.66666667,
"SW",511.2913,"PostFenton",3053489.33333333,
"SW",511.2913,"PreFenton",3585284,
"SW",512.1621,"PostFenton",,2388206.33333333
"SW",512.2112,"PostFenton",2369657.66666667,
"SW",512.236,"PreFenton",1674362.66666667,
"SW",512.2726,"PostFenton",1855441,
"SW",512.2726,"PreFenton",2125435.66666667,
"SW",513.0675,"PreFenton",,2544395.33333333
"SW",513.0886,"PostFenton",,2396948.66666667
"SW",513.0886,"PreFenton",,2072502.66666667
"SW",513.1038,"PreFenton",,2888460.66666667
"SW",513.1097,"PostFenton",2808469,11511744
"SW",513.125,"PostFenton",,2784875
"SW",513.125,"PreFenton",,2225762.66666667
"SW",513.1402,"PreFenton",,2633656.66666667
"SW",513.1461,"PostFenton",7983595.33333333,12982209.3333333
"SW",513.1461,"PreFenton",3430041,3796238
"SW",513.1614,"PostFenton",2110614.33333333,3157442
"SW",513.1614,"PreFenton",,2294542.66666667
"SW",513.1766,"PreFenton",1794628.66666667,2208015.33333333
"SW",513.1825,"PostFenton",9253356.33333333,6120386.66666667
"SW",513.1825,"PreFenton",3193327.33333333,2199652.66666667
"SW",513.1977,"PostFenton",4457282.33333333,3716377
"SW",513.1977,"PreFenton",3288730.66666667,2735717
"SW",513.213,"PreFenton",2871622,2226619.33333333
"SW",513.2189,"PostFenton",4994883,2257519
"SW",513.2189,"PreFenton",1961798,
"SW",513.2341,"PostFenton",6904984.66666667,3082522.33333333
"SW",513.2341,"PreFenton",4051953.33333333,2628198.33333333
"SW",513.2494,"PostFenton",2616643.66666667,
"SW",513.2494,"PreFenton",3472540,2089746
"SW",513.2705,"PostFenton",7000217.66666667,
"SW",513.2705,"PreFenton",7911069,3163410.33333333
"SW",513.2858,"PreFenton",3119944,
"SW",513.3069,"PreFenton",2306206,
"SW",513.3103,"PostFenton",1955312,
"SW",513.3222,"PostFenton",1976304.33333333,
"SW",514.2517,"PostFenton",2226356.66666667,
"SW",514.2517,"PreFenton",1949371.33333333,
"SW",515.0467,"PreFenton",,2332154
"SW",515.0679,"PostFenton",,1859596
"SW",515.0831,"PreFenton",,3128656.66666667
"SW",515.1042,"PostFenton",,2208525.33333333
"SW",515.1195,"PreFenton",,3125244.66666667
"SW",515.1254,"PostFenton",6732320,30797155.6666667
"SW",515.1254,"PreFenton",2394153.33333333,2572967.33333333
"SW",515.1406,"PostFenton",,2601316.33333333
"SW",515.1406,"PreFenton",,1693522.66666667
"SW",515.1559,"PreFenton",1869866.33333333,2540712
"SW",515.1618,"PostFenton",10319051.6666667,14138725
"SW",515.1618,"PreFenton",3215573.33333333,4247208.66666667
"SW",515.177,"PostFenton",1845281.33333333,3085840
"SW",515.1923,"PostFenton",2732748.33333333,
"SW",515.1923,"PreFenton",3407915.66666667,4640084
"SW",515.1981,"PostFenton",3821772.66666667,3077819.66666667
"SW",515.2134,"PostFenton",4729378,3025425.33333333
"SW",515.2134,"PreFenton",3568001.33333333,2243754.33333333
"SW",515.2287,"PostFenton",4450509,
"SW",515.2287,"PreFenton",4967468.66666667,3391317.33333333
"SW",515.2498,"PostFenton",6371875,1864040
"SW",515.2498,"PreFenton",4256471.66666667,2036224.66666667
"SW",515.265,"PostFenton",3506808.66666667,
"SW",515.265,"PreFenton",4617944,2707969.33333333
"SW",515.2862,"PostFenton",3909497.33333333,
"SW",515.2862,"PreFenton",5248046.33333333,2095788.66666667
"SW",515.3014,"PreFenton",3949614.33333333,
"SW",517.0624,"PreFenton",,3300412.66666667
"SW",517.0988,"PreFenton",,3725715
"SW",517.1351,"PreFenton",,3437289.33333333
"SW",517.141,"PostFenton",7227978.33333333,48923391.6666667
"SW",517.141,"PreFenton",2762161.33333333,3855422.66666667
"SW",517.1563,"PostFenton",,2136320.33333333
"SW",517.1715,"PostFenton",2250997.66666667,1797889
"SW",517.1715,"PreFenton",2398642,2998677.33333333
"SW",517.1774,"PostFenton",,6125654.33333333
"SW",517.1927,"PostFenton",2222326,2745431
"SW",517.2079,"PostFenton",4898379.66666667,
"SW",517.2079,"PreFenton",4096776,3792620
"SW",517.229,"PostFenton",5093281.66666667,2102189.66666667
"SW",517.229,"PreFenton",3829512.33333333,1970754
"SW",517.2443,"PostFenton",6000204.33333333,
"SW",517.2443,"PreFenton",6997768.66666667,4412482.33333333
"SW",517.2654,"PostFenton",5624055.33333333,
"SW",517.2654,"PreFenton",6765321.33333333,2328643.33333333
"SW",517.2807,"PostFenton",3818402.66666667,
"SW",517.2807,"PreFenton",4931337.66666667,3274136.66666667
"SW",517.3018,"PostFenton",2119842.66666667,
"SW",517.3018,"PreFenton",2481418,
"SW",517.3171,"PreFenton",3307103.33333333,2201498
"SW",519.0416,"PreFenton",,1867386.66666667
"SW",519.078,"PreFenton",,3393659.66666667
"SW",519.1144,"PreFenton",,3876306
"SW",519.1508,"PreFenton",2007000.33333333,3455443.33333333
"SW",519.1567,"PostFenton",,43724265.6666667
"SW",519.1567,"PreFenton",,2808958
"SW",519.1719,"PostFenton",,1947284.66666667
"SW",519.1872,"PostFenton",4164202,2864618.66666667
"SW",519.1872,"PreFenton",3147395.33333333,3555113.66666667
"SW",519.2083,"PostFenton",2298644.66666667,1968448.33333333
"SW",519.2236,"PostFenton",6916031.33333333,2950635.66666667
"SW",519.2236,"PreFenton",5732142.66666667,4335402.66666667
"SW",519.2447,"PostFenton",4097642.66666667,
"SW",519.2447,"PreFenton",3947652.66666667,
"SW",519.26,"PostFenton",6413248,
"SW",519.26,"PreFenton",7598554,4504705.33333333
"SW",519.2811,"PostFenton",3548949.66666667,
"SW",519.2811,"PreFenton",5807919.66666667,
"SW",519.2963,"PostFenton",2948203,
"SW",519.2963,"PreFenton",4794842.33333333,2668503.33333333
"SW",519.3327,"PreFenton",2104624.66666667,
"SW",521.0573,"PreFenton",,2564619.33333333
"SW",521.0937,"PreFenton",,3296609.66666667
"SW",521.1301,"PostFenton",,2154698.66666667
"SW",521.1301,"PreFenton",,3571896.33333333
"SW",521.1664,"PostFenton",2636412.66666667,2682400.66666667
"SW",521.1664,"PreFenton",2323103,3479907.66666667
"SW",521.1876,"PostFenton",2464552,2105718.66666667
"SW",521.2028,"PostFenton",5484157.33333333,3830306
"SW",521.2028,"PreFenton",4576757,4503397
"SW",521.224,"PostFenton",2471720.33333333,
"SW",521.2392,"PostFenton",7408253.66666667,3129720
"SW",521.2392,"PreFenton",6046197.33333333,4190053.66666667
"SW",521.2603,"PostFenton",3242450.66666667,
"SW",521.2603,"PreFenton",2608459,
"SW",521.2756,"PostFenton",5729917.66666667,
"SW",521.2756,"PreFenton",7137440.33333333,4173329.66666667
"SW",521.312,"PreFenton",3099297,2043751.66666667
"SW",523.0729,"PostFenton",,2050979.66666667
"SW",523.0729,"PreFenton",,2561262
"SW",523.1093,"PostFenton",,2279161.66666667
"SW",523.1093,"PreFenton",,3087598.66666667
"SW",523.1305,"PostFenton",,2949541.33333333
"SW",523.1457,"PostFenton",,2498299
"SW",523.1457,"PreFenton",,3634416
"SW",523.1668,"PostFenton",1983280.66666667,2437883.33333333
"SW",523.1668,"PreFenton",1854812,
"SW",523.1821,"PostFenton",3873414,3397542.33333333
"SW",523.1821,"PreFenton",2709340,3425520.66666667
"SW",523.2032,"PostFenton",3108485.66666667,2006524
"SW",523.2185,"PostFenton",6772699,3709863.33333333
"SW",523.2185,"PreFenton",4865884.33333333,4521543.33333333
"SW",523.2396,"PostFenton",2494769,
"SW",523.2549,"PostFenton",6888070.33333333,2290941.33333333
"SW",523.2549,"PreFenton",5825713.66666667,3838536
"SW",523.2913,"PostFenton",3850032.66666667,
"SW",523.2913,"PreFenton",4575068.66666667,2566388
"SW",523.3276,"PreFenton",1851570.33333333,
"SW",525.0675,"PreFenton",,1798092
"SW",525.0886,"PostFenton",,2191650.66666667
"SW",525.0886,"PreFenton",,2115874
"SW",525.1038,"PreFenton",,2267426.66666667
"SW",525.1097,"PostFenton",,2812024.66666667
"SW",525.125,"PostFenton",,2162979.33333333
"SW",525.125,"PreFenton",,2585720
"SW",525.1402,"PreFenton",,2132259.33333333
"SW",525.1461,"PostFenton",3395887.66666667,7269326.66666667
"SW",525.1461,"PreFenton",,1761486
"SW",525.1614,"PostFenton",2012975.66666667,3165817.33333333
"SW",525.1614,"PreFenton",2266639,2978595.66666667
"SW",525.1825,"PostFenton",3463130.33333333,3541284.66666667
"SW",525.1977,"PostFenton",4682373,4189818
"SW",525.1977,"PreFenton",3352079,5753807.33333333
"SW",525.213,"PreFenton",1727673.66666667,
"SW",525.2189,"PostFenton",4196655.66666667,
"SW",525.2189,"PreFenton",2116964.33333333,
"SW",525.2341,"PostFenton",7040303.66666667,3351504.33333333
"SW",525.2341,"PreFenton",4988772.33333333,3475408
"SW",525.2705,"PostFenton",5019951.33333333,
"SW",525.2705,"PreFenton",4160356.33333333,2824486.66666667
"SW",525.3069,"PreFenton",2784953.66666667,
"SW",526.1777,"PostFenton",2138241,2204982.66666667
"SW",526.2882,"PreFenton",2043407.33333333,
"SW",527.0679,"PostFenton",,2049946.66666667
"SW",527.0831,"PreFenton",,2213030.66666667
"SW",527.089,"PostFenton",,2666309.66666667
"SW",527.089,"PreFenton",5315427.66666667,1922556
"SW",527.1042,"PostFenton",,2010267
"SW",527.1042,"PreFenton",,2219175
"SW",527.1195,"PreFenton",,2613586
"SW",527.1254,"PostFenton",2009894,8124742.33333333
"SW",527.1406,"PostFenton",,2356379.66666667
"SW",527.1406,"PreFenton",,2002856
"SW",527.1559,"PreFenton",,2164733.33333333
"SW",527.1618,"PostFenton",12033317.3333333,8836081.66666667
"SW",527.1618,"PreFenton",12222990.3333333,9957032
"SW",527.177,"PostFenton",2567461.33333333,3162268.33333333
"SW",527.177,"PreFenton",,2044243.66666667
"SW",527.1981,"PostFenton",6309157.33333333,3539613
"SW",527.2134,"PostFenton",4644815.66666667,3593885
"SW",527.2134,"PreFenton",2552675.33333333,2345300.33333333
"SW",527.2287,"PreFenton",2558648.66666667,1912831.33333333
"SW",527.2345,"PostFenton",2433999.66666667,
"SW",527.2498,"PostFenton",7274789,2495816.33333333
"SW",527.2498,"PreFenton",4936206,2814122.33333333
"SW",527.265,"PostFenton",2273658,
"SW",527.265,"PreFenton",3018595.33333333,1828181.33333333
"SW",527.2862,"PostFenton",3661263.33333333,
"SW",527.2862,"PreFenton",3296099.33333333,1799339.33333333
"SW",528.1511,"PostFenton",3673202.66666667,
"SW",528.1511,"PreFenton",,3982697
"SW",528.157,"PostFenton",,2604032.33333333
"SW",529.0624,"PreFenton",,2366673.33333333
"SW",529.0988,"PreFenton",,2724562.33333333
"SW",529.1046,"PostFenton",,4892344
"SW",529.1199,"PostFenton",,2032909.33333333
"SW",529.1351,"PreFenton",,2912637.66666667
"SW",529.141,"PostFenton",6899645.66666667,18125838
"SW",529.141,"PreFenton",,2108115
"SW",529.1563,"PostFenton",,1995790
"SW",529.1715,"PreFenton",2154500.66666667,2595881
"SW",529.1774,"PostFenton",7244392,7242766
"SW",529.1774,"PreFenton",2082650,1741011.66666667
"SW",529.1927,"PostFenton",2154087.66666667,2516153
"SW",529.2079,"PostFenton",2626322,
"SW",529.2079,"PreFenton",3288921.66666667,2563967
"SW",529.2138,"PostFenton",2443367.33333333,
"SW",529.229,"PostFenton",4845500.33333333,2376889.33333333
"SW",529.229,"PreFenton",2543279,1837269
"SW",529.2443,"PostFenton",3704423,
"SW",529.2443,"PreFenton",4025177.66666667,2767914.66666667
"SW",529.2654,"PostFenton",7922278.66666667,
"SW",529.2654,"PreFenton",7849817.33333333,3089792.33333333
"SW",529.2807,"PostFenton",3262054.66666667,
"SW",529.2807,"PreFenton",4474713,2524373.66666667
"SW",529.3018,"PreFenton",2221400.66666667,
"SW",530.1294,"PreFenton",2285906.66666667,
"SW",531.0416,"PreFenton",,1714680
"SW",531.078,"PreFenton",,2947832.66666667
"SW",531.1144,"PreFenton",,3464953
"SW",531.1203,"PostFenton",,9137188.66666667
"SW",531.1508,"PreFenton",,2944079
"SW",531.1567,"PostFenton",4636920,17847333
"SW",531.1567,"PreFenton",,1755044.33333333
"SW",531.1719,"PostFenton",,1847418.66666667
"SW",531.1872,"PostFenton",2702242,
"SW",531.1872,"PreFenton",2622109,2800207.66666667
"SW",531.1931,"PostFenton",2301346,3821264
"SW",531.2083,"PostFenton",2451020.66666667,2456442.66666667
"SW",531.2083,"PreFenton",2577053,
"SW",531.2236,"PostFenton",4722593.33333333,
"SW",531.2236,"PreFenton",4907847.33333333,3374843.33333333
"SW",531.2447,"PostFenton",5337676,
"SW",531.2447,"PreFenton",3303410,
"SW",531.26,"PostFenton",5113419.66666667,
"SW",531.26,"PreFenton",5557063.33333333,3413585.33333333
"SW",531.2811,"PostFenton",5286475.33333333,
"SW",531.2811,"PreFenton",8554311,2234108.33333333
"SW",531.2963,"PostFenton",3566838,
"SW",531.2963,"PreFenton",4843676,2867794
"SW",533.0573,"PreFenton",,2512496
"SW",533.0937,"PreFenton",,3395355.33333333
"SW",533.1301,"PreFenton",,3792667.66666667
"SW",533.1359,"PostFenton",,8669580
"SW",533.1664,"PostFenton",2077909.33333333,
"SW",533.1664,"PreFenton",2201561.33333333,3035932
"SW",533.1723,"PostFenton",,4676663
"SW",533.2028,"PostFenton",4836223.66666667,2482231.33333333
"SW",533.2028,"PreFenton",3446574,2985415.33333333
"SW",533.224,"PostFenton",2824233.66666667,
"SW",533.2392,"PostFenton",6888660,2624908.33333333
"SW",533.2392,"PreFenton",6216493.33333333,4018632
"SW",533.2603,"PostFenton",4494889.33333333,
"SW",533.2603,"PreFenton",3854807.66666667,
"SW",533.2756,"PostFenton",5456766.33333333,
"SW",533.2756,"PreFenton",6039341,3184072.66666667
"SW",533.2967,"PostFenton",3000360.33333333,
"SW",533.2967,"PreFenton",5487404.66666667,
"SW",533.312,"PostFenton",2679165.66666667,
"SW",533.312,"PreFenton",4252119,2270153
"SW",535.0729,"PreFenton",,2722616.33333333
"SW",535.1093,"PreFenton",,3125048.66666667
"SW",535.134,"PostFenton",2440194.66666667,1886958
"SW",535.1457,"PreFenton",,3329166.33333333
"SW",535.1516,"PostFenton",,2030489
"SW",535.1821,"PostFenton",3041964.33333333,2802414.33333333
"SW",535.1821,"PreFenton",2958947,4202297.66666667
"SW",535.2185,"PostFenton",5976918,2651886.66666667
"SW",535.2185,"PreFenton",4517303.33333333,3495738.33333333
"SW",535.2396,"PostFenton",3173205.33333333,
"SW",535.2396,"PreFenton",2004577.66666667,
"SW",535.2549,"PostFenton",7245653.33333333,2465689.66666667
"SW",535.2549,"PreFenton",6461196.33333333,3951077.33333333
"SW",535.276,"PostFenton",3245567.33333333,
"SW",535.276,"PreFenton",2498486.33333333,
"SW",535.2913,"PostFenton",4305748.33333333,
"SW",535.2913,"PreFenton",5003702.33333333,2527547
"SW",535.3276,"PreFenton",2852448,
"SW",537.0886,"PreFenton",,2594129
"SW",537.125,"PreFenton",,2715302.66666667
"SW",537.1614,"PostFenton",,2199969.33333333
"SW",537.1614,"PreFenton",,3637415
"SW",537.1825,"PostFenton",1761405.33333333,
"SW",537.1977,"PostFenton",4337447,3077025.66666667
"SW",537.1977,"PreFenton",2865893.33333333,2736636.66666667
"SW",537.2189,"PostFenton",2217468.33333333,
"SW",537.2341,"PostFenton",6902225,3127372.33333333
"SW",537.2341,"PreFenton",4402234,3308029.33333333
"SW",537.2553,"PostFenton",4338128.33333333,
"SW",537.2553,"PreFenton",9221860.33333333,5964968
"SW",537.2705,"PostFenton",6419578.66666667,1722785.66666667
"SW",537.2705,"PreFenton",5714318.66666667,3451389.66666667
"SW",537.3069,"PostFenton",2517796.33333333,
"SW",537.3069,"PreFenton",3452131,
"SW",539.1042,"PreFenton",,2016953.66666667
"SW",539.1195,"PreFenton",,1772559.33333333
"SW",539.1254,"PostFenton",2849013,4355494
"SW",539.1254,"PreFenton",1694052,
"SW",539.1406,"PreFenton",,1944933
"SW",539.1618,"PostFenton",2757022.33333333,2972752.66666667
"SW",539.177,"PostFenton",2619123.33333333,2492667.33333333
"SW",539.177,"PreFenton",,2139493
"SW",539.1981,"PostFenton",2991005.33333333,
"SW",539.2134,"PostFenton",5201650.33333333,2958075.33333333
"SW",539.2134,"PreFenton",3051532.33333333,2967056
"SW",539.2345,"PostFenton",2625777.66666667,
"SW",539.2498,"PostFenton",6306203.66666667,2431568.33333333
"SW",539.2498,"PreFenton",3941729,2526224.33333333
"SW",539.2709,"PostFenton",1926214,
"SW",539.2709,"PreFenton",2105867.33333333,
"SW",539.2862,"PostFenton",4360261.33333333,
"SW",539.2862,"PreFenton",4476255.66666667,2249744.66666667
"SW",539.3073,"PostFenton",1894981,
"SW",539.3226,"PreFenton",1862153.66666667,
"SW",540.157,"PostFenton",,2116859.66666667
"SW",540.1934,"PostFenton",2081836,
"SW",541.0624,"PreFenton",,1887773
"SW",541.0988,"PreFenton",,1873608
"SW",541.1046,"PostFenton",,2935548
"SW",541.1046,"PreFenton",3653254,
"SW",541.1199,"PostFenton",,1644796.33333333
"SW",541.1199,"PreFenton",,1789896
"SW",541.1351,"PreFenton",,2104520
"SW",541.141,"PostFenton",6231738.66666667,9209596
"SW",541.1774,"PostFenton",9744057.66666667,5593852
"SW",541.1774,"PreFenton",4166276.33333333,3337075
"SW",541.1927,"PostFenton",2845710.66666667,2493009.33333333
"SW",541.1927,"PreFenton",,1899549.66666667
"SW",541.2138,"PostFenton",4363960.33333333,1965819.66666667
"SW",541.229,"PostFenton",5243576.33333333,2924454.66666667
"SW",541.229,"PreFenton",3193816.33333333,2278259.33333333
"SW",541.2443,"PreFenton",2419159.33333333,
"SW",541.2502,"PostFenton",1803447.33333333,
"SW",541.2654,"PostFenton",5456567.33333333,
"SW",541.2654,"PreFenton",3540951,2086003.33333333
"SW",541.3018,"PostFenton",2404704.33333333,
"SW",541.3018,"PreFenton",2530433,
"SW",542.1727,"PostFenton",,2527653.66666667
"SW",542.283,"PreFenton",1675280,
"SW",543.078,"PreFenton",,2198907
"SW",543.1144,"PreFenton",,2527952.66666667
"SW",543.1203,"PostFenton",,5646414.66666667
"SW",543.1508,"PreFenton",,2388859.33333333
"SW",543.1567,"PostFenton",8612817.66666667,14558286.6666667
"SW",543.1567,"PreFenton",2528161,3517990
"SW",543.1719,"PostFenton",,1831844
"SW",543.1872,"PreFenton",2152181.33333333,
"SW",543.1931,"PostFenton",5216208.66666667,3723001.33333333
"SW",543.2083,"PostFenton",2263674.66666667,2262265.33333333
"SW",543.2236,"PostFenton",2478714.66666667,
"SW",543.2236,"PreFenton",2779039,2199419.66666667
"SW",543.2447,"PostFenton",5756537.66666667,2107812
"SW",543.2447,"PreFenton",3302984.66666667,1825147.33333333
"SW",543.26,"PostFenton",3059321.33333333,
"SW",543.26,"PreFenton",3447027.33333333,2177062.33333333
"SW",543.2811,"PostFenton",3989453.66666667,
"SW",543.2811,"PreFenton",3018653.33333333,
"SW",543.2963,"PreFenton",1860679.33333333,
"SW",543.3175,"PreFenton",1830982.66666667,
"SW",545.0573,"PreFenton",,2046675.33333333
"SW",545.0937,"PreFenton",,2688382
"SW",545.0996,"PostFenton",,2337524.33333333
"SW",545.0996,"PreFenton",3984569.66666667,2072446
"SW",545.1288,"PreFenton",5819918.33333333,4569299.66666667
"SW",545.1359,"PostFenton",,11671284.3333333
"SW",545.1664,"PreFenton",,2438697
"SW",545.1723,"PostFenton",6977082.66666667,12246772
"SW",545.1723,"PreFenton",5366626.33333333,6458579.66666667
"SW",545.2028,"PostFenton",2915215,
"SW",545.2028,"PreFenton",2679137.66666667,2389545
"SW",545.2087,"PostFenton",2238692.33333333,2513481.33333333
"SW",545.224,"PostFenton",2792163.66666667,1781150.66666667
"SW",545.2392,"PostFenton",4263139,
"SW",545.2392,"PreFenton",3741877.33333333,2791294.33333333
"SW",545.2603,"PostFenton",6272226.33333333,
"SW",545.2603,"PreFenton",3746655.33333333,
"SW",545.2756,"PostFenton",4307511.33333333,
"SW",545.2756,"PreFenton",4464479,2744361
"SW",545.2967,"PostFenton",2744033.33333333,
"SW",545.2967,"PreFenton",2455390.33333333,
"SW",545.312,"PreFenton",1731251,
"SW",547.0729,"PreFenton",,2442107.33333333
"SW",547.1093,"PreFenton",,2661072.66666667
"SW",547.1457,"PreFenton",,2946598
"SW",547.1516,"PostFenton",,10026732.3333333
"SW",547.1821,"PostFenton",2217803.33333333,1771841.33333333
"SW",547.1821,"PreFenton",2027978,2204710
"SW",547.188,"PostFenton",,2660417.33333333
"SW",547.2185,"PostFenton",4623519.33333333,2100118.66666667
"SW",547.2185,"PreFenton",3390579.33333333,2896080.33333333
"SW",547.2396,"PostFenton",3050995.66666667,
"SW",547.2549,"PostFenton",5379230,
"SW",547.2549,"PreFenton",4711197,3280080.33333333
"SW",547.276,"PostFenton",4431687.66666667,
"SW",547.276,"PreFenton",5356657.66666667,
"SW",547.2913,"PostFenton",4455580.66666667,
"SW",547.2913,"PreFenton",4792433,2805968.33333333
"SW",547.3124,"PreFenton",2340464,
"SW",548.2097,"PostFenton",2079526.66666667,
"SW",548.2097,"PreFenton",1776891.66666667,
"SW",549.0886,"PreFenton",,2347037.66666667
"SW",549.125,"PreFenton",,3143538.33333333
"SW",549.1496,"PostFenton",2569477.33333333,
"SW",549.1496,"PreFenton",2199940.66666667,
"SW",549.1614,"PostFenton",,1725324.66666667
"SW",549.1614,"PreFenton",,2907847.66666667
"SW",549.1672,"PostFenton",,2769292.66666667
"SW",549.1977,"PostFenton",3488174.33333333,2371980.66666667
"SW",549.1977,"PreFenton",3220867,3321031.33333333
