soil,Forest,Treatment,Mass,Class,intensity
Soil_3,HW,PreFenton,497.2756,Protein,1760403
Soil_3,HW,PreFenton,499.1305,Carb,3174144
Soil_3,HW,PreFenton,499.1668,Carb,3316482
Soil_3,HW,PreFenton,499.1821,Lignin,1513987
Soil_3,HW,PreFenton,499.2185,Protein,1741573
Soil_3,HW,PreFenton,499.2337,Lignin,2779398
Soil_3,HW,PreFenton,499.2549,Protein,1784583
Soil_3,HW,PreFenton,501.1461,Carb,3682164
Soil_3,HW,PreFenton,501.1766,Lignin,2256757
Soil_3,HW,PreFenton,501.213,Lignin,3159927
Soil_3,HW,PreFenton,501.2494,Lignin,3799929
Soil_3,HW,PreFenton,501.2858,Lignin,2672508
Soil_3,HW,PreFenton,503.1559,Lignin,2405858
Soil_3,HW,PreFenton,503.1923,Lignin,3449828
Soil_3,HW,PreFenton,503.265,Lignin,3449832
Soil_3,HW,PreFenton,505.1715,Lignin,3110987
Soil_3,HW,PreFenton,505.2079,Lignin,3844173
Soil_3,HW,PreFenton,505.2443,Lignin,4168783
Soil_3,HW,PreFenton,505.2807,Lipid,2961489
Soil_3,HW,PreFenton,507.078,Lignin,2827432
Soil_3,HW,PreFenton,507.1144,Lignin,3160234
Soil_3,HW,PreFenton,507.1508,Lignin,3366059
Soil_3,HW,PreFenton,507.1872,Lignin,3555501
Soil_3,HW,PreFenton,507.2236,Lignin,3626159
Soil_3,HW,PreFenton,509.0937,Lignin,3132673
Soil_3,HW,PreFenton,509.1512,Carb,4319492
Soil_3,HW,PreFenton,509.1664,Lignin,2867460
Soil_3,HW,PreFenton,509.2028,Lignin,2633990
Soil_3,HW,PreFenton,509.2392,Lignin,3335431
Soil_3,HW,PreFenton,509.2756,Protein,1746697
Soil_3,HW,PreFenton,511.1457,Lignin,2365265
Soil_3,HW,PreFenton,511.1821,Lignin,2456914
Soil_3,HW,PreFenton,511.2185,Lignin,1975124
Soil_3,HW,PreFenton,513.1461,Carb,5443987
Soil_3,HW,PreFenton,513.1825,Carb,1614740
Soil_3,HW,PreFenton,513.2494,Lignin,2436502
Soil_3,HW,PreFenton,513.2705,Protein,1826199
Soil_3,HW,PreFenton,515.1618,Carb,2537417
Soil_3,HW,PreFenton,515.1923,Lignin,2766793
Soil_3,HW,PreFenton,515.2134,Protein,1553866
Soil_3,HW,PreFenton,515.2287,Lignin,3864010
Soil_3,HW,PreFenton,515.265,Lignin,3393995
Soil_3,HW,PreFenton,517.141,Carb,2253806
Soil_3,HW,PreFenton,517.1715,Lignin,2193391
Soil_3,HW,PreFenton,517.2079,Lignin,3794415
Soil_3,HW,PreFenton,517.2443,Lignin,4103664
Soil_3,HW,PreFenton,517.2807,Lignin,3185136
Soil_3,HW,PreFenton,519.1872,Lignin,3027461
Soil_3,HW,PreFenton,519.2963,Lipid,2615302
Soil_3,HW,PreFenton,521.1301,Lignin,2756620
Soil_3,HW,PreFenton,521.1664,Lignin,2788876
Soil_3,HW,PreFenton,521.2028,Lignin,3568140
Soil_3,HW,PreFenton,521.2392,Lignin,3235340
Soil_3,HW,PreFenton,521.2756,Protein,2352140
Soil_3,HW,PreFenton,523.1093,Lignin,2755078
Soil_3,HW,PreFenton,523.1821,Lignin,2489861
Soil_3,HW,PreFenton,523.2185,Lignin,2839045
Soil_3,HW,PreFenton,523.2549,Lignin,2554885
Soil_3,HW,PreFenton,525.1614,Lignin,2249200
Soil_3,HW,PreFenton,525.2705,Protein,1556975
Soil_3,HW,PreFenton,527.2498,Protein,1522125
Soil_3,HW,PreFenton,529.2443,Lignin,2778526
Soil_3,HW,PreFenton,529.2654,Protein,1531293
Soil_3,HW,PreFenton,529.2807,Lignin,2342301
Soil_3,HW,PreFenton,531.1872,Lignin,2164581
Soil_3,HW,PreFenton,531.2236,Lignin,2930020
Soil_3,HW,PreFenton,531.26,Lignin,3073379
Soil_3,HW,PreFenton,533.2756,Lignin,2566428
Soil_3,HW,PreFenton,533.312,Lipid,2146587
Soil_3,HW,PreFenton,535.1821,Lignin,2898128
Soil_3,HW,PreFenton,535.2185,Lignin,2718927
Soil_3,HW,PreFenton,535.2549,Lignin,2793677
Soil_3,HW,PreFenton,535.2913,Protein,1824972
Soil_3,HW,PreFenton,537.2341,Lignin,1918580
Soil_3,HW,PreFenton,537.2705,Protein,2038387
Soil_3,HW,PreFenton,539.2134,Lignin,1767955
Soil_3,HW,PreFenton,539.2498,Lignin,1485329
Soil_3,HW,PreFenton,539.2862,Protein,1596431
Soil_3,HW,PreFenton,541.1774,Carb,6326186
Soil_3,HW,PreFenton,543.1567,Carb,3576633
Soil_3,HW,PreFenton,543.2236,Lignin,1671477
Soil_3,HW,PreFenton,543.26,Lignin,2054451
Soil_3,HW,PreFenton,547.1821,Lignin,2261055
Soil_3,HW,PreFenton,547.2185,Lignin,2661949
Soil_3,HW,PreFenton,547.2549,Lignin,2721339
Soil_3,HW,PreFenton,547.2913,Lignin,2390072
Soil_3,HW,PreFenton,549.1614,Lignin,1956796
Soil_3,HW,PreFenton,549.2705,Lignin,2205108
Soil_3,HW,PreFenton,551.177,Lignin,1657137
Soil_3,HW,PreFenton,551.2134,Lignin,2553135
Soil_3,HW,PreFenton,551.2498,Lignin,2075436
Soil_3,HW,PreFenton,551.2862,Protein,1533225
Soil_3,HW,PreFenton,553.2654,Protein,1522333
Soil_3,HW,PreFenton,559.1516,Carb,2226921
Soil_3,HW,PreFenton,559.2549,Lignin,2098914
Soil_3,HW,PreFenton,561.2341,Lignin,2363979
Soil_3,HW,PreFenton,561.2705,Lignin,1513545
Soil_3,HW,PreFenton,563.2134,Lignin,1817012
Soil_3,HW,PreFenton,563.2498,Lignin,1958322
Soil_3,HW,PreFenton,563.2862,Lignin,1694127
Soil_3,HW,PreFenton,565.1927,Lignin,2018590
Soil_3,HW,PreFenton,571.188,Carb,1433435
Soil_3,HW,PreFenton,575.2498,Lignin,1652278
Soil_3,HW,PreFenton,587.1829,Carb,2586418
Soil_3,HW,PreFenton,603.1778,Carb,4087806
Soil_3,HW,PreFenton,608.2308,AminoSugar,3465011
Soil_3,HW,PreFenton,617.1935,Carb,2605581
Soil_3,HW,PreFenton,657.2248,Carb,1841986
Soil_3,HW,PreFenton,661.1833,Carb,2296200
Soil_3,HW,PreFenton,677.2146,Carb,2050853
Soil_4,SW,PreFenton,431.2439,Lignin,2981935
Soil_4,SW,PreFenton,433.0776,Lignin,10005336
Soil_4,SW,PreFenton,433.1021,Carb,1865045
Soil_4,SW,PreFenton,433.114,Lignin,11058004
Soil_4,SW,PreFenton,433.1504,Lignin,9997135
Soil_4,SW,PreFenton,433.1868,Lignin,8518475
Soil_4,SW,PreFenton,433.2079,Protein,8592200
Soil_4,SW,PreFenton,433.2232,Lignin,6607687
Soil_4,SW,PreFenton,433.2443,Protein,7056196
Soil_4,SW,PreFenton,435.0569,Lignin,8983140
Soil_4,SW,PreFenton,435.0933,Lignin,12335711
Soil_4,SW,PreFenton,435.1297,Lignin,12931675
Soil_4,SW,PreFenton,435.1661,Lignin,10555990
Soil_4,SW,PreFenton,435.2024,Lignin,9212498
Soil_4,SW,PreFenton,435.2388,Lipid,5965389
Soil_4,SW,PreFenton,437.0725,Lignin,10127713
Soil_4,SW,PreFenton,437.1089,Lignin,11182429
Soil_4,SW,PreFenton,437.1453,Lignin,13613400
Soil_4,SW,PreFenton,437.1664,AminoSugar,1726293
Soil_4,SW,PreFenton,437.1817,Lignin,10488147
Soil_4,SW,PreFenton,437.2181,Lignin,7713102
Soil_4,SW,PreFenton,437.2545,Lipid,3480906
Soil_4,SW,PreFenton,439.0518,Tannin,6328412
Soil_4,SW,PreFenton,439.0882,Lignin,8390743
Soil_4,SW,PreFenton,439.1246,Lignin,9248850
Soil_4,SW,PreFenton,439.1457,Carb,4686927
Soil_4,SW,PreFenton,439.161,Lignin,9371725
Soil_4,SW,PreFenton,439.2337,Protein,5406788
Soil_4,SW,PreFenton,441.0675,Tannin,5657421
Soil_4,SW,PreFenton,441.1038,Lignin,6750024
Soil_4,SW,PreFenton,441.125,Carb,3617093
Soil_4,SW,PreFenton,441.1402,Lignin,6633283
Soil_4,SW,PreFenton,441.1766,Lignin,30771006
Soil_4,SW,PreFenton,441.1919,Lignin,2619708
Soil_4,SW,PreFenton,441.213,Protein,6680377
Soil_4,SW,PreFenton,441.2283,Lignin,1619767
Soil_4,SW,PreFenton,441.2494,Protein,3756340
Soil_4,SW,PreFenton,443.0831,Tannin,4777532
Soil_4,SW,PreFenton,443.0984,Lignin,5801530
Soil_4,SW,PreFenton,443.1195,Lignin,5794360
Soil_4,SW,PreFenton,443.1348,Lignin,4974133
Soil_4,SW,PreFenton,443.1559,Lignin,5154355
Soil_4,SW,PreFenton,443.1711,Lignin,4150833
Soil_4,SW,PreFenton,443.1923,Protein,6860334
Soil_4,SW,PreFenton,443.2075,Lignin,3812908
Soil_4,SW,PreFenton,443.2439,Lignin,2666535
Soil_4,SW,PreFenton,444.1181,Carb,6229425
Soil_4,SW,PreFenton,445.0776,Lignin,6653232
Soil_4,SW,PreFenton,445.0988,Tannin,2845997
Soil_4,SW,PreFenton,445.114,Lignin,7253291
Soil_4,SW,PreFenton,445.1504,Lignin,6608166
Soil_4,SW,PreFenton,445.1715,AminoSugar,3242275
Soil_4,SW,PreFenton,445.1868,Lignin,5500193
Soil_4,SW,PreFenton,445.2079,Protein,20276510
Soil_4,SW,PreFenton,445.2232,Lignin,4906268
Soil_4,SW,PreFenton,445.2443,Protein,4589849
Soil_4,SW,PreFenton,445.2596,Lignin,2381591
Soil_4,SW,PreFenton,447.0569,Lignin,7353385
Soil_4,SW,PreFenton,447.0933,Lignin,8905764
Soil_4,SW,PreFenton,447.1144,Tannin,3453985
Soil_4,SW,PreFenton,447.1661,Lignin,7863322
Soil_4,SW,PreFenton,447.2024,Lignin,7515157
Soil_4,SW,PreFenton,447.2236,Protein,31786003
Soil_4,SW,PreFenton,447.2388,Lignin,4360209
Soil_4,SW,PreFenton,449.0725,Lignin,7920419
Soil_4,SW,PreFenton,449.1089,Lignin,10732318
Soil_4,SW,PreFenton,449.1301,Tannin,2049308
Soil_4,SW,PreFenton,449.1453,Lignin,8612634
Soil_4,SW,PreFenton,449.1817,Lignin,8010517
Soil_4,SW,PreFenton,449.2181,Lignin,7279377
Soil_4,SW,PreFenton,451.0518,Tannin,6240811
Soil_4,SW,PreFenton,451.0882,Lignin,8350247
Soil_4,SW,PreFenton,451.1246,Lignin,12333603
Soil_4,SW,PreFenton,451.2337,Protein,6654485
Soil_4,SW,PreFenton,453.0675,Tannin,6461755
Soil_4,SW,PreFenton,453.1038,Lignin,8065335
Soil_4,SW,PreFenton,453.125,Carb,5246261
Soil_4,SW,PreFenton,453.1402,Lignin,9777459
Soil_4,SW,PreFenton,453.1766,Lignin,7549231
Soil_4,SW,PreFenton,453.213,Lignin,7420203
Soil_4,SW,PreFenton,453.2494,Protein,4304167
Soil_4,SW,PreFenton,455.0467,Tannin,3131998
Soil_4,SW,PreFenton,455.0831,Tannin,6000730
Soil_4,SW,PreFenton,455.1195,Lignin,6637655
Soil_4,SW,PreFenton,455.1406,Carb,10596436
Soil_4,SW,PreFenton,455.1559,Lignin,5225555
Soil_4,SW,PreFenton,455.1923,Lignin,6225999
Soil_4,SW,PreFenton,455.2075,Lignin,2302029
Soil_4,SW,PreFenton,455.2287,Protein,4789323
Soil_4,SW,PreFenton,457.1715,Lignin,4872068
Soil_4,SW,PreFenton,457.1868,Lignin,3509123
Soil_4,SW,PreFenton,457.2079,Protein,4748161
Soil_4,SW,PreFenton,457.2232,Lignin,3365759
Soil_4,SW,PreFenton,457.2443,Protein,3603325
Soil_4,SW,PreFenton,459.1144,Tannin,3689169
Soil_4,SW,PreFenton,459.1297,Lignin,5426895
Soil_4,SW,PreFenton,459.1508,Lignin,2760398
Soil_4,SW,PreFenton,459.1661,Lignin,5030604
Soil_4,SW,PreFenton,459.1872,Protein,8597194
Soil_4,SW,PreFenton,459.2236,Protein,4519623
Soil_4,SW,PreFenton,459.2388,Lignin,4001478
Soil_4,SW,PreFenton,461.0725,Lignin,6882866
Soil_4,SW,PreFenton,461.1089,Lignin,7407151
Soil_4,SW,PreFenton,461.1301,Tannin,2994222
Soil_4,SW,PreFenton,461.1453,Lignin,7149100
Soil_4,SW,PreFenton,461.1817,Lignin,6741546
Soil_4,SW,PreFenton,461.2028,Protein,10223144
Soil_4,SW,PreFenton,461.2181,Lignin,6297127
Soil_4,SW,PreFenton,461.2392,Protein,4306469
Soil_4,SW,PreFenton,463.0518,Tannin,6123945
Soil_4,SW,PreFenton,463.0882,Lignin,7515558
Soil_4,SW,PreFenton,463.1246,Lignin,8682916
Soil_4,SW,PreFenton,463.161,Lignin,7507362
Soil_4,SW,PreFenton,463.2185,Protein,13184414
Soil_4,SW,PreFenton,463.2337,Lignin,6116765
Soil_4,SW,PreFenton,463.2701,Lipid,2290587
Soil_4,SW,PreFenton,465.125,Tannin,2660657
Soil_4,SW,PreFenton,465.1402,Lignin,8822064
Soil_4,SW,PreFenton,465.1766,Lignin,7261486
Soil_4,SW,PreFenton,465.213,Lignin,7275820
Soil_4,SW,PreFenton,465.2494,Protein,4575530
Soil_4,SW,PreFenton,467.0467,Tannin,3804374
Soil_4,SW,PreFenton,467.0831,Tannin,6823125
Soil_4,SW,PreFenton,467.1195,Lignin,7042259
Soil_4,SW,PreFenton,467.1406,Carb,4134098
Soil_4,SW,PreFenton,467.1559,Lignin,7961810
Soil_4,SW,PreFenton,467.1923,Lignin,6671568
Soil_4,SW,PreFenton,467.265,Protein,3669197
Soil_4,SW,PreFenton,469.0624,Tannin,4242572
Soil_4,SW,PreFenton,469.0988,Tannin,5183627
Soil_4,SW,PreFenton,469.1199,Carb,2792074
Soil_4,SW,PreFenton,469.1351,Lignin,5574794
Soil_4,SW,PreFenton,469.1563,Carb,3013769
Soil_4,SW,PreFenton,469.1715,Lignin,5641353
Soil_4,SW,PreFenton,469.2079,Lignin,5489799
Soil_4,SW,PreFenton,469.2232,Lignin,2112135
Soil_4,SW,PreFenton,469.2443,Protein,3959942
Soil_4,SW,PreFenton,471.078,Tannin,3460182
Soil_4,SW,PreFenton,471.1144,Tannin,4001877
Soil_4,SW,PreFenton,471.1355,Carb,7478356
Soil_4,SW,PreFenton,471.1508,Lignin,3606612
Soil_4,SW,PreFenton,471.1661,Lignin,3462228
Soil_4,SW,PreFenton,471.1719,Carb,2850388
Soil_4,SW,PreFenton,471.1872,Lignin,4526163
Soil_4,SW,PreFenton,471.2024,Lignin,3009619
Soil_4,SW,PreFenton,471.2236,Protein,4256850
Soil_4,SW,PreFenton,471.2388,Lignin,3011666
Soil_4,SW,PreFenton,471.26,Protein,2962514
Soil_4,SW,PreFenton,473.1817,Lignin,5081137
Soil_4,SW,PreFenton,473.2028,Protein,4182065
Soil_4,SW,PreFenton,473.2181,Lignin,4552752
Soil_4,SW,PreFenton,473.2545,Lignin,3694640
Soil_4,SW,PreFenton,474.1729,AminoSugar,5757990
Soil_4,SW,PreFenton,475.0882,Lignin,6530080
Soil_4,SW,PreFenton,475.1246,Lignin,6174752
Soil_4,SW,PreFenton,475.161,Lignin,6143008
Soil_4,SW,PreFenton,475.1974,Lignin,6687776
Soil_4,SW,PreFenton,475.2185,Protein,4313120
Soil_4,SW,PreFenton,475.2337,Lignin,5922848
Soil_4,SW,PreFenton,475.2701,Lignin,3081248
Soil_4,SW,PreFenton,477.0675,Lignin,5836831
Soil_4,SW,PreFenton,477.125,Tannin,3101727
Soil_4,SW,PreFenton,477.1726,AminoSugar,2310175
Soil_4,SW,PreFenton,477.1766,Lignin,5813279
Soil_4,SW,PreFenton,477.213,Lignin,6923295
Soil_4,SW,PreFenton,477.2341,Protein,5911583
Soil_4,SW,PreFenton,477.2494,Lignin,5683231
Soil_4,SW,PreFenton,477.2858,Lipid,2401312
Soil_4,SW,PreFenton,479.0467,Tannin,3957804
Soil_4,SW,PreFenton,479.0831,Lignin,6130733
Soil_4,SW,PreFenton,479.1195,Lignin,6237229
Soil_4,SW,PreFenton,479.1559,Lignin,7466029
Soil_4,SW,PreFenton,479.1923,Lignin,6687790
Soil_4,SW,PreFenton,479.2287,Lignin,5889070
Soil_4,SW,PreFenton,479.265,Protein,3945519
Soil_4,SW,PreFenton,481.0624,Tannin,4499528
Soil_4,SW,PreFenton,481.0988,Lignin,5609545
Soil_4,SW,PreFenton,481.1715,Lignin,6796362
Soil_4,SW,PreFenton,481.2079,Lignin,5999691
Soil_4,SW,PreFenton,481.2443,Protein,5088331
Soil_4,SW,PreFenton,481.2807,Protein,2687052
Soil_4,SW,PreFenton,483.078,Tannin,3959922
Soil_4,SW,PreFenton,483.1144,Lignin,4963443
Soil_4,SW,PreFenton,483.1508,Lignin,4897907
Soil_4,SW,PreFenton,483.1872,Lignin,4356212
Soil_4,SW,PreFenton,483.2236,Protein,4738165
Soil_4,SW,PreFenton,485.0937,Tannin,3211431
Soil_4,SW,PreFenton,485.1301,Lignin,3128488
Soil_4,SW,PreFenton,485.1512,Carb,11510953
Soil_4,SW,PreFenton,485.1817,Lignin,3213482
Soil_4,SW,PreFenton,485.2028,Lignin,3930283
Soil_4,SW,PreFenton,485.2181,Lignin,3580075
Soil_4,SW,PreFenton,485.2392,Protein,3435692
Soil_4,SW,PreFenton,485.2545,Lignin,2536620
Soil_4,SW,PreFenton,487.161,Lignin,3717354
Soil_4,SW,PreFenton,487.1821,Lignin,2512107
Soil_4,SW,PreFenton,487.2185,Protein,2601708
Soil_4,SW,PreFenton,487.2337,Lignin,3846381
Soil_4,SW,PreFenton,487.2701,Lignin,3271918
Soil_4,SW,PreFenton,489.1766,Lignin,4791605
Soil_4,SW,PreFenton,489.1977,Protein,2728246
Soil_4,SW,PreFenton,489.213,Lignin,5056823
Soil_4,SW,PreFenton,489.2494,Lignin,4387128
Soil_4,SW,PreFenton,489.2858,Lipid,2166074
Soil_4,SW,PreFenton,491.0831,Lignin,5057925
Soil_4,SW,PreFenton,491.1195,Lignin,5183878
Soil_4,SW,PreFenton,491.1559,Lignin,6169992
Soil_4,SW,PreFenton,491.1923,Lignin,5840265
Soil_4,SW,PreFenton,491.2134,Protein,5797258
Soil_4,SW,PreFenton,491.265,Lignin,4110733
Soil_4,SW,PreFenton,492.1835,AminoSugar,9633206
Soil_4,SW,PreFenton,493.2079,Lignin,5714405
Soil_4,SW,PreFenton,493.229,Protein,5083622
Soil_4,SW,PreFenton,493.2443,Lignin,4968935
Soil_4,SW,PreFenton,493.2807,Lipid,2194921
Soil_4,SW,PreFenton,495.078,Tannin,4092481
Soil_4,SW,PreFenton,495.1144,Lignin,5087811
Soil_4,SW,PreFenton,495.1508,Lignin,5198404
Soil_4,SW,PreFenton,495.1719,Carb,9383494
Soil_4,SW,PreFenton,495.1872,Lignin,4946502
Soil_4,SW,PreFenton,495.2236,Lignin,4975176
Soil_4,SW,PreFenton,495.26,Protein,3865162
Soil_4,SW,PreFenton,497.0937,Tannin,3781289
Soil_4,SW,PreFenton,497.1148,Tannin,2247338
Soil_4,SW,PreFenton,497.1512,Carb,2321068
Soil_4,SW,PreFenton,497.1664,Lignin,4274861
Soil_4,SW,PreFenton,497.2392,Protein,4046513
Soil_4,SW,PreFenton,497.2756,Protein,2210739
Soil_4,SW,PreFenton,499.1305,Carb,3472151
Soil_4,SW,PreFenton,499.1668,Carb,3698457
Soil_4,SW,PreFenton,499.1821,Lignin,3059482
Soil_4,SW,PreFenton,499.2185,Protein,3534620
Soil_4,SW,PreFenton,499.2337,Lignin,2795292
Soil_4,SW,PreFenton,499.2549,Protein,2807582
Soil_4,SW,PreFenton,501.1461,Carb,5803911
Soil_4,SW,PreFenton,501.1766,Lignin,3272585
Soil_4,SW,PreFenton,501.213,Lignin,3602315
Soil_4,SW,PreFenton,501.2494,Lignin,3798925
Soil_4,SW,PreFenton,501.2858,Lignin,2031503
Soil_4,SW,PreFenton,503.1559,Lignin,3832826
Soil_4,SW,PreFenton,503.1923,Lignin,4255740
Soil_4,SW,PreFenton,503.265,Lignin,4447232
Soil_4,SW,PreFenton,505.1715,Lignin,3968110
Soil_4,SW,PreFenton,505.2079,Lignin,5453936
Soil_4,SW,PreFenton,505.2443,Lignin,5351538
Soil_4,SW,PreFenton,505.2807,Lipid,3645556
Soil_4,SW,PreFenton,507.078,Lignin,4186332
Soil_4,SW,PreFenton,507.1144,Lignin,4031710
Soil_4,SW,PreFenton,507.1508,Lignin,4525280
Soil_4,SW,PreFenton,507.1872,Lignin,5459170
Soil_4,SW,PreFenton,507.2236,Lignin,4620516
Soil_4,SW,PreFenton,509.0937,Lignin,3874127
Soil_4,SW,PreFenton,509.1512,Carb,7356755
Soil_4,SW,PreFenton,509.1664,Lignin,3886420
Soil_4,SW,PreFenton,509.2028,Lignin,4266326
Soil_4,SW,PreFenton,509.2392,Lignin,4140376
Soil_4,SW,PreFenton,509.2756,Protein,2835802
Soil_4,SW,PreFenton,511.1457,Lignin,3770819
Soil_4,SW,PreFenton,511.1821,Lignin,3320261
Soil_4,SW,PreFenton,511.2185,Lignin,4032967
Soil_4,SW,PreFenton,513.1461,Carb,4005425
Soil_4,SW,PreFenton,513.1825,Carb,2231859
Soil_4,SW,PreFenton,513.2494,Lignin,2097207
Soil_4,SW,PreFenton,513.2705,Protein,3248696
Soil_4,SW,PreFenton,515.1618,Carb,4129436
Soil_4,SW,PreFenton,515.1923,Lignin,4500125
Soil_4,SW,PreFenton,515.2134,Protein,2208414
Soil_4,SW,PreFenton,515.2287,Lignin,3681951
Soil_4,SW,PreFenton,515.265,Lignin,2657953
Soil_4,SW,PreFenton,517.141,Carb,3933951
Soil_4,SW,PreFenton,517.1715,Lignin,3259137
Soil_4,SW,PreFenton,517.2079,Lignin,3753731
Soil_4,SW,PreFenton,517.2443,Lignin,4267781
Soil_4,SW,PreFenton,517.2807,Lignin,3573510
Soil_4,SW,PreFenton,519.1872,Lignin,3626848
Soil_4,SW,PreFenton,519.2963,Lipid,2376037
Soil_4,SW,PreFenton,521.1301,Lignin,3896247
Soil_4,SW,PreFenton,521.1664,Lignin,3925944
Soil_4,SW,PreFenton,521.2028,Lignin,4805562
Soil_4,SW,PreFenton,521.2392,Lignin,4386747
Soil_4,SW,PreFenton,521.2756,Protein,4584381
Soil_4,SW,PreFenton,523.1093,Lignin,3220488
Soil_4,SW,PreFenton,523.1821,Lignin,3400715
Soil_4,SW,PreFenton,523.2185,Lignin,5009421
Soil_4,SW,PreFenton,523.2549,Lignin,4420622
Soil_4,SW,PreFenton,525.1614,Lignin,3328087
Soil_4,SW,PreFenton,525.2705,Protein,3020891
Soil_4,SW,PreFenton,527.2498,Protein,2505375
Soil_4,SW,PreFenton,529.2443,Lignin,2552030
Soil_4,SW,PreFenton,529.2654,Protein,3076319
Soil_4,SW,PreFenton,529.2807,Lignin,2744543
Soil_4,SW,PreFenton,531.1872,Lignin,3024149
Soil_4,SW,PreFenton,531.2236,Lignin,3616022
Soil_4,SW,PreFenton,531.26,Lignin,3720471
Soil_4,SW,PreFenton,533.2756,Lignin,3289417
Soil_4,SW,PreFenton,533.312,Lipid,2348874
Soil_4,SW,PreFenton,535.1821,Lignin,4259186
Soil_4,SW,PreFenton,535.2185,Lignin,4219251
Soil_4,SW,PreFenton,535.2549,Lignin,3912051
Soil_4,SW,PreFenton,535.2913,Protein,2392436
Soil_4,SW,PreFenton,537.2341,Lignin,3658135
Soil_4,SW,PreFenton,537.2705,Protein,3594648
Soil_4,SW,PreFenton,539.2134,Lignin,3209652
Soil_4,SW,PreFenton,539.2498,Lignin,2317748
Soil_4,SW,PreFenton,539.2862,Protein,2279349
Soil_4,SW,PreFenton,541.1774,Carb,3644874
Soil_4,SW,PreFenton,543.1567,Carb,4057561
Soil_4,SW,PreFenton,543.2236,Lignin,2216409
Soil_4,SW,PreFenton,543.26,Lignin,2150873
Soil_4,SW,PreFenton,547.1821,Lignin,2445793
Soil_4,SW,PreFenton,547.2185,Lignin,2978273
Soil_4,SW,PreFenton,547.2549,Lignin,3396065
Soil_4,SW,PreFenton,547.2913,Lignin,2918881
Soil_4,SW,PreFenton,549.1614,Lignin,3330522
Soil_4,SW,PreFenton,549.2705,Lignin,3149274
Soil_4,SW,PreFenton,551.177,Lignin,3279308
Soil_4,SW,PreFenton,551.2134,Lignin,2693067
Soil_4,SW,PreFenton,551.2498,Lignin,3709387
Soil_4,SW,PreFenton,551.2862,Protein,2427851
Soil_4,SW,PreFenton,553.2654,Protein,2322356
Soil_4,SW,PreFenton,559.1516,Carb,4281669
Soil_4,SW,PreFenton,559.2549,Lignin,2308930
Soil_4,SW,PreFenton,561.2341,Lignin,2659597
Soil_4,SW,PreFenton,561.2705,Lignin,3164428
Soil_4,SW,PreFenton,563.2134,Lignin,3566800
Soil_4,SW,PreFenton,563.2498,Lignin,2543823
Soil_4,SW,PreFenton,563.2862,Lignin,2014413
Soil_4,SW,PreFenton,565.1927,Lignin,2152075
Soil_4,SW,PreFenton,571.188,Carb,1717639
Soil_4,SW,PreFenton,575.2498,Lignin,1969323
Soil_4,SW,PreFenton,587.1829,Carb,6268793
Soil_4,SW,PreFenton,603.1778,Carb,8514148
Soil_4,SW,PreFenton,608.2308,AminoSugar,2659530
Soil_4,SW,PreFenton,617.1935,Carb,4050474
Soil_4,SW,PreFenton,657.2248,Carb,3079594
Soil_4,SW,PreFenton,661.1833,Carb,5446072
Soil_4,SW,PreFenton,677.2146,Carb,4656624
Soil_4,SW,PreFenton,340.2242,Lipid,2245983
Soil_4,SW,PreFenton,341.0514,Tannin,4495678
Soil_4,SW,PreFenton,341.0878,Lignin,6113608
Soil_4,SW,PreFenton,341.1242,Lignin,8806738
Soil_4,SW,PreFenton,341.1606,Protein,8151388
Soil_4,SW,PreFenton,341.197,Protein,8171878
Soil_4,SW,PreFenton,342.1307,Protein,2337895
Soil_4,SW,PreFenton,342.1671,Protein,5780081
Soil_4,SW,PreFenton,342.2398,Lipid,3869830
Soil_4,SW,PreFenton,343.0671,Tannin,4104047
Soil_4,SW,PreFenton,343.1035,Lignin,5554042
Soil_4,SW,PreFenton,343.1511,Protein,1926535
Soil_4,SW,PreFenton,343.1551,Lignin,2816393
Soil_4,SW,PreFenton,343.1762,Protein,6413199
Soil_4,SW,PreFenton,343.2126,Protein,13329305
Soil_4,SW,PreFenton,344.1827,Protein,9499826
Soil_4,SW,PreFenton,344.2191,Protein,4064957
Soil_4,SW,PreFenton,345.0616,Lignin,5665206
Soil_4,SW,PreFenton,345.0827,Tannin,2871741
Soil_4,SW,PreFenton,345.098,Lignin,5760449
Soil_4,SW,PreFenton,345.1191,Lignin,4294088
Soil_4,SW,PreFenton,345.1344,Lignin,6030796
Soil_4,SW,PreFenton,345.1555,Protein,28915155
Soil_4,SW,PreFenton,345.1919,Protein,3896285
Soil_4,SW,PreFenton,345.2283,Protein,16537064
Soil_4,SW,PreFenton,346.162,Protein,5129988
Soil_4,SW,PreFenton,347.0984,Tannin,9396263
Soil_4,SW,PreFenton,347.1136,Lignin,6369324
Soil_4,SW,PreFenton,347.1348,AminoSugar,2335026
Soil_4,SW,PreFenton,347.15,Lignin,7224375
Soil_4,SW,PreFenton,347.1711,Protein,13461566
Soil_4,SW,PreFenton,347.1864,Lignin,11196482
Soil_4,SW,PreFenton,347.2075,Protein,2376265
Soil_4,SW,PreFenton,347.2439,Protein,12316756
Soil_4,SW,PreFenton,349.0565,Lignin,8514202
Soil_4,SW,PreFenton,349.0929,Lignin,8469158
Soil_4,SW,PreFenton,349.1293,Lignin,9200306
Soil_4,SW,PreFenton,349.1657,Lignin,10316478
Soil_4,SW,PreFenton,349.1868,Protein,5581509
Soil_4,SW,PreFenton,351.0358,Tannin,7064877
