soil,Forest,Treatment,Mass,Class,intensity
Soil_13,HW,PreFentonGoethite,389.1242,Lignin,9829880
Soil_13,HW,PreFentonGoethite,389.1453,AminoSugar,2371583
Soil_13,HW,PreFentonGoethite,389.1606,Lignin,12504580
Soil_13,HW,PreFentonGoethite,389.1817,Protein,8248843
Soil_13,HW,PreFentonGoethite,389.197,Lignin,10100240
Soil_13,HW,PreFentonGoethite,389.2181,Protein,10470935
Soil_13,HW,PreFentonGoethite,389.2545,Protein,4255267
Soil_13,HW,PreFentonGoethite,391.0307,ConHC,2706537
Soil_13,HW,PreFentonGoethite,391.0671,Lignin,4508789
Soil_13,HW,PreFentonGoethite,391.1035,Lignin,10541184
Soil_13,HW,PreFentonGoethite,391.161,AminoSugar,4455571
Soil_13,HW,PreFentonGoethite,391.1762,Lignin,17148056
Soil_13,HW,PreFentonGoethite,391.1974,Protein,4157598
Soil_13,HW,PreFentonGoethite,391.2126,Lignin,9414819
Soil_13,HW,PreFentonGoethite,391.2337,Protein,5686442
Soil_13,HW,PreFentonGoethite,331.1551,Lignin,2658358
Soil_13,HW,PreFentonGoethite,331.1762,Protein,12938811
Soil_13,HW,PreFentonGoethite,331.2126,Protein,4101188
Soil_13,HW,PreFentonGoethite,333.0616,Lignin,2753029
Soil_13,HW,PreFentonGoethite,333.098,Lignin,2930702
Soil_13,HW,PreFentonGoethite,333.1191,AminoSugar,5818388
Soil_13,HW,PreFentonGoethite,333.1344,Lignin,3906583
Soil_13,HW,PreFentonGoethite,333.1707,Lignin,3502112
Soil_13,HW,PreFentonGoethite,335.0772,Lignin,2528261
Soil_13,HW,PreFentonGoethite,335.1136,Lignin,3696654
Soil_13,HW,PreFentonGoethite,335.15,Lignin,5863960
Soil_13,HW,PreFentonGoethite,335.1864,Lignin,3687969
Soil_13,HW,PreFentonGoethite,337.0201,ConHC,0
Soil_13,HW,PreFentonGoethite,337.0565,Lignin,2747409
Soil_13,HW,PreFentonGoethite,337.0929,Lignin,3607067
Soil_13,HW,PreFentonGoethite,337.1293,Lignin,6220837
Soil_13,HW,PreFentonGoethite,338.1721,Protein,5442883
Soil_13,HW,PreFentonGoethite,339.0358,Tannin,0
Soil_13,HW,PreFentonGoethite,339.0722,Lignin,2428479
Soil_13,HW,PreFentonGoethite,339.1085,Lignin,5240394
Soil_13,HW,PreFentonGoethite,339.1449,Lignin,7552596
Soil_13,HW,PreFentonGoethite,339.1813,Protein,6950494
Soil_13,HW,PreFentonGoethite,340.1878,Protein,9031550
Soil_13,HW,PreFentonGoethite,340.2242,Lipid,6272905
Soil_13,HW,PreFentonGoethite,341.0514,Tannin,0
Soil_13,HW,PreFentonGoethite,341.0878,Lignin,2886789
Soil_13,HW,PreFentonGoethite,341.1242,Lignin,8030352
Soil_13,HW,PreFentonGoethite,341.1606,Protein,10223771
Soil_13,HW,PreFentonGoethite,341.197,Protein,9285798
Soil_13,HW,PreFentonGoethite,342.1307,Protein,2936252
Soil_13,HW,PreFentonGoethite,342.1671,Protein,7636423
Soil_13,HW,PreFentonGoethite,342.2398,Lipid,9613789
Soil_13,HW,PreFentonGoethite,343.0671,Tannin,0
Soil_13,HW,PreFentonGoethite,343.1035,Lignin,3229924
Soil_13,HW,PreFentonGoethite,343.1511,Protein,2131443
Soil_13,HW,PreFentonGoethite,343.1551,Lignin,2596596
Soil_13,HW,PreFentonGoethite,343.1762,Protein,7536379
Soil_13,HW,PreFentonGoethite,343.2126,Protein,16663302
Soil_13,HW,PreFentonGoethite,344.1827,Protein,8035380
Soil_13,HW,PreFentonGoethite,344.2191,Protein,7692351
Soil_13,HW,PreFentonGoethite,345.0616,Lignin,2330443
Soil_13,HW,PreFentonGoethite,345.0827,Tannin,0
Soil_13,HW,PreFentonGoethite,374.1569,Protein,2145364
Soil_13,HW,PreFentonGoethite,375.0358,ConHC,3211694
Soil_13,HW,PreFentonGoethite,375.0722,Lignin,4739517
Soil_13,HW,PreFentonGoethite,375.0933,Tannin,0
Soil_13,HW,PreFentonGoethite,375.1297,AminoSugar,2902995
Soil_13,HW,PreFentonGoethite,375.1661,Protein,5243362
Soil_13,HW,PreFentonGoethite,375.1813,Lignin,11078120
Soil_13,HW,PreFentonGoethite,375.2024,Protein,10183152
Soil_13,HW,PreFentonGoethite,375.2177,Lignin,4363766
Soil_13,HW,PreFentonGoethite,375.2388,Protein,13007358
Soil_13,HW,PreFentonGoethite,377.0514,Lignin,3677379
Soil_13,HW,PreFentonGoethite,377.0878,Lignin,6419665
Soil_13,HW,PreFentonGoethite,377.1242,Lignin,11783391
Soil_13,HW,PreFentonGoethite,377.1453,AminoSugar,3465959
Soil_13,HW,PreFentonGoethite,377.1606,Lignin,16700653
Soil_13,HW,PreFentonGoethite,377.1817,Protein,3393269
Soil_13,HW,PreFentonGoethite,377.197,Lignin,11128059
Soil_13,HW,PreFentonGoethite,377.2181,Protein,5824771
Soil_13,HW,PreFentonGoethite,379.0307,ConHC,2324926
Soil_13,HW,PreFentonGoethite,379.0671,Lignin,4405196
Soil_13,HW,PreFentonGoethite,379.1035,Lignin,8673242
Soil_13,HW,PreFentonGoethite,379.1246,Carb,2449378
Soil_13,HW,PreFentonGoethite,379.161,AminoSugar,5946352
Soil_13,HW,PreFentonGoethite,379.1762,Lignin,18204661
Soil_13,HW,PreFentonGoethite,379.2126,Lipid,9056259
Soil_13,HW,PreFentonGoethite,381.0827,Lignin,5013191
Soil_13,HW,PreFentonGoethite,381.1191,Lignin,9816789
Soil_13,HW,PreFentonGoethite,381.1402,Carb,3212509
Soil_13,HW,PreFentonGoethite,381.1555,Lignin,16378595
Soil_13,HW,PreFentonGoethite,381.1766,AminoSugar,4057835
Soil_13,HW,PreFentonGoethite,381.1919,Protein,17545968
Soil_13,HW,PreFentonGoethite,381.2283,Lipid,6809342
Soil_13,HW,PreFentonGoethite,283.2643,Lipid,3046059
Soil_13,HW,PreFentonGoethite,309.1707,Lipid,4519486
Soil_13,HW,PreFentonGoethite,311.1136,Lignin,2872918
Soil_13,HW,PreFentonGoethite,311.15,Protein,2954075
Soil_13,HW,PreFentonGoethite,313.0929,Lignin,0
Soil_13,HW,PreFentonGoethite,313.1293,Lignin,2836615
Soil_13,HW,PreFentonGoethite,313.1657,Protein,3438221
Soil_13,HW,PreFentonGoethite,314.2085,Lipid,4500273
Soil_13,HW,PreFentonGoethite,315.0722,Tannin,1694140
Soil_13,HW,PreFentonGoethite,315.1449,Protein,2955720
Soil_13,HW,PreFentonGoethite,315.1813,Protein,4702670
Soil_13,HW,PreFentonGoethite,316.1878,Protein,3400820
Soil_13,HW,PreFentonGoethite,319.1187,Lignin,1982577
Soil_13,HW,PreFentonGoethite,321.0616,Lignin,1598678
Soil_13,HW,PreFentonGoethite,321.098,Lignin,2179293
Soil_13,HW,PreFentonGoethite,321.1344,Lignin,3168228
Soil_13,HW,PreFentonGoethite,323.0409,Lignin,0
Soil_13,HW,PreFentonGoethite,323.0772,Lignin,1810779
Soil_13,HW,PreFentonGoethite,323.0984,Carb,3474783
Soil_13,HW,PreFentonGoethite,323.1136,Lignin,3721058
Soil_13,HW,PreFentonGoethite,323.15,Lignin,4647785
Soil_13,HW,PreFentonGoethite,323.1864,Lipid,2598769
Soil_13,HW,PreFentonGoethite,325.0565,Lignin,0
Soil_13,HW,PreFentonGoethite,325.0929,Lignin,3302131
Soil_13,HW,PreFentonGoethite,325.1293,Lignin,4781306
Soil_13,HW,PreFentonGoethite,325.1657,Protein,5247234
Soil_13,HW,PreFentonGoethite,325.202,Lipid,3465993
Soil_13,HW,PreFentonGoethite,326.1721,Protein,2990037
Soil_13,HW,PreFentonGoethite,326.2085,Lipid,5582301
Soil_13,HW,PreFentonGoethite,327.1085,Lignin,3477662
Soil_13,HW,PreFentonGoethite,327.1449,Protein,5725862
Soil_13,HW,PreFentonGoethite,327.1813,Protein,4852398
Soil_13,HW,PreFentonGoethite,327.2177,Lipid,6894262
Soil_13,HW,PreFentonGoethite,328.1514,Protein,4980611
Soil_13,HW,PreFentonGoethite,328.1878,Protein,4295563
Soil_13,HW,PreFentonGoethite,328.2242,Lipid,5246867
Soil_13,HW,PreFentonGoethite,329.0878,Lignin,3919446
Soil_13,HW,PreFentonGoethite,329.1242,Lignin,3192414
Soil_13,HW,PreFentonGoethite,329.1394,Lignin,1662305
Soil_13,HW,PreFentonGoethite,329.1606,Protein,9434214
Soil_13,HW,PreFentonGoethite,329.197,Protein,5384302
Soil_13,HW,PreFentonGoethite,329.2333,Lipid,11889783
Soil_13,HW,PreFentonGoethite,330.1671,Protein,3318606
Soil_13,HW,PreFentonGoethite,330.2034,Protein,11883862
Soil_13,HW,PreFentonGoethite,331.1035,Lignin,1902122
Soil_13,HW,PreFentonGoethite,331.1187,Lignin,3073581
Soil_13,HW,PreFentonGoethite,331.1398,Protein,2478386
Soil_13,HW,PreFentonGoethite,485.2028,Lignin,4993105
Soil_13,HW,PreFentonGoethite,485.2181,Lignin,9776212
Soil_13,HW,PreFentonGoethite,485.2392,Protein,7119960
Soil_13,HW,PreFentonGoethite,485.2545,Lignin,9557083
Soil_13,HW,PreFentonGoethite,487.161,Lignin,5576140
Soil_13,HW,PreFentonGoethite,487.1821,Lignin,3348944
Soil_13,HW,PreFentonGoethite,487.2185,Protein,4877783
Soil_13,HW,PreFentonGoethite,487.2337,Lignin,14419418
Soil_13,HW,PreFentonGoethite,487.2701,Lignin,11695585
Soil_13,HW,PreFentonGoethite,489.1766,Lignin,8228696
Soil_13,HW,PreFentonGoethite,489.1977,Protein,3930972
Soil_13,HW,PreFentonGoethite,489.213,Lignin,13420383
Soil_13,HW,PreFentonGoethite,489.2494,Lignin,15652711
Soil_13,HW,PreFentonGoethite,489.2858,Lipid,9465710
Soil_13,HW,PreFentonGoethite,491.0831,Lignin,2958547
Soil_13,HW,PreFentonGoethite,491.1195,Lignin,4035802
Soil_13,HW,PreFentonGoethite,491.1559,Lignin,7151842
Soil_13,HW,PreFentonGoethite,491.1923,Lignin,11831529
Soil_13,HW,PreFentonGoethite,491.2134,Protein,5738733
Soil_13,HW,PreFentonGoethite,491.265,Lignin,11854071
Soil_13,HW,PreFentonGoethite,492.1835,AminoSugar,6939055
Soil_13,HW,PreFentonGoethite,493.2079,Lignin,12491389
Soil_13,HW,PreFentonGoethite,493.229,Protein,6808193
Soil_13,HW,PreFentonGoethite,493.2443,Lignin,12335748
Soil_13,HW,PreFentonGoethite,493.2807,Lipid,7543435
Soil_13,HW,PreFentonGoethite,495.078,Tannin,0
Soil_13,HW,PreFentonGoethite,495.1144,Lignin,2602492
Soil_13,HW,PreFentonGoethite,495.1508,Lignin,5654532
Soil_13,HW,PreFentonGoethite,495.1719,Carb,30923784
Soil_13,HW,PreFentonGoethite,495.1872,Lignin,7326731
Soil_13,HW,PreFentonGoethite,495.2236,Lignin,9835538
Soil_13,HW,PreFentonGoethite,495.26,Protein,9040922
Soil_13,HW,PreFentonGoethite,497.0937,Tannin,0
Soil_13,HW,PreFentonGoethite,399.1813,Lignin,5196195
Soil_13,HW,PreFentonGoethite,399.2024,Protein,15389097
Soil_13,HW,PreFentonGoethite,399.2177,Lignin,3747245
Soil_13,HW,PreFentonGoethite,399.2388,Protein,14438834
Soil_13,HW,PreFentonGoethite,400.1725,Protein,3827355
Soil_13,HW,PreFentonGoethite,400.2089,Protein,5614244
Soil_13,HW,PreFentonGoethite,401.0725,Tannin,0
Soil_13,HW,PreFentonGoethite,401.0878,Lignin,4492152
Soil_13,HW,PreFentonGoethite,401.1089,Lignin,2351997
Soil_13,HW,PreFentonGoethite,345.098,Lignin,2746198
Soil_13,HW,PreFentonGoethite,345.1191,Lignin,1929565
Soil_13,HW,PreFentonGoethite,345.1344,Lignin,4773218
Soil_13,HW,PreFentonGoethite,345.1555,Protein,16520553
Soil_13,HW,PreFentonGoethite,345.1919,Protein,5215604
Soil_13,HW,PreFentonGoethite,345.2283,Protein,19690880
Soil_13,HW,PreFentonGoethite,346.162,Protein,1586607
Soil_13,HW,PreFentonGoethite,347.0984,Tannin,5711844
Soil_13,HW,PreFentonGoethite,347.1136,Lignin,5658601
Soil_13,HW,PreFentonGoethite,347.1348,AminoSugar,1805296
Soil_13,HW,PreFentonGoethite,347.15,Lignin,7055349
Soil_13,HW,PreFentonGoethite,347.1711,Protein,9631740
Soil_13,HW,PreFentonGoethite,347.1864,Lignin,5651457
Soil_13,HW,PreFentonGoethite,347.2075,Protein,2843656
Soil_13,HW,PreFentonGoethite,347.2439,Protein,19970069
Soil_13,HW,PreFentonGoethite,349.0565,Lignin,2081148
Soil_13,HW,PreFentonGoethite,349.0929,Lignin,4566665
Soil_13,HW,PreFentonGoethite,349.1293,Lignin,7811734
Soil_13,HW,PreFentonGoethite,349.1657,Lignin,8682146
Soil_13,HW,PreFentonGoethite,349.1868,Protein,2840234
Soil_13,HW,PreFentonGoethite,351.0358,Tannin,1647155
Soil_13,HW,PreFentonGoethite,351.0569,Tannin,5811514
Soil_13,HW,PreFentonGoethite,351.0722,Lignin,3462464
Soil_13,HW,PreFentonGoethite,351.1449,Lignin,10079578
Soil_13,HW,PreFentonGoethite,405.1919,Lignin,17270508
Soil_13,HW,PreFentonGoethite,405.213,Protein,5671664
Soil_13,HW,PreFentonGoethite,405.2494,Protein,2970871
Soil_13,HW,PreFentonGoethite,407.0256,ConHC,0
Soil_13,HW,PreFentonGoethite,407.062,Lignin,3624007
Soil_13,HW,PreFentonGoethite,407.0984,Lignin,6989901
Soil_13,HW,PreFentonGoethite,407.1711,Lignin,18499674
Soil_13,HW,PreFentonGoethite,407.1923,AminoSugar,6384733
Soil_13,HW,PreFentonGoethite,407.2075,Lignin,13865056
Soil_13,HW,PreFentonGoethite,407.2439,Lipid,4623462
Soil_13,HW,PreFentonGoethite,409.0412,Tannin,0
Soil_13,HW,PreFentonGoethite,409.0776,Lignin,4206999
Soil_13,HW,PreFentonGoethite,409.0988,Tannin,4716954
Soil_13,HW,PreFentonGoethite,409.114,Lignin,8466845
Soil_13,HW,PreFentonGoethite,409.1351,Carb,6365600
Soil_13,HW,PreFentonGoethite,409.1504,Lignin,15219106
Soil_13,HW,PreFentonGoethite,409.1868,Lignin,16038312
Soil_13,HW,PreFentonGoethite,409.2232,Protein,10127790
Soil_13,HW,PreFentonGoethite,411.0569,Tannin,2453182
Soil_13,HW,PreFentonGoethite,411.0933,Lignin,4753091
Soil_13,HW,PreFentonGoethite,411.1144,Carb,4607686
Soil_13,HW,PreFentonGoethite,411.1297,Lignin,7774920
Soil_13,HW,PreFentonGoethite,411.2024,Protein,14342866
Soil_13,HW,PreFentonGoethite,411.2388,Protein,7957207
Soil_13,HW,PreFentonGoethite,413.0362,Tannin,0
Soil_13,HW,PreFentonGoethite,413.0725,Tannin,1942473
Soil_13,HW,PreFentonGoethite,413.1089,Lignin,4260814
Soil_13,HW,PreFentonGoethite,413.1301,Carb,7283664
Soil_13,HW,PreFentonGoethite,413.1453,Lignin,7390162
Soil_13,HW,PreFentonGoethite,413.1606,Lignin,5546964
Soil_13,HW,PreFentonGoethite,413.1817,Protein,11652055
Soil_13,HW,PreFentonGoethite,413.2181,Protein,13276123
Soil_13,HW,PreFentonGoethite,413.2545,Protein,4920288
Soil_13,HW,PreFentonGoethite,414.1882,Protein,3901520
Soil_13,HW,PreFentonGoethite,479.0831,Lignin,2544613
Soil_13,HW,PreFentonGoethite,479.1195,Lignin,4507627
Soil_13,HW,PreFentonGoethite,479.1559,Lignin,8349681
Soil_13,HW,PreFentonGoethite,479.1923,Lignin,11202552
Soil_13,HW,PreFentonGoethite,479.2287,Lignin,13320190
Soil_13,HW,PreFentonGoethite,479.265,Protein,8949765
Soil_13,HW,PreFentonGoethite,481.0624,Tannin,1778505
Soil_13,HW,PreFentonGoethite,481.0988,Lignin,2172752
Soil_13,HW,PreFentonGoethite,481.1715,Lignin,8249693
Soil_13,HW,PreFentonGoethite,481.2079,Lignin,10269027
Soil_13,HW,PreFentonGoethite,481.2443,Protein,9214314
Soil_13,HW,PreFentonGoethite,481.2807,Protein,5057905
Soil_13,HW,PreFentonGoethite,483.078,Tannin,0
Soil_13,HW,PreFentonGoethite,483.1144,Lignin,2485957
Soil_13,HW,PreFentonGoethite,483.1508,Lignin,4162252
Soil_13,HW,PreFentonGoethite,483.1872,Lignin,5858003
Soil_13,HW,PreFentonGoethite,483.2236,Protein,8080089
Soil_13,HW,PreFentonGoethite,485.0937,Tannin,0
Soil_13,HW,PreFentonGoethite,485.1301,Lignin,1912387
Soil_13,HW,PreFentonGoethite,485.1512,Carb,21472327
Soil_13,HW,PreFentonGoethite,485.1817,Lignin,5860429
Soil_13,HW,PreFentonGoethite,417.2494,Protein,7687571
Soil_13,HW,PreFentonGoethite,419.062,Lignin,3218997
Soil_13,HW,PreFentonGoethite,419.0984,Lignin,6030904
Soil_13,HW,PreFentonGoethite,419.1348,Lignin,10176059
Soil_13,HW,PreFentonGoethite,419.2075,Lignin,13545025
Soil_13,HW,PreFentonGoethite,419.2439,Lipid,5745220
Soil_13,HW,PreFentonGoethite,421.0776,Lignin,4002515
Soil_13,HW,PreFentonGoethite,421.114,Lignin,9971413
Soil_13,HW,PreFentonGoethite,421.1504,Lignin,14409432
Soil_13,HW,PreFentonGoethite,421.1868,Lignin,18435802
Soil_13,HW,PreFentonGoethite,559.2549,Lignin,10517351
Soil_13,HW,PreFentonGoethite,561.2341,Lignin,8958880
Soil_13,HW,PreFentonGoethite,561.2705,Lignin,11656097
Soil_13,HW,PreFentonGoethite,563.2134,Lignin,7359439
Soil_13,HW,PreFentonGoethite,563.2498,Lignin,9618384
Soil_13,HW,PreFentonGoethite,563.2862,Lignin,9302993
Soil_13,HW,PreFentonGoethite,565.1927,Lignin,4682741
Soil_13,HW,PreFentonGoethite,571.188,Carb,6059057
Soil_13,HW,PreFentonGoethite,575.2498,Lignin,8369197
Soil_13,HW,PreFentonGoethite,587.1829,Carb,7836534
Soil_13,HW,PreFentonGoethite,603.1778,Carb,10324404
Soil_13,HW,PreFentonGoethite,608.2308,AminoSugar,50837795
Soil_13,HW,PreFentonGoethite,617.1935,Carb,7112786
Soil_13,HW,PreFentonGoethite,657.2248,Carb,20429563
Soil_13,HW,PreFentonGoethite,661.1833,Carb,13687702
Soil_13,HW,PreFentonGoethite,677.2146,Carb,6505870
Soil_13,HW,PreFentonGoethite,509.2392,Lignin,10227411
Soil_13,HW,PreFentonGoethite,509.2756,Protein,7685850
Soil_13,HW,PreFentonGoethite,511.1457,Lignin,3289136
Soil_13,HW,PreFentonGoethite,511.1821,Lignin,5917751
Soil_13,HW,PreFentonGoethite,511.2185,Lignin,6985789
Soil_13,HW,PreFentonGoethite,513.1461,Carb,13941140
Soil_13,HW,PreFentonGoethite,513.1825,Carb,7066011
Soil_13,HW,PreFentonGoethite,513.2494,Lignin,10207654
Soil_13,HW,PreFentonGoethite,497.1148,Tannin,13524367
Soil_13,HW,PreFentonGoethite,497.1512,Carb,4077975
Soil_13,HW,PreFentonGoethite,497.1664,Lignin,4526490
Soil_13,HW,PreFentonGoethite,497.2392,Protein,7947688
Soil_13,HW,PreFentonGoethite,497.2756,Protein,7134640
Soil_13,HW,PreFentonGoethite,499.1305,Carb,8068900
Soil_13,HW,PreFentonGoethite,499.1668,Carb,7305004
Soil_13,HW,PreFentonGoethite,499.1821,Lignin,3199279
Soil_13,HW,PreFentonGoethite,401.1242,Lignin,5708673
Soil_13,HW,PreFentonGoethite,401.1453,Lignin,6606726
Soil_13,HW,PreFentonGoethite,401.1606,Lignin,9407369
Soil_13,HW,PreFentonGoethite,401.1817,Protein,10662798
Soil_13,HW,PreFentonGoethite,401.197,Lignin,8240018
Soil_13,HW,PreFentonGoethite,401.2181,Protein,12843927
Soil_13,HW,PreFentonGoethite,401.2333,Lignin,3609498
Soil_13,HW,PreFentonGoethite,401.2545,Protein,5768095
Soil_13,HW,PreFentonGoethite,402.1518,AminoSugar,1871470
Soil_13,HW,PreFentonGoethite,402.1882,Protein,3436662
Soil_13,HW,PreFentonGoethite,403.0671,Lignin,4235576
Soil_13,HW,PreFentonGoethite,403.0882,Tannin,0
Soil_13,HW,PreFentonGoethite,403.1246,Lignin,2604357
Soil_13,HW,PreFentonGoethite,403.161,AminoSugar,4316493
Soil_13,HW,PreFentonGoethite,403.1762,Lignin,14447952
Soil_13,HW,PreFentonGoethite,403.2126,Lignin,9518424
Soil_13,HW,PreFentonGoethite,403.2337,Protein,7931228
Soil_13,HW,PreFentonGoethite,405.0463,ConHC,3315408
Soil_13,HW,PreFentonGoethite,405.0827,Lignin,5430999
Soil_13,HW,PreFentonGoethite,405.1038,Tannin,2671835
Soil_13,HW,PreFentonGoethite,405.1191,Lignin,9674462
Soil_13,HW,PreFentonGoethite,405.1515,AminoSugar,29808356
Soil_13,HW,PreFentonGoethite,405.1555,Lignin,15574757
Soil_13,HW,PreFentonGoethite,405.1766,AminoSugar,6086377
Soil_13,HW,PreFentonGoethite,415.1762,Lignin,9262271
Soil_13,HW,PreFentonGoethite,415.1974,Protein,9620673
Soil_13,HW,PreFentonGoethite,415.2126,Lignin,7441603
Soil_13,HW,PreFentonGoethite,415.2337,Protein,11560133
Soil_13,HW,PreFentonGoethite,416.1675,Protein,2348584
Soil_13,HW,PreFentonGoethite,417.0463,ConHC,3254655
Soil_13,HW,PreFentonGoethite,417.0827,Lignin,4307331
Soil_13,HW,PreFentonGoethite,417.1072,Carb,5596549
Soil_13,HW,PreFentonGoethite,513.2705,Protein,7455146
Soil_13,HW,PreFentonGoethite,515.1618,Carb,5556975
Soil_13,HW,PreFentonGoethite,515.1923,Lignin,7062260
Soil_13,HW,PreFentonGoethite,515.2134,Protein,3603191
Soil_13,HW,PreFentonGoethite,515.2287,Lignin,13667066
Soil_13,HW,PreFentonGoethite,515.265,Lignin,13826816
Soil_13,HW,PreFentonGoethite,517.141,Carb,3797046
Soil_13,HW,PreFentonGoethite,517.1715,Lignin,5794875
Soil_13,HW,PreFentonGoethite,517.2079,Lignin,10701888
Soil_13,HW,PreFentonGoethite,517.2443,Lignin,17521734
Soil_13,HW,PreFentonGoethite,517.2807,Lignin,15244364
Soil_13,HW,PreFentonGoethite,519.1872,Lignin,7599481
Soil_13,HW,PreFentonGoethite,519.2963,Lipid,12152201
Soil_13,HW,PreFentonGoethite,521.1301,Lignin,3846813
Soil_13,HW,PreFentonGoethite,521.1664,Lignin,5748387
Soil_13,HW,PreFentonGoethite,521.2028,Lignin,8877736
Soil_13,HW,PreFentonGoethite,521.2392,Lignin,12693165
Soil_13,HW,PreFentonGoethite,521.2756,Protein,11706035
Soil_13,HW,PreFentonGoethite,523.1093,Lignin,2324921
Soil_13,HW,PreFentonGoethite,523.1821,Lignin,5900228
Soil_13,HW,PreFentonGoethite,523.2185,Lignin,8101833
Soil_13,HW,PreFentonGoethite,523.2549,Lignin,9715662
Soil_13,HW,PreFentonGoethite,525.1614,Lignin,4231378
Soil_13,HW,PreFentonGoethite,525.2705,Protein,6918368
Soil_13,HW,PreFentonGoethite,527.2498,Protein,5552608
Soil_13,HW,PreFentonGoethite,529.2443,Lignin,11420372
Soil_13,HW,PreFentonGoethite,415.0518,Tannin,0
Soil_13,HW,PreFentonGoethite,415.0671,Lignin,3402419
Soil_13,HW,PreFentonGoethite,415.0882,Tannin,2016949
Soil_13,HW,PreFentonGoethite,415.1246,Lignin,3757241
Soil_13,HW,PreFentonGoethite,415.1398,Lignin,6424763
Soil_13,HW,PreFentonGoethite,415.161,Lignin,16047293
Soil_13,HW,PreFentonGoethite,509.2028,Lignin,7669452
Soil_13,HW,PreFentonGoethite,533.312,Lipid,10687645
Soil_13,HW,PreFentonGoethite,535.1821,Lignin,5543262
Soil_13,HW,PreFentonGoethite,535.2185,Lignin,9698657
Soil_13,HW,PreFentonGoethite,535.2549,Lignin,12903781
Soil_13,HW,PreFentonGoethite,535.2913,Protein,10466664
Soil_13,HW,PreFentonGoethite,537.2341,Lignin,8787492
Soil_13,HW,PreFentonGoethite,537.2705,Protein,9467431
Soil_13,HW,PreFentonGoethite,417.1191,Lignin,6744454
Soil_13,HW,PreFentonGoethite,417.1402,Lignin,2713992
Soil_13,HW,PreFentonGoethite,417.1555,Lignin,11091338
Soil_13,HW,PreFentonGoethite,417.1766,Protein,5381516
Soil_13,HW,PreFentonGoethite,417.1919,Lignin,12823949
Soil_13,HW,PreFentonGoethite,417.213,Protein,8316303
Soil_13,HW,PreFentonGoethite,417.2283,Lignin,8336785
Soil_13,HW,PreFentonGoethite,547.2185,Lignin,10180912
Soil_13,HW,PreFentonGoethite,547.2549,Lignin,14326067
Soil_13,HW,PreFentonGoethite,547.2913,Lignin,13306165
Soil_13,HW,PreFentonGoethite,549.1614,Lignin,3710374
Soil_13,HW,PreFentonGoethite,549.2705,Lignin,12052909
Soil_13,HW,PreFentonGoethite,551.177,Lignin,4358678
Soil_13,HW,PreFentonGoethite,551.2134,Lignin,6558232
Soil_13,HW,PreFentonGoethite,551.2498,Lignin,9013785
Soil_13,HW,PreFentonGoethite,551.2862,Protein,8536603
Soil_13,HW,PreFentonGoethite,553.2654,Protein,7553661
Soil_13,HW,PreFentonGoethite,559.1516,Carb,10277731
Soil_13,HW,PreFentonGoethite,503.1923,Lignin,9243212
Soil_13,HW,PreFentonGoethite,503.265,Lignin,16716378
Soil_13,HW,PreFentonGoethite,505.1715,Lignin,7322574
Soil_13,HW,PreFentonGoethite,505.2079,Lignin,11822037
Soil_13,HW,PreFentonGoethite,505.2443,Lignin,15991772
Soil_13,HW,PreFentonGoethite,505.2807,Lipid,12399587
Soil_13,HW,PreFentonGoethite,507.078,Lignin,2389308
Soil_13,HW,PreFentonGoethite,507.1144,Lignin,3300675
Soil_13,HW,PreFentonGoethite,507.1508,Lignin,5467466
Soil_13,HW,PreFentonGoethite,507.1872,Lignin,8533329
Soil_13,HW,PreFentonGoethite,507.2236,Lignin,12772696
Soil_13,HW,PreFentonGoethite,509.0937,Lignin,2145976
Soil_13,HW,PreFentonGoethite,509.1512,Carb,11638466
Soil_13,HW,PreFentonGoethite,509.1664,Lignin,6950597
Soil_13,HW,PreFentonGoethite,533.2756,Lignin,14660762
Soil_13,HW,PreFentonGoethite,543.26,Lignin,10115102
Soil_13,HW,PreFentonGoethite,547.1821,Lignin,4883758
Soil_13,HW,PreFentonGoethite,501.1461,Carb,11067575
Soil_13,HW,PreFentonGoethite,499.2185,Protein,6254390
Soil_13,HW,PreFentonGoethite,499.2337,Lignin,10680121
Soil_13,HW,PreFentonGoethite,499.2549,Protein,6352701
Soil_13,HW,PreFentonGoethite,541.1774,Carb,24270716
Soil_13,HW,PreFentonGoethite,539.2134,Lignin,5590742
Soil_13,HW,PreFentonGoethite,539.2498,Lignin,7063257
Soil_13,HW,PreFentonGoethite,539.2862,Protein,6510301
Soil_13,HW,PreFentonGoethite,501.2494,Lignin,14950604
Soil_13,HW,PreFentonGoethite,543.1567,Carb,8732694
Soil_13,HW,PreFentonGoethite,543.2236,Lignin,8032283
Soil_13,HW,PreFentonGoethite,501.213,Lignin,12316868
Soil_13,HW,PreFentonGoethite,529.2654,Protein,5199575
Soil_13,HW,PreFentonGoethite,501.2858,Lignin,12452051
Soil_13,HW,PreFentonGoethite,501.1766,Lignin,5959869
Soil_13,HW,PreFentonGoethite,531.26,Lignin,15545278
Soil_13,HW,PreFentonGoethite,529.2807,Lignin,11260633
Soil_13,HW,PreFentonGoethite,503.1559,Lignin,5126725
Soil_13,HW,PreFentonGoethite,531.2236,Lignin,12198841
Soil_13,HW,PreFentonGoethite,531.1872,Lignin,5749685
Soil_14,HW,PreFentonGoethite,356.1827,Protein,9392576
Soil_14,HW,PreFentonGoethite,356.1463,Protein,7657907
Soil_14,HW,PreFentonGoethite,358.1984,Protein,19848343
