Treatment,X,code,soil,Forest,Fenton,Mass,C,H,N,O,S,P,HC,OC,DBE,CRAM,AI_mod,Class,KM,NKM,KMD,perc
PostFenton,4852,PosFHW3.csv,Soil_9,HW,PostFenton,339.0569,11,16,0,12,0,0,1.45,1.09,4,O,-0.4,HighUnsatLign,339.1353,339,0.1353,lowest 25%
PostFenton,4853,PosFHW3.csv,Soil_9,HW,PostFenton,401.0759,13,22,0,12,1,0,1.69,0.92,3,O,-0.666666667,SatFatAcCarb,401.16866,401,0.16866,third 25 %
PostFenton,4854,PosFHW3.csv,Soil_9,HW,PostFenton,517.1927,23,34,0,13,0,0,1.48,0.57,7,O,0.03030303,HighUnsatLign,517.31226,517,0.31226,lowest 25%
PostFenton,4855,PosFHW3.csv,Soil_9,HW,PostFenton,657.152,24,34,0,21,0,0,1.42,0.88,8,O,-0.185185185,HighUnsatLign,657.30394,657,0.30394,third 25 %
PostFenton,4856,PosFHW3.csv,Soil_9,HW,PostFenton,339.3269,22,44,0,2,0,0,2,0.09,1,O,0,UnSatAliph_noN,339.40532,339,0.40532,lowest 25%
PostFenton,4857,PosFHW3.csv,Soil_9,HW,PostFenton,495.26,26,40,0,9,0,0,1.54,0.35,7,O,0.11627907,UnSatAliph_noN,495.37448,495,0.37448,lowest 25%
PostFenton,4858,PosFHW3.csv,Soil_9,HW,PostFenton,481.0988,21,22,0,13,0,0,1.05,0.62,11,CRAM,0.310344828,HighUnsatLign,481.21001,481,0.21001,second 25 %
PostFenton,4859,PosFHW3.csv,Soil_9,HW,PostFenton,491.177,21,32,0,13,0,0,1.52,0.62,6,O,-0.034482759,SatFatAcCarb,491.29059,491,0.29059,third 25 %
PostFenton,4860,PosFHW3.csv,Soil_9,HW,PostFenton,537.1097,20,26,0,17,0,0,1.3,0.85,8,O,-0.043478261,HighUnsatLign,537.23392,537,0.23392,lowest 25%
PostFenton,4861,PosFHW3.csv,Soil_9,HW,PostFenton,659.2404,26,44,0,19,0,0,1.69,0.73,5,O,-0.272727273,SatFatAcCarb,659.39284,659,0.39284,lowest 25%
PostFenton,4862,PosFHW3.csv,Soil_9,HW,PostFenton,341.1242,16,22,0,8,0,0,1.38,0.5,6,O,0.166666667,HighUnsatLign,341.20307,341,0.20307,top 25 %
PostFenton,4863,PosFHW3.csv,Soil_9,HW,PostFenton,309.1741,14,30,0,5,1,0,2.14,0.36,0,O,-0.333333333,UnSatAliph_noN,309.24561,309,0.24561,lowest 25%
PostFenton,4864,PosFHW3.csv,Soil_9,HW,PostFenton,543.1931,21,36,0,16,0,0,1.71,0.76,4,O,-0.307692308,SatFatAcCarb,543.31866,543,0.31866,third 25 %
PostFenton,4865,PosFHW3.csv,Soil_9,HW,PostFenton,355.0307,14,12,0,11,0,0,0.86,0.79,9,CRAM,0.411764706,HighUnsatLign,355.11278,355,0.11278,second 25 %
PostFenton,4866,PosFHW3.csv,Soil_9,HW,PostFenton,351.0569,12,16,0,12,0,0,1.33,1,5,O,-0.166666667,HighUnsatLign,351.13808,351,0.13808,top 25 %
PostFenton,4867,PosFHW3.csv,Soil_9,HW,PostFenton,358.1256,14,21,3,8,0,0,1.5,0.57,6,O,0.071428571,Aliphat+N,358.2084,358,0.2084,third 25 %
PostFenton,4868,PosFHW3.csv,Soil_9,HW,PostFenton,325.0776,11,18,0,11,0,0,1.64,1,3,O,-0.454545455,SatFatAcCarb,325.1528,325,0.1528,second 25 %
PostFenton,4869,PosFHW3.csv,Soil_9,HW,PostFenton,541.1046,19,26,0,18,0,0,1.37,0.95,7,O,-0.2,HighUnsatLign,541.22976,541,0.22976,third 25 %
PostFenton,4870,PosFHW3.csv,Soil_9,HW,PostFenton,601.2349,24,42,0,17,0,0,1.75,0.71,4,O,-0.290322581,SatFatAcCarb,601.37395,601,0.37395,lowest 25%
PostFenton,4871,PosFHW3.csv,Soil_9,HW,PostFenton,357.1303,15,22,2,8,0,0,1.47,0.53,6,O,0.111111111,HighUnsatLign,357.21292,357,0.21292,lowest 25%
PostFenton,4872,PosFHW3.csv,Soil_9,HW,PostFenton,691.2302,26,44,0,21,0,0,1.69,0.81,5,O,-0.35483871,SatFatAcCarb,691.39007,691,0.39007,lowest 25%
PostFenton,4873,PosFHW3.csv,Soil_9,HW,PostFenton,471.078,19,20,0,14,0,0,1.05,0.74,10,O,0.25,HighUnsatLign,471.18696,471,0.18696,second 25 %
PostFenton,4874,PosFHW3.csv,Soil_9,HW,PostFenton,502.2153,30,34,1,4,0,1,1.13,0.13,15,O,0.461538462,HighUnsatLign,502.3314,502,0.3314,lowest 25%
PostFenton,4875,PosFHW3.csv,Soil_9,HW,PostFenton,515.2134,24,36,0,12,0,0,1.5,0.5,7,O,0.055555556,UnSatAliph_noN,515.33253,515,0.33253,lowest 25%
PostFenton,4876,PosFHW3.csv,Soil_9,HW,PostFenton,515.1254,18,28,0,17,0,0,1.56,0.94,5,O,-0.368421053,SatFatAcCarb,515.24449,515,0.24449,top 25 %
PostFenton,4877,PosFHW3.csv,Soil_9,HW,PostFenton,437.1664,18,30,0,12,0,0,1.67,0.67,4,O,-0.166666667,SatFatAcCarb,437.26754,437,0.26754,third 25 %
PostFenton,4878,PosFHW3.csv,Soil_9,HW,PostFenton,397.0412,16,14,0,12,0,0,0.88,0.75,10,CRAM,0.4,HighUnsatLign,397.13306,397,0.13306,top 25 %
PostFenton,4879,PosFHW3.csv,Soil_9,HW,PostFenton,359.0409,17,12,0,9,0,0,0.71,0.53,12,O,0.6,Aromatic,359.12388,359,0.12388,third 25 %
PostFenton,4880,PosFHW3.csv,Soil_9,HW,PostFenton,423.1256,15,24,2,12,0,0,1.6,0.8,5,O,-0.285714286,SatFatAcCarb,423.22349,423,0.22349,lowest 25%
PostFenton,4881,PosFHW3.csv,Soil_9,HW,PostFenton,407.0256,17,12,0,12,0,0,0.71,0.71,12,O,0.545454545,Aromatic,407.11972,407,0.11972,second 25 %
PostFenton,4882,PosFHW3.csv,Soil_9,HW,PostFenton,346.162,14,25,3,7,0,0,1.79,0.5,4,O,-0.133333333,Aliphat+N,346.24202,346,0.24202,third 25 %
PostFenton,4883,PosFHW3.csv,Soil_9,HW,PostFenton,365.0725,13,18,0,12,0,0,1.38,0.92,5,O,-0.142857143,HighUnsatLign,365.15697,365,0.15697,top 25 %
PostFenton,4884,PosFHW3.csv,Soil_9,HW,PostFenton,421.0412,18,14,0,12,0,0,0.78,0.67,12,CRAM,0.5,HighUnsatLign,421.13861000000003,421,0.13861,second 25 %
PostFenton,4885,PosFHW3.csv,Soil_9,HW,PostFenton,435.0205,18,12,0,13,0,0,0.67,0.72,13,O,0.565217391,Aromatic,435.12111,435,0.12111,lowest 25%
PostFenton,4886,PosFHW3.csv,Soil_9,HW,PostFenton,391.161,17,28,0,10,0,0,1.65,0.59,4,O,-0.083333333,UnSatAliph_noN,391.25142,391,0.25142,second 25 %
PostFenton,4887,PosFHW3.csv,Soil_9,HW,PostFenton,501.0886,20,22,0,15,0,0,1.1,0.75,10,O,0.2,HighUnsatLign,501.20446,501,0.20446,third 25 %
PostFenton,4888,PosFHW3.csv,Soil_9,HW,PostFenton,359.0256,13,12,0,12,0,0,0.92,0.92,8,O,0.285714286,HighUnsatLign,359.10862,359,0.10862,lowest 25%
PostFenton,4889,PosFHW3.csv,Soil_9,HW,PostFenton,413.0362,16,14,0,13,0,0,0.88,0.81,10,O,0.368421053,HighUnsatLign,413.13167,413,0.13167,second 25 %
PostFenton,4890,PosFHW3.csv,Soil_9,HW,PostFenton,397.0049,15,10,0,13,0,0,0.67,0.87,11,O,0.529411765,Aromatic,397.09666,397,0.09666,lowest 25%
PostFenton,4891,PosFHW3.csv,Soil_9,HW,PostFenton,361.114,15,22,0,10,0,0,1.47,0.67,5,O,0,HighUnsatLign,361.19752,361,0.19752,top 25 %
PostFenton,4892,PosFHW3.csv,Soil_9,HW,PostFenton,333.0616,16,14,0,8,0,0,0.88,0.5,10,CRAM,0.5,HighUnsatLign,333.13861000000003,333,0.13861,third 25 %
PostFenton,4893,PosFHW3.csv,Soil_9,HW,PostFenton,383.0984,17,20,0,10,0,0,1.18,0.59,8,CRAM,0.25,HighUnsatLign,383.18696,383,0.18696,top 25 %
PostFenton,4894,PosFHW3.csv,Soil_9,HW,PostFenton,455.0831,19,20,0,13,0,0,1.05,0.68,10,O,0.28,HighUnsatLign,455.18834,455,0.18834,top 25 %
PostFenton,4895,PosFHW3.csv,Soil_9,HW,PostFenton,433.1021,14,26,0,13,1,0,1.86,0.93,2,O,-0.846153846,SatFatAcCarb,433.20228,433,0.20228,third 25 %
PostFenton,4896,PosFHW3.csv,Soil_9,HW,PostFenton,601.1622,22,34,0,19,0,0,1.55,0.86,6,O,-0.28,SatFatAcCarb,601.30116,601,0.30116,top 25 %
PostFenton,4897,PosFHW3.csv,Soil_9,HW,PostFenton,353.1242,17,22,0,8,0,0,1.29,0.47,7,CRAM,0.230769231,HighUnsatLign,353.20585,353,0.20585,top 25 %
PostFenton,4898,PosFHW3.csv,Soil_9,HW,PostFenton,360.1776,15,27,3,7,0,0,1.8,0.47,4,O,-0.117647059,Aliphat+N,360.26091,360,0.26091,second 25 %
PostFenton,4899,PosFHW3.csv,Soil_9,HW,PostFenton,387.2024,19,32,0,8,0,0,1.68,0.42,4,O,0,UnSatAliph_noN,387.29198,387,0.29198,second 25 %
PostFenton,4900,PosFHW3.csv,Soil_9,HW,PostFenton,343.2126,18,32,0,6,0,0,1.78,0.33,3,O,0,UnSatAliph_noN,343.29197,343,0.29197,lowest 25%
PostFenton,4901,PosFHW3.csv,Soil_9,HW,PostFenton,393.0827,18,18,0,10,0,0,1,0.56,10,CRAM,0.384615385,HighUnsatLign,393.17361,393,0.17361,top 25 %
PostFenton,4902,PosFHW3.csv,Soil_9,HW,PostFenton,433.0776,20,18,0,11,0,0,0.9,0.55,12,CRAM,0.448275862,HighUnsatLign,433.17778,433,0.17778,second 25 %
PostFenton,4903,PosFHW3.csv,Soil_9,HW,PostFenton,549.2341,28,38,0,11,0,0,1.36,0.39,10,CRAM,0.2,HighUnsatLign,549.36114,549,0.36114,second 25 %
PostFenton,4904,PosFHW3.csv,Soil_9,HW,PostFenton,393.0675,14,18,0,13,0,0,1.29,0.93,6,O,-0.066666667,HighUnsatLign,393.15835,393,0.15835,second 25 %
PostFenton,4905,PosFHW3.csv,Soil_9,HW,PostFenton,483.1872,23,32,0,11,0,0,1.39,0.48,8,O,0.142857143,HighUnsatLign,483.29891,483,0.29891,second 25 %
PostFenton,4906,PosFHW3.csv,Soil_9,HW,PostFenton,599.1465,22,32,0,19,0,0,1.45,0.86,7,O,-0.2,HighUnsatLign,599.28504,599,0.28504,second 25 %
PostFenton,4907,PosFHW3.csv,Soil_9,HW,PostFenton,641.1571,24,34,0,20,0,0,1.42,0.83,8,O,-0.142857143,HighUnsatLign,641.30532,641,0.30532,third 25 %
PostFenton,4908,PosFHW3.csv,Soil_9,HW,PostFenton,557.2603,27,42,0,12,0,0,1.56,0.44,7,O,0.047619048,UnSatAliph_noN,557.38921,557,0.38921,lowest 25%
PostFenton,4909,PosFHW3.csv,Soil_9,HW,PostFenton,339.0933,12,20,0,11,0,0,1.67,0.92,3,O,-0.384615385,SatFatAcCarb,339.17169,339,0.17169,top 25 %
PostFenton,4910,PosFHW3.csv,Soil_9,HW,PostFenton,419.062,19,16,0,11,0,0,0.84,0.58,12,CRAM,0.481481481,HighUnsatLign,419.15889,419,0.15889,second 25 %
PostFenton,4911,PosFHW3.csv,Soil_9,HW,PostFenton,519.1567,18,32,0,17,0,0,1.78,0.94,3,O,-0.578947368,SatFatAcCarb,519.27672,519,0.27672,top 25 %
PostFenton,4912,PosFHW3.csv,Soil_9,HW,PostFenton,675.1625,24,36,0,22,0,0,1.5,0.92,7,O,-0.307692308,SatFatAcCarb,675.31867,675,0.31867,second 25 %
PostFenton,4913,PosFHW3.csv,Soil_9,HW,PostFenton,395.3895,26,52,0,2,0,0,2,0.08,1,O,0,UnSatAliph_noN,395.48088,395,0.48088,third 25 %
PostFenton,4914,PosFHW3.csv,Soil_9,HW,PostFenton,447.0933,21,20,0,11,0,0,0.95,0.52,12,CRAM,0.419354839,HighUnsatLign,447.19667,447,0.19667,second 25 %
PostFenton,4915,PosFHW3.csv,Soil_9,HW,PostFenton,386.1093,16,21,1,10,0,0,1.31,0.62,7,O,0.15,HighUnsatLign,386.19855,386,0.19855,lowest 25%
PostFenton,4916,PosFHW3.csv,Soil_9,HW,PostFenton,337.0929,16,18,0,8,0,0,1.12,0.5,8,CRAM,0.333333333,HighUnsatLign,337.17084,337,0.17084,second 25 %
PostFenton,4917,PosFHW3.csv,Soil_9,HW,PostFenton,353.0514,15,14,0,10,0,0,0.93,0.67,9,CRAM,0.4,HighUnsatLign,353.13306,353,0.13306,top 25 %
PostFenton,4918,PosFHW3.csv,Soil_9,HW,PostFenton,491.2134,22,36,0,12,0,0,1.64,0.55,5,O,-0.0625,UnSatAliph_noN,491.32698,491,0.32698,lowest 25%
PostFenton,4919,PosFHW3.csv,Soil_9,HW,PostFenton,451.1457,18,28,0,13,0,0,1.56,0.72,5,O,-0.130434783,SatFatAcCarb,451.25003,451,0.25003,second 25 %
PostFenton,4920,PosFHW3.csv,Soil_9,HW,PostFenton,462.1729,18,29,3,11,0,0,1.61,0.61,6,O,-0.105263158,SatFatAcCarb,462.2798,462,0.2798,lowest 25%
PostFenton,4921,PosFHW3.csv,Soil_9,HW,PostFenton,459.1355,16,28,0,15,0,0,1.75,0.94,3,O,-0.529411765,SatFatAcCarb,459.24171,459,0.24171,top 25 %
PostFenton,4922,PosFHW3.csv,Soil_9,HW,PostFenton,397.0776,17,18,0,11,0,0,1.06,0.65,9,CRAM,0.304347826,HighUnsatLign,397.16945,397,0.16945,top 25 %
PostFenton,4923,PosFHW3.csv,Soil_9,HW,PostFenton,375.1085,19,20,0,8,0,0,1.05,0.42,10,CRAM,0.4,HighUnsatLign,375.19528,375,0.19528,top 25 %
PostFenton,4924,PosFHW3.csv,Soil_9,HW,PostFenton,507.078,22,20,0,14,0,0,0.91,0.64,13,CRAM,0.4,HighUnsatLign,507.19528,507,0.19528,lowest 25%
PostFenton,4925,PosFHW3.csv,Soil_9,HW,PostFenton,745.2044,28,42,0,23,0,0,1.5,0.82,8,O,-0.212121212,SatFatAcCarb,745.37673,745,0.37673,lowest 25%
PostFenton,4926,PosFHW3.csv,Soil_9,HW,PostFenton,430.1943,17,29,5,8,0,0,1.71,0.47,6,O,-0.0625,Aliphat+N,430.29381,430,0.29381,lowest 25%
PostFenton,4927,PosFHW3.csv,Soil_9,HW,PostFenton,513.2341,25,38,0,11,0,0,1.52,0.44,7,O,0.076923077,UnSatAliph_noN,513.35281,513,0.35281,third 25 %
PostFenton,4928,PosFHW3.csv,Soil_9,HW,PostFenton,375.1813,21,28,0,6,0,0,1.33,0.29,8,CRAM,0.277777778,HighUnsatLign,375.26807,375,0.26807,second 25 %
PostFenton,4929,PosFHW3.csv,Soil_9,HW,PostFenton,539.1981,22,36,0,15,0,0,1.64,0.68,5,O,-0.172413793,SatFatAcCarb,539.32282,539,0.32282,lowest 25%
PostFenton,4930,PosFHW3.csv,Soil_9,HW,PostFenton,410.094,14,21,1,13,0,0,1.5,0.93,5,O,-0.307692308,SatFatAcCarb,410.18884,410,0.18884,lowest 25%
PostFenton,4931,PosFHW3.csv,Soil_9,HW,PostFenton,509.0573,21,18,0,15,0,0,0.86,0.71,13,CRAM,0.407407407,HighUnsatLign,509.175,509,0.175,third 25 %
PostFenton,4932,PosFHW3.csv,Soil_9,HW,PostFenton,567.2447,28,40,0,12,0,0,1.43,0.43,9,O,0.136363636,HighUnsatLign,567.37587,567,0.37587,third 25 %
PostFenton,4933,PosFHW3.csv,Soil_9,HW,PostFenton,401.2181,20,34,0,8,0,0,1.7,0.4,4,O,0,UnSatAliph_noN,401.31087,401,0.31087,second 25 %
PostFenton,4934,PosFHW3.csv,Soil_9,HW,PostFenton,525.1614,24,30,0,13,0,0,1.25,0.54,10,O,0.2,HighUnsatLign,525.2828,525,0.2828,second 25 %
PostFenton,4935,PosFHW3.csv,Soil_9,HW,PostFenton,495.1355,19,28,0,15,0,0,1.47,0.79,6,O,-0.130434783,HighUnsatLign,495.25004,495,0.25004,second 25 %
PostFenton,4936,PosFHW3.csv,Soil_9,HW,PostFenton,391.0518,14,16,0,13,0,0,1.14,0.93,7,O,0.066666667,HighUnsatLign,391.14224,391,0.14224,third 25 %
PostFenton,4937,PosFHW3.csv,Soil_9,HW,PostFenton,535.1457,25,28,0,13,0,0,1.12,0.52,12,CRAM,0.297297297,HighUnsatLign,535.26946,535,0.26946,third 25 %
PostFenton,4938,PosFHW3.csv,Soil_9,HW,PostFenton,401.1678,16,26,4,8,0,0,1.62,0.5,6,O,0,Aliphat+N,401.26055,401,0.26055,second 25 %
PostFenton,4939,PosFHW3.csv,Soil_9,HW,PostFenton,579.2447,29,40,0,12,0,0,1.38,0.41,10,CRAM,0.173913043,HighUnsatLign,579.37864,579,0.37864,third 25 %
PostFenton,4940,PosFHW3.csv,Soil_9,HW,PostFenton,359.1136,19,20,0,7,0,0,1.05,0.37,10,CRAM,0.419354839,HighUnsatLign,359.19667,359,0.19667,third 25 %
PostFenton,4941,PosFHW3.csv,Soil_9,HW,PostFenton,381.0675,13,18,0,13,0,0,1.38,1,5,O,-0.230769231,HighUnsatLign,381.15558,381,0.15558,second 25 %
PostFenton,4942,PosFHW3.csv,Soil_9,HW,PostFenton,417.1766,19,30,0,10,0,0,1.58,0.53,5,O,0,UnSatAliph_noN,417.27309,417,0.27309,top 25 %
PostFenton,4943,PosFHW3.csv,Soil_9,HW,PostFenton,337.2054,16,34,0,5,1,0,2.12,0.31,0,O,-0.28,UnSatAliph_noN,337.28339,337,0.28339,second 25 %
PostFenton,4944,PosFHW3.csv,Soil_9,HW,PostFenton,547.2185,28,36,0,11,0,0,1.29,0.39,11,CRAM,0.244444444,HighUnsatLign,547.34502,547,0.34502,lowest 25%
PostFenton,4945,PosFHW3.csv,Soil_9,HW,PostFenton,419.1711,22,28,0,8,0,0,1.27,0.36,9,CRAM,0.277777778,HighUnsatLign,419.26807,419,0.26807,top 25 %
PostFenton,4946,PosFHW3.csv,Soil_9,HW,PostFenton,557.1148,23,26,0,16,0,0,1.13,0.7,11,O,0.2,HighUnsatLign,557.24363,557,0.24363,lowest 25%
PostFenton,4947,PosFHW3.csv,Soil_9,HW,PostFenton,475.2185,22,36,0,11,0,0,1.64,0.5,5,O,-0.03030303,UnSatAliph_noN,475.32837,475,0.32837,lowest 25%
PostFenton,4948,PosFHW3.csv,Soil_9,HW,PostFenton,342.1307,14,21,3,7,0,0,1.5,0.5,6,CRAM,0.133333333,Aliphat+N,342.20979,342,0.20979,third 25 %
PostFenton,4949,PosFHW3.csv,Soil_9,HW,PostFenton,391.1762,21,28,0,7,0,0,1.33,0.33,8,CRAM,0.257142857,HighUnsatLign,391.26668,391,0.26668,top 25 %
PostFenton,4950,PosFHW3.csv,Soil_9,HW,PostFenton,361.0929,18,18,0,8,0,0,1,0.44,10,CRAM,0.428571429,HighUnsatLign,361.17639,361,0.17639,second 25 %
PostFenton,4951,PosFHW3.csv,Soil_9,HW,PostFenton,311.1686,17,28,0,3,1,0,1.65,0.18,4,O,0.103448276,UnSatAliph_noN,311.24059,311,0.24059,top 25 %
PostFenton,4952,PosFHW3.csv,Soil_9,HW,PostFenton,473.1889,19,30,4,10,0,0,1.58,0.53,7,O,0,Aliphat+N,473.29833,473,0.29833,third 25 %
PostFenton,4953,PosFHW3.csv,Soil_9,HW,PostFenton,433.114,21,22,0,10,0,0,1.05,0.48,11,CRAM,0.375,HighUnsatLign,433.21417,433,0.21417,second 25 %
PostFenton,4954,PosFHW3.csv,Soil_9,HW,PostFenton,447.1872,20,32,0,11,0,0,1.6,0.55,5,O,-0.034482759,UnSatAliph_noN,447.29059,447,0.29059,second 25 %
PostFenton,4955,PosFHW3.csv,Soil_9,HW,PostFenton,491.1406,20,28,0,14,0,0,1.4,0.7,7,O,0,HighUnsatLign,491.2542,491,0.2542,lowest 25%
PostFenton,4956,PosFHW3.csv,Soil_9,HW,PostFenton,567.0992,24,24,0,16,0,0,1,0.67,13,CRAM,0.3125,HighUnsatLign,567.23029,567,0.23029,lowest 25%
PostFenton,4957,PosFHW3.csv,Soil_9,HW,PostFenton,495.1508,23,28,0,12,0,0,1.22,0.52,10,CRAM,0.235294118,HighUnsatLign,495.2653,495,0.2653,second 25 %
PostFenton,4958,PosFHW3.csv,Soil_9,HW,PostFenton,430.1467,17,25,3,10,0,0,1.47,0.59,7,O,0.055555556,HighUnsatLign,430.24618,430,0.24618,third 25 %
PostFenton,4959,PosFHW3.csv,Soil_9,HW,PostFenton,545.0996,18,26,0,19,0,0,1.44,1.06,6,O,-0.411764706,HighUnsatLign,545.2256,545,0.2256,lowest 25%
PostFenton,4960,PosFHW3.csv,Soil_9,HW,PostFenton,383.1711,19,28,0,8,0,0,1.47,0.42,6,O,0.133333333,HighUnsatLign,383.25974,383,0.25974,top 25 %
PostFenton,4961,PosFHW3.csv,Soil_9,HW,PostFenton,514.2153,31,34,1,4,0,1,1.1,0.13,16,O,0.481481481,HighUnsatLign,514.33417,514,0.33417,lowest 25%
PostFenton,4962,PosFHW3.csv,Soil_9,HW,PostFenton,329.1242,15,22,0,8,0,0,1.47,0.53,5,O,0.090909091,HighUnsatLign,329.2003,329,0.2003,second 25 %
PostFenton,4963,PosFHW3.csv,Soil_9,HW,PostFenton,429.125,15,26,0,14,0,0,1.73,0.93,3,O,-0.5,SatFatAcCarb,429.22421,429,0.22421,top 25 %
PostFenton,4964,PosFHW3.csv,Soil_9,HW,PostFenton,368.1198,13,23,1,11,0,0,1.77,0.85,3,O,-0.461538462,SatFatAcCarb,368.20496,368,0.20496,third 25 %
PostFenton,4965,PosFHW3.csv,Soil_9,HW,PostFenton,371.15,21,24,0,6,0,0,1.14,0.29,10,CRAM,0.388888889,HighUnsatLign,371.23583,371,0.23583,third 25 %
PostFenton,4966,PosFHW3.csv,Soil_9,HW,PostFenton,441.1991,19,30,4,8,0,0,1.58,0.42,7,CRAM,0.090909091,Aliphat+N,441.30111,441,0.30111,third 25 %
PostFenton,4967,PosFHW3.csv,Soil_9,HW,PostFenton,427.161,20,28,0,10,0,0,1.4,0.5,7,O,0.133333333,HighUnsatLign,427.25974,427,0.25974,top 25 %
PostFenton,4968,PosFHW3.csv,Soil_9,HW,PostFenton,417.0675,16,18,0,13,0,0,1.12,0.81,8,O,0.157894737,HighUnsatLign,417.1639,417,0.1639,top 25 %
PostFenton,4969,PosFHW3.csv,Soil_9,HW,PostFenton,407.0984,19,20,0,10,0,0,1.05,0.53,10,CRAM,0.357142857,HighUnsatLign,407.19251,407,0.19251,top 25 %
PostFenton,4970,PosFHW3.csv,Soil_9,HW,PostFenton,561.1977,28,34,0,12,0,0,1.21,0.43,12,CRAM,0.272727273,HighUnsatLign,561.32752,561,0.32752,lowest 25%
PostFenton,4971,PosFHW3.csv,Soil_9,HW,PostFenton,443.1559,20,28,0,11,0,0,1.4,0.55,7,O,0.103448276,HighUnsatLign,443.25836,443,0.25836,top 25 %
PostFenton,4972,PosFHW3.csv,Soil_9,HW,PostFenton,360.0936,14,19,1,10,0,0,1.36,0.71,6,O,0.0625,HighUnsatLign,360.17688,360,0.17688,lowest 25%
PostFenton,4973,PosFHW3.csv,Soil_9,HW,PostFenton,489.1461,17,30,0,16,0,0,1.76,0.94,3,O,-0.555555556,SatFatAcCarb,489.25922,489,0.25922,top 25 %
PostFenton,4974,PosFHW3.csv,Soil_9,HW,PostFenton,541.0835,22,22,0,16,0,0,1,0.73,12,O,0.285714286,HighUnsatLign,541.20862,541,0.20862,lowest 25%
PostFenton,4975,PosFHW3.csv,Soil_9,HW,PostFenton,433.0988,17,22,0,13,0,0,1.29,0.76,7,O,0.047619048,HighUnsatLign,433.19891,433,0.19891,second 25 %
PostFenton,4976,PosFHW3.csv,Soil_9,HW,PostFenton,417.0708,13,22,0,13,1,0,1.69,1,3,O,-0.818181818,SatFatAcCarb,417.16728,417,0.16728,third 25 %
PostFenton,4977,PosFHW3.csv,Soil_9,HW,PostFenton,407.1671,16,28,2,10,0,0,1.75,0.62,4,O,-0.222222222,SatFatAcCarb,407.26127,407,0.26127,lowest 25%
PostFenton,4978,PosFHW3.csv,Soil_9,HW,PostFenton,511.2032,21,36,0,14,0,0,1.71,0.67,4,O,-0.214285714,SatFatAcCarb,511.32144,511,0.32144,lowest 25%
PostFenton,4979,PosFHW3.csv,Soil_9,HW,PostFenton,521.1301,24,26,0,13,0,0,1.08,0.54,12,CRAM,0.314285714,HighUnsatLign,521.25057,521,0.25057,third 25 %
PostFenton,4980,PosFHW3.csv,Soil_9,HW,PostFenton,389.1089,16,22,0,11,0,0,1.38,0.69,6,O,0.047619048,HighUnsatLign,389.19891,389,0.19891,top 25 %
PostFenton,4981,PosFHW3.csv,Soil_9,HW,PostFenton,517.2443,28,38,0,9,0,0,1.36,0.32,10,CRAM,0.234042553,HighUnsatLign,517.36391,517,0.36391,third 25 %
PostFenton,4982,PosFHW3.csv,Soil_9,HW,PostFenton,419.1559,18,28,0,11,0,0,1.56,0.61,5,O,-0.04,SatFatAcCarb,419.25281,419,0.25281,second 25 %
PostFenton,4983,PosFHW3.csv,Soil_9,HW,PostFenton,629.1571,23,34,0,20,0,0,1.48,0.87,7,O,-0.230769231,HighUnsatLign,629.30255,629,0.30255,second 25 %
PostFenton,4984,PosFHW3.csv,Soil_9,HW,PostFenton,411.1885,18,28,4,7,0,0,1.56,0.39,7,CRAM,0.142857143,Aliphat+N,411.2836,411,0.2836,lowest 25%
PostFenton,4985,PosFHW3.csv,Soil_9,HW,PostFenton,763.215,28,44,0,24,0,0,1.57,0.86,7,O,-0.3125,SatFatAcCarb,763.39146,763,0.39146,lowest 25%
PostFenton,4986,PosFHW3.csv,Soil_9,HW,PostFenton,549.0886,24,22,0,15,0,0,0.92,0.62,14,CRAM,0.393939394,HighUnsatLign,549.21556,549,0.21556,lowest 25%
PostFenton,4987,PosFHW3.csv,Soil_9,HW,PostFenton,675.1989,25,40,0,21,0,0,1.6,0.84,6,O,-0.310344828,SatFatAcCarb,675.35506,675,0.35506,second 25 %
PostFenton,4988,PosFHW3.csv,Soil_9,HW,PostFenton,359.1096,14,20,2,9,0,0,1.43,0.64,6,O,0.066666667,HighUnsatLign,359.19264,359,0.19264,lowest 25%
PostFenton,4989,PosFHW3.csv,Soil_9,HW,PostFenton,389.0395,11,18,0,13,1,0,1.64,1.18,3,O,-1.285714286,SatFatAcCarb,389.12949,389,0.12949,lowest 25%
PostFenton,4990,PosFHW3.csv,Soil_9,HW,PostFenton,451.1821,19,32,0,12,0,0,1.68,0.63,4,O,-0.153846154,SatFatAcCarb,451.28643,451,0.28643,lowest 25%
PostFenton,4991,PosFHW3.csv,Soil_9,HW,PostFenton,469.1351,21,26,0,12,0,0,1.24,0.57,9,O,0.2,HighUnsatLign,469.24363,469,0.24363,top 25 %
PostFenton,4992,PosFHW3.csv,Soil_9,HW,PostFenton,565.1081,39,18,0,5,0,0,0.46,0.13,31,O,0.780821918,CondAr,565.23882,565,0.23882,lowest 25%
PostFenton,4993,PosFHW3.csv,Soil_9,HW,PostFenton,365.1606,19,26,0,7,0,0,1.37,0.37,7,CRAM,0.225806452,HighUnsatLign,365.24501,365,0.24501,top 25 %
PostFenton,4994,PosFHW3.csv,Soil_9,HW,PostFenton,431.1784,17,28,4,9,0,0,1.65,0.53,6,O,-0.058823529,Aliphat+N,431.27805,431,0.27805,third 25 %
