Treatment,X,code,soil,Forest,Fenton,Mass,C,H,N,O,S,P,HC,OC,DBE,CRAM,AI_mod,Class,KM,NKM,KMD,perc
PreFenton,18548,PreHW3.csv,Soil_3,HW,PreFenton,396.1412,17,23,3,8,0,0,1.35,0.47,8,CRAM,0.25,HighUnsatLign,396.23284,396,0.23284,lowest 25%
PreFenton,18549,PreHW3.csv,Soil_3,HW,PreFenton,559.1093,26,24,0,14,0,0,0.92,0.54,15,CRAM,0.421052632,HighUnsatLign,559.23861,559,0.23861,lowest 25%
PreFenton,18550,PreHW3.csv,Soil_3,HW,PreFenton,483.1355,18,28,0,15,0,0,1.56,0.83,5,O,-0.238095238,SatFatAcCarb,483.24726,483,0.24726,third 25 %
PreFenton,18551,PreHW3.csv,Soil_3,HW,PreFenton,515.1923,27,32,0,10,0,0,1.19,0.37,12,CRAM,0.318181818,HighUnsatLign,515.3114,515,0.3114,third 25 %
PreFenton,18552,PreHW3.csv,Soil_3,HW,PreFenton,449.2181,24,34,0,8,0,0,1.42,0.33,8,CRAM,0.2,HighUnsatLign,449.32197,449,0.32197,second 25 %
PreFenton,18553,PreHW3.csv,Soil_3,HW,PreFenton,389.2042,16,30,4,7,0,0,1.88,0.44,4,O,-0.176470588,Aliphat+N,389.29417,389,0.29417,third 25 %
PreFenton,18554,PreHW3.csv,Soil_3,HW,PreFenton,473.0362,21,14,0,13,0,0,0.67,0.62,15,O,0.586206897,Aromatic,473.14555,473,0.14555,lowest 25%
PreFenton,18555,PreHW3.csv,Soil_3,HW,PreFenton,539.2134,26,36,0,12,0,0,1.38,0.46,9,O,0.15,HighUnsatLign,539.33808,539,0.33808,lowest 25%
PreFenton,18556,PreHW3.csv,Soil_3,HW,PreFenton,473.2181,26,34,0,8,0,0,1.31,0.31,10,CRAM,0.272727273,HighUnsatLign,473.32752,473,0.32752,second 25 %
PreFenton,18557,PreHW3.csv,Soil_3,HW,PreFenton,397.0201,19,10,0,10,0,0,0.53,0.53,15,O,0.714285714,CondAr,397.11192,397,0.11192,third 25 %
PreFenton,18558,PreHW3.csv,Soil_3,HW,PreFenton,407.1195,16,24,0,12,0,0,1.5,0.75,5,O,-0.1,SatFatAcCarb,407.21364,407,0.21364,lowest 25%
PreFenton,18559,PreHW3.csv,Soil_3,HW,PreFenton,441.0675,18,18,0,13,0,0,1,0.72,10,O,0.304347826,HighUnsatLign,441.16945,441,0.16945,second 25 %
PreFenton,18560,PreHW3.csv,Soil_3,HW,PreFenton,465.125,18,26,0,14,0,0,1.44,0.78,6,O,-0.090909091,HighUnsatLign,465.23253,465,0.23253,lowest 25%
PreFenton,18561,PreHW3.csv,Soil_3,HW,PreFenton,437.1664,18,30,0,12,0,0,1.67,0.67,4,O,-0.166666667,SatFatAcCarb,437.26754,437,0.26754,lowest 25%
PreFenton,18562,PreHW3.csv,Soil_3,HW,PreFenton,515.0467,23,16,0,14,0,0,0.7,0.61,16,O,0.5625,Aromatic,515.16582,515,0.16582,lowest 25%
PreFenton,18563,PreHW3.csv,Soil_3,HW,PreFenton,364.1878,18,27,3,5,0,0,1.5,0.28,7,CRAM,0.24,Aliphat+N,364.27201,364,0.27201,third 25 %
PreFenton,18564,PreHW3.csv,Soil_3,HW,PreFenton,435.2249,21,32,4,6,0,0,1.52,0.29,8,CRAM,0.214285714,Aliphat+N,435.32555,435,0.32555,lowest 25%
PreFenton,18565,PreHW3.csv,Soil_3,HW,PreFenton,381.1555,19,26,0,8,0,0,1.37,0.42,7,CRAM,0.2,HighUnsatLign,381.24363,381,0.24363,top 25 %
PreFenton,18566,PreHW3.csv,Soil_3,HW,PreFenton,487.161,25,28,0,10,0,0,1.12,0.4,12,CRAM,0.35,HighUnsatLign,487.27362,487,0.27362,lowest 25%
PreFenton,18567,PreHW3.csv,Soil_3,HW,PreFenton,497.1817,27,30,0,9,0,0,1.11,0.33,13,CRAM,0.377777778,HighUnsatLign,497.29667,497,0.29667,lowest 25%
PreFenton,18568,PreHW3.csv,Soil_3,HW,PreFenton,384.13,17,23,1,9,0,0,1.35,0.53,7,CRAM,0.173913043,HighUnsatLign,384.21883,384,0.21883,lowest 25%
PreFenton,18569,PreHW3.csv,Soil_3,HW,PreFenton,337.1293,17,22,0,7,0,0,1.29,0.41,7,CRAM,0.259259259,HighUnsatLign,337.20723,337,0.20723,second 25 %
PreFenton,18570,PreHW3.csv,Soil_3,HW,PreFenton,363.1813,20,28,0,6,0,0,1.4,0.3,7,CRAM,0.235294118,HighUnsatLign,363.26529,363,0.26529,top 25 %
PreFenton,18571,PreHW3.csv,Soil_3,HW,PreFenton,495.2236,25,36,0,10,0,0,1.44,0.4,8,CRAM,0.15,HighUnsatLign,495.33808,495,0.33808,third 25 %
PreFenton,18572,PreHW3.csv,Soil_3,HW,PreFenton,563.177,27,32,0,13,0,0,1.19,0.48,12,CRAM,0.268292683,HighUnsatLign,563.30724,563,0.30724,lowest 25%
PreFenton,18573,PreHW3.csv,Soil_3,HW,PreFenton,495.0569,24,16,0,12,0,0,0.67,0.5,17,O,0.611111111,Aromatic,495.17137,495,0.17137,lowest 25%
PreFenton,18574,PreHW3.csv,Soil_3,HW,PreFenton,359.0984,15,20,0,10,0,0,1.33,0.67,6,O,0.1,HighUnsatLign,359.18141,359,0.18141,second 25 %
PreFenton,18575,PreHW3.csv,Soil_3,HW,PreFenton,429.2719,20,38,4,6,0,0,1.9,0.3,4,O,-0.076923077,Aliphat+N,429.37112,429,0.37112,lowest 25%
PreFenton,18576,PreHW3.csv,Soil_3,HW,PreFenton,377.0514,17,14,0,10,0,0,0.82,0.59,11,CRAM,0.5,HighUnsatLign,377.13861000000003,377,0.13861,top 25 %
PreFenton,18577,PreHW3.csv,Soil_3,HW,PreFenton,365.197,20,30,0,6,0,0,1.5,0.3,6,CRAM,0.176470588,UnSatAliph_noN,365.28141,365,0.28141,top 25 %
PreFenton,18578,PreHW3.csv,Soil_3,HW,PreFenton,521.1664,25,30,0,12,0,0,1.2,0.48,11,CRAM,0.263157895,HighUnsatLign,521.28696,521,0.28696,third 25 %
PreFenton,18579,PreHW3.csv,Soil_3,HW,PreFenton,409.1351,16,26,0,12,0,0,1.62,0.75,4,O,-0.2,SatFatAcCarb,409.22976,409,0.22976,third 25 %
PreFenton,18580,PreHW3.csv,Soil_3,HW,PreFenton,331.0823,17,16,0,7,0,0,0.94,0.41,10,CRAM,0.481481481,HighUnsatLign,331.15888,331,0.15888,third 25 %
PreFenton,18581,PreHW3.csv,Soil_3,HW,PreFenton,377.1354,18,22,2,7,0,0,1.22,0.39,9,CRAM,0.36,HighUnsatLign,377.22263,377,0.22263,lowest 25%
PreFenton,18582,PreHW3.csv,Soil_3,HW,PreFenton,483.2236,24,36,0,10,0,0,1.5,0.42,7,O,0.105263158,UnSatAliph_noN,483.33531,483,0.33531,third 25 %
PreFenton,18583,PreHW3.csv,Soil_3,HW,PreFenton,389.1089,16,22,0,11,0,0,1.38,0.69,6,O,0.047619048,HighUnsatLign,389.19891,389,0.19891,third 25 %
PreFenton,18584,PreHW3.csv,Soil_3,HW,PreFenton,393.2283,22,34,0,6,0,0,1.55,0.27,6,O,0.157894737,UnSatAliph_noN,393.31919,393,0.31919,third 25 %
PreFenton,18585,PreHW3.csv,Soil_3,HW,PreFenton,339.1999,19,32,0,3,1,0,1.68,0.16,4,O,0.090909091,UnSatAliph_noN,339.27837,339,0.27837,third 25 %
PreFenton,18586,PreHW3.csv,Soil_3,HW,PreFenton,589.1622,21,34,0,19,0,0,1.62,0.9,5,O,-0.391304348,SatFatAcCarb,589.29839,589,0.29839,lowest 25%
PreFenton,18587,PreHW3.csv,Soil_3,HW,PreFenton,429.1038,18,22,0,12,0,0,1.22,0.67,8,O,0.166666667,HighUnsatLign,429.20307,429,0.20307,second 25 %
PreFenton,18588,PreHW3.csv,Soil_3,HW,PreFenton,405.0099,17,10,0,12,0,0,0.59,0.71,13,O,0.636363636,Aromatic,405.1036,405,0.1036,third 25 %
PreFenton,18589,PreHW3.csv,Soil_3,HW,PreFenton,351.2177,20,32,0,5,0,0,1.6,0.25,5,O,0.142857143,UnSatAliph_noN,351.29891,351,0.29891,third 25 %
PreFenton,18590,PreHW3.csv,Soil_3,HW,PreFenton,519.3327,30,48,0,7,0,0,1.6,0.23,7,O,0.132075472,UnSatAliph_noN,519.45281,519,0.45281,lowest 25%
PreFenton,18591,PreHW3.csv,Soil_3,HW,PreFenton,657.2248,26,42,0,19,0,0,1.62,0.73,6,O,-0.212121212,SatFatAcCarb,657.37672,657,0.37672,lowest 25%
PreFenton,18592,PreHW3.csv,Soil_3,HW,PreFenton,467.265,25,40,0,8,0,0,1.6,0.32,6,O,0.095238095,UnSatAliph_noN,467.37309,467,0.37309,lowest 25%
PreFenton,18593,PreHW3.csv,Soil_3,HW,PreFenton,387.0358,18,12,0,10,0,0,0.67,0.56,13,O,0.615384615,Aromatic,387.12527,387,0.12527,second 25 %
PreFenton,18594,PreHW3.csv,Soil_3,HW,PreFenton,425.0878,22,18,0,9,0,0,0.82,0.41,14,CRAM,0.542857143,Aromatic,425.1861,425,0.1861,third 25 %
PreFenton,18595,PreHW3.csv,Soil_3,HW,PreFenton,415.1398,22,24,0,8,0,0,1.09,0.36,11,CRAM,0.388888889,HighUnsatLign,415.23584,415,0.23584,second 25 %
PreFenton,18596,PreHW3.csv,Soil_3,HW,PreFenton,313.0929,14,18,0,8,0,0,1.29,0.57,6,O,0.2,HighUnsatLign,313.16529,313,0.16529,lowest 25%
PreFenton,18597,PreHW3.csv,Soil_3,HW,PreFenton,451.161,22,28,0,10,0,0,1.27,0.45,9,CRAM,0.235294118,HighUnsatLign,451.26529,451,0.26529,top 25 %
PreFenton,18598,PreHW3.csv,Soil_3,HW,PreFenton,537.2341,27,38,0,11,0,0,1.41,0.41,9,CRAM,0.162790698,HighUnsatLign,537.35836,537,0.35836,lowest 25%
PreFenton,18599,PreHW3.csv,Soil_3,HW,PreFenton,316.1878,14,27,3,5,0,0,1.93,0.36,3,O,-0.117647059,Aliphat+N,316.26091,316,0.26091,lowest 25%
PreFenton,18600,PreHW3.csv,Soil_3,HW,PreFenton,499.0518,23,16,0,13,0,0,0.7,0.57,16,O,0.575757576,Aromatic,499.16721,499,0.16721,lowest 25%
PreFenton,18601,PreHW3.csv,Soil_3,HW,PreFenton,479.1923,24,32,0,10,0,0,1.33,0.42,9,CRAM,0.210526316,HighUnsatLign,479.30308,479,0.30308,second 25 %
PreFenton,18602,PreHW3.csv,Soil_3,HW,PreFenton,370.1984,17,29,3,6,0,0,1.71,0.35,5,O,0.045454545,Aliphat+N,370.28396,370,0.28396,third 25 %
PreFenton,18603,PreHW3.csv,Soil_3,HW,PreFenton,547.1457,26,28,0,13,0,0,1.08,0.5,13,CRAM,0.333333333,HighUnsatLign,547.27223,547,0.27223,lowest 25%
PreFenton,18604,PreHW3.csv,Soil_3,HW,PreFenton,387.2177,23,32,0,5,0,0,1.39,0.22,8,CRAM,0.268292683,HighUnsatLign,387.30723,387,0.30723,lowest 25%
PreFenton,18605,PreHW3.csv,Soil_3,HW,PreFenton,365.0667,20,14,0,7,0,0,0.7,0.35,14,O,0.636363636,Aromatic,365.15109,365,0.15109,lowest 25%
PreFenton,18606,PreHW3.csv,Soil_3,HW,PreFenton,428.2515,19,35,5,6,0,0,1.84,0.32,5,O,-0.045454545,Aliphat+N,428.35048,428,0.35048,lowest 25%
PreFenton,18607,PreHW3.csv,Soil_3,HW,PreFenton,485.2392,24,38,0,10,0,0,1.58,0.42,6,O,0.052631579,UnSatAliph_noN,485.35142,485,0.35142,lowest 25%
PreFenton,18608,PreHW3.csv,Soil_3,HW,PreFenton,373.2596,20,38,0,6,0,0,1.9,0.3,2,O,-0.058823529,UnSatAliph_noN,373.34587,373,0.34587,lowest 25%
PreFenton,18609,PreHW3.csv,Soil_3,HW,PreFenton,375.0358,17,12,0,10,0,0,0.71,0.59,12,O,0.583333333,Aromatic,375.12249,375,0.12249,top 25 %
PreFenton,18610,PreHW3.csv,Soil_3,HW,PreFenton,543.1144,26,24,0,13,0,0,0.92,0.5,15,CRAM,0.435897436,HighUnsatLign,543.24,543,0.24,lowest 25%
PreFenton,18611,PreHW3.csv,Soil_3,HW,PreFenton,525.125,23,26,0,14,0,0,1.13,0.61,11,CRAM,0.25,HighUnsatLign,525.24641,525,0.24641,lowest 25%
PreFenton,18612,PreHW3.csv,Soil_3,HW,PreFenton,523.0882,26,20,0,12,0,0,0.77,0.46,17,CRAM,0.55,Aromatic,523.20916,523,0.20916,lowest 25%
PreFenton,18613,PreHW3.csv,Soil_3,HW,PreFenton,455.1195,20,24,0,12,0,0,1.2,0.6,9,O,0.214285714,HighUnsatLign,455.22474,455,0.22474,second 25 %
PreFenton,18614,PreHW3.csv,Soil_3,HW,PreFenton,457.1504,24,26,0,9,0,0,1.08,0.38,12,CRAM,0.384615385,HighUnsatLign,457.25611,457,0.25611,third 25 %
PreFenton,18615,PreHW3.csv,Soil_3,HW,PreFenton,327.1449,16,24,0,7,0,0,1.5,0.44,5,O,0.12,UnSatAliph_noN,327.22057,327,0.22057,third 25 %
PreFenton,18616,PreHW3.csv,Soil_3,HW,PreFenton,499.2185,24,36,0,11,0,0,1.5,0.46,7,O,0.081081081,UnSatAliph_noN,499.33392,499,0.33392,lowest 25%
PreFenton,18617,PreHW3.csv,Soil_3,HW,PreFenton,326.1721,15,25,3,5,0,0,1.67,0.33,5,CRAM,0.105263158,Aliphat+N,326.24757,326,0.24757,lowest 25%
PreFenton,18618,PreHW3.csv,Soil_3,HW,PreFenton,443.1348,23,24,0,9,0,0,1.04,0.39,12,CRAM,0.405405405,HighUnsatLign,443.23722,443,0.23722,second 25 %
PreFenton,18619,PreHW3.csv,Soil_3,HW,PreFenton,401.0514,19,14,0,10,0,0,0.74,0.53,13,O,0.571428571,Aromatic,401.14416,401,0.14416,second 25 %
PreFenton,18620,PreHW3.csv,Soil_3,HW,PreFenton,523.1093,23,24,0,14,0,0,1.04,0.61,12,CRAM,0.3125,HighUnsatLign,523.23029,523,0.23029,third 25 %
PreFenton,18621,PreHW3.csv,Soil_3,HW,PreFenton,418.078,19,17,1,10,0,0,0.89,0.53,12,CRAM,0.5,HighUnsatLign,418.17464,418,0.17464,lowest 25%
PreFenton,18622,PreHW3.csv,Soil_3,HW,PreFenton,467.1406,18,28,0,14,0,0,1.56,0.78,5,O,-0.181818182,SatFatAcCarb,467.24865,467,0.24865,third 25 %
PreFenton,18623,PreHW3.csv,Soil_3,HW,PreFenton,451.0518,19,16,0,13,0,0,0.84,0.68,12,CRAM,0.44,HighUnsatLign,451.15611,451,0.15611,second 25 %
PreFenton,18624,PreHW3.csv,Soil_3,HW,PreFenton,457.0624,18,18,0,14,0,0,1,0.78,10,O,0.272727273,HighUnsatLign,457.16807,457,0.16807,third 25 %
PreFenton,18625,PreHW3.csv,Soil_3,HW,PreFenton,549.0886,24,22,0,15,0,0,0.92,0.62,14,CRAM,0.393939394,HighUnsatLign,549.21556,549,0.21556,lowest 25%
PreFenton,18626,PreHW3.csv,Soil_3,HW,PreFenton,549.125,25,26,0,14,0,0,1.04,0.56,13,CRAM,0.333333333,HighUnsatLign,549.25196,549,0.25196,lowest 25%
PreFenton,18627,PreHW3.csv,Soil_3,HW,PreFenton,399.2177,24,32,0,5,0,0,1.33,0.21,9,O,0.302325581,HighUnsatLign,399.31001,399,0.31001,lowest 25%
PreFenton,18628,PreHW3.csv,Soil_3,HW,PreFenton,509.2028,25,34,0,11,0,0,1.36,0.44,9,CRAM,0.179487179,HighUnsatLign,509.32058,509,0.32058,lowest 25%
PreFenton,18629,PreHW3.csv,Soil_3,HW,PreFenton,449.0362,19,14,0,13,0,0,0.74,0.68,13,O,0.52,Aromatic,449.14,449,0.14,second 25 %
PreFenton,18630,PreHW3.csv,Soil_3,HW,PreFenton,513.2705,26,42,0,10,0,0,1.62,0.38,6,O,0.047619048,UnSatAliph_noN,513.38921,513,0.38921,lowest 25%
PreFenton,18631,PreHW3.csv,Soil_3,HW,PreFenton,401.0878,20,18,0,9,0,0,0.9,0.45,12,CRAM,0.483870968,HighUnsatLign,401.18055,401,0.18055,second 25 %
PreFenton,18632,PreHW3.csv,Soil_3,HW,PreFenton,373.1657,21,26,0,6,0,0,1.24,0.29,9,CRAM,0.333333333,HighUnsatLign,373.25195,373,0.25195,second 25 %
PreFenton,18633,PreHW3.csv,Soil_3,HW,PreFenton,399.1297,18,24,0,10,0,0,1.33,0.56,7,O,0.153846154,HighUnsatLign,399.22196,399,0.22196,top 25 %
PreFenton,18634,PreHW3.csv,Soil_3,HW,PreFenton,441.1402,20,26,0,11,0,0,1.3,0.55,8,O,0.172413793,HighUnsatLign,441.24224,441,0.24224,second 25 %
PreFenton,18635,PreHW3.csv,Soil_3,HW,PreFenton,333.098,17,18,0,7,0,0,1.06,0.41,9,CRAM,0.407407407,HighUnsatLign,333.175,333,0.175,third 25 %
PreFenton,18636,PreHW3.csv,Soil_3,HW,PreFenton,475.1974,25,32,0,9,0,0,1.28,0.36,10,CRAM,0.268292683,HighUnsatLign,475.30724,475,0.30724,second 25 %
PreFenton,18637,PreHW3.csv,Soil_3,HW,PreFenton,309.1707,17,26,0,5,0,0,1.53,0.29,5,O,0.172413793,UnSatAliph_noN,309.24224,309,0.24224,lowest 25%
PreFenton,18638,PreHW3.csv,Soil_3,HW,PreFenton,315.1813,16,28,0,6,0,0,1.75,0.38,3,O,0,UnSatAliph_noN,315.25419,315,0.25419,lowest 25%
PreFenton,18639,PreHW3.csv,Soil_3,HW,PreFenton,393.1191,19,22,0,9,0,0,1.16,0.47,9,CRAM,0.310344828,HighUnsatLign,393.21001,393,0.21001,top 25 %
PreFenton,18640,PreHW3.csv,Soil_3,HW,PreFenton,463.1974,24,32,0,9,0,0,1.33,0.38,9,CRAM,0.230769231,HighUnsatLign,463.30446,463,0.30446,second 25 %
PreFenton,18641,PreHW3.csv,Soil_3,HW,PreFenton,435.1661,22,28,0,9,0,0,1.27,0.41,9,CRAM,0.257142857,HighUnsatLign,435.26668,435,0.26668,top 25 %
PreFenton,18642,PreHW3.csv,Soil_3,HW,PreFenton,441.1991,19,30,4,8,0,0,1.58,0.42,7,CRAM,0.090909091,Aliphat+N,441.30111,441,0.30111,lowest 25%
PreFenton,18643,PreHW3.csv,Soil_3,HW,PreFenton,376.1514,18,23,3,6,0,0,1.28,0.33,9,CRAM,0.375,HighUnsatLign,376.23839,376,0.23839,lowest 25%
PreFenton,18644,PreHW3.csv,Soil_3,HW,PreFenton,451.1123,16,25,2,11,0,1,1.56,0.69,6,O,-0.133333333,SatFatAcCarb,451.21663,451,0.21663,third 25 %
PreFenton,18645,PreHW3.csv,Soil_3,HW,PreFenton,453.1614,18,30,0,13,0,0,1.67,0.72,4,O,-0.217391304,SatFatAcCarb,453.26615,453,0.26615,lowest 25%
PreFenton,18646,PreHW3.csv,Soil_3,HW,PreFenton,375.1885,15,28,4,7,0,0,1.87,0.47,4,O,-0.2,Aliphat+N,375.27528,375,0.27528,lowest 25%
PreFenton,18647,PreHW3.csv,Soil_3,HW,PreFenton,387.1885,16,28,4,7,0,0,1.75,0.44,5,O,-0.058823529,Aliphat+N,387.27805,387,0.27805,third 25 %
PreFenton,18648,PreHW3.csv,Soil_3,HW,PreFenton,471.1719,18,32,0,14,0,0,1.78,0.78,3,O,-0.363636364,SatFatAcCarb,471.28088,471,0.28088,lowest 25%
PreFenton,18649,PreHW3.csv,Soil_3,HW,PreFenton,425.2545,23,38,0,7,0,0,1.65,0.3,5,O,0.076923077,UnSatAliph_noN,425.35281,425,0.35281,lowest 25%
PreFenton,18650,PreHW3.csv,Soil_3,HW,PreFenton,359.1864,21,28,0,5,0,0,1.33,0.24,8,CRAM,0.297297297,HighUnsatLign,359.26945,359,0.26945,lowest 25%
PreFenton,18651,PreHW3.csv,Soil_3,HW,PreFenton,401.1817,19,30,0,9,0,0,1.58,0.47,5,O,0.034482759,UnSatAliph_noN,401.27447,401,0.27447,second 25 %
PreFenton,18652,PreHW3.csv,Soil_3,HW,PreFenton,345.0827,14,18,0,10,0,0,1.29,0.71,6,O,0.111111111,HighUnsatLign,345.16251,345,0.16251,lowest 25%
PreFenton,18653,PreHW3.csv,Soil_3,HW,PreFenton,437.2545,24,38,0,7,0,0,1.58,0.29,6,O,0.12195122,UnSatAliph_noN,437.35558,437,0.35558,lowest 25%
PreFenton,18654,PreHW3.csv,Soil_3,HW,PreFenton,391.1035,19,20,0,9,0,0,1.05,0.47,10,CRAM,0.379310345,HighUnsatLign,391.19389,391,0.19389,top 25 %
PreFenton,18655,PreHW3.csv,Soil_3,HW,PreFenton,383.1195,14,24,0,12,0,0,1.71,0.86,3,O,-0.375,SatFatAcCarb,383.20809,383,0.20809,third 25 %
PreFenton,18656,PreHW3.csv,Soil_3,HW,PreFenton,563.2498,29,40,0,11,0,0,1.38,0.38,10,CRAM,0.191489362,HighUnsatLign,563.38003,563,0.38003,lowest 25%
PreFenton,18657,PreHW3.csv,Soil_3,HW,PreFenton,416.1675,17,27,3,9,0,0,1.59,0.53,6,O,0,Aliphat+N,416.26368,416,0.26368,lowest 25%
PreFenton,18658,PreHW3.csv,Soil_3,HW,PreFenton,421.2265,20,38,0,7,1,0,1.9,0.35,2,O,-0.161290323,UnSatAliph_noN,421.32395,421,0.32395,third 25 %
PreFenton,18659,PreHW3.csv,Soil_3,HW,PreFenton,395.062,17,16,0,11,0,0,0.94,0.65,10,CRAM,0.391304348,HighUnsatLign,395.15334,395,0.15334,top 25 %
PreFenton,18660,PreHW3.csv,Soil_3,HW,PreFenton,349.202,20,30,0,5,0,0,1.5,0.25,6,CRAM,0.2,UnSatAliph_noN,349.28279,349,0.28279,third 25 %
PreFenton,18661,PreHW3.csv,Soil_3,HW,PreFenton,347.0984,14,20,0,10,0,0,1.43,0.71,5,O,0,HighUnsatLign,347.17863,347,0.17863,second 25 %
PreFenton,18662,PreHW3.csv,Soil_3,HW,PreFenton,427.2337,22,36,0,8,0,0,1.64,0.36,5,O,0.055555556,UnSatAliph_noN,427.33253,427,0.33253,second 25 %
PreFenton,18663,PreHW3.csv,Soil_3,HW,PreFenton,491.0467,21,16,0,14,0,0,0.76,0.67,14,CRAM,0.5,HighUnsatLign,491.16028,491,0.16028,lowest 25%
PreFenton,18664,PreHW3.csv,Soil_3,HW,PreFenton,447.1508,19,28,0,12,0,0,1.47,0.63,6,O,0,HighUnsatLign,447.2542,447,0.2542,lowest 25%
PreFenton,18665,PreHW3.csv,Soil_3,HW,PreFenton,449.1301,18,26,0,13,0,0,1.44,0.72,6,O,-0.043478261,HighUnsatLign,449.23392,449,0.23392,lowest 25%
PreFenton,18666,PreHW3.csv,Soil_3,HW,PreFenton,497.0725,24,18,0,12,0,0,0.75,0.5,16,CRAM,0.555555556,Aromatic,497.18749,497,0.18749,lowest 25%
PreFenton,18667,PreHW3.csv,Soil_3,HW,PreFenton,459.0205,20,12,0,13,0,0,0.6,0.65,15,O,0.62962963,Aromatic,459.12666,459,0.12666,lowest 25%
PreFenton,18668,PreHW3.csv,Soil_3,HW,PreFenton,409.0412,17,14,0,12,0,0,0.82,0.71,11,CRAM,0.454545455,HighUnsatLign,409.13583,409,0.13583,top 25 %
PreFenton,18669,PreHW3.csv,Soil_3,HW,PreFenton,441.0463,21,14,0,11,0,0,0.67,0.52,15,O,0.612903226,Aromatic,441.14832,441,0.14832,third 25 %
PreFenton,18670,PreHW3.csv,Soil_3,HW,PreFenton,401.2545,21,38,0,7,0,0,1.81,0.33,3,O,-0.028571429,UnSatAliph_noN,401.34726,401,0.34726,lowest 25%
PreFenton,18671,PreHW3.csv,Soil_3,HW,PreFenton,533.0937,24,22,0,14,0,0,0.92,0.58,14,CRAM,0.411764706,HighUnsatLign,533.21695,533,0.21695,lowest 25%
PreFenton,18672,PreHW3.csv,Soil_3,HW,PreFenton,511.1457,23,28,0,13,0,0,1.22,0.57,10,O,0.212121212,HighUnsatLign,511.26391,511,0.26391,lowest 25%
PreFenton,18673,PreHW3.csv,Soil_3,HW,PreFenton,527.1618,20,32,0,16,0,0,1.6,0.8,5,O,-0.25,SatFatAcCarb,527.28366,527,0.28366,top 25 %
PreFenton,18674,PreHW3.csv,Soil_3,HW,PreFenton,355.0882,12,20,0,12,0,0,1.67,1,3,O,-0.5,SatFatAcCarb,355.17031,355,0.17031,lowest 25%
PreFenton,18675,PreHW3.csv,Soil_3,HW,PreFenton,547.2913,30,44,0,9,0,0,1.47,0.3,9,CRAM,0.176470588,HighUnsatLign,547.41781,547,0.41781,lowest 25%
PreFenton,18676,PreHW3.csv,Soil_3,HW,PreFenton,381.0252,19,10,0,9,0,0,0.53,0.47,15,O,0.724137931,CondAr,381.11331,381,0.11331,lowest 25%
PreFenton,18677,PreHW3.csv,Soil_3,HW,PreFenton,357.0616,18,14,0,8,0,0,0.78,0.44,12,CRAM,0.571428571,Aromatic,357.14416,357,0.14416,second 25 %
PreFenton,18678,PreHW3.csv,Soil_3,HW,PreFenton,457.1563,17,30,0,14,0,0,1.76,0.82,3,O,-0.4,SatFatAcCarb,457.26199,457,0.26199,third 25 %
PreFenton,18679,PreHW3.csv,Soil_3,HW,PreFenton,439.2337,23,36,0,8,0,0,1.57,0.35,6,O,0.105263158,UnSatAliph_noN,439.33531,439,0.33531,third 25 %
PreFenton,18680,PreHW3.csv,Soil_3,HW,PreFenton,515.3014,30,44,0,7,0,0,1.47,0.23,9,CRAM,0.20754717,HighUnsatLign,515.42058,515,0.42058,lowest 25%
PreFenton,18681,PreHW3.csv,Soil_3,HW,PreFenton,339.0722,15,16,0,9,0,0,1.07,0.6,8,CRAM,0.333333333,HighUnsatLign,339.15056,339,0.15056,second 25 %
PreFenton,18682,PreHW3.csv,Soil_3,HW,PreFenton,389.0725,15,18,0,12,0,0,1.2,0.8,7,O,0.111111111,HighUnsatLign,389.16252,389,0.16252,lowest 25%
PreFenton,18683,PreHW3.csv,Soil_3,HW,PreFenton,425.2578,20,42,0,7,1,0,2.1,0.35,0,O,-0.290322581,UnSatAliph_noN,425.35618,425,0.35618,third 25 %
PreFenton,18684,PreHW3.csv,Soil_3,HW,PreFenton,375.0933,15,20,0,11,0,0,1.33,0.73,6,O,0.052631579,HighUnsatLign,375.18002,375,0.18002,third 25 %
PreFenton,18685,PreHW3.csv,Soil_3,HW,PreFenton,443.0984,22,20,0,10,0,0,0.91,0.45,13,CRAM,0.470588235,HighUnsatLign,443.20083,443,0.20083,third 25 %
PreFenton,18686,PreHW3.csv,Soil_3,HW,PreFenton,381.1191,18,22,0,9,0,0,1.22,0.5,8,CRAM,0.259259259,HighUnsatLign,381.20723,381,0.20723,top 25 %
PreFenton,18687,PreHW3.csv,Soil_3,HW,PreFenton,411.1085,22,20,0,8,0,0,0.91,0.36,13,CRAM,0.5,HighUnsatLign,411.2036,411,0.2036,lowest 25%
PreFenton,18688,PreHW3.csv,Soil_3,HW,PreFenton,561.2341,29,38,0,11,0,0,1.31,0.38,11,CRAM,0.234042553,HighUnsatLign,561.36391,561,0.36391,lowest 25%
PreFenton,18689,PreHW3.csv,Soil_3,HW,PreFenton,491.2134,22,36,0,12,0,0,1.64,0.55,5,O,-0.0625,UnSatAliph_noN,491.32698,491,0.32698,lowest 25%
PreFenton,18690,PreHW3.csv,Soil_3,HW,PreFenton,661.1833,24,38,0,21,0,0,1.58,0.88,6,O,-0.333333333,SatFatAcCarb,661.33617,661,0.33617,lowest 25%
PreFenton,18691,PreHW3.csv,Soil_3,HW,PreFenton,419.062,19,16,0,11,0,0,0.84,0.58,12,CRAM,0.481481481,HighUnsatLign,419.15889,419,0.15889,top 25 %
