Mass,HC,OC,El_comp,NOSC,Class,KM_CH2,KMD_CH2,DBE,AI_0,C,H,O,N,S,P,Na
555.0991,1.04,1.04,CHO,0.34782608695652195,Tannin,555.485458793301,0.514541206699391,12,0,23,24,16,0,0,0,0
313.0565,1.08,1.08,CHO,0.3076923076923075,Tannin,313.713092772589,0.286907227410609,7,0,13,14,9,0,0,0,0
345.1708,1.3,1.3,CHO,-0.7999999999999998,Lignin,345.791495556965,0.208504443034656,8,0.2,20,26,5,0,0,0,0
429.0827,0.86,0.86,CHO,0.09523809523809534,Lignin,429.609746920422,0.390253079578088,13,0.272727272727273,21,18,10,0,0,0,0
575.177,1.14,1.14,CHO,-0.2142857142857144,Lignin,575.540951403347,0.45904859665302,13,0,28,32,13,0,0,0,0
398.0729,1.06,1.06,CHON,0.5,Tannin,398.634563972154,0.365436027846044,9,0,16,17,11,1,0,0,0
391.2126,1.45,1.45,CHO,-0.9090909090909092,Lignin,391.781951047792,0.218048952208335,7,0.0625,22,32,6,0,0,0,0
415.0307,0.63,0.63,CHO,0.5263157894736841,ConHC,415.573412451697,0.426587548302678,14,0.375,19,12,11,0,0,0,0
555.1355,1.17,1.17,CHO,0.08333333333333348,Lignin,555.521802451996,0.478197548003891,11,0,24,28,15,0,0,0,0
561.2705,1.4,1.4,CHO,-0.7333333333333334,Lignin,561.649965085102,0.350034914897833,10,0,30,42,10,0,0,0,0
403.2337,1.8,1.8,CHO,-1,Protein,403.789644411995,0.210355588004688,3,0,20,36,8,0,0,0,0
435.0205,0.67,0.67,CHO,0.7777777777777777,ConHC,435.54092030175,0.459079698249923,13,0,18,12,13,0,0,0,0
575.2134,1.24,1.24,CHO,-0.4137931034482758,Lignin,575.577308023744,0.422691976255805,12,0,29,36,12,0,0,0,0
427.2337,1.64,1.64,CHO,-0.9090909090909092,Protein,427.762824571317,0.237175428682804,5,0,22,36,8,0,0,0,0
489.0675,0.82,0.82,CHO,0.36363636363636376,Lignin,489.527539610102,0.472460389898458,14,0.111111111111111,22,18,13,0,0,0,0
328.1514,1.64,1.64,CHON,-0.14285714285714324,Protein,328.791138693983,0.208861306017241,5,0,14,23,6,3,0,0,0
321.0616,0.93,0.93,CHO,0.1333333333333333,Lignin,321.709253832501,0.290746167498924,9,0.142857142857143,15,14,8,0,0,0,0
330.1671,1.79,1.79,CHON,-0.2857142857142856,Protein,330.804535920179,0.195464079820908,4,0,14,25,6,3,0,0,0
357.0616,0.78,0.78,CHO,0.11111111111111116,ConHC,357.669058848785,0.330941151215086,12,0.4,18,14,8,0,0,0,0
459.0933,0.91,0.91,CHO,0.09090909090909083,Lignin,459.58678938572,0.413210614279649,13,0.181818181818182,22,20,11,0,0,0,0
389.2181,1.79,1.79,CHO,-0.9473684210526319,Protein,389.789654400829,0.210345599170807,3,0,19,34,8,0,0,0,0
477.2494,1.46,1.46,CHO,-0.8461538461538458,Lignin,477.722626468751,0.277373531248543,8,0,26,38,8,0,0,0,0
541.0836,1,1,CHO,0.4545454545454546,Tannin,541.485547265829,0.514452734171073,12,0,22,22,16,0,0,0,0
457.1504,1.08,1.08,CHO,-0.33333333333333304,Lignin,457.646099414839,0.353900585160659,12,0.2,24,26,9,0,0,0,0
399.0721,0.8,0.8,CHO,0.10000000000000009,Lignin,399.632684771245,0.367315228754705,13,0.363636363636364,20,16,9,0,0,0,0
501.2341,1.58,1.58,CHO,-0.666666666666667,Protein,501.680601397088,0.319398602911633,6,0,24,38,11,0,0,0,0
384.0937,1.19,1.19,CHON,0.25,Lignin,384.670920240131,0.329079759868875,8,0,16,19,10,1,0,0,0
719.2252,1.63,1.63,CHO,0,Carb,719.428306728763,0.571693271237336,6,0,27,44,22,0,0,0,0
371.0773,0.84,0.84,CHO,0,Lignin,371.669059109931,0.33094089006903,12,0.363636363636364,19,16,8,0,0,0,0
569.2604,1.5,1.5,CHO,-0.6428571428571432,Protein,569.630898324483,0.369101675517186,8,0,28,42,12,0,0,0,0
399.0358,0.63,0.63,CHO,0.42105263157894735,ConHC,399.596356159221,0.403643840779296,14,0.444444444444444,19,12,10,0,0,0,0
603.2141,1.74,1.74,CHO,-0.17391304347826075,Carb,603.546735619238,0.453264380762107,4,0,23,40,18,0,0,0,0
595.167,1.19,1.19,CHO,-0.0740740740740744,Lignin,595.508567960553,0.491432039447318,12,0,27,32,15,0,0,0,0
501.2494,1.36,1.36,CHO,-0.7857142857142856,Lignin,501.695828565013,0.304171434987097,10,0.1,28,38,8,0,0,0,0
337.0201,0.71,0.71,CHO,0.7142857142857144,ConHC,337.649951223786,0.350048776213896,10,0,14,10,10,0,0,0,0
505.0624,0.82,0.82,CHO,0.4545454545454546,Lignin,505.504578848381,0.495421151618643,14,0,22,18,14,0,0,0,0
529.208,1.21,1.21,CHO,-0.5,Lignin,529.623200345872,0.376799654127581,12,0.111111111111111,28,34,10,0,0,0,0
481.2443,1.52,1.52,CHO,-0.7999999999999998,Protein,481.713129587496,0.28687041250447,7,0,25,38,9,0,0,0,0
357.1344,1.1,1.1,CHO,-0.5,Lignin,357.74174938037,0.258250619630076,10,0.285714285714286,20,22,6,0,0,0,0
474.1729,1.53,1.53,CHON,0.10526315789473673,AminoSugar,474.649625159708,0.350374840292261,7,0,19,29,11,3,0,0,0
533.2756,1.45,1.45,CHO,-0.8275862068965516,Lignin,533.686325743429,0.313674256571403,9,0,29,42,9,0,0,0,0
428.1675,1.5,1.5,CHON,0,Protein,428.695516890444,0.304483109555804,7,0,18,27,9,3,0,0,0
539.0679,0.91,0.91,CHO,0.5454545454545454,Tannin,539.472109715662,0.5278902843379,13,0,22,20,16,0,0,0,0
405.213,1.79,1.79,CHO,-0.8421052631578947,Protein,405.766680617951,0.233319382049274,3,0,19,34,9,0,0,0,0
439.2337,1.57,1.57,CHO,-0.8695652173913047,Protein,439.74943858256,0.25056141743994,6,0,23,36,8,0,0,0,0
541.2654,1.56,1.56,CHO,-0.7407407407407405,Protein,541.667211905,0.332788094999614,7,0,27,42,11,0,0,0,0
487.161,1.12,1.12,CHO,-0.3200000000000003,Lignin,487.623170813667,0.376829186332714,12,0.133333333333333,25,28,10,0,0,0,0
430.1831,1.61,1.61,CHON,-0.11111111111111072,Protein,430.708888937151,0.291111062849495,6,0,18,29,9,3,0,0,0
575.2498,1.33,1.33,CHO,-0.5999999999999996,Lignin,575.613669887197,0.386330112802625,11,0,30,40,11,0,0,0,0
525.0522,0.86,0.86,CHO,0.6666666666666665,Tannin,525.472092306551,0.527907693449038,13,0,21,18,16,0,0,0,0
553.1199,1.08,1.08,CHO,0.16666666666666652,Lignin,553.508473899033,0.491526100967008,12,0,24,26,15,0,0,0,0
485.2392,1.58,1.58,CHO,-0.75,Protein,485.703527642527,0.296472357473135,6,0,24,38,10,0,0,0,0
489.2494,1.41,1.41,CHO,-0.8148148148148149,Lignin,489.709256259456,0.290743740543917,9,0.0526315789473684,27,38,8,0,0,0,0
501.1766,1.15,1.15,CHO,-0.384615384615385,Lignin,501.623136938492,0.376863061508175,12,0.125,26,30,10,0,0,0,0
505.0988,0.96,0.96,CHO,0.17391304347826075,Lignin,505.540930355447,0.459069644553495,13,0,23,22,13,0,0,0,0
399.1813,1.22,1.22,CHO,-0.6956521739130439,Lignin,399.741734921895,0.258265078104614,10,0.235294117647059,23,28,6,0,0,0,0
535.1093,1,1,CHO,0.16666666666666652,Lignin,535.517980296049,0.482019703951437,13,0,24,24,14,0,0,0,0
607.2396,1.33,1.33,CHO,-0.4666666666666668,Lignin,607.567751266357,0.432248733642837,11,0,30,40,13,0,0,0,0
354.1307,1.4,1.4,CHON,0.1333333333333333,Lignin,354.741422483889,0.258577516110961,7,0,15,21,7,3,0,0,0
353.197,1.58,1.58,CHO,-0.9473684210526319,Protein,353.80873551135,0.191264488649665,5,0,19,30,6,0,0,0,0
591.2083,1.24,1.24,CHO,-0.3448275862068968,Lignin,591.554325114163,0.445674885836979,12,0,29,36,13,0,0,0,0
387.0358,0.67,0.67,CHO,0.44444444444444464,ConHC,387.609756007486,0.390243992514058,13,0.375,18,12,10,0,0,0,0
577.2654,1.4,1.4,CHO,-0.666666666666667,Lignin,577.627011077549,0.372988922451327,10,0,30,42,11,0,0,0,0
368.1463,1.44,1.44,CHON,0,Lignin,368.741419986681,0.258580013319431,7,0,16,23,7,3,0,0,0
399.1086,0.95,0.95,CHO,-0.1904761904761907,Lignin,399.669056414531,0.330943585468958,12,0.307692307692308,21,20,8,0,0,0,0
745.2047,1.5,1.5,CHO,0.1428571428571428,Carb,745.378740351178,0.621259648822388,8,0,28,42,23,0,0,0,0
385.0929,0.9,0.9,CHO,-0.09999999999999964,Lignin,385.669076534896,0.330923465103695,12,0.333333333333333,20,18,8,0,0,0,0
531.26,1.38,1.38,CHO,-0.7586206896551726,Lignin,531.672904721369,0.327095278630509,10,0.05,29,40,9,0,0,0,0
527.2498,1.54,1.54,CHO,-0.6923076923076925,Protein,527.667223225679,0.332776774321474,7,0,26,40,11,0,0,0,0
591.2447,1.33,1.33,CHO,-0.5333333333333332,Lignin,591.590670110649,0.409329889350943,11,0,30,40,12,0,0,0,0
345.0616,0.82,0.82,CHO,0.11764705882352944,Lignin,345.682442878947,0.317557121052516,11,0.333333333333333,17,14,8,0,0,0,0
443.2075,1.28,1.28,CHO,-0.7199999999999998,Lignin,443.718773136475,0.281226863525433,10,0.166666666666667,25,32,7,0,0,0,0
384.1777,1.59,1.59,CHON,-0.23529411764705888,Protein,384.754834277134,0.245165722865579,6,0,17,27,7,3,0,0,0
491.1406,1.4,1.4,CHO,0,Tannin,491.598383036319,0.401616963681192,7,0,20,28,14,0,0,0,0
553.2654,1.5,1.5,CHO,-0.7142857142857144,Protein,553.653817259254,0.346182740746485,8,0,28,42,11,0,0,0,0
327.0358,0.92,0.92,CHO,0.6153846153846154,Tannin,327.676753167803,0.323246832196901,8,0,13,12,10,0,0,0,0
445.2232,1.36,1.36,CHO,-0.7999999999999998,Lignin,445.732176786649,0.267823213351221,9,0.111111111111111,25,34,7,0,0,0,0
321.1344,1.29,1.29,CHO,-0.5882352941176467,Lignin,321.781937729347,0.218062270653206,7,0.0909090909090909,17,22,6,0,0,0,0
443.1348,1.04,1.04,CHO,-0.2608695652173916,Lignin,443.646113490014,0.353886509985614,12,0.214285714285714,23,24,9,0,0,0,0
551.1406,1.12,1.12,CHO,0,Lignin,551.531368811744,0.468631188255927,12,0,25,28,14,0,0,0,0
511.2548,1.54,1.54,CHO,-0.7692307692307692,Protein,511.690121676102,0.30987832389809,7,0,26,40,10,0,0,0,0
369.01,0.71,0.71,CHO,1,ConHC,369.604071915061,0.39592808493938503,10,0,14,10,12,0,0,0,0
577.1927,1.21,1.21,CHO,-0.2857142857142856,Lignin,577.554333785025,0.445666214974722,12,0,28,34,13,0,0,0,0
473.1454,1.08,1.08,CHO,-0.25,Lignin,473.623185489291,0.376814510708982,12,0.142857142857143,24,26,10,0,0,0,0
537.0886,0.96,0.96,CHO,0.34782608695652195,Tannin,537.495078753844,0.504921246155618,13,0,23,22,15,0,0,0,0
323.15,1.41,1.41,CHO,-0.7058823529411766,Lignin,323.795335371744,0.204664628256182,6,0,17,24,6,0,0,0,0
515.1923,1.19,1.19,CHO,-0.44444444444444464,Lignin,515.623150717555,0.376849282445164,12,0.117647058823529,27,32,10,0,0,0,0
707.2253,1.69,1.69,CHO,0,Carb,707.44178095222,0.558219047779971,5,0,26,44,22,0,0,0,0
565.1563,1.15,1.15,CHO,-0.07692307692307665,Lignin,565.531380865577,0.468619134422511,12,0,26,30,14,0,0,0,0
492.1835,1.63,1.63,CHON,0.10526315789473673,AminoSugar,492.640056510852,0.359943489148236,6,0,19,31,12,3,0,0,0
339.1813,1.56,1.56,CHO,-0.8888888888888893,Protein,339.808725938717,0.191274061282797,5,0,18,28,6,0,0,0,0
342.1671,1.67,1.67,CHON,-0.2666666666666666,Protein,342.791149099018,0.208850900981588,5,0,15,25,6,3,0,0,0
344.1463,1.64,1.64,CHON,0,Protein,344.768217461057,0.23178253894298,5,0,14,23,7,3,0,0,0
405.0099,0.59,0.59,CHO,0.8235294117647061,ConHC,405.563826047049,0.436173952951208,13,0.2,17,10,12,0,0,0,0
475.0882,0.91,0.91,CHO,0.18181818181818166,Lignin,475.563862241882,0.436137758117866,13,0.1,22,20,12,0,0,0,0
371.1136,1,1,CHO,-0.2999999999999998,Lignin,371.705412083611,0.294587916389332,11,0.307692307692308,20,20,7,0,0,0,0
581.2604,1.45,1.45,CHO,-0.6206896551724137,Lignin,581.617512128917,0.382487871083185,9,0,29,42,12,0,0,0,0
413.1606,1.13,1.13,CHO,-0.5217391304347823,Lignin,413.705397281316,0.294602718683507,11,0.25,23,26,7,0,0,0,0
345.1304,1.57,1.57,CHON,0,AminoSugar,345.751133592543,0.248866407457399,5,0,14,22,8,2,0,0,0
515.2287,1.29,1.29,CHO,-0.6428571428571432,Lignin,515.659505848463,0.340494151536973,11,0.105263157894737,28,36,9,0,0,0,0
361.0201,0.62,0.62,CHO,0.625,ConHC,361.623176273403,0.376823726596911,12,0.333333333333333,16,10,10,0,0,0,0
311.1136,1.33,1.33,CHO,-0.40000000000000036,Lignin,311.772387393354,0.227612606646289,6,0,15,20,7,0,0,0,0
418.104,2.2,2.2,CHONS,-1.0666666666666664,Lipid,418.643310385389,0.356689614610673,0,0,15,33,2,1,5,0,0
415.2337,1.71,1.71,CHO,-0.9523809523809526,Protein,415.776227208132,0.223772791867816,4,0,21,36,8,0,0,0,0
429.1191,1,1,CHO,-0.18181818181818166,Lignin,429.646127973824,0.353872026176475,12,0.230769230769231,22,22,9,0,0,0,0
451.2337,1.5,1.5,CHO,-0.833333333333333,Protein,451.736040523961,0.263959476038735,7,0,24,36,8,0,0,0,0
505.1199,1.3,1.3,CHO,0.20000000000000018,Tannin,505.562068075702,0.437931924298084,8,0,20,26,15,0,0,0,0
395.1922,1.88,1.88,CHO,-0.7058823529411766,AminoSugar,395.757122790332,0.242877209667824,2,0,17,32,10,0,0,0,0
608.2308,1.62,1.62,CHON,0,AminoSugar,608.557836651428,0.442163348571512,7,0,24,39,15,3,0,0,0
537.125,1.08,1.08,CHO,0.08333333333333348,Lignin,537.531425266493,0.468574733507353,12,0,24,26,14,0,0,0,0
372.214,1.82,1.82,CHON,-0.5882352941176467,Protein,372.804566827658,0.195433172342064,4,0,17,31,6,3,0,0,0
471.2024,1.23,1.23,CHO,-0.615384615384615,Lignin,471.682427678548,0.317572321451678,11,0.166666666666667,26,32,8,0,0,0,0
517.1715,1.15,1.15,CHO,-0.3076923076923075,Lignin,517.600222527649,0.399777472351047,12,0.0666666666666667,26,30,11,0,0,0,0
333.0616,0.88,0.88,CHO,0.125,Lignin,333.695833248773,0.30416675122683,10,0.25,16,14,8,0,0,0,0
523.0729,0.91,0.91,CHO,0.4545454545454546,Tannin,523.494993080384,0.50500691961588,13,0,22,20,15,0,0,0,0
443.2286,1.64,1.64,CHO,-0.8181818181818183,Protein,443.739861193474,0.260138806525617,5,0,22,36,9,0,0,0,0
345.098,1,1,CHO,-0.22222222222222232,Lignin,345.718809726008,0.281190273992308,10,0.272727272727273,18,18,7,0,0,0,0
563.1771,1.19,1.19,CHO,-0.22222222222222232,Lignin,563.55435755073,0.445642449270395,12,0,27,32,13,0,0,0,0
356.1827,1.69,1.69,CHON,-0.375,Protein,356.791139725439,0.208860274561232,5,0,16,27,6,3,0,0,0
593.1876,1.21,1.21,CHO,-0.2142857142857144,Lignin,593.531396489138,0.468603510862408,12,0,28,34,14,0,0,0,0
447.2236,1.71,1.71,CHO,-0.7619047619047619,Protein,447.73033416476,0.269665835239891,4,0,21,36,10,0,0,0,0
349.0201,0.67,0.67,CHO,0.6666666666666665,ConHC,349.636568564639,0.363431435361065,11,0.2,15,10,10,0,0,0,0
475.2185,1.64,1.64,CHO,-0.6363636363636367,Protein,475.693980636145,0.306019363855285,5,0,22,36,11,0,0,0,0
397.2232,1.62,1.62,CHO,-0.9523809523809526,Protein,397.785788365362,0.214211634638332,5,0,21,34,7,0,0,0,0
559.2185,1.24,1.24,CHO,-0.4827586206896548,Lignin,559.60025423463,0.399745765369858,12,0.0555555555555556,29,36,11,0,0,0,0
331.1762,1.75,1.75,CHO,-0.875,Protein,331.812571164114,0.187428835885612,3,0,16,28,7,0,0,0,0
445.0776,0.86,0.86,CHO,0.1904761904761907,Lignin,445.586777634151,0.413222365849094,13,0.2,21,18,11,0,0,0,0
539.1043,1.04,1.04,CHO,0.26086956521739113,Tannin,539.508451272811,0.491548727189183,12,0,23,24,15,0,0,0,0
529.1199,1.18,1.18,CHO,0.18181818181818166,Tannin,529.535240465931,0.464759534069458,10,0,22,26,15,0,0,0,0
519.1508,1.12,1.12,CHO,-0.16000000000000014,Lignin,519.57729117541,0.42270882458979,12,0,25,28,12,0,0,0,0
455.2287,1.57,1.57,CHO,-0.7826086956521738,Protein,455.72650558742,0.273494412580249,6,0,23,36,9,0,0,0,0
593.2604,1.4,1.4,CHO,-0.5999999999999996,Lignin,593.604064196416,0.395935803584052,10,0,30,42,12,0,0,0,0
489.1403,1.08,1.08,CHO,-0.16666666666666696,Lignin,489.600239251379,0.399760748620736,12,0.0769230769230769,24,26,11,0,0,0,0
359.0409,0.71,0.71,CHO,0.3529411764705883,ConHC,359.646104056116,0.353895943883913,12,0.375,17,12,9,0,0,0,0
315.1086,1.43,1.43,CHO,-0.2857142857142856,Lignin,315.762851751079,0.237148248920903,5,0,14,20,8,0,0,0,0
491.0831,0.91,0.91,CHO,0.27272727272727293,Lignin,491.540923934054,0.459076065946306,13,0,22,20,13,0,0,0,0
507.2599,1.48,1.48,CHO,-0.8148148148148149,Lignin,507.699683358108,0.300316641892209,8,0,27,40,9,0,0,0,0
421.2232,1.48,1.48,CHO,-0.8695652173913047,Lignin,421.759017012149,0.240982987851453,7,0,23,34,7,0,0,0,0
459.2236,1.64,1.64,CHO,-0.7272727272727275,Protein,459.716940268176,0.28305973182421,5,0,22,36,10,0,0,0,0
409.0446,1.29,1.29,CHOS,0.5714285714285716,Tannin,409.594028856052,0.405971143948364,6,0,14,18,12,0,1,0,0
333.098,1.06,1.06,CHO,-0.23529411764705888,Lignin,333.732184477328,0.267815522672322,9,0.2,17,18,7,0,0,0,0
321.098,1.12,1.12,CHO,-0.25,Lignin,321.745591692357,0.254408307643132,8,0.111111111111111,16,18,7,0,0,0,0
417.1072,1.86,1.86,CHOS,0,Carb,417.647624347676,0.352375652324383,2,0,14,26,12,0,1,0,0
549.1614,1.15,1.15,CHO,-0.1538461538461542,Lignin,549.554355310671,0.445644689329356,12,0,26,30,13,0,0,0,0
507.078,0.91,0.91,CHO,0.36363636363636376,Lignin,507.517940578543,0.482059421456881,13,0,22,20,14,0,0,0,0
595.2033,1.29,1.29,CHO,-0.2857142857142856,Lignin,595.544806023004,0.455193976996384,11,0,28,36,14,0,0,0,0
359.0773,0.89,0.89,CHO,0,Lignin,359.682455473564,0.31754452643554,11,0.3,18,16,8,0,0,0,0
361.1868,1.76,1.76,CHO,-0.8235294117647056,Protein,361.78964024998203,0.210359750018199,3,0,17,30,8,0,0,0,0
386.1933,1.71,1.71,CHON,-0.35294117647058787,Protein,386.768211941864,0.231788058136317,5,0,17,29,7,3,0,0,0
393.01,0.62,0.62,CHO,0.875,ConHC,393.577279657185,0.422720342815069,12,0,16,10,12,0,0,0,0
409.2232,1.55,1.55,CHO,-0.9090909090909092,Protein,409.772372826304,0.227627173696419,6,0,22,34,7,0,0,0,0
315.0722,1.23,1.23,CHO,0.15384615384615374,Tannin,315.726489355565,0.273510644435305,6,0,13,16,9,0,0,0,0
433.194,1.15,1.15,CHOP,-0.9259259259259256,UnsatHC,433.716456761048,0.283543238952063,13,0.41304347826087,27,31,3,0,0,1,0
513.0522,0.9,0.9,CHO,0.7000000000000002,Tannin,513.485485049664,0.514514950336206,12,0,20,18,16,0,0,0,0
385.1293,1.05,1.05,CHO,-0.3809523809523814,Lignin,385.705419991437,0.294580008563173,11,0.285714285714286,21,22,7,0,0,0,0
495.0417,0.8,0.8,CHO,0.7000000000000002,Tannin,495.495056278968,0.50494372103185,13,0,20,16,15,0,0,0,0
535.1458,1.12,1.12,CHO,-0.08000000000000007,Lignin,535.554365693801,0.445634306199167,12,0,25,28,13,0,0,0,0
543.0993,1.09,1.09,CHO,0.36363636363636376,Tannin,543.498976539534,0.501023460466286,11,0,22,24,16,0,0,0,0
457.1868,1.2,1.2,CHO,-0.5599999999999996,Lignin,457.682439133135,0.317560866865279,11,0.176470588235294,25,30,8,0,0,0,0
581.1877,1.26,1.26,CHO,-0.22222222222222232,Lignin,581.544861675079,0.45513832492145,11,0,27,34,14,0,0,0,0
385.2232,1.7,1.7,CHO,-1,Protein,385.799209315039,0.200790684961476,4,0,20,34,7,0,0,0,0
501.213,1.26,1.26,CHO,-0.5925925925925926,Lignin,501.659484567905,0.340515432095287,11,0.111111111111111,27,34,9,0,0,0,0
401.197,1.3,1.3,CHO,-0.7826086956521738,Lignin,401.755138282538,0.244861717461731,9,0.176470588235294,23,30,6,0,0,0,0
479.2134,1.71,1.71,CHO,-0.5714285714285712,AminoSugar,479.684433251397,0.315566748602521,4,0,21,36,12,0,0,0,0
557.224,1.46,1.46,CHO,-0.4615384615384617,Lignin,557.607939448853,0.392060551146756,8,0,26,38,13,0,0,0,0
567.172,1.23,1.23,CHO,-0.1538461538461542,Lignin,567.544808163469,0.455191836530958,11,0,26,32,14,0,0,0,0
399.1449,1.09,1.09,CHO,-0.45454545454545414,Lignin,399.705388776331,0.294611223669165,11,0.266666666666667,22,24,7,0,0,0,0
347.0409,0.75,0.75,CHO,0.375,ConHC,347.659502808383,0.340497191616521,11,0.285714285714286,16,12,9,0,0,0,0
545.2029,1.21,1.21,CHO,-0.4285714285714288,Lignin,545.600279206715,0.399720793285042,12,0.0588235294117647,28,34,11,0,0,0,0
521.1301,1.08,1.08,CHO,0,Lignin,521.554366526203,0.445633473796647,12,0,24,26,13,0,0,0,0
313.0929,1.29,1.29,CHO,-0.14285714285714324,Lignin,313.749445060825,0.250554939174719,6,0,14,18,8,0,0,0,0
359.2075,1.78,1.78,CHO,-1,Protein,359.812601130616,0.187398869383856,3,0,18,32,7,0,0,0,0
371.15,1.14,1.14,CHO,-0.5714285714285712,Lignin,371.741754790989,0.258245209011363,10,0.266666666666667,21,24,6,0,0,0,0
313.1293,1.47,1.47,CHO,-0.5333333333333332,Lignin,313.785771717306,0.214228282694137,5,0,15,22,7,0,0,0,0
335.0408,0.8,0.8,CHO,0.3999999999999999,Lignin,335.672888131219,0.327111868781003,10,0.166666666666667,15,12,9,0,0,0,0
519.2599,1.43,1.43,CHO,-0.7857142857142856,Lignin,519.686270153396,0.313729846603792,9,0,28,40,9,0,0,0,0
533.1665,1.15,1.15,CHO,-0.23076923076923084,Lignin,533.577271997763,0.422728002236909,12,0,26,30,12,0,0,0,0
398.1569,1.47,1.47,CHON,0,Lignin,398.718459938449,0.281540061551198,7,0,17,25,8,3,0,0,0
503.1559,1.12,1.12,CHO,-0.2400000000000002,Lignin,503.600196867928,0.399803132072066,12,0.0714285714285714,25,28,11,0,0,0,0
433.2232,1.42,1.42,CHO,-0.833333333333333,Lignin,433.745570013693,0.254429986307457,8,0.0588235294117647,24,34,7,0,0,0,0
513.2342,1.52,1.52,CHO,-0.6399999999999997,Protein,513.667229884902,0.332770115098469,7,0,25,38,11,0,0,0,0
527.0678,0.95,0.95,CHO,0.5714285714285716,Tannin,527.485461825625,0.514538174375048,12,0,21,20,16,0,0,0,0
583.2032,1.33,1.33,CHO,-0.2962962962962967,Lignin,583.558184282307,0.441815717692748,10,0,27,36,14,0,0,0,0
465.0311,0.74,0.74,CHO,0.736842105263158,ConHC,465.517977506959,0.482022493040631,13,0,19,14,14,0,0,0,0
549.2705,1.45,1.45,CHO,-0.7586206896551726,Lignin,549.66336222082,0.336637779180478,9,0,29,42,10,0,0,0,0
403.2126,1.39,1.39,CHO,-0.8695652173913047,Lignin,403.768533536302,0.231466463698496,8,0.117647058823529,23,32,6,0,0,0,0
573.2036,1.73,1.73,CHO,-0.18181818181818166,Carb,573.569714464639,0.430285535360895,4,0,22,38,17,0,0,0,0
487.2337,1.33,1.33,CHO,-0.7407407407407405,Lignin,487.69584801297,0.304151987030082,10,0.105263157894737,27,36,8,0,0,0,0
415.1034,0.95,0.95,CHO,-0.0952380952380949,Lignin,415.646088300781,0.353911699218656,12,0.25,21,20,9,0,0,0,0
402.1882,1.71,1.71,CHON,-0.23529411764705888,Protein,402.745240656194,0.254759343806256,5,0,17,29,8,3,0,0,0
346.162,1.79,1.79,CHON,-0.14285714285714324,Protein,346.781609584262,0.21839041573827,4,0,14,25,7,3,0,0,0
515.0679,1,1,CHO,0.6000000000000001,Tannin,515.498903585372,0.501096414628023,11,0,20,20,16,0,0,0,0
735.2202,1.63,1.63,CHO,0.07407407407407396,Carb,735.405384971061,0.59461502893862,6,0,27,44,23,0,0,0,0
561.1978,1.21,1.21,CHO,-0.35714285714285676,Lignin,561.577312780331,0.422687219669001,12,0,28,34,12,0,0,0,0
489.1977,1.55,1.55,CHO,-0.45454545454545414,Protein,489.657630437141,0.342369562858721,6,0,22,34,12,0,0,0,0
545.2393,1.31,1.31,CHO,-0.6206896551724137,Lignin,545.636604864641,0.363395135359269,11,0.0526315789473684,29,38,10,0,0,0,0
433.2079,1.7,1.7,CHO,-0.7000000000000002,Protein,433.730336245767,0.269663754233136,4,0,20,34,10,0,0,0,0
457.194,1.07,1.07,CHOP,-0.8620689655172411,UnsatHC,457.689655292689,0.310344707310776,15,0.46,29,31,3,0,0,1,0
445.114,1,1,CHO,-0.09090909090909083,Lignin,445.623152079669,0.376847920330817,12,0.166666666666667,22,22,10,0,0,0,0
593.224,1.31,1.31,CHO,-0.4137931034482758,Lignin,593.567740028919,0.432259971080953,11,0,29,38,13,0,0,0,0
553.1563,1.2,1.2,CHO,-0.08000000000000007,Lignin,553.544762500228,0.455237499772011,11,0,25,30,14,0,0,0,0
497.2392,1.52,1.52,CHO,-0.7199999999999998,Protein,497.690159134229,0.30984086577098,7,0,25,38,10,0,0,0,0
565.2654,1.45,1.45,CHO,-0.6896551724137927,Lignin,565.640403120145,0.359596879854507,9,0,29,42,11,0,0,0,0
531.2236,1.29,1.29,CHO,-0.5714285714285712,Lignin,531.636537114289,0.363462885711101,11,0.0555555555555556,28,36,10,0,0,0,0
337.1656,1.44,1.44,CHO,-0.7777777777777777,Lignin,337.79531664268,0.204683357319709,6,0,18,26,6,0,0,0,0
523.1093,1.04,1.04,CHO,0.17391304347826075,Lignin,523.531380507003,0.468619492996595,12,0,23,24,14,0,0,0,0
403.0307,0.67,0.67,CHO,0.5555555555555554,ConHC,403.586806215646,0.413193784354064,13,0.285714285714286,18,12,11,0,0,0,0
433.1021,1.86,1.86,CHOS,0.1428571428571428,Carb,433.624671863451,0.37532813654866,2,0,14,26,13,0,1,0,0
539.1407,1.17,1.17,CHO,0,Lignin,539.544813871373,0.455186128626679,11,0,24,28,14,0,0,0,0
547.1821,1.19,1.19,CHO,-0.2962962962962967,Lignin,547.577299937545,0.422700062454624,12,0,27,32,12,0,0,0,0
429.1919,1.25,1.25,CHO,-0.666666666666667,Lignin,429.718791829347,0.281208170653429,10,0.176470588235294,24,30,7,0,0,0,0
414.1518,1.47,1.47,CHON,0.11764705882352944,Lignin,414.695489277081,0.304510722919019,7,0,17,25,9,3,0,0,0
415.0671,0.8,0.8,CHO,0.20000000000000018,Lignin,415.60975524445,0.390244755550157,13,0.3,20,16,10,0,0,0,0
401.0514,0.74,0.74,CHO,0.3157894736842106,ConHC,401.609747083638,0.390252916362499,13,0.333333333333333,19,14,10,0,0,0,0
