C,H,N,O,S,P,,mass,,PosSW10.csv,PosSW11.csv,PosSW12.csv,Initial,InitialAvg,PosSW22.csv,PosSW23.csv,PosSW24.csv,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
16,30,4,6,0,0,,373.2092572,,0,0,0,No,0,5880570,7593306,7978011,,1.875,0.375,,373.20926,4,0.25,0.133333333,0.666666667,O,,,-0.111111111,,----,----,----,----,----,Alipat+N,,373.29556,373,0.29556
16,31,3,4,0,0,,328.224179,,0,0,0,No,0,2622910,4434337,3272549,,1.9375,0.25,,328.22418,3,0.1875,0.096774194,0.75,O,,,-0.045454545,,----,----,----,----,----,Alipat+N,,328.30008,328,0.30008
16,31,3,5,0,0,,344.2190936,,0,0,0,No,0,3354205,5812928,5192086,,1.9375,0.3125,,344.21909,3,0.1875,0.096774194,0.6,O,,,-0.095238095,,----,----,----,----,----,Alipat+N,,344.29869,344,0.29869
16,31,3,6,0,0,,360.2140082,,0,0,0,No,0,2465168,2188146,2464900,,1.9375,0.375,,360.21401,3,0.1875,0.096774194,0.5,O,,,-0.15,,----,----,----,----,----,Alipat+N,,360.2973,360,0.2973
16,32,0,2,0,0,,255.2329528,,0,0,0,No,0,1788537,2536639,2126923,,2,0.125,,255.23295,1,0.0625,0.03125,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,255.29197,255,0.29197
16,32,0,6,0,0,,319.2126112,,0,0,0,No,0,2514514,6502564,4269471,,2,0.375,,319.21261,1,0.0625,0.03125,0.166666667,O,,,-0.153846154,,----,----,----,AlipatNoN,----,----,,319.28642,319,0.28642
16,32,0,6,1,0,,351.1846819,,0,0,0,No,0,3396447,3383436,5339544,,2,0.375,,351.18468,1,0.0625,0.03125,0.166666667,O,,,-0.25,,----,----,----,AlipatNoN,----,----,,351.26589,351,0.26589
16,32,0,7,0,0,,335.2075258,,0,0,0,No,0,2929847,6468038,4932629,,2,0.4375,,335.20753,1,0.0625,0.03125,0.142857143,O,,,-0.2,,----,----,----,AlipatNoN,----,----,,335.28504,335,0.28504
16,32,0,7,1,0,,367.1795965,,0,0,0,No,0,2044886,3071501,6473981,,2,0.4375,,367.1796,1,0.0625,0.03125,0.142857143,O,,,-0.304347826,,----,----,----,AlipatNoN,----,----,,367.2645,367,0.2645
16,32,0,8,0,0,,351.2024404,,0,0,0,No,0,1736291,3061393,2042525,,2,0.5,,351.20244,1,0.0625,0.03125,0.125,O,,,-0.25,,----,----,----,AlipatNoN,----,----,,351.28365,351,0.28365
16,34,0,4,1,0,,321.2105027,,0,0,0,No,0,2441072,1684763,1738307,,2.125,0.25,,321.2105,0,0,0,0,O,,,-0.230769231,,----,----,----,AlipatNoN,----,----,,321.28478,321,0.28478
17,24,0,5,0,0,,307.1550966,,0,0,0,No,0,2195542,3107516,2572468,,1.411764706,0.294117647,,307.1551,6,0.352941176,0.25,1.2,CRAM,,,0.24137931,,----,----,HUnSatLig,----,----,----,,307.22612,307,0.22612
17,24,0,8,1,0,,387.1119111,,0,0,0,No,0,2972176,5674104,4254378,,1.411764706,0.470588235,,387.11191,6,0.352941176,0.25,0.75,O,,,0.083333333,,----,----,HUnSatLig,----,----,----,,387.20143,387,0.20143
17,24,0,9,1,0,,403.1068257,,0,0,0,No,0,2862080,2777622,2541499,,1.411764706,0.529411765,,403.10683,6,0.352941176,0.25,0.666666667,O,,,0.043478261,,----,----,HUnSatLig,----,----,----,,403.20004,403,0.20004
17,25,3,6,0,0,,366.1670582,,0,0,0,No,0,1572512,2040526,2431428,,1.470588235,0.352941176,,366.16706,7,0.411764706,0.28,1.166666667,CRAM,,,0.227272727,,----,----,HUnSatLig,----,----,----,,366.25173,366,0.25173
17,25,3,7,0,0,,382.1619728,,0,0,0,No,0,2443528,2646392,3322335,,1.470588235,0.411764706,,382.16197,7,0.411764706,0.28,1,CRAM,,,0.19047619,,----,----,HUnSatLig,----,----,----,,382.25034,382,0.25034
17,26,0,4,0,0,,293.175832,,0,0,0,No,0,2764130,1738820,2167921,,1.529411765,0.235294118,,293.17583,5,0.294117647,0.192307692,1.25,O,,,0.2,,----,----,----,AlipatNoN,----,----,,293.24362,293,0.24362
17,26,4,7,0,0,,397.1728718,,0,0,0,No,0,4040320,3888315,4854410,,1.529411765,0.411764706,,397.17287,7,0.411764706,0.269230769,1,CRAM,,,0.157894737,,----,----,----,----,----,Alipat+N,,397.26471,397,0.26471
17,27,3,6,0,0,,368.1827082,,0,0,0,No,0,4265224,4768584,5965361,,1.588235294,0.352941176,,368.18271,6,0.352941176,0.222222222,1,CRAM,,,0.136363636,,----,----,----,----,----,Alipat+N,,368.26785,368,0.26785
17,27,5,7,0,0,,412.1837708,,0,0,0,No,0,2222814,1822909,1908285,,1.588235294,0.411764706,,412.18377,7,0.411764706,0.259259259,1,CRAM,,,0.117647059,,----,----,----,----,----,Alipat+N,,412.27908,412,0.27908
17,27,5,8,0,0,,428.1786854,,0,0,0,No,0,2549826,1940486,1962334,,1.588235294,0.470588235,,428.17869,7,0.411764706,0.259259259,0.875,CRAM,,,0.0625,,----,----,----,----,----,Alipat+N,,428.2777,428,0.2777
17,28,0,5,0,0,,311.1863966,,0,0,0,No,0,3101750,2910518,3237759,,1.647058824,0.294117647,,311.1864,4,0.235294118,0.142857143,0.8,O,,,0.103448276,,----,----,----,AlipatNoN,----,----,,311.25835,311,0.25835
17,28,0,7,1,0,,375.1482965,,0,0,0,No,0,2643259,1973154,1953873,,1.647058824,0.411764706,,375.1483,4,0.235294118,0.142857143,0.571428571,O,,,-0.04,,----,----,----,AlipatNoN,----,----,,375.23504,375,0.23504
17,28,4,6,0,0,,383.1936072,,0,0,0,No,0,3964446,5584014,5316329,,1.647058824,0.352941176,,383.19361,6,0.352941176,0.214285714,1,CRAM,,,0.1,,----,----,----,----,----,Alipat+N,,383.28222,383,0.28222
17,28,4,9,0,0,,431.178351,,0,0,0,No,0,3186584,3333482,3554485,,1.647058824,0.529411765,,431.17835,6,0.352941176,0.214285714,0.666666667,O,,,-0.058823529,,----,----,----,----,----,Alipat+N,,431.27805,431,0.27805
17,29,3,6,0,0,,370.1983582,,0,0,0,No,0,6237038,7930301,8167575,,1.705882353,0.352941176,,370.19836,5,0.294117647,0.172413793,0.833333333,O,,,0.045454545,,----,----,----,----,----,Alipat+N,,370.28396,370,0.28396
17,29,5,6,0,0,,398.2045062,,0,0,0,No,0,1634610,1947495,1691438,,1.705882353,0.352941176,,398.20451,6,0.352941176,0.206896552,1,CRAM,,,0.055555556,,----,----,----,----,----,Alipat+N,,398.29659,398,0.29659
17,29,5,7,0,0,,414.1994208,,0,0,0,No,0,2199843,2646777,2350195,,1.705882353,0.411764706,,414.19942,6,0.352941176,0.206896552,0.857142857,CRAM,,,0,,----,----,----,----,----,Alipat+N,,414.2952,414,0.2952
17,29,5,8,0,0,,430.1943354,,0,0,0,No,0,1851859,2386336,2047727,,1.705882353,0.470588235,,430.19434,6,0.352941176,0.206896552,0.75,O,,,-0.0625,,----,----,----,----,----,Alipat+N,,430.29381,430,0.29381
17,30,0,5,0,0,,313.2020466,,0,0,0,No,0,2398001,3142786,2497783,,1.764705882,0.294117647,,313.20205,3,0.176470588,0.1,0.6,O,,,0.034482759,,----,----,----,AlipatNoN,----,----,,313.27447,313,0.27447
17,30,2,3,3,0,,405.1345775,,0,0,0,No,0,1865189,2419439,1836168,,1.764705882,0.176470588,,405.13458,4,0.235294118,0.133333333,1.333333333,O,,,-0.142857143,,----,----,----,----,----,Alipat+N,,405.22826,405,0.22826
17,30,4,5,0,0,,369.2143426,,0,0,0,No,0,2022722,2672266,2493804,,1.764705882,0.294117647,,369.21434,5,0.294117647,0.166666667,1,O,,,0.047619048,,----,----,----,----,----,Alipat+N,,369.29972,369,0.29972
17,30,4,6,0,0,,385.2092572,,0,0,0,No,0,5333039,8745628,8192226,,1.764705882,0.352941176,,385.20926,5,0.294117647,0.166666667,0.833333333,O,,,0,,----,----,----,----,----,Alipat+N,,385.29833,385,0.29833
17,31,3,4,0,0,,340.224179,,0,0,0,No,0,2243273,3830430,2448192,,1.823529412,0.235294118,,340.22418,4,0.235294118,0.129032258,1,O,,,0.041666667,,----,----,----,----,----,Alipat+N,,340.30285,340,0.30285
17,31,3,5,0,0,,356.2190936,,0,0,0,No,0,3764465,3328142,4199332,,1.823529412,0.294117647,,356.21909,4,0.235294118,0.129032258,0.8,O,,,0,,----,----,----,----,----,Alipat+N,,356.30146,356,0.30146
17,31,3,6,0,0,,372.2140082,,0,0,0,No,0,5927375,8950826,7404276,,1.823529412,0.352941176,,372.21401,4,0.235294118,0.129032258,0.666666667,O,,,-0.045454545,,----,----,----,----,----,Alipat+N,,372.30008,372,0.30008
17,31,3,7,0,0,,388.2089228,,0,0,0,No,0,2707740,3349889,2992551,,1.823529412,0.411764706,,388.20892,4,0.235294118,0.129032258,0.571428571,O,,,-0.095238095,,----,----,----,----,----,Alipat+N,,388.29869,388,0.29869
17,31,5,6,0,0,,400.2201562,,0,0,0,No,0,2314356,2875549,3365972,,1.823529412,0.352941176,,400.22016,5,0.294117647,0.161290323,0.833333333,O,,,-0.055555556,,----,----,----,----,----,Alipat+N,,400.3127,400,0.3127
17,31,5,7,0,0,,416.2150708,,0,0,0,No,0,1583435,2417944,1942158,,1.823529412,0.411764706,,416.21507,5,0.294117647,0.161290323,0.714285714,O,,,-0.117647059,,----,----,----,----,----,Alipat+N,,416.31131,416,0.31131
17,32,0,5,0,0,,315.2176966,,0,0,0,No,0,1872180,5208537,3468410,,1.882352941,0.294117647,,315.2177,2,0.117647059,0.0625,0.4,O,,,-0.034482759,,----,----,----,AlipatNoN,----,----,,315.29059,315,0.29059
17,32,0,6,0,0,,331.2126112,,0,0,0,No,0,5164999,10108461,8532016,,1.882352941,0.352941176,,331.21261,2,0.117647059,0.0625,0.333333333,O,,,-0.071428571,,----,----,----,AlipatNoN,----,----,,331.2892,331,0.2892
17,32,0,7,0,0,,347.2075258,,0,0,0,No,0,5913920,10034689,9762036,,1.882352941,0.411764706,,347.20753,2,0.117647059,0.0625,0.285714286,O,,,-0.111111111,,----,----,----,AlipatNoN,----,----,,347.28781,347,0.28781
17,32,4,5,0,0,,371.2299926,,0,0,0,No,0,4653222,7525116,6327757,,1.882352941,0.294117647,,371.22999,4,0.235294118,0.125,0.8,O,,,-0.047619048,,----,----,----,----,----,Alipat+N,,371.31583,371,0.31583
17,32,4,6,0,0,,387.2249072,,0,0,0,No,0,6855212,11424915,9118404,,1.882352941,0.352941176,,387.22491,4,0.235294118,0.125,0.666666667,O,,,-0.1,,----,----,----,----,----,Alipat+N,,387.31445,387,0.31445
17,32,4,7,0,0,,403.2198218,,0,0,0,No,0,3819021,4973604,4749767,,1.882352941,0.411764706,,403.21982,4,0.235294118,0.125,0.571428571,O,,,-0.157894737,,----,----,----,----,----,Alipat+N,,403.31306,403,0.31306
17,33,3,4,0,0,,342.239829,,0,0,0,No,0,2600077,6393004,4433258,,1.941176471,0.235294118,,342.23983,3,0.176470588,0.090909091,0.75,O,,,-0.041666667,,----,----,----,----,----,Alipat+N,,342.31897,342,0.31897
17,33,3,5,0,0,,358.2347436,,0,0,0,No,0,2364225,2271491,1930777,,1.941176471,0.294117647,,358.23474,3,0.176470588,0.090909091,0.6,O,,,-0.086956522,,----,----,----,----,----,Alipat+N,,358.31758,358,0.31758
17,34,0,6,1,0,,365.2003319,,0,0,0,No,0,2236281,3427228,7228056,,2,0.352941176,,365.20033,1,0.058823529,0.029411765,0.166666667,O,,,-0.230769231,,----,----,----,AlipatNoN,----,----,,365.28478,365,0.28478
17,36,0,6,1,0,,367.2159819,,0,0,0,No,0,2983393,2208792,1907976,,2.117647059,0.352941176,,367.21598,0,0,0,0,O,,,-0.307692308,,----,----,----,AlipatNoN,----,----,,367.3009,367,0.3009
18,22,0,5,0,0,,317.1394466,,0,0,0,No,0,2129716,2653995,2637815,,1.222222222,0.277777778,,317.13945,8,0.444444444,0.363636364,1.6,CRAM,,,0.35483871,,----,----,HUnSatLig,----,----,----,,317.21278,317,0.21278
18,26,0,5,0,0,,321.1707466,,0,0,0,No,0,3085674,4481555,3837242,,1.444444444,0.277777778,,321.17075,6,0.333333333,0.230769231,1.2,CRAM,,,0.225806452,,----,----,HUnSatLig,----,----,----,,321.24501,321,0.24501
18,27,3,6,0,0,,380.1827082,,0,0,0,No,0,1566181,2549590,2791378,,1.5,0.333333333,,380.18271,7,0.388888889,0.259259259,1.166666667,CRAM,,,0.208333333,,----,----,----,----,----,Alipat+N,,380.27062,380,0.27062
18,27,3,8,0,0,,412.1725374,,0,0,0,No,0,2149085,2751165,2418748,,1.5,0.444444444,,412.17254,7,0.388888889,0.259259259,0.875,CRAM,,,0.136363636,,----,----,----,----,----,Alipat+N,,412.26785,412,0.26785
18,27,3,9,0,0,,428.167452,,0,0,0,No,0,2094146,1913350,1971550,,1.5,0.5,,428.16745,7,0.388888889,0.259259259,0.777777778,CRAM,,,0.095238095,,----,----,----,----,----,Alipat+N,,428.26646,428,0.26646
18,28,0,4,1,0,,339.1635527,,0,0,0,No,0,3795939,1468560,2375714,,1.555555556,0.222222222,,339.16355,5,0.277777778,0.178571429,1.25,O,,,0.133333333,,----,----,----,AlipatNoN,----,----,,339.24198,339,0.24198
18,28,0,5,0,0,,323.1863966,,0,0,0,No,0,3449495,4780953,4338926,,1.555555556,0.277777778,,323.1864,5,0.277777778,0.178571429,1,O,,,0.161290323,,----,----,----,AlipatNoN,----,----,,323.26113,323,0.26113
18,28,2,2,3,0,,399.1240129,,0,0,0,No,0,1748170,1659129,3283897,,1.555555556,0.111111111,,399.12401,6,0.333333333,0.214285714,3,O,,,0.083333333,,----,----,----,----,----,Alipat+N,,399.2163,399,0.2163
18,28,4,7,0,0,,411.1885218,,0,0,0,No,0,4617392,4128405,3960855,,1.555555556,0.388888889,,411.18852,7,0.388888889,0.25,1,CRAM,,,0.142857143,,----,----,----,----,----,Alipat+N,,411.2836,411,0.2836
18,29,3,6,0,0,,382.1983582,,0,0,0,No,0,1895185,2965890,3635176,,1.611111111,0.333333333,,382.19836,6,0.333333333,0.206896552,1,CRAM,,,0.125,,----,----,----,----,----,Alipat+N,,382.28674,382,0.28674
18,29,3,7,0,0,,398.1932728,,0,0,0,No,0,4140848,4762982,5519149,,1.611111111,0.388888889,,398.19327,6,0.333333333,0.206896552,0.857142857,CRAM,,,0.086956522,,----,----,----,----,----,Alipat+N,,398.28535,398,0.28535
18,29,3,9,0,0,,430.183102,,0,0,0,No,0,2314708,2557344,2739440,,1.611111111,0.5,,430.1831,6,0.333333333,0.206896552,0.666666667,O,,,0,,----,----,----,----,----,Alipat+N,,430.28258,430,0.28258
18,29,5,7,0,0,,426.1994208,,0,0,0,No,0,1768095,2363998,2398141,,1.611111111,0.388888889,,426.19942,7,0.388888889,0.24137931,1,CRAM,,,0.105263158,,----,----,----,----,----,Alipat+N,,426.29797,426,0.29797
18,29,5,8,0,0,,442.1943354,,0,0,0,No,0,2765413,2952890,3028907,,1.611111111,0.444444444,,442.19434,7,0.388888889,0.24137931,0.875,CRAM,,,0.055555556,,----,----,----,----,----,Alipat+N,,442.29659,442,0.29659
18,29,5,8,2,0,,506.1384768,,0,0,0,No,0,2060140,2453506,2509651,,1.611111111,0.444444444,,506.13848,7,0.388888889,0.24137931,0.875,CRAM,,,-0.214285714,,----,----,----,----,----,Alipat+N,,506.25551,506,0.25551
18,30,0,4,1,0,,341.1792027,,0,0,0,No,0,10229661,2439573,5388869,,1.666666667,0.222222222,,341.1792,4,0.222222222,0.133333333,1,O,,,0.066666667,,----,----,----,AlipatNoN,----,----,,341.2581,341,0.2581
18,30,0,5,0,0,,325.2020466,,0,0,0,No,0,3570640,6074668,5259950,,1.666666667,0.277777778,,325.20205,4,0.222222222,0.133333333,0.8,O,,,0.096774194,,----,----,----,AlipatNoN,----,----,,325.27724,325,0.27724
18,30,0,5,1,0,,357.1741173,,0,0,0,No,0,4080648,2187191,3833038,,1.666666667,0.277777778,,357.17412,4,0.222222222,0.133333333,0.8,O,,,0.034482759,,----,----,----,AlipatNoN,----,----,,357.25671,357,0.25671
18,30,0,8,1,0,,405.1588611,,0,0,0,No,0,2137831,2117105,2163850,,1.666666667,0.444444444,,405.15886,4,0.222222222,0.133333333,0.5,O,,,-0.076923077,,----,----,----,AlipatNoN,----,----,,405.25255,405,0.25255
18,30,0,10,1,0,,437.1486903,,0,0,0,No,0,2634231,2273279,2214691,,1.666666667,0.555555556,,437.14869,4,0.222222222,0.133333333,0.4,O,,,-0.166666667,,----,----,----,AlipatNoN,----,----,,437.24977,437,0.24977
18,30,4,6,0,0,,397.2092572,,0,0,0,No,0,5666438,7161025,6090384,,1.666666667,0.333333333,,397.20926,6,0.333333333,0.2,1,CRAM,,,0.090909091,,----,----,----,----,----,Alipat+N,,397.30111,397,0.30111
18,30,4,9,0,0,,445.194001,,0,0,0,No,0,2509678,2630145,2785482,,1.666666667,0.5,,445.194,6,0.333333333,0.2,0.666666667,O,,,-0.052631579,,----,----,----,----,----,Alipat+N,,445.29695,445,0.29695
18,31,3,6,0,0,,384.2140082,,0,0,0,No,0,2776364,4083099,3758059,,1.722222222,0.333333333,,384.21401,5,0.277777778,0.161290323,0.833333333,O,,,0.041666667,,----,----,----,----,----,Alipat+N,,384.30285,384,0.30285
18,31,3,7,0,0,,400.2089228,,0,0,0,No,0,3384946,4574875,5322835,,1.722222222,0.388888889,,400.20892,5,0.277777778,0.161290323,0.714285714,O,,,0,,----,----,----,----,----,Alipat+N,,400.30147,400,0.30147
18,31,3,8,0,0,,416.2038374,,0,0,0,No,0,1907531,2442008,3213966,,1.722222222,0.444444444,,416.20384,5,0.277777778,0.161290323,0.625,O,,,-0.045454545,,----,----,----,----,----,Alipat+N,,416.30008,416,0.30008
18,31,5,7,0,0,,428.2150708,,0,0,0,No,0,3029056,3594756,2914140,,1.722222222,0.388888889,,428.21507,6,0.333333333,0.193548387,0.857142857,O,,,0,,----,----,----,----,----,Alipat+N,,428.31409,428,0.31409
18,31,5,8,0,0,,444.2099854,,0,0,0,No,0,1906111,2687036,2917140,,1.722222222,0.444444444,,444.20999,6,0.333333333,0.193548387,0.75,O,,,-0.055555556,,----,----,----,----,----,Alipat+N,,444.3127,444,0.3127
18,32,0,5,0,0,,327.2176966,,0,0,0,No,0,5291286,9990860,5887099,,1.777777778,0.277777778,,327.2177,3,0.166666667,0.09375,0.6,O,,,0.032258065,,----,----,----,AlipatNoN,----,----,,327.29336,327,0.29336
18,32,0,10,1,0,,439.1643403,,0,0,0,No,0,2037594,2193277,2627215,,1.777777778,0.555555556,,439.16434,3,0.166666667,0.09375,0.3,O,,,-0.25,,----,----,----,AlipatNoN,----,----,,439.26589,439,0.26589
18,32,4,5,0,0,,383.2299926,,0,0,0,No,0,2575912,4802711,3624691,,1.777777778,0.277777778,,383.22999,5,0.277777778,0.15625,1,O,,,0.043478261,,----,----,----,----,----,Alipat+N,,383.31861,383,0.31861
18,32,4,6,0,0,,399.2249072,,0,0,0,No,0,5238746,7357961,6132680,,1.777777778,0.333333333,,399.22491,5,0.277777778,0.15625,0.833333333,O,,,0,,----,----,----,----,----,Alipat+N,,399.31722,399,0.31722
18,33,3,5,0,0,,370.2347436,,0,0,0,No,0,1659257,1519816,2177698,,1.833333333,0.277777778,,370.23474,4,0.222222222,0.121212121,0.8,O,,,0,,----,----,----,----,----,Alipat+N,,370.32035,370,0.32035
18,33,5,6,0,0,,414.2358062,,0,0,0,No,0,2174244,3664634,3267700,,1.833333333,0.333333333,,414.23581,5,0.277777778,0.151515152,0.833333333,O,,,-0.05,,----,----,----,----,----,Alipat+N,,414.33159,414,0.33159
18,33,5,7,0,0,,430.2307208,,0,0,0,No,0,2215377,3705246,3457773,,1.833333333,0.388888889,,430.23072,5,0.277777778,0.151515152,0.714285714,O,,,-0.105263158,,----,----,----,----,----,Alipat+N,,430.33021,430,0.33021
18,34,0,2,0,0,,281.2486028,,0,0,0,No,0,4656998,4093439,2693913,,1.888888889,0.111111111,,281.2486,2,0.111111111,0.058823529,1,O,,,0.058823529,,----,----,----,AlipatNoN,----,----,,281.31364,281,0.31364
18,34,0,5,0,0,,329.2333466,,0,0,0,No,0,9217642,10136698,7210579,,1.888888889,0.277777778,,329.23335,2,0.111111111,0.058823529,0.4,O,,,-0.032258065,,----,----,----,AlipatNoN,----,----,,329.30948,329,0.30948
18,34,0,6,0,0,,345.2282612,,0,0,0,No,0,7715665,21076949,12518070,,1.888888889,0.333333333,,345.22826,2,0.111111111,0.058823529,0.333333333,O,,,-0.066666667,,----,----,----,AlipatNoN,----,----,,345.30809,345,0.30809
18,34,0,7,0,0,,361.2231758,,0,0,0,No,0,13192384,21991089,16510400,,1.888888889,0.388888889,,361.22318,2,0.111111111,0.058823529,0.285714286,O,,,-0.103448276,,----,----,----,AlipatNoN,----,----,,361.3067,361,0.3067
18,34,0,8,1,0,,409.1901611,,0,0,0,No,0,4095036,5211692,4712373,,1.888888889,0.444444444,,409.19016,2,0.111111111,0.058823529,0.25,O,,,-0.230769231,,----,----,----,AlipatNoN,----,----,,409.28478,409,0.28478
18,34,4,5,0,0,,385.2456426,,0,0,0,No,0,2128953,4673189,3826923,,1.888888889,0.277777778,,385.24564,4,0.222222222,0.117647059,0.8,O,,,-0.043478261,,----,----,----,----,----,Alipat+N,,385.33472,385,0.33472
18,34,4,6,0,0,,401.2405572,,0,0,0,No,0,4422921,7472940,6424796,,1.888888889,0.333333333,,401.24056,4,0.222222222,0.117647059,0.666666667,O,,,-0.090909091,,----,----,----,----,----,Alipat+N,,401.33334,401,0.33334
18,34,4,7,0,0,,417.2354718,,0,0,0,No,0,3428181,5610269,4551825,,1.888888889,0.388888889,,417.23547,4,0.222222222,0.117647059,0.571428571,O,,,-0.142857143,,----,----,----,----,----,Alipat+N,,417.33195,417,0.33195
18,36,0,5,0,0,,331.2489966,,0,0,0,No,0,2242510,10956341,4793400,,2,0.277777778,,331.249,1,0.055555556,0.027777778,0.2,O,,,-0.096774194,,----,----,----,AlipatNoN,----,----,,331.32559,331,0.32559
18,36,0,6,0,0,,347.2439112,,0,0,0,No,0,7724362,15629836,9825535,,2,0.333333333,,347.24391,1,0.055555556,0.027777778,0.166666667,O,,,-0.133333333,,----,----,----,AlipatNoN,----,----,,347.32421,347,0.32421
18,36,0,6,1,0,,379.2159819,,0,0,0,No,0,3381205,2054725,3307211,,2,0.333333333,,379.21598,1,0.055555556,0.027777778,0.166666667,O,,,-0.214285714,,----,----,----,AlipatNoN,----,----,,379.30367,379,0.30367
18,36,0,7,0,0,,363.2388258,,0,0,0,No,0,4847395,12689711,8622134,,2,0.388888889,,363.23883,1,0.055555556,0.027777778,0.142857143,O,,,-0.172413793,,----,----,----,AlipatNoN,----,----,,363.32282,363,0.32282
18,36,0,8,0,0,,379.2337404,,0,0,0,No,0,2722266,5803082,4366032,,2,0.444444444,,379.23374,1,0.055555556,0.027777778,0.125,O,,,-0.214285714,,----,----,----,AlipatNoN,----,----,,379.32143,379,0.32143
18,38,0,5,1,0,,365.2367173,,0,0,0,No,0,2983812,2220968,2218148,,2.111111111,0.277777778,,365.23672,0,0,0,0,O,,,-0.24137931,,----,----,----,AlipatNoN,----,----,,365.32117,365,0.32117
19,22,0,5,0,0,,329.1394466,,0,0,0,No,0,3017818,2922598,3913277,,1.157894737,0.263157895,,329.13945,9,0.473684211,0.409090909,1.8,O,,,0.393939394,,----,----,HUnSatLig,----,----,----,,329.21556,329,0.21556
19,23,2,5,0,1,,389.1271811,,0,0,0,No,0,30381047,45416024,40066165,,1.210526316,0.263157895,,389.12718,10,0.526315789,0.434782609,2,O,,,0.444444444,,----,----,HUnSatLig,----,----,----,,389.21716,389,0.21716
19,23,2,6,0,1,,405.1220957,,0,0,0,No,0,7106275,5608685,5859975,,1.210526316,0.315789474,,405.1221,10,0.526315789,0.434782609,1.666666667,CRAM,,,0.423076923,,----,----,HUnSatLig,----,----,----,,405.21577,405,0.21577
19,23,2,7,0,1,,421.1170103,,0,0,0,No,0,2475837,2080507,2901607,,1.210526316,0.368421053,,421.11701,10,0.526315789,0.434782609,1.428571429,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,421.21439,421,0.21439
19,24,0,4,0,0,,315.160182,,0,0,0,No,0,2568749,5171663,9415279,,1.263157895,0.210526316,,315.16018,8,0.421052632,0.333333333,2,O,,,0.352941176,,----,----,HUnSatLig,----,----,----,,315.23306,315,0.23306
19,25,2,5,0,1,,391.1428311,,0,0,0,No,0,9782725,20402207,15826470,,1.315789474,0.263157895,,391.14283,9,0.473684211,0.36,1.8,O,,,0.37037037,,----,----,HUnSatLig,----,----,----,,391.23328,391,0.23328
19,26,0,4,0,0,,317.175832,,0,0,0,No,0,1553721,2312498,2419711,,1.368421053,0.210526316,,317.17583,7,0.368421053,0.269230769,1.75,CRAM,,,0.294117647,,----,----,HUnSatLig,----,----,----,,317.24917,317,0.24917
19,28,0,4,0,0,,319.191482,,0,0,0,No,0,1558351,2272416,1929626,,1.473684211,0.210526316,,319.19148,6,0.315789474,0.214285714,1.5,CRAM,,,0.235294118,,----,----,HUnSatLig,----,----,----,,319.26529,319,0.26529
19,30,0,5,0,0,,337.2020466,,0,0,0,No,0,5567560,8209320,6787610,,1.578947368,0.263157895,,337.20205,5,0.263157895,0.166666667,1,O,,,0.151515152,,----,----,----,AlipatNoN,----,----,,337.28002,337,0.28002
19,30,2,12,0,0,,477.1725968,,0,0,0,No,0,2402748,4059741,3404552,,1.578947368,0.631578947,,477.1726,6,0.315789474,0.2,0.5,O,,,-0.090909091,,----,----,----,----,SatFACarb,----,,477.28294,477,0.28294
19,30,4,7,0,0,,425.2041718,,0,0,0,No,0,3900104,4479622,4517863,,1.578947368,0.368421053,,425.20417,7,0.368421053,0.233333333,1,CRAM,,,0.130434783,,----,----,----,----,----,Alipat+N,,425.30249,425,0.30249
19,30,4,8,0,0,,441.1990864,,0,0,0,No,0,4269238,4343546,4503542,,1.578947368,0.421052632,,441.19909,7,0.368421053,0.233333333,0.875,CRAM,,,0.090909091,,----,----,----,----,----,Alipat+N,,441.30111,441,0.30111
19,30,4,9,0,0,,457.194001,,0,0,0,No,0,3366893,3318783,3386828,,1.578947368,0.473684211,,457.194,7,0.368421053,0.233333333,0.777777778,CRAM,,,0.047619048,,----,----,----,----,----,Alipat+N,,457.29972,457,0.29972
19,31,3,6,0,0,,396.2140082,,0,0,0,No,0,1918674,2830867,2153450,,1.631578947,0.315789474,,396.21401,6,0.315789474,0.193548387,1,O,,,0.115384615,,----,----,----,----,----,Alipat+N,,396.30563,396,0.30563
19,31,3,7,0,0,,412.2089228,,0,0,0,No,0,2506463,2706110,3444798,,1.631578947,0.368421053,,412.20892,6,0.315789474,0.193548387,0.857142857,O,,,0.08,,----,----,----,----,----,Alipat+N,,412.30424,412,0.30424
19,31,3,8,0,0,,428.2038374,,0,0,0,No,0,2389057,3531269,3289436,,1.631578947,0.421052632,,428.20384,6,0.315789474,0.193548387,0.75,O,,,0.041666667,,----,----,----,----,----,Alipat+N,,428.30285,428,0.30285
19,31,3,9,0,0,,444.198752,,0,0,0,No,0,1849536,1820221,1874709,,1.631578947,0.473684211,,444.19875,6,0.315789474,0.193548387,0.666666667,O,,,0,,----,----,----,----,----,Alipat+N,,444.30147,444,0.30147
19,31,5,7,0,0,,440.2150708,,0,0,0,No,0,2264838,2249529,1819712,,1.631578947,0.368421053,,440.21507,7,0.368421053,0.225806452,1,CRAM,,,0.095238095,,----,----,----,----,----,Alipat+N,,440.31686,440,0.31686
