"","C","H","N","O","S","P","Mass","HC","OC","m.z","DBE","CRAM","AI.mod","PolyCyArom","Aromatic","HighUnsatLign","UnSatAliph_noN","SatFatAcCarb","UnSatAlip.N","KM","NKM","KMD"
"472",18,21,1,9,0,0,394.1144,1.166666667,0.5,394.11435,9,"CRAM",0.32,"----","----","HUnSatLig","----","----","----",394.20549,394,0.20549
"473",18,21,1,10,0,0,410.1093,1.166666667,0.555555556,410.10927,9,"CRAM",0.291666667,"----","----","HUnSatLig","----","----","----",410.2041,410,0.2041
"474",18,22,0,5,0,0,317.1394,1.222222222,0.277777778,317.13945,8,"CRAM",0.35483871,"----","----","HUnSatLig","----","----","----",317.21278,317,0.21278
"475",18,22,0,6,0,0,333.1344,1.222222222,0.333333333,333.13436,8,"CRAM",0.333333333,"----","----","HUnSatLig","----","----","----",333.21139,333,0.21139
"476",18,22,0,7,0,0,349.1293,1.222222222,0.388888889,349.12928,8,"CRAM",0.310344828,"----","----","HUnSatLig","----","----","----",349.21001,349,0.21001
"477",18,22,0,8,0,0,365.1242,1.222222222,0.444444444,365.12419,8,"CRAM",0.285714286,"----","----","HUnSatLig","----","----","----",365.20862,365,0.20862
"478",18,22,0,9,0,0,381.1191,1.222222222,0.5,381.1191,8,"CRAM",0.259259259,"----","----","HUnSatLig","----","----","----",381.20723,381,0.20723
"479",18,22,0,10,0,0,397.114,1.222222222,0.555555556,397.11402,8,"CRAM",0.230769231,"----","----","HUnSatLig","----","----","----",397.20585,397,0.20585
"480",18,22,0,11,0,0,413.1089,1.222222222,0.611111111,413.10893,8,"O",0.2,"----","----","HUnSatLig","----","----","----",413.20446,413,0.20446
"481",18,22,0,12,0,0,429.1038,1.222222222,0.666666667,429.10385,8,"O",0.166666667,"----","----","HUnSatLig","----","----","----",429.20307,429,0.20307
"482",18,22,0,13,0,0,445.0988,1.222222222,0.722222222,445.09876,8,"O",0.130434783,"----","----","HUnSatLig","----","----","----",445.20169,445,0.20169
"483",18,22,0,14,0,0,461.0937,1.222222222,0.777777778,461.09368,8,"O",0.090909091,"----","----","HUnSatLig","----","----","----",461.2003,461,0.2003
"484",18,22,2,7,0,0,377.1354,1.222222222,0.388888889,377.13542,9,"CRAM",0.36,"----","----","HUnSatLig","----","----","----",377.22263,377,0.22263
"485",18,23,3,6,0,0,376.1514,1.277777778,0.333333333,376.15141,9,"CRAM",0.375,"----","----","HUnSatLig","----","----","----",376.23839,376,0.23839
"486",18,23,3,7,0,0,392.1463,1.277777778,0.388888889,392.14632,9,"CRAM",0.347826087,"----","----","HUnSatLig","----","----","----",392.237,392,0.237
"487",18,24,0,6,0,0,335.15,1.333333333,0.333333333,335.15001,7,"CRAM",0.266666667,"----","----","HUnSatLig","----","----","----",335.22751,335,0.22751
"488",18,24,0,7,0,0,351.1449,1.333333333,0.388888889,351.14493,7,"CRAM",0.24137931,"----","----","HUnSatLig","----","----","----",351.22612,351,0.22612
"489",18,24,0,8,0,0,367.1398,1.333333333,0.444444444,367.13984,7,"CRAM",0.214285714,"----","----","HUnSatLig","----","----","----",367.22474,367,0.22474
"490",18,24,0,9,0,0,383.1348,1.333333333,0.5,383.13475,7,"CRAM",0.185185185,"----","----","HUnSatLig","----","----","----",383.22335,383,0.22335
"491",18,24,0,10,0,0,399.1297,1.333333333,0.555555556,399.12967,7,"O",0.153846154,"----","----","HUnSatLig","----","----","----",399.22196,399,0.22196
"492",18,24,0,11,0,0,415.1246,1.333333333,0.611111111,415.12458,7,"O",0.12,"----","----","HUnSatLig","----","----","----",415.22058,415,0.22058
"493",18,24,0,12,0,0,431.1195,1.333333333,0.666666667,431.1195,7,"O",0.083333333,"----","----","HUnSatLig","----","----","----",431.21919,431,0.21919
"494",18,24,0,13,0,0,447.1144,1.333333333,0.722222222,447.11441,7,"O",0.043478261,"----","----","HUnSatLig","----","----","----",447.2178,447,0.2178
"495",18,24,0,14,0,0,463.1093,1.333333333,0.777777778,463.10933,7,"O",0,"----","----","HUnSatLig","----","----","----",463.21642,463,0.21642
"496",18,24,2,6,0,0,363.1562,1.333333333,0.333333333,363.15616,8,"CRAM",0.307692308,"----","----","HUnSatLig","----","----","----",363.24013,363,0.24013
"497",18,25,3,6,0,0,378.1671,1.388888889,0.333333333,378.16706,8,"CRAM",0.291666667,"----","----","HUnSatLig","----","----","----",378.2545,378,0.2545
"498",18,25,3,7,0,0,394.162,1.388888889,0.388888889,394.16197,8,"CRAM",0.260869565,"----","----","HUnSatLig","----","----","----",394.25312,394,0.25312
"499",18,26,0,5,0,0,321.1707,1.444444444,0.277777778,321.17075,6,"CRAM",0.225806452,"----","----","HUnSatLig","----","----","----",321.24501,321,0.24501
"500",18,26,0,6,0,0,337.1657,1.444444444,0.333333333,337.16566,6,"CRAM",0.2,"----","----","HUnSatLig","----","----","----",337.24363,337,0.24363
"501",18,26,0,7,0,0,353.1606,1.444444444,0.388888889,353.16058,6,"CRAM",0.172413793,"----","----","HUnSatLig","----","----","----",353.24224,353,0.24224
"502",18,26,0,8,0,0,369.1555,1.444444444,0.444444444,369.15549,6,"O",0.142857143,"----","----","HUnSatLig","----","----","----",369.24085,369,0.24085
"503",18,26,0,9,0,0,385.1504,1.444444444,0.5,385.1504,6,"O",0.111111111,"----","----","HUnSatLig","----","----","----",385.23947,385,0.23947
"504",18,26,0,10,0,0,401.1453,1.444444444,0.555555556,401.14532,6,"O",0.076923077,"----","----","HUnSatLig","----","----","----",401.23808,401,0.23808
"505",18,26,0,11,0,0,417.1402,1.444444444,0.611111111,417.14023,6,"O",0.04,"----","----","HUnSatLig","----","----","----",417.23669,417,0.23669
"506",18,26,0,12,0,0,433.1351,1.444444444,0.666666667,433.13515,6,"O",0,"----","----","HUnSatLig","----","----","----",433.2353,433,0.2353
"507",18,26,0,13,0,0,449.1301,1.444444444,0.722222222,449.13006,6,"O",-0.043478261,"----","----","HUnSatLig","----","----","----",449.23392,449,0.23392
"508",18,26,0,14,0,0,465.125,1.444444444,0.777777778,465.12498,6,"O",-0.090909091,"----","----","HUnSatLig","----","----","----",465.23253,465,0.23253
"509",18,26,0,16,0,0,497.1148,1.444444444,0.888888889,497.11481,6,"O",-0.2,"----","----","HUnSatLig","----","----","----",497.22976,497,0.22976
"510",18,27,3,5,0,0,364.1878,1.5,0.277777778,364.18779,7,"CRAM",0.24,"----","----","----","----","----","Alipat+N",364.27201,364,0.27201
"511",18,27,3,6,0,0,380.1827,1.5,0.333333333,380.18271,7,"CRAM",0.208333333,"----","----","----","----","----","Alipat+N",380.27062,380,0.27062
"512",18,27,3,8,0,0,412.1725,1.5,0.444444444,412.17254,7,"CRAM",0.136363636,"----","----","----","----","----","Alipat+N",412.26785,412,0.26785
"513",18,28,0,5,0,0,323.1864,1.555555556,0.277777778,323.1864,5,"O",0.161290323,"----","----","----","AlipatNoN","----","----",323.26113,323,0.26113
"514",18,28,0,6,0,0,339.1813,1.555555556,0.333333333,339.18131,5,"O",0.133333333,"----","----","----","AlipatNoN","----","----",339.25974,339,0.25974
"515",18,28,0,7,0,0,355.1762,1.555555556,0.388888889,355.17623,5,"O",0.103448276,"----","----","----","AlipatNoN","----","----",355.25836,355,0.25836
"516",18,28,0,8,0,0,371.1711,1.555555556,0.444444444,371.17114,5,"O",0.071428571,"----","----","----","AlipatNoN","----","----",371.25697,371,0.25697
"517",18,28,0,9,0,0,387.1661,1.555555556,0.5,387.16605,5,"O",0.037037037,"----","----","----","AlipatNoN","----","----",387.25558,387,0.25558
"518",18,28,0,10,0,0,403.161,1.555555556,0.555555556,403.16097,5,"O",0,"----","----","----","AlipatNoN","----","----",403.25419,403,0.25419
"519",18,28,0,11,0,0,419.1559,1.555555556,0.611111111,419.15588,5,"O",-0.04,"----","----","----","----","SatFACarb","----",419.25281,419,0.25281
"520",18,28,0,14,0,0,467.1406,1.555555556,0.777777778,467.14063,5,"O",-0.181818182,"----","----","----","----","SatFACarb","----",467.24865,467,0.24865
"521",18,28,0,15,0,0,483.1355,1.555555556,0.833333333,483.13554,5,"O",-0.238095238,"----","----","----","----","SatFACarb","----",483.24726,483,0.24726
"522",18,28,0,16,0,0,499.1305,1.555555556,0.888888889,499.13046,5,"O",-0.3,"----","----","----","----","SatFACarb","----",499.24587,499,0.24587
"523",18,28,4,7,0,0,411.1885,1.555555556,0.388888889,411.18852,7,"CRAM",0.142857143,"----","----","----","----","----","Alipat+N",411.2836,411,0.2836
"524",18,28,4,8,0,0,427.1834,1.555555556,0.444444444,427.18344,7,"CRAM",0.1,"----","----","----","----","----","Alipat+N",427.28222,427,0.28222
"525",18,29,3,6,0,0,382.1984,1.611111111,0.333333333,382.19836,6,"CRAM",0.125,"----","----","----","----","----","Alipat+N",382.28674,382,0.28674
"526",18,29,3,7,0,0,398.1933,1.611111111,0.388888889,398.19327,6,"CRAM",0.086956522,"----","----","----","----","----","Alipat+N",398.28535,398,0.28535
"527",18,29,3,8,0,0,414.1882,1.611111111,0.444444444,414.18819,6,"O",0.045454545,"----","----","----","----","----","Alipat+N",414.28396,414,0.28396
"528",18,29,3,9,0,0,430.1831,1.611111111,0.5,430.1831,6,"O",0,"----","----","----","----","----","Alipat+N",430.28258,430,0.28258
"529",18,29,5,8,0,0,442.1943,1.611111111,0.444444444,442.19434,7,"CRAM",0.055555556,"----","----","----","----","----","Alipat+N",442.29659,442,0.29659
"530",18,30,0,3,1,0,325.1843,1.666666667,0.166666667,325.18429,4,"O",0.096774194,"----","----","----","AlipatNoN","----","----",325.25948,325,0.25948
"531",18,30,0,5,0,0,325.202,1.666666667,0.277777778,325.20205,4,"O",0.096774194,"----","----","----","AlipatNoN","----","----",325.27724,325,0.27724
"532",18,30,0,6,0,0,341.197,1.666666667,0.333333333,341.19696,4,"O",0.066666667,"----","----","----","AlipatNoN","----","----",341.27586,341,0.27586
"533",18,30,0,7,0,0,357.1919,1.666666667,0.388888889,357.19188,4,"O",0.034482759,"----","----","----","AlipatNoN","----","----",357.27447,357,0.27447
"534",18,30,0,8,0,0,373.1868,1.666666667,0.444444444,373.18679,4,"O",0,"----","----","----","AlipatNoN","----","----",373.27308,373,0.27308
"535",18,30,0,9,0,0,389.1817,1.666666667,0.5,389.1817,4,"O",-0.037037037,"----","----","----","AlipatNoN","----","----",389.2717,389,0.2717
"536",18,30,0,10,0,0,405.1766,1.666666667,0.555555556,405.17662,4,"O",-0.076923077,"----","----","----","AlipatNoN","----","----",405.27031,405,0.27031
"537",18,30,0,12,0,0,437.1664,1.666666667,0.666666667,437.16645,4,"O",-0.166666667,"----","----","----","----","SatFACarb","----",437.26754,437,0.26754
"538",18,30,0,13,0,0,453.1614,1.666666667,0.722222222,453.16136,4,"O",-0.217391304,"----","----","----","----","SatFACarb","----",453.26615,453,0.26615
"539",18,30,0,14,0,0,469.1563,1.666666667,0.777777778,469.15628,4,"O",-0.272727273,"----","----","----","----","SatFACarb","----",469.26476,469,0.26476
"540",18,30,0,15,0,0,485.1512,1.666666667,0.833333333,485.15119,4,"O",-0.333333333,"----","----","----","----","SatFACarb","----",485.26338,485,0.26338
"541",18,30,0,16,0,0,501.1461,1.666666667,0.888888889,501.14611,4,"O",-0.4,"----","----","----","----","SatFACarb","----",501.26199,501,0.26199
"542",18,30,0,17,0,0,517.141,1.666666667,0.944444444,517.14102,4,"O",-0.473684211,"----","----","----","----","SatFACarb","----",517.2606,517,0.2606
"543",18,30,4,6,0,0,397.2093,1.666666667,0.333333333,397.20926,6,"CRAM",0.090909091,"----","----","----","----","----","Alipat+N",397.30111,397,0.30111
"544",18,30,4,7,0,0,413.2042,1.666666667,0.388888889,413.20417,6,"CRAM",0.047619048,"----","----","----","----","----","Alipat+N",413.29972,413,0.29972
"545",18,30,4,8,0,0,429.1991,1.666666667,0.444444444,429.19909,6,"O",0,"----","----","----","----","----","Alipat+N",429.29833,429,0.29833
"546",18,31,3,6,0,0,384.214,1.722222222,0.333333333,384.21401,5,"O",0.041666667,"----","----","----","----","----","Alipat+N",384.30285,384,0.30285
"547",18,31,3,7,0,0,400.2089,1.722222222,0.388888889,400.20892,5,"O",0,"----","----","----","----","----","Alipat+N",400.30147,400,0.30147
"548",18,31,5,6,0,0,412.2202,1.722222222,0.333333333,412.22016,6,"O",0.05,"----","----","----","----","----","Alipat+N",412.31548,412,0.31548
"549",18,31,5,7,0,0,428.2151,1.722222222,0.388888889,428.21507,6,"O",0,"----","----","----","----","----","Alipat+N",428.31409,428,0.31409
"550",18,31,5,8,0,0,444.21,1.722222222,0.444444444,444.20999,6,"O",-0.055555556,"----","----","----","----","----","Alipat+N",444.3127,444,0.3127
"551",18,32,0,5,0,0,327.2177,1.777777778,0.277777778,327.2177,3,"O",0.032258065,"----","----","----","AlipatNoN","----","----",327.29336,327,0.29336
"552",18,32,0,6,0,0,343.2126,1.777777778,0.333333333,343.21261,3,"O",0,"----","----","----","AlipatNoN","----","----",343.29197,343,0.29197
"553",18,32,0,7,0,0,359.2075,1.777777778,0.388888889,359.20753,3,"O",-0.034482759,"----","----","----","AlipatNoN","----","----",359.29059,359,0.29059
"554",18,32,0,8,0,0,375.2024,1.777777778,0.444444444,375.20244,3,"O",-0.071428571,"----","----","----","AlipatNoN","----","----",375.2892,375,0.2892
"555",18,32,0,9,0,0,391.1974,1.777777778,0.5,391.19735,3,"O",-0.111111111,"----","----","----","AlipatNoN","----","----",391.28781,391,0.28781
"556",18,32,0,10,0,0,407.1923,1.777777778,0.555555556,407.19227,3,"O",-0.153846154,"----","----","----","AlipatNoN","----","----",407.28643,407,0.28643
"557",18,32,0,11,0,0,423.1872,1.777777778,0.611111111,423.18718,3,"O",-0.2,"----","----","----","----","SatFACarb","----",423.28504,423,0.28504
"558",18,32,0,13,0,0,455.177,1.777777778,0.722222222,455.17701,3,"O",-0.304347826,"----","----","----","----","SatFACarb","----",455.28227,455,0.28227
"559",18,32,0,14,0,0,471.1719,1.777777778,0.777777778,471.17193,3,"O",-0.363636364,"----","----","----","----","SatFACarb","----",471.28088,471,0.28088
"560",18,32,0,16,0,0,503.1618,1.777777778,0.888888889,503.16176,3,"O",-0.5,"----","----","----","----","SatFACarb","----",503.27811,503,0.27811
"561",18,32,4,5,0,0,383.23,1.777777778,0.277777778,383.22999,5,"O",0.043478261,"----","----","----","----","----","Alipat+N",383.31861,383,0.31861
"562",18,32,4,6,0,0,399.2249,1.777777778,0.333333333,399.22491,5,"O",0,"----","----","----","----","----","Alipat+N",399.31722,399,0.31722
"563",18,32,4,7,0,0,415.2198,1.777777778,0.388888889,415.21982,5,"O",-0.047619048,"----","----","----","----","----","Alipat+N",415.31584,415,0.31584
"564",18,32,4,8,0,0,431.2147,1.777777778,0.444444444,431.21474,5,"O",-0.1,"----","----","----","----","----","Alipat+N",431.31445,431,0.31445
"565",18,33,5,6,0,0,414.2358,1.833333333,0.333333333,414.23581,5,"O",-0.05,"----","----","----","----","----","Alipat+N",414.33159,414,0.33159
"566",18,33,5,7,0,0,430.2307,1.833333333,0.388888889,430.23072,5,"O",-0.105263158,"----","----","----","----","----","Alipat+N",430.33021,430,0.33021
"567",18,34,0,5,0,0,329.2333,1.888888889,0.277777778,329.23335,2,"O",-0.032258065,"----","----","----","AlipatNoN","----","----",329.30948,329,0.30948
"568",18,34,0,6,0,0,345.2283,1.888888889,0.333333333,345.22826,2,"O",-0.066666667,"----","----","----","AlipatNoN","----","----",345.30809,345,0.30809
"569",18,34,0,7,0,0,361.2232,1.888888889,0.388888889,361.22318,2,"O",-0.103448276,"----","----","----","AlipatNoN","----","----",361.3067,361,0.3067
"570",18,34,0,8,0,0,377.2181,1.888888889,0.444444444,377.21809,2,"O",-0.142857143,"----","----","----","AlipatNoN","----","----",377.30532,377,0.30532
"571",18,34,0,9,0,0,393.213,1.888888889,0.5,393.213,2,"O",-0.185185185,"----","----","----","AlipatNoN","----","----",393.30393,393,0.30393
"572",18,34,4,5,0,0,385.2456,1.888888889,0.277777778,385.24564,4,"O",-0.043478261,"----","----","----","----","----","Alipat+N",385.33472,385,0.33472
"573",18,34,4,6,0,0,401.2406,1.888888889,0.333333333,401.24056,4,"O",-0.090909091,"----","----","----","----","----","Alipat+N",401.33334,401,0.33334
"574",18,34,4,7,0,0,417.2355,1.888888889,0.388888889,417.23547,4,"O",-0.142857143,"----","----","----","----","----","Alipat+N",417.33195,417,0.33195
"575",18,35,3,4,0,0,356.2555,1.944444444,0.222222222,356.25548,3,"O",-0.038461538,"----","----","----","----","----","Alipat+N",356.33786,356,0.33786
"576",18,36,0,2,0,0,283.2643,2,0.111111111,283.26425,1,"O",0,"----","----","----","AlipatNoN","----","----",283.32975,283,0.32975
"577",18,36,0,5,0,0,331.249,2,0.277777778,331.249,1,"O",-0.096774194,"----","----","----","AlipatNoN","----","----",331.32559,331,0.32559
"578",18,36,0,6,0,0,347.2439,2,0.333333333,347.24391,1,"O",-0.133333333,"----","----","----","AlipatNoN","----","----",347.32421,347,0.32421
"579",18,36,0,7,0,0,363.2388,2,0.388888889,363.23883,1,"O",-0.172413793,"----","----","----","AlipatNoN","----","----",363.32282,363,0.32282
"580",18,36,0,8,0,0,379.2337,2,0.444444444,379.23374,1,"O",-0.214285714,"----","----","----","AlipatNoN","----","----",379.32143,379,0.32143
"581",18,36,0,8,1,0,411.2058,2,0.444444444,411.20581,1,"O",-0.307692308,"----","----","----","AlipatNoN","----","----",411.3009,411,0.3009
"582",18,38,0,6,1,0,381.2316,2.111111111,0.333333333,381.23163,0,"O",-0.285714286,"----","----","----","AlipatNoN","----","----",381.31979,381,0.31979
"583",18,38,0,7,1,0,397.2265,2.111111111,0.388888889,397.22655,0,"O",-0.333333333,"----","----","----","AlipatNoN","----","----",397.3184,397,0.3184
"584",19,10,0,8,0,0,365.0303,0.526315789,0.421052632,365.03029,15,"O",0.733333333,"CondAr","----","----","----","----","----",365.1147,365,0.1147
"585",19,10,0,9,0,0,381.0252,0.526315789,0.473684211,381.0252,15,"O",0.724137931,"CondAr","----","----","----","----","----",381.11331,381,0.11331
"586",19,10,0,10,0,0,397.0201,0.526315789,0.526315789,397.02012,15,"O",0.714285714,"CondAr","----","----","----","----","----",397.11192,397,0.11192
"587",19,10,0,11,0,0,413.015,0.526315789,0.578947368,413.01503,15,"O",0.703703704,"CondAr","----","----","----","----","----",413.11054,413,0.11054
"588",19,10,0,12,0,0,429.0099,0.526315789,0.631578947,429.00995,15,"O",0.692307692,"CondAr","----","----","----","----","----",429.10915,429,0.10915
"589",19,12,0,8,0,0,367.0459,0.631578947,0.421052632,367.04594,14,"O",0.666666667,"CondAr","----","----","----","----","----",367.13081,367,0.13081
"590",19,12,0,9,0,0,383.0409,0.631578947,0.473684211,383.04085,14,"O",0.655172414,"----","Aromatic","----","----","----","----",383.12943,383,0.12943
"591",19,12,0,10,0,0,399.0358,0.631578947,0.526315789,399.03577,14,"O",0.642857143,"----","Aromatic","----","----","----","----",399.12804,399,0.12804
"592",19,12,0,11,0,0,415.0307,0.631578947,0.578947368,415.03068,14,"O",0.62962963,"----","Aromatic","----","----","----","----",415.12665,415,0.12665
"593",19,12,0,12,0,0,431.0256,0.631578947,0.631578947,431.0256,14,"O",0.615384615,"----","Aromatic","----","----","----","----",431.12527,431,0.12527
"594",19,12,0,13,0,0,447.0205,0.631578947,0.684210526,447.02051,14,"O",0.6,"----","Aromatic","----","----","----","----",447.12388,447,0.12388
"595",19,14,0,7,0,0,353.0667,0.736842105,0.368421053,353.06668,13,"O",0.612903226,"----","Aromatic","----","----","----","----",353.14832,353,0.14832
"596",19,14,0,8,0,0,369.0616,0.736842105,0.421052632,369.06159,13,"O",0.6,"----","Aromatic","----","----","----","----",369.14693,369,0.14693
"597",19,14,0,9,0,0,385.0565,0.736842105,0.473684211,385.0565,13,"O",0.586206897,"----","Aromatic","----","----","----","----",385.14554,385,0.14554
"598",19,14,0,10,0,0,401.0514,0.736842105,0.526315789,401.05142,13,"O",0.571428571,"----","Aromatic","----","----","----","----",401.14416,401,0.14416
"599",19,14,0,11,0,0,417.0463,0.736842105,0.578947368,417.04633,13,"O",0.555555556,"----","Aromatic","----","----","----","----",417.14277,417,0.14277
"600",19,14,0,12,0,0,433.0412,0.736842105,0.631578947,433.04125,13,"O",0.538461538,"----","Aromatic","----","----","----","----",433.14138,433,0.14138
"601",19,14,0,13,0,0,449.0362,0.736842105,0.684210526,449.03616,13,"O",0.52,"----","Aromatic","----","----","----","----",449.14,449,0.14
"602",19,14,0,14,0,0,465.0311,0.736842105,0.736842105,465.03108,13,"O",0.5,"----","----","HUnSatLig","----","----","----",465.13861,465,0.13861
"603",19,15,1,9,0,0,400.0674,0.789473684,0.473684211,400.0674,13,"O",0.592592593,"----","Aromatic","----","----","----","----",400.15991,400,0.15991
"604",19,16,0,7,0,0,355.0823,0.842105263,0.368421053,355.08233,12,"CRAM",0.548387097,"----","Aromatic","----","----","----","----",355.16443,355,0.16443
"605",19,16,0,8,0,0,371.0772,0.842105263,0.421052632,371.07724,12,"CRAM",0.533333333,"----","Aromatic","----","----","----","----",371.16305,371,0.16305
"606",19,16,0,9,0,0,387.0722,0.842105263,0.473684211,387.07215,12,"CRAM",0.517241379,"----","Aromatic","----","----","----","----",387.16166,387,0.16166
"607",19,16,0,10,0,0,403.0671,0.842105263,0.526315789,403.06707,12,"CRAM",0.5,"----","----","HUnSatLig","----","----","----",403.16027,403,0.16027
"608",19,16,0,11,0,0,419.062,0.842105263,0.578947368,419.06198,12,"CRAM",0.481481481,"----","----","HUnSatLig","----","----","----",419.15889,419,0.15889
"609",19,16,0,12,0,0,435.0569,0.842105263,0.631578947,435.0569,12,"CRAM",0.461538462,"----","----","HUnSatLig","----","----","----",435.1575,435,0.1575
"610",19,16,0,13,0,0,451.0518,0.842105263,0.684210526,451.05181,12,"CRAM",0.44,"----","----","HUnSatLig","----","----","----",451.15611,451,0.15611
"611",19,16,0,14,0,0,467.0467,0.842105263,0.736842105,467.04673,12,"CRAM",0.416666667,"----","----","HUnSatLig","----","----","----",467.15473,467,0.15473
"612",19,17,1,8,0,0,386.0881,0.894736842,0.421052632,386.08814,12,"CRAM",0.535714286,"----","Aromatic","----","----","----","----",386.17742,386,0.17742
"613",19,17,1,9,0,0,402.0831,0.894736842,0.473684211,402.08305,12,"CRAM",0.518518519,"----","Aromatic","----","----","----","----",402.17603,402,0.17603
"614",19,17,1,10,0,0,418.078,0.894736842,0.526315789,418.07797,12,"CRAM",0.5,"----","----","HUnSatLig","----","----","----",418.17464,418,0.17464
"615",19,18,0,6,0,0,341.1031,0.947368421,0.315789474,341.10306,11,"O",0.5,"----","----","HUnSatLig","----","----","----",341.18194,341,0.18194
"616",19,18,0,7,0,0,357.098,0.947368421,0.368421053,357.09798,11,"CRAM",0.483870968,"----","----","HUnSatLig","----","----","----",357.18055,357,0.18055
"617",19,18,0,8,0,0,373.0929,0.947368421,0.421052632,373.09289,11,"CRAM",0.466666667,"----","----","HUnSatLig","----","----","----",373.17916,373,0.17916
"618",19,18,0,9,0,0,389.0878,0.947368421,0.473684211,389.0878,11,"CRAM",0.448275862,"----","----","HUnSatLig","----","----","----",389.17778,389,0.17778
"619",19,18,0,10,0,0,405.0827,0.947368421,0.526315789,405.08272,11,"CRAM",0.428571429,"----","----","HUnSatLig","----","----","----",405.17639,405,0.17639
"620",19,18,0,11,0,0,421.0776,0.947368421,0.578947368,421.07763,11,"CRAM",0.407407407,"----","----","HUnSatLig","----","----","----",421.175,421,0.175
"621",19,18,0,12,0,0,437.0725,0.947368421,0.631578947,437.07255,11,"CRAM",0.384615385,"----","----","HUnSatLig","----","----","----",437.17362,437,0.17362
"622",19,18,0,13,0,0,453.0675,0.947368421,0.684210526,453.06746,11,"CRAM",0.36,"----","----","HUnSatLig","----","----","----",453.17223,453,0.17223
"623",19,18,0,14,0,0,469.0624,0.947368421,0.736842105,469.06238,11,"CRAM",0.333333333,"----","----","HUnSatLig","----","----","----",469.17084,469,0.17084
"624",19,18,0,15,0,0,485.0573,0.947368421,0.789473684,485.05729,11,"O",0.304347826,"----","----","HUnSatLig","----","----","----",485.16945,485,0.16945
"625",19,19,1,8,0,0,388.1038,1,0.421052632,388.10379,11,"CRAM",0.464285714,"----","----","HUnSatLig","----","----","----",388.19353,388,0.19353
"626",19,19,1,9,0,0,404.0987,1,0.473684211,404.0987,11,"CRAM",0.444444444,"----","----","HUnSatLig","----","----","----",404.19215,404,0.19215
"627",19,19,1,10,0,0,420.0936,1,0.526315789,420.09362,11,"CRAM",0.423076923,"----","----","HUnSatLig","----","----","----",420.19076,420,0.19076
"628",19,20,0,6,0,0,343.1187,1.052631579,0.315789474,343.11871,10,"CRAM",0.4375,"----","----","HUnSatLig","----","----","----",343.19805,343,0.19805
"629",19,20,0,7,0,0,359.1136,1.052631579,0.368421053,359.11363,10,"CRAM",0.419354839,"----","----","HUnSatLig","----","----","----",359.19667,359,0.19667
"630",19,20,0,8,0,0,375.1085,1.052631579,0.421052632,375.10854,10,"CRAM",0.4,"----","----","HUnSatLig","----","----","----",375.19528,375,0.19528
"631",19,20,0,9,0,0,391.1035,1.052631579,0.473684211,391.10345,10,"CRAM",0.379310345,"----","----","HUnSatLig","----","----","----",391.19389,391,0.19389
"632",19,20,0,10,0,0,407.0984,1.052631579,0.526315789,407.09837,10,"CRAM",0.357142857,"----","----","HUnSatLig","----","----","----",407.19251,407,0.19251
"633",19,20,0,11,0,0,423.0933,1.052631579,0.578947368,423.09328,10,"CRAM",0.333333333,"----","----","HUnSatLig","----","----","----",423.19112,423,0.19112
"634",19,20,0,12,0,0,439.0882,1.052631579,0.631578947,439.0882,10,"CRAM",0.307692308,"----","----","HUnSatLig","----","----","----",439.18973,439,0.18973
"635",19,20,0,13,0,0,455.0831,1.052631579,0.684210526,455.08311,10,"O",0.28,"----","----","HUnSatLig","----","----","----",455.18834,455,0.18834
"636",19,20,0,14,0,0,471.078,1.052631579,0.736842105,471.07803,10,"O",0.25,"----","----","HUnSatLig","----","----","----",471.18696,471,0.18696
"637",19,20,0,15,0,0,487.0729,1.052631579,0.789473684,487.07294,10,"O",0.217391304,"----","----","HUnSatLig","----","----","----",487.18557,487,0.18557
"638",19,21,1,8,0,0,390.1194,1.105263158,0.421052632,390.11944,10,"CRAM",0.392857143,"----","----","HUnSatLig","----","----","----",390.20965,390,0.20965
"639",19,21,1,9,0,0,406.1144,1.105263158,0.473684211,406.11435,10,"CRAM",0.37037037,"----","----","HUnSatLig","----","----","----",406.20826,406,0.20826
"640",19,21,1,10,0,0,422.1093,1.105263158,0.526315789,422.10927,10,"CRAM",0.346153846,"----","----","HUnSatLig","----","----","----",422.20688,422,0.20688
"641",19,22,0,5,0,0,329.1394,1.157894737,0.263157895,329.13945,9,"O",0.393939394,"----","----","HUnSatLig","----","----","----",329.21556,329,0.21556
"642",19,22,0,6,0,0,345.1344,1.157894737,0.315789474,345.13436,9,"CRAM",0.375,"----","----","HUnSatLig","----","----","----",345.21417,345,0.21417
"643",19,22,0,7,0,0,361.1293,1.157894737,0.368421053,361.12928,9,"CRAM",0.35483871,"----","----","HUnSatLig","----","----","----",361.21278,361,0.21278
"644",19,22,0,8,0,0,377.1242,1.157894737,0.421052632,377.12419,9,"CRAM",0.333333333,"----","----","HUnSatLig","----","----","----",377.21139,377,0.21139
"645",19,22,0,9,0,0,393.1191,1.157894737,0.473684211,393.1191,9,"CRAM",0.310344828,"----","----","HUnSatLig","----","----","----",393.21001,393,0.21001
"646",19,22,0,10,0,0,409.114,1.157894737,0.526315789,409.11402,9,"CRAM",0.285714286,"----","----","HUnSatLig","----","----","----",409.20862,409,0.20862
"647",19,22,0,11,0,0,425.1089,1.157894737,0.578947368,425.10893,9,"CRAM",0.259259259,"----","----","HUnSatLig","----","----","----",425.20723,425,0.20723
