"","C","H","N","O","S","P","Mass","HC","OC","m.z","DBE","CRAM","AI.mod","PolyCyArom","Aromatic","HighUnsatLign","UnSatAliph_noN","SatFatAcCarb","UnSatAlip.N","KM","NKM","KMD"
"1822",22,36,0,15,0,0,539.1981,1.636363636,0.681818182,539.19814,5,"O",-0.172413793,"----","----","----","----","SatFACarb","----",539.32282,539,0.32282
"1823",22,36,0,16,0,0,555.1931,1.636363636,0.727272727,555.19306,5,"O",-0.214285714,"----","----","----","----","SatFACarb","----",555.32144,555,0.32144
"1824",22,36,4,8,0,0,483.246,1.636363636,0.363636364,483.24604,7,"O",0.071428571,"----","----","----","----","----","Alipat+N",483.35778,483,0.35778
"1825",22,36,4,9,0,0,499.241,1.636363636,0.409090909,499.24095,7,"O",0.037037037,"----","----","----","----","----","Alipat+N",499.35639,499,0.35639
"1826",22,37,3,14,0,0,566.2203,1.681818182,0.636363636,566.22027,6,"O",-0.208333333,"----","----","----","----","SatFACarb","----",566.35121,566,0.35121
"1827",22,37,5,7,0,0,482.262,1.681818182,0.318181818,482.26202,7,"O",0.074074074,"----","----","----","----","----","Alipat+N",482.37354,482,0.37354
"1828",22,37,5,8,0,0,498.2569,1.681818182,0.363636364,498.25694,7,"O",0.038461538,"----","----","----","----","----","Alipat+N",498.37215,498,0.37215
"1829",22,38,0,6,0,0,397.2596,1.727272727,0.272727273,397.25956,4,"O",0.052631579,"----","----","----","AlipatNoN","----","----",397.35142,397,0.35142
"1830",22,38,0,13,0,0,509.224,1.727272727,0.590909091,509.22396,4,"O",-0.161290323,"----","----","----","AlipatNoN","----","----",509.34171,509,0.34171
"1831",22,38,0,15,0,0,541.2138,1.727272727,0.681818182,541.21379,4,"O",-0.24137931,"----","----","----","----","SatFACarb","----",541.33894,541,0.33894
"1832",22,38,0,16,0,0,557.2087,1.727272727,0.727272727,557.20871,4,"O",-0.285714286,"----","----","----","----","SatFACarb","----",557.33755,557,0.33755
"1833",22,38,0,17,0,0,573.2036,1.727272727,0.772727273,573.20362,4,"O",-0.333333333,"----","----","----","----","SatFACarb","----",573.33617,573,0.33617
"1834",22,38,4,6,0,0,453.2719,1.727272727,0.272727273,453.27186,6,"O",0.066666667,"----","----","----","----","----","Alipat+N",453.37667,453,0.37667
"1835",22,38,4,7,0,0,469.2668,1.727272727,0.318181818,469.26677,6,"O",0.034482759,"----","----","----","----","----","Alipat+N",469.37528,469,0.37528
"1836",22,38,4,8,0,0,485.2617,1.727272727,0.363636364,485.26169,6,"O",0,"----","----","----","----","----","Alipat+N",485.3739,485,0.3739
"1837",22,39,5,6,0,0,468.2828,1.772727273,0.272727273,468.28276,6,"O",0.035714286,"----","----","----","----","----","Alipat+N",468.39104,468,0.39104
"1838",22,39,5,7,0,0,484.2777,1.772727273,0.318181818,484.27767,6,"O",0,"----","----","----","----","----","Alipat+N",484.38965,484,0.38965
"1839",22,40,0,7,0,0,415.2701,1.818181818,0.318181818,415.27013,3,"O",-0.027027027,"----","----","----","AlipatNoN","----","----",415.36615,415,0.36615
"1840",22,40,0,8,0,0,431.265,1.818181818,0.363636364,431.26504,3,"O",-0.055555556,"----","----","----","AlipatNoN","----","----",431.36476,431,0.36476
"1841",22,40,0,9,0,0,447.26,1.818181818,0.409090909,447.25995,3,"O",-0.085714286,"----","----","----","AlipatNoN","----","----",447.36338,447,0.36338
"1842",22,40,0,12,0,0,495.2447,1.818181818,0.545454545,495.2447,3,"O",-0.1875,"----","----","----","AlipatNoN","----","----",495.35922,495,0.35922
"1843",22,40,4,5,0,0,439.2926,1.818181818,0.227272727,439.29259,5,"O",0.032258065,"----","----","----","----","----","Alipat+N",439.39417,439,0.39417
"1844",22,40,4,7,0,0,471.2824,1.818181818,0.318181818,471.28242,5,"O",-0.034482759,"----","----","----","----","----","Alipat+N",471.3914,471,0.3914
"1845",22,41,5,6,0,0,470.2984,1.863636364,0.272727273,470.29841,5,"O",-0.035714286,"----","----","----","----","----","Alipat+N",470.40716,470,0.40716
"1846",22,41,5,7,0,0,486.2933,1.863636364,0.318181818,486.29332,5,"O",-0.074074074,"----","----","----","----","----","Alipat+N",486.40577,486,0.40577
"1847",22,42,0,8,0,0,433.2807,1.909090909,0.363636364,433.28069,2,"O",-0.111111111,"----","----","----","AlipatNoN","----","----",433.38088,433,0.38088
"1848",22,46,0,8,1,0,469.2841,2.090909091,0.363636364,469.28406,0,"O",-0.294117647,"----","----","----","AlipatNoN","----","----",469.39258,469,0.39258
"1849",22,46,0,9,1,0,485.279,2.090909091,0.409090909,485.27898,0,"O",-0.333333333,"----","----","----","AlipatNoN","----","----",485.39119,485,0.39119
"1850",23,14,0,11,0,0,465.0463,0.608695652,0.47826087,465.04633,17,"O",0.657142857,"----","Aromatic","----","----","----","----",465.15387,465,0.15387
"1851",23,28,0,5,0,0,383.1864,1.217391304,0.217391304,383.1864,10,"O",0.365853659,"----","----","HUnSatLig","----","----","----",383.275,383,0.275
"1852",23,32,0,4,1,0,403.1949,1.391304348,0.173913043,403.19485,8,"O",0.25,"----","----","HUnSatLig","----","----","----",403.28809,403,0.28809
"1853",23,34,0,12,0,0,501.1977,1.47826087,0.52173913,501.19775,7,"O",0.058823529,"----","----","HUnSatLig","----","----","----",501.31364,501,0.31364
"1854",23,34,0,18,0,0,597.1672,1.47826087,0.782608696,597.16724,7,"O",-0.142857143,"----","----","HUnSatLig","----","----","----",597.30532,597,0.30532
"1855",23,36,0,5,0,0,391.249,1.565217391,0.217391304,391.249,6,"O",0.170731707,"----","----","----","AlipatNoN","----","----",391.33947,391,0.33947
"1856",23,36,0,12,0,0,503.2134,1.565217391,0.52173913,503.2134,6,"O",0,"----","----","----","AlipatNoN","----","----",503.32976,503,0.32976
"1857",23,36,0,16,0,0,567.1931,1.565217391,0.695652174,567.19306,6,"O",-0.133333333,"----","----","----","----","SatFACarb","----",567.32421,567,0.32421
"1858",23,36,0,18,0,0,599.1829,1.565217391,0.782608696,599.18289,6,"O",-0.214285714,"----","----","----","----","SatFACarb","----",599.32144,599,0.32144
"1859",23,36,0,19,0,0,615.1778,1.565217391,0.826086957,615.1778,6,"O",-0.259259259,"----","----","----","----","SatFACarb","----",615.32005,615,0.32005
"1860",23,37,5,8,0,0,510.2569,1.608695652,0.347826087,510.25694,8,"CRAM",0.107142857,"----","----","----","----","----","Alipat+N",510.37492,510,0.37492
"1861",23,38,0,6,0,0,409.2596,1.652173913,0.260869565,409.25956,5,"O",0.1,"----","----","----","AlipatNoN","----","----",409.3542,409,0.3542
"1862",23,38,0,10,0,0,473.2392,1.652173913,0.434782609,473.23922,5,"O",0,"----","----","----","AlipatNoN","----","----",473.34865,473,0.34865
"1863",23,38,0,11,0,0,489.2341,1.652173913,0.47826087,489.23413,5,"O",-0.028571429,"----","----","----","AlipatNoN","----","----",489.34726,489,0.34726
"1864",23,38,0,16,0,0,569.2087,1.652173913,0.695652174,569.20871,5,"O",-0.2,"----","----","----","----","SatFACarb","----",569.34033,569,0.34033
"1865",23,38,0,17,0,0,585.2036,1.652173913,0.739130435,585.20362,5,"O",-0.24137931,"----","----","----","----","SatFACarb","----",585.33894,585,0.33894
"1866",23,38,0,18,0,0,601.1985,1.652173913,0.782608696,601.19854,5,"O",-0.285714286,"----","----","----","----","SatFACarb","----",601.33755,601,0.33755
"1867",23,39,5,8,0,0,512.2726,1.695652174,0.347826087,512.27259,7,"O",0.035714286,"----","----","----","----","----","Alipat+N",512.39104,512,0.39104
"1868",23,40,0,6,0,0,411.2752,1.739130435,0.260869565,411.27521,4,"O",0.05,"----","----","----","AlipatNoN","----","----",411.37031,411,0.37031
"1869",23,40,0,7,0,0,427.2701,1.739130435,0.304347826,427.27013,4,"O",0.025641026,"----","----","----","AlipatNoN","----","----",427.36893,427,0.36893
"1870",23,40,0,8,0,0,443.265,1.739130435,0.347826087,443.26504,4,"O",0,"----","----","----","AlipatNoN","----","----",443.36754,443,0.36754
"1871",23,40,0,10,0,0,475.2549,1.739130435,0.434782609,475.25487,4,"O",-0.055555556,"----","----","----","AlipatNoN","----","----",475.36477,475,0.36477
"1872",23,40,0,11,0,0,491.2498,1.739130435,0.47826087,491.24978,4,"O",-0.085714286,"----","----","----","AlipatNoN","----","----",491.36338,491,0.36338
"1873",23,40,0,16,0,0,571.2244,1.739130435,0.695652174,571.22436,4,"O",-0.266666667,"----","----","----","----","SatFACarb","----",571.35644,571,0.35644
"1874",23,40,0,17,0,0,587.2193,1.739130435,0.739130435,587.21927,4,"O",-0.310344828,"----","----","----","----","SatFACarb","----",587.35506,587,0.35506
"1875",23,41,5,7,0,0,498.2933,1.782608696,0.304347826,498.29332,6,"O",0,"----","----","----","----","----","Alipat+N",498.40854,498,0.40854
"1876",23,42,0,7,0,0,429.2858,1.826086957,0.304347826,429.28578,3,"O",-0.025641026,"----","----","----","AlipatNoN","----","----",429.38504,429,0.38504
"1877",23,42,0,8,0,0,445.2807,1.826086957,0.347826087,445.28069,3,"O",-0.052631579,"----","----","----","AlipatNoN","----","----",445.38365,445,0.38365
"1878",23,42,1,17,0,1,634.2118,1.826086957,0.739130435,634.21176,4,"O",-0.44,"----","----","----","----","SatFACarb","----",634.35841,634,0.35841
"1879",24,18,0,10,0,0,465.0827,0.75,0.416666667,465.08272,16,"CRAM",0.578947368,"----","Aromatic","----","----","----","----",465.19026,465,0.19026
"1880",24,24,0,8,0,0,439.1398,1,0.333333333,439.13984,13,"CRAM",0.45,"----","----","HUnSatLig","----","----","----",439.24139,439,0.24139
"1881",24,30,0,5,0,0,397.202,1.25,0.208333333,397.20205,10,"O",0.348837209,"----","----","HUnSatLig","----","----","----",397.29389,397,0.29389
"1882",24,32,0,13,0,0,527.177,1.333333333,0.541666667,527.17701,9,"O",0.142857143,"----","----","HUnSatLig","----","----","----",527.29892,527,0.29892
"1883",24,32,0,24,0,0,703.1211,1.333333333,1,703.12107,9,"O",-0.25,"----","----","HUnSatLig","----","----","----",703.28366,703,0.28366
"1884",24,34,0,4,1,0,417.2105,1.416666667,0.166666667,417.2105,8,"O",0.238095238,"----","----","HUnSatLig","----","----","----",417.30698,417,0.30698
"1885",24,34,0,19,0,0,625.1622,1.416666667,0.791666667,625.16215,8,"O",-0.103448276,"----","----","HUnSatLig","----","----","----",625.30671,625,0.30671
"1886",24,34,0,25,0,0,721.1316,1.416666667,1.041666667,721.13164,8,"O",-0.391304348,"----","----","HUnSatLig","----","----","----",721.29839,721,0.29839
"1887",24,36,0,13,0,0,531.2083,1.5,0.541666667,531.20831,7,"O",0.028571429,"----","----","----","AlipatNoN","----","----",531.33115,531,0.33115
"1888",24,36,0,19,0,0,627.1778,1.5,0.791666667,627.1778,7,"O",-0.172413793,"----","----","----","----","SatFACarb","----",627.32283,627,0.32283
"1889",24,36,0,21,0,0,659.1676,1.5,0.875,659.16763,7,"O",-0.259259259,"----","----","----","----","SatFACarb","----",659.32005,659,0.32005
"1890",24,36,0,22,0,0,675.1625,1.5,0.916666667,675.16254,7,"O",-0.307692308,"----","----","----","----","SatFACarb","----",675.31867,675,0.31867
"1891",24,36,0,23,0,0,691.1575,1.5,0.958333333,691.15746,7,"O",-0.36,"----","----","----","----","SatFACarb","----",691.31728,691,0.31728
"1892",24,38,0,11,0,0,501.2341,1.583333333,0.458333333,501.23413,6,"O",0.027027027,"----","----","----","AlipatNoN","----","----",501.35004,501,0.35004
"1893",24,38,0,12,0,0,517.229,1.583333333,0.5,517.22905,6,"O",0,"----","----","----","AlipatNoN","----","----",517.34865,517,0.34865
"1894",24,38,0,17,0,0,597.2036,1.583333333,0.708333333,597.20362,6,"O",-0.161290323,"----","----","----","----","SatFACarb","----",597.34172,597,0.34172
"1895",24,38,0,18,0,0,613.1985,1.583333333,0.75,613.19854,6,"O",-0.2,"----","----","----","----","SatFACarb","----",613.34033,613,0.34033
"1896",24,38,0,19,0,0,629.1935,1.583333333,0.791666667,629.19345,6,"O",-0.24137931,"----","----","----","----","SatFACarb","----",629.33894,629,0.33894
"1897",24,38,0,22,0,0,677.1782,1.583333333,0.916666667,677.17819,6,"O",-0.384615385,"----","----","----","----","SatFACarb","----",677.33478,677,0.33478
"1898",24,39,5,8,0,0,524.2726,1.625,0.333333333,524.27259,8,"CRAM",0.1,"----","----","----","----","----","Alipat+N",524.39382,524,0.39382
"1899",24,40,0,7,0,0,439.2701,1.666666667,0.291666667,439.27013,5,"O",0.073170732,"----","----","----","AlipatNoN","----","----",439.3717,439,0.3717
"1900",24,40,0,8,0,0,455.265,1.666666667,0.333333333,455.26504,5,"O",0.05,"----","----","----","AlipatNoN","----","----",455.37031,455,0.37031
"1901",24,40,0,10,0,0,487.2549,1.666666667,0.416666667,487.25487,5,"O",0,"----","----","----","AlipatNoN","----","----",487.36754,487,0.36754
"1902",24,40,0,11,0,0,503.2498,1.666666667,0.458333333,503.24978,5,"O",-0.027027027,"----","----","----","AlipatNoN","----","----",503.36615,503,0.36615
"1903",24,40,0,16,0,0,583.2244,1.666666667,0.666666667,583.22436,5,"O",-0.1875,"----","----","----","----","SatFACarb","----",583.35922,583,0.35922
"1904",24,40,0,17,0,0,599.2193,1.666666667,0.708333333,599.21927,5,"O",-0.225806452,"----","----","----","----","SatFACarb","----",599.35783,599,0.35783
"1905",24,40,0,18,0,0,615.2142,1.666666667,0.75,615.21419,5,"O",-0.266666667,"----","----","----","----","SatFACarb","----",615.35645,615,0.35645
"1906",24,40,0,21,0,0,663.1989,1.666666667,0.875,663.19893,5,"O",-0.407407407,"----","----","----","----","SatFACarb","----",663.35229,663,0.35229
"1907",24,40,0,22,0,0,679.1938,1.666666667,0.916666667,679.19384,5,"O",-0.461538462,"----","----","----","----","SatFACarb","----",679.3509,679,0.3509
"1908",24,41,5,8,0,0,526.2882,1.708333333,0.333333333,526.28824,7,"O",0.033333333,"----","----","----","----","----","Alipat+N",526.40993,526,0.40993
"1909",24,42,0,7,0,0,441.2858,1.75,0.291666667,441.28578,4,"O",0.024390244,"----","----","----","AlipatNoN","----","----",441.38782,441,0.38782
"1910",24,42,0,9,0,0,473.2756,1.75,0.375,473.2756,4,"O",-0.025641026,"----","----","----","AlipatNoN","----","----",473.38504,473,0.38504
"1911",24,42,0,10,0,0,489.2705,1.75,0.416666667,489.27052,4,"O",-0.052631579,"----","----","----","AlipatNoN","----","----",489.38366,489,0.38366
"1912",24,42,0,11,0,0,505.2654,1.75,0.458333333,505.26543,4,"O",-0.081081081,"----","----","----","AlipatNoN","----","----",505.38227,505,0.38227
"1913",24,42,0,13,0,0,537.2553,1.75,0.541666667,537.25526,4,"O",-0.142857143,"----","----","----","AlipatNoN","----","----",537.3795,537,0.3795
"1914",24,42,0,17,0,0,601.2349,1.75,0.708333333,601.23492,4,"O",-0.290322581,"----","----","----","----","SatFACarb","----",601.37395,601,0.37395
"1915",24,42,0,18,0,0,617.2298,1.75,0.75,617.22984,4,"O",-0.333333333,"----","----","----","----","SatFACarb","----",617.37256,617,0.37256
"1916",24,42,0,19,0,0,633.2248,1.75,0.791666667,633.22475,4,"O",-0.379310345,"----","----","----","----","SatFACarb","----",633.37117,633,0.37117
"1917",24,42,0,21,0,0,665.2146,1.75,0.875,665.21458,4,"O",-0.481481481,"----","----","----","----","SatFACarb","----",665.3684,665,0.3684
"1918",24,43,5,8,0,0,528.3039,1.791666667,0.333333333,528.30389,6,"O",-0.033333333,"----","----","----","----","----","Alipat+N",528.42605,528,0.42605
"1919",24,44,0,9,0,0,475.2913,1.833333333,0.375,475.29125,3,"O",-0.076923077,"----","----","----","AlipatNoN","----","----",475.40116,475,0.40116
"1920",25,18,0,13,0,0,525.0675,0.72,0.52,525.06746,17,"CRAM",0.567567568,"----","Aromatic","----","----","----","----",525.18888,525,0.18888
"1921",25,20,0,11,0,0,495.0933,0.8,0.44,495.09328,16,"CRAM",0.538461538,"----","Aromatic","----","----","----","----",495.20777,495,0.20777
"1922",25,22,0,11,0,0,497.1089,0.88,0.44,497.10893,15,"CRAM",0.487179487,"----","----","HUnSatLig","----","----","----",497.22388,497,0.22388
"1923",25,22,0,15,0,0,561.0886,0.88,0.6,561.08859,15,"CRAM",0.428571429,"----","----","HUnSatLig","----","----","----",561.21834,561,0.21834
"1924",25,24,0,9,0,0,467.1348,0.96,0.36,467.13475,14,"CRAM",0.463414634,"----","----","HUnSatLig","----","----","----",467.24277,467,0.24277
"1925",25,24,0,10,0,0,483.1297,0.96,0.4,483.12967,14,"CRAM",0.45,"----","----","HUnSatLig","----","----","----",483.24139,483,0.24139
"1926",25,26,0,8,0,0,453.1555,1.04,0.32,453.15549,13,"CRAM",0.428571429,"----","----","HUnSatLig","----","----","----",453.26028,453,0.26028
"1927",25,26,0,9,0,0,469.1504,1.04,0.36,469.1504,13,"CRAM",0.414634146,"----","----","HUnSatLig","----","----","----",469.25889,469,0.25889
"1928",25,30,0,6,0,0,425.197,1.2,0.24,425.19696,11,"O",0.363636364,"----","----","HUnSatLig","----","----","----",425.29528,425,0.29528
"1929",25,30,0,14,0,0,553.1563,1.2,0.56,553.15628,11,"CRAM",0.222222222,"----","----","HUnSatLig","----","----","----",553.28419,553,0.28419
"1930",25,32,0,5,0,0,411.2177,1.28,0.2,411.2177,10,"O",0.333333333,"----","----","HUnSatLig","----","----","----",411.31278,411,0.31278
"1931",25,32,0,13,0,0,539.177,1.28,0.52,539.17701,10,"O",0.189189189,"----","----","HUnSatLig","----","----","----",539.30169,539,0.30169
"1932",25,32,0,14,0,0,555.1719,1.28,0.56,555.17193,10,"O",0.166666667,"----","----","HUnSatLig","----","----","----",555.3003,555,0.3003
"1933",25,34,0,5,0,0,413.2333,1.36,0.2,413.23335,9,"O",0.288888889,"----","----","HUnSatLig","----","----","----",413.3289,413,0.3289
"1934",25,36,0,12,0,0,527.2134,1.44,0.48,527.2134,8,"O",0.105263158,"----","----","HUnSatLig","----","----","----",527.33531,527,0.33531
"1935",25,38,0,5,0,0,417.2646,1.52,0.2,417.26465,7,"O",0.2,"----","----","----","AlipatNoN","----","----",417.36113,417,0.36113
"1936",25,38,0,6,0,0,433.2596,1.52,0.24,433.25956,7,"O",0.181818182,"----","----","----","AlipatNoN","----","----",433.35975,433,0.35975
"1937",25,38,0,11,0,0,513.2341,1.52,0.44,513.23413,7,"O",0.076923077,"----","----","----","AlipatNoN","----","----",513.35281,513,0.35281
"1938",25,38,0,12,0,0,529.229,1.52,0.48,529.22905,7,"O",0.052631579,"----","----","----","AlipatNoN","----","----",529.35143,529,0.35143
"1939",25,38,0,19,0,0,641.1935,1.52,0.76,641.19345,7,"O",-0.161290323,"----","----","----","----","SatFACarb","----",641.34172,641,0.34172
"1940",25,38,0,20,0,0,657.1884,1.52,0.8,657.18837,7,"O",-0.2,"----","----","----","----","SatFACarb","----",657.34033,657,0.34033
"1941",25,38,4,4,0,0,457.282,1.52,0.16,457.28203,9,"O",0.263157895,"----","----","----","----","----","Alipat+N",457.38777,457,0.38777
"1942",25,40,0,6,0,0,435.2752,1.6,0.24,435.27521,6,"O",0.136363636,"----","----","----","AlipatNoN","----","----",435.37586,435,0.37586
"1943",25,40,0,9,0,0,483.26,1.6,0.36,483.25995,6,"O",0.073170732,"----","----","----","AlipatNoN","----","----",483.3717,483,0.3717
"1944",25,40,0,11,0,0,515.2498,1.6,0.44,515.24978,6,"O",0.025641026,"----","----","----","AlipatNoN","----","----",515.36893,515,0.36893
"1945",25,40,0,12,0,0,531.2447,1.6,0.48,531.2447,6,"O",0,"----","----","----","AlipatNoN","----","----",531.36754,531,0.36754
"1946",25,40,0,21,0,0,675.1989,1.6,0.84,675.19893,6,"O",-0.310344828,"----","----","----","----","SatFACarb","----",675.35506,675,0.35506
"1947",25,42,0,7,0,0,453.2858,1.68,0.28,453.28578,5,"O",0.069767442,"----","----","----","AlipatNoN","----","----",453.39059,453,0.39059
"1948",25,42,0,8,0,0,469.2807,1.68,0.32,469.28069,5,"O",0.047619048,"----","----","----","AlipatNoN","----","----",469.3892,469,0.3892
"1949",25,42,0,9,0,0,485.2756,1.68,0.36,485.2756,5,"O",0.024390244,"----","----","----","AlipatNoN","----","----",485.38782,485,0.38782
"1950",25,42,0,10,0,0,501.2705,1.68,0.4,501.27052,5,"O",0,"----","----","----","AlipatNoN","----","----",501.38643,501,0.38643
"1951",25,42,0,11,0,0,517.2654,1.68,0.44,517.26543,5,"O",-0.025641026,"----","----","----","AlipatNoN","----","----",517.38504,517,0.38504
"1952",25,42,0,18,0,0,629.2298,1.68,0.72,629.22984,5,"O",-0.25,"----","----","----","----","SatFACarb","----",629.37534,629,0.37534
"1953",25,42,0,19,0,0,645.2248,1.68,0.76,645.22475,5,"O",-0.290322581,"----","----","----","----","SatFACarb","----",645.37395,645,0.37395
"1954",25,42,0,20,0,0,661.2197,1.68,0.8,661.21967,5,"O",-0.333333333,"----","----","----","----","SatFACarb","----",661.37256,661,0.37256
"1955",25,43,5,8,0,0,540.3039,1.72,0.32,540.30389,7,"O",0.03125,"----","----","----","----","----","Alipat+N",540.42882,540,0.42882
"1956",25,44,0,8,0,0,471.2963,1.76,0.32,471.29634,4,"O",0,"----","----","----","AlipatNoN","----","----",471.40532,471,0.40532
"1957",25,44,0,9,0,0,487.2913,1.76,0.36,487.29125,4,"O",-0.024390244,"----","----","----","AlipatNoN","----","----",487.40393,487,0.40393
"1958",25,44,0,10,0,0,503.2862,1.76,0.4,503.28617,4,"O",-0.05,"----","----","----","AlipatNoN","----","----",503.40255,503,0.40255
"1959",25,44,0,11,0,0,519.2811,1.76,0.44,519.28108,4,"O",-0.076923077,"----","----","----","AlipatNoN","----","----",519.40116,519,0.40116
"1960",25,44,0,17,0,0,615.2506,1.76,0.68,615.25057,4,"O",-0.272727273,"----","----","----","----","SatFACarb","----",615.39284,615,0.39284
"1961",25,44,0,19,0,0,647.2404,1.76,0.76,647.2404,4,"O",-0.35483871,"----","----","----","----","SatFACarb","----",647.39007,647,0.39007
"1962",25,50,0,2,0,0,381.3738,2,0.08,381.3738,1,"O",0,"----","----","----","AlipatNoN","----","----",381.46199,381,0.46199
"1963",26,22,0,12,0,0,525.1038,0.846153846,0.461538462,525.10385,16,"CRAM",0.5,"----","----","HUnSatLig","----","----","----",525.22527,525,0.22527
"1964",26,22,0,14,0,0,557.0937,0.846153846,0.538461538,557.09368,16,"CRAM",0.473684211,"----","----","HUnSatLig","----","----","----",557.2225,557,0.2225
"1965",26,22,0,15,0,0,573.0886,0.846153846,0.576923077,573.08859,16,"CRAM",0.459459459,"----","----","HUnSatLig","----","----","----",573.22111,573,0.22111
"1966",26,24,0,12,0,0,527.1195,0.923076923,0.461538462,527.1195,15,"CRAM",0.45,"----","----","HUnSatLig","----","----","----",527.24139,527,0.24139
"1967",26,24,0,15,0,0,575.1042,0.923076923,0.576923077,575.10424,15,"CRAM",0.405405405,"----","----","HUnSatLig","----","----","----",575.23723,575,0.23723
"1968",26,29,1,6,1,0,482.1643,1.115384615,0.230769231,482.16428,13,"O",0.404761905,"----","----","HUnSatLig","----","----","----",482.27577,482,0.27577
"1969",26,30,0,7,0,0,453.1919,1.153846154,0.269230769,453.19188,12,"CRAM",0.377777778,"----","----","HUnSatLig","----","----","----",453.29667,453,0.29667
"1970",26,30,0,8,0,0,469.1868,1.153846154,0.307692308,469.18679,12,"CRAM",0.363636364,"----","----","HUnSatLig","----","----","----",469.29528,469,0.29528
"1971",26,32,0,6,0,0,439.2126,1.230769231,0.230769231,439.21261,11,"O",0.347826087,"----","----","HUnSatLig","----","----","----",439.31417,439,0.31417
"1972",26,32,0,14,0,0,567.1719,1.230769231,0.538461538,567.17193,11,"CRAM",0.210526316,"----","----","HUnSatLig","----","----","----",567.30308,567,0.30308
"1973",26,34,0,5,0,0,425.2333,1.307692308,0.192307692,425.23335,10,"O",0.319148936,"----","----","HUnSatLig","----","----","----",425.33168,425,0.33168
"1974",26,34,0,13,0,0,553.1927,1.307692308,0.5,553.19266,10,"O",0.179487179,"----","----","HUnSatLig","----","----","----",553.32058,553,0.32058
"1975",26,34,0,14,0,0,569.1876,1.307692308,0.538461538,569.18758,10,"O",0.157894737,"----","----","HUnSatLig","----","----","----",569.31919,569,0.31919
"1976",26,36,0,5,0,0,427.249,1.384615385,0.192307692,427.249,9,"O",0.276595745,"----","----","HUnSatLig","----","----","----",427.34779,427,0.34779
"1977",26,36,0,13,0,0,555.2083,1.384615385,0.5,555.20831,9,"O",0.128205128,"----","----","HUnSatLig","----","----","----",555.3367,555,0.3367
"1978",26,38,0,5,0,0,429.2646,1.461538462,0.192307692,429.26465,8,"CRAM",0.234042553,"----","----","HUnSatLig","----","----","----",429.36391,429,0.36391
"1979",26,38,0,12,0,0,541.229,1.461538462,0.461538462,541.22905,8,"O",0.1,"----","----","HUnSatLig","----","----","----",541.3542,541,0.3542
"1980",26,38,0,13,0,0,557.224,1.461538462,0.5,557.22396,8,"O",0.076923077,"----","----","HUnSatLig","----","----","----",557.35281,557,0.35281
"1981",26,40,0,6,0,0,447.2752,1.538461538,0.230769231,447.27521,7,"O",0.173913043,"----","----","----","AlipatNoN","----","----",447.37864,447,0.37864
"1982",26,40,0,12,0,0,543.2447,1.538461538,0.461538462,543.2447,7,"O",0.05,"----","----","----","AlipatNoN","----","----",543.37032,543,0.37032
"1983",26,40,0,19,0,0,655.2091,1.538461538,0.730769231,655.2091,7,"O",-0.151515152,"----","----","----","----","SatFACarb","----",655.36061,655,0.36061
"1984",26,40,0,21,0,0,687.1989,1.538461538,0.807692308,687.19893,7,"O",-0.225806452,"----","----","----","----","SatFACarb","----",687.35783,687,0.35783
"1985",26,40,0,22,0,0,703.1938,1.538461538,0.846153846,703.19384,7,"O",-0.266666667,"----","----","----","----","SatFACarb","----",703.35645,703,0.35645
"1986",26,42,0,7,0,0,465.2858,1.615384615,0.269230769,465.28578,6,"O",0.111111111,"----","----","----","AlipatNoN","----","----",465.39337,465,0.39337
"1987",26,42,0,12,0,0,545.2603,1.615384615,0.461538462,545.26035,6,"O",0,"----","----","----","AlipatNoN","----","----",545.38643,545,0.38643
"1988",26,42,0,18,0,0,641.2298,1.615384615,0.692307692,641.22984,6,"O",-0.176470588,"----","----","----","----","SatFACarb","----",641.37811,641,0.37811
"1989",26,42,0,21,0,0,689.2146,1.615384615,0.807692308,689.21458,6,"O",-0.290322581,"----","----","----","----","SatFACarb","----",689.37395,689,0.37395
"1990",26,43,3,17,0,0,668.252,1.653846154,0.653846154,668.25197,7,"O",-0.206896552,"----","----","----","----","SatFACarb","----",668.40649,668,0.40649
"1991",26,44,0,7,0,0,467.3014,1.692307692,0.269230769,467.30143,5,"O",0.066666667,"----","----","----","AlipatNoN","----","----",467.40948,467,0.40948
"1992",26,44,0,8,0,0,483.2963,1.692307692,0.307692308,483.29634,5,"O",0.045454545,"----","----","----","AlipatNoN","----","----",483.4081,483,0.4081
"1993",26,44,0,9,0,0,499.2913,1.692307692,0.346153846,499.29125,5,"O",0.023255814,"----","----","----","AlipatNoN","----","----",499.40671,499,0.40671
"1994",26,44,0,10,0,0,515.2862,1.692307692,0.384615385,515.28617,5,"O",0,"----","----","----","AlipatNoN","----","----",515.40532,515,0.40532
"1995",26,44,0,11,0,0,531.2811,1.692307692,0.423076923,531.28108,5,"O",-0.024390244,"----","----","----","AlipatNoN","----","----",531.40394,531,0.40394
"1996",26,44,0,12,0,0,547.276,1.692307692,0.461538462,547.276,5,"O",-0.05,"----","----","----","AlipatNoN","----","----",547.40255,547,0.40255
"1997",26,44,0,18,0,0,643.2455,1.692307692,0.692307692,643.24549,5,"O",-0.235294118,"----","----","----","----","SatFACarb","----",643.39423,643,0.39423
"1998",26,44,0,19,0,0,659.2404,1.692307692,0.730769231,659.2404,5,"O",-0.272727273,"----","----","----","----","SatFACarb","----",659.39284,659,0.39284
