C,H,N,O,S,P,,mass,,PreSW4.csv,PreSW5.csv,PreSW6.csv,Initial,,PreSWGt16.csv,PreSWGt17.csv,PreSWGt18.csv,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
25,46,0,10,0,0,,505.3018196,,NA,NA,NA,,,1863027,1955761,1678075,,1.84,0.4,,505.30182,3,0.12,0.065217391,0.3,O,,,-0.1,,----,----,----,AlipatNoN,----,----,,505.41866,505.00000,0.41866
25,50,0,2,0,0,,381.3738028,,3467929,3074927,2476733,,,NA,NA,NA,,2,0.08,,381.37380,1,0.04,0.02,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,381.46199,381.00000,0.46199
26,20,0,14,0,0,,555.078028,,1708953,1841220,1618619,,,NA,NA,NA,,0.769230769,0.538461538,,555.07803,17,0.653846154,0.85,1.214285714,CRAM,,,0.526315789,,----,Aromatic,----,----,----,----,,555.20638,555.00000,0.20638
26,22,0,12,0,0,,525.1038488,,2664533,2029571,2108176,,,NA,NA,NA,,0.846153846,0.461538462,,525.10385,16,0.615384615,0.727272727,1.333333333,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,525.22527,525.00000,0.22527
26,22,0,13,0,0,,541.0987634,,2176969,1672741,1771114,,,NA,NA,NA,,0.846153846,0.5,,541.09876,16,0.615384615,0.727272727,1.230769231,CRAM,,,0.487179487,,----,----,HUnSatLig,----,----,----,,541.22388,541.00000,0.22388
26,22,0,14,0,0,,557.093678,,2213236,2192143,1641134,,,NA,NA,NA,,0.846153846,0.538461538,,557.09368,16,0.615384615,0.727272727,1.142857143,CRAM,,,0.473684211,,----,----,HUnSatLig,----,----,----,,557.22250,557.00000,0.22250
26,22,0,15,0,0,,573.0885926,,1666340,1887905,1796897,,,NA,NA,NA,,0.846153846,0.576923077,,573.08859,16,0.615384615,0.727272727,1.066666667,CRAM,,,0.459459459,,----,----,HUnSatLig,----,----,----,,573.22111,573.00000,0.22111
26,24,0,10,0,0,,495.1296696,,1882691,2062682,1565253,,,NA,NA,NA,,0.923076923,0.384615385,,495.12967,15,0.576923077,0.625,1.5,CRAM,,,0.476190476,,----,----,HUnSatLig,----,----,----,,495.24416,495.00000,0.24416
26,24,0,11,0,0,,511.1245842,,2110914,2612481,2310546,,,NA,NA,NA,,0.923076923,0.423076923,,511.12458,15,0.576923077,0.625,1.363636364,CRAM,,,0.463414634,,----,----,HUnSatLig,----,----,----,,511.24277,511.00000,0.24277
26,24,0,12,0,0,,527.1194988,,2887835,2585623,2367300,,,NA,NA,NA,,0.923076923,0.461538462,,527.11950,15,0.576923077,0.625,1.25,CRAM,,,0.45,,----,----,HUnSatLig,----,----,----,,527.24139,527.00000,0.24139
26,24,0,13,0,0,,543.1144134,,2999768,2412052,2172038,,,NA,NA,NA,,0.923076923,0.5,,543.11441,15,0.576923077,0.625,1.153846154,CRAM,,,0.435897436,,----,----,HUnSatLig,----,----,----,,543.24000,543.00000,0.24000
26,24,0,14,0,0,,559.109328,,2679622,2466004,2394778,,,NA,NA,NA,,0.923076923,0.538461538,,559.10933,15,0.576923077,0.625,1.071428571,CRAM,,,0.421052632,,----,----,HUnSatLig,----,----,----,,559.23861,559.00000,0.23861
26,24,0,15,0,0,,575.1042426,,2296499,2008120,1942725,,,NA,NA,NA,,0.923076923,0.576923077,,575.10424,15,0.576923077,0.625,1,CRAM,,,0.405405405,,----,----,HUnSatLig,----,----,----,,575.23723,575.00000,0.23723
26,24,0,16,0,0,,591.0991572,,1941573,1922143,1708235,,,NA,NA,NA,,0.923076923,0.615384615,,591.09916,15,0.576923077,0.625,0.9375,CRAM,,,0.388888889,,----,----,HUnSatLig,----,----,----,,591.23584,591.00000,0.23584
26,26,0,10,0,0,,497.1453196,,2278060,1917325,1959521,,,NA,NA,NA,,1,0.384615385,,497.14532,14,0.538461538,0.538461538,1.4,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,497.26028,497.00000,0.26028
26,26,0,11,0,0,,513.1402342,,2930225,2464561,2506184,,,NA,NA,NA,,1,0.423076923,,513.14023,14,0.538461538,0.538461538,1.272727273,CRAM,,,0.414634146,,----,----,HUnSatLig,----,----,----,,513.25889,513.00000,0.25889
26,26,0,12,0,0,,529.1351488,,3223771,2835495,2678647,,,NA,NA,NA,,1,0.461538462,,529.13515,14,0.538461538,0.538461538,1.166666667,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,529.25750,529.00000,0.25750
26,26,0,14,0,0,,561.124978,,2714384,2489492,2636926,,,NA,NA,NA,,1,0.538461538,,561.12498,14,0.538461538,0.538461538,1,CRAM,,,0.368421053,,----,----,HUnSatLig,----,----,----,,561.25473,561.00000,0.25473
26,26,0,15,0,0,,577.1198926,,2311738,2261962,1467999,,,NA,NA,NA,,1,0.576923077,,577.11989,14,0.538461538,0.538461538,0.933333333,CRAM,,,0.351351351,,----,----,HUnSatLig,----,----,----,,577.25334,577.00000,0.25334
26,26,0,16,0,0,,593.1148072,,1837474,1737175,1675826,,,NA,NA,NA,,1,0.615384615,,593.11481,14,0.538461538,0.538461538,0.875,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,593.25196,593.00000,0.25196
26,27,1,11,0,0,,528.1511332,,4372669,3768864,3806558,,,NA,NA,NA,,1.038461538,0.423076923,,528.15113,14,0.538461538,0.518518519,1.272727273,CRAM,,,0.41025641,,----,----,HUnSatLig,----,----,----,,528.27326,528.00000,0.27326
26,28,0,9,0,0,,483.166055,,2164852,2133609,1812007,,,1809303,1915966,1840809,,1.076923077,0.346153846,,483.16605,13,0.5,0.464285714,1.444444444,CRAM,,,0.395348837,,----,----,HUnSatLig,----,----,----,,483.27778,483.00000,0.27778
26,28,0,10,0,0,,499.1609696,,2852632,2637763,1817217,,,2202202,1965244,1902466,,1.076923077,0.384615385,,499.16097,13,0.5,0.464285714,1.3,CRAM,,,0.380952381,,----,----,HUnSatLig,----,----,----,,499.27639,499.00000,0.27639
26,28,0,11,0,0,,515.1558842,,2484379,2510174,2627583,,,1859285,1909986,1840328,,1.076923077,0.423076923,,515.15588,13,0.5,0.464285714,1.181818182,CRAM,,,0.365853659,,----,----,HUnSatLig,----,----,----,,515.27501,515.00000,0.27501
26,28,0,12,0,0,,531.1507988,,2834708,3018290,2979239,,,NA,NA,NA,,1.076923077,0.461538462,,531.15080,13,0.5,0.464285714,1.083333333,CRAM,,,0.35,,----,----,HUnSatLig,----,----,----,,531.27362,531.00000,0.27362
26,28,0,13,0,0,,547.1457134,,3357153,2796002,2686639,,,NA,NA,NA,,1.076923077,0.5,,547.14571,13,0.5,0.464285714,1,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,547.27223,547.00000,0.27223
26,28,0,14,0,0,,563.140628,,2498770,2376270,2643545,,,NA,NA,NA,,1.076923077,0.538461538,,563.14063,13,0.5,0.464285714,0.928571429,CRAM,,,0.315789474,,----,----,HUnSatLig,----,----,----,,563.27085,563.00000,0.27085
26,28,0,15,0,0,,579.1355426,,1657274,1672535,1592815,,,NA,NA,NA,,1.076923077,0.576923077,,579.13554,13,0.5,0.464285714,0.866666667,CRAM,,,0.297297297,,----,----,HUnSatLig,----,----,----,,579.26946,579.00000,0.26946
26,30,0,8,0,0,,469.1867904,,2536072,2027097,2524049,,,2058883,2872099,2621433,,1.153846154,0.307692308,,469.18679,12,0.461538462,0.4,1.5,CRAM,,,0.363636364,,----,----,HUnSatLig,----,----,----,,469.29528,469.00000,0.29528
26,30,0,9,0,0,,485.181705,,3213482,3004039,2875930,,,3352546,3362436,2721302,,1.153846154,0.346153846,,485.18170,12,0.461538462,0.4,1.333333333,CRAM,,,0.348837209,,----,----,HUnSatLig,----,----,----,,485.29390,485.00000,0.29390
26,30,0,10,0,0,,501.1766196,,3272585,3305465,2961063,,,3147449,2934031,2523138,,1.153846154,0.384615385,,501.17662,12,0.461538462,0.4,1.2,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,501.29251,501.00000,0.29251
26,30,0,11,0,0,,517.1715342,,3259137,3024264,2712631,,,2616582,2188043,2391301,,1.153846154,0.423076923,,517.17153,12,0.461538462,0.4,1.090909091,CRAM,,,0.317073171,,----,----,HUnSatLig,----,----,----,,517.29112,517.00000,0.29112
26,30,0,12,0,0,,533.1664488,,2978118,3170873,2958805,,,2485592,2165024,1954068,,1.153846154,0.461538462,,533.16645,12,0.461538462,0.4,1,CRAM,,,0.3,,----,----,HUnSatLig,----,----,----,,533.28974,533.00000,0.28974
26,30,0,13,0,0,,549.1613634,,3330522,2843074,2549947,,,NA,NA,NA,,1.153846154,0.5,,549.16136,12,0.461538462,0.4,0.923076923,CRAM,,,0.282051282,,----,----,HUnSatLig,----,----,----,,549.28835,549.00000,0.28835
26,30,0,14,0,0,,565.156278,,1767052,1832450,1541676,,,NA,NA,NA,,1.153846154,0.538461538,,565.15628,12,0.461538462,0.4,0.857142857,CRAM,,,0.263157895,,----,----,HUnSatLig,----,----,----,,565.28696,565.00000,0.28696
26,32,0,7,0,0,,455.2075258,,2302029,2332703,2619205,,,3543056,3318328,2791351,,1.230769231,0.269230769,,455.20753,11,0.423076923,0.34375,1.571428571,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,455.31279,455.00000,0.31279
26,32,0,8,0,0,,471.2024404,,3009619,3569219,3521341,,,5117577,4260144,4214795,,1.230769231,0.307692308,,471.20244,11,0.423076923,0.34375,1.375,CRAM,,,0.318181818,,----,----,HUnSatLig,----,----,----,,471.31140,471.00000,0.31140
26,32,0,9,0,0,,487.197355,,4350187,3520170,3504660,,,5437492,6196943,4465289,,1.230769231,0.346153846,,487.19735,11,0.423076923,0.34375,1.222222222,CRAM,,,0.302325581,,----,----,HUnSatLig,----,----,----,,487.31001,487.00000,0.31001
26,32,0,10,0,0,,503.1922696,,4255740,4421680,3437264,,,4496149,4203872,3868287,,1.230769231,0.384615385,,503.19227,11,0.423076923,0.34375,1.1,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,503.30863,503.00000,0.30863
26,32,0,11,0,0,,519.1871842,,3626848,3658158,3380335,,,3845421,3101483,2495282,,1.230769231,0.423076923,,519.18718,11,0.423076923,0.34375,1,CRAM,,,0.268292683,,----,----,HUnSatLig,----,----,----,,519.30724,519.00000,0.30724
26,32,0,12,0,0,,535.1820988,,4259186,4345403,4002304,,,3578181,2699519,2599141,,1.230769231,0.461538462,,535.18210,11,0.423076923,0.34375,0.916666667,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,535.30585,535.00000,0.30585
26,32,0,13,0,0,,551.1770134,,3279308,3136924,2130113,,,NA,NA,NA,,1.230769231,0.5,,551.17701,11,0.423076923,0.34375,0.846153846,CRAM,,,0.230769231,,----,----,HUnSatLig,----,----,----,,551.30446,551.00000,0.30446
26,32,0,14,0,0,,567.171928,,2213437,1873841,1725942,,,NA,NA,NA,,1.230769231,0.538461538,,567.17193,11,0.423076923,0.34375,0.785714286,CRAM,,,0.210526316,,----,----,HUnSatLig,----,----,----,,567.30308,567.00000,0.30308
26,34,0,6,0,0,,441.2282612,,1619767,2058593,1967795,,,2705929,3128130,2507988,,1.307692308,0.230769231,,441.22826,10,0.384615385,0.294117647,1.666666667,CRAM,,,0.304347826,,----,----,HUnSatLig,----,----,----,,441.33029,441.00000,0.33029
26,34,0,7,0,0,,457.2231758,,3365759,3498940,3034773,,,4565925,5817830,4701492,,1.307692308,0.269230769,,457.22318,10,0.384615385,0.294117647,1.428571429,CRAM,,,0.288888889,,----,----,HUnSatLig,----,----,----,,457.32890,457.00000,0.32890
26,34,0,8,0,0,,473.2180904,,4552752,4238902,4116212,,,6496924,7015752,5848111,,1.307692308,0.307692308,,473.21809,10,0.384615385,0.294117647,1.25,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,473.32752,473.00000,0.32752
26,34,0,9,0,0,,489.213005,,5056823,5008081,4615703,,,7462026,8095517,6208259,,1.307692308,0.346153846,,489.21300,10,0.384615385,0.294117647,1.111111111,CRAM,,,0.255813953,,----,----,HUnSatLig,----,----,----,,489.32613,489.00000,0.32613
26,34,0,10,0,0,,505.2079196,,5453936,4680807,4370173,,,5947247,6410670,4928246,,1.307692308,0.384615385,,505.20792,10,0.384615385,0.294117647,1,CRAM,,,0.238095238,,----,----,HUnSatLig,----,----,----,,505.32474,505.00000,0.32474
26,34,0,11,0,0,,521.2028342,,4805562,4416975,4287654,,,4288843,4984642,4456786,,1.307692308,0.423076923,,521.20283,10,0.384615385,0.294117647,0.909090909,CRAM,,,0.219512195,,----,----,HUnSatLig,----,----,----,,521.32335,521.00000,0.32335
26,34,0,12,0,0,,537.1977488,,3051414,2719288,2439208,,,3232045,2637527,2728108,,1.307692308,0.461538462,,537.19775,10,0.384615385,0.294117647,0.833333333,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,537.32197,537.00000,0.32197
26,34,0,13,0,0,,553.1926634,,2734517,2557297,2174657,,,NA,NA,NA,,1.307692308,0.5,,553.19266,10,0.384615385,0.294117647,0.769230769,O,,,0.179487179,,----,----,HUnSatLig,----,----,----,,553.32058,553.00000,0.32058
26,36,0,5,0,0,,427.2489966,,NA,NA,NA,,,1718771,1866242,1592955,,1.384615385,0.192307692,,427.24900,9,0.346153846,0.25,1.8,O,,,0.276595745,,----,----,HUnSatLig,----,----,----,,427.34779,427.00000,0.34779
26,36,0,6,0,0,,443.2439112,,2666535,2180324,2270182,,,3892071,4602055,3971581,,1.384615385,0.230769231,,443.24391,9,0.346153846,0.25,1.5,CRAM,,,0.260869565,,----,----,HUnSatLig,----,----,----,,443.34640,443.00000,0.34640
26,36,0,7,0,0,,459.2388258,,4001478,4221796,4355569,,,6241097,7452065,7676102,,1.384615385,0.269230769,,459.23883,9,0.346153846,0.25,1.285714286,CRAM,,,0.244444444,,----,----,HUnSatLig,----,----,----,,459.34502,459.00000,0.34502
26,36,0,8,0,0,,475.2337404,,5922848,5859889,4938422,,,8446651,9184617,7860322,,1.384615385,0.307692308,,475.23374,9,0.346153846,0.25,1.125,CRAM,,,0.227272727,,----,----,HUnSatLig,----,----,----,,475.34363,475.00000,0.34363
26,36,0,9,0,0,,491.228655,,5744011,5723901,5128736,,,8817892,8965999,7273345,,1.384615385,0.346153846,,491.22865,9,0.346153846,0.25,1,CRAM,,,0.209302326,,----,----,HUnSatLig,----,----,----,,491.34224,491.00000,0.34224
26,36,0,10,0,0,,507.2235696,,4620516,5072029,4509485,,,6500292,7088632,5637991,,1.384615385,0.384615385,,507.22357,9,0.346153846,0.25,0.9,CRAM,,,0.19047619,,----,----,HUnSatLig,----,----,----,,507.34086,507.00000,0.34086
26,36,0,11,0,0,,523.2184842,,5009421,4467180,4088029,,,5044576,5305168,4247909,,1.384615385,0.423076923,,523.21848,9,0.346153846,0.25,0.818181818,CRAM,,,0.170731707,,----,----,HUnSatLig,----,----,----,,523.33947,523.00000,0.33947
26,36,0,12,0,0,,539.2133988,,3209652,2681392,3010124,,,3358992,3307177,2488428,,1.384615385,0.461538462,,539.21340,9,0.346153846,0.25,0.75,O,,,0.15,,----,----,HUnSatLig,----,----,----,,539.33808,539.00000,0.33808
26,36,0,13,0,0,,555.2083134,,1869207,1711425,1572539,,,1593320,2128991,1650573,,1.384615385,0.5,,555.20831,9,0.346153846,0.25,0.692307692,O,,,0.128205128,,----,----,HUnSatLig,----,----,----,,555.33670,555.00000,0.33670
26,38,0,6,0,0,,445.2595612,,2381591,2224742,2412823,,,3899079,4260942,3867946,,1.461538462,0.230769231,,445.25956,8,0.307692308,0.210526316,1.333333333,CRAM,,,0.217391304,,----,----,HUnSatLig,----,----,----,,445.36252,445.00000,0.36252
26,38,0,7,0,0,,461.2544758,,3754532,3974935,3236187,,,6065919,7171435,5849200,,1.461538462,0.269230769,,461.25448,8,0.307692308,0.210526316,1.142857143,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,461.36113,461.00000,0.36113
26,38,0,8,0,0,,477.2493904,,5683231,4982325,4987523,,,8610533,9516436,8353956,,1.461538462,0.307692308,,477.24939,8,0.307692308,0.210526316,1,CRAM,,,0.181818182,,----,----,HUnSatLig,----,----,----,,477.35975,477.00000,0.35975
26,38,0,9,0,0,,493.244305,,4968935,5409579,4729392,,,7882050,8857538,6517762,,1.461538462,0.346153846,,493.24430,8,0.307692308,0.210526316,0.888888889,CRAM,,,0.162790698,,----,----,HUnSatLig,----,----,----,,493.35836,493.00000,0.35836
26,38,0,10,0,0,,509.2392196,,4140376,4381905,4090720,,,6418451,6904381,5399504,,1.461538462,0.384615385,,509.23922,8,0.307692308,0.210526316,0.8,CRAM,,,0.142857143,,----,----,HUnSatLig,----,----,----,,509.35697,509.00000,0.35697
26,38,0,11,0,0,,525.2341342,,3244121,4069892,3112211,,,5547372,5231446,4187499,,1.461538462,0.423076923,,525.23413,8,0.307692308,0.210526316,0.727272727,O,,,0.12195122,,----,----,HUnSatLig,----,----,----,,525.35559,525.00000,0.35559
26,38,0,12,0,0,,541.2290488,,2542026,2042404,2250348,,,3477745,3269236,2834468,,1.461538462,0.461538462,,541.22905,8,0.307692308,0.210526316,0.666666667,O,,,0.1,,----,----,HUnSatLig,----,----,----,,541.35420,541.00000,0.35420
26,38,0,13,0,0,,557.2239634,,NA,NA,NA,,,2171330,2198525,1736989,,1.461538462,0.5,,557.22396,8,0.307692308,0.210526316,0.615384615,O,,,0.076923077,,----,----,HUnSatLig,----,----,----,,557.35281,557.00000,0.35281
26,40,0,6,0,0,,447.2752112,,1713420,1646569,1582152,,,2791979,3524566,2568287,,1.538461538,0.230769231,,447.27521,7,0.269230769,0.175,1.166666667,O,,,0.173913043,,----,----,----,AlipatNoN,----,----,,447.37864,447.00000,0.37864
26,40,0,7,0,0,,463.2701258,,2290587,2637014,2479315,,,5038792,4352325,4040754,,1.538461538,0.269230769,,463.27013,7,0.269230769,0.175,1,O,,,0.155555556,,----,----,----,AlipatNoN,----,----,,463.37725,463.00000,0.37725
26,40,0,8,0,0,,479.2650404,,3945519,3769920,3237467,,,5903129,7163335,5045490,,1.538461538,0.307692308,,479.26504,7,0.269230769,0.175,0.875,O,,,0.136363636,,----,----,----,AlipatNoN,----,----,,479.37586,479.00000,0.37586
26,40,0,9,0,0,,495.259955,,3865162,4116317,3726919,,,6389153,7159831,5297285,,1.538461538,0.346153846,,495.25995,7,0.269230769,0.175,0.777777778,O,,,0.11627907,,----,----,----,AlipatNoN,----,----,,495.37448,495.00000,0.37448
26,40,0,10,0,0,,511.2548696,,3854793,3784964,3467157,,,6799453,7545468,5716015,,1.538461538,0.384615385,,511.25487,7,0.269230769,0.175,0.7,O,,,0.095238095,,----,----,----,AlipatNoN,----,----,,511.37309,511.00000,0.37309
26,40,0,11,0,0,,527.2497842,,2505375,3054104,2882888,,,5421425,5274452,4112741,,1.538461538,0.423076923,,527.24978,7,0.269230769,0.175,0.636363636,O,,,0.073170732,,----,----,----,AlipatNoN,----,----,,527.37170,527.00000,0.37170
26,40,0,12,0,0,,543.2446988,,1823705,1887762,1763975,,,3732686,3630648,2545620,,1.538461538,0.461538462,,543.24470,7,0.269230769,0.175,0.583333333,O,,,0.05,,----,----,----,AlipatNoN,----,----,,543.37032,543.00000,0.37032
26,40,0,13,0,0,,559.2396134,,NA,NA,NA,,,2681759,2739094,1604780,,1.538461538,0.5,,559.23961,7,0.269230769,0.175,0.538461538,O,,,0.025641026,,----,----,----,AlipatNoN,----,----,,559.36893,559.00000,0.36893
26,42,0,6,0,0,,449.2908612,,NA,NA,NA,,,1962389,1642082,1583774,,1.615384615,0.230769231,,449.29086,6,0.230769231,0.142857143,1,O,,,0.130434783,,----,----,----,AlipatNoN,----,----,,449.39475,449.00000,0.39475
26,42,0,7,0,0,,465.2857758,,NA,NA,NA,,,2834593,3314989,2911242,,1.615384615,0.269230769,,465.28578,6,0.230769231,0.142857143,0.857142857,O,,,0.111111111,,----,----,----,AlipatNoN,----,----,,465.39337,465.00000,0.39337
26,42,0,8,0,0,,481.2806904,,2687052,2084434,2682428,,,4425558,5228034,4512076,,1.615384615,0.307692308,,481.28069,6,0.230769231,0.142857143,0.75,O,,,0.090909091,,----,----,----,AlipatNoN,----,----,,481.39198,481.00000,0.39198
26,42,0,9,0,0,,497.275605,,2210739,3175313,3061347,,,5508609,6019181,4186376,,1.615384615,0.346153846,,497.27560,6,0.230769231,0.142857143,0.666666667,O,,,0.069767442,,----,----,----,AlipatNoN,----,----,,497.39059,497.00000,0.39059
26,42,0,10,0,0,,513.2705196,,3248696,3259188,2982347,,,7776415,8852148,7104644,,1.615384615,0.384615385,,513.27052,6,0.230769231,0.142857143,0.6,O,,,0.047619048,,----,----,----,AlipatNoN,----,----,,513.38921,513.00000,0.38921
26,42,0,11,0,0,,529.2654342,,3076319,3623464,2569594,,,8030575,8940361,6578516,,1.615384615,0.423076923,,529.26543,6,0.230769231,0.142857143,0.545454545,O,,,0.024390244,,----,----,----,AlipatNoN,----,----,,529.38782,529.00000,0.38782
26,42,0,12,0,0,,545.2603488,,NA,NA,NA,,,4307113,4074999,2857854,,1.615384615,0.461538462,,545.26035,6,0.230769231,0.142857143,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,545.38643,545.00000,0.38643
26,42,0,13,0,0,,561.2552634,,NA,NA,NA,,,2528126,2110763,2000441,,1.615384615,0.5,,561.25526,6,0.230769231,0.142857143,0.461538462,O,,,-0.025641026,,----,----,----,AlipatNoN,----,----,,561.38505,561.00000,0.38505
26,42,0,19,0,0,,657.224751,,3079594,2962647,2631321,,,4193805,3463541,2525608,,1.615384615,0.730769231,,657.22475,6,0.230769231,0.142857143,0.315789474,O,,,-0.212121212,,----,----,----,----,SatFACarb,----,,657.37672,657.00000,0.37672
26,42,0,20,0,0,,673.2196656,,4204012,3532244,3171285,,,4948113,5131822,3794488,,1.615384615,0.769230769,,673.21967,6,0.230769231,0.142857143,0.3,O,,,-0.25,,----,----,----,----,SatFACarb,----,,673.37534,673.00000,0.37534
26,44,0,8,0,0,,483.2963404,,NA,NA,NA,,,2712475,3194946,1990064,,1.692307692,0.307692308,,483.29634,5,0.192307692,0.113636364,0.625,O,,,0.045454545,,----,----,----,AlipatNoN,----,----,,483.40810,483.00000,0.40810
26,44,0,9,0,0,,499.291255,,NA,NA,NA,,,3238496,3823809,2871690,,1.692307692,0.346153846,,499.29125,5,0.192307692,0.113636364,0.555555556,O,,,0.023255814,,----,----,----,AlipatNoN,----,----,,499.40671,499.00000,0.40671
26,44,0,10,0,0,,515.2861696,,1777826,2478433,2031107,,,5847257,5663461,4233421,,1.692307692,0.384615385,,515.28617,5,0.192307692,0.113636364,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,515.40532,515.00000,0.40532
26,44,0,11,0,0,,531.2810842,,2290968,2393651,2017706,,,9509222,7842615,8311096,,1.692307692,0.423076923,,531.28108,5,0.192307692,0.113636364,0.454545455,O,,,-0.024390244,,----,----,----,AlipatNoN,----,----,,531.40394,531.00000,0.40394
26,44,0,12,0,0,,547.2759988,,NA,NA,NA,,,6164611,5302703,4602659,,1.692307692,0.461538462,,547.27600,5,0.192307692,0.113636364,0.416666667,O,,,-0.05,,----,----,----,AlipatNoN,----,----,,547.40255,547.00000,0.40255
26,44,0,13,0,0,,563.2709134,,NA,NA,NA,,,2398560,2713276,1929669,,1.692307692,0.5,,563.27091,5,0.192307692,0.113636364,0.384615385,O,,,-0.076923077,,----,----,----,AlipatNoN,----,----,,563.40116,563.00000,0.40116
26,46,0,9,0,0,,501.306905,,NA,NA,NA,,,2424511,2526484,2060298,,1.769230769,0.346153846,,501.30690,4,0.153846154,0.086956522,0.444444444,O,,,-0.023255814,,----,----,----,AlipatNoN,----,----,,501.42282,501.00000,0.42282
26,46,0,10,0,0,,517.3018196,,NA,NA,NA,,,2511625,2837261,2095368,,1.769230769,0.384615385,,517.30182,4,0.153846154,0.086956522,0.4,O,,,-0.047619048,,----,----,----,AlipatNoN,----,----,,517.42144,517.00000,0.42144
26,46,0,11,0,0,,533.2967342,,NA,NA,NA,,,5812567,4954910,5694737,,1.769230769,0.423076923,,533.29673,4,0.153846154,0.086956522,0.363636364,O,,,-0.073170732,,----,----,----,AlipatNoN,----,----,,533.42005,533.00000,0.42005
26,46,0,12,0,0,,549.2916488,,NA,NA,NA,,,2616412,3340641,1504962,,1.769230769,0.461538462,,549.29165,4,0.153846154,0.086956522,0.333333333,O,,,-0.1,,----,----,----,AlipatNoN,----,----,,549.41866,549.00000,0.41866
26,52,0,2,0,0,,395.3894528,,2792020,3089656,2249913,,,1838235,1656186,1571387,,2,0.076923077,,395.38945,1,0.038461538,0.019230769,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,395.48088,395.00000,0.48088
27,24,0,12,0,0,,539.1194988,,1949107,1754161,1614410,,,NA,NA,NA,,0.888888889,0.444444444,,539.11950,16,0.592592593,0.666666667,1.333333333,CRAM,,,0.476190476,,----,----,HUnSatLig,----,----,----,,539.24416,539.00000,0.24416
27,24,0,13,0,0,,555.1144134,,2024857,1900867,1900219,,,NA,NA,NA,,0.888888889,0.481481481,,555.11441,16,0.592592593,0.666666667,1.230769231,CRAM,,,0.463414634,,----,----,HUnSatLig,----,----,----,,555.24278,555.00000,0.24278
27,24,0,14,0,0,,571.109328,,2186635,2167041,1704306,,,NA,NA,NA,,0.888888889,0.518518519,,571.10933,16,0.592592593,0.666666667,1.142857143,CRAM,,,0.45,,----,----,HUnSatLig,----,----,----,,571.24139,571.00000,0.24139
27,26,0,11,0,0,,525.1402342,,2046550,2169347,2180881,,,NA,NA,NA,,0.962962963,0.407407407,,525.14023,15,0.555555556,0.576923077,1.363636364,CRAM,,,0.441860465,,----,----,HUnSatLig,----,----,----,,525.26167,525.00000,0.26167
27,26,0,12,0,0,,541.1351488,,2386377,1995301,1931882,,,NA,NA,NA,,0.962962963,0.444444444,,541.13515,15,0.555555556,0.576923077,1.25,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,541.26028,541.00000,0.26028
27,26,0,13,0,0,,557.1300634,,2438003,2092814,2386606,,,NA,NA,NA,,0.962962963,0.481481481,,557.13006,15,0.555555556,0.576923077,1.153846154,CRAM,,,0.414634146,,----,----,HUnSatLig,----,----,----,,557.25889,557.00000,0.25889
27,26,0,14,0,0,,573.124978,,2421538,2084511,1914656,,,NA,NA,NA,,0.962962963,0.518518519,,573.12498,15,0.555555556,0.576923077,1.071428571,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,573.25750,573.00000,0.25750
27,26,0,15,0,0,,589.1198926,,2186978,2156260,1759069,,,NA,NA,NA,,0.962962963,0.555555556,,589.11989,15,0.555555556,0.576923077,1,CRAM,,,0.384615385,,----,----,HUnSatLig,----,----,----,,589.25612,589.00000,0.25612
27,28,0,10,0,0,,511.1609696,,2191300,1893634,1596307,,,NA,NA,NA,,1.037037037,0.37037037,,511.16097,14,0.518518519,0.5,1.4,CRAM,,,0.409090909,,----,----,HUnSatLig,----,----,----,,511.27917,511.00000,0.27917
27,28,0,11,0,0,,527.1558842,,2245788,2116631,2131781,,,NA,NA,NA,,1.037037037,0.407407407,,527.15588,14,0.518518519,0.5,1.272727273,CRAM,,,0.395348837,,----,----,HUnSatLig,----,----,----,,527.27778,527.00000,0.27778
27,28,0,12,0,0,,543.1507988,,2222041,2659347,2285190,,,NA,NA,NA,,1.037037037,0.444444444,,543.15080,14,0.518518519,0.5,1.166666667,CRAM,,,0.380952381,,----,----,HUnSatLig,----,----,----,,543.27639,543.00000,0.27639
