C,H,N,O,S,P,,mass,,PreSW4.csv,PreSW5.csv,PreSW6.csv,Initial,,PreSWGt16.csv,PreSWGt17.csv,PreSWGt18.csv,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
16,30,0,8,0,0,,349.1867904,,5581509,6035796,6250484,,,9450868,12354568,10630410,,1.875,0.5,,349.18679,2,0.125,0.066666667,0.25,O,,,-0.166666667,,----,----,----,AlipatNoN,----,----,,349.26753,349.00000,0.26753
16,30,0,8,1,0,,381.1588611,,NA,NA,NA,,,2289261,2474491,2394698,,1.875,0.5,,381.15886,2,0.125,0.066666667,0.25,O,,,-0.272727273,,----,----,----,AlipatNoN,----,----,,381.24700,381.00000,0.24700
16,30,0,9,0,0,,365.181705,,4421982,4177550,5093026,,,7246974,8185410,6935385,,1.875,0.5625,,365.18170,2,0.125,0.066666667,0.222222222,O,,,-0.217391304,,----,----,----,AlipatNoN,----,----,,365.26615,365.00000,0.26615
16,30,0,10,0,0,,381.1766196,,3244118,3392831,3443337,,,4962930,5239808,4960334,,1.875,0.625,,381.17662,2,0.125,0.066666667,0.2,O,,,-0.272727273,,----,----,----,----,SatFACarb,----,,381.26476,381.00000,0.26476
16,30,4,5,0,0,,357.2143426,,6220211,6841814,6062384,,,12136172,14929156,11349546,,1.875,0.3125,,357.21434,4,0.25,0.133333333,0.8,O,,,-0.052631579,,----,----,----,----,----,Alipat+N,,357.29694,357.00000,0.29694
16,30,4,6,0,0,,373.2092572,,4899127,4301620,4525044,,,7010780,7882610,7072835,,1.875,0.375,,373.20926,4,0.25,0.133333333,0.666666667,O,,,-0.111111111,,----,----,----,----,----,Alipat+N,,373.29556,373.00000,0.29556
16,30,4,7,0,0,,389.2041718,,3281961,2612323,2843657,,,4508141,4773786,3458339,,1.875,0.4375,,389.20417,4,0.25,0.133333333,0.571428571,O,,,-0.176470588,,----,----,----,----,----,Alipat+N,,389.29417,389.00000,0.29417
16,31,3,4,0,0,,328.224179,,2282390,2321540,2385306,,,5098483,6518876,5077063,,1.9375,0.25,,328.22418,3,0.1875,0.096774194,0.75,O,,,-0.045454545,,----,----,----,----,----,Alipat+N,,328.30008,328.00000,0.30008
16,31,3,5,0,0,,344.2190936,,4064957,3872354,3413654,,,7271393,8752852,6433705,,1.9375,0.3125,,344.21909,3,0.1875,0.096774194,0.6,O,,,-0.095238095,,----,----,----,----,----,Alipat+N,,344.29869,344.00000,0.29869
16,31,3,5,1,0,,376.1911643,,1865597,2132045,1679173,,,3301678,3619517,3212132,,1.9375,0.3125,,376.19116,3,0.1875,0.096774194,0.6,O,,,-0.210526316,,----,----,----,----,----,Alipat+N,,376.27815,376.00000,0.27815
16,32,0,4,0,0,,287.222782,,2243191,2702937,2536626,,,4135237,6872972,3847140,,2,0.25,,287.22278,1,0.0625,0.03125,0.25,O,,,-0.071428571,,----,----,----,AlipatNoN,----,----,,287.28920,287.00000,0.28920
16,32,0,5,0,0,,303.2176966,,1414241,2267179,1744486,,,2174275,3598730,2487045,,2,0.3125,,303.21770,1,0.0625,0.03125,0.2,O,,,-0.111111111,,----,----,----,AlipatNoN,----,----,,303.28781,303.00000,0.28781
16,32,0,6,0,0,,319.2126112,,4570985,5290995,5212312,,,8312920,10959250,8055014,,2,0.375,,319.21261,1,0.0625,0.03125,0.166666667,O,,,-0.153846154,,----,----,----,AlipatNoN,----,----,,319.28642,319.00000,0.28642
16,32,0,6,1,0,,351.1846819,,NA,NA,NA,,,3687365,5859894,4287302,,2,0.375,,351.18468,1,0.0625,0.03125,0.166666667,O,,,-0.25,,----,----,----,AlipatNoN,----,----,,351.26589,351.00000,0.26589
16,32,0,7,0,0,,335.2075258,,5491575,6186035,5618106,,,10067590,12320325,9324193,,2,0.4375,,335.20753,1,0.0625,0.03125,0.142857143,O,,,-0.2,,----,----,----,AlipatNoN,----,----,,335.28504,335.00000,0.28504
16,32,0,7,1,0,,367.1795965,,2646102,2633404,2190590,,,5490398,7577747,4037022,,2,0.4375,,367.17960,1,0.0625,0.03125,0.142857143,O,,,-0.304347826,,----,----,----,AlipatNoN,----,----,,367.26450,367.00000,0.26450
16,32,0,10,1,0,,415.1643403,,NA,NA,NA,,,2551613,3886156,2603891,,2,0.625,,415.16434,1,0.0625,0.03125,0.1,O,,,-0.5,,----,----,----,----,SatFACarb,----,,415.26034,415.00000,0.26034
16,34,0,5,1,0,,337.2054173,,2574681,3139566,2467224,,,6242435,5566483,4682893,,2.125,0.3125,,337.20542,0,0,0,0,O,,,-0.28,,----,----,----,AlipatNoN,----,----,,337.28339,337.00000,0.28339
16,34,0,6,1,0,,353.2003319,,5921814,5598597,4706433,,,10353187,10117236,6342031,,2.125,0.375,,353.20033,0,0,0,0,O,,,-0.333333333,,----,----,----,AlipatNoN,----,----,,353.28200,353.00000,0.28200
17,8,0,10,0,0,,371.0044696,,2086911,2264798,2408817,,,NA,NA,NA,,0.470588235,0.588235294,,371.00447,14,0.823529412,1.75,1.4,O,,,0.75,,CondAr,----,----,----,----,----,,371.09026,371.00000,0.09026
17,8,0,11,0,0,,386.9993842,,2916772,2488972,2996254,,,NA,NA,NA,,0.470588235,0.647058824,,386.99938,14,0.823529412,1.75,1.272727273,O,,,0.739130435,,CondAr,----,----,----,----,----,,387.08887,387.00000,0.08887
17,8,0,12,0,0,,402.9942988,,2757551,2198323,2666196,,,NA,NA,NA,,0.470588235,0.705882353,,402.99430,14,0.823529412,1.75,1.166666667,O,,,0.727272727,,CondAr,----,----,----,----,----,,403.08749,403.00000,0.08749
17,10,0,8,0,0,,341.0302904,,2122296,2315872,1943635,,,NA,NA,NA,,0.588235294,0.470588235,,341.03029,13,0.764705882,1.3,1.625,O,,,0.692307692,,CondAr,----,----,----,----,----,,341.10915,341.00000,0.10915
17,10,0,9,0,0,,357.025205,,3557230,3513249,3953911,,,NA,NA,NA,,0.588235294,0.529411765,,357.02520,13,0.764705882,1.3,1.444444444,O,,,0.68,,CondAr,----,----,----,----,----,,357.10776,357.00000,0.10776
17,10,0,10,0,0,,373.0201196,,5054705,5359361,5002174,,,NA,NA,NA,,0.588235294,0.588235294,,373.02012,13,0.764705882,1.3,1.3,O,,,0.666666667,,CondAr,----,----,----,----,----,,373.10637,373.00000,0.10637
17,10,0,11,0,0,,389.0150342,,4798964,4663868,4797408,,,NA,NA,NA,,0.588235294,0.647058824,,389.01503,13,0.764705882,1.3,1.181818182,O,,,0.652173913,,----,Aromatic,----,----,----,----,,389.10499,389.00000,0.10499
17,10,0,12,0,0,,405.0099488,,4050591,3738630,4339089,,,NA,NA,NA,,0.588235294,0.705882353,,405.00995,13,0.764705882,1.3,1.083333333,O,,,0.636363636,,----,Aromatic,----,----,----,----,,405.10360,405.00000,0.10360
17,12,0,7,0,0,,327.0510258,,1599667,2123165,2103203,,,NA,NA,NA,,0.705882353,0.411764706,,327.05103,12,0.705882353,1,1.714285714,O,,,0.62962963,,----,Aromatic,----,----,----,----,,327.12665,327.00000,0.12665
17,12,0,8,0,0,,343.0459404,,3917161,3572547,4122974,,,NA,NA,NA,,0.705882353,0.470588235,,343.04594,12,0.705882353,1,1.5,O,,,0.615384615,,----,Aromatic,----,----,----,----,,343.12526,343.00000,0.12526
17,12,0,9,0,0,,359.040855,,5930068,6074323,6978393,,,1956638,1613855,1686599,,0.705882353,0.529411765,,359.04085,12,0.705882353,1,1.333333333,O,,,0.6,,----,Aromatic,----,----,----,----,,359.12388,359.00000,0.12388
17,12,0,10,0,0,,375.0357696,,9332697,8816924,9373183,,,NA,NA,NA,,0.705882353,0.588235294,,375.03577,12,0.705882353,1,1.2,O,,,0.583333333,,----,Aromatic,----,----,----,----,,375.12249,375.00000,0.12249
17,12,0,11,0,0,,391.0306842,,9161761,8361942,8168839,,,NA,NA,NA,,0.705882353,0.647058824,,391.03068,12,0.705882353,1,1.090909091,O,,,0.565217391,,----,Aromatic,----,----,----,----,,391.12110,391.00000,0.12110
17,12,0,12,0,0,,407.0255988,,7087963,6920376,6823464,,,NA,NA,NA,,0.705882353,0.705882353,,407.02560,12,0.705882353,1,1,O,,,0.545454545,,----,Aromatic,----,----,----,----,,407.11972,407.00000,0.11972
17,12,0,13,0,0,,423.0205134,,3300150,3147390,3165806,,,NA,NA,NA,,0.705882353,0.764705882,,423.02051,12,0.705882353,1,0.923076923,O,,,0.523809524,,----,Aromatic,----,----,----,----,,423.11833,423.00000,0.11833
17,14,0,7,0,0,,329.0666758,,2292286,2372140,2556495,,,NA,NA,NA,,0.823529412,0.411764706,,329.06668,11,0.647058824,0.785714286,1.571428571,CRAM,,,0.555555556,,----,Aromatic,----,----,----,----,,329.14277,329.00000,0.14277
17,14,0,8,0,0,,345.0615904,,5665206,5008691,5743480,,,1953997,1862320,1822861,,0.823529412,0.470588235,,345.06159,11,0.647058824,0.785714286,1.375,CRAM,,,0.538461538,,----,Aromatic,----,----,----,----,,345.14138,345.00000,0.14138
17,14,0,9,0,0,,361.056505,,9651013,9353736,10311101,,,3532171,2481014,2379931,,0.823529412,0.529411765,,361.05650,11,0.647058824,0.785714286,1.222222222,CRAM,,,0.52,,----,Aromatic,----,----,----,----,,361.13999,361.00000,0.13999
17,14,0,10,0,0,,377.0514196,,12516020,12456749,12535861,,,2443294,2031531,2560068,,0.823529412,0.588235294,,377.05142,11,0.647058824,0.785714286,1.1,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,377.13861,377.00000,0.13861
17,14,0,11,0,0,,393.0463342,,13633065,12024152,12396307,,,NA,NA,NA,,0.823529412,0.647058824,,393.04633,11,0.647058824,0.785714286,1,CRAM,,,0.47826087,,----,----,HUnSatLig,----,----,----,,393.13722,393.00000,0.13722
17,14,0,12,0,0,,409.0412488,,9783269,9441611,9121435,,,NA,NA,NA,,0.823529412,0.705882353,,409.04125,11,0.647058824,0.785714286,0.916666667,CRAM,,,0.454545455,,----,----,HUnSatLig,----,----,----,,409.13583,409.00000,0.13583
17,14,0,13,0,0,,425.0361634,,4798106,4604503,4612614,,,NA,NA,NA,,0.823529412,0.764705882,,425.03616,11,0.647058824,0.785714286,0.846153846,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,425.13445,425.00000,0.13445
17,14,0,14,0,0,,441.031078,,1782354,1736045,1638087,,,NA,NA,NA,,0.823529412,0.823529412,,441.03108,11,0.647058824,0.785714286,0.785714286,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,441.13306,441.00000,0.13306
17,15,1,8,0,0,,360.0724894,,1628373,1664756,1743250,,,NA,NA,NA,,0.882352941,0.470588235,,360.07249,11,0.647058824,0.733333333,1.375,CRAM,,,0.541666667,,----,Aromatic,----,----,----,----,,360.15575,360.00000,0.15575
17,15,1,9,0,0,,376.067404,,1878865,1874988,2118946,,,NA,NA,NA,,0.882352941,0.529411765,,376.06740,11,0.647058824,0.733333333,1.222222222,CRAM,,,0.52173913,,----,Aromatic,----,----,----,----,,376.15436,376.00000,0.15436
17,15,1,10,0,0,,392.0623186,,2052400,2069662,2014037,,,NA,NA,NA,,0.882352941,0.588235294,,392.06232,11,0.647058824,0.733333333,1.1,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,392.15298,392.00000,0.15298
17,16,0,6,0,0,,315.0874112,,1995272,1508278,2007731,,,NA,NA,NA,,0.941176471,0.352941176,,315.08741,10,0.588235294,0.625,1.666666667,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,315.16027,315.00000,0.16027
17,16,0,7,0,0,,331.0823258,,4435422,4480199,4971017,,,2832017,2796724,2945232,,0.941176471,0.411764706,,331.08233,10,0.588235294,0.625,1.428571429,CRAM,,,0.481481481,,----,----,HUnSatLig,----,----,----,,331.15888,331.00000,0.15888
17,16,0,8,0,0,,347.0772404,,7952416,7292721,7432610,,,3907341,3168200,3583161,,0.941176471,0.470588235,,347.07724,10,0.588235294,0.625,1.25,CRAM,,,0.461538462,,----,----,HUnSatLig,----,----,----,,347.15750,347.00000,0.15750
17,16,0,9,0,0,,363.072155,,13903422,13462590,13746210,,,4606455,3939278,4956398,,0.941176471,0.529411765,,363.07215,10,0.588235294,0.625,1.111111111,CRAM,,,0.44,,----,----,HUnSatLig,----,----,----,,363.15611,363.00000,0.15611
17,16,0,10,0,0,,379.0670696,,15893886,15449393,15544923,,,3523652,2714065,3662407,,0.941176471,0.588235294,,379.06707,10,0.588235294,0.625,1,CRAM,,,0.416666667,,----,----,HUnSatLig,----,----,----,,379.15472,379.00000,0.15472
17,16,0,11,0,0,,395.0619842,,15349770,14977728,14430336,,,2904675,2272574,2224395,,0.941176471,0.647058824,,395.06198,10,0.588235294,0.625,0.909090909,CRAM,,,0.391304348,,----,----,HUnSatLig,----,----,----,,395.15334,395.00000,0.15334
17,16,0,12,0,0,,411.0568988,,10260545,9685441,9535211,,,NA,NA,NA,,0.941176471,0.705882353,,411.05690,10,0.588235294,0.625,0.833333333,CRAM,,,0.363636364,,----,----,HUnSatLig,----,----,----,,411.15195,411.00000,0.15195
17,16,0,13,0,0,,427.0518134,,5577191,4827680,4942218,,,NA,NA,NA,,0.941176471,0.764705882,,427.05181,10,0.588235294,0.625,0.769230769,O,,,0.333333333,,----,----,HUnSatLig,----,----,----,,427.15056,427.00000,0.15056
17,16,0,14,0,0,,443.046728,,1883713,2368240,2007034,,,NA,NA,NA,,0.941176471,0.823529412,,443.04673,10,0.588235294,0.625,0.714285714,O,,,0.3,,----,----,HUnSatLig,----,----,----,,443.14918,443.00000,0.14918
17,17,1,9,0,0,,378.083054,,2271780,2498103,2177360,,,NA,NA,NA,,1,0.529411765,,378.08305,10,0.588235294,0.588235294,1.111111111,CRAM,,,0.434782609,,----,----,HUnSatLig,----,----,----,,378.17048,378.00000,0.17048
17,17,1,10,0,0,,394.0779686,,2468132,1887251,1770706,,,NA,NA,NA,,1,0.588235294,,394.07797,10,0.588235294,0.588235294,1,CRAM,,,0.409090909,,----,----,HUnSatLig,----,----,----,,394.16909,394.00000,0.16909
17,18,0,6,0,0,,317.1030612,,2102314,2146695,1692951,,,1756596,1860636,1510734,,1.058823529,0.352941176,,317.10306,9,0.529411765,0.5,1.5,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,317.17639,317.00000,0.17639
17,18,0,7,0,0,,333.0979758,,4374420,4679789,4551631,,,3454585,3989611,3890343,,1.058823529,0.411764706,,333.09798,9,0.529411765,0.5,1.285714286,CRAM,,,0.407407407,,----,----,HUnSatLig,----,----,----,,333.17500,333.00000,0.17500
17,18,0,8,0,0,,349.0928904,,8469158,9327931,9172953,,,4917592,4857838,4966639,,1.058823529,0.470588235,,349.09289,9,0.529411765,0.5,1.125,CRAM,,,0.384615385,,----,----,HUnSatLig,----,----,----,,349.17361,349.00000,0.17361
17,18,0,9,0,0,,365.087805,,15237435,14737012,15921798,,,7350369,6271526,6096702,,1.058823529,0.529411765,,365.08780,9,0.529411765,0.5,1,CRAM,,,0.36,,----,----,HUnSatLig,----,----,----,,365.17223,365.00000,0.17223
17,18,0,10,0,0,,381.0827196,,17205302,15929128,16516209,,,5151321,4205544,4906039,,1.058823529,0.588235294,,381.08272,9,0.529411765,0.5,0.9,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,381.17084,381.00000,0.17084
17,18,0,11,0,0,,397.0776342,,15321535,14404622,13717965,,,3237808,3019169,2838564,,1.058823529,0.647058824,,397.07763,9,0.529411765,0.5,0.818181818,CRAM,,,0.304347826,,----,----,HUnSatLig,----,----,----,,397.16945,397.00000,0.16945
17,18,0,12,0,0,,413.0725488,,9474160,8483356,8032027,,,NA,NA,NA,,1.058823529,0.705882353,,413.07255,9,0.529411765,0.5,0.75,O,,,0.272727273,,----,----,HUnSatLig,----,----,----,,413.16807,413.00000,0.16807
17,18,0,13,0,0,,429.0674634,,4537629,4338138,4211966,,,NA,NA,NA,,1.058823529,0.764705882,,429.06746,9,0.529411765,0.5,0.692307692,O,,,0.238095238,,----,----,HUnSatLig,----,----,----,,429.16668,429.00000,0.16668
17,18,2,6,0,0,,345.1092092,,NA,NA,NA,,,1689819,1633468,1589914,,1.058823529,0.352941176,,345.10921,10,0.588235294,0.555555556,1.666666667,CRAM,,,0.5,,----,----,HUnSatLig,----,----,----,,345.18901,345.00000,0.18901
17,19,1,8,0,0,,364.1037894,,1648069,1688416,1672795,,,NA,NA,NA,,1.117647059,0.470588235,,364.10379,9,0.529411765,0.473684211,1.125,CRAM,,,0.375,,----,----,HUnSatLig,----,----,----,,364.18798,364.00000,0.18798
17,19,1,9,0,0,,380.098704,,2595557,2111540,1904495,,,NA,NA,NA,,1.117647059,0.529411765,,380.09870,9,0.529411765,0.473684211,1,CRAM,,,0.347826087,,----,----,HUnSatLig,----,----,----,,380.18660,380.00000,0.18660
17,19,1,10,0,0,,396.0936186,,1887983,2498414,1765167,,,NA,NA,NA,,1.117647059,0.588235294,,396.09362,9,0.529411765,0.473684211,0.9,CRAM,,,0.318181818,,----,----,HUnSatLig,----,----,----,,396.18521,396.00000,0.18521
17,19,2,7,0,1,,393.0857103,,NA,NA,NA,,,5287165,4504263,4653527,,1.117647059,0.411764706,,393.08571,10,0.588235294,0.526315789,1.428571429,CRAM,,,0.476190476,,----,----,HUnSatLig,----,----,----,,393.17661,393.00000,0.17661
17,20,0,6,0,0,,319.1187112,,2352987,2824163,2516615,,,2820165,2611073,3075796,,1.176470588,0.352941176,,319.11871,8,0.470588235,0.4,1.333333333,CRAM,,,0.357142857,,----,----,HUnSatLig,----,----,----,,319.19250,319.00000,0.19250
17,20,0,7,0,0,,335.1136258,,5650273,5878815,5714340,,,6080110,5583407,5419658,,1.176470588,0.411764706,,335.11363,8,0.470588235,0.4,1.142857143,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,335.19112,335.00000,0.19112
17,20,0,8,0,0,,351.1085404,,10177861,10084177,10506781,,,8341422,8361505,8253232,,1.176470588,0.470588235,,351.10854,8,0.470588235,0.4,1,CRAM,,,0.307692308,,----,----,HUnSatLig,----,----,----,,351.18973,351.00000,0.18973
17,20,0,9,0,0,,367.103455,,15402041,14893223,15684839,,,10185415,9271420,9224584,,1.176470588,0.529411765,,367.10345,8,0.470588235,0.4,0.888888889,CRAM,,,0.28,,----,----,HUnSatLig,----,----,----,,367.18834,367.00000,0.18834
17,20,0,10,0,0,,383.0983696,,15690455,14487823,15443572,,,6202460,4965870,6175251,,1.176470588,0.588235294,,383.09837,8,0.470588235,0.4,0.8,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,383.18696,383.00000,0.18696
17,20,0,11,0,0,,399.0932842,,12163911,11593022,11502329,,,3072733,3052772,3428633,,1.176470588,0.647058824,,399.09328,8,0.470588235,0.4,0.727272727,O,,,0.217391304,,----,----,HUnSatLig,----,----,----,,399.18557,399.00000,0.18557
17,20,0,12,0,0,,415.0881988,,6754422,6414940,6156076,,,NA,NA,NA,,1.176470588,0.705882353,,415.08820,8,0.470588235,0.4,0.666666667,O,,,0.181818182,,----,----,HUnSatLig,----,----,----,,415.18418,415.00000,0.18418
17,20,0,13,0,0,,431.0831134,,3371073,3061640,2832482,,,NA,NA,NA,,1.176470588,0.764705882,,431.08311,8,0.470588235,0.4,0.615384615,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,431.18280,431.00000,0.18280
17,21,1,9,0,0,,382.114354,,1658257,2010147,1681019,,,NA,NA,NA,,1.235294118,0.529411765,,382.11435,8,0.470588235,0.380952381,0.888888889,CRAM,,,0.260869565,,----,----,HUnSatLig,----,----,----,,382.20271,382.00000,0.20271
17,21,1,10,0,0,,398.1092686,,2858125,2804397,2357867,,,2054222,2320970,2240166,,1.235294118,0.588235294,,398.10927,8,0.470588235,0.380952381,0.8,CRAM,,,0.227272727,,----,----,HUnSatLig,----,----,----,,398.20133,398.00000,0.20133
17,21,3,6,0,0,,362.1357582,,2021084,1536311,1654533,,,2051799,2266295,2416090,,1.235294118,0.352941176,,362.13576,9,0.529411765,0.428571429,1.5,CRAM,,,0.409090909,,----,----,HUnSatLig,----,----,----,,362.21950,362.00000,0.21950
17,21,3,7,0,0,,378.1306728,,NA,NA,NA,,,1835334,1882835,1776218,,1.235294118,0.411764706,,378.13067,9,0.529411765,0.428571429,1.285714286,CRAM,,,0.380952381,,----,----,HUnSatLig,----,----,----,,378.21811,378.00000,0.21811
17,22,0,6,0,0,,321.1343612,,3572892,3684680,3695618,,,4047842,5340914,4800102,,1.294117647,0.352941176,,321.13436,7,0.411764706,0.318181818,1.166666667,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,321.20862,321.00000,0.20862
17,22,0,7,0,0,,337.1292758,,7008582,8208861,7652230,,,9139311,9635841,8727674,,1.294117647,0.411764706,,337.12928,7,0.411764706,0.318181818,1,CRAM,,,0.259259259,,----,----,HUnSatLig,----,----,----,,337.20723,337.00000,0.20723
17,22,0,8,0,0,,353.1241904,,10321915,11071856,10691691,,,11330060,11038814,10670456,,1.294117647,0.470588235,,353.12419,7,0.411764706,0.318181818,0.875,CRAM,,,0.230769231,,----,----,HUnSatLig,----,----,----,,353.20585,353.00000,0.20585
17,22,0,9,0,0,,369.119105,,12861239,12886743,12920642,,,11736358,10668751,11400139,,1.294117647,0.529411765,,369.11910,7,0.411764706,0.318181818,0.777777778,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,369.20446,369.00000,0.20446
17,22,0,10,0,0,,385.1140196,,12027231,11459301,11135075,,,7151178,5671906,6003672,,1.294117647,0.588235294,,385.11402,7,0.411764706,0.318181818,0.7,O,,,0.166666667,,----,----,HUnSatLig,----,----,----,,385.20307,385.00000,0.20307
17,22,0,11,0,0,,401.1089342,,9184413,8797776,8989696,,,3145702,2464775,2611177,,1.294117647,0.647058824,,401.10893,7,0.411764706,0.318181818,0.636363636,O,,,0.130434783,,----,----,HUnSatLig,----,----,----,,401.20168,401.00000,0.20168
17,22,0,12,0,0,,417.1038488,,4618326,4600452,4067105,,,NA,NA,NA,,1.294117647,0.705882353,,417.10385,7,0.411764706,0.318181818,0.583333333,O,,,0.090909091,,----,----,HUnSatLig,----,----,----,,417.20030,417.00000,0.20030
17,22,0,13,0,0,,433.0987634,,1849942,1942826,2188730,,,NA,NA,NA,,1.294117647,0.764705882,,433.09876,7,0.411764706,0.318181818,0.538461538,O,,,0.047619048,,----,----,HUnSatLig,----,----,----,,433.19891,433.00000,0.19891
17,22,2,5,0,0,,333.1455946,,NA,NA,NA,,,1800581,2031734,1502514,,1.294117647,0.294117647,,333.14559,8,0.470588235,0.363636364,1.6,CRAM,,,0.36,,----,----,HUnSatLig,----,----,----,,333.22263,333.00000,0.22263
17,23,3,7,0,0,,380.1463228,,1594869,2099264,2031739,,,NA,NA,NA,,1.352941176,0.411764706,,380.14632,8,0.470588235,0.347826087,1.142857143,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,380.23423,380.00000,0.23423
17,24,0,5,0,0,,307.1550966,,1742614,1373792,1837481,,,2734516,3369419,2169200,,1.411764706,0.294117647,,307.15510,6,0.352941176,0.25,1.2,CRAM,,,0.24137931,,----,----,HUnSatLig,----,----,----,,307.22612,307.00000,0.22612
17,24,0,6,0,0,,323.1500112,,4071919,4508855,4537737,,,6852492,7269485,6135811,,1.411764706,0.352941176,,323.15001,6,0.352941176,0.25,1,CRAM,,,0.214285714,,----,----,HUnSatLig,----,----,----,,323.22473,323.00000,0.22473
17,24,0,7,0,0,,339.1449258,,7888708,8585127,8637814,,,11653757,11907552,11487861,,1.411764706,0.411764706,,339.14493,6,0.352941176,0.25,0.857142857,CRAM,,,0.185185185,,----,----,HUnSatLig,----,----,----,,339.22335,339.00000,0.22335
17,24,0,8,0,0,,355.1398404,,9700036,9931672,9531073,,,12428400,12595877,11666375,,1.411764706,0.470588235,,355.13984,6,0.352941176,0.25,0.75,O,,,0.153846154,,----,----,HUnSatLig,----,----,----,,355.22196,355.00000,0.22196
17,24,0,9,0,0,,371.134755,,11409968,11162881,11665815,,,11982717,11246876,12254724,,1.411764706,0.529411765,,371.13475,6,0.352941176,0.25,0.666666667,O,,,0.12,,----,----,HUnSatLig,----,----,----,,371.22057,371.00000,0.22057
17,24,0,10,0,0,,387.1296696,,6981580,6577320,6187580,,,4614177,4395458,4475269,,1.411764706,0.588235294,,387.12967,6,0.352941176,0.25,0.6,O,,,0.083333333,,----,----,HUnSatLig,----,----,----,,387.21919,387.00000,0.21919
17,24,0,11,0,0,,403.1245842,,4780480,4666178,5144802,,,3262666,3291911,3123857,,1.411764706,0.647058824,,403.12458,6,0.352941176,0.25,0.545454545,O,,,0.043478261,,----,----,HUnSatLig,----,----,----,,403.21780,403.00000,0.21780
17,24,0,12,0,0,,419.1194988,,2015251,2551446,2578683,,,NA,NA,NA,,1.411764706,0.705882353,,419.11950,6,0.352941176,0.25,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,419.21641,419.00000,0.21641
17,24,0,13,0,0,,435.1144134,,2353245,1737923,2153734,,,NA,NA,NA,,1.411764706,0.764705882,,435.11441,6,0.352941176,0.25,0.461538462,O,,,-0.047619048,,----,----,HUnSatLig,----,----,----,,435.21503,435.00000,0.21503
17,25,1,7,0,0,,354.1558248,,4606310,4679306,3747740,,,NA,NA,NA,,1.470588235,0.411764706,,354.15582,6,0.352941176,0.24,0.857142857,CRAM,,,0.16,,----,----,HUnSatLig,----,----,----,,354.23772,354.00000,0.23772
17,25,3,4,0,0,,334.177229,,NA,NA,NA,,,2051460,2274908,2286760,,1.470588235,0.235294118,,334.17723,7,0.411764706,0.28,1.75,CRAM,,,0.291666667,,----,----,HUnSatLig,----,----,----,,334.25450,334.00000,0.25450
17,25,3,5,0,0,,350.1721436,,1930763,1824600,1781006,,,2603159,2925338,2379811,,1.470588235,0.294117647,,350.17214,7,0.411764706,0.28,1.4,CRAM,,,0.260869565,,----,----,HUnSatLig,----,----,----,,350.25312,350.00000,0.25312
17,25,3,6,0,0,,366.1670582,,2236117,2126242,1676492,,,2897322,3268967,2447480,,1.470588235,0.352941176,,366.16706,7,0.411764706,0.28,1.166666667,CRAM,,,0.227272727,,----,----,HUnSatLig,----,----,----,,366.25173,366.00000,0.25173
17,25,3,7,0,0,,382.1619728,,2294177,1903151,1812871,,,2164591,2527999,2445625,,1.470588235,0.411764706,,382.16197,7,0.411764706,0.28,1,CRAM,,,0.19047619,,----,----,HUnSatLig,----,----,----,,382.25034,382.00000,0.25034
17,25,3,8,0,0,,398.1568874,,3240087,3509428,3331698,,,2812501,3368530,3174060,,1.470588235,0.470588235,,398.15689,7,0.411764706,0.28,0.875,CRAM,,,0.15,,----,----,HUnSatLig,----,----,----,,398.24896,398.00000,0.24896
17,26,0,4,0,0,,293.175832,,NA,NA,NA,,,1386466,2109266,1919386,,1.529411765,0.235294118,,293.17583,5,0.294117647,0.192307692,1.25,O,,,0.2,,----,----,----,AlipatNoN,----,----,,293.24362,293.00000,0.24362
17,26,0,5,0,0,,309.1707466,,3214341,3499917,2861537,,,5949702,8800000,5937598,,1.529411765,0.294117647,,309.17075,5,0.294117647,0.192307692,1,O,,,0.172413793,,----,----,----,AlipatNoN,----,----,,309.24224,309.00000,0.24224
17,26,0,6,0,0,,325.1656612,,5242708,4691505,4753693,,,7694658,8452596,7125420,,1.529411765,0.352941176,,325.16566,5,0.294117647,0.192307692,0.833333333,O,,,0.142857143,,----,----,----,AlipatNoN,----,----,,325.24085,325.00000,0.24085
